seed,threshold,accuracy,negative_transfer_rate,negative_transfer_prevention,recovery_retention,full_selection_rate
110,0.525,0.6266050333846944,0.09302325581395349,0.9069767441860466,0.9285714285714286,0.711864406779661
110,0.55,0.6271186440677966,0.06976744186046512,0.9302325581395349,0.9285714285714286,0.6974833076527992
110,0.575,0.6266050333846944,0.06976744186046512,0.9302325581395349,0.9107142857142857,0.6795069337442219
110,0.6,0.6250642013353878,0.06976744186046512,0.9302325581395349,0.8571428571428571,0.6312275295326143
110,0.625,0.6245505906522856,0.06976744186046512,0.9302325581395349,0.8392857142857143,0.5952747817154597
110,0.65,0.6235233692860811,0.06976744186046512,0.9302325581395349,0.8035714285714286,0.5505906522855676
110,0.675,0.6224961479198767,0.06976744186046512,0.9302325581395349,0.7678571428571429,0.5084745762711864
110,0.7,0.6214689265536724,0.06976744186046512,0.9302325581395349,0.7321428571428571,0.4884437596302003
110,0.725,0.6204417051874679,0.06976744186046512,0.9302325581395349,0.6964285714285714,0.4648176682074987
110,0.75,0.6178736517719569,0.06976744186046512,0.9302325581395349,0.6071428571428571,0.4447868515665126
110,0.775,0.6173600410888547,0.06976744186046512,0.9302325581395349,0.5892857142857143,0.4216743708269132
110,0.8,0.6163328197226502,0.06976744186046512,0.9302325581395349,0.5535714285714286,0.36928608115048794
110,0.825,0.615819209039548,0.06976744186046512,0.9302325581395349,0.5357142857142857,0.30405752439650746
110,0.8500000000000001,0.6153055983564458,0.06976744186046512,0.9302325581395349,0.5178571428571429,0.23985618900873137
110,0.875,0.6137647663071392,0.06976744186046512,0.9302325581395349,0.4642857142857143,0.17770929635336416
110,0.9,0.6122239342578326,0.06976744186046512,0.9302325581395349,0.4107142857142857,0.15819209039548024
