seed,calibration_severity,test_severity,fault_type,threshold,method,mean_forward_passes,n,correction_opportunities,corrections_retained,recovery_retention,harm_opportunities,harms_realized,negative_transfer_prevention,recovery_selection_rate,selected_accuracy,net_correct_change_per_10000,utility_ratio,utility_per_10000,accuracy,macro_auroc,macro_auprc,nll,brier,ece15_equal_width,ece15_equal_mass,classwise_ece15
103,2.0,1.0,offset,0.8,All-row multinomial,2.0,1436,19,0,0.0,6,0,1.0,0.0,0.516016713091922,0.0,1.0,0.0,0.516016713091922,0.8226084292319978,0.5839792203938626,3.1496007022804235,0.8673813936186676,0.3917482103875529,0.3904616780992173,0.14383718673115545
103,2.0,1.0,stuck_at,0.675,Conditional Lite-CF,2.0,1436,19,1,0.05263157894736842,9,0,1.0,0.7694986072423399,0.5055710306406686,6.963788300835654,1.0,6.963788300835654,0.5055710306406686,0.8236783320582305,0.5774671667366228,2.1046319522536687,0.741768000543208,0.3004903886550129,0.29708654060950634,0.11478830281606205
103,2.0,1.0,stuck_at,0.8,All-row multinomial,2.0,1436,19,0,0.0,9,0,1.0,0.0,0.504874651810585,0.0,1.0,0.0,0.504874651810585,0.8206652753582913,0.5713540121074595,2.2163027388715975,0.7708835756866864,0.3195172398238372,0.31611339177833053,0.1218990826668968
103,2.0,2.0,drift,0.675,Conditional Lite-CF,2.0,1436,12,1,0.08333333333333333,8,0,1.0,0.8997214484679665,0.5250696378830083,6.963788300835654,1.0,6.963788300835654,0.5250696378830083,0.8184689920699656,0.5835864028585711,2.9727179811869044,0.8371065589394694,0.37404763165601357,0.3726826368545129,0.13789402598352196
103,2.0,2.0,drift,0.8,All-row multinomial,2.0,1436,12,0,0.0,8,0,1.0,0.0,0.5243732590529248,0.0,1.0,0.0,0.5243732590529248,0.8167533285875508,0.5734039387468499,3.2016558407210987,0.859309231574859,0.38229417465671567,0.3816151666828159,0.1416176303641717
103,2.0,2.0,gaussian,0.675,Conditional Lite-CF,2.0,1436,46,8,0.17391304347826086,20,2,0.9,0.8203342618384402,0.48259052924791085,41.78272980501393,1.0,41.78272980501393,0.48259052924791085,0.7972836118489425,0.5232676409537532,3.0794251457795863,0.8253296212811416,0.35637186787570924,0.35637186787570924,0.1278560649971905
103,2.0,2.0,gaussian,0.8,All-row multinomial,2.0,1436,46,0,0.0,20,0,1.0,0.0,0.47841225626740946,0.0,1.0,0.0,0.47841225626740946,0.7892726817974155,0.5093427234813827,3.51870194802974,0.8542271066689544,0.3738083700489423,0.37380837004894235,0.1325744835965126
103,2.0,2.0,offset,0.675,Conditional Lite-CF,2.0,1436,30,8,0.26666666666666666,2,0,1.0,0.9073816155988857,0.48746518105849584,55.710306406685234,1.0,55.710306406685234,0.48746518105849584,0.8115387756144358,0.5692915126424153,3.189773652905762,0.8948150138752454,0.4137582302780701,0.41375823027807007,0.15104585946783272
103,2.0,2.0,offset,0.8,All-row multinomial,2.0,1436,30,0,0.0,2,0,1.0,0.0,0.4818941504178273,0.0,1.0,0.0,0.4818941504178273,0.8047219805803755,0.5532424919709541,3.5530240261397346,0.9316524904588421,0.42934997719016965,0.4293499771901697,0.15690835692063948
103,2.0,2.0,stuck_at,0.675,Conditional Lite-CF,2.0,1436,26,1,0.038461538461538464,20,0,1.0,0.8245125348189415,0.4958217270194986,6.963788300835654,1.0,6.963788300835654,0.4958217270194986,0.8177109217742656,0.5692116876045962,2.39947996532753,0.7940049196266167,0.3400572691777822,0.3383396830530791,0.12835535047268146
103,2.0,2.0,stuck_at,0.8,All-row multinomial,2.0,1436,26,0,0.0,20,0,1.0,0.0,0.49512534818941506,0.0,1.0,0.0,0.49512534818941506,0.8105988335978954,0.5579800744027688,2.644496267726585,0.83746014948985,0.361340580982799,0.35962299485809596,0.13593988385607986
103,2.0,3.0,drift,0.675,Conditional Lite-CF,2.0,1436,28,4,0.14285714285714285,5,0,1.0,0.8941504178272981,0.4979108635097493,27.855153203342617,1.0,27.855153203342617,0.4979108635097493,0.8119872114768724,0.569872911563297,3.1348066185099484,0.8775804115246879,0.4009562138266204,0.39982883793536217,0.1468065005127848
103,2.0,3.0,drift,0.8,All-row multinomial,2.0,1436,28,0,0.0,5,0,1.0,0.0,0.49512534818941506,0.0,1.0,0.0,0.49512534818941506,0.8061840355917056,0.5571826361375264,3.462134178604608,0.9047666416574134,0.4128178344470693,0.41169045855581105,0.15198531870888923
103,2.0,3.0,gaussian,0.675,Conditional Lite-CF,2.0,1436,49,12,0.24489795918367346,15,2,0.8666666666666667,0.8433147632311978,0.45403899721448465,69.63788300835654,1.0,69.63788300835654,0.45403899721448465,0.778550290495024,0.4875694406545394,3.5971700379918614,0.8816057895238713,0.3938484290642759,0.3938484290642759,0.13860472449872088
103,2.0,3.0,gaussian,0.8,All-row multinomial,2.0,1436,49,0,0.0,15,0,1.0,0.0,0.44707520891364905,0.0,1.0,0.0,0.44707520891364905,0.7694249613154086,0.4738324174880839,4.163939056050721,0.9145673786384683,0.41613773154657796,0.4159910963805,0.1456811183386399
103,2.0,3.0,offset,0.675,Conditional Lite-CF,2.0,1436,42,19,0.4523809523809524,3,0,1.0,0.9206128133704735,0.4742339832869081,132.31197771587745,1.0,132.31197771587745,0.4742339832869081,0.8026596720369304,0.5507179255525321,3.3593456940644777,0.9242890708846904,0.42495943571115236,0.42305054010051435,0.15577097404388038
103,2.0,3.0,offset,0.8,All-row multinomial,2.0,1436,42,0,0.0,3,0,1.0,0.0,0.4610027855153203,0.0,1.0,0.0,0.4610027855153203,0.7931424934604397,0.5368989239230508,3.8584610889762483,0.97277841303002,0.4539494422737002,0.4522977855178972,0.164637075408577
103,2.0,3.0,stuck_at,0.675,Conditional Lite-CF,2.0,1436,35,6,0.17142857142857143,13,1,0.9230769230769231,0.8516713091922006,0.47980501392757663,34.81894150417827,1.0,34.81894150417827,0.47980501392757663,0.8094318411354343,0.5567163779931604,2.6868756071616167,0.8415176799825906,0.37298598429951985,0.37205208998296796,0.13781999784318333
103,2.0,3.0,stuck_at,0.8,All-row multinomial,2.0,1436,35,0,0.0,13,0,1.0,0.0,0.4763231197771588,0.0,1.0,0.0,0.4763231197771588,0.7994549784898589,0.5449567487962206,3.058786130522668,0.8913021093148463,0.3972088936589235,0.3962749993423716,0.14722022886569242
103,3.0,1.0,drift,0.9,Conditional Lite-CF,2.0,1436,22,0,0.0,1,0,1.0,0.6295264623955432,0.5341225626740947,0.0,1.0,0.0,0.5341225626740947,0.8353956275974328,0.6050766637064161,2.669507925736399,0.78606566174871,0.3638428691054018,0.36384286910540176,0.12627218001813584
103,3.0,1.0,drift,0.5,All-row multinomial,2.0,1436,22,0,0.0,1,0,1.0,0.0,0.5341225626740947,0.0,1.0,0.0,0.5341225626740947,0.8371652667942473,0.6059321864400503,2.7451925712040817,0.7891512066393691,0.3660430936953426,0.36604309369534255,0.12702230482098034
103,3.0,1.0,gaussian,0.9,Conditional Lite-CF,2.0,1436,36,0,0.0,24,0,1.0,0.43941504178272983,0.5132311977715878,0.0,1.0,0.0,0.5132311977715878,0.8161238110753183,0.5564972249474072,2.734324664642425,0.7770734922178715,0.3281520173018708,0.3266250167336481,0.11885648072260517
103,3.0,1.0,gaussian,0.5,All-row multinomial,2.0,1436,36,0,0.0,24,0,1.0,0.005571030640668524,0.5132311977715878,0.0,1.0,0.0,0.5132311977715878,0.8158300385573041,0.5525194746090584,2.8118869998209783,0.7797608664495312,0.3299819372397318,0.3284549366715091,0.11943837578921607
103,3.0,1.0,offset,0.9,Conditional Lite-CF,2.0,1436,19,0,0.0,6,0,1.0,0.6323119777158774,0.516016713091922,0.0,1.0,0.0,0.516016713091922,0.8244586082923484,0.589900715397972,2.99223715278635,0.8621582284891144,0.389560402470789,0.38827387018245324,0.14304048025337532
103,3.0,1.0,offset,0.5,All-row multinomial,2.0,1436,19,0,0.0,6,0,1.0,0.003481894150417827,0.516016713091922,0.0,1.0,0.0,0.516016713091922,0.8227371397487374,0.5841828763013296,3.148530965217294,0.8667663973346539,0.39247174034789145,0.39118520805955576,0.1436403709578979
103,3.0,1.0,stuck_at,0.9,Conditional Lite-CF,2.0,1436,19,0,0.0,9,0,1.0,0.33008356545961004,0.504874651810585,0.0,1.0,0.0,0.504874651810585,0.8214613131211337,0.5722447297339645,2.1888041643046314,0.769735087995448,0.31892763027889476,0.3155237822333882,0.1216431541220121
103,3.0,1.0,stuck_at,0.5,All-row multinomial,2.0,1436,19,0,0.0,9,0,1.0,0.005571030640668524,0.504874651810585,0.0,1.0,0.0,0.504874651810585,0.8209677246264597,0.5715325298091433,2.215157161101681,0.7703513161310322,0.3206126141184596,0.31720876607295295,0.12137999605916887
103,3.0,2.0,drift,0.9,Conditional Lite-CF,2.0,1436,12,0,0.0,8,0,1.0,0.628133704735376,0.5243732590529248,0.0,1.0,0.0,0.5243732590529248,0.8191529940430549,0.5810656110739684,3.0426467410343023,0.8559083614622022,0.38057723905248103,0.3798982310785814,0.1410257048909124
103,3.0,2.0,drift,0.5,All-row multinomial,2.0,1436,12,0,0.0,8,0,1.0,0.005571030640668524,0.5243732590529248,0.0,1.0,0.0,0.5243732590529248,0.816906228921169,0.5736388842414175,3.200592467031722,0.8587611002469244,0.38311330384859416,0.38243429587469435,0.1413743231159487
103,3.0,2.0,gaussian,0.9,Conditional Lite-CF,2.0,1436,46,0,0.0,20,0,1.0,0.47075208913649025,0.47841225626740946,0.0,1.0,0.0,0.47841225626740946,0.793103309202105,0.5170586343426029,3.3029009796317497,0.8518053903416901,0.37296363642870145,0.3729636364287014,0.132292905723099
103,3.0,2.0,gaussian,0.5,All-row multinomial,2.0,1436,46,1,0.021739130434782608,20,2,0.9,0.01532033426183844,0.4777158774373259,-6.963788300835654,1.0,-6.963788300835654,0.4777158774373259,0.7897507688690854,0.5104550631087846,3.5206203465564534,0.8551167195683284,0.37717271845706035,0.3771727184570604,0.13336627920860808
103,3.0,2.0,offset,0.9,Conditional Lite-CF,2.0,1436,30,0,0.0,2,0,1.0,0.6483286908077994,0.4818941504178273,0.0,1.0,0.0,0.4818941504178273,0.8120836430887932,0.5680644012796204,3.2659414968355454,0.9247078318927461,0.4266390080699212,0.4266390080699212,0.15580588653525207
103,3.0,2.0,offset,0.5,All-row multinomial,2.0,1436,30,0,0.0,2,0,1.0,0.010445682451253482,0.4818941504178273,0.0,1.0,0.0,0.4818941504178273,0.8050997587936486,0.5539696460343754,3.5503866124268746,0.9301927312767887,0.4313827001693288,0.4313827001693288,0.156217043858374
103,3.0,2.0,stuck_at,0.9,Conditional Lite-CF,2.0,1436,26,0,0.0,20,0,1.0,0.41086350974930363,0.49512534818941506,0.0,1.0,0.0,0.49512534818941506,0.8151714901834178,0.5636631721224205,2.5228453469963648,0.8330909706364723,0.35949715807533705,0.35777957195063415,0.13518144768605297
103,3.0,2.0,stuck_at,0.5,All-row multinomial,2.0,1436,26,0,0.0,20,0,1.0,0.006267409470752089,0.49512534818941506,0.0,1.0,0.0,0.49512534818941506,0.8108879440600663,0.5580705541572967,2.6432281989882243,0.836956888308831,0.36231485060708746,0.36059726448238455,0.13592502164016224
103,3.0,3.0,drift,0.9,Conditional Lite-CF,2.0,1436,28,0,0.0,5,0,1.0,0.6427576601671309,0.49512534818941506,0.0,1.0,0.0,0.49512534818941506,0.8121133494451996,0.5685464953610497,3.1976937601471955,0.8986856992515025,0.4103073620927258,0.4091799862014676,0.1510754219855942
103,3.0,3.0,drift,0.5,All-row multinomial,2.0,1436,28,0,0.0,5,0,1.0,0.016016713091922007,0.49512534818941506,0.0,1.0,0.0,0.49512534818941506,0.806724768447514,0.5581440119751252,3.4582942490117237,0.9026594467364552,0.4157076822269013,0.41458030633564297,0.1511415623639332
103,3.0,3.0,gaussian,0.9,Conditional Lite-CF,2.0,1436,49,0,0.0,15,0,1.0,0.48676880222841223,0.44707520891364905,0.0,1.0,0.0,0.44707520891364905,0.774255659737897,0.48108874172013466,3.8681893158039236,0.912900058935743,0.41569763512123314,0.41555099995515515,0.1455344195301916
103,3.0,3.0,gaussian,0.5,All-row multinomial,2.0,1436,49,3,0.061224489795918366,15,0,1.0,0.013231197771587743,0.4491643454038997,20.891364902506965,1.0,20.891364902506965,0.4491643454038997,0.7703161645274905,0.4756659458568901,4.157911386830813,0.9127671610136153,0.41689298716097656,0.4167463519948986,0.1458547352426148
103,3.0,3.0,offset,0.9,Conditional Lite-CF,2.0,1436,42,0,0.0,3,0,1.0,0.6525069637883009,0.4610027855153203,0.0,1.0,0.0,0.4610027855153203,0.8036820518205965,0.5506093663288959,3.470090181655177,0.9653625550710687,0.45095962898801634,0.44930797223221336,0.1635935777828779
103,3.0,3.0,offset,0.5,All-row multinomial,2.0,1436,42,0,0.0,3,0,1.0,0.00766016713091922,0.4610027855153203,0.0,1.0,0.0,0.4610027855153203,0.7934253720347666,0.5376844029406428,3.856074649431193,0.9713331390733672,0.4549996393591581,0.45406964090842405,0.16408852023154105
103,3.0,3.0,stuck_at,0.9,Conditional Lite-CF,2.0,1436,35,0,0.0,13,0,1.0,0.46935933147632314,0.4763231197771588,0.0,1.0,0.0,0.4763231197771588,0.8079595459658284,0.5536716622424747,2.834417375883667,0.8842775612724603,0.3940277108433863,0.39309381652683445,0.1460317955066284
103,3.0,3.0,stuck_at,0.5,All-row multinomial,2.0,1436,35,0,0.0,13,0,1.0,0.011142061281337047,0.4763231197771588,0.0,1.0,0.0,0.4763231197771588,0.7999153115478915,0.5458040911387295,3.0563978226563346,0.8899807783792587,0.3990447732696718,0.39811087895311986,0.14689103900020442
104,1.0,1.0,drift,0.675,Conditional Lite-CF,2.0,1436,10,0,0.0,21,0,1.0,0.0006963788300835655,0.5550139275766016,0.0,1.0,0.0,0.5550139275766016,0.8446746479851012,0.6145511840427941,2.470085761314265,0.7459187550364638,0.31495076514539766,0.31444223089658735,0.12143545454417921
104,1.0,1.0,drift,0.575,All-row multinomial,2.0,1436,10,0,0.0,21,0,1.0,0.009749303621169917,0.5550139275766016,0.0,1.0,0.0,0.5550139275766016,0.8443953281713923,0.6143817298738955,2.4664609027824764,0.7455495101437775,0.3147089438153551,0.31420040956654477,0.12141418345017052
104,1.0,1.0,gaussian,0.675,Conditional Lite-CF,2.0,1436,43,3,0.06976744186046512,29,0,1.0,0.02437325905292479,0.525766016713092,20.891364902506965,1.0,20.891364902506965,0.525766016713092,0.8183768418044773,0.5482241922529216,2.6571195615142966,0.7723030861236968,0.32662426617668855,0.3262418715683886,0.11762811579209674
104,1.0,1.0,gaussian,0.575,All-row multinomial,2.0,1436,43,5,0.11627906976744186,29,1,0.9655172413793104,0.02158774373259053,0.5264623955431755,27.855153203342617,1.0,27.855153203342617,0.5264623955431755,0.8177945495077342,0.5470522007969939,2.6691417168617977,0.7784024927639122,0.33025898536204723,0.330078320210238,0.11878091486380589
104,1.0,1.0,offset,0.675,Conditional Lite-CF,2.0,1436,11,0,0.0,17,0,1.0,0.002785515320334262,0.5236768802228412,0.0,1.0,0.0,0.5236768802228412,0.8360594816039465,0.598992044973117,2.5823384071519473,0.7842188118247998,0.33950099378138077,0.3366084168401832,0.13046281793419656
104,1.0,1.0,offset,0.575,All-row multinomial,2.0,1436,11,1,0.09090909090909091,17,0,1.0,0.005571030640668524,0.5243732590529248,6.963788300835654,1.0,6.963788300835654,0.5243732590529248,0.8360756625927422,0.5987733687890909,2.582541811686244,0.7845105605307388,0.33830151735971425,0.3363486264800152,0.13050469698984232
104,1.0,1.0,stuck_at,0.675,Conditional Lite-CF,2.0,1436,31,0,0.0,26,0,1.0,0.001392757660167131,0.49512534818941506,0.0,1.0,0.0,0.49512534818941506,0.8169561698172226,0.5721683739002141,2.467828246051675,0.8059037383465479,0.3284863350716099,0.3274439569383627,0.1346783982277498
104,1.0,1.0,stuck_at,0.575,All-row multinomial,2.0,1436,31,2,0.06451612903225806,26,0,1.0,0.006963788300835654,0.49651810584958217,13.927576601671309,1.0,13.927576601671309,0.49651810584958217,0.8169623491364537,0.5722392521796272,2.465631459308242,0.8057100911022446,0.3268669413474012,0.32686694134740113,0.1345643705549978
104,1.0,2.0,drift,0.675,Conditional Lite-CF,2.0,1436,14,0,0.0,18,0,1.0,0.004874651810584958,0.5243732590529248,0.0,1.0,0.0,0.5243732590529248,0.8303031153964806,0.5824069942171021,2.643328663903855,0.7885650992515366,0.3374668276081121,0.337466827608112,0.1308455179278901
104,1.0,2.0,drift,0.575,All-row multinomial,2.0,1436,14,1,0.07142857142857142,18,0,1.0,0.005571030640668524,0.5250696378830083,6.963788300835654,1.0,6.963788300835654,0.5250696378830083,0.8304889360345737,0.5822311717926131,2.6431024899557527,0.7889185485800834,0.33764599745577567,0.3376459974557755,0.13050212183735496
104,1.0,2.0,gaussian,0.675,Conditional Lite-CF,2.0,1436,53,3,0.05660377358490566,27,2,0.9259259259259259,0.035515320334261836,0.49930362116991645,6.963788300835654,1.0,6.963788300835654,0.49930362116991645,0.7960061564180537,0.5006678026788606,3.0939879566626183,0.8246425248496752,0.3527734175529298,0.3517269303641851,0.1278119906046539
104,1.0,2.0,gaussian,0.575,All-row multinomial,2.0,1436,53,5,0.09433962264150944,27,2,0.9259259259259259,0.02576601671309192,0.5006963788300836,20.891364902506965,1.0,20.891364902506965,0.5006963788300836,0.7951912856326354,0.49933676995873705,3.1168907740407703,0.8313326953756953,0.3568733383721804,0.35582685118343577,0.12884627041374072
104,1.0,2.0,offset,0.675,Conditional Lite-CF,2.0,1436,17,0,0.0,26,0,1.0,0.001392757660167131,0.5125348189415042,0.0,1.0,0.0,0.5125348189415042,0.8235610703507664,0.567567552732183,2.76899098487326,0.8160952179559932,0.34444060518161024,0.3428690622731681,0.13695188481560386
104,1.0,2.0,offset,0.575,All-row multinomial,2.0,1436,17,4,0.23529411764705882,26,0,1.0,0.009749303621169917,0.5153203342618384,27.855153203342617,1.0,27.855153203342617,0.5153203342618384,0.8235333472232312,0.5671975983548591,2.7672339307265195,0.8151187793355816,0.34226038036145234,0.3406888374530102,0.13678443316960096
104,1.0,2.0,stuck_at,0.675,Conditional Lite-CF,2.0,1436,29,0,0.0,26,0,1.0,0.0006963788300835655,0.4923398328690808,0.0,1.0,0.0,0.4923398328690808,0.8142018670640933,0.56647463968556,2.690126768517942,0.8221609568996708,0.34256044307373,0.3425604430737302,0.1375832208848166
104,1.0,2.0,stuck_at,0.575,All-row multinomial,2.0,1436,29,2,0.06896551724137931,26,1,0.9615384615384616,0.009052924791086351,0.49303621169916434,6.963788300835654,1.0,6.963788300835654,0.49303621169916434,0.8142424633141103,0.5667443795900745,2.6863086722538863,0.8213867983982287,0.34240369805708026,0.3424036980570803,0.13746716630053693
104,1.0,3.0,drift,0.675,Conditional Lite-CF,2.0,1436,24,0,0.0,18,0,1.0,0.0020891364902506965,0.5125348189415042,0.0,1.0,0.0,0.5125348189415042,0.8234380646287299,0.5714395979997687,2.7514165250097578,0.8060275624190681,0.3429947450153084,0.34283697516654066,0.1356091061940061
104,1.0,3.0,drift,0.575,All-row multinomial,2.0,1436,24,3,0.125,18,0,1.0,0.00766016713091922,0.5146239554317549,20.891364902506965,1.0,20.891364902506965,0.5146239554317549,0.823423466249927,0.5714955944704383,2.7501834672297893,0.8053620591939233,0.34168830270927547,0.34110597977994805,0.1349462892183492
104,1.0,3.0,gaussian,0.675,Conditional Lite-CF,2.0,1436,43,2,0.046511627906976744,17,4,0.7647058823529411,0.034122562674094706,0.4637883008356546,-13.927576601671309,1.0,-13.927576601671309,0.4637883008356546,0.7730349920479057,0.4588095491326141,3.725185749319863,0.9001546216961523,0.3986451927769422,0.39864519277694227,0.13998127924940043
104,1.0,3.0,gaussian,0.575,All-row multinomial,2.0,1436,43,3,0.06976744186046512,17,2,0.8823529411764706,0.017409470752089137,0.4658774373259053,6.963788300835654,1.0,6.963788300835654,0.4658774373259053,0.7726549755711374,0.4575944683524739,3.744407656955645,0.9100688478825207,0.4033724038419431,0.4033724038419432,0.14262604973594808
104,1.0,3.0,offset,0.675,Conditional Lite-CF,2.0,1436,41,1,0.024390243902439025,33,0,1.0,0.004178272980501393,0.49930362116991645,6.963788300835654,1.0,6.963788300835654,0.49930362116991645,0.8196879240266357,0.5617238670376025,2.8984593191791763,0.8304841801443698,0.3478401858311277,0.34481815465634624,0.14208836140633194
104,1.0,3.0,offset,0.575,All-row multinomial,2.0,1436,41,3,0.07317073170731707,33,0,1.0,0.010445682451253482,0.5006963788300836,20.891364902506965,1.0,20.891364902506965,0.5006963788300836,0.8194788108685681,0.5617528046826068,2.8980244728931344,0.830376963025051,0.34628346509861135,0.3434753332124132,0.1422580609766939
104,1.0,3.0,stuck_at,0.675,Conditional Lite-CF,2.0,1436,41,0,0.0,36,0,1.0,0.004874651810584958,0.48467966573816157,0.0,1.0,0.0,0.48467966573816157,0.8109465971411399,0.5616390626487587,2.8663940363668607,0.8504439023282201,0.35786453655615463,0.3524210924952822,0.14380428289281302
104,1.0,3.0,stuck_at,0.575,All-row multinomial,2.0,1436,41,4,0.0975609756097561,36,1,0.9722222222222222,0.010445682451253482,0.48676880222841223,20.891364902506965,1.0,20.891364902506965,0.48676880222841223,0.8106361855579758,0.5619950549067552,2.8672244701856187,0.8499467680594022,0.3558764251666773,0.3513157023422381,0.1439369487433838
104,2.0,1.0,drift,0.9,Conditional Lite-CF,2.0,1436,10,0,0.0,21,0,1.0,0.0,0.5550139275766016,0.0,1.0,0.0,0.5550139275766016,0.8446941459875134,0.6145917327723464,2.469990843015524,0.7458821567725982,0.3149903144801002,0.31448178023129,0.12148685972660861
104,2.0,1.0,drift,0.6000000000000001,All-row multinomial,2.0,1436,10,0,0.0,21,1,0.9523809523809523,0.006963788300835654,0.5543175487465181,-6.963788300835654,1.0,-6.963788300835654,0.5543175487465181,0.844499988086051,0.6144273014966263,2.4691999317334807,0.7460202979413868,0.3156876408373069,0.3151791065884966,0.12129710030638545
104,2.0,1.0,gaussian,0.9,Conditional Lite-CF,2.0,1436,43,0,0.0,29,0,1.0,0.008356545961002786,0.5236768802228412,0.0,1.0,0.0,0.5236768802228412,0.8185321135850919,0.5489464665990343,2.662084758804385,0.7804771568609481,0.33377467953091766,0.33317152435047803,0.11985921140295074
104,2.0,1.0,gaussian,0.6000000000000001,All-row multinomial,2.0,1436,43,4,0.09302325581395349,29,0,1.0,0.016016713091922007,0.5264623955431755,27.855153203342617,1.0,27.855153203342617,0.5264623955431755,0.8177447307488492,0.5468243032576684,2.669816607497913,0.7796687339915128,0.332407153716914,0.3318039985364746,0.11922105868665467
104,2.0,1.0,offset,0.9,Conditional Lite-CF,2.0,1436,11,0,0.0,17,0,1.0,0.0,0.5236768802228412,0.0,1.0,0.0,0.5236768802228412,0.836216096215789,0.5988119174791022,2.583029710181385,0.7849823143475401,0.3401176599341853,0.3372250829929877,0.1306056888509172
104,2.0,1.0,offset,0.6000000000000001,All-row multinomial,2.0,1436,11,2,0.18181818181818182,17,2,0.8823529411764706,0.006963788300835654,0.5236768802228412,0.0,1.0,0.0,0.5236768802228412,0.8360848096490748,0.5984800668611817,2.5833795585464125,0.786032874186286,0.34113290171718397,0.33824032477598637,0.1307614068495002
104,2.0,1.0,stuck_at,0.9,Conditional Lite-CF,2.0,1436,31,0,0.0,26,0,1.0,0.0,0.49512534818941506,0.0,1.0,0.0,0.49512534818941506,0.8168558769163959,0.5722523711578803,2.469736037840557,0.8065784097948259,0.3288463617130999,0.32780398357985274,0.13497874857134642
104,2.0,1.0,stuck_at,0.6000000000000001,All-row multinomial,2.0,1436,31,3,0.0967741935483871,26,0,1.0,0.012534818941504178,0.4972144846796657,20.891364902506965,1.0,20.891364902506965,0.4972144846796657,0.8170436724962001,0.5725389086278506,2.467170432418262,0.8055303861644834,0.3289835772302291,0.32794119909698194,0.13477664676966286
104,2.0,2.0,drift,0.9,Conditional Lite-CF,2.0,1436,14,0,0.0,18,0,1.0,0.0006963788300835655,0.5243732590529248,0.0,1.0,0.0,0.5243732590529248,0.8305267592894277,0.5825143155695159,2.6438467869078766,0.7893265517222209,0.33837952674328287,0.33837952674328275,0.1309432938943262
104,2.0,2.0,drift,0.6000000000000001,All-row multinomial,2.0,1436,14,0,0.0,18,0,1.0,0.011142061281337047,0.5243732590529248,0.0,1.0,0.0,0.5243732590529248,0.8305339431121644,0.5823469482350777,2.6408387287180872,0.7884996335204395,0.3395155683512916,0.3395155683512915,0.13034791546343352
104,2.0,2.0,gaussian,0.9,Conditional Lite-CF,2.0,1436,53,0,0.0,27,0,1.0,0.013231197771587743,0.4986072423398329,0.0,1.0,0.0,0.4986072423398329,0.796255804978505,0.5015407081170155,3.1034849444818584,0.833487588199155,0.36079227287459803,0.3597457856858533,0.12956023067744996
104,2.0,2.0,gaussian,0.6000000000000001,All-row multinomial,2.0,1436,53,8,0.1509433962264151,27,0,1.0,0.017409470752089137,0.5041782729805014,55.710306406685234,1.0,55.710306406685234,0.5041782729805014,0.7951916323476443,0.4995143724303534,3.1232844383490046,0.8324916881747425,0.35707102490260234,0.3560245377138578,0.1291511426688955
104,2.0,2.0,offset,0.9,Conditional Lite-CF,2.0,1436,17,0,0.0,26,0,1.0,0.0,0.5125348189415042,0.0,1.0,0.0,0.5125348189415042,0.8235319157777021,0.567459650794024,2.770084620393068,0.8164947348810794,0.34481792485249796,0.3432463819440559,0.13691026372589368
104,2.0,2.0,offset,0.6000000000000001,All-row multinomial,2.0,1436,17,3,0.17647058823529413,26,1,0.9615384615384616,0.011142061281337047,0.5139275766016713,13.927576601671309,1.0,13.927576601671309,0.5139275766016713,0.8234277884563855,0.5670622112904662,2.7689718881829286,0.8162838425876678,0.3448044736344397,0.34323293072599764,0.13670086384865962
104,2.0,2.0,stuck_at,0.9,Conditional Lite-CF,2.0,1436,29,0,0.0,26,0,1.0,0.0006963788300835655,0.4923398328690808,0.0,1.0,0.0,0.4923398328690808,0.8142613065188197,0.5670758199358279,2.689285321424683,0.8226077153649267,0.34272255087239323,0.3427225508723933,0.137805103004346
104,2.0,2.0,stuck_at,0.6000000000000001,All-row multinomial,2.0,1436,29,2,0.06896551724137931,26,0,1.0,0.009052924791086351,0.4937325905292479,13.927576601671309,1.0,13.927576601671309,0.4937325905292479,0.8143530501056921,0.5668169895374773,2.687381610178259,0.8219129448560591,0.34285356362864133,0.34285356362864144,0.137693606058615
104,2.0,3.0,drift,0.9,Conditional Lite-CF,2.0,1436,24,0,0.0,18,0,1.0,0.0006963788300835655,0.5125348189415042,0.0,1.0,0.0,0.5125348189415042,0.8233952438404427,0.5713971303544143,2.7532790628735184,0.8063925140111449,0.34350176806394,0.3433439982151723,0.13550821069076566
104,2.0,3.0,drift,0.6000000000000001,All-row multinomial,2.0,1436,24,2,0.08333333333333333,18,0,1.0,0.009749303621169917,0.5139275766016713,13.927576601671309,1.0,13.927576601671309,0.5139275766016713,0.823257492176511,0.5709218096851848,2.7539559378751703,0.8072864299643825,0.3438332900614392,0.34367552021267145,0.13530204115127742
104,2.0,3.0,gaussian,0.9,Conditional Lite-CF,2.0,1436,43,0,0.0,17,0,1.0,0.012534818941504178,0.46518105849582175,0.0,1.0,0.0,0.46518105849582175,0.7739986973356189,0.46008531174354506,3.7324898884028257,0.908215190208945,0.4051637505079934,0.4051637505079934,0.1424963918594124
104,2.0,3.0,gaussian,0.6000000000000001,All-row multinomial,2.0,1436,43,1,0.023255813953488372,17,1,0.9411764705882353,0.012534818941504178,0.46518105849582175,0.0,1.0,0.0,0.46518105849582175,0.7725816651776721,0.45806596504468655,3.7572515190142597,0.9101502718372951,0.40777107615599134,0.4077710761559913,0.1424475057360215
