quantity,bootstrap_mean,ci_2.5,ci_97.5,replicates
negative_transfer_prevention,0.9028518706193668,0.8225997061548966,0.95193198005698,1000
recovery_retention,0.1440957404059051,0.05551975945017182,0.2622793371757192,1000
full_selection_rate,0.44250442200557105,0.27086568593314764,0.6047175313370473,1000
safe_minus_pdrf_auroc,0.004828537135045083,0.0016554948502247619,0.007795624610978229,1000
safe_minus_full_auroc,-0.002329156876985172,-0.0077699101178070416,0.0034865536571571983,1000
