seed,fault_type,fault_prevalence,stream,method,mean_forward_passes,n,correction_opportunities,corrections_retained,recovery_retention,harm_opportunities,harms_realized,negative_transfer_prevention,recovery_selection_rate,selected_accuracy,net_correct_change_per_10000
109,stuck_at,0.4,strict_fault_applied_available,Lite-CF-6,2.0,1436,36,0,0.0,13,0,1.0,0.0,0.4533426183844011,0.0
109,stuck_at,0.4,full_mixed_stream,Lite-CF-6,2.0,4364,52,0,0.0,40,0,1.0,0.0,0.5685151237396884,0.0
109,stuck_at,0.7,full_mixed_70pct,Lite-CF-6,2.0,4364,72,0,0.0,32,0,1.0,0.0,0.5256645279560037,0.0
109,none,0.0,clean_no_imposed_fault,Lite-CF-6,2.0,4364,22,0,0.0,41,0,1.0,0.0,0.6182401466544455,0.0
110,gaussian,0.1,full_mixed_10pct,Lite-CF-6,2.0,4364,44,4,0.09090909090909091,33,7,0.7878787878787878,0.19958753437213567,0.5967002749770852,-6.8744271310724105
110,gaussian,0.4,strict_fault_applied_available,Lite-CF-6,2.0,1436,42,12,0.2857142857142857,17,4,0.7647058823529411,0.23885793871866295,0.4637883008356546,55.710306406685234
110,gaussian,0.4,full_mixed_stream,Lite-CF-6,2.0,4364,67,15,0.22388059701492538,38,8,0.7894736842105263,0.20325389550870762,0.5614115490375802,16.040329972502292
110,gaussian,0.7,full_mixed_70pct,Lite-CF-6,2.0,4364,90,28,0.3111111111111111,35,14,0.6,0.2197525206232814,0.5247479376718607,32.080659945004584
110,offset,0.1,full_mixed_10pct,Lite-CF-6,2.0,4364,42,4,0.09523809523809523,30,6,0.8,0.1934005499541705,0.5953253895508708,-4.582951420714941
110,offset,0.4,strict_fault_applied_available,Lite-CF-6,2.0,1436,32,3,0.09375,9,0,1.0,0.15041782729805014,0.49025069637883006,20.891364902506965
110,offset,0.4,full_mixed_stream,Lite-CF-6,2.0,4364,57,6,0.10526315789473684,30,4,0.8666666666666667,0.17415215398716774,0.5701191567369386,4.582951420714941
110,offset,0.7,full_mixed_70pct,Lite-CF-6,2.0,4364,69,7,0.10144927536231885,17,1,0.9411764705882353,0.15375802016498624,0.5366636113657195,13.748854262144821
110,drift,0.1,full_mixed_10pct,Lite-CF-6,2.0,4364,39,5,0.1282051282051282,29,6,0.7931034482758621,0.19087992667277726,0.5980751604032998,-2.2914757103574703
110,drift,0.4,strict_fault_applied_available,Lite-CF-6,2.0,1436,17,2,0.11764705882352941,4,0,1.0,0.14763231197771587,0.5250696378830083,13.927576601671309
110,drift,0.4,full_mixed_stream,Lite-CF-6,2.0,4364,42,5,0.11904761904761904,25,4,0.84,0.17323556370302476,0.581576535288726,2.2914757103574703
110,drift,0.7,full_mixed_70pct,Lite-CF-6,2.0,4364,43,5,0.11627906976744186,14,1,0.9285714285714286,0.1535288725939505,0.5575160403299725,9.165902841429881
