fault_type,accuracy_difference_mean,accuracy_difference_ci_low,accuracy_difference_ci_high,macro_auroc_difference_mean,macro_auroc_difference_ci_low,macro_auroc_difference_ci_high,utility_per_10000_mean,utility_per_10000_ci_low,utility_per_10000_ci_high
gaussian,0.0032729805013927637,0.0004938839587527626,0.006052077044032765,0.0063509040382758175,0.0034085460070706003,0.009293262069481036,32.729805013927574,4.938839587527667,60.52077044032748
offset,0.0005571030640668273,-0.0012436358109945648,0.0023578419391282195,0.002814572181436004,-2.36106109303782e-05,0.005652754973802385,5.571030640668523,-12.436358109945347,23.578419391282395
drift,0.0008356545961002882,-0.0005694336171860614,0.002240742809386638,0.001764280502728266,-0.00019988167918610369,0.0037284426846426353,8.356545961002785,-5.69433617186065,22.407428093866223
stuck_at,0.001671309192200565,-0.0003920304752779353,0.0037346488596790655,0.00340959930001723,0.0004939172681740671,0.006325281331860393,16.71309192200557,-3.9203047527793657,37.34648859679051
