supported_pairs,total_pairs,accuracy,macro_auroc,macro_auprc,nll,brier,ece15_equal_width,recovery_selection_rate,negative_transfer_prevention,recovery_retention,utility_per_10000
5,10,0.48769150417827295,0.8131791244812504,0.5564855656705527,2.7338325229500713,0.818306223617326,0.34274653934190935,0.31107242339832863,0.9623448197538383,0.06631152735777143,7.486072423398328
