seed,fault_type,control,threshold,preference_auroc,method,mean_forward_passes,n,correction_opportunities,corrections_retained,recovery_retention,harm_opportunities,harms_realized,negative_transfer_prevention,recovery_selection_rate,selected_accuracy,net_correct_change_per_10000,utility_ratio,utility_per_10000,accuracy,macro_auroc,macro_auprc,nll,brier,ece15_equal_width,ece15_equal_mass,classwise_ece15
106,drift,logit_margin_difference,-0.808765743393451,0.4444444444444445,logit_margin_difference,2.0,1436,21,21,1.0,15,15,0.0,1.0,0.5271587743732591,41.78272980501393,1.0,41.78272980501393,0.5271587743732591,0.8421167478207153,0.6211802738447264,2.395345290790915,0.7451658786305142,0.3163007892750721,0.31630078927507205,0.12061842643702574
106,gaussian,rank_normalized_logistic,0.65,0.7469635627530364,rank_normalized_logistic,2.0,1436,38,14,0.3684210526315789,13,0,1.0,0.8363509749303621,0.4763231197771588,97.49303621169916,1.0,97.49303621169916,0.4763231197771588,0.7967584545421941,0.5190159471190059,3.2691735772541493,0.8424717342979308,0.3699679593100963,0.36988936888088403,0.1325274954693176
106,gaussian,class_conditional_logistic,0.5,0.6680161943319838,class_conditional_logistic,2.0,1436,38,32,0.8421052631578947,13,6,0.5384615384615384,0.9324512534818942,0.48467966573816157,181.058495821727,1.0,181.058495821727,0.48467966573816157,0.7972371308332439,0.5194970621441366,3.2453029839746144,0.8380918897575786,0.36393448501286296,0.3638929440268463,0.13248557761807586
106,gaussian,logit_margin_difference,-0.808765743393451,0.4919028340080971,logit_margin_difference,2.0,1436,38,38,1.0,13,13,0.0,1.0,0.483983286908078,174.09470752089138,1.0,174.09470752089138,0.483983286908078,0.7978173143931704,0.5206806791907683,3.228897641681974,0.836739875733001,0.364037987775149,0.36403798777514906,0.13147649855575566
106,offset,rank_normalized_logistic,0.65,0.6545454545454545,rank_normalized_logistic,2.0,1436,22,3,0.13636363636363635,10,1,0.9,0.8600278551532033,0.5090529247910863,13.927576601671309,1.0,13.927576601671309,0.5090529247910863,0.8356007736934163,0.5996804407043618,2.5365822585807187,0.7802424182006017,0.33313143364358877,0.33313143364358866,0.12793355585230462
106,offset,class_conditional_logistic,0.5,0.8590909090909091,class_conditional_logistic,2.0,1436,22,21,0.9545454545454546,10,6,0.4,0.9596100278551533,0.5181058495821727,104.45682451253482,1.0,104.45682451253482,0.5181058495821727,0.8352240597132149,0.5998294804902445,2.5290061786582703,0.7764589737237352,0.3234494245423486,0.32344942454234854,0.12640948398716853
106,offset,logit_margin_difference,-0.808765743393451,0.5590909090909091,logit_margin_difference,2.0,1436,22,22,1.0,10,10,0.0,1.0,0.516016713091922,83.56545961002786,1.0,83.56545961002786,0.516016713091922,0.8345988432404701,0.5997650531013742,2.532410798952673,0.779716086202766,0.3266540566378681,0.3263389438712493,0.12715992208185012
106,stuck_at,rank_normalized_logistic,0.65,0.6904761904761905,rank_normalized_logistic,2.0,1436,21,0,0.0,26,0,1.0,0.7931754874651811,0.504874651810585,0.0,1.0,0.0,0.504874651810585,0.8273852798826814,0.5958217758555394,2.3874316759543723,0.7633587837026385,0.30943355819936413,0.3094339481071253,0.12331490689247648
106,stuck_at,class_conditional_logistic,0.5,0.7637362637362637,class_conditional_logistic,2.0,1436,21,16,0.7619047619047619,26,9,0.6538461538461539,0.9136490250696379,0.5097493036211699,48.74651810584958,1.0,48.74651810584958,0.5097493036211699,0.8275720311466127,0.5966684646963345,2.3878791679928257,0.7616858558513601,0.3054849414491311,0.3054853313568922,0.12249432583837426
106,stuck_at,logit_margin_difference,-0.808765743393451,0.5494505494505494,logit_margin_difference,2.0,1436,21,21,1.0,26,26,0.0,1.0,0.5013927576601671,-34.81894150417827,1.0,-34.81894150417827,0.5013927576601671,0.8264590755158778,0.5956949852212153,2.3990257030316235,0.7661093143085755,0.3122742402808182,0.31227463018857937,0.12196041628810454
107,drift,rank_normalized_logistic,0.625,0.43125,rank_normalized_logistic,2.0,1436,32,1,0.03125,10,0,1.0,0.7493036211699164,0.5090529247910863,6.963788300835654,1.0,6.963788300835654,0.5090529247910863,0.8422803960515672,0.611175632004385,2.003430592654042,0.7332834158144048,0.2842774412818591,0.2842774412818591,0.11880775295354425
107,drift,class_conditional_logistic,0.525,0.85,class_conditional_logistic,2.0,1436,32,28,0.875,10,2,0.8,0.8419220055710307,0.5264623955431755,181.058495821727,1.0,181.058495821727,0.5264623955431755,0.8444568111179561,0.6156294135717506,1.995060387792663,0.7262080477460411,0.2802460573236877,0.2792296093298687,0.11676197422854116
107,drift,logit_margin_difference,-0.709754578769207,0.6,logit_margin_difference,2.0,1436,32,32,1.0,10,10,0.0,1.0,0.5236768802228412,153.2033426183844,1.0,153.2033426183844,0.5236768802228412,0.8436343219211321,0.6157719493520224,1.9825634143033992,0.7234051764208662,0.28026662097467697,0.279250172980858,0.11581841125778695
