seed,fault_type,method,mean_forward_passes,n,correction_opportunities,corrections_retained,recovery_retention,harm_opportunities,harms_realized,negative_transfer_prevention,recovery_selection_rate,selected_accuracy,net_correct_change_per_10000,utility_ratio,utility_per_10000,accuracy,macro_auroc,macro_auprc,nll,brier,ece15_equal_width,ece15_equal_mass,classwise_ece15
101,gaussian,All-row multinomial (safety),2.0,1436,70,5,0.07142857142857142,32,1,0.96875,0.07938718662952646,0.479108635097493,27.855153203342617,1.0,27.855153203342617,0.479108635097493,0.8003435492500305,0.49933277543510707,2.7773979903056434,0.8136619516240365,0.3420263172320054,0.3420263172320054,0.12132894531597223
101,gaussian,All-row multinomial (utility 1:1),2.0,1436,70,40,0.5714285714285714,32,17,0.46875,0.9157381615598886,0.4923398328690808,160.16713091922006,1.0,160.16713091922006,0.4923398328690808,0.8091256790779223,0.5146795337803831,2.4109072217335594,0.7801419680941477,0.317376062038732,0.3173760620387319,0.11463750007706879
101,offset,Always PDRF,1.0,1436,47,0,0.0,37,0,1.0,0.0,0.483983286908078,0.0,1.0,0.0,0.483983286908078,0.834118215600911,0.580202061564724,2.6477536397367873,0.821554799283692,0.3516998856750623,0.3512195509898328,0.13568290858865925
101,offset,Always RO-PDRF-Lite,1.0,1436,47,47,1.0,37,37,0.0,1.0,0.4909470752089137,69.63788300835654,1.0,69.63788300835654,0.4909470752089137,0.8353086428343727,0.5851776610604037,2.4859724173508297,0.8034434292936917,0.3350643859982594,0.33495015716376364,0.12875905416892292
101,offset,Frozen Lite-CF (ungated),2.0,1436,47,9,0.19148936170212766,37,15,0.5945945945945945,0.8015320334261838,0.47980501392757663,-41.78272980501393,1.0,-41.78272980501393,0.47980501392757663,0.8381677440367262,0.589004270138828,2.4784076543363227,0.8043031114332309,0.3456627646748622,0.3451824299896328,0.12844326656310692
101,offset,Prospective gate Lite-CF,2.0,1436,47,9,0.19148936170212766,37,15,0.5945945945945945,0.8015320334261838,0.47980501392757663,-41.78272980501393,1.0,-41.78272980501393,0.47980501392757663,0.8381677440367262,0.589004270138828,2.4784076543363227,0.8043031114332309,0.3456627646748622,0.3451824299896328,0.12844326656310692
101,offset,All-row multinomial (safety),2.0,1436,47,13,0.2765957446808511,37,8,0.7837837837837838,0.11977715877437325,0.48746518105849584,34.81894150417827,1.0,34.81894150417827,0.48746518105849584,0.8362006600724938,0.5817402702585993,2.605284005400505,0.8131973884809333,0.35289880854278327,0.35241847385755376,0.13215145291799127
101,offset,All-row multinomial (utility 1:1),2.0,1436,47,41,0.8723404255319149,37,29,0.21621621621621623,0.9568245125348189,0.4923398328690808,83.56545961002786,1.0,83.56545961002786,0.4923398328690808,0.8371424983947248,0.586589069570199,2.471980638139801,0.7999688019930083,0.33418913363747416,0.3341891336374743,0.12740054595483438
101,stuck_at,Always PDRF,1.0,1436,50,0,0.0,31,0,1.0,0.0,0.4742339832869081,0.0,1.0,0.0,0.4742339832869081,0.8254305560440872,0.5841217020011291,2.6300950127475993,0.8290771882188495,0.348584335626106,0.3485843356261059,0.1383860614734377
101,stuck_at,Always RO-PDRF-Lite,1.0,1436,50,50,1.0,31,31,0.0,1.0,0.48746518105849584,132.31197771587745,1.0,132.31197771587745,0.48746518105849584,0.8318964980002871,0.5933339724159508,2.3557621927484584,0.7785457370818188,0.3122974577434408,0.31229745774344086,0.12547769658468777
101,stuck_at,Frozen Lite-CF (ungated),2.0,1436,50,8,0.16,31,4,0.8709677419354839,0.7597493036211699,0.47701949860724235,27.855153203342617,1.0,27.855153203342617,0.47701949860724235,0.8338331191943019,0.5934616696081315,2.3686784793213453,0.7885336026206184,0.32605793057175525,0.32605793057175536,0.12830484307543785
101,stuck_at,Prospective gate Lite-CF,2.0,1436,50,8,0.16,31,4,0.8709677419354839,0.7597493036211699,0.47701949860724235,27.855153203342617,1.0,27.855153203342617,0.47701949860724235,0.8338331191943019,0.5934616696081315,2.3686784793213453,0.7885336026206184,0.32605793057175525,0.32605793057175536,0.12830484307543785
101,stuck_at,All-row multinomial (safety),2.0,1436,50,8,0.16,31,2,0.935483870967742,0.0967966573816156,0.47841225626740946,41.78272980501393,1.0,41.78272980501393,0.47841225626740946,0.8268592210809241,0.5865564365907697,2.591667414315071,0.8157947512139684,0.3408638512078198,0.34086385120781976,0.13526473556234364
101,stuck_at,All-row multinomial (utility 1:1),2.0,1436,50,42,0.84,31,19,0.3870967741935484,0.9442896935933147,0.49025069637883006,160.16713091922006,1.0,160.16713091922006,0.49025069637883006,0.8334256175933753,0.5951009430466057,2.347007188302737,0.7751390030689536,0.309356088818744,0.30935608881874405,0.12413034929829554
102,drift,Always PDRF,1.0,1436,5,0,0.0,6,0,1.0,0.0,0.536908077994429,0.0,1.0,0.0,0.536908077994429,0.8348236289052858,0.6029416949801575,2.2737487398908605,0.7684174199900061,0.3179786775796064,0.312638226794642,0.12693614237599823
102,drift,Always RO-PDRF-Lite,1.0,1436,5,5,1.0,6,6,0.0,1.0,0.5362116991643454,-6.963788300835654,1.0,-6.963788300835654,0.5362116991643454,0.841329127262509,0.6098149581183309,2.0322238386593763,0.7322715194984863,0.2939216798100707,0.2933548501620954,0.11807596112572309
102,drift,Frozen Lite-CF (ungated),2.0,1436,5,2,0.4,6,0,1.0,0.8328690807799443,0.5383008356545961,13.927576601671309,1.0,13.927576601671309,0.5383008356545961,0.8415057110884901,0.609697677428514,2.0578719285544484,0.7407573765650196,0.30217385202905067,0.29683340124408636,0.12036947385449405
102,drift,Prospective gate Lite-CF,2.0,1436,5,2,0.4,6,0,1.0,0.8328690807799443,0.5383008356545961,13.927576601671309,1.0,13.927576601671309,0.5383008356545961,0.8415057110884901,0.609697677428514,2.0578719285544484,0.7407573765650196,0.30217385202905067,0.29683340124408636,0.12036947385449405
