method,fault_type,batch,metric,n_fitted_cells,mean,fitting_ci_low,fitting_ci_high,median,q1,q3,minimum,maximum
All-row multinomial (utility 1:1),drift,10,accuracy,10,0.5014406779661017,0.4917238879180238,0.5111574680141796,0.5029661016949152,0.4955508474576271,0.5129237288135593,0.47203389830508474,0.5152542372881356
All-row multinomial (utility 1:1),drift,10,macro_auroc,10,0.8168335929790562,0.8067398244702441,0.8269273614878684,0.8229762013989707,0.8041821329123684,0.8289940904809945,0.7951253905346961,0.8306535940600467
All-row multinomial (utility 1:1),drift,10,correction_opportunities,10,17.2,12.211842289662174,22.188157710337826,17.5,13.5,20.75,3.0,29.0
All-row multinomial (utility 1:1),drift,10,harm_opportunities,10,10.4,4.76525555302337,16.03474444697663,10.5,4.0,12.75,2.0,25.0
All-row multinomial (utility 1:1),drift,10,negative_transfer_prevention,10,0.31390209790209794,0.08270500632483843,0.5450991894793574,0.25,0.04000000000000001,0.46590909090909094,0.0,1.0
All-row multinomial (utility 1:1),drift,10,recovery_retention,10,0.6911569113094822,0.5398589643059504,0.842454858313014,0.6688034188034189,0.5538461538461539,0.8658170914542729,0.3333333333333333,1.0
All-row multinomial (utility 1:1),drift,10,utility_per_10000,10,42.3728813559322,12.673569429702553,72.07219328216185,42.3728813559322,12.711864406779661,57.20338983050848,-16.949152542372882,118.64406779661017
All-row multinomial (utility 1:1),gaussian,8,accuracy,10,0.6153846153846154,0.5841594822106747,0.6466097485585561,0.6208791208791209,0.6071428571428571,0.6346153846153846,0.5164835164835165,0.6813186813186813
All-row multinomial (utility 1:1),gaussian,8,macro_auroc,10,0.8602067778311284,0.8399236245220035,0.8804899311402533,0.8640364575461378,0.850219621004195,0.8720504914190518,0.8132694083119781,0.9020403899035028
All-row multinomial (utility 1:1),gaussian,8,correction_opportunities,10,4.8,2.4442650335958476,7.155734966404152,3.5,2.25,7.5,1.0,11.0
All-row multinomial (utility 1:1),gaussian,8,harm_opportunities,10,0.8,0.3475685674291802,1.25243143257082,1.0,0.25,1.0,0.0,2.0
All-row multinomial (utility 1:1),gaussian,8,negative_transfer_prevention,10,0.65,0.31067642557188513,0.9893235744281149,1.0,0.125,1.0,0.0,1.0
All-row multinomial (utility 1:1),gaussian,8,recovery_retention,10,0.7795454545454545,0.5094399839046351,1.049650925186274,1.0,0.6590909090909091,1.0,0.0,1.0
All-row multinomial (utility 1:1),gaussian,8,utility_per_10000,10,329.67032967032964,137.114351247522,522.2263080931373,274.72527472527474,137.36263736263734,521.978021978022,0.0,769.2307692307693
All-row multinomial (utility 1:1),gaussian,9,accuracy,10,0.5624242424242425,0.5415017598716163,0.5833467249768687,0.5636363636363636,0.5393939393939394,0.5803030303030303,0.5151515151515151,0.6060606060606061
All-row multinomial (utility 1:1),gaussian,9,macro_auroc,10,0.8485346675158206,0.8347699211259593,0.862299413905682,0.8412936715683705,0.8346641518976642,0.863384394759101,0.822784450606057,0.8771215747527276
All-row multinomial (utility 1:1),gaussian,9,correction_opportunities,10,5.4,3.577750066782511,7.22224993321749,5.5,3.5,7.5,1.0,9.0
All-row multinomial (utility 1:1),gaussian,9,harm_opportunities,10,1.8,0.9878607238927245,2.6121392761072757,2.0,1.0,2.0,0.0,4.0
All-row multinomial (utility 1:1),gaussian,9,negative_transfer_prevention,10,0.5333333333333333,0.2649641217090405,0.8017025449576262,0.5,0.375,0.875,0.0,1.0
All-row multinomial (utility 1:1),gaussian,9,recovery_retention,10,0.775,0.588487377943685,0.961512622056315,0.875,0.5416666666666666,1.0,0.3333333333333333,1.0
All-row multinomial (utility 1:1),gaussian,9,utility_per_10000,10,193.93939393939394,92.160339115477,295.7184487633109,181.8181818181818,121.21212121212122,287.8787878787879,0.0,424.24242424242425
All-row multinomial (utility 1:1),gaussian,10,accuracy,10,0.46194915254237284,0.45228546010514237,0.4716128449796033,0.45932203389830506,0.4533898305084746,0.46800847457627115,0.44322033898305085,0.4906779661016949
All-row multinomial (utility 1:1),gaussian,10,macro_auroc,10,0.7798874717036599,0.7714765044243509,0.7882984389829689,0.7803304977775002,0.7716522559553075,0.7863488420030169,0.7634690478248292,0.7964656404848016
All-row multinomial (utility 1:1),gaussian,10,correction_opportunities,10,35.7,30.563026756749196,40.83697324325081,35.0,29.5,39.25,28.0,51.0
All-row multinomial (utility 1:1),gaussian,10,harm_opportunities,10,16.3,12.169196682459159,20.430803317540843,13.5,12.25,20.25,11.0,27.0
All-row multinomial (utility 1:1),gaussian,10,negative_transfer_prevention,10,0.33792013542013544,0.12563861542863114,0.5502016554116398,0.3465909090909091,0.09821428571428575,0.43333333333333335,0.0,0.8461538461538461
All-row multinomial (utility 1:1),gaussian,10,recovery_retention,10,0.6550624574153986,0.4599145101625036,0.8502104046682936,0.6764705882352942,0.5369208494208494,0.8571428571428571,0.10714285714285714,1.0
All-row multinomial (utility 1:1),gaussian,10,utility_per_10000,10,113.55932203389833,58.64756298942157,168.47108107837508,110.16949152542372,95.33898305084746,152.54237288135593,-8.474576271186441,254.23728813559322
All-row multinomial (utility 1:1),offset,8,accuracy,10,0.48571428571428577,0.43399296558785544,0.537435605840716,0.510989010989011,0.4587912087912088,0.532967032967033,0.32967032967032966,0.5714285714285714
All-row multinomial (utility 1:1),offset,8,macro_auroc,10,0.9019356926673187,0.8880043346684745,0.9158670506661628,0.9000972138093655,0.8892779470293809,0.9107952969547608,0.8745833430373913,0.9325320347796006
All-row multinomial (utility 1:1),offset,8,correction_opportunities,10,2.7,1.1528138561320294,4.247186143867971,2.0,2.0,2.75,0.0,7.0
All-row multinomial (utility 1:1),offset,8,harm_opportunities,10,1.0,-0.16817293576503278,2.168172935765033,0.0,0.0,1.75,0.0,5.0
All-row multinomial (utility 1:1),offset,8,negative_transfer_prevention,10,0.72,0.3951442895570898,1.0448557104429101,1.0,0.39999999999999997,1.0,0.0,1.0
All-row multinomial (utility 1:1),offset,8,recovery_retention,10,0.6666666666666666,0.37462343272540843,0.9587099006079248,0.8333333333333333,0.5,1.0,0.0,1.0
All-row multinomial (utility 1:1),offset,8,utility_per_10000,10,153.84615384615387,-56.436311864890314,364.128619557198,109.89010989010988,0.0,219.78021978021977,-329.6703296703297,769.2307692307693
All-row multinomial (utility 1:1),offset,9,accuracy,10,0.5593939393939393,0.5238152687433213,0.5949726100445574,0.5666666666666667,0.5409090909090909,0.593939393939394,0.45454545454545453,0.6181818181818182
All-row multinomial (utility 1:1),offset,9,macro_auroc,10,0.8827282778928481,0.8695535801433969,0.8959029756422994,0.8799909548334732,0.8678261002720625,0.8923042420406502,0.8604825634275342,0.914200574845211
All-row multinomial (utility 1:1),offset,9,correction_opportunities,10,6.5,3.3500820951801993,9.649917904819802,6.0,3.0,8.5,2.0,15.0
All-row multinomial (utility 1:1),offset,9,harm_opportunities,10,3.0,1.2155863656859838,4.784413634314016,2.0,1.25,4.0,0.0,8.0
All-row multinomial (utility 1:1),offset,9,negative_transfer_prevention,10,0.6125,0.2957923867412851,0.929207613258715,0.75,0.21875,1.0,0.0,1.0
All-row multinomial (utility 1:1),offset,9,recovery_retention,10,0.7285714285714286,0.4714895139776251,0.9856533431652321,0.9166666666666667,0.5416666666666666,1.0,0.0,1.0
