replicate,negative_transfer_prevention,recovery_retention,full_selection_rate,safe_minus_pdrf_auroc,safe_minus_full_auroc
105,0.9414519906323185,0.12086720867208672,0.41049791086350973,0.005610956838245973,-0.0027150005458623783
106,0.9269076305220884,0.14588528678304238,0.37446030640668526,0.005185739222413943,-0.0026811138121018985
107,0.8839285714285714,0.23872387238723872,0.4480675487465181,0.004745205839858824,-0.0033006371327684025
108,0.8484288354898336,0.23943661971830985,0.50508356545961,0.005921836016897886,-0.007022677784398912
109,0.9302141157811261,0.08884565499351492,0.3945856545961003,0.0034175493757245823,-0.0009978594694542986
110,0.889315910837817,0.15483870967741936,0.4106023676880223,0.003787328130129053,-0.002085282480888684
111,0.9182879377431906,0.10386612810155799,0.4059540389972145,0.0039700087771779025,0.00052992601407853
112,0.8991166899116689,0.14712153518123666,0.45694637883008354,0.005241540913967557,-0.00016256611481646477
113,0.8773500447627574,0.17845303867403314,0.4972144846796657,0.006213390966508858,-0.004356774757388604
114,0.925251256281407,0.06526038233355307,0.3266538997214485,0.0029900591007678834,0.0002140117354930693
115,0.9056244041944709,0.14860480207657364,0.4865598885793872,0.004590873485921576,-0.0029870706513954737
116,0.9177764910248987,0.1405,0.42348537604456826,0.006006797552180476,-0.0024434670668189717
117,0.8639705882352942,0.2418230563002681,0.5024373259052924,0.0065271828231232565,-0.004269231401464957
118,0.9136884693189481,0.07360594795539034,0.4565285515320334,0.004094356298276258,-0.00017989604743395837
119,0.9188224799286352,0.1357183418512209,0.46498955431754874,0.006221683564642144,-0.0030722746615576835
120,0.9055823569951758,0.11373260738052027,0.46742688022284123,0.004489029702772207,-0.0014115420978418891
121,0.9205970149253732,0.13340870548332392,0.4061107242339833,0.005390146924074024,-0.0022649891809574108
122,0.8746397694524496,0.21362372567191845,0.3883530640668524,0.004761659032232135,-0.006545246136625882
123,0.906993006993007,0.19959266802443992,0.45602367688022283,0.0053230962121155745,-0.00033152667385905055
124,0.9004524886877828,0.1674727932285369,0.47428621169916435,0.005139345272103024,-0.00235249776151758
125,0.9080701754385965,0.1980290943219146,0.4468488857938719,0.005950102512334632,-0.005702991520376344
126,0.9237348538845331,0.09981285090455397,0.44176532033426186,0.00433232074387091,-0.0005909962357643073
127,0.8570029382957884,0.16116941529235382,0.4679491643454039,0.004301390100721725,-0.0014323928713968481
128,0.8831822759315207,0.21990521327014217,0.4721622562674095,0.005884078110037105,-0.008570958599268486
129,0.8853727144866386,0.18087318087318088,0.4288474930362117,0.004163523011339154,-0.0008032285322405741
130,0.8911685994647636,0.16909182137481185,0.4453516713091922,0.006113047518872872,-0.00489126717167887
131,0.9033078880407125,0.17614770459081835,0.43774373259052923,0.005475768886158416,-0.006323101159584565
132,0.9178307313064914,0.15759493670886077,0.4364902506963788,0.004357327961147295,-0.0025068105393637463
133,0.8802083333333334,0.0938375350140056,0.4443593314763231,0.003946389015234253,0.0008407342817717822
134,0.9228650137741047,0.12040133779264214,0.42249303621169915,0.004710264596737401,-0.002615203407089095
135,0.9150326797385621,0.18112947658402204,0.45436977715877436,0.004599714206778849,-0.001482444840452124
136,0.9159388646288209,0.07648953301127215,0.4355675487465181,0.0032468308816370195,-0.00044517100122509756
137,0.8892215568862275,0.1646090534979424,0.3892757660167131,0.004001380741122107,-0.003668738276694117
138,0.8812709030100334,0.14805825242718446,0.4436455431754875,0.003946797624325815,-0.0022054846591248456
139,0.9052264808362369,0.15965092402464065,0.4174442896935933,0.006820621830219253,-0.0043379707810089485
140,0.853448275862069,0.22914409534127844,0.5017061281337047,0.005431930667326612,-0.006071272868459432
141,0.9386503067484663,0.07050923335198657,0.27856894150417827,0.0029519641282148568,-0.002001153525942434
142,0.9013990672884744,0.1396508728179551,0.4259575208913649,0.004926445498886989,-0.001460335488676523
143,0.9211009174311926,0.1352686843730698,0.44220055710306405,0.00540939215990377,-0.00316831756342395
144,0.8856275303643725,0.19478357380688124,0.475,0.005833619363883158,-0.004074835510765706
145,0.8959276018099548,0.22300596852957136,0.4666956824512535,0.006056941373037805,-0.002130989918863513
146,0.9070185962807439,0.17734204793028321,0.38323467966573815,0.005220325974306772,-0.004743329489357628
147,0.8906882591093117,0.2180028129395218,0.47315459610027855,0.006170797002845729,-0.0043865198500078195
148,0.8881640260950606,0.14294670846394986,0.4536385793871866,0.004489482782103482,-0.0026906742995801425
149,0.9324596774193549,0.14130434782608695,0.463283426183844,0.004821478255833123,-0.001857614111368866
150,0.90848026868178,0.14182825484764544,0.4995473537604457,0.005888392035634293,-0.005006653051966237
151,0.9272271016311167,0.1224632610216935,0.3900766016713092,0.003920515114135159,-0.0013448872351262686
152,0.9109390125847048,0.19964136282127914,0.42745473537604456,0.005363892466779041,-0.0031901430032461597
