analysis_set,seed,fault_type,prevalence,stream,method,mean_forward_passes,n,correction_opportunities,corrections_retained,recovery_retention,harm_opportunities,harms_realized,negative_transfer_prevention,recovery_selection_rate,selected_accuracy,net_correct_change_per_10000,accuracy,macro_auroc,macro_auprc,nll,brier,ece15_equal_width,ece15_equal_mass,classwise_ece15
strict,103,gaussian,0.4,strict_fault_applied_available,Safe-CF-12,6.0,1436,50,15,0.3,17,2,0.8823529411764706,0.791782729805014,0.4561281337047354,90.5292479108635,0.4561281337047354,0.7803692173674409,0.4930346527363691,3.582475188092025,0.8862548212055782,0.4033111731656654,0.40331117316566534,0.14047286060022587
strict,103,gaussian,0.4,strict_fault_applied_available,Shrink-6,2.0,1436,50,0,0.0,17,0,1.0,0.6344011142061281,0.44707520891364905,0.0,0.44707520891364905,0.7780893583314316,0.4873275880922347,3.6703704591054436,0.9072553620620447,0.4143743456977175,0.41422771053163954,0.14517821611049833
strict,103,gaussian,0.4,strict_fault_applied_available,Tree-6,2.0,1436,50,0,0.0,17,0,1.0,0.0,0.44707520891364905,0.0,0.44707520891364905,0.7694249613154086,0.4738324174880839,4.163939058459799,0.9145673794401421,0.4161377317134759,0.41599109654739785,0.14568111844563988
strict,103,gaussian,0.4,strict_fault_applied_available,Three-outcome-6,2.0,1436,50,0,0.0,17,0,1.0,0.0,0.44707520891364905,0.0,0.44707520891364905,0.7694249613154086,0.4738324174880839,4.163939058459799,0.9145673794401421,0.4161377317134759,0.41599109654739785,0.14568111844563988
strict,103,gaussian,0.4,strict_fault_applied_available,Cascade-25,2.8050139275766015,1436,50,2,0.04,17,0,1.0,0.692200557103064,0.44846796657381616,13.927576601671309,0.44846796657381616,0.7789550276582001,0.4899287366294279,3.647680341508892,0.9009996937779478,0.4126607812565959,0.41251414609051795,0.1442717600607152
strict,103,gaussian,0.4,strict_fault_applied_available,Always PDRF,1.0,1436,50,0,0.0,17,0,1.0,0.0,0.44707520891364905,0.0,0.44707520891364905,0.7694249613154086,0.4738324174880839,4.163939058459799,0.9145673794401421,0.4161377317134759,0.41599109654739785,0.14568111844563988
strict,103,gaussian,0.4,strict_fault_applied_available,Always RO-PDRF-Full,1.0,1436,50,50,1.0,17,17,0.0,1.0,0.4700557103064067,229.8050139275766,0.4700557103064067,0.7845395147801227,0.49782533506798105,3.3919172215893902,0.8629211407324392,0.3794443599219257,0.3794443599219257,0.13434925623244895
strict,103,offset,0.4,strict_fault_applied_available,Safe-CF-12,6.0,1436,26,8,0.3076923076923077,5,0,1.0,0.8976323119777159,0.46657381615598886,55.710306406685234,0.46657381615598886,0.8036496140949865,0.549835977705556,3.487000312614413,0.95076475906728,0.4434547990219163,0.4418031422661133,0.16073206962310044
strict,103,offset,0.4,strict_fault_applied_available,Shrink-6,2.0,1436,26,0,0.0,5,0,1.0,0.7799442896935933,0.4610027855153203,0.0,0.4610027855153203,0.8039599452380287,0.5508352429391614,3.511594340458326,0.9609785173706338,0.44981037886612696,0.4481587221103239,0.162899344014024
strict,103,offset,0.4,strict_fault_applied_available,Tree-6,2.0,1436,26,0,0.0,5,0,1.0,0.0,0.4610027855153203,0.0,0.4610027855153203,0.7931424934604397,0.5368989239230508,3.858461086657976,0.9727784135520209,0.45394944242541346,0.45229778566961043,0.16463707549618506
strict,103,offset,0.4,strict_fault_applied_available,Three-outcome-6,2.0,1436,26,0,0.0,5,0,1.0,0.0,0.4610027855153203,0.0,0.4610027855153203,0.7931424934604397,0.5368989239230508,3.858461086657976,0.9727784135520209,0.45394944242541346,0.45229778566961043,0.16463707549618506
strict,103,offset,0.4,strict_fault_applied_available,Cascade-25,2.5710306406685235,1436,26,0,0.0,5,0,1.0,0.8147632311977716,0.4610027855153203,0.0,0.4610027855153203,0.803953620056598,0.5506845623844893,3.500748827527928,0.9589360572310076,0.4496994823556749,0.4480478255998719,0.162483630679465
strict,103,offset,0.4,strict_fault_applied_available,Always PDRF,1.0,1436,26,0,0.0,5,0,1.0,0.0,0.4610027855153203,0.0,0.4610027855153203,0.7931424934604397,0.5368989239230508,3.858461086657976,0.9727784135520209,0.45394944242541346,0.45229778566961043,0.16463707549618506
strict,103,offset,0.4,strict_fault_applied_available,Always RO-PDRF-Full,1.0,1436,26,26,1.0,5,5,0.0,1.0,0.4756267409470752,146.23955431754874,0.4756267409470752,0.8036387697202235,0.5495787869616522,3.4678998544668946,0.9393857187112125,0.4299212006443177,0.4299212006443177,0.1594327841041028
strict,103,stuck_at,0.4,strict_fault_applied_available,Safe-CF-12,6.0,1436,31,2,0.06451612903225806,4,0,1.0,0.8286908077994429,0.4777158774373259,13.927576601671309,0.4777158774373259,0.8073451526491072,0.5533213540256706,2.827378259170151,0.8730604041041575,0.392431130946836,0.3914972366302842,0.14461744639874216
strict,103,stuck_at,0.4,strict_fault_applied_available,Shrink-6,2.0,1436,31,0,0.0,4,0,1.0,0.6852367688022284,0.4763231197771588,0.0,0.4763231197771588,0.8067856837691525,0.5526881605360789,2.844045746976934,0.8797669678584643,0.3932537236023821,0.3923198292858303,0.1450385647451874
strict,103,stuck_at,0.4,strict_fault_applied_available,Tree-6,2.0,1436,31,0,0.0,4,0,1.0,0.0,0.4763231197771588,0.0,0.4763231197771588,0.7994549784898589,0.5449567487962206,3.058786132774741,0.8913021099071131,0.3972088937862211,0.3962749994696694,0.14722022895729928
strict,103,stuck_at,0.4,strict_fault_applied_available,Three-outcome-6,2.0,1436,31,0,0.0,4,0,1.0,0.0,0.4763231197771588,0.0,0.4763231197771588,0.7994549784898589,0.5449567487962206,3.058786132774741,0.8913021099071131,0.3972088937862211,0.3962749994696694,0.14722022895729928
strict,103,stuck_at,0.4,strict_fault_applied_available,Cascade-25,2.8551532033426184,1436,31,0,0.0,4,0,1.0,0.7472144846796658,0.4763231197771588,0.0,0.4763231197771588,0.8071444621148576,0.553001718456186,2.8339756748743095,0.8776378687267645,0.39232787907272604,0.3913939847561743,0.14509995622489727
strict,103,stuck_at,0.4,strict_fault_applied_available,Always PDRF,1.0,1436,31,0,0.0,4,0,1.0,0.0,0.4763231197771588,0.0,0.4763231197771588,0.7994549784898589,0.5449567487962206,3.058786132774741,0.8913021099071131,0.3972088937862211,0.3962749994696694,0.14722022895729928
strict,103,stuck_at,0.4,strict_fault_applied_available,Always RO-PDRF-Full,1.0,1436,31,31,1.0,4,4,0.0,1.0,0.49512534818941506,188.02228412256267,0.49512534818941506,0.8074894283644048,0.5531165653389439,2.794445324706758,0.8589243365697711,0.3718987952838786,0.36996414014774537,0.1414326028592251
strict,104,drift,0.4,strict_fault_applied_available,Safe-CF-12,6.0,1436,19,0,0.0,18,0,1.0,0.7033426183844012,0.5125348189415042,0.0,0.5125348189415042,0.821344712538056,0.5738623392517249,2.7379871065710346,0.8098301227936202,0.3502844684191018,0.3501266985703342,0.1355984528494005
strict,104,drift,0.4,strict_fault_applied_available,Shrink-6,2.0,1436,19,1,0.05263157894736842,18,5,0.7222222222222222,0.8447075208913649,0.5097493036211699,-27.855153203342617,0.5097493036211699,0.8200778482130282,0.5725435141137928,2.739116765425829,0.8092636532282163,0.3519656992331277,0.3518079293843601,0.13457342630591962
strict,104,drift,0.4,strict_fault_applied_available,Tree-6,2.0,1436,19,7,0.3684210526315789,18,7,0.6111111111111112,0.8795264623955432,0.5125348189415042,0.0,0.5125348189415042,0.820359142920697,0.5726449292683026,2.7326816674823076,0.8076723434644432,0.3490707071932886,0.3489129373445209,0.13412508327228292
