analysis_set,seed,fault_type,prevalence,stream,method,mean_forward_passes,n,correction_opportunities,corrections_retained,recovery_retention,harm_opportunities,harms_realized,negative_transfer_prevention,recovery_selection_rate,selected_accuracy,net_correct_change_per_10000,accuracy,macro_auroc,macro_auprc,nll,brier,ece15_equal_width,ece15_equal_mass,classwise_ece15
strict,106,gaussian,0.4,strict_fault_applied_available,Always RO-PDRF-Full,1.0,1436,33,33,1.0,17,17,0.0,1.0,0.4777158774373259,111.42061281337047,0.4777158774373259,0.8001264865339932,0.5249932649690984,2.9898199102297993,0.8220843677108055,0.36064168869868674,0.35949777973576885,0.12796336295733737
strict,106,offset,0.4,strict_fault_applied_available,Safe-CF-12,6.0,1436,18,2,0.1111111111111111,16,3,0.8125,0.033426183844011144,0.5069637883008357,-6.963788300835654,0.5069637883008357,0.8358832904254987,0.5951945807670752,2.6597899554249915,0.8086771050783808,0.35380047881268784,0.35380047881268784,0.13243629693533257
strict,106,offset,0.4,strict_fault_applied_available,Shrink-6,2.0,1436,18,1,0.05555555555555555,16,2,0.875,0.8474930362116991,0.5069637883008357,-6.963788300835654,0.5069637883008357,0.8364604244647631,0.5988593169013927,2.3828293773075533,0.7739681348745829,0.32629791670388597,0.32629791670388597,0.12682050422971158
strict,106,offset,0.4,strict_fault_applied_available,Tree-6,2.0,1436,18,7,0.3888888888888889,16,3,0.8125,0.791782729805014,0.5104456824512534,27.855153203342617,0.5104456824512534,0.837879259827476,0.6009609121353655,2.3990266163949876,0.7836187572414972,0.3358040134517069,0.33580401345170685,0.12812445374818354
strict,106,offset,0.4,strict_fault_applied_available,Three-outcome-6,2.0,1436,18,1,0.05555555555555555,16,2,0.875,0.057799442896935935,0.5069637883008357,-6.963788300835654,0.5069637883008357,0.8367507535778568,0.5955796920298921,2.651141462254539,0.803648475334011,0.34893081193687225,0.34893081193687225,0.13244716358477068
strict,106,offset,0.4,strict_fault_applied_available,Cascade-25,2.860724233983287,1436,18,2,0.1111111111111111,16,3,0.8125,0.7235376044568245,0.5069637883008357,-6.963788300835654,0.5069637883008357,0.8363107129548523,0.5989999774535546,2.4220192382467025,0.7820809766448489,0.33536412576196994,0.3353641257619699,0.12832953969553998
strict,106,offset,0.4,strict_fault_applied_available,Always PDRF,1.0,1436,18,0,0.0,16,0,1.0,0.0,0.5076601671309192,0.0,0.5076601671309192,0.836292210747423,0.5950926054341963,2.679575335799738,0.8086536426222338,0.3539375335476901,0.3539375335476901,0.13274581998685284
strict,106,offset,0.4,strict_fault_applied_available,Always RO-PDRF-Full,1.0,1436,18,18,1.0,16,16,0.0,1.0,0.5090529247910863,13.927576601671309,0.5090529247910863,0.8346153709495504,0.5977493134724543,2.367172467012886,0.7745489764391461,0.32222636430158974,0.3222263643015897,0.12536056865886996
strict,106,stuck_at,0.4,strict_fault_applied_available,Safe-CF-12,6.0,1436,20,1,0.05,19,1,0.9473684210526316,0.029944289693593314,0.504874651810585,0.0,0.504874651810585,0.8279209495384771,0.5928772050035224,2.4146390481462365,0.7736123196337925,0.31578192646713177,0.31580189612472126,0.12476870093175008
strict,106,stuck_at,0.4,strict_fault_applied_available,Shrink-6,2.0,1436,20,0,0.0,19,1,0.9473684210526316,0.7778551532033426,0.5041782729805014,-6.963788300835654,0.5041782729805014,0.8290206572286,0.6004570406450479,2.2359753311141928,0.7544584057683789,0.3011528781135149,0.30115345212280015,0.12189667816711462
strict,106,stuck_at,0.4,strict_fault_applied_available,Tree-6,2.0,1436,20,6,0.3,19,3,0.8421052631578947,0.7527855153203342,0.5069637883008357,20.891364902506965,0.5069637883008357,0.8296078106581638,0.6002523346554448,2.236832068406332,0.7591381980350895,0.3024818670502852,0.30248244105957045,0.12218866086280107
strict,106,stuck_at,0.4,strict_fault_applied_available,Three-outcome-6,2.0,1436,20,1,0.05,19,1,0.9473684210526316,0.0383008356545961,0.504874651810585,0.0,0.504874651810585,0.8281584701365446,0.5928066719635016,2.415667390282786,0.7721408493000882,0.3141221670618016,0.31414076027006266,0.12436973234767594
strict,106,stuck_at,0.4,strict_fault_applied_available,Cascade-25,2.986072423398329,1436,20,1,0.05,19,1,0.9473684210526316,0.6399721448467967,0.504874651810585,0.0,0.504874651810585,0.828576468583415,0.5995274481370755,2.2597068914109286,0.7588125796789337,0.30534219937577545,0.3053427733850608,0.12254242107167868
strict,106,stuck_at,0.4,strict_fault_applied_available,Always PDRF,1.0,1436,20,0,0.0,19,0,1.0,0.0,0.504874651810585,0.0,0.504874651810585,0.8278694489190596,0.5923714321110541,2.4276920553315526,0.7738971187422988,0.3156401226197603,0.31565871582802135,0.12487085660407755
strict,106,stuck_at,0.4,strict_fault_applied_available,Always RO-PDRF-Full,1.0,1436,20,20,1.0,19,19,0.0,1.0,0.5055710306406686,6.963788300835654,0.5055710306406686,0.828092421510207,0.5996366672906659,2.2215154004597344,0.7540567330099377,0.29540720510083673,0.294460369544455,0.11943654016145548
strict,107,drift,0.4,strict_fault_applied_available,Safe-CF-12,6.0,1436,72,8,0.1111111111111111,74,0,1.0,0.2395543175487465,0.5139275766016713,55.710306406685234,0.5139275766016713,0.8460099627885181,0.6153102422741182,2.071823367705106,0.7539310288363038,0.2976112930563053,0.29756395409199715,0.12303030123393444
strict,107,drift,0.4,strict_fault_applied_available,Shrink-6,2.0,1436,72,0,0.0,74,0,1.0,0.001392757660167131,0.5083565459610028,0.0,0.5083565459610028,0.8391119339591611,0.5960934501480575,2.1141389210729353,0.7609211498360453,0.29917329183578945,0.2991732918357895,0.12378106341485536
strict,107,drift,0.4,strict_fault_applied_available,Tree-6,2.0,1436,72,0,0.0,74,0,1.0,0.0,0.5083565459610028,0.0,0.5083565459610028,0.8393716010154714,0.5964700029968634,2.112528566676235,0.7607871239215794,0.2985806934164653,0.29858069341646537,0.12377290933871017
strict,107,drift,0.4,strict_fault_applied_available,Three-outcome-6,2.0,1436,72,0,0.0,74,0,1.0,0.0020891364902506965,0.5083565459610028,0.0,0.5083565459610028,0.8393258684612749,0.5965614904295552,2.1130517307327614,0.7607315166430584,0.29863672638192207,0.2986367263819222,0.12380025802425093
strict,107,drift,0.4,strict_fault_applied_available,Cascade-25,3.181058495821727,1436,72,5,0.06944444444444445,74,0,1.0,0.02576601671309192,0.5118384401114207,34.81894150417827,0.5118384401114207,0.8408871742491719,0.5983163440023457,2.1079938269021903,0.7582930108517133,0.29873981954622497,0.29869248058191666,0.12320066310527428
strict,107,drift,0.4,strict_fault_applied_available,Always PDRF,1.0,1436,72,0,0.0,74,0,1.0,0.0,0.5083565459610028,0.0,0.5083565459610028,0.8393716010154714,0.5964700029968634,2.112528566676235,0.7607871239215794,0.2985806934164653,0.29858069341646537,0.12377290933871017
strict,107,drift,0.4,strict_fault_applied_available,Always RO-PDRF-Full,1.0,1436,72,72,1.0,74,74,0.0,1.0,0.5069637883008357,-13.927576601671309,0.5069637883008357,0.8476790976085332,0.6340643304479036,2.05689994084433,0.7069330952028274,0.28375111840599004,0.28321516670955094,0.11333465938864129
strict,107,gaussian,0.4,strict_fault_applied_available,Safe-CF-12,6.0,1436,120,21,0.175,51,4,0.9215686274509804,0.3579387186629526,0.46935933147632314,118.38440111420613,0.46935933147632314,0.7865214114815068,0.5016701693080091,2.712314112338841,0.8361712968152505,0.3443679659474257,0.34223135714358416,0.12554722943728022
strict,107,gaussian,0.4,strict_fault_applied_available,Shrink-6,2.0,1436,120,8,0.06666666666666667,51,5,0.9019607843137255,0.022284122562674095,0.4596100278551532,20.891364902506965,0.4596100278551532,0.7799666459546067,0.49389600883245377,2.901909327440801,0.8436085102079354,0.357610498996706,0.35615926032315826,0.12768849949892233
strict,107,gaussian,0.4,strict_fault_applied_available,Tree-6,2.0,1436,120,0,0.0,51,0,1.0,0.0,0.4575208913649025,0.0,0.4575208913649025,0.7773560077932457,0.49083166355826613,2.8994692827902333,0.8454150062075912,0.35047078047949676,0.34833606485684704,0.12709213906360836
strict,107,gaussian,0.4,strict_fault_applied_available,Three-outcome-6,2.0,1436,120,4,0.03333333333333333,51,2,0.9607843137254902,0.009052924791086351,0.45891364902506965,13.927576601671309,0.45891364902506965,0.7790008299075036,0.49326310227844833,2.8953299327348776,0.8436259542896686,0.3530229448042238,0.35088822918157425,0.12719026567033723
strict,107,gaussian,0.4,strict_fault_applied_available,Cascade-25,3.105849582172702,1436,120,15,0.125,51,3,0.9411764705882353,0.060584958217270196,0.4658774373259053,83.56545961002786,0.4658774373259053,0.7794874363330287,0.49139993305432755,2.890503418888148,0.8434384749032307,0.35010510396843847,0.3489120512201504,0.12723742684890424
strict,107,gaussian,0.4,strict_fault_applied_available,Always PDRF,1.0,1436,120,0,0.0,51,0,1.0,0.0,0.4575208913649025,0.0,0.4575208913649025,0.7773560077932457,0.49083166355826613,2.8994692827902333,0.8454150062075912,0.35047078047949676,0.34833606485684704,0.12709213906360836
strict,107,gaussian,0.4,strict_fault_applied_available,Always RO-PDRF-Full,1.0,1436,120,120,1.0,51,51,0.0,1.0,0.5055710306406686,480.50139275766014,0.5055710306406686,0.8045644661475663,0.5246516157482832,2.4549748779802836,0.7815521974476409,0.3045107806160555,0.30378890813439224,0.11804549790388642
strict,107,offset,0.4,strict_fault_applied_available,Safe-CF-12,6.0,1436,124,6,0.04838709677419355,90,4,0.9555555555555556,0.23607242339832868,0.46657381615598886,13.927576601671309,0.46657381615598886,0.832348565692279,0.5778012242698664,2.34611281541964,0.8371295454348128,0.35154919212312474,0.3515491921231247,0.13530608731058774
strict,107,offset,0.4,strict_fault_applied_available,Shrink-6,2.0,1436,124,2,0.016129032258064516,90,0,1.0,0.00766016713091922,0.46657381615598886,13.927576601671309,0.46657381615598886,0.8264948298311502,0.5630130461830585,2.40471006650512,0.840180907710478,0.35113478873033294,0.35113478873033294,0.13620066149528862
strict,107,offset,0.4,strict_fault_applied_available,Tree-6,2.0,1436,124,0,0.0,90,0,1.0,0.0,0.46518105849582175,0.0,0.46518105849582175,0.8265888431747488,0.5617728948095105,2.401389291999504,0.8410077054929853,0.3494946361451823,0.3494946361451823,0.13610930102721142
strict,107,offset,0.4,strict_fault_applied_available,Three-outcome-6,2.0,1436,124,2,0.016129032258064516,90,0,1.0,0.005571030640668524,0.46657381615598886,13.927576601671309,0.46657381615598886,0.8267996458686854,0.5621002282115504,2.40114345296185,0.8405024608604088,0.3484708188336532,0.34847081883365316,0.13612551373272855
strict,107,offset,0.4,strict_fault_applied_available,Cascade-25,3.097493036211699,1436,124,5,0.04032258064516129,90,1,0.9888888888888889,0.03064066852367688,0.467966573816156,27.855153203342617,0.467966573816156,0.8284535680025016,0.5641290201800687,2.3964036981222536,0.8371108748912542,0.35008803708128805,0.35008803708128805,0.13553531975705643
strict,107,offset,0.4,strict_fault_applied_available,Always PDRF,1.0,1436,124,0,0.0,90,0,1.0,0.0,0.46518105849582175,0.0,0.46518105849582175,0.8265888431747488,0.5617728948095105,2.401389291999504,0.8410077054929853,0.3494946361451823,0.3494946361451823,0.13610930102721142
strict,107,offset,0.4,strict_fault_applied_available,Always RO-PDRF-Full,1.0,1436,124,124,1.0,90,90,0.0,1.0,0.48885793871866295,236.76880222841226,0.48885793871866295,0.8372915143194716,0.6083094389279508,2.2859715704722907,0.7679323642985492,0.2972367813294259,0.2972367813294258,0.12875524304918207
strict,107,stuck_at,0.4,strict_fault_applied_available,Safe-CF-12,6.0,1436,103,9,0.08737864077669903,63,3,0.9523809523809523,0.25,0.44080779944289694,41.78272980501393,0.44080779944289694,0.806314478048467,0.5585972625023979,2.200887174923503,0.8122288052416735,0.314620846028759,0.31339733316089474,0.12699820855830776
strict,107,stuck_at,0.4,strict_fault_applied_available,Shrink-6,2.0,1436,103,1,0.009708737864077669,63,1,0.9841269841269842,0.022284122562674095,0.43662952646239556,0.0,0.43662952646239556,0.8027870795588616,0.550235138127142,2.2046539136170606,0.8204902937914663,0.3150335932196929,0.3148607914978195,0.1287721948593388
strict,107,stuck_at,0.4,strict_fault_applied_available,Tree-6,2.0,1436,103,0,0.0,63,0,1.0,0.0,0.43662952646239556,0.0,0.43662952646239556,0.8051039631857649,0.5529739327596404,2.1640629335519734,0.804146043701686,0.3060927891880219,0.3048692763201577,0.12486770120703461
strict,107,stuck_at,0.4,strict_fault_applied_available,Three-outcome-6,2.0,1436,103,5,0.04854368932038835,63,7,0.8888888888888888,0.018105849582172703,0.4352367688022284,-13.927576601671309,0.4352367688022284,0.8053760475652273,0.5528679158537156,2.1750855228820716,0.8081220793085434,0.31007562622382934,0.3099028245019559,0.12588722709325018
strict,107,stuck_at,0.4,strict_fault_applied_available,Cascade-25,3.8774373259052926,1436,103,9,0.08737864077669903,63,3,0.9523809523809523,0.07381615598885793,0.44080779944289694,41.78272980501393,0.44080779944289694,0.8037737113046123,0.5514358209194068,2.222588766368104,0.8120365021043883,0.31374529521561123,0.31252178234774697,0.12670867282493328
strict,107,stuck_at,0.4,strict_fault_applied_available,Always PDRF,1.0,1436,103,0,0.0,63,0,1.0,0.0,0.43662952646239556,0.0,0.43662952646239556,0.8051039631857649,0.5529739327596404,2.1640629335519734,0.804146043701686,0.3060927891880219,0.3048692763201577,0.12486770120703461
strict,107,stuck_at,0.4,strict_fault_applied_available,Always RO-PDRF-Full,1.0,1436,103,103,1.0,63,63,0.0,1.0,0.46448467966573814,278.55153203342616,0.46448467966573814,0.8156169854684383,0.5842927402417251,2.4383748487438974,0.8245079978787532,0.327846568557365,0.3278171018092702,0.13673639665355103
strict,108,drift,0.4,strict_fault_applied_available,Safe-CF-12,6.0,1436,37,1,0.02702702702702703,12,0,1.0,0.6392757660167131,0.4923398328690808,6.963788300835654,0.4923398328690808,0.82408845917936,0.5700328891519436,2.5746459737968954,0.8151506469795285,0.365450558283704,0.3645827567360839,0.13498994829055655
strict,108,drift,0.4,strict_fault_applied_available,Shrink-6,2.0,1436,37,0,0.0,12,1,0.9166666666666666,0.66991643454039,0.4909470752089137,-6.963788300835654,0.4909470752089137,0.8255972395955641,0.5712463914259492,2.538725425627531,0.8115563563643754,0.3622548352370112,0.3613870336893912,0.13408463595682726
strict,108,drift,0.4,strict_fault_applied_available,Tree-6,2.0,1436,37,0,0.0,12,0,1.0,0.0,0.49164345403899723,0.0,0.49164345403899723,0.815851567988508,0.5650025852784604,2.777623770137346,0.8148118642692953,0.36099707409553916,0.36012927254791927,0.13556102952194996
strict,108,drift,0.4,strict_fault_applied_available,Three-outcome-6,2.0,1436,37,0,0.0,12,0,1.0,0.004178272980501393,0.49164345403899723,0.0,0.49164345403899723,0.816070127444782,0.5650255569352107,2.7738018125976556,0.8150696939647866,0.36142580274071634,0.36055800119309656,0.1355406309586392
strict,108,drift,0.4,strict_fault_applied_available,Cascade-25,3.033426183844011,1436,37,0,0.0,12,0,1.0,0.6469359331476323,0.49164345403899723,0.0,0.49164345403899723,0.8242393035120551,0.5705104513654439,2.571254884517,0.8152519147368309,0.3659091549361857,0.36504135338856575,0.13483223331374897
strict,108,drift,0.4,strict_fault_applied_available,Always PDRF,1.0,1436,37,0,0.0,12,0,1.0,0.0,0.49164345403899723,0.0,0.49164345403899723,0.815851567988508,0.5650025852784604,2.777623770137346,0.8148118642692953,0.36099707409553916,0.36012927254791927,0.13556102952194996
strict,108,drift,0.4,strict_fault_applied_available,Always RO-PDRF-Full,1.0,1436,37,37,1.0,12,12,0.0,1.0,0.5090529247910863,174.09470752089138,0.5090529247910863,0.8306031364786355,0.5751031994343179,2.4021601817459985,0.784401088929977,0.334674585331922,0.33294134456820734,0.12635351374114936
strict,108,gaussian,0.4,strict_fault_applied_available,Safe-CF-12,6.0,1436,59,10,0.1694915254237288,17,1,0.9411764705882353,0.6295264623955432,0.5006963788300836,62.674094707520894,0.5006963788300836,0.8032523572312161,0.5109475023175359,2.726791444691833,0.8178898747748858,0.36141773878656924,0.36091178091546516,0.12760849397368
strict,108,gaussian,0.4,strict_fault_applied_available,Shrink-6,2.0,1436,59,2,0.03389830508474576,17,3,0.8235294117647058,0.6678272980501393,0.4937325905292479,-6.963788300835654,0.4937325905292479,0.8044192022952797,0.5133846668983205,2.6685235516706376,0.8142866504347392,0.3609275400840737,0.3604215822129696,0.1261085886240002
strict,108,gaussian,0.4,strict_fault_applied_available,Tree-6,2.0,1436,59,0,0.0,17,0,1.0,0.0,0.49442896935933145,0.0,0.49442896935933145,0.7935968305578315,0.5017701788740433,2.943105268056472,0.8127447310383816,0.349766016869375,0.349260058998271,0.1240209442061312
strict,108,gaussian,0.4,strict_fault_applied_available,Three-outcome-6,2.0,1436,59,3,0.05084745762711865,17,2,0.8823529411764706,0.025069637883008356,0.49512534818941506,6.963788300835654,0.49512534818941506,0.7942783874100116,0.4998404444850701,2.9456025230302076,0.8169039533456349,0.3554791232131057,0.3549731653420018,0.12571750048538036
strict,108,gaussian,0.4,strict_fault_applied_available,Cascade-25,3.064066852367688,1436,59,5,0.0847457627118644,17,1,0.9411764705882353,0.633008356545961,0.4972144846796657,27.855153203342617,0.4972144846796657,0.8036608448578306,0.5119655417874988,2.715672204549995,0.8178091251892702,0.3640937075020584,0.3635877496309544,0.12721826261590605
strict,108,gaussian,0.4,strict_fault_applied_available,Always PDRF,1.0,1436,59,0,0.0,17,0,1.0,0.0,0.49442896935933145,0.0,0.49442896935933145,0.7935968305578315,0.5017701788740433,2.943105268056472,0.8127447310383816,0.349766016869375,0.349260058998271,0.1240209442061312
strict,108,gaussian,0.4,strict_fault_applied_available,Always RO-PDRF-Full,1.0,1436,59,59,1.0,17,17,0.0,1.0,0.5236768802228412,292.4791086350975,0.5236768802228412,0.8112611766055752,0.5227424974851455,2.5178924586291993,0.7706380532289295,0.3143244104918709,0.3133007891410192,0.11738302003110945
strict,108,offset,0.4,strict_fault_applied_available,Safe-CF-12,6.0,1436,41,1,0.024390243902439025,29,2,0.9310344827586207,0.6211699164345403,0.47284122562674097,-6.963788300835654,0.47284122562674097,0.8177245326084198,0.5555483152439439,2.7986856972488936,0.8638608068432824,0.38838693327248786,0.38838693327248797,0.14673719729098292
strict,108,offset,0.4,strict_fault_applied_available,Shrink-6,2.0,1436,41,2,0.04878048780487805,29,3,0.896551724137931,0.6838440111420613,0.47284122562674097,-6.963788300835654,0.47284122562674097,0.8188294250234812,0.5566890448427656,2.7453014223547783,0.8598870216147448,0.38406049700024536,0.38406049700024536,0.14598094012560078
strict,108,offset,0.4,strict_fault_applied_available,Tree-6,2.0,1436,41,0,0.0,29,0,1.0,0.0,0.4735376044568245,0.0,0.4735376044568245,0.8084436994570071,0.5496351666575671,3.0410459737085342,0.866458915801168,0.3789723089991713,0.3789723089991713,0.14708582946969362
strict,108,offset,0.4,strict_fault_applied_available,Three-outcome-6,2.0,1436,41,1,0.024390243902439025,29,1,0.9655172413793104,0.006267409470752089,0.4735376044568245,0.0,0.4735376044568245,0.8088228314152385,0.549713831422494,3.032603382125597,0.867042182709007,0.38036717952574356,0.3803671795257435,0.14656795888650473
strict,108,offset,0.4,strict_fault_applied_available,Cascade-25,3.1197771587743732,1436,41,1,0.024390243902439025,29,1,0.9655172413793104,0.6385793871866295,0.4735376044568245,0.0,0.4735376044568245,0.8178997673550928,0.5561821127472929,2.7899690839607025,0.863496237513552,0.3873031015382594,0.3873031015382595,0.14673413370859903
strict,108,offset,0.4,strict_fault_applied_available,Always PDRF,1.0,1436,41,0,0.0,29,0,1.0,0.0,0.4735376044568245,0.0,0.4735376044568245,0.8084436994570071,0.5496351666575671,3.0410459737085342,0.866458915801168,0.3789723089991713,0.3789723089991713,0.14708582946969362
strict,108,offset,0.4,strict_fault_applied_available,Always RO-PDRF-Full,1.0,1436,41,41,1.0,29,29,0.0,1.0,0.4818941504178273,83.56545961002786,0.4818941504178273,0.8233742706176743,0.5600054505533681,2.559922703299306,0.8236171711206742,0.3612134292724166,0.3605526647726486,0.1362910617971517
strict,108,stuck_at,0.4,strict_fault_applied_available,Safe-CF-12,6.0,1436,40,3,0.075,8,0,1.0,0.6364902506963789,0.4658774373259053,20.891364902506965,0.4658774373259053,0.8114628156042477,0.5466326129492204,2.67913323351599,0.8720421620415022,0.386305493683481,0.3863054936834809,0.14770597480229947
strict,108,stuck_at,0.4,strict_fault_applied_available,Shrink-6,2.0,1436,40,1,0.025,8,0,1.0,0.6636490250696379,0.46448467966573814,6.963788300835654,0.46448467966573814,0.8113908343592086,0.5476935842618152,2.6634723374206435,0.8665003572726987,0.38283595700279804,0.382835957002798,0.1471713296941388
strict,108,stuck_at,0.4,strict_fault_applied_available,Tree-6,2.0,1436,40,0,0.0,8,0,1.0,0.0,0.4637883008356546,0.0,0.4637883008356546,0.8004901546339188,0.5390795352107753,2.899499060549497,0.8731197706326316,0.37958301341618517,0.37958301341618517,0.1490025227882292
strict,108,stuck_at,0.4,strict_fault_applied_available,Three-outcome-6,2.0,1436,40,1,0.025,8,1,0.875,0.004178272980501393,0.4637883008356546,0.0,0.4637883008356546,0.8006201775211718,0.5387696213023819,2.899020230641358,0.8740412920716834,0.38012005587896014,0.38012005587896014,0.14912732726851916
strict,108,stuck_at,0.4,strict_fault_applied_available,Cascade-25,3.203342618384401,1436,40,2,0.05,8,0,1.0,0.6448467966573816,0.46518105849582175,13.927576601671309,0.46518105849582175,0.8111497129603323,0.5467663197912314,2.6812370039415203,0.8720498034526577,0.38660701814750253,0.38660701814750265,0.14762192740553307
strict,108,stuck_at,0.4,strict_fault_applied_available,Always PDRF,1.0,1436,40,0,0.0,8,0,1.0,0.0,0.4637883008356546,0.0,0.4637883008356546,0.8004901546339188,0.5390795352107753,2.899499060549497,0.8731197706326316,0.37958301341618517,0.37958301341618517,0.1490025227882292
strict,108,stuck_at,0.4,strict_fault_applied_available,Always RO-PDRF-Full,1.0,1436,40,40,1.0,8,8,0.0,1.0,0.4860724233983287,222.84122562674094,0.4860724233983287,0.8201028939653806,0.5570012002301287,2.4749918981150723,0.8193336689645314,0.3484928218540849,0.34747235051882636,0.13661045693813412
strict,109,drift,0.4,strict_fault_applied_available,Safe-CF-12,6.0,1436,45,1,0.022222222222222223,24,1,0.9583333333333334,0.005571030640668524,0.5215877437325905,0.0,0.5215877437325905,0.8345461728825363,0.6026025800697717,2.7196332700570336,0.7750560018287217,0.3298143841063473,0.3289623534499048,0.130528773696255
strict,109,drift,0.4,strict_fault_applied_available,Shrink-6,2.0,1436,45,0,0.0,24,0,1.0,0.0,0.5215877437325905,0.0,0.5215877437325905,0.8344637890281148,0.6022905049932263,2.720143281923304,0.7753035340437648,0.3298695477200432,0.32901751706360066,0.1309747214764044
strict,109,drift,0.4,strict_fault_applied_available,Tree-6,2.0,1436,45,0,0.0,24,0,1.0,0.0,0.5215877437325905,0.0,0.5215877437325905,0.8344637890281148,0.6022905049932263,2.720143281923304,0.7753035340437648,0.3298695477200432,0.32901751706360066,0.1309747214764044
strict,109,drift,0.4,strict_fault_applied_available,Three-outcome-6,2.0,1436,45,0,0.0,24,0,1.0,0.01532033426183844,0.5215877437325905,0.0,0.5215877437325905,0.8347005483065749,0.604197891801899,2.718024444003118,0.7739252515972231,0.33105535109425904,0.3302033204378165,0.13109002076563328
strict,109,drift,0.4,strict_fault_applied_available,Cascade-25,2.33983286908078,1436,45,0,0.0,24,0,1.0,0.0006963788300835655,0.5215877437325905,0.0,0.5215877437325905,0.8344924583365092,0.6023362715853268,2.7199959424962685,0.775578428942491,0.3301076173441698,0.3292555866877273,0.13097641947824726
strict,109,drift,0.4,strict_fault_applied_available,Always PDRF,1.0,1436,45,0,0.0,24,0,1.0,0.0,0.5215877437325905,0.0,0.5215877437325905,0.8344637890281148,0.6022905049932263,2.720143281923304,0.7753035340437648,0.3298695477200432,0.32901751706360066,0.1309747214764044
strict,109,drift,0.4,strict_fault_applied_available,Always RO-PDRF-Full,1.0,1436,45,45,1.0,24,24,0.0,1.0,0.5362116991643454,146.23955431754874,0.5362116991643454,0.8411509149255897,0.6075494093214494,2.5368293767037375,0.7495421185744506,0.3126443063223643,0.31031145640433183,0.12509790623255157
strict,109,gaussian,0.4,strict_fault_applied_available,Safe-CF-12,6.0,1436,50,14,0.28,25,2,0.92,0.0584958217270195,0.4986072423398329,83.56545961002786,0.4986072423398329,0.796088363098835,0.5016258363757976,3.2587220319980696,0.8272836721394372,0.3501959494545994,0.3449654752636062,0.12930695816680632
strict,109,gaussian,0.4,strict_fault_applied_available,Shrink-6,2.0,1436,50,0,0.0,25,0,1.0,0.0,0.49025069637883006,0.0,0.49025069637883006,0.7946309056950015,0.49956132128490155,3.306289404238984,0.8351273882766315,0.3521677939536026,0.3520142153373124,0.13162466049646038
strict,109,gaussian,0.4,strict_fault_applied_available,Tree-6,2.0,1436,50,0,0.0,25,0,1.0,0.0,0.49025069637883006,0.0,0.49025069637883006,0.7946309056950015,0.49956132128490155,3.306289404238984,0.8351273882766315,0.3521677939536026,0.3520142153373124,0.13162466049646038
strict,109,gaussian,0.4,strict_fault_applied_available,Three-outcome-6,2.0,1436,50,3,0.06,25,1,0.96,0.04317548746518106,0.49164345403899723,13.927576601671309,0.49164345403899723,0.7948991227778629,0.500270187175113,3.2929598486584255,0.8321798455955848,0.3541000480095779,0.35305763228452197,0.13055734472313094
strict,109,gaussian,0.4,strict_fault_applied_available,Cascade-25,2.4401114206128134,1436,50,3,0.06,25,0,1.0,0.00766016713091922,0.4923398328690808,20.891364902506965,0.4923398328690808,0.7949074848859122,0.5003067739749482,3.302317105135928,0.8336829012901678,0.3511217357870019,0.3509681571707119,0.13132670223472623
strict,109,gaussian,0.4,strict_fault_applied_available,Always PDRF,1.0,1436,50,0,0.0,25,0,1.0,0.0,0.49025069637883006,0.0,0.49025069637883006,0.7946309056950015,0.49956132128490155,3.306289404238984,0.8351273882766315,0.3521677939536026,0.3520142153373124,0.13162466049646038
strict,109,gaussian,0.4,strict_fault_applied_available,Always RO-PDRF-Full,1.0,1436,50,50,1.0,25,25,0.0,1.0,0.5076601671309192,174.09470752089138,0.5076601671309192,0.8089238536786962,0.5198693383487822,2.8900501361123445,0.7938853372393351,0.3365448824330288,0.33554927679643903,0.1224879694512266
strict,109,offset,0.4,strict_fault_applied_available,Safe-CF-12,6.0,1436,49,1,0.02040816326530612,26,2,0.9230769230769231,0.011142061281337047,0.4658774373259053,-6.963788300835654,0.4658774373259053,0.824970202648268,0.5796940866373088,3.111335258465752,0.8607987552331487,0.3779039513900726,0.3779039513900726,0.14862123016380432
strict,109,offset,0.4,strict_fault_applied_available,Shrink-6,2.0,1436,49,0,0.0,26,0,1.0,0.0,0.46657381615598886,0.0,0.46657381615598886,0.8248421097870898,0.5788365310941805,3.1141334173030373,0.8604963756771641,0.37824058027681895,0.37730642761551725,0.14832526277659863
strict,109,offset,0.4,strict_fault_applied_available,Tree-6,2.0,1436,49,0,0.0,26,0,1.0,0.0,0.46657381615598886,0.0,0.46657381615598886,0.8248421097870898,0.5788365310941805,3.1141334173030373,0.8604963756771641,0.37824058027681895,0.37730642761551725,0.14832526277659863
strict,109,offset,0.4,strict_fault_applied_available,Three-outcome-6,2.0,1436,49,1,0.02040816326530612,26,0,1.0,0.02158774373259053,0.4672701949860724,6.963788300835654,0.4672701949860724,0.8252993224229855,0.5807258491750787,3.107072551297708,0.8581287999436709,0.37872262802515183,0.37872262802515194,0.148016962408729
strict,109,offset,0.4,strict_fault_applied_available,Cascade-25,2.1894150417827296,1436,49,0,0.0,26,0,1.0,0.001392757660167131,0.46657381615598886,0.0,0.46657381615598886,0.8249109527952383,0.5788956688810177,3.1137319981152323,0.8605892419213229,0.378374247724388,0.3774400950630863,0.14836981859245502
