seed,fault_type,stream,fault_prevalence,harm_to_correction_cost_ratio,pass_penalty_equivalent_corrections_per_10000,corrections_retained_per_10000,harms_realized_per_10000,net_utility_per_10000
104,gaussian,full_mixed_70pct,0.7,5.0,2.0,2.2914757103574703,0.0,0.29147571035747033
104,offset,full_mixed_10pct,0.1,1.0,0.0,0.0,2.2914757103574703,-2.2914757103574703
104,offset,full_mixed_10pct,0.1,1.0,0.5,0.0,2.2914757103574703,-2.7914757103574703
104,offset,full_mixed_10pct,0.1,1.0,2.0,0.0,2.2914757103574703,-4.291475710357471
104,offset,full_mixed_10pct,0.1,2.0,0.0,0.0,2.2914757103574703,-4.582951420714941
104,offset,full_mixed_10pct,0.1,2.0,0.5,0.0,2.2914757103574703,-5.082951420714941
104,offset,full_mixed_10pct,0.1,2.0,2.0,0.0,2.2914757103574703,-6.582951420714941
104,offset,full_mixed_10pct,0.1,5.0,0.0,0.0,2.2914757103574703,-11.457378551787352
104,offset,full_mixed_10pct,0.1,5.0,0.5,0.0,2.2914757103574703,-11.957378551787352
104,offset,full_mixed_10pct,0.1,5.0,2.0,0.0,2.2914757103574703,-13.457378551787352
104,offset,full_mixed_stream,0.4,1.0,0.0,0.0,4.582951420714941,-4.582951420714941
104,offset,full_mixed_stream,0.4,1.0,0.5,0.0,4.582951420714941,-5.082951420714941
104,offset,full_mixed_stream,0.4,1.0,2.0,0.0,4.582951420714941,-6.582951420714941
104,offset,full_mixed_stream,0.4,2.0,0.0,0.0,4.582951420714941,-9.165902841429881
104,offset,full_mixed_stream,0.4,2.0,0.5,0.0,4.582951420714941,-9.665902841429881
104,offset,full_mixed_stream,0.4,2.0,2.0,0.0,4.582951420714941,-11.165902841429881
104,offset,full_mixed_stream,0.4,5.0,0.0,0.0,4.582951420714941,-22.914757103574704
104,offset,full_mixed_stream,0.4,5.0,0.5,0.0,4.582951420714941,-23.414757103574704
104,offset,full_mixed_stream,0.4,5.0,2.0,0.0,4.582951420714941,-24.914757103574704
104,offset,full_mixed_70pct,0.7,1.0,0.0,0.0,4.582951420714941,-4.582951420714941
104,offset,full_mixed_70pct,0.7,1.0,0.5,0.0,4.582951420714941,-5.082951420714941
104,offset,full_mixed_70pct,0.7,1.0,2.0,0.0,4.582951420714941,-6.582951420714941
104,offset,full_mixed_70pct,0.7,2.0,0.0,0.0,4.582951420714941,-9.165902841429881
104,offset,full_mixed_70pct,0.7,2.0,0.5,0.0,4.582951420714941,-9.665902841429881
104,offset,full_mixed_70pct,0.7,2.0,2.0,0.0,4.582951420714941,-11.165902841429881
104,offset,full_mixed_70pct,0.7,5.0,0.0,0.0,4.582951420714941,-22.914757103574704
104,offset,full_mixed_70pct,0.7,5.0,0.5,0.0,4.582951420714941,-23.414757103574704
104,offset,full_mixed_70pct,0.7,5.0,2.0,0.0,4.582951420714941,-24.914757103574704
104,drift,full_mixed_10pct,0.1,1.0,0.0,0.0,0.0,0.0
104,drift,full_mixed_10pct,0.1,1.0,0.5,0.0,0.0,-0.5
104,drift,full_mixed_10pct,0.1,1.0,2.0,0.0,0.0,-2.0
104,drift,full_mixed_10pct,0.1,2.0,0.0,0.0,0.0,0.0
104,drift,full_mixed_10pct,0.1,2.0,0.5,0.0,0.0,-0.5
104,drift,full_mixed_10pct,0.1,2.0,2.0,0.0,0.0,-2.0
104,drift,full_mixed_10pct,0.1,5.0,0.0,0.0,0.0,0.0
104,drift,full_mixed_10pct,0.1,5.0,0.5,0.0,0.0,-0.5
104,drift,full_mixed_10pct,0.1,5.0,2.0,0.0,0.0,-2.0
104,drift,full_mixed_stream,0.4,1.0,0.0,0.0,0.0,0.0
104,drift,full_mixed_stream,0.4,1.0,0.5,0.0,0.0,-0.5
104,drift,full_mixed_stream,0.4,1.0,2.0,0.0,0.0,-2.0
104,drift,full_mixed_stream,0.4,2.0,0.0,0.0,0.0,0.0
104,drift,full_mixed_stream,0.4,2.0,0.5,0.0,0.0,-0.5
104,drift,full_mixed_stream,0.4,2.0,2.0,0.0,0.0,-2.0
104,drift,full_mixed_stream,0.4,5.0,0.0,0.0,0.0,0.0
104,drift,full_mixed_stream,0.4,5.0,0.5,0.0,0.0,-0.5
104,drift,full_mixed_stream,0.4,5.0,2.0,0.0,0.0,-2.0
104,drift,full_mixed_70pct,0.7,1.0,0.0,0.0,0.0,0.0
104,drift,full_mixed_70pct,0.7,1.0,0.5,0.0,0.0,-0.5
104,drift,full_mixed_70pct,0.7,1.0,2.0,0.0,0.0,-2.0
104,drift,full_mixed_70pct,0.7,2.0,0.0,0.0,0.0,0.0
104,drift,full_mixed_70pct,0.7,2.0,0.5,0.0,0.0,-0.5
104,drift,full_mixed_70pct,0.7,2.0,2.0,0.0,0.0,-2.0
104,drift,full_mixed_70pct,0.7,5.0,0.0,0.0,0.0,0.0
104,drift,full_mixed_70pct,0.7,5.0,0.5,0.0,0.0,-0.5
104,drift,full_mixed_70pct,0.7,5.0,2.0,0.0,0.0,-2.0
104,stuck_at,full_mixed_10pct,0.1,1.0,0.0,0.0,0.0,0.0
104,stuck_at,full_mixed_10pct,0.1,1.0,0.5,0.0,0.0,-0.5
104,stuck_at,full_mixed_10pct,0.1,1.0,2.0,0.0,0.0,-2.0
104,stuck_at,full_mixed_10pct,0.1,2.0,0.0,0.0,0.0,0.0
104,stuck_at,full_mixed_10pct,0.1,2.0,0.5,0.0,0.0,-0.5
104,stuck_at,full_mixed_10pct,0.1,2.0,2.0,0.0,0.0,-2.0
104,stuck_at,full_mixed_10pct,0.1,5.0,0.0,0.0,0.0,0.0
104,stuck_at,full_mixed_10pct,0.1,5.0,0.5,0.0,0.0,-0.5
104,stuck_at,full_mixed_10pct,0.1,5.0,2.0,0.0,0.0,-2.0
104,stuck_at,full_mixed_stream,0.4,1.0,0.0,0.0,0.0,0.0
104,stuck_at,full_mixed_stream,0.4,1.0,0.5,0.0,0.0,-0.5
104,stuck_at,full_mixed_stream,0.4,1.0,2.0,0.0,0.0,-2.0
104,stuck_at,full_mixed_stream,0.4,2.0,0.0,0.0,0.0,0.0
104,stuck_at,full_mixed_stream,0.4,2.0,0.5,0.0,0.0,-0.5
104,stuck_at,full_mixed_stream,0.4,2.0,2.0,0.0,0.0,-2.0
104,stuck_at,full_mixed_stream,0.4,5.0,0.0,0.0,0.0,0.0
104,stuck_at,full_mixed_stream,0.4,5.0,0.5,0.0,0.0,-0.5
104,stuck_at,full_mixed_stream,0.4,5.0,2.0,0.0,0.0,-2.0
104,stuck_at,full_mixed_70pct,0.7,1.0,0.0,0.0,0.0,0.0
104,stuck_at,full_mixed_70pct,0.7,1.0,0.5,0.0,0.0,-0.5
104,stuck_at,full_mixed_70pct,0.7,1.0,2.0,0.0,0.0,-2.0
104,stuck_at,full_mixed_70pct,0.7,2.0,0.0,0.0,0.0,0.0
104,stuck_at,full_mixed_70pct,0.7,2.0,0.5,0.0,0.0,-0.5
104,stuck_at,full_mixed_70pct,0.7,2.0,2.0,0.0,0.0,-2.0
104,stuck_at,full_mixed_70pct,0.7,5.0,0.0,0.0,0.0,0.0
104,stuck_at,full_mixed_70pct,0.7,5.0,0.5,0.0,0.0,-0.5
104,stuck_at,full_mixed_70pct,0.7,5.0,2.0,0.0,0.0,-2.0
104,none,clean_no_imposed_fault,0.0,1.0,0.0,0.0,0.0,0.0
104,none,clean_no_imposed_fault,0.0,1.0,0.5,0.0,0.0,-0.5
104,none,clean_no_imposed_fault,0.0,1.0,2.0,0.0,0.0,-2.0
104,none,clean_no_imposed_fault,0.0,2.0,0.0,0.0,0.0,0.0
104,none,clean_no_imposed_fault,0.0,2.0,0.5,0.0,0.0,-0.5
104,none,clean_no_imposed_fault,0.0,2.0,2.0,0.0,0.0,-2.0
104,none,clean_no_imposed_fault,0.0,5.0,0.0,0.0,0.0,0.0
104,none,clean_no_imposed_fault,0.0,5.0,0.5,0.0,0.0,-0.5
104,none,clean_no_imposed_fault,0.0,5.0,2.0,0.0,0.0,-2.0
105,gaussian,full_mixed_10pct,0.1,1.0,0.0,6.8744271310724105,2.2914757103574703,4.58295142071494
105,gaussian,full_mixed_10pct,0.1,1.0,0.5,6.8744271310724105,2.2914757103574703,4.08295142071494
105,gaussian,full_mixed_10pct,0.1,1.0,2.0,6.8744271310724105,2.2914757103574703,2.5829514207149398
105,gaussian,full_mixed_10pct,0.1,2.0,0.0,6.8744271310724105,2.2914757103574703,2.29147571035747
105,gaussian,full_mixed_10pct,0.1,2.0,0.5,6.8744271310724105,2.2914757103574703,1.7914757103574699
105,gaussian,full_mixed_10pct,0.1,2.0,2.0,6.8744271310724105,2.2914757103574703,0.2914757103574699
105,gaussian,full_mixed_10pct,0.1,5.0,0.0,6.8744271310724105,2.2914757103574703,-4.5829514207149415
105,gaussian,full_mixed_10pct,0.1,5.0,0.5,6.8744271310724105,2.2914757103574703,-5.0829514207149415
105,gaussian,full_mixed_10pct,0.1,5.0,2.0,6.8744271310724105,2.2914757103574703,-6.5829514207149415
105,gaussian,full_mixed_stream,0.4,1.0,0.0,16.040329972502292,4.582951420714941,11.45737855178735
105,gaussian,full_mixed_stream,0.4,1.0,0.5,16.040329972502292,4.582951420714941,10.95737855178735
105,gaussian,full_mixed_stream,0.4,1.0,2.0,16.040329972502292,4.582951420714941,9.45737855178735
105,gaussian,full_mixed_stream,0.4,2.0,0.0,16.040329972502292,4.582951420714941,6.8744271310724105
105,gaussian,full_mixed_stream,0.4,2.0,0.5,16.040329972502292,4.582951420714941,6.3744271310724105
105,gaussian,full_mixed_stream,0.4,2.0,2.0,16.040329972502292,4.582951420714941,4.8744271310724105
105,gaussian,full_mixed_stream,0.4,5.0,0.0,16.040329972502292,4.582951420714941,-6.874427131072412
105,gaussian,full_mixed_stream,0.4,5.0,0.5,16.040329972502292,4.582951420714941,-7.374427131072412
105,gaussian,full_mixed_stream,0.4,5.0,2.0,16.040329972502292,4.582951420714941,-8.874427131072412
105,gaussian,full_mixed_70pct,0.7,1.0,0.0,32.080659945004584,6.8744271310724105,25.206232813932175
105,gaussian,full_mixed_70pct,0.7,1.0,0.5,32.080659945004584,6.8744271310724105,24.706232813932175
105,gaussian,full_mixed_70pct,0.7,1.0,2.0,32.080659945004584,6.8744271310724105,23.206232813932175
105,gaussian,full_mixed_70pct,0.7,2.0,0.0,32.080659945004584,6.8744271310724105,18.331805682859763
105,gaussian,full_mixed_70pct,0.7,2.0,0.5,32.080659945004584,6.8744271310724105,17.831805682859763
105,gaussian,full_mixed_70pct,0.7,2.0,2.0,32.080659945004584,6.8744271310724105,16.331805682859763
105,gaussian,full_mixed_70pct,0.7,5.0,0.0,32.080659945004584,6.8744271310724105,-2.291475710357467
105,gaussian,full_mixed_70pct,0.7,5.0,0.5,32.080659945004584,6.8744271310724105,-2.791475710357467
105,gaussian,full_mixed_70pct,0.7,5.0,2.0,32.080659945004584,6.8744271310724105,-4.291475710357467
105,offset,full_mixed_10pct,0.1,1.0,0.0,0.0,0.0,0.0
105,offset,full_mixed_10pct,0.1,1.0,0.5,0.0,0.0,-0.5
105,offset,full_mixed_10pct,0.1,1.0,2.0,0.0,0.0,-2.0
105,offset,full_mixed_10pct,0.1,2.0,0.0,0.0,0.0,0.0
105,offset,full_mixed_10pct,0.1,2.0,0.5,0.0,0.0,-0.5
105,offset,full_mixed_10pct,0.1,2.0,2.0,0.0,0.0,-2.0
105,offset,full_mixed_10pct,0.1,5.0,0.0,0.0,0.0,0.0
105,offset,full_mixed_10pct,0.1,5.0,0.5,0.0,0.0,-0.5
105,offset,full_mixed_10pct,0.1,5.0,2.0,0.0,0.0,-2.0
105,offset,full_mixed_stream,0.4,1.0,0.0,13.748854262144821,0.0,13.748854262144821
105,offset,full_mixed_stream,0.4,1.0,0.5,13.748854262144821,0.0,13.248854262144821
105,offset,full_mixed_stream,0.4,1.0,2.0,13.748854262144821,0.0,11.748854262144821
105,offset,full_mixed_stream,0.4,2.0,0.0,13.748854262144821,0.0,13.748854262144821
105,offset,full_mixed_stream,0.4,2.0,0.5,13.748854262144821,0.0,13.248854262144821
105,offset,full_mixed_stream,0.4,2.0,2.0,13.748854262144821,0.0,11.748854262144821
105,offset,full_mixed_stream,0.4,5.0,0.0,13.748854262144821,0.0,13.748854262144821
105,offset,full_mixed_stream,0.4,5.0,0.5,13.748854262144821,0.0,13.248854262144821
105,offset,full_mixed_stream,0.4,5.0,2.0,13.748854262144821,0.0,11.748854262144821
105,offset,full_mixed_70pct,0.7,1.0,0.0,20.623281393217233,0.0,20.623281393217233
105,offset,full_mixed_70pct,0.7,1.0,0.5,20.623281393217233,0.0,20.123281393217233
105,offset,full_mixed_70pct,0.7,1.0,2.0,20.623281393217233,0.0,18.623281393217233
105,offset,full_mixed_70pct,0.7,2.0,0.0,20.623281393217233,0.0,20.623281393217233
105,offset,full_mixed_70pct,0.7,2.0,0.5,20.623281393217233,0.0,20.123281393217233
105,offset,full_mixed_70pct,0.7,2.0,2.0,20.623281393217233,0.0,18.623281393217233
105,offset,full_mixed_70pct,0.7,5.0,0.0,20.623281393217233,0.0,20.623281393217233
105,offset,full_mixed_70pct,0.7,5.0,0.5,20.623281393217233,0.0,20.123281393217233
105,offset,full_mixed_70pct,0.7,5.0,2.0,20.623281393217233,0.0,18.623281393217233
105,drift,full_mixed_10pct,0.1,1.0,0.0,0.0,0.0,0.0
105,drift,full_mixed_10pct,0.1,1.0,0.5,0.0,0.0,-0.5
105,drift,full_mixed_10pct,0.1,1.0,2.0,0.0,0.0,-2.0
105,drift,full_mixed_10pct,0.1,2.0,0.0,0.0,0.0,0.0
105,drift,full_mixed_10pct,0.1,2.0,0.5,0.0,0.0,-0.5
105,drift,full_mixed_10pct,0.1,2.0,2.0,0.0,0.0,-2.0
105,drift,full_mixed_10pct,0.1,5.0,0.0,0.0,0.0,0.0
105,drift,full_mixed_10pct,0.1,5.0,0.5,0.0,0.0,-0.5
105,drift,full_mixed_10pct,0.1,5.0,2.0,0.0,0.0,-2.0
105,drift,full_mixed_stream,0.4,1.0,0.0,2.2914757103574703,0.0,2.2914757103574703
105,drift,full_mixed_stream,0.4,1.0,0.5,2.2914757103574703,0.0,1.7914757103574703
105,drift,full_mixed_stream,0.4,1.0,2.0,2.2914757103574703,0.0,0.29147571035747033
105,drift,full_mixed_stream,0.4,2.0,0.0,2.2914757103574703,0.0,2.2914757103574703
105,drift,full_mixed_stream,0.4,2.0,0.5,2.2914757103574703,0.0,1.7914757103574703
105,drift,full_mixed_stream,0.4,2.0,2.0,2.2914757103574703,0.0,0.29147571035747033
105,drift,full_mixed_stream,0.4,5.0,0.0,2.2914757103574703,0.0,2.2914757103574703
105,drift,full_mixed_stream,0.4,5.0,0.5,2.2914757103574703,0.0,1.7914757103574703
105,drift,full_mixed_stream,0.4,5.0,2.0,2.2914757103574703,0.0,0.29147571035747033
105,drift,full_mixed_70pct,0.7,1.0,0.0,9.165902841429881,0.0,9.165902841429881
105,drift,full_mixed_70pct,0.7,1.0,0.5,9.165902841429881,0.0,8.665902841429881
105,drift,full_mixed_70pct,0.7,1.0,2.0,9.165902841429881,0.0,7.165902841429881
105,drift,full_mixed_70pct,0.7,2.0,0.0,9.165902841429881,0.0,9.165902841429881
105,drift,full_mixed_70pct,0.7,2.0,0.5,9.165902841429881,0.0,8.665902841429881
105,drift,full_mixed_70pct,0.7,2.0,2.0,9.165902841429881,0.0,7.165902841429881
105,drift,full_mixed_70pct,0.7,5.0,0.0,9.165902841429881,0.0,9.165902841429881
105,drift,full_mixed_70pct,0.7,5.0,0.5,9.165902841429881,0.0,8.665902841429881
105,drift,full_mixed_70pct,0.7,5.0,2.0,9.165902841429881,0.0,7.165902841429881
105,stuck_at,full_mixed_10pct,0.1,1.0,0.0,0.0,0.0,0.0
105,stuck_at,full_mixed_10pct,0.1,1.0,0.5,0.0,0.0,-0.5
105,stuck_at,full_mixed_10pct,0.1,1.0,2.0,0.0,0.0,-2.0
105,stuck_at,full_mixed_10pct,0.1,2.0,0.0,0.0,0.0,0.0
105,stuck_at,full_mixed_10pct,0.1,2.0,0.5,0.0,0.0,-0.5
105,stuck_at,full_mixed_10pct,0.1,2.0,2.0,0.0,0.0,-2.0
105,stuck_at,full_mixed_10pct,0.1,5.0,0.0,0.0,0.0,0.0
105,stuck_at,full_mixed_10pct,0.1,5.0,0.5,0.0,0.0,-0.5
105,stuck_at,full_mixed_10pct,0.1,5.0,2.0,0.0,0.0,-2.0
105,stuck_at,full_mixed_stream,0.4,1.0,0.0,2.2914757103574703,0.0,2.2914757103574703
105,stuck_at,full_mixed_stream,0.4,1.0,0.5,2.2914757103574703,0.0,1.7914757103574703
105,stuck_at,full_mixed_stream,0.4,1.0,2.0,2.2914757103574703,0.0,0.29147571035747033
105,stuck_at,full_mixed_stream,0.4,2.0,0.0,2.2914757103574703,0.0,2.2914757103574703
105,stuck_at,full_mixed_stream,0.4,2.0,0.5,2.2914757103574703,0.0,1.7914757103574703
105,stuck_at,full_mixed_stream,0.4,2.0,2.0,2.2914757103574703,0.0,0.29147571035747033
105,stuck_at,full_mixed_stream,0.4,5.0,0.0,2.2914757103574703,0.0,2.2914757103574703
105,stuck_at,full_mixed_stream,0.4,5.0,0.5,2.2914757103574703,0.0,1.7914757103574703
105,stuck_at,full_mixed_stream,0.4,5.0,2.0,2.2914757103574703,0.0,0.29147571035747033
105,stuck_at,full_mixed_70pct,0.7,1.0,0.0,6.8744271310724105,0.0,6.8744271310724105
105,stuck_at,full_mixed_70pct,0.7,1.0,0.5,6.8744271310724105,0.0,6.3744271310724105
105,stuck_at,full_mixed_70pct,0.7,1.0,2.0,6.8744271310724105,0.0,4.8744271310724105
105,stuck_at,full_mixed_70pct,0.7,2.0,0.0,6.8744271310724105,0.0,6.8744271310724105
105,stuck_at,full_mixed_70pct,0.7,2.0,0.5,6.8744271310724105,0.0,6.3744271310724105
105,stuck_at,full_mixed_70pct,0.7,2.0,2.0,6.8744271310724105,0.0,4.8744271310724105
105,stuck_at,full_mixed_70pct,0.7,5.0,0.0,6.8744271310724105,0.0,6.8744271310724105
105,stuck_at,full_mixed_70pct,0.7,5.0,0.5,6.8744271310724105,0.0,6.3744271310724105
105,stuck_at,full_mixed_70pct,0.7,5.0,2.0,6.8744271310724105,0.0,4.8744271310724105
105,none,clean_no_imposed_fault,0.0,1.0,0.0,0.0,0.0,0.0
105,none,clean_no_imposed_fault,0.0,1.0,0.5,0.0,0.0,-0.5
105,none,clean_no_imposed_fault,0.0,1.0,2.0,0.0,0.0,-2.0
105,none,clean_no_imposed_fault,0.0,2.0,0.0,0.0,0.0,0.0
105,none,clean_no_imposed_fault,0.0,2.0,0.5,0.0,0.0,-0.5
105,none,clean_no_imposed_fault,0.0,2.0,2.0,0.0,0.0,-2.0
105,none,clean_no_imposed_fault,0.0,5.0,0.0,0.0,0.0,0.0
105,none,clean_no_imposed_fault,0.0,5.0,0.5,0.0,0.0,-0.5
105,none,clean_no_imposed_fault,0.0,5.0,2.0,0.0,0.0,-2.0
106,gaussian,full_mixed_10pct,0.1,1.0,0.0,6.8744271310724105,6.8744271310724105,0.0
106,gaussian,full_mixed_10pct,0.1,1.0,0.5,6.8744271310724105,6.8744271310724105,-0.5
106,gaussian,full_mixed_10pct,0.1,1.0,2.0,6.8744271310724105,6.8744271310724105,-2.0
106,gaussian,full_mixed_10pct,0.1,2.0,0.0,6.8744271310724105,6.8744271310724105,-6.8744271310724105
106,gaussian,full_mixed_10pct,0.1,2.0,0.5,6.8744271310724105,6.8744271310724105,-7.3744271310724105
106,gaussian,full_mixed_10pct,0.1,2.0,2.0,6.8744271310724105,6.8744271310724105,-8.87442713107241
106,gaussian,full_mixed_10pct,0.1,5.0,0.0,6.8744271310724105,6.8744271310724105,-27.497708524289642
106,gaussian,full_mixed_10pct,0.1,5.0,0.5,6.8744271310724105,6.8744271310724105,-27.997708524289642
106,gaussian,full_mixed_10pct,0.1,5.0,2.0,6.8744271310724105,6.8744271310724105,-29.497708524289642
106,gaussian,full_mixed_stream,0.4,1.0,0.0,34.37213565536205,2.2914757103574703,32.080659945004584
106,gaussian,full_mixed_stream,0.4,1.0,0.5,34.37213565536205,2.2914757103574703,31.580659945004584
106,gaussian,full_mixed_stream,0.4,1.0,2.0,34.37213565536205,2.2914757103574703,30.080659945004584
106,gaussian,full_mixed_stream,0.4,2.0,0.0,34.37213565536205,2.2914757103574703,29.78918423464711
106,gaussian,full_mixed_stream,0.4,2.0,0.5,34.37213565536205,2.2914757103574703,29.28918423464711
106,gaussian,full_mixed_stream,0.4,2.0,2.0,34.37213565536205,2.2914757103574703,27.78918423464711
106,gaussian,full_mixed_stream,0.4,5.0,0.0,34.37213565536205,2.2914757103574703,22.9147571035747
106,gaussian,full_mixed_stream,0.4,5.0,0.5,34.37213565536205,2.2914757103574703,22.4147571035747
106,gaussian,full_mixed_stream,0.4,5.0,2.0,34.37213565536205,2.2914757103574703,20.9147571035747
106,gaussian,full_mixed_70pct,0.7,1.0,0.0,61.86984417965169,27.497708524289642,34.37213565536205
106,gaussian,full_mixed_70pct,0.7,1.0,0.5,61.86984417965169,27.497708524289642,33.87213565536205
106,gaussian,full_mixed_70pct,0.7,1.0,2.0,61.86984417965169,27.497708524289642,32.37213565536205
106,gaussian,full_mixed_70pct,0.7,2.0,0.0,61.86984417965169,27.497708524289642,6.874427131072409
106,gaussian,full_mixed_70pct,0.7,2.0,0.5,61.86984417965169,27.497708524289642,6.374427131072409
106,gaussian,full_mixed_70pct,0.7,2.0,2.0,61.86984417965169,27.497708524289642,4.874427131072409
106,gaussian,full_mixed_70pct,0.7,5.0,0.0,61.86984417965169,27.497708524289642,-75.61869844179651
106,gaussian,full_mixed_70pct,0.7,5.0,0.5,61.86984417965169,27.497708524289642,-76.11869844179651
106,gaussian,full_mixed_70pct,0.7,5.0,2.0,61.86984417965169,27.497708524289642,-77.61869844179651
106,offset,full_mixed_10pct,0.1,1.0,0.0,2.2914757103574703,2.2914757103574703,0.0
106,offset,full_mixed_10pct,0.1,1.0,0.5,2.2914757103574703,2.2914757103574703,-0.5
106,offset,full_mixed_10pct,0.1,1.0,2.0,2.2914757103574703,2.2914757103574703,-2.0
106,offset,full_mixed_10pct,0.1,2.0,0.0,2.2914757103574703,2.2914757103574703,-2.2914757103574703
106,offset,full_mixed_10pct,0.1,2.0,0.5,2.2914757103574703,2.2914757103574703,-2.7914757103574703
106,offset,full_mixed_10pct,0.1,2.0,2.0,2.2914757103574703,2.2914757103574703,-4.291475710357471
106,offset,full_mixed_10pct,0.1,5.0,0.0,2.2914757103574703,2.2914757103574703,-9.165902841429881
106,offset,full_mixed_10pct,0.1,5.0,0.5,2.2914757103574703,2.2914757103574703,-9.665902841429881
106,offset,full_mixed_10pct,0.1,5.0,2.0,2.2914757103574703,2.2914757103574703,-11.165902841429881
106,offset,full_mixed_stream,0.4,1.0,0.0,6.8744271310724105,4.582951420714941,2.29147571035747
106,offset,full_mixed_stream,0.4,1.0,0.5,6.8744271310724105,4.582951420714941,1.7914757103574699
106,offset,full_mixed_stream,0.4,1.0,2.0,6.8744271310724105,4.582951420714941,0.2914757103574699
106,offset,full_mixed_stream,0.4,2.0,0.0,6.8744271310724105,4.582951420714941,-2.2914757103574708
106,offset,full_mixed_stream,0.4,2.0,0.5,6.8744271310724105,4.582951420714941,-2.7914757103574708
106,offset,full_mixed_stream,0.4,2.0,2.0,6.8744271310724105,4.582951420714941,-4.291475710357471
106,offset,full_mixed_stream,0.4,5.0,0.0,6.8744271310724105,4.582951420714941,-16.040329972502292
106,offset,full_mixed_stream,0.4,5.0,0.5,6.8744271310724105,4.582951420714941,-16.540329972502292
106,offset,full_mixed_stream,0.4,5.0,2.0,6.8744271310724105,4.582951420714941,-18.040329972502292
106,offset,full_mixed_70pct,0.7,1.0,0.0,27.497708524289642,13.748854262144821,13.748854262144821
106,offset,full_mixed_70pct,0.7,1.0,0.5,27.497708524289642,13.748854262144821,13.248854262144821
106,offset,full_mixed_70pct,0.7,1.0,2.0,27.497708524289642,13.748854262144821,11.748854262144821
106,offset,full_mixed_70pct,0.7,2.0,0.0,27.497708524289642,13.748854262144821,0.0
106,offset,full_mixed_70pct,0.7,2.0,0.5,27.497708524289642,13.748854262144821,-0.5
106,offset,full_mixed_70pct,0.7,2.0,2.0,27.497708524289642,13.748854262144821,-2.0
106,offset,full_mixed_70pct,0.7,5.0,0.0,27.497708524289642,13.748854262144821,-41.24656278643446
106,offset,full_mixed_70pct,0.7,5.0,0.5,27.497708524289642,13.748854262144821,-41.74656278643446
106,offset,full_mixed_70pct,0.7,5.0,2.0,27.497708524289642,13.748854262144821,-43.24656278643446
106,drift,full_mixed_10pct,0.1,1.0,0.0,9.165902841429881,2.2914757103574703,6.8744271310724105
106,drift,full_mixed_10pct,0.1,1.0,0.5,9.165902841429881,2.2914757103574703,6.3744271310724105
106,drift,full_mixed_10pct,0.1,1.0,2.0,9.165902841429881,2.2914757103574703,4.8744271310724105
106,drift,full_mixed_10pct,0.1,2.0,0.0,9.165902841429881,2.2914757103574703,4.582951420714941
106,drift,full_mixed_10pct,0.1,2.0,0.5,9.165902841429881,2.2914757103574703,4.082951420714941
106,drift,full_mixed_10pct,0.1,2.0,2.0,9.165902841429881,2.2914757103574703,2.5829514207149407
106,drift,full_mixed_10pct,0.1,5.0,0.0,9.165902841429881,2.2914757103574703,-2.2914757103574708
106,drift,full_mixed_10pct,0.1,5.0,0.5,9.165902841429881,2.2914757103574703,-2.7914757103574708
106,drift,full_mixed_10pct,0.1,5.0,2.0,9.165902841429881,2.2914757103574703,-4.291475710357471
106,drift,full_mixed_stream,0.4,1.0,0.0,18.331805682859763,4.582951420714941,13.748854262144821
106,drift,full_mixed_stream,0.4,1.0,0.5,18.331805682859763,4.582951420714941,13.248854262144821
106,drift,full_mixed_stream,0.4,1.0,2.0,18.331805682859763,4.582951420714941,11.748854262144821
106,drift,full_mixed_stream,0.4,2.0,0.0,18.331805682859763,4.582951420714941,9.165902841429881
106,drift,full_mixed_stream,0.4,2.0,0.5,18.331805682859763,4.582951420714941,8.665902841429881
106,drift,full_mixed_stream,0.4,2.0,2.0,18.331805682859763,4.582951420714941,7.165902841429881
106,drift,full_mixed_stream,0.4,5.0,0.0,18.331805682859763,4.582951420714941,-4.5829514207149415
106,drift,full_mixed_stream,0.4,5.0,0.5,18.331805682859763,4.582951420714941,-5.0829514207149415
106,drift,full_mixed_stream,0.4,5.0,2.0,18.331805682859763,4.582951420714941,-6.5829514207149415
106,drift,full_mixed_70pct,0.7,1.0,0.0,29.789184234647113,13.748854262144821,16.040329972502292
106,drift,full_mixed_70pct,0.7,1.0,0.5,29.789184234647113,13.748854262144821,15.540329972502292
106,drift,full_mixed_70pct,0.7,1.0,2.0,29.789184234647113,13.748854262144821,14.040329972502292
106,drift,full_mixed_70pct,0.7,2.0,0.0,29.789184234647113,13.748854262144821,2.2914757103574708
106,drift,full_mixed_70pct,0.7,2.0,0.5,29.789184234647113,13.748854262144821,1.7914757103574708
106,drift,full_mixed_70pct,0.7,2.0,2.0,29.789184234647113,13.748854262144821,0.2914757103574708
106,drift,full_mixed_70pct,0.7,5.0,0.0,29.789184234647113,13.748854262144821,-38.95508707607699
106,drift,full_mixed_70pct,0.7,5.0,0.5,29.789184234647113,13.748854262144821,-39.45508707607699
106,drift,full_mixed_70pct,0.7,5.0,2.0,29.789184234647113,13.748854262144821,-40.95508707607699
106,stuck_at,full_mixed_10pct,0.1,1.0,0.0,2.2914757103574703,2.2914757103574703,0.0
106,stuck_at,full_mixed_10pct,0.1,1.0,0.5,2.2914757103574703,2.2914757103574703,-0.5
106,stuck_at,full_mixed_10pct,0.1,1.0,2.0,2.2914757103574703,2.2914757103574703,-2.0
