requested_intraop_threads,method,n_fitted_pairs,batch1_ms_mean,batch1_ms_sd,full_batch_ms_mean,full_batch_ms_sd,throughput_mean,throughput_sd
1,PDRF,10,0.27284999960102135,0.0897814716020366,9.352970006875694,1.770057276595342,488949.0471475927,132367.22641020268
1,RO-PDRF-Lite,10,0.2523399947676807,0.06846011885040128,5.170469987206161,0.5813908108655376,853405.5643491341,93267.06634924692
1,Lite-CF-6,10,1.5526500006671995,0.44688987347394965,11.595089989714324,0.8145504264226615,378030.0188457017,26358.908288041464
12,PDRF,10,0.602430006256327,0.26281373081541093,4.115309991175309,0.7261220031876212,1087067.509673253,170776.5594461563
12,RO-PDRF-Lite,10,0.5893499997910112,0.2578440125246375,3.6530299752485007,0.6556359894211736,1235798.2211506912,257809.29676487058
12,Lite-CF-6,10,2.470539993373677,0.8646584009087744,10.214889998314902,2.0871726674894666,440821.4689796941,76697.68006941206
