calibration_regime,heldout_or_test_mechanism,seed,method,mean_forward_passes,n,correction_opportunities,corrections_retained,recovery_retention,harm_opportunities,harms_realized,negative_transfer_prevention,recovery_selection_rate,selected_accuracy,net_correct_change_per_10000,utility_ratio,utility_per_10000,accuracy,macro_auroc,macro_auprc,nll,brier,ece15_equal_width,ece15_equal_mass,classwise_ece15
leave_one_mechanism_out,drift,104,Conditional Lite-CF,2.0,1436,24,0,0.0,18,0,1.0,0.0006963788300835655,0.5125348189415042,0.0,1.0,0.0,0.5125348189415042,0.8233952438404427,0.5713971303544143,2.753279061724015,0.8063925141019569,0.3435017682037904,0.3433439983550227,0.13550821068524052
leave_one_mechanism_out,drift,104,All-row multinomial,2.0,1436,24,0,0.0,18,0,1.0,0.0006963788300835655,0.5125348189415042,0.0,1.0,0.0,0.5125348189415042,0.8233682390476593,0.5712575404676926,2.7525137598207405,0.806399188541723,0.34336960743116074,0.34321183758239293,0.13553613602426925
leave_one_mechanism_out,stuck_at,104,Conditional Lite-CF,2.0,1436,41,3,0.07317073170731707,36,3,0.9166666666666666,0.6873259052924791,0.48467966573816157,0.0,1.0,0.0,0.48467966573816157,0.8120077207443678,0.5572128291840073,2.7473900191598952,0.8552032904057196,0.37064028556184153,0.36607724123567437,0.14332663801532836
leave_one_mechanism_out,stuck_at,104,All-row multinomial,2.0,1436,41,0,0.0,36,0,1.0,0.0,0.48467966573816157,0.0,1.0,0.0,0.48467966573816157,0.8108443867463242,0.5614981573781592,2.870310467095609,0.8512571392275435,0.3578888997839186,0.35332585545775136,0.14404618860020438
gaussian_only,gaussian,104,Conditional Lite-CF,2.0,1436,43,0,0.0,17,0,1.0,0.0,0.46518105849582175,0.0,1.0,0.0,0.46518105849582175,0.7726162499716839,0.45782909311626324,3.7649583800546864,0.9115654135060874,0.40636215400940795,0.406362154009408,0.1429432663359693
gaussian_only,offset,104,Conditional Lite-CF,2.0,1436,41,0,0.0,33,0,1.0,0.0,0.4986072423398329,0.0,1.0,0.0,0.4986072423398329,0.819680864599103,0.5613925739899178,2.9016387384741376,0.8312201269853026,0.3485311742773646,0.3462914504837802,0.14168826381918528
gaussian_only,drift,104,Conditional Lite-CF,2.0,1436,24,0,0.0,18,0,1.0,0.0,0.5125348189415042,0.0,1.0,0.0,0.5125348189415042,0.8233769109971055,0.5712572898152133,2.754037633330888,0.8065739628401775,0.3435852151538661,0.3434274453050983,0.1355360263352657
gaussian_only,stuck_at,104,Conditional Lite-CF,2.0,1436,41,0,0.0,36,0,1.0,0.0,0.48467966573816157,0.0,1.0,0.0,0.48467966573816157,0.8108443867463242,0.5614981573781592,2.870310467095609,0.8512571392275435,0.3578888997839186,0.35332585545775136,0.14404618860020438
gaussian_only,gaussian,104,All-row multinomial,2.0,1436,43,0,0.0,17,0,1.0,0.0,0.46518105849582175,0.0,1.0,0.0,0.46518105849582175,0.7726162499716839,0.45782909311626324,3.7649583800546864,0.9115654135060874,0.40636215400940795,0.406362154009408,0.1429432663359693
gaussian_only,offset,104,All-row multinomial,2.0,1436,41,0,0.0,33,0,1.0,0.0,0.4986072423398329,0.0,1.0,0.0,0.4986072423398329,0.819680864599103,0.5613925739899178,2.9016387384741376,0.8312201269853026,0.3485311742773646,0.3462914504837802,0.14168826381918528
gaussian_only,drift,104,All-row multinomial,2.0,1436,24,0,0.0,18,0,1.0,0.0,0.5125348189415042,0.0,1.0,0.0,0.5125348189415042,0.8233769109971055,0.5712572898152133,2.754037633330888,0.8065739628401775,0.3435852151538661,0.3434274453050983,0.1355360263352657
gaussian_only,stuck_at,104,All-row multinomial,2.0,1436,41,0,0.0,36,0,1.0,0.0,0.48467966573816157,0.0,1.0,0.0,0.48467966573816157,0.8108443867463242,0.5614981573781592,2.870310467095609,0.8512571392275435,0.3578888997839186,0.35332585545775136,0.14404618860020438
