method,seed,view,metric,value
Always RO-PDRF-Lite,107,equal_weight_batches,accuracy,0.5024261755193958
Always RO-PDRF-Lite,107,worst_batch,accuracy,0.47802197802197804
Always RO-PDRF-Lite,107,B8-9_pooled,accuracy,0.5185546875
Always RO-PDRF-Lite,107,B10,accuracy,0.4883474576271186
Always RO-PDRF-Lite,107,observation_weighted_overall,macro_auroc,0.8224693151905457
Always RO-PDRF-Lite,107,equal_weight_batches,macro_auroc,0.8544017212886725
Always RO-PDRF-Lite,107,worst_batch,macro_auroc,0.8108652226537046
Always RO-PDRF-Lite,107,B8-9_pooled,macro_auroc,0.8654126796026814
Always RO-PDRF-Lite,107,B10,macro_auroc,0.8108652226537048
Always RO-PDRF-Lite,107,observation_weighted_overall,utility_per_10000,268.1058495821727
Always RO-PDRF-Lite,107,equal_weight_batches,utility_per_10000,450.84270719863935
Always RO-PDRF-Lite,107,worst_batch,utility_per_10000,205.50847457627117
Always RO-PDRF-Lite,107,B8-9_pooled,utility_per_10000,556.640625
Always RO-PDRF-Lite,107,B10,utility_per_10000,205.50847457627117
Always RO-PDRF-Lite,108,observation_weighted_overall,accuracy,0.487116991643454
Always RO-PDRF-Lite,108,equal_weight_batches,accuracy,0.536367869418717
Always RO-PDRF-Lite,108,worst_batch,accuracy,0.46864406779661016
Always RO-PDRF-Lite,108,B8-9_pooled,accuracy,0.572265625
Always RO-PDRF-Lite,108,B10,accuracy,0.46864406779661016
Always RO-PDRF-Lite,108,observation_weighted_overall,macro_auroc,0.8099446820662817
Always RO-PDRF-Lite,108,equal_weight_batches,macro_auroc,0.8681966106928062
Always RO-PDRF-Lite,108,worst_batch,macro_auroc,0.7964528698846121
Always RO-PDRF-Lite,108,B8-9_pooled,macro_auroc,0.8934552301726847
Always RO-PDRF-Lite,108,B10,macro_auroc,0.7964528698846121
Always RO-PDRF-Lite,108,observation_weighted_overall,utility_per_10000,62.674094707520894
Always RO-PDRF-Lite,108,equal_weight_batches,utility_per_10000,111.36039102140796
Always RO-PDRF-Lite,108,worst_batch,utility_per_10000,42.3728813559322
Always RO-PDRF-Lite,108,B8-9_pooled,utility_per_10000,156.25
Always RO-PDRF-Lite,108,B10,utility_per_10000,42.37288135593219
Always RO-PDRF-Lite,109,observation_weighted_overall,accuracy,0.49947771587743733
Always RO-PDRF-Lite,109,equal_weight_batches,accuracy,0.5324488129572875
Always RO-PDRF-Lite,109,worst_batch,accuracy,0.4864406779661017
Always RO-PDRF-Lite,109,B8-9_pooled,accuracy,0.5595703125
Always RO-PDRF-Lite,109,B10,accuracy,0.4864406779661017
Always RO-PDRF-Lite,109,observation_weighted_overall,macro_auroc,0.8250222954606412
Always RO-PDRF-Lite,109,equal_weight_batches,macro_auroc,0.8607455582393279
Always RO-PDRF-Lite,109,worst_batch,macro_auroc,0.8139938203906014
Always RO-PDRF-Lite,109,B8-9_pooled,macro_auroc,0.8721099574096035
Always RO-PDRF-Lite,109,B10,macro_auroc,0.8139938203906014
Always RO-PDRF-Lite,109,observation_weighted_overall,utility_per_10000,165.3899721448468
Always RO-PDRF-Lite,109,equal_weight_batches,utility_per_10000,294.2530633208599
Always RO-PDRF-Lite,109,worst_batch,utility_per_10000,116.52542372881356
Always RO-PDRF-Lite,109,B8-9_pooled,utility_per_10000,390.625
Always RO-PDRF-Lite,109,B10,utility_per_10000,116.52542372881356
Always RO-PDRF-Lite,110,observation_weighted_overall,accuracy,0.5106197771587744
Always RO-PDRF-Lite,110,equal_weight_batches,accuracy,0.5633263864196066
Always RO-PDRF-Lite,110,worst_batch,accuracy,0.4883474576271186
Always RO-PDRF-Lite,110,B8-9_pooled,accuracy,0.61328125
Always RO-PDRF-Lite,110,B10,accuracy,0.4883474576271186
Always RO-PDRF-Lite,110,observation_weighted_overall,macro_auroc,0.8026959762315292
Always RO-PDRF-Lite,110,equal_weight_batches,macro_auroc,0.86825460676114
Always RO-PDRF-Lite,110,worst_batch,macro_auroc,0.7839509890717942
Always RO-PDRF-Lite,110,B8-9_pooled,macro_auroc,0.9012201174394204
Always RO-PDRF-Lite,110,B10,macro_auroc,0.7839509890717943
Always RO-PDRF-Lite,110,observation_weighted_overall,utility_per_10000,142.75766016713092
Always RO-PDRF-Lite,110,equal_weight_batches,utility_per_10000,170.38658140353056
Always RO-PDRF-Lite,110,worst_batch,utility_per_10000,54.94505494505494
Always RO-PDRF-Lite,110,B8-9_pooled,utility_per_10000,234.375
Always RO-PDRF-Lite,110,B10,utility_per_10000,122.88135593220338
Frozen Lite-CF (ungated),101,observation_weighted_overall,accuracy,0.4860724233983287
Frozen Lite-CF (ungated),101,equal_weight_batches,accuracy,0.5162926056993854
Frozen Lite-CF (ungated),101,worst_batch,accuracy,0.47415254237288135
Frozen Lite-CF (ungated),101,B8-9_pooled,accuracy,0.541015625
Frozen Lite-CF (ungated),101,B10,accuracy,0.47415254237288135
Frozen Lite-CF (ungated),101,observation_weighted_overall,macro_auroc,0.8291507301637688
Frozen Lite-CF (ungated),101,equal_weight_batches,macro_auroc,0.8796179095205128
Frozen Lite-CF (ungated),101,worst_batch,macro_auroc,0.8185426053481114
Frozen Lite-CF (ungated),101,B8-9_pooled,macro_auroc,0.902023256213431
Frozen Lite-CF (ungated),101,B10,macro_auroc,0.8185426053481114
Frozen Lite-CF (ungated),101,observation_weighted_overall,utility_per_10000,3.4818941504178262
Frozen Lite-CF (ungated),101,equal_weight_batches,utility_per_10000,27.00359903749734
Frozen Lite-CF (ungated),101,worst_batch,utility_per_10000,-4.2372881355932215
Frozen Lite-CF (ungated),101,B8-9_pooled,utility_per_10000,39.0625
Frozen Lite-CF (ungated),101,B10,utility_per_10000,-4.2372881355932215
Frozen Lite-CF (ungated),102,observation_weighted_overall,accuracy,0.5094011142061281
Frozen Lite-CF (ungated),102,equal_weight_batches,accuracy,0.5308668026888367
Frozen Lite-CF (ungated),102,worst_batch,accuracy,0.48626373626373626
Frozen Lite-CF (ungated),102,B8-9_pooled,accuracy,0.5654296875
Frozen Lite-CF (ungated),102,B10,accuracy,0.4972457627118644
Frozen Lite-CF (ungated),102,observation_weighted_overall,macro_auroc,0.8237227770666732
Frozen Lite-CF (ungated),102,equal_weight_batches,macro_auroc,0.8553576366568979
Frozen Lite-CF (ungated),102,worst_batch,macro_auroc,0.8099262201371442
Frozen Lite-CF (ungated),102,B8-9_pooled,macro_auroc,0.8721956615871488
Frozen Lite-CF (ungated),102,B10,macro_auroc,0.8099262201371441
Frozen Lite-CF (ungated),102,observation_weighted_overall,utility_per_10000,10.44568245125348
Frozen Lite-CF (ungated),102,equal_weight_batches,utility_per_10000,21.377163326315866
Frozen Lite-CF (ungated),102,worst_batch,utility_per_10000,6.3559322033898304
Frozen Lite-CF (ungated),102,B8-9_pooled,utility_per_10000,29.296875
Frozen Lite-CF (ungated),102,B10,utility_per_10000,6.3559322033898304
Frozen Lite-CF (ungated),103,observation_weighted_overall,accuracy,0.46988161559888575
Frozen Lite-CF (ungated),103,equal_weight_batches,accuracy,0.4912268757607741
Frozen Lite-CF (ungated),103,worst_batch,accuracy,0.45329670329670335
Frozen Lite-CF (ungated),103,B8-9_pooled,accuracy,0.5234375
Frozen Lite-CF (ungated),103,B10,accuracy,0.45826271186440676
Frozen Lite-CF (ungated),103,observation_weighted_overall,macro_auroc,0.7995026517423804
Frozen Lite-CF (ungated),103,equal_weight_batches,macro_auroc,0.8393724341877498
Frozen Lite-CF (ungated),103,worst_batch,macro_auroc,0.786855947648405
Frozen Lite-CF (ungated),103,B8-9_pooled,macro_auroc,0.8514345726094542
Frozen Lite-CF (ungated),103,B10,macro_auroc,0.786855947648405
Frozen Lite-CF (ungated),103,observation_weighted_overall,utility_per_10000,0.0
Frozen Lite-CF (ungated),103,equal_weight_batches,utility_per_10000,0.0
Frozen Lite-CF (ungated),103,worst_batch,utility_per_10000,0.0
Frozen Lite-CF (ungated),103,B8-9_pooled,utility_per_10000,0.0
Frozen Lite-CF (ungated),103,B10,utility_per_10000,0.0
Frozen Lite-CF (ungated),104,observation_weighted_overall,accuracy,0.4895543175487465
Frozen Lite-CF (ungated),104,equal_weight_batches,accuracy,0.545539535793773
Frozen Lite-CF (ungated),104,worst_batch,accuracy,0.4682203389830508
Frozen Lite-CF (ungated),104,B8-9_pooled,accuracy,0.587890625
Frozen Lite-CF (ungated),104,B10,accuracy,0.4682203389830509
Frozen Lite-CF (ungated),104,observation_weighted_overall,macro_auroc,0.8092271375725835
Frozen Lite-CF (ungated),104,equal_weight_batches,macro_auroc,0.8604258353283919
Frozen Lite-CF (ungated),104,worst_batch,macro_auroc,0.7951825496754749
Frozen Lite-CF (ungated),104,B8-9_pooled,macro_auroc,0.8822286458234067
Frozen Lite-CF (ungated),104,B10,macro_auroc,0.7951825496754749
Frozen Lite-CF (ungated),104,observation_weighted_overall,utility_per_10000,-6.963788300835654
Frozen Lite-CF (ungated),104,equal_weight_batches,utility_per_10000,-19.727447693549387
Frozen Lite-CF (ungated),104,worst_batch,utility_per_10000,-54.94505494505494
Frozen Lite-CF (ungated),104,B8-9_pooled,utility_per_10000,-19.53125
Frozen Lite-CF (ungated),104,B10,utility_per_10000,-4.237288135593221
Frozen Lite-CF (ungated),105,observation_weighted_overall,accuracy,0.4899025069637883
Frozen Lite-CF (ungated),105,equal_weight_batches,accuracy,0.5340935665088208
Frozen Lite-CF (ungated),105,worst_batch,accuracy,0.47309322033898304
Frozen Lite-CF (ungated),105,B8-9_pooled,accuracy,0.5673828125
Frozen Lite-CF (ungated),105,B10,accuracy,0.47309322033898304
Frozen Lite-CF (ungated),105,observation_weighted_overall,macro_auroc,0.8247254711318701
Frozen Lite-CF (ungated),105,equal_weight_batches,macro_auroc,0.8564236585815236
Frozen Lite-CF (ungated),105,worst_batch,macro_auroc,0.8113133320112765
Frozen Lite-CF (ungated),105,B8-9_pooled,macro_auroc,0.8702913568168454
Frozen Lite-CF (ungated),105,B10,macro_auroc,0.8113133320112765
Frozen Lite-CF (ungated),105,observation_weighted_overall,utility_per_10000,22.63231197771588
Frozen Lite-CF (ungated),105,equal_weight_batches,utility_per_10000,35.00924687365366
Frozen Lite-CF (ungated),105,worst_batch,utility_per_10000,16.949152542372882
Frozen Lite-CF (ungated),105,B8-9_pooled,utility_per_10000,48.828125
Frozen Lite-CF (ungated),105,B10,utility_per_10000,16.949152542372882
Frozen Lite-CF (ungated),106,observation_weighted_overall,accuracy,0.5041782729805014
Frozen Lite-CF (ungated),106,equal_weight_batches,accuracy,0.5434859161554076
Frozen Lite-CF (ungated),106,worst_batch,accuracy,0.4913135593220339
Frozen Lite-CF (ungated),106,B8-9_pooled,accuracy,0.5634765625
Frozen Lite-CF (ungated),106,B10,accuracy,0.4913135593220339
Frozen Lite-CF (ungated),106,observation_weighted_overall,macro_auroc,0.8257920470973302
Frozen Lite-CF (ungated),106,equal_weight_batches,macro_auroc,0.8564361298527133
Frozen Lite-CF (ungated),106,worst_batch,macro_auroc,0.8150512150406442
Frozen Lite-CF (ungated),106,B8-9_pooled,macro_auroc,0.867219619348848
Frozen Lite-CF (ungated),106,B10,macro_auroc,0.8150512150406442
Frozen Lite-CF (ungated),106,observation_weighted_overall,utility_per_10000,36.559888579387184
Frozen Lite-CF (ungated),106,equal_weight_batches,utility_per_10000,40.65896438777795
Frozen Lite-CF (ungated),106,worst_batch,utility_per_10000,27.47252747252747
Frozen Lite-CF (ungated),106,B8-9_pooled,utility_per_10000,48.828125
Frozen Lite-CF (ungated),106,B10,utility_per_10000,33.898305084745765
Frozen Lite-CF (ungated),107,observation_weighted_overall,accuracy,0.47318941504178275
Frozen Lite-CF (ungated),107,equal_weight_batches,accuracy,0.4731380201719184
Frozen Lite-CF (ungated),107,worst_batch,accuracy,0.43956043956043955
Frozen Lite-CF (ungated),107,B8-9_pooled,accuracy,0.484375
Frozen Lite-CF (ungated),107,B10,accuracy,0.47076271186440677
Frozen Lite-CF (ungated),107,observation_weighted_overall,macro_auroc,0.8205342084457291
Frozen Lite-CF (ungated),107,equal_weight_batches,macro_auroc,0.8518972435326396
Frozen Lite-CF (ungated),107,worst_batch,macro_auroc,0.8094136585093397
Frozen Lite-CF (ungated),107,B8-9_pooled,macro_auroc,0.8626007750685927
Frozen Lite-CF (ungated),107,B10,macro_auroc,0.8094136585093397
Frozen Lite-CF (ungated),107,observation_weighted_overall,utility_per_10000,62.674094707520894
Frozen Lite-CF (ungated),107,equal_weight_batches,utility_per_10000,157.96115372386558
Frozen Lite-CF (ungated),107,worst_batch,utility_per_10000,29.661016949152543
Frozen Lite-CF (ungated),107,B8-9_pooled,utility_per_10000,214.84375
Frozen Lite-CF (ungated),107,B10,utility_per_10000,29.661016949152543
Frozen Lite-CF (ungated),108,observation_weighted_overall,accuracy,0.4806754874651811
Frozen Lite-CF (ungated),108,equal_weight_batches,accuracy,0.5251612088476495
Frozen Lite-CF (ungated),108,worst_batch,accuracy,0.4641949152542373
Frozen Lite-CF (ungated),108,B8-9_pooled,accuracy,0.556640625
Frozen Lite-CF (ungated),108,B10,accuracy,0.46419491525423734
Frozen Lite-CF (ungated),108,observation_weighted_overall,macro_auroc,0.8045919444291003
Frozen Lite-CF (ungated),108,equal_weight_batches,macro_auroc,0.8611810794910352
Frozen Lite-CF (ungated),108,worst_batch,macro_auroc,0.791266101021985
Frozen Lite-CF (ungated),108,B8-9_pooled,macro_auroc,0.8853822128687304
Frozen Lite-CF (ungated),108,B10,macro_auroc,0.791266101021985
Frozen Lite-CF (ungated),108,observation_weighted_overall,utility_per_10000,-1.7409470752089136
Frozen Lite-CF (ungated),108,equal_weight_batches,utility_per_10000,-0.7062146892655368
Frozen Lite-CF (ungated),108,worst_batch,utility_per_10000,-2.1186440677966103
Frozen Lite-CF (ungated),108,B8-9_pooled,utility_per_10000,0.0
Frozen Lite-CF (ungated),108,B10,utility_per_10000,-2.1186440677966103
Frozen Lite-CF (ungated),109,observation_weighted_overall,accuracy,0.4829387186629527
Frozen Lite-CF (ungated),109,equal_weight_batches,accuracy,0.5030235066252016
Frozen Lite-CF (ungated),109,worst_batch,accuracy,0.47478813559322036
Frozen Lite-CF (ungated),109,B8-9_pooled,accuracy,0.5205078125
Frozen Lite-CF (ungated),109,B10,accuracy,0.4747881355932203
Frozen Lite-CF (ungated),109,observation_weighted_overall,macro_auroc,0.8163511582439315
Frozen Lite-CF (ungated),109,equal_weight_batches,macro_auroc,0.8535204383696754
Frozen Lite-CF (ungated),109,worst_batch,macro_auroc,0.8054070160465694
Frozen Lite-CF (ungated),109,B8-9_pooled,macro_auroc,0.8625338111736269
Frozen Lite-CF (ungated),109,B10,macro_auroc,0.8054070160465694
Frozen Lite-CF (ungated),109,observation_weighted_overall,utility_per_10000,0.0
Frozen Lite-CF (ungated),109,equal_weight_batches,utility_per_10000,0.0
Frozen Lite-CF (ungated),109,worst_batch,utility_per_10000,0.0
Frozen Lite-CF (ungated),109,B8-9_pooled,utility_per_10000,0.0
Frozen Lite-CF (ungated),109,B10,utility_per_10000,0.0
Frozen Lite-CF (ungated),110,observation_weighted_overall,accuracy,0.4994777158774373
Frozen Lite-CF (ungated),110,equal_weight_batches,accuracy,0.5488622018283036
Frozen Lite-CF (ungated),110,worst_batch,accuracy,0.4792372881355932
Frozen Lite-CF (ungated),110,B8-9_pooled,accuracy,0.5927734375
Frozen Lite-CF (ungated),110,B10,accuracy,0.4792372881355932
Frozen Lite-CF (ungated),110,observation_weighted_overall,macro_auroc,0.7972198882245399
Frozen Lite-CF (ungated),110,equal_weight_batches,macro_auroc,0.8592900537106587
Frozen Lite-CF (ungated),110,worst_batch,macro_auroc,0.7787369036392698
Frozen Lite-CF (ungated),110,B8-9_pooled,macro_auroc,0.8912106383889185
Frozen Lite-CF (ungated),110,B10,macro_auroc,0.7787369036392698
Frozen Lite-CF (ungated),110,observation_weighted_overall,utility_per_10000,31.337047353760443
Frozen Lite-CF (ungated),110,equal_weight_batches,utility_per_10000,25.744735490498204
Frozen Lite-CF (ungated),110,worst_batch,utility_per_10000,0.0
Frozen Lite-CF (ungated),110,B8-9_pooled,utility_per_10000,29.296875
Frozen Lite-CF (ungated),110,B10,utility_per_10000,31.779661016949156
Prospective gate Lite-CF,101,observation_weighted_overall,accuracy,0.4860724233983287
Prospective gate Lite-CF,101,equal_weight_batches,accuracy,0.5162926056993854
Prospective gate Lite-CF,101,worst_batch,accuracy,0.47415254237288135
Prospective gate Lite-CF,101,B8-9_pooled,accuracy,0.541015625
Prospective gate Lite-CF,101,B10,accuracy,0.47415254237288135
Prospective gate Lite-CF,101,observation_weighted_overall,macro_auroc,0.8291507301637688
Prospective gate Lite-CF,101,equal_weight_batches,macro_auroc,0.8796179095205128
Prospective gate Lite-CF,101,worst_batch,macro_auroc,0.8185426053481114
Prospective gate Lite-CF,101,B8-9_pooled,macro_auroc,0.902023256213431
Prospective gate Lite-CF,101,B10,macro_auroc,0.8185426053481114
Prospective gate Lite-CF,101,observation_weighted_overall,utility_per_10000,3.4818941504178262
Prospective gate Lite-CF,101,equal_weight_batches,utility_per_10000,27.00359903749734
Prospective gate Lite-CF,101,worst_batch,utility_per_10000,-4.2372881355932215
Prospective gate Lite-CF,101,B8-9_pooled,utility_per_10000,39.0625
Prospective gate Lite-CF,101,B10,utility_per_10000,-4.2372881355932215
Prospective gate Lite-CF,102,observation_weighted_overall,accuracy,0.5094011142061281
Prospective gate Lite-CF,102,equal_weight_batches,accuracy,0.5308668026888367
Prospective gate Lite-CF,102,worst_batch,accuracy,0.48626373626373626
Prospective gate Lite-CF,102,B8-9_pooled,accuracy,0.5654296875
Prospective gate Lite-CF,102,B10,accuracy,0.4972457627118644
Prospective gate Lite-CF,102,observation_weighted_overall,macro_auroc,0.8237227770666732
Prospective gate Lite-CF,102,equal_weight_batches,macro_auroc,0.8553576366568979
Prospective gate Lite-CF,102,worst_batch,macro_auroc,0.8099262201371442
Prospective gate Lite-CF,102,B8-9_pooled,macro_auroc,0.8721956615871488
Prospective gate Lite-CF,102,B10,macro_auroc,0.8099262201371441
Prospective gate Lite-CF,102,observation_weighted_overall,utility_per_10000,10.44568245125348
Prospective gate Lite-CF,102,equal_weight_batches,utility_per_10000,21.377163326315866
Prospective gate Lite-CF,102,worst_batch,utility_per_10000,6.3559322033898304
Prospective gate Lite-CF,102,B8-9_pooled,utility_per_10000,29.296875
Prospective gate Lite-CF,102,B10,utility_per_10000,6.3559322033898304
Prospective gate Lite-CF,103,observation_weighted_overall,accuracy,0.46988161559888575
Prospective gate Lite-CF,103,equal_weight_batches,accuracy,0.4912268757607741
Prospective gate Lite-CF,103,worst_batch,accuracy,0.45329670329670335
Prospective gate Lite-CF,103,B8-9_pooled,accuracy,0.5234375
Prospective gate Lite-CF,103,B10,accuracy,0.45826271186440676
Prospective gate Lite-CF,103,observation_weighted_overall,macro_auroc,0.7920516172143531
Prospective gate Lite-CF,103,equal_weight_batches,macro_auroc,0.829727749804969
Prospective gate Lite-CF,103,worst_batch,macro_auroc,0.7809664908497018
Prospective gate Lite-CF,103,B8-9_pooled,macro_auroc,0.8394339974885855
Prospective gate Lite-CF,103,B10,macro_auroc,0.7809664908497018
Prospective gate Lite-CF,103,observation_weighted_overall,utility_per_10000,0.0
Prospective gate Lite-CF,103,equal_weight_batches,utility_per_10000,0.0
Prospective gate Lite-CF,103,worst_batch,utility_per_10000,0.0
Prospective gate Lite-CF,103,B8-9_pooled,utility_per_10000,0.0
Prospective gate Lite-CF,103,B10,utility_per_10000,0.0
Prospective gate Lite-CF,104,observation_weighted_overall,accuracy,0.4895543175487465
Prospective gate Lite-CF,104,equal_weight_batches,accuracy,0.545539535793773
Prospective gate Lite-CF,104,worst_batch,accuracy,0.4682203389830508
Prospective gate Lite-CF,104,B8-9_pooled,accuracy,0.587890625
Prospective gate Lite-CF,104,B10,accuracy,0.4682203389830509
Prospective gate Lite-CF,104,observation_weighted_overall,macro_auroc,0.8092271375725835
Prospective gate Lite-CF,104,equal_weight_batches,macro_auroc,0.8604258353283919
Prospective gate Lite-CF,104,worst_batch,macro_auroc,0.7951825496754749
Prospective gate Lite-CF,104,B8-9_pooled,macro_auroc,0.8822286458234067
Prospective gate Lite-CF,104,B10,macro_auroc,0.7951825496754749
Prospective gate Lite-CF,104,observation_weighted_overall,utility_per_10000,-6.963788300835654
Prospective gate Lite-CF,104,equal_weight_batches,utility_per_10000,-19.727447693549387
Prospective gate Lite-CF,104,worst_batch,utility_per_10000,-54.94505494505494
Prospective gate Lite-CF,104,B8-9_pooled,utility_per_10000,-19.53125
Prospective gate Lite-CF,104,B10,utility_per_10000,-4.237288135593221
Prospective gate Lite-CF,105,observation_weighted_overall,accuracy,0.48763927576601673
Prospective gate Lite-CF,105,equal_weight_batches,accuracy,0.5305926418214554
Prospective gate Lite-CF,105,worst_batch,accuracy,0.4713983050847458
Prospective gate Lite-CF,105,B8-9_pooled,accuracy,0.5625
Prospective gate Lite-CF,105,B10,accuracy,0.47139830508474573
Prospective gate Lite-CF,105,observation_weighted_overall,macro_auroc,0.8215752222776992
Prospective gate Lite-CF,105,equal_weight_batches,macro_auroc,0.8536800621619943
Prospective gate Lite-CF,105,worst_batch,macro_auroc,0.808091039579745
Prospective gate Lite-CF,105,B8-9_pooled,macro_auroc,0.8672288539051777
Prospective gate Lite-CF,105,B10,macro_auroc,0.808091039579745
Prospective gate Lite-CF,105,observation_weighted_overall,utility_per_10000,0.0
Prospective gate Lite-CF,105,equal_weight_batches,utility_per_10000,0.0
Prospective gate Lite-CF,105,worst_batch,utility_per_10000,0.0
Prospective gate Lite-CF,105,B8-9_pooled,utility_per_10000,0.0
Prospective gate Lite-CF,105,B10,utility_per_10000,0.0
Prospective gate Lite-CF,106,observation_weighted_overall,accuracy,0.5041782729805014
Prospective gate Lite-CF,106,equal_weight_batches,accuracy,0.5434859161554076
Prospective gate Lite-CF,106,worst_batch,accuracy,0.4913135593220339
Prospective gate Lite-CF,106,B8-9_pooled,accuracy,0.5634765625
Prospective gate Lite-CF,106,B10,accuracy,0.4913135593220339
Prospective gate Lite-CF,106,observation_weighted_overall,macro_auroc,0.8257920470973302
Prospective gate Lite-CF,106,equal_weight_batches,macro_auroc,0.8564361298527133
Prospective gate Lite-CF,106,worst_batch,macro_auroc,0.8150512150406442
Prospective gate Lite-CF,106,B8-9_pooled,macro_auroc,0.867219619348848
Prospective gate Lite-CF,106,B10,macro_auroc,0.8150512150406442
Prospective gate Lite-CF,106,observation_weighted_overall,utility_per_10000,36.559888579387184
Prospective gate Lite-CF,106,equal_weight_batches,utility_per_10000,40.65896438777795
Prospective gate Lite-CF,106,worst_batch,utility_per_10000,27.47252747252747
Prospective gate Lite-CF,106,B8-9_pooled,utility_per_10000,48.828125
Prospective gate Lite-CF,106,B10,utility_per_10000,33.898305084745765
Prospective gate Lite-CF,107,observation_weighted_overall,accuracy,0.46692200557103064
Prospective gate Lite-CF,107,equal_weight_batches,accuracy,0.4573419047995319
Prospective gate Lite-CF,107,worst_batch,accuracy,0.4148351648351648
Prospective gate Lite-CF,107,B8-9_pooled,accuracy,0.462890625
Prospective gate Lite-CF,107,B10,accuracy,0.4677966101694915
Prospective gate Lite-CF,107,observation_weighted_overall,macro_auroc,0.8121051037923077
Prospective gate Lite-CF,107,equal_weight_batches,macro_auroc,0.8409672379936296
Prospective gate Lite-CF,107,worst_batch,macro_auroc,0.8019091721480662
Prospective gate Lite-CF,107,B8-9_pooled,macro_auroc,0.8515892758631327
Prospective gate Lite-CF,107,B10,macro_auroc,0.8019091721480662
Prospective gate Lite-CF,107,observation_weighted_overall,utility_per_10000,0.0
Prospective gate Lite-CF,107,equal_weight_batches,utility_per_10000,0.0
Prospective gate Lite-CF,107,worst_batch,utility_per_10000,0.0
Prospective gate Lite-CF,107,B8-9_pooled,utility_per_10000,0.0
Prospective gate Lite-CF,107,B10,utility_per_10000,0.0
Prospective gate Lite-CF,108,observation_weighted_overall,accuracy,0.4808495821727019
Prospective gate Lite-CF,108,equal_weight_batches,accuracy,0.525231830316576
Prospective gate Lite-CF,108,worst_batch,accuracy,0.46440677966101696
Prospective gate Lite-CF,108,B8-9_pooled,accuracy,0.556640625
Prospective gate Lite-CF,108,B10,accuracy,0.46440677966101696
Prospective gate Lite-CF,108,observation_weighted_overall,macro_auroc,0.8045955631593164
Prospective gate Lite-CF,108,equal_weight_batches,macro_auroc,0.8611806117515722
Prospective gate Lite-CF,108,worst_batch,macro_auroc,0.7912646978035964
Prospective gate Lite-CF,108,B8-9_pooled,macro_auroc,0.8853822128687304
Prospective gate Lite-CF,108,B10,macro_auroc,0.7912646978035964
Prospective gate Lite-CF,108,observation_weighted_overall,utility_per_10000,0.0
Prospective gate Lite-CF,108,equal_weight_batches,utility_per_10000,0.0
Prospective gate Lite-CF,108,worst_batch,utility_per_10000,0.0
Prospective gate Lite-CF,108,B8-9_pooled,utility_per_10000,0.0
Prospective gate Lite-CF,108,B10,utility_per_10000,0.0
Prospective gate Lite-CF,109,observation_weighted_overall,accuracy,0.4829387186629527
Prospective gate Lite-CF,109,equal_weight_batches,accuracy,0.5030235066252016
Prospective gate Lite-CF,109,worst_batch,accuracy,0.47478813559322036
Prospective gate Lite-CF,109,B8-9_pooled,accuracy,0.5205078125
Prospective gate Lite-CF,109,B10,accuracy,0.4747881355932203
Prospective gate Lite-CF,109,observation_weighted_overall,macro_auroc,0.8163511582439315
Prospective gate Lite-CF,109,equal_weight_batches,macro_auroc,0.8535204383696754
Prospective gate Lite-CF,109,worst_batch,macro_auroc,0.8054070160465694
Prospective gate Lite-CF,109,B8-9_pooled,macro_auroc,0.8625338111736269
Prospective gate Lite-CF,109,B10,macro_auroc,0.8054070160465694
Prospective gate Lite-CF,109,observation_weighted_overall,utility_per_10000,0.0
Prospective gate Lite-CF,109,equal_weight_batches,utility_per_10000,0.0
Prospective gate Lite-CF,109,worst_batch,utility_per_10000,0.0
Prospective gate Lite-CF,109,B8-9_pooled,utility_per_10000,0.0
Prospective gate Lite-CF,109,B10,utility_per_10000,0.0
Prospective gate Lite-CF,110,observation_weighted_overall,accuracy,0.4994777158774373
Prospective gate Lite-CF,110,equal_weight_batches,accuracy,0.5488622018283036
Prospective gate Lite-CF,110,worst_batch,accuracy,0.4792372881355932
Prospective gate Lite-CF,110,B8-9_pooled,accuracy,0.5927734375
Prospective gate Lite-CF,110,B10,accuracy,0.4792372881355932
Prospective gate Lite-CF,110,observation_weighted_overall,macro_auroc,0.7972198882245399
Prospective gate Lite-CF,110,equal_weight_batches,macro_auroc,0.8592900537106587
Prospective gate Lite-CF,110,worst_batch,macro_auroc,0.7787369036392698
Prospective gate Lite-CF,110,B8-9_pooled,macro_auroc,0.8912106383889185
Prospective gate Lite-CF,110,B10,macro_auroc,0.7787369036392698
Prospective gate Lite-CF,110,observation_weighted_overall,utility_per_10000,31.337047353760443
Prospective gate Lite-CF,110,equal_weight_batches,utility_per_10000,25.744735490498204
Prospective gate Lite-CF,110,worst_batch,utility_per_10000,0.0
Prospective gate Lite-CF,110,B8-9_pooled,utility_per_10000,29.296875
Prospective gate Lite-CF,110,B10,utility_per_10000,31.779661016949156
