seed,fraction,repeat,calibration_groups,calibration_rows,informative_rows,threshold,n,correction_opportunities,corrections_retained,recovery_retention,harm_opportunities,harms_realized,negative_transfer_prevention,recovery_selection_rate,selected_accuracy,net_correct_change_per_10000,accuracy,macro_auroc,macro_auprc,nll,brier,ece15_equal_width,ece15_equal_mass,classwise_ece15
106,0.25,5,173,475,23,0.6,5744,86,18,0.20930232558139536,67,3,0.9552238805970149,0.8152855153203342,0.503133704735376,26.114206128133706,0.503133704735376,0.8237344977502804,0.5735029127189425,2.483287341581463,0.7781679323851374,0.3292267218703707,0.32920707426306767,0.12177177951984715
106,0.25,6,173,503,20,0.9,5744,86,0,0.0,67,0,1.0,0.0,0.5005222841225627,0.0,0.5005222841225627,0.8197982663352303,0.5643543221531506,2.8294167220456257,0.807924821038037,0.35018556292837266,0.35016591532106955,0.12643650859839642
106,0.25,7,173,475,27,0.6,5744,86,20,0.23255813953488372,67,4,0.9402985074626866,0.8441852367688022,0.5033077994428969,27.855153203342617,0.5033077994428969,0.8238821270834745,0.5737898168571367,2.4771129066250355,0.7764145994650217,0.32744628433915696,0.32742663673185385,0.12153210180123734
106,0.25,8,173,451,28,0.55,5744,86,44,0.5116279069767442,67,12,0.8208955223880597,0.8823119777158774,0.5060933147632312,55.710306406685234,0.5060933147632312,0.8239872829777974,0.5741513568809887,2.4683390684479956,0.7748132704960604,0.32393762726961817,0.3239179796623151,0.12123205900181407
106,0.5,1,346,926,51,0.625,5744,86,15,0.1744186046511628,67,4,0.9402985074626866,0.8408774373259053,0.5024373259052924,19.15041782729805,0.5024373259052924,0.8238479375539209,0.5736739231466985,2.4763011978324037,0.7756409654760997,0.3264512165596265,0.32643156895232345,0.12136427494579023
106,0.5,2,346,950,48,0.625,5744,86,34,0.3953488372093023,67,7,0.8955223880597015,0.8568941504178273,0.5052228412256268,47.00557103064067,0.5052228412256268,0.8241058530556442,0.5740978092319903,2.4731198271457964,0.7759815035181468,0.327094993791506,0.3270753461842028,0.12141301740311332
106,0.5,3,346,960,47,0.7,5744,86,10,0.11627906976744186,67,2,0.9701492537313433,0.8091922005571031,0.5019150417827298,13.927576601671309,0.5019150417827298,0.8236683445897639,0.573421231856783,2.4847986460345295,0.7763996418567471,0.32765587376706584,0.3276362261597628,0.12136245876361869
106,0.5,4,346,919,44,0.6,5744,86,23,0.26744186046511625,67,5,0.9253731343283582,0.8454038997214485,0.5036559888579387,31.337047353760447,0.5036559888579387,0.8239105518826699,0.573899784234963,2.4754559744676783,0.7754923895196303,0.3260803553879406,0.3260607077806375,0.1213781423097431
106,0.5,5,346,929,50,0.6,5744,86,41,0.47674418604651164,67,15,0.7761194029850746,0.8720403899721448,0.5050487465181058,45.26462395543175,0.5050487465181058,0.8237584394689428,0.5738015818359298,2.467327660418896,0.7739580484862195,0.3219491587152152,0.32192951110791207,0.1209045274223466
106,0.5,6,346,927,42,0.625,5744,86,15,0.1744186046511628,67,3,0.9552238805970149,0.804491643454039,0.5026114206128134,20.891364902506965,0.5026114206128134,0.8235058320275964,0.5732573701075198,2.495531380747069,0.7815275678007451,0.33370915231189324,0.3336895047045902,0.12226458689271762
106,0.5,7,346,929,39,0.6,5744,86,12,0.13953488372093023,67,3,0.9552238805970149,0.8126740947075209,0.5020891364902507,15.668523676880223,0.5020891364902507,0.8237724149550051,0.5735367891315112,2.4835533717009164,0.7763033373597964,0.32754053330319366,0.3275208856958906,0.12141820228268478
106,0.5,8,346,941,43,0.65,5744,86,23,0.26744186046511625,67,10,0.8507462686567164,0.8447075208913649,0.5027855153203342,22.632311977715876,0.5027855153203342,0.8234542957529415,0.5732833591080525,2.4772103490716404,0.7744212564344705,0.3235739519878739,0.3235543043805708,0.12082923128372913
106,0.5,9,346,934,53,0.65,5744,86,25,0.29069767441860467,67,5,0.9253731343283582,0.8408774373259053,0.5040041782729805,34.81894150417827,0.5040041782729805,0.8239662341517705,0.57389360541971,2.4751690798790276,0.775080937933558,0.32492155652593707,0.32490190891863396,0.12114430334304865
106,0.5,10,346,942,45,0.6,5744,86,29,0.3372093023255814,67,6,0.9104477611940298,0.8532381615598886,0.5045264623955432,40.041782729805014,0.5045264623955432,0.8240099728575005,0.573990155632821,2.4725992818764864,0.7748045590345803,0.32464453928427156,0.32462489167696845,0.12124758979955409
106,0.75,1,520,1408,69,0.6,5744,86,39,0.45348837209302323,67,15,0.7761194029850746,0.8783077994428969,0.504700557103064,41.78272980501393,0.504700557103064,0.8237102751063535,0.5738307000598127,2.466572079644107,0.7737793137331596,0.32264679406090685,0.32262714645360374,0.12069793425585261
106,0.75,2,520,1393,70,0.625,5744,86,40,0.46511627906976744,67,12,0.8208955223880597,0.8777855153203342,0.5053969359331476,48.74651810584958,0.5053969359331476,0.8239598587232001,0.5741548931480893,2.467187946165125,0.774033640878659,0.32371502439299893,0.3236953767856959,0.12100052545128288
106,0.75,3,520,1421,69,0.65,5744,86,32,0.37209302325581395,67,10,0.8507462686567164,0.8628133704735376,0.5043523676880223,38.3008356545961,0.5043523676880223,0.8237492858403952,0.5737241505951672,2.4712192391119485,0.7741338090645561,0.32287115914985415,0.32285151154255104,0.12094361455698055
106,0.75,4,520,1425,66,0.625,5744,86,36,0.4186046511627907,67,10,0.8507462686567164,0.8678621169916435,0.5050487465181058,45.26462395543175,0.5050487465181058,0.8238773066403767,0.5738980426825939,2.4685064499915548,0.7738257021828961,0.32279094398013936,0.32277129637283625,0.12093169991217334
106,0.75,5,520,1415,68,0.675,5744,86,17,0.19767441860465115,67,4,0.9402985074626866,0.8370473537604457,0.5027855153203342,22.632311977715876,0.5027855153203342,0.823884385763511,0.5738066979769363,2.4760092946893857,0.7753186411395241,0.3261936048215497,0.32617395721424663,0.12121713873822133
106,0.75,6,520,1390,71,0.675,5744,86,21,0.2441860465116279,67,9,0.8656716417910448,0.8448816155988857,0.5026114206128134,20.891364902506965,0.5026114206128134,0.8235156793200008,0.5733987721847412,2.476922054870403,0.7746482680753841,0.32401451562215855,0.3239948680148555,0.12084921543079818
106,0.75,7,520,1409,71,0.65,5744,86,29,0.3372093023255814,67,6,0.9104477611940298,0.8527158774373259,0.5045264623955432,40.041782729805014,0.5045264623955432,0.8240959401827549,0.5740688257053242,2.471771144442886,0.7748231087402687,0.32506391044933386,0.32504426284203075,0.12122202365304642
