seed,fault_type,method,class,n,auroc,auprc,recall
105,gaussian,PDRF,5,266,0.867286806760491,0.7451249626501721,0.650375939849624
105,gaussian,PDRF,6,237,0.6894810372919767,0.2802097870196987,0.2320675105485232
105,gaussian,RO-PDRF-Lite,1,230,0.7635049390727522,0.5186919205701607,0.6304347826086957
105,gaussian,RO-PDRF-Lite,2,220,0.8451592404306222,0.6271271163432256,0.5
105,gaussian,RO-PDRF-Lite,3,230,0.9126721465138078,0.767838609636705,0.7
105,gaussian,RO-PDRF-Lite,4,253,0.7143224668308281,0.29357303412370456,0.15810276679841898
105,gaussian,RO-PDRF-Lite,5,266,0.863948332369385,0.7467570144493383,0.6578947368421053
105,gaussian,RO-PDRF-Lite,6,237,0.7074918268740125,0.29393413990408657,0.270042194092827
105,gaussian,Lite-CF,1,230,0.7641070012257553,0.5164638652412089,0.6347826086956522
105,gaussian,Lite-CF,2,220,0.8404231459330145,0.6192895648441041,0.45
105,gaussian,Lite-CF,3,230,0.90958252217175,0.7573970565155634,0.7043478260869566
105,gaussian,Lite-CF,4,253,0.7125149098393244,0.29083405707443055,0.1541501976284585
105,gaussian,Lite-CF,5,266,0.8637844611528821,0.745130125280517,0.6578947368421053
105,gaussian,Lite-CF,6,237,0.6970224835745681,0.2871079484538941,0.24050632911392406
105,offset,PDRF,1,230,0.7381354099069867,0.5114356167571898,0.591304347826087
105,offset,PDRF,2,220,0.9050613038277512,0.7197176592954395,0.4090909090909091
105,offset,PDRF,3,230,0.9228242843752253,0.8246421882731093,0.5130434782608696
105,offset,PDRF,4,253,0.7521876117193843,0.32990207615042133,0.09090909090909091
105,offset,PDRF,5,266,0.8796831823147613,0.7722019947879669,0.6353383458646616
105,offset,PDRF,6,237,0.8091236367859291,0.4097628370500466,0.7637130801687764
105,offset,RO-PDRF-Lite,1,230,0.7404787655923282,0.520694657244626,0.6
105,offset,RO-PDRF-Lite,2,220,0.9046052631578947,0.7195800335921937,0.5045454545454545
105,offset,RO-PDRF-Lite,3,230,0.9275398370466509,0.8313555348504508,0.5347826086956522
105,offset,RO-PDRF-Lite,4,253,0.7567315627516297,0.33612146548405497,0.07114624505928854
105,offset,RO-PDRF-Lite,5,266,0.8766660240344449,0.7707490548927811,0.6541353383458647
105,offset,RO-PDRF-Lite,6,237,0.8031728268634551,0.4054009479230163,0.6962025316455697
105,offset,Lite-CF,1,230,0.7411889826231162,0.5193569337126916,0.591304347826087
105,offset,Lite-CF,2,220,0.9065154007177033,0.7193313691078389,0.42727272727272725
105,offset,Lite-CF,3,230,0.9273920253803447,0.830718656567719,0.5130434782608696
105,offset,Lite-CF,4,253,0.7572394161022924,0.3314782765701459,0.09090909090909091
105,offset,Lite-CF,5,266,0.8787834972045498,0.7736954676905136,0.6428571428571429
105,offset,Lite-CF,6,237,0.8074555800720009,0.41416511124503574,0.7637130801687764
105,stuck_at,PDRF,1,230,0.744943759463552,0.5407965468849616,0.691304347826087
105,stuck_at,PDRF,2,220,0.8942434210526314,0.7053543477146573,0.4
105,stuck_at,PDRF,3,230,0.915408464921768,0.8151632090105273,0.5173913043478261
105,stuck_at,PDRF,4,253,0.7316663269840528,0.31872487138235783,0.09881422924901186
105,stuck_at,PDRF,5,266,0.8714317845896794,0.7735966437802445,0.6240601503759399
105,stuck_at,PDRF,6,237,0.7346153440103039,0.2777600286880041,0.4008438818565401
105,stuck_at,RO-PDRF-Lite,1,230,0.7449942317398514,0.5316777432426822,0.6739130434782609
105,stuck_at,RO-PDRF-Lite,2,220,0.896247009569378,0.7041337755516894,0.5
105,stuck_at,RO-PDRF-Lite,3,230,0.920545821616555,0.8222003019245263,0.5260869565217391
105,stuck_at,RO-PDRF-Lite,4,253,0.7419470161945079,0.33027841525891477,0.08695652173913043
105,stuck_at,RO-PDRF-Lite,5,266,0.8673125120493541,0.7710667255160424,0.6428571428571429
105,stuck_at,RO-PDRF-Lite,6,237,0.7435925859453905,0.3039857575673198,0.45147679324894513
105,stuck_at,Lite-CF,1,230,0.7463677986877209,0.5311292304197399,0.691304347826087
105,stuck_at,Lite-CF,2,220,0.8966469796650716,0.7048690364008936,0.40454545454545454
105,stuck_at,Lite-CF,3,230,0.919853630398731,0.8212449164281502,0.5173913043478261
105,stuck_at,Lite-CF,4,253,0.7400158370058036,0.3244786340497423,0.09881422924901186
105,stuck_at,Lite-CF,5,266,0.8696838249469829,0.7734773871331054,0.6240601503759399
105,stuck_at,Lite-CF,6,237,0.740154418414783,0.29939514062221173,0.4008438818565401
106,drift,PDRF,1,230,0.7874107722258274,0.5981258784645547,0.5391304347826087
106,drift,PDRF,2,220,0.9039548444976077,0.7450671001790173,0.5272727272727272
106,drift,PDRF,3,230,0.9128992717571562,0.8166558082819473,0.5565217391304348
106,drift,PDRF,4,253,0.7845899919478514,0.36326690955766594,0.11067193675889328
106,drift,PDRF,5,266,0.8476126212968318,0.7322439840751628,0.5977443609022557
106,drift,PDRF,6,237,0.826405971220743,0.44640032604036745,0.8270042194092827
106,drift,RO-PDRF-Lite,1,230,0.7708378397865744,0.6033850091524808,0.5521739130434783
106,drift,RO-PDRF-Lite,2,220,0.9025792464114832,0.7477831138115717,0.5863636363636363
106,drift,RO-PDRF-Lite,3,230,0.9147451150046868,0.8162458842534949,0.5565217391304348
106,drift,RO-PDRF-Lite,4,253,0.7966114153405123,0.37661918755030577,0.10276679841897234
106,drift,RO-PDRF-Lite,5,266,0.8497622260780155,0.7366149267869369,0.6015037593984962
106,drift,RO-PDRF-Lite,6,237,0.8180956000605286,0.44642153485104497,0.7890295358649789
106,drift,Lite-CF,1,230,0.7731163025452448,0.6035049695692333,0.5391304347826087
106,drift,Lite-CF,2,220,0.9031362141148325,0.750325788334293,0.5590909090909091
106,drift,Lite-CF,3,230,0.9147126685413514,0.8158156022315225,0.5565217391304348
106,drift,Lite-CF,4,253,0.7953417819638556,0.3740307580150875,0.11067193675889328
106,drift,Lite-CF,5,266,0.8498778998779,0.7377243573777432,0.5977443609022557
106,drift,Lite-CF,6,237,0.8235748496461538,0.45018767032489165,0.8227848101265823
106,gaussian,PDRF,1,230,0.7787241329583964,0.4665282874287583,0.6260869565217392
106,gaussian,PDRF,2,220,0.8311789772727274,0.582330352590144,0.4727272727272727
106,gaussian,PDRF,3,230,0.8671191145720671,0.6860055115650435,0.6608695652173913
106,gaussian,PDRF,4,253,0.7238413760152891,0.3079993116102359,0.12648221343873517
106,gaussian,PDRF,5,266,0.836178587494377,0.7168283995657881,0.6353383458646616
106,gaussian,PDRF,6,237,0.6997251577439709,0.28299232031270394,0.2911392405063291
106,gaussian,RO-PDRF-Lite,1,230,0.775493907275218,0.488483007734224,0.6130434782608696
106,gaussian,RO-PDRF-Lite,2,220,0.8406698564593302,0.5930290481382796,0.5136363636363637
106,gaussian,RO-PDRF-Lite,3,230,0.8748612012401762,0.7026793606283938,0.6521739130434783
106,gaussian,RO-PDRF-Lite,4,253,0.7399089205109273,0.31801572942094847,0.12648221343873517
106,gaussian,RO-PDRF-Lite,5,266,0.8386848531585374,0.721918350270924,0.6541353383458647
106,gaussian,RO-PDRF-Lite,6,237,0.7171588137794154,0.2970753094111286,0.35864978902953587
106,gaussian,Lite-CF,1,230,0.7787926310476603,0.49005442743981154,0.6260869565217392
106,gaussian,Lite-CF,2,220,0.8399596291866027,0.592053852070242,0.4863636363636364
106,gaussian,Lite-CF,3,230,0.8734804239671209,0.7013094016139182,0.6739130434782609
106,gaussian,Lite-CF,4,253,0.7380846578170993,0.31418705343567815,0.12648221343873517
106,gaussian,Lite-CF,5,266,0.8386430820641347,0.7210429396068956,0.650375939849624
106,gaussian,Lite-CF,6,237,0.7126437995094366,0.2928114418600018,0.3080168776371308
106,offset,PDRF,1,230,0.7831711010166558,0.5647348251386411,0.5478260869565217
106,offset,PDRF,2,220,0.8905764055023924,0.6950971017782189,0.4863636363636364
106,offset,PDRF,3,230,0.9124630470834235,0.8145159516151529,0.5260869565217391
106,offset,PDRF,4,253,0.7746668047671393,0.357375007598957,0.1067193675889328
106,offset,PDRF,5,266,0.8458228905597327,0.7326030834144708,0.5864661654135338
106,offset,PDRF,6,237,0.8111576806269641,0.40624355054334427,0.810126582278481
106,offset,RO-PDRF-Lite,1,230,0.7627045929771432,0.5684943766228554,0.5608695652173913
106,offset,RO-PDRF-Lite,2,220,0.8892494019138756,0.6996421061856299,0.5363636363636364
106,offset,RO-PDRF-Lite,3,230,0.9148785060206215,0.8137801778364736,0.5347826086956522
106,offset,RO-PDRF-Lite,4,253,0.7882919755829454,0.3746707323227243,0.11067193675889328
106,offset,RO-PDRF-Lite,5,266,0.8481331533963113,0.7356194880944787,0.5977443609022557
106,offset,RO-PDRF-Lite,6,237,0.8042531927098179,0.4063720338554344,0.7763713080168776
106,offset,Lite-CF,1,230,0.7657689811810513,0.5691969372507654,0.5478260869565217
106,offset,Lite-CF,2,220,0.8895559210526315,0.7005219405687956,0.4954545454545455
106,offset,Lite-CF,3,230,0.9144134400461461,0.8127578231415611,0.5260869565217391
106,offset,Lite-CF,4,253,0.7867082750025896,0.37079103080385123,0.1067193675889328
106,offset,Lite-CF,5,266,0.8489010989010989,0.7366976422437275,0.5864661654135338
106,offset,Lite-CF,6,237,0.8085605796673035,0.4093190172921989,0.8059071729957806
106,stuck_at,PDRF,1,230,0.7948608407239166,0.6226144804065256,0.6521739130434783
106,stuck_at,PDRF,2,220,0.8880121112440191,0.7096605661084253,0.5227272727272727
106,stuck_at,PDRF,3,230,0.9199149181628091,0.8265424349065034,0.5695652173913044
106,stuck_at,PDRF,4,253,0.7726220268026288,0.3485951643851017,0.11857707509881422
106,stuck_at,PDRF,5,266,0.8385739991003149,0.7384350693736458,0.575187969924812
106,stuck_at,PDRF,6,237,0.7532085457994179,0.3083689770741469,0.6160337552742616
106,stuck_at,RO-PDRF-Lite,1,230,0.7766691902804816,0.6166728496348305,0.6478260869565218
106,stuck_at,RO-PDRF-Lite,2,220,0.8870962918660287,0.7128869045513377,0.5636363636363636
106,stuck_at,RO-PDRF-Lite,3,230,0.9197635013339102,0.8257860504190696,0.5565217391304348
106,stuck_at,RO-PDRF-Lite,4,253,0.7822645581842906,0.3601579886268746,0.11857707509881422
106,stuck_at,RO-PDRF-Lite,5,266,0.8386350491613649,0.7377776074199062,0.5977443609022557
106,stuck_at,RO-PDRF-Lite,6,237,0.7543258622691906,0.3208885106752732,0.5485232067510548
106,stuck_at,Lite-CF,1,230,0.7830106712812748,0.6203490147605163,0.6521739130434783
106,stuck_at,Lite-CF,2,220,0.8874102870813396,0.7143742188130331,0.5227272727272727
106,stuck_at,Lite-CF,3,230,0.9173011752830051,0.8226002412067596,0.5695652173913044
106,stuck_at,Lite-CF,4,253,0.7792308026421739,0.3551271404370524,0.11857707509881422
106,stuck_at,Lite-CF,5,266,0.8390238416554205,0.7380684572956947,0.575187969924812
106,stuck_at,Lite-CF,6,237,0.7574860203474767,0.3233105608841718,0.6160337552742616
107,drift,PDRF,1,230,0.8362426995457496,0.5347010258423622,0.5347826086956522
107,drift,PDRF,2,220,0.8990430622009571,0.7685619134468605,0.45
107,drift,PDRF,3,230,0.8908897541279113,0.8001643771411591,0.4782608695652174
107,drift,PDRF,4,253,0.7183919759170596,0.2908443291251456,0.07509881422924901
107,drift,PDRF,5,266,0.8447464815885869,0.7060107205913926,0.5789473684210527
107,drift,PDRF,6,237,0.8469188458736712,0.4787348582782256,0.9493670886075949
107,drift,RO-PDRF-Lite,1,230,0.8292342634652824,0.5654056202323392,0.5478260869565217
107,drift,RO-PDRF-Lite,2,220,0.9029081937799043,0.795105194681483,0.5
107,drift,RO-PDRF-Lite,3,230,0.8927824644891484,0.8047138991589399,0.5
107,drift,RO-PDRF-Lite,4,253,0.7391872341705118,0.30921363169907795,0.06719367588932806
107,drift,RO-PDRF-Lite,5,266,0.8480335454019664,0.7054698089255206,0.6240601503759399
107,drift,RO-PDRF-Lite,6,237,0.8496602302199794,0.5154528529948784,0.919831223628692
107,drift,Lite-CF,1,230,0.8348691325978802,0.566016258660745,0.5434782608695652
107,drift,Lite-CF,2,220,0.9012372906698564,0.7839375562082831,0.45
107,drift,Lite-CF,3,230,0.8940442713966401,0.8060128998397564,0.4826086956521739
107,drift,Lite-CF,4,253,0.7293509166418866,0.2972307016626975,0.07509881422924901
107,drift,Lite-CF,5,266,0.8494826810616285,0.7086372802680185,0.5864661654135338
107,drift,Lite-CF,6,237,0.8512156755101825,0.516400901000069,0.9493670886075949
107,gaussian,PDRF,1,230,0.7813252577691254,0.43200636330998565,0.6565217391304348
107,gaussian,PDRF,2,220,0.819662081339713,0.5883972780584961,0.5181818181818182
107,gaussian,PDRF,3,230,0.8618393539548634,0.7049394602840046,0.5869565217391305
107,gaussian,PDRF,4,253,0.6774429583794133,0.2670687425607954,0.1422924901185771
107,gaussian,PDRF,5,266,0.8348740440845703,0.6730475154372355,0.6165413533834586
107,gaussian,PDRF,6,237,0.6888159260706004,0.27962381645259204,0.24050632911392406
107,gaussian,RO-PDRF-Lite,1,230,0.7944696805825943,0.4767432045806194,0.6652173913043479
107,gaussian,RO-PDRF-Lite,2,220,0.8376607356459328,0.6122393062398699,0.5363636363636364
107,gaussian,RO-PDRF-Lite,3,230,0.8730441992933882,0.7310528536650046,0.6304347826086957
107,gaussian,RO-PDRF-Lite,4,253,0.7014189823554373,0.290172558066942,0.15810276679841898
107,gaussian,RO-PDRF-Lite,5,266,0.8368854829381145,0.6861125579864246,0.6353383458646616
107,gaussian,RO-PDRF-Lite,6,237,0.7204421406024009,0.3114416666069397,0.31223628691983124
107,gaussian,Lite-CF,1,230,0.7896315523830125,0.47239952368816945,0.6521739130434783
107,gaussian,Lite-CF,2,220,0.836427183014354,0.604631128384055,0.5181818181818182
107,gaussian,Lite-CF,3,230,0.8712091715336361,0.7220330245281452,0.5956521739130435
107,gaussian,Lite-CF,4,253,0.6958626657623312,0.2829791956043846,0.15810276679841898
107,gaussian,Lite-CF,5,266,0.8357223186170555,0.683194004039454,0.6240601503759399
107,gaussian,Lite-CF,6,237,0.7143188944373475,0.3028081643759176,0.2616033755274262
107,offset,PDRF,1,230,0.842486841156536,0.5226524379874498,0.5782608695652174
107,offset,PDRF,2,220,0.8831863038277512,0.7195565788941585,0.32727272727272727
107,offset,PDRF,3,230,0.8884130074266349,0.7885291152438647,0.3739130434782609
107,offset,PDRF,4,253,0.7054250097728358,0.2767840465789675,0.06324110671936758
107,offset,PDRF,5,266,0.840871409292462,0.6992492066136184,0.5225563909774437
107,offset,PDRF,6,237,0.7991522471257695,0.36403996021674057,0.9367088607594937
107,offset,RO-PDRF-Lite,1,230,0.8338128199581801,0.5592436092823818,0.5608695652173913
107,offset,RO-PDRF-Lite,2,220,0.8875448564593301,0.7441454061718514,0.38636363636363635
107,offset,RO-PDRF-Lite,3,230,0.890785204412719,0.7943333265401553,0.4
107,offset,RO-PDRF-Lite,4,253,0.7290000968930734,0.29947346625472365,0.05138339920948617
107,offset,RO-PDRF-Lite,5,266,0.8431961313540259,0.6983363607538481,0.5864661654135338
107,offset,RO-PDRF-Lite,6,237,0.8144022972730439,0.41728755327816164,0.8987341772151899
107,offset,Lite-CF,1,230,0.8420938784339173,0.5617948122817374,0.5782608695652174
107,offset,Lite-CF,2,220,0.8877654007177033,0.7392020116245854,0.32727272727272727
107,offset,Lite-CF,3,230,0.8928653832287837,0.7956656125060823,0.3826086956521739
107,offset,Lite-CF,4,253,0.7173027641255065,0.28449435935550627,0.06324110671936758
107,offset,Lite-CF,5,266,0.8447288092024935,0.6993942455234173,0.5375939849624061
107,offset,Lite-CF,6,237,0.8165735862867439,0.4184978458375785,0.9367088607594937
107,stuck_at,PDRF,1,230,0.8143359290504002,0.5532360830210494,0.7608695652173914
107,stuck_at,PDRF,2,220,0.8806145334928229,0.7329039201765166,0.36363636363636365
107,stuck_at,PDRF,3,230,0.886102098204629,0.7858258783976051,0.41739130434782606
107,stuck_at,PDRF,4,253,0.681151624295437,0.2675601035842249,0.1067193675889328
107,stuck_at,PDRF,5,266,0.8472366814472079,0.7274562272725658,0.5338345864661654
107,stuck_at,PDRF,6,237,0.7211829126240926,0.2508613841058804,0.45147679324894513
107,stuck_at,RO-PDRF-Lite,1,230,0.81479378469969,0.5576096802031134,0.7217391304347827
107,stuck_at,RO-PDRF-Lite,2,220,0.8837656997607656,0.7527084506938745,0.4409090909090909
107,stuck_at,RO-PDRF-Lite,3,230,0.8929122503424904,0.7983107748206052,0.5565217391304348
107,stuck_at,RO-PDRF-Lite,4,253,0.7188096184751703,0.2959734619150317,0.07905138339920949
107,stuck_at,RO-PDRF-Lite,5,266,0.8461217145427672,0.724229976895633,0.5939849624060151
107,stuck_at,RO-PDRF-Lite,6,237,0.7583763544163034,0.3180219408630693,0.540084388185654
107,stuck_at,Lite-CF,1,230,0.8205332035474799,0.5597018048737997,0.7608695652173914
107,stuck_at,Lite-CF,2,220,0.8838703648325359,0.7504980287774916,0.38181818181818183
107,stuck_at,Lite-CF,3,230,0.8945489941596367,0.7996616106826115,0.45217391304347826
107,stuck_at,Lite-CF,4,253,0.7044126442119754,0.27861872959411216,0.09881422924901186
107,stuck_at,Lite-CF,5,266,0.8485572906625538,0.7297178087798609,0.5451127819548872
107,stuck_at,Lite-CF,6,237,0.7361637510865243,0.29388777456072507,0.45147679324894513
108,drift,PDRF,1,230,0.752264042108299,0.4838568758750387,0.5521739130434783
108,drift,PDRF,2,220,0.918495813397129,0.7626946570326858,0.5363636363636364
108,drift,PDRF,3,230,0.8663638330088687,0.6296867343458016,0.46956521739130436
108,drift,PDRF,4,253,0.6949137818703036,0.31260099432704974,0.05533596837944664
108,drift,PDRF,5,266,0.8663003663003663,0.7897423775558634,0.650375939849624
108,drift,PDRF,6,237,0.7967733307995762,0.4114338732953052,0.70042194092827
108,drift,RO-PDRF-Lite,1,230,0.7589480135554114,0.48335969865325146,0.5521739130434783
108,drift,RO-PDRF-Lite,2,220,0.9150755083732056,0.7485546836936565,0.5636363636363636
108,drift,RO-PDRF-Lite,3,230,0.8582125603864734,0.6105312251265242,0.4434782608695652
108,drift,RO-PDRF-Lite,4,253,0.7093107561334986,0.32910667316033415,0.05533596837944664
108,drift,RO-PDRF-Lite,5,266,0.8728230833493991,0.7903542046053237,0.6616541353383458
108,drift,RO-PDRF-Lite,6,237,0.7989674940087202,0.42241030856769796,0.7130801687763713
108,drift,Lite-CF,1,230,0.7521198356045857,0.4837555742641215,0.5521739130434783
108,drift,Lite-CF,2,220,0.9181294856459331,0.7614883064769784,0.5363636363636364
108,drift,Lite-CF,3,230,0.8664070949599827,0.6300711790901656,0.46956521739130436
108,drift,Lite-CF,4,253,0.6949137818703036,0.31260099432704974,0.05533596837944664
108,drift,Lite-CF,5,266,0.8671197223828804,0.7900413859419182,0.650375939849624
108,drift,Lite-CF,6,237,0.7967733307995762,0.4114338732953052,0.70042194092827
108,gaussian,PDRF,1,230,0.737266565722114,0.36477995021282333,0.5130434782608696
108,gaussian,PDRF,2,220,0.8623018839712918,0.6422160047876397,0.5454545454545454
108,gaussian,PDRF,3,230,0.852730910664071,0.6004226977902443,0.5869565217391305
108,gaussian,PDRF,4,253,0.7014256646363669,0.2884546519411033,0.14624505928853754
108,gaussian,PDRF,5,266,0.8605006105006106,0.7878439316304073,0.706766917293233
108,gaussian,PDRF,6,237,0.7469093442847943,0.32746881915631565,0.47257383966244726
108,gaussian,RO-PDRF-Lite,1,230,0.7465787006994016,0.3938258848392112,0.5130434782608696
108,gaussian,RO-PDRF-Lite,2,220,0.8699686004784689,0.6592025367472616,0.5863636363636363
108,gaussian,RO-PDRF-Lite,3,230,0.8505047227629966,0.5937036508563481,0.5565217391304348
108,gaussian,RO-PDRF-Lite,4,253,0.7097150341297499,0.29414372297803704,0.11857707509881422
108,gaussian,RO-PDRF-Lite,5,266,0.8639033481138745,0.7861861635288384,0.706766917293233
108,gaussian,RO-PDRF-Lite,6,237,0.7676474417851727,0.3524209169062117,0.5569620253164557
108,gaussian,Lite-CF,1,230,0.7373386689739707,0.36524274688173614,0.5130434782608696
108,gaussian,Lite-CF,2,220,0.8625112141148326,0.6427338644839969,0.5454545454545454
108,gaussian,Lite-CF,3,230,0.8526804383877712,0.6001564453217078,0.5869565217391305
108,gaussian,Lite-CF,4,253,0.7011984670847548,0.28712327167298535,0.14624505928853754
108,gaussian,Lite-CF,5,266,0.860828352933616,0.7884437499775269,0.706766917293233
108,gaussian,Lite-CF,6,237,0.7464624176968853,0.327199808417837,0.47257383966244726
108,offset,PDRF,1,230,0.7478188766313361,0.4651164680165878,0.5826086956521739
108,offset,PDRF,2,220,0.9070761064593302,0.7245471528997927,0.4590909090909091
108,offset,PDRF,3,230,0.8630687143990194,0.6222816773881112,0.45652173913043476
108,offset,PDRF,4,253,0.6901827269720247,0.3122787640267891,0.043478260869565216
108,offset,PDRF,5,266,0.8667919799498747,0.7870145543302621,0.6240601503759399
108,offset,PDRF,6,237,0.7757220327769625,0.3864970367629981,0.6877637130801688
108,offset,RO-PDRF-Lite,1,230,0.7538647342995168,0.4676310384100597,0.5869565217391305
108,offset,RO-PDRF-Lite,2,220,0.9047809509569378,0.7124969327999069,0.5181818181818182
108,offset,RO-PDRF-Lite,3,230,0.8567813108371188,0.6052477968519402,0.41304347826086957
108,offset,RO-PDRF-Lite,4,253,0.7046264772017281,0.32940581666447455,0.04743083003952569
108,offset,RO-PDRF-Lite,5,266,0.8732536469378575,0.7881294079428123,0.631578947368421
108,offset,RO-PDRF-Lite,6,237,0.777972501697969,0.39579165751525786,0.6877637130801688
108,offset,Lite-CF,1,230,0.7477215372413296,0.46504067556814954,0.5826086956521739
108,offset,Lite-CF,2,220,0.906877990430622,0.7237793744425305,0.4590909090909091
108,offset,Lite-CF,3,230,0.8630470834234625,0.6220856968668133,0.45217391304347826
108,offset,Lite-CF,4,253,0.6901827269720247,0.3122787640267891,0.043478260869565216
108,offset,Lite-CF,5,266,0.8667855536276587,0.7870134282656103,0.6240601503759399
108,offset,Lite-CF,6,237,0.7757220327769625,0.3864970367629981,0.6877637130801688
108,stuck_at,PDRF,1,230,0.7370808998485832,0.43456251815914737,0.6565217391304348
108,stuck_at,PDRF,2,220,0.9009943181818183,0.7269282290628377,0.4681818181818182
108,stuck_at,PDRF,3,230,0.8611219265988896,0.6221313916705643,0.45652173913043476
108,stuck_at,PDRF,4,253,0.7124781572942108,0.32564916772397245,0.043478260869565216
108,stuck_at,PDRF,5,266,0.8684981684981684,0.7978454706689404,0.6390977443609023
108,stuck_at,PDRF,6,237,0.7227278005933215,0.3273550728683304,0.5316455696202531
108,stuck_at,RO-PDRF-Lite,1,230,0.7464615329151345,0.44780408736501287,0.6260869565217392
108,stuck_at,RO-PDRF-Lite,2,220,0.902366178229665,0.720029739816006,0.5227272727272727
108,stuck_at,RO-PDRF-Lite,3,230,0.8553789025885068,0.6051233168604352,0.41739130434782606
108,stuck_at,RO-PDRF-Lite,4,253,0.725401688612391,0.34461381311372724,0.05138339920948617
108,stuck_at,RO-PDRF-Lite,5,266,0.874468221836643,0.7965506549881612,0.6428571428571429
108,stuck_at,RO-PDRF-Lite,6,237,0.741097539088481,0.35445972667283987,0.569620253164557
108,stuck_at,Lite-CF,1,230,0.7370808998485832,0.43456251815914737,0.6565217391304348
108,stuck_at,Lite-CF,2,220,0.9009943181818183,0.7269282290628377,0.4681818181818182
108,stuck_at,Lite-CF,3,230,0.8611219265988896,0.6221313916705643,0.45652173913043476
108,stuck_at,Lite-CF,4,253,0.7124781572942108,0.32564916772397245,0.043478260869565216
108,stuck_at,Lite-CF,5,266,0.8684981684981684,0.7978454706689404,0.6390977443609023
108,stuck_at,Lite-CF,6,237,0.7227278005933215,0.3273550728683304,0.5316455696202531
109,drift,PDRF,1,230,0.7929014348547121,0.5633257787736077,0.5695652173913044
109,drift,PDRF,2,220,0.9274820574162679,0.7994855073895714,0.5318181818181819
109,drift,PDRF,3,230,0.9057574446607544,0.71465144203422,0.5739130434782609
109,drift,PDRF,4,253,0.7094878365781376,0.31507151589881793,0.039525691699604744
109,drift,PDRF,5,266,0.8436202686202686,0.7551576158178788,0.650375939849624
109,drift,PDRF,6,237,0.8275320854579942,0.4658198395071864,0.7848101265822784
109,drift,RO-PDRF-Lite,1,230,0.801939577474944,0.5819814378702873,0.5782608695652174
109,drift,RO-PDRF-Lite,2,220,0.9300426136363635,0.8029008025011677,0.6045454545454545
109,drift,RO-PDRF-Lite,3,230,0.9059413079529887,0.7035807622930856,0.6043478260869565
109,drift,RO-PDRF-Lite,4,253,0.7288631101340133,0.3329036212520219,0.05138339920948617
109,drift,RO-PDRF-Lite,5,266,0.8515278581068054,0.7623856968483019,0.6842105263157895
109,drift,RO-PDRF-Lite,6,237,0.8206416739688136,0.4596989730933265,0.7172995780590717
109,drift,Lite-CF,1,230,0.7929014348547121,0.5633257787736077,0.5695652173913044
109,drift,Lite-CF,2,220,0.9274820574162679,0.7994855073895714,0.5318181818181819
109,drift,Lite-CF,3,230,0.9057574446607544,0.71465144203422,0.5739130434782609
109,drift,Lite-CF,4,253,0.7094878365781376,0.31507151589881793,0.039525691699604744
109,drift,Lite-CF,5,266,0.8436202686202686,0.7551576158178788,0.650375939849624
109,drift,Lite-CF,6,237,0.8275320854579942,0.4658198395071864,0.7848101265822784
109,gaussian,PDRF,1,230,0.7725827384815055,0.42176259236383284,0.6304347826086957
109,gaussian,PDRF,2,220,0.8318350029904304,0.5678758013815065,0.45
109,gaussian,PDRF,3,230,0.8786646477756148,0.6408904125679338,0.6739130434782609
109,gaussian,PDRF,4,253,0.7241554432189884,0.30443419187895654,0.22924901185770752
109,gaussian,PDRF,5,266,0.8331630357946147,0.7349812252548477,0.6578947368421053
109,gaussian,PDRF,6,237,0.7270756572812083,0.32460600094929215,0.3037974683544304
109,gaussian,RO-PDRF-Lite,1,230,0.7831909294109165,0.46666650478122973,0.6
109,gaussian,RO-PDRF-Lite,2,220,0.8589507326555024,0.6189336818011372,0.5
109,gaussian,RO-PDRF-Lite,3,230,0.8887717211046218,0.6421452081221565,0.691304347826087
109,gaussian,RO-PDRF-Lite,4,253,0.7332600509858035,0.3106420644090772,0.18972332015810275
109,gaussian,RO-PDRF-Lite,5,266,0.8379056615898721,0.7400855745486948,0.6804511278195489
109,gaussian,RO-PDRF-Lite,6,237,0.7505146693974938,0.34950860153143043,0.379746835443038
109,gaussian,Lite-CF,1,230,0.7725827384815055,0.42176259236383284,0.6304347826086957
109,gaussian,Lite-CF,2,220,0.8318350029904304,0.5678758013815065,0.45
109,gaussian,Lite-CF,3,230,0.8786646477756148,0.6408904125679338,0.6739130434782609
109,gaussian,Lite-CF,4,253,0.7241554432189884,0.30443419187895654,0.22924901185770752
109,gaussian,Lite-CF,5,266,0.8331630357946147,0.7349812252548477,0.6578947368421053
109,gaussian,Lite-CF,6,237,0.7270756572812083,0.32460600094929215,0.3037974683544304
109,offset,PDRF,1,230,0.7809719518350278,0.5333801312422574,0.591304347826087
109,offset,PDRF,2,220,0.9148960825358853,0.7524566025742155,0.30454545454545456
109,offset,PDRF,3,230,0.9021630975556998,0.6937498448711509,0.5130434782608696
109,offset,PDRF,4,253,0.7139549413796905,0.31865506376165625,0.043478260869565216
109,offset,PDRF,5,266,0.8415493862862283,0.7470280836545266,0.6090225563909775
109,offset,PDRF,6,237,0.7956806480787435,0.4278446615455389,0.7426160337552743
109,offset,RO-PDRF-Lite,1,230,0.7909222005912467,0.5529564917507488,0.6391304347826087
109,offset,RO-PDRF-Lite,2,220,0.920174192583732,0.7577869062538475,0.4090909090909091
109,offset,RO-PDRF-Lite,3,230,0.9036448193813542,0.6860381149865493,0.5304347826086957
109,offset,RO-PDRF-Lite,4,253,0.7340251721522624,0.3394358837350683,0.043478260869565216
