seed,repeat,features,C,auroc,auprc,brier,threshold
102,5,confidence_entropy_6,0.1,0.8964285714285714,0.8858961027124371,0.13345518575969526,0.875
102,1,confidence_entropy_6,0.5,0.8938775510204081,0.8813138392659435,0.12712832276627087,0.8500000000000001
102,2,confidence_entropy_6,0.5,0.8887755102040816,0.8792317970768656,0.12832817780356043,0.725
102,3,confidence_entropy_6,0.5,0.898469387755102,0.8935084873447345,0.12501717004883064,0.9
102,4,confidence_entropy_6,0.5,0.8964285714285714,0.8843102717788881,0.12462307080252531,0.9
102,5,confidence_entropy_6,0.5,0.8846938775510204,0.867787115032092,0.13124111178303213,0.8
102,1,confidence_entropy_6,1.0,0.8918367346938776,0.8789721125049702,0.1288865499231024,0.8
102,2,confidence_entropy_6,1.0,0.8831632653061225,0.8819692362702795,0.1296081703651581,0.9
102,3,confidence_entropy_6,1.0,0.8852040816326531,0.8783067560314607,0.1295341133025443,0.9
102,4,confidence_entropy_6,1.0,0.888265306122449,0.8682440546853178,0.12898933944066907,0.8
102,5,confidence_entropy_6,1.0,0.8964285714285714,0.8821451119804767,0.12581336757804099,0.775
102,1,confidence_entropy_6,5.0,0.8923469387755102,0.8783045264513772,0.12488890567633786,0.8500000000000001
102,2,confidence_entropy_6,5.0,0.8959183673469389,0.8954449492711943,0.12519926244486934,0.775
102,3,confidence_entropy_6,5.0,0.9010204081632652,0.8828025979667825,0.12143780813011713,0.825
102,4,confidence_entropy_6,5.0,0.8821428571428571,0.8644834152229416,0.13402516084639773,0.825
102,5,confidence_entropy_6,5.0,0.8928571428571428,0.8927003545397855,0.1261363938167147,0.9
103,1,confidence_entropy_6,0.01,0.8372324539571927,0.865556150505019,0.20666613001587245,0.625
103,2,confidence_entropy_6,0.01,0.825286212045794,0.8505511380740471,0.2074497390988346,0.65
103,3,confidence_entropy_6,0.01,0.8262817322050773,0.8536760557734839,0.20878296186007858,0.625
103,4,confidence_entropy_6,0.01,0.8367346938775511,0.8495867377927357,0.20693185487468596,0.65
103,5,confidence_entropy_6,0.01,0.8093578894972624,0.8419335136253674,0.2114827759320901,0.625
103,1,confidence_entropy_6,0.05,0.8322548531607765,0.8649601873591897,0.17658494322336774,0.775
103,2,confidence_entropy_6,0.05,0.8392234942757592,0.8586509856029729,0.17440035323568961,0.8
103,3,confidence_entropy_6,0.05,0.8173220507715281,0.853177580900002,0.18373173317424,0.775
103,4,confidence_entropy_6,0.05,0.8302638128422101,0.8507729291953782,0.1774291467834346,0.8
103,5,confidence_entropy_6,0.05,0.8322548531607765,0.848437169613846,0.17750089220770468,0.9
103,1,confidence_entropy_6,0.1,0.8262817322050772,0.8592223483332599,0.17222180463987877,0.825
103,2,confidence_entropy_6,0.1,0.8262817322050771,0.8495024924267873,0.17217203354628602,0.8500000000000001
103,3,confidence_entropy_6,0.1,0.8133399701343953,0.8328533525406095,0.17804539248794254,0.875
103,4,confidence_entropy_6,0.1,0.8183175709308114,0.8500710048489576,0.1754708263810191,0.825
103,5,confidence_entropy_6,0.1,0.8352414136386261,0.857393463651011,0.16910505683910462,0.8500000000000001
103,1,confidence_entropy_6,0.5,0.8317570930811349,0.8544788935405956,0.1660403851179333,0.9
103,2,confidence_entropy_6,0.5,0.8173220507715282,0.8377103452921169,0.1753258292301493,0.825
103,3,confidence_entropy_6,0.5,0.8158287705326032,0.8438652739547237,0.17339491725717382,0.8500000000000001
103,4,confidence_entropy_6,0.5,0.8158287705326033,0.8377858101303186,0.17452466947756706,0.9
103,5,confidence_entropy_6,0.5,0.8093578894972624,0.8144228471719911,0.1741760259884984,0.875
103,1,confidence_entropy_6,1.0,0.8158287705326033,0.8340875143515509,0.17183362164145952,0.9
103,2,confidence_entropy_6,1.0,0.8113489298158287,0.846831560381307,0.17660949509529436,0.825
103,3,confidence_entropy_6,1.0,0.8143354902936784,0.8242973482230441,0.17471339963166682,0.8
103,4,confidence_entropy_6,1.0,0.8302638128422101,0.8571843332776102,0.16559718991053793,0.8500000000000001
103,5,confidence_entropy_6,1.0,0.8123444499751119,0.8279081223586069,0.17359609252100408,0.8500000000000001
103,1,confidence_entropy_6,5.0,0.8103534096565455,0.8431176042282637,0.1765210199692462,0.9
103,2,confidence_entropy_6,5.0,0.7929318068690892,0.8157765659179999,0.18316540735347092,0.9
103,3,confidence_entropy_6,5.0,0.8068690890990542,0.8380694999885334,0.17766924494629563,0.875
103,4,confidence_entropy_6,5.0,0.8028870084619213,0.8187088933265816,0.17805411137758884,0.8500000000000001
103,5,confidence_entropy_6,5.0,0.8033847685415629,0.8190568778588952,0.1759464844996946,0.875
104,1,confidence_entropy_6,0.01,0.9084124830393487,0.9723558683287534,0.1815105295534678,0.575
104,2,confidence_entropy_6,0.01,0.921302578018996,0.9760972178682056,0.17984542400209502,0.575
104,3,confidence_entropy_6,0.01,0.9138398914518316,0.9744139904132426,0.180367302488313,0.575
104,4,confidence_entropy_6,0.01,0.9151967435549526,0.9746184748914113,0.18045041494358854,0.575
104,5,confidence_entropy_6,0.01,0.9145183175033922,0.974222495400765,0.1799788984978304,0.575
104,1,confidence_entropy_6,0.05,0.9219810040705564,0.9759169902863252,0.13237715496741034,0.65
104,2,confidence_entropy_6,0.05,0.9219810040705563,0.9766142698627074,0.13297412523247643,0.65
104,3,confidence_entropy_6,0.05,0.9151967435549526,0.9747278244303332,0.1332310739674671,0.65
104,4,confidence_entropy_6,0.05,0.9199457259158751,0.975805350940558,0.13174182238714613,0.65
