seed,fault_type,prevalence,stream,method,harm_to_correction_cost_ratio,pass_penalty_equivalent_corrections_per_10000,corrections_per_10000,harms_per_10000,mean_forward_passes,net_utility_per_10000,energy_note
101,gaussian,0.4,full_mixed_stream,Always PDRF,2.0,0.0,0.0,0.0,1.0,0.0,forward-pass/FLOP penalty proxy; energy was not measured
101,gaussian,0.4,full_mixed_stream,Always PDRF,2.0,0.5,0.0,0.0,1.0,0.0,forward-pass/FLOP penalty proxy; energy was not measured
101,gaussian,0.4,full_mixed_stream,Always PDRF,2.0,2.0,0.0,0.0,1.0,0.0,forward-pass/FLOP penalty proxy; energy was not measured
101,gaussian,0.4,full_mixed_stream,Always PDRF,5.0,0.0,0.0,0.0,1.0,0.0,forward-pass/FLOP penalty proxy; energy was not measured
101,gaussian,0.4,full_mixed_stream,Always PDRF,5.0,0.5,0.0,0.0,1.0,0.0,forward-pass/FLOP penalty proxy; energy was not measured
101,gaussian,0.4,full_mixed_stream,Always PDRF,5.0,2.0,0.0,0.0,1.0,0.0,forward-pass/FLOP penalty proxy; energy was not measured
101,gaussian,0.4,full_mixed_stream,Always PDRF,10.0,0.0,0.0,0.0,1.0,0.0,forward-pass/FLOP penalty proxy; energy was not measured
101,gaussian,0.4,full_mixed_stream,Always PDRF,10.0,0.5,0.0,0.0,1.0,0.0,forward-pass/FLOP penalty proxy; energy was not measured
101,gaussian,0.4,full_mixed_stream,Always PDRF,10.0,2.0,0.0,0.0,1.0,0.0,forward-pass/FLOP penalty proxy; energy was not measured
101,gaussian,0.4,full_mixed_stream,Always RO-PDRF-Full,1.0,0.0,229.14757103574703,226.85609532538956,1.0,2.2914757103574743,forward-pass/FLOP penalty proxy; energy was not measured
101,gaussian,0.4,full_mixed_stream,Always RO-PDRF-Full,1.0,0.5,229.14757103574703,226.85609532538956,1.0,2.2914757103574743,forward-pass/FLOP penalty proxy; energy was not measured
101,gaussian,0.4,full_mixed_stream,Always RO-PDRF-Full,1.0,2.0,229.14757103574703,226.85609532538956,1.0,2.2914757103574743,forward-pass/FLOP penalty proxy; energy was not measured
101,gaussian,0.4,full_mixed_stream,Always RO-PDRF-Full,2.0,0.0,229.14757103574703,226.85609532538956,1.0,-224.5646196150321,forward-pass/FLOP penalty proxy; energy was not measured
