analysis_set,seed,fault_type,prevalence,stream,method,subset,n,accuracy,macro_auroc,macro_auprc,nll,brier,ece15_equal_width,ece15_equal_mass,classwise_ece15
strict,104,gaussian,0.4,strict_fault_applied_available,Cascade-25,endpoint_class_disagreement,132,0.1893939393939394,0.6302778893724678,0.25432815934410513,3.824126280811568,1.026144607233109,0.4094223697590199,0.4094223697590199,0.1673430643349473
strict,104,gaussian,0.4,strict_fault_applied_available,Always PDRF,endpoint_class_agreement,1304,0.49693251533742333,0.7816181907293759,0.4672447872777805,3.7378375914129314,0.8944801620613828,0.40113565906961235,0.40113565906961224,0.14204306451165763
strict,104,gaussian,0.4,strict_fault_applied_available,Always PDRF,endpoint_class_disagreement,132,0.15151515151515152,0.6209082461965658,0.2582953461831341,4.032878898152026,1.0803469883840795,0.45799358886920816,0.4579935888692081,0.17808618750428287
strict,104,gaussian,0.4,strict_fault_applied_available,Always RO-PDRF-Full,endpoint_class_agreement,1304,0.49693251533742333,0.7950694013007596,0.49103946313621344,3.2031729565734715,0.8508117939602701,0.39028897196916923,0.39028897196916923,0.13420778589449503
strict,104,gaussian,0.4,strict_fault_applied_available,Always RO-PDRF-Full,endpoint_class_disagreement,132,0.3181818181818182,0.654577702152107,0.3219183991702585,3.468686862702528,0.9474575085294255,0.2732537121780471,0.28868159472224947,0.15518521955772943
strict,104,offset,0.4,strict_fault_applied_available,Safe-CF-12,endpoint_class_agreement,1305,0.5264367816091954,0.8238847565308901,0.5691689585377943,2.8356833829170314,0.8176427693680378,0.35783501978322974,0.3563464504806076,0.13376619307571427
strict,104,offset,0.4,strict_fault_applied_available,Safe-CF-12,endpoint_class_disagreement,131,0.24427480916030533,0.7063447339086301,0.442748489178782,3.2750163398880376,0.9813625999991318,0.3555201063976619,0.3325767464932079,0.19297193629961287
strict,104,offset,0.4,strict_fault_applied_available,Shrink-6,endpoint_class_agreement,1305,0.5264367816091954,0.8230634504448561,0.5685784978235645,2.8456012302446383,0.8212357286008374,0.363434895586954,0.361946326284332,0.1342832797423771
strict,104,offset,0.4,strict_fault_applied_available,Shrink-6,endpoint_class_disagreement,131,0.22137404580152673,0.710834170248833,0.43109577706579705,3.2521569751815598,0.9788919848189944,0.3590464954619701,0.336103135557516,0.19138762134481638
strict,104,offset,0.4,strict_fault_applied_available,Tree-6,endpoint_class_agreement,1305,0.5264367816091954,0.8233144825168027,0.569182477280135,2.8406775350127194,0.8188584797050296,0.3609399985219729,0.35980662371789157,0.13406281589285943
strict,104,offset,0.4,strict_fault_applied_available,Tree-6,endpoint_class_disagreement,131,0.22137404580152673,0.6938383410957139,0.4133425175670604,3.2699761028777186,0.9942359083621546,0.36976160722309753,0.34777815852337385,0.19308600093070316
strict,104,offset,0.4,strict_fault_applied_available,Three-outcome-6,endpoint_class_agreement,1305,0.5264367816091954,0.8249882820131318,0.5672945397310577,2.8526560402758476,0.812669888352503,0.3633763470072474,0.3618877777046253,0.13348484374301395
strict,104,offset,0.4,strict_fault_applied_available,Three-outcome-6,endpoint_class_disagreement,131,0.3053435114503817,0.7062244858919016,0.4198043486687968,3.2740894628213217,0.9730194197067296,0.31526797156316,0.2942548834181878,0.1876581731866822
strict,104,offset,0.4,strict_fault_applied_available,Cascade-25,endpoint_class_agreement,1305,0.5264367816091954,0.8238847565308901,0.5691689585377943,2.8356833829170314,0.8176427693680378,0.35783501978322974,0.3563464504806076,0.13376619307571427
strict,104,offset,0.4,strict_fault_applied_available,Cascade-25,endpoint_class_disagreement,131,0.24427480916030533,0.7063447339086301,0.442748489178782,3.2750163398880376,0.9813625999991318,0.3555201063976619,0.3325767464932079,0.19297193629961287
strict,104,offset,0.4,strict_fault_applied_available,Always PDRF,endpoint_class_agreement,1305,0.5264367816091954,0.8264383675753861,0.5659964348607484,2.861674027302692,0.8144417198402522,0.348290317857917,0.34680174855529483,0.1370751497930617
strict,104,offset,0.4,strict_fault_applied_available,Always PDRF,endpoint_class_disagreement,131,0.22137404580152673,0.6951831716575584,0.40437177788049783,3.299760479533194,0.9983638012165296,0.3622210349392364,0.3412079467942642,0.19332771290532655
strict,104,offset,0.4,strict_fault_applied_available,Always RO-PDRF-Full,endpoint_class_agreement,1305,0.5264367816091954,0.8231469105926754,0.5693236039297214,2.845757288647583,0.819858102375527,0.369162578643001,0.368366311952039,0.13361041276193986
strict,104,offset,0.4,strict_fault_applied_available,Always RO-PDRF-Full,endpoint_class_disagreement,131,0.26717557251908397,0.7058054371112558,0.43200624923602216,3.285264363767771,0.9780248839805504,0.33866872990214214,0.33673845814266024,0.19294370252750306
strict,104,stuck_at,0.4,strict_fault_applied_available,Safe-CF-12,endpoint_class_agreement,1292,0.5208978328173375,0.822165307252713,0.5787722190568624,2.679214154124599,0.8131259785233239,0.35408891216072336,0.34803313111168,0.13638057652817634
strict,104,stuck_at,0.4,strict_fault_applied_available,Safe-CF-12,endpoint_class_disagreement,144,0.14583333333333334,0.6539931449539393,0.32692260547831603,3.4133454537497627,1.0967528904437818,0.45416099682098854,0.4456336186068795,0.1987502673348379
strict,104,stuck_at,0.4,strict_fault_applied_available,Shrink-6,endpoint_class_agreement,1292,0.5208978328173375,0.822369042311112,0.5787893922002357,2.6605038553574563,0.7977009645992406,0.34556346475174116,0.34021661581772855,0.13182705726026953
strict,104,stuck_at,0.4,strict_fault_applied_available,Shrink-6,endpoint_class_disagreement,144,0.2013888888888889,0.6812275324710898,0.3516255177316152,3.339528834417481,1.0520351273573825,0.3829728802784353,0.3727778809802958,0.1963865812679089
strict,104,stuck_at,0.4,strict_fault_applied_available,Tree-6,endpoint_class_agreement,1292,0.5208978328173375,0.8227588478414894,0.5793865264733543,2.6562706867574457,0.7978815802934308,0.3436081602871657,0.338778739685464,0.1313288652734641
strict,104,stuck_at,0.4,strict_fault_applied_available,Tree-6,endpoint_class_disagreement,144,0.2708333333333333,0.6965745343225881,0.3660361360723841,3.2985463431688213,1.0174592325585794,0.3063082543504125,0.3055632288985242,0.1986881305709092
strict,104,stuck_at,0.4,strict_fault_applied_available,Three-outcome-6,endpoint_class_agreement,1292,0.5208978328173375,0.8197409604949376,0.5722571732411302,2.7576888232618257,0.8005067341971387,0.34806128122918323,0.34185229952772306,0.13332754999519722
strict,104,stuck_at,0.4,strict_fault_applied_available,Three-outcome-6,endpoint_class_disagreement,144,0.19444444444444445,0.669485987742937,0.3521387140013461,3.375179506982313,1.0678172553462741,0.4216494374363179,0.4131220592222089,0.20271676690518833
strict,104,stuck_at,0.4,strict_fault_applied_available,Cascade-25,endpoint_class_agreement,1292,0.5208978328173375,0.822165307252713,0.5787722190568624,2.679214154124599,0.8131259785233239,0.35408891216072336,0.34803313111168,0.13638057652817634
strict,104,stuck_at,0.4,strict_fault_applied_available,Cascade-25,endpoint_class_disagreement,144,0.14583333333333334,0.6539931449539393,0.32692260547831603,3.4133454537497627,1.0967528904437818,0.45416099682098854,0.4456336186068795,0.1987502673348379
strict,104,stuck_at,0.4,strict_fault_applied_available,Always PDRF,endpoint_class_agreement,1292,0.5208978328173375,0.8194584806916292,0.5707999659533358,2.81061914848258,0.8242474085004251,0.3494732124827891,0.3434174314337459,0.14033601629278986
strict,104,stuck_at,0.4,strict_fault_applied_available,Always PDRF,endpoint_class_disagreement,144,0.1597222222222222,0.6775621975452971,0.34417398513609276,3.405874242429174,1.0935944454736335,0.45075381588724156,0.4422264376731325,0.1948526209056817
strict,104,stuck_at,0.4,strict_fault_applied_available,Always RO-PDRF-Full,endpoint_class_agreement,1292,0.5208978328173375,0.8214433029969332,0.5791122002951453,2.665067292892539,0.8015593829436782,0.34782011133830204,0.34782011133830204,0.1323607883441719
strict,104,stuck_at,0.4,strict_fault_applied_available,Always RO-PDRF-Full,endpoint_class_disagreement,144,0.2986111111111111,0.6835579421880116,0.3578854968810661,3.3229972772068748,1.0136555031084755,0.28031788547198594,0.31817063698336506,0.19883593623840587
strict,105,drift,0.4,strict_fault_applied_available,Safe-CF-12,endpoint_class_agreement,1081,0.5837187789084182,0.8712649778095649,0.6739290318544042,1.6478080691760206,0.6399115198104052,0.24275720696681402,0.24275856675053314,0.10788436271089014
strict,105,drift,0.4,strict_fault_applied_available,Safe-CF-12,endpoint_class_disagreement,355,0.3295774647887324,0.6495740746439954,0.3395570310920617,2.4499096724558505,0.9386592452110882,0.28612785529813994,0.2861278552981399,0.15133648181671686
strict,105,drift,0.4,strict_fault_applied_available,Shrink-6,endpoint_class_agreement,1081,0.5837187789084182,0.8818532932391924,0.6724148917328518,1.4695166072233372,0.6049135677890243,0.22063036112905854,0.22063117865153614,0.09904741766416063
strict,105,drift,0.4,strict_fault_applied_available,Shrink-6,endpoint_class_disagreement,355,0.36056338028169016,0.654122200563613,0.3590292561214465,2.430626546506802,0.9139993794645297,0.2619808737693866,0.2611519962471221,0.14909319139057203
strict,105,drift,0.4,strict_fault_applied_available,Tree-6,endpoint_class_agreement,1081,0.5837187789084182,0.8818532932391924,0.6724148917328518,1.4695166072233372,0.6049135677890243,0.22063036112905854,0.22063117865153614,0.09904741766416063
strict,105,drift,0.4,strict_fault_applied_available,Tree-6,endpoint_class_disagreement,355,0.36056338028169016,0.654122200563613,0.3590292561214465,2.430626546506802,0.9139993794645297,0.2619808737693866,0.2611519962471221,0.14909319139057203
strict,105,drift,0.4,strict_fault_applied_available,Three-outcome-6,endpoint_class_agreement,1081,0.5837187789084182,0.8818532932391924,0.6724148917328518,1.4695166072233372,0.6049135677890243,0.22063036112905854,0.22063117865153614,0.09904741766416063
strict,105,drift,0.4,strict_fault_applied_available,Three-outcome-6,endpoint_class_disagreement,355,0.36056338028169016,0.654122200563613,0.3590292561214465,2.430626546506802,0.9139993794645297,0.2619808737693866,0.2611519962471221,0.14909319139057203
strict,105,drift,0.4,strict_fault_applied_available,Cascade-25,endpoint_class_agreement,1081,0.5837187789084182,0.8824959839296493,0.6750964811656145,1.4608966724993324,0.6036586625156284,0.21233497165168452,0.21233578917416213,0.09967906616709754
strict,105,drift,0.4,strict_fault_applied_available,Cascade-25,endpoint_class_disagreement,355,0.352112676056338,0.6543778380966631,0.3587042730377883,2.409035898904297,0.915120615164379,0.2631702697450224,0.2631702697450224,0.1492876767768354
strict,105,drift,0.4,strict_fault_applied_available,Always PDRF,endpoint_class_agreement,1081,0.5837187789084182,0.8818532932391924,0.6724148917328518,1.4695166072233372,0.6049135677890243,0.22063036112905854,0.22063117865153614,0.09904741766416063
strict,105,drift,0.4,strict_fault_applied_available,Always PDRF,endpoint_class_disagreement,355,0.36056338028169016,0.654122200563613,0.3590292561214465,2.430626546506802,0.9139993794645297,0.2619808737693866,0.2611519962471221,0.14909319139057203
strict,105,drift,0.4,strict_fault_applied_available,Always RO-PDRF-Full,endpoint_class_agreement,1081,0.5837187789084182,0.8611368045815365,0.64867129744578,2.0154595793701002,0.6887098310589246,0.27024983320891605,0.2674719805915811,0.11913811121024896
strict,105,drift,0.4,strict_fault_applied_available,Always RO-PDRF-Full,endpoint_class_disagreement,355,0.1267605633802817,0.6242716234899621,0.2977496500124452,3.5390881598391517,1.2376826639878655,0.5818441334440084,0.5818441334440083,0.21217234164385493
strict,105,gaussian,0.4,strict_fault_applied_available,Safe-CF-12,endpoint_class_agreement,1075,0.5404651162790698,0.8254706666505846,0.5726623509872906,2.295381462694139,0.7273833766361512,0.2987670438780038,0.29876704387800385,0.11260579384518932
strict,105,gaussian,0.4,strict_fault_applied_available,Safe-CF-12,endpoint_class_disagreement,361,0.2770083102493075,0.6601134276875031,0.29521079801189765,2.8366755688497847,0.9816806032799709,0.3332895511701138,0.3281354219882073,0.14534273853064278
strict,105,gaussian,0.4,strict_fault_applied_available,Shrink-6,endpoint_class_agreement,1075,0.5404651162790698,0.8205962826987222,0.5706283366826902,2.3338635610367553,0.7211161841960805,0.2896139112530922,0.2896139112530923,0.11130748264695058
strict,105,gaussian,0.4,strict_fault_applied_available,Shrink-6,endpoint_class_disagreement,361,0.2548476454293629,0.6540627171469319,0.2912550514094664,3.1895105607203407,1.0057571371806058,0.3608575742150132,0.36945492402454205,0.15137260941754946
strict,105,gaussian,0.4,strict_fault_applied_available,Tree-6,endpoint_class_agreement,1075,0.5404651162790698,0.8205962826987222,0.5706283366826902,2.3338635610367553,0.7211161841960805,0.2896139112530922,0.2896139112530923,0.11130748264695058
strict,105,gaussian,0.4,strict_fault_applied_available,Tree-6,endpoint_class_disagreement,361,0.2548476454293629,0.6540627171469319,0.2912550514094664,3.1895105607203407,1.0057571371806058,0.3608575742150132,0.36945492402454205,0.15137260941754946
strict,105,gaussian,0.4,strict_fault_applied_available,Three-outcome-6,endpoint_class_agreement,1075,0.5404651162790698,0.8205962826987222,0.5706283366826902,2.3338635610367553,0.7211161841960805,0.2896139112530922,0.2896139112530923,0.11130748264695058
strict,105,gaussian,0.4,strict_fault_applied_available,Three-outcome-6,endpoint_class_disagreement,361,0.2548476454293629,0.6540627171469319,0.2912550514094664,3.1895105607203407,1.0057571371806058,0.3608575742150132,0.36945492402454205,0.15137260941754946
strict,105,gaussian,0.4,strict_fault_applied_available,Cascade-25,endpoint_class_agreement,1075,0.5404651162790698,0.8210742516581938,0.5740969705501326,2.2738218678221926,0.7069846306124761,0.27152222478865373,0.2715222247886538,0.10924348846464943
strict,105,gaussian,0.4,strict_fault_applied_available,Cascade-25,endpoint_class_disagreement,361,0.24653739612188366,0.6538794716442654,0.2929458725880925,2.9877606449406056,0.9927898799350697,0.3499423256128541,0.3489973773620557,0.147218077001195
strict,105,gaussian,0.4,strict_fault_applied_available,Always PDRF,endpoint_class_agreement,1075,0.5404651162790698,0.8205962826987222,0.5706283366826902,2.3338635610367553,0.7211161841960805,0.2896139112530922,0.2896139112530923,0.11130748264695058
strict,105,gaussian,0.4,strict_fault_applied_available,Always PDRF,endpoint_class_disagreement,361,0.2548476454293629,0.6540627171469319,0.2912550514094664,3.1895105607203407,1.0057571371806058,0.3608575742150132,0.36945492402454205,0.15137260941754946
strict,105,gaussian,0.4,strict_fault_applied_available,Always RO-PDRF-Full,endpoint_class_agreement,1075,0.5404651162790698,0.8260332976108905,0.5594993752497822,2.491660809997692,0.7549570749219524,0.31977013632625195,0.31977013632625195,0.12022200979056068
strict,105,gaussian,0.4,strict_fault_applied_available,Always RO-PDRF-Full,endpoint_class_disagreement,361,0.27146814404432135,0.6652105988845788,0.2987396294690238,3.0287370130494717,1.0489590800344295,0.4076148401654886,0.4076148401654887,0.1652706316057118
strict,105,offset,0.4,strict_fault_applied_available,Safe-CF-12,endpoint_class_agreement,1011,0.533135509396637,0.857990257065727,0.6323935339051365,1.8906860477408216,0.7103164341943151,0.28493557935815156,0.2849364529917825,0.12103566834885038
strict,105,offset,0.4,strict_fault_applied_available,Safe-CF-12,endpoint_class_disagreement,425,0.4023529411764706,0.6856042147884635,0.39190788875822374,2.228144656459479,0.8753691930150643,0.23959067149680738,0.2658232966010219,0.14167784999054736
strict,105,offset,0.4,strict_fault_applied_available,Shrink-6,endpoint_class_agreement,1011,0.533135509396637,0.8685959535725263,0.6277973964711497,1.679004248869548,0.6731612741836215,0.2661042059652982,0.2661046126649989,0.11216071429527046
strict,105,offset,0.4,strict_fault_applied_available,Shrink-6,endpoint_class_disagreement,425,0.4188235294117647,0.6823592940845177,0.40434610249426517,2.233763238056712,0.8591872374387862,0.22742163430048587,0.25104186558409664,0.14137150852978128
strict,105,offset,0.4,strict_fault_applied_available,Tree-6,endpoint_class_agreement,1011,0.533135509396637,0.8685959535725263,0.6277973964711497,1.679004248869548,0.6731612741836215,0.2661042059652982,0.2661046126649989,0.11216071429527046
strict,105,offset,0.4,strict_fault_applied_available,Tree-6,endpoint_class_disagreement,425,0.4188235294117647,0.6823592940845177,0.40434610249426517,2.233763238056712,0.8591872374387862,0.22742163430048587,0.25104186558409664,0.14137150852978128
strict,105,offset,0.4,strict_fault_applied_available,Three-outcome-6,endpoint_class_agreement,1011,0.533135509396637,0.8685959535725263,0.6277973964711497,1.679004248869548,0.6731612741836215,0.2661042059652982,0.2661046126649989,0.11216071429527046
strict,105,offset,0.4,strict_fault_applied_available,Three-outcome-6,endpoint_class_disagreement,425,0.4188235294117647,0.6823592940845177,0.40434610249426517,2.233763238056712,0.8591872374387862,0.22742163430048587,0.25104186558409664,0.14137150852978128
strict,105,offset,0.4,strict_fault_applied_available,Cascade-25,endpoint_class_agreement,1011,0.533135509396637,0.869972493592258,0.630525944261943,1.6668258645724965,0.669394825532652,0.252456665606881,0.25245707230658165,0.11273177008229214
strict,105,offset,0.4,strict_fault_applied_available,Cascade-25,endpoint_class_disagreement,425,0.4188235294117647,0.6846788351579195,0.41834784898777194,2.2093316520212394,0.8530124054595166,0.21996831315759147,0.242214701315668,0.13866438113347382
strict,105,offset,0.4,strict_fault_applied_available,Always PDRF,endpoint_class_agreement,1011,0.533135509396637,0.8685959535725263,0.6277973964711497,1.679004248869548,0.6731612741836215,0.2661042059652982,0.2661046126649989,0.11216071429527046
strict,105,offset,0.4,strict_fault_applied_available,Always PDRF,endpoint_class_disagreement,425,0.4188235294117647,0.6823592940845177,0.40434610249426517,2.233763238056712,0.8591872374387862,0.22742163430048587,0.25104186558409664,0.14137150852978128
strict,105,offset,0.4,strict_fault_applied_available,Always RO-PDRF-Full,endpoint_class_agreement,1011,0.533135509396637,0.8467946935525487,0.6037405087440225,2.591210799888356,0.8039640640386073,0.3264956022394947,0.32548003084203564,0.14180421920088812
strict,105,offset,0.4,strict_fault_applied_available,Always RO-PDRF-Full,endpoint_class_disagreement,425,0.09176470588235294,0.647520624258986,0.3378715362869225,3.727363039068516,1.2934859077388539,0.6488365870089164,0.6488365870089166,0.22352327579816775
strict,105,stuck_at,0.4,strict_fault_applied_available,Safe-CF-12,endpoint_class_agreement,1102,0.4691470054446461,0.8302974450564644,0.6079451690587165,2.0317906894920434,0.7877389880500403,0.33395593681994956,0.3339582833703402,0.13016835105546581
strict,105,stuck_at,0.4,strict_fault_applied_available,Safe-CF-12,endpoint_class_disagreement,334,0.3772455089820359,0.6809553942944252,0.406283106684332,2.2293418080944174,0.8647435241252968,0.1884463321736801,0.202815103519611,0.15120462905667237
strict,105,stuck_at,0.4,strict_fault_applied_available,Shrink-6,endpoint_class_agreement,1102,0.4691470054446461,0.8361778819459551,0.5970918661523071,1.7853174897110482,0.7367768291777848,0.301039138821805,0.30104242767746947,0.1162054515068165
strict,105,stuck_at,0.4,strict_fault_applied_available,Shrink-6,endpoint_class_disagreement,334,0.4041916167664671,0.6832708758703311,0.38085958987407115,2.194137066763225,0.8537305809178984,0.1750901465762093,0.19485511802494876,0.14840335370868837
strict,105,stuck_at,0.4,strict_fault_applied_available,Tree-6,endpoint_class_agreement,1102,0.4691470054446461,0.8361778819459551,0.5970918661523071,1.7853174897110482,0.7367768291777848,0.301039138821805,0.30104242767746947,0.1162054515068165
strict,105,stuck_at,0.4,strict_fault_applied_available,Tree-6,endpoint_class_disagreement,334,0.4041916167664671,0.6832708758703311,0.38085958987407115,2.194137066763225,0.8537305809178984,0.1750901465762093,0.19485511802494876,0.14840335370868837
strict,105,stuck_at,0.4,strict_fault_applied_available,Three-outcome-6,endpoint_class_agreement,1102,0.4691470054446461,0.8361778819459551,0.5970918661523071,1.7853174897110482,0.7367768291777848,0.301039138821805,0.30104242767746947,0.1162054515068165
strict,105,stuck_at,0.4,strict_fault_applied_available,Three-outcome-6,endpoint_class_disagreement,334,0.4041916167664671,0.6832708758703311,0.38085958987407115,2.194137066763225,0.8537305809178984,0.1750901465762093,0.19485511802494876,0.14840335370868837
strict,105,stuck_at,0.4,strict_fault_applied_available,Cascade-25,endpoint_class_agreement,1102,0.4691470054446461,0.8380349853185923,0.5999146902762326,1.7786378632463817,0.735364568378175,0.2913538504273655,0.29135713928303,0.11725122152038281
strict,105,stuck_at,0.4,strict_fault_applied_available,Cascade-25,endpoint_class_disagreement,334,0.39820359281437123,0.6860965775495084,0.3885970951338052,2.1747671236207644,0.8467702086572697,0.17061150348345358,0.18235198584906354,0.14572662215117055
strict,105,stuck_at,0.4,strict_fault_applied_available,Always PDRF,endpoint_class_agreement,1102,0.4691470054446461,0.8361778819459551,0.5970918661523071,1.7853174897110482,0.7367768291777848,0.301039138821805,0.30104242767746947,0.1162054515068165
strict,105,stuck_at,0.4,strict_fault_applied_available,Always PDRF,endpoint_class_disagreement,334,0.4041916167664671,0.6832708758703311,0.38085958987407115,2.194137066763225,0.8537305809178984,0.1750901465762093,0.19485511802494876,0.14840335370868837
strict,105,stuck_at,0.4,strict_fault_applied_available,Always RO-PDRF-Full,endpoint_class_agreement,1102,0.4691470054446461,0.8147003469122254,0.5722897626831911,2.9883798036513354,0.900075538082022,0.38999584918235486,0.38999584918235486,0.15320671674719058
strict,105,stuck_at,0.4,strict_fault_applied_available,Always RO-PDRF-Full,endpoint_class_disagreement,334,0.0688622754491018,0.6599277471572277,0.36599813129401076,3.2578171430714176,1.2268264652037897,0.6229927112314569,0.622992711231457,0.22141492793053583
strict,106,drift,0.4,strict_fault_applied_available,Safe-CF-12,endpoint_class_agreement,1373,0.5360524399126001,0.8496073796974475,0.6239240026843494,2.481232903938479,0.7642670433588666,0.342948045727403,0.3429481228315234,0.12535421112524295
strict,106,drift,0.4,strict_fault_applied_available,Safe-CF-12,endpoint_class_disagreement,63,0.20634920634920634,0.6130270667797929,0.3882610519444379,3.122289783713643,0.989978520897704,0.33208424793842173,0.33208424793842173,0.2036596932692788
strict,106,drift,0.4,strict_fault_applied_available,Shrink-6,endpoint_class_agreement,1373,0.5360524399126001,0.8496321982348576,0.6274948458677413,2.2134812317466928,0.7310989615786707,0.316919619450703,0.316919619450703,0.11931192548598248
strict,106,drift,0.4,strict_fault_applied_available,Shrink-6,endpoint_class_disagreement,63,0.23809523809523808,0.6213773975500173,0.3798597515712207,2.92063120248546,0.9798657898231774,0.30905509221426347,0.31050489015316307,0.19667670228484194
strict,106,drift,0.4,strict_fault_applied_available,Tree-6,endpoint_class_agreement,1373,0.5360524399126001,0.8510079575259245,0.6297260257190768,2.229848612396757,0.7396192953978199,0.327648207112944,0.32764820711294396,0.12103789833991115
strict,106,drift,0.4,strict_fault_applied_available,Tree-6,endpoint_class_disagreement,63,0.25396825396825395,0.6173915893936025,0.39610014058205617,2.9297148903060526,0.9781992472306837,0.29639086619966565,0.29784066413856536,0.197623273271519
strict,106,drift,0.4,strict_fault_applied_available,Three-outcome-6,endpoint_class_agreement,1373,0.5360524399126001,0.8494005001877954,0.6235183646991441,2.4862192189050893,0.7628796765133397,0.3405904076933375,0.34059048479745785,0.12572260328632787
strict,106,drift,0.4,strict_fault_applied_available,Three-outcome-6,endpoint_class_disagreement,63,0.20634920634920634,0.6006657360908226,0.3605803676145354,2.950719788538462,0.993708259244006,0.33427973937921207,0.3664218364377907,0.20015474125349464
strict,106,drift,0.4,strict_fault_applied_available,Cascade-25,endpoint_class_agreement,1373,0.5360524399126001,0.8505030633023591,0.628352428876601,2.2411033781098615,0.7380434918493227,0.323832331298083,0.323832331298083,0.1212335203418851
strict,106,drift,0.4,strict_fault_applied_available,Cascade-25,endpoint_class_disagreement,63,0.23809523809523808,0.6224055367623592,0.41410347943826903,3.1011561410024733,0.9756687043179315,0.30321784561954584,0.3353599426781245,0.19469902700206787
strict,106,drift,0.4,strict_fault_applied_available,Always PDRF,endpoint_class_agreement,1373,0.5360524399126001,0.8492045270339809,0.6232389667487515,2.5011268758251326,0.7659114347428193,0.34313047572034,0.3431305528244604,0.12581438617147161
strict,106,drift,0.4,strict_fault_applied_available,Always PDRF,endpoint_class_disagreement,63,0.23809523809523808,0.6073451256882071,0.4163030292726062,3.107048930507689,0.9795373698585197,0.30721949819665645,0.30837315992079317,0.19780429089651008
strict,106,drift,0.4,strict_fault_applied_available,Always RO-PDRF-Full,endpoint_class_agreement,1373,0.5360524399126001,0.8482264127616035,0.626484145033901,2.2078114518385044,0.7308128714033572,0.31494129846238383,0.31494129846238383,0.11779682491449218
strict,106,drift,0.4,strict_fault_applied_available,Always RO-PDRF-Full,endpoint_class_disagreement,63,0.23809523809523808,0.6054487452040029,0.38414313975145903,2.7771465145164504,0.9587115988551658,0.2764458128857898,0.32136886435716167,0.19585273148744897
strict,106,gaussian,0.4,strict_fault_applied_available,Safe-CF-12,endpoint_class_agreement,1326,0.4924585218702866,0.7998414398059962,0.5200513434765475,3.559943181524374,0.860385533628277,0.38926965827046645,0.38926965827046656,0.13812753518839907
strict,106,gaussian,0.4,strict_fault_applied_available,Safe-CF-12,endpoint_class_disagreement,110,0.21818181818181817,0.6323169720525811,0.2931852100960208,3.3966780427006134,0.9762290162121045,0.34024121865845275,0.3337748356232894,0.1823284381401429
strict,106,gaussian,0.4,strict_fault_applied_available,Shrink-6,endpoint_class_agreement,1326,0.4924585218702866,0.8073786649403959,0.5339555007718576,3.0329522123031434,0.8243633846661718,0.3713044521734855,0.37130445217348546,0.13007558765172
strict,106,gaussian,0.4,strict_fault_applied_available,Shrink-6,endpoint_class_disagreement,110,0.2545454545454545,0.6420977394871559,0.3276623299490676,3.2915561106254083,0.93865349137468,0.29419113126804697,0.2875426334858535,0.1750235228884844
strict,106,gaussian,0.4,strict_fault_applied_available,Tree-6,endpoint_class_agreement,1326,0.4924585218702866,0.8065123432182061,0.5326278874332856,3.08143826194865,0.8380484273561524,0.3823990356974082,0.38239903569740813,0.13378685348897743
strict,106,gaussian,0.4,strict_fault_applied_available,Tree-6,endpoint_class_disagreement,110,0.3090909090909091,0.6510301973811167,0.34023077125649176,3.2553124161674396,0.9221485268579581,0.25671318645595154,0.27084925039789154,0.17397482467633865
strict,106,gaussian,0.4,strict_fault_applied_available,Three-outcome-6,endpoint_class_agreement,1326,0.4924585218702866,0.7978259824393134,0.5179569553062751,3.640158134527844,0.8536388622687844,0.38491290925757105,0.38491290925757105,0.13669710892714373
strict,106,gaussian,0.4,strict_fault_applied_available,Three-outcome-6,endpoint_class_disagreement,110,0.2818181818181818,0.6479792773674897,0.3612337104302063,3.2157196398943797,0.927150231016085,0.26898317270642397,0.2655370019916457,0.17167910932870456
strict,106,gaussian,0.4,strict_fault_applied_available,Cascade-25,endpoint_class_agreement,1326,0.4924585218702866,0.8063174583903092,0.5319558284355138,3.0945766869285167,0.8350909801163002,0.37615246317323353,0.3761524631732334,0.1323950984033074
strict,106,gaussian,0.4,strict_fault_applied_available,Cascade-25,endpoint_class_disagreement,110,0.22727272727272727,0.6369672985633082,0.30159236418370505,3.3864184245505,0.9610082121512941,0.32250139063061867,0.31603500759545544,0.1798363627063656
strict,106,gaussian,0.4,strict_fault_applied_available,Always PDRF,endpoint_class_agreement,1326,0.4924585218702866,0.7971326555072581,0.5169901967829057,3.692959370992779,0.8623028302212217,0.3894390460590991,0.3894390460590992,0.13906527599423427
strict,106,gaussian,0.4,strict_fault_applied_available,Always PDRF,endpoint_class_disagreement,110,0.15454545454545454,0.6223209537606764,0.26113658206627105,3.558893351811131,1.0132406513336205,0.3971059896077352,0.397961625535764,0.18487824340996353
strict,106,gaussian,0.4,strict_fault_applied_available,Always RO-PDRF-Full,endpoint_class_agreement,1326,0.4924585218702866,0.8080463990853155,0.5354697834410417,2.9889069122729683,0.8163586260331567,0.37005137540600985,0.36995811268235146,0.12743814621608787
strict,106,gaussian,0.4,strict_fault_applied_available,Always RO-PDRF-Full,endpoint_class_disagreement,110,0.3,0.6507815769462696,0.37131120581489174,3.000825685600321,0.8911055810250104,0.2873960462524504,0.25719391639439504,0.16348008182157886
strict,106,offset,0.4,strict_fault_applied_available,Safe-CF-12,endpoint_class_agreement,1364,0.5227272727272727,0.8430263548631732,0.6032297153728767,2.6259798447487026,0.7988577209408252,0.3533940679891258,0.35339406798912576,0.1314859290380562
