analysis_set,seed,fault_type,method,criterion,threshold,n,correction_opportunities,corrections_retained,recovery_retention,harm_opportunities,harms_realized,negative_transfer_prevention,recovery_selection_rate,selected_accuracy,net_correct_change_per_10000,mean_forward_passes,utility_ratio,utility_per_10000,accuracy,macro_auroc,macro_auprc,nll,brier,ece15_equal_width,ece15_equal_mass,classwise_ece15
fixed_test,102,drift,Random,matched_retention,0.7904534807104302,1436,5,1,0.2,6,2,0.6666666666666667,0.21309192200557103,0.5362116991643454,-6.963788300835654,2.0,1.0,-6.963788300835654,0.5362116991643454,0.8361548063375989,0.603955229570795,2.2174128815584253,0.7602032039555336,0.3131628342007092,0.3091760773594611,0.12478196887774567
fixed_test,102,gaussian,Conditional Lite-CF,matched_prevention,0.7717968065803451,1436,37,2,0.05405405405405406,16,0,1.0,0.729108635097493,0.47284122562674097,13.927576601671309,2.0,1.0,13.927576601671309,0.47284122562674097,0.7956390885732944,0.5167624270762811,2.613958898921899,0.8060586331848278,0.3351068385162959,0.3340808281952907,0.1209589550687606
fixed_test,102,gaussian,Conditional Lite-CF,matched_retention,0.7842545748217801,1436,37,2,0.05405405405405406,16,0,1.0,0.7186629526462396,0.47284122562674097,13.927576601671309,2.0,1.0,13.927576601671309,0.47284122562674097,0.795543259764543,0.5166778863482215,2.6189067980615954,0.8065734056290191,0.3354315042954939,0.3344054939744886,0.1211739702795213
fixed_test,102,gaussian,All-row multinomial,matched_prevention,0.5114720837637458,1436,37,6,0.16216216216216217,16,3,0.8125,0.06197771587743733,0.4735376044568245,20.891364902506965,2.0,1.0,20.891364902506965,0.4735376044568245,0.787153498550393,0.5041929547446617,2.951130002738176,0.8295678638625776,0.3468694288112842,0.3458434184902787,0.1258388591635528
fixed_test,102,gaussian,All-row multinomial,matched_retention,0.6368636552613613,1436,37,3,0.08108108108108109,16,1,0.9375,0.027158774373259052,0.47284122562674097,13.927576601671309,2.0,1.0,13.927576601671309,0.47284122562674097,0.7868139961963819,0.5035832297990507,2.9640657361361264,0.8303408911939318,0.3452589961517566,0.3442329858307512,0.12596828530456258
fixed_test,102,gaussian,Two-stage,matched_prevention,0.29170468410478767,1436,37,4,0.10810810810810811,16,2,0.875,0.06476323119777158,0.47284122562674097,13.927576601671309,2.0,1.0,13.927576601671309,0.47284122562674097,0.7871204997281693,0.504391813319961,2.9533127954442207,0.8293999387659081,0.34732512278349825,0.3462991124624929,0.12570251282687875
fixed_test,102,gaussian,Two-stage,matched_retention,0.36022981017328504,1436,37,4,0.10810810810810811,16,0,1.0,0.0383008356545961,0.4742339832869081,27.855153203342617,2.0,1.0,27.855153203342617,0.4742339832869081,0.786853349944276,0.5038662650468898,2.9598927110173103,0.8298468110129094,0.344660894101514,0.3436348837805086,0.12592728280444357
fixed_test,102,gaussian,Shallow tree,matched_prevention,0.5000000010000003,1436,37,23,0.6216216216216216,16,12,0.25,0.9394150417827298,0.479108635097493,76.6016713091922,2.0,1.0,76.6016713091922,0.479108635097493,0.7996089199560501,0.5212952012919213,2.4961628199842485,0.7852889962610292,0.3169732074292258,0.3159471971082205,0.11552577602576909
fixed_test,102,gaussian,Shallow tree,matched_retention,0.5000000000000003,1436,37,23,0.6216216216216216,16,12,0.25,0.9394150417827298,0.479108635097493,76.6016713091922,2.0,1.0,76.6016713091922,0.479108635097493,0.7996089199560501,0.5212952012919213,2.4961628199842485,0.7852889962610292,0.3169732074292258,0.3159471971082205,0.11552577602576909
fixed_test,102,gaussian,Confidence difference,matched_prevention,0.14576577544212352,1436,37,3,0.08108108108108109,16,1,0.9375,0.02576601671309192,0.47284122562674097,13.927576601671309,2.0,1.0,13.927576601671309,0.47284122562674097,0.786990977231763,0.5036817079702156,2.960672901970269,0.8305075537275017,0.3459198442688808,0.3448938339478753,0.12570627522513997
fixed_test,102,gaussian,Confidence difference,matched_retention,0.14576577544212352,1436,37,3,0.08108108108108109,16,1,0.9375,0.02576601671309192,0.47284122562674097,13.927576601671309,2.0,1.0,13.927576601671309,0.47284122562674097,0.786990977231763,0.5036817079702156,2.960672901970269,0.8305075537275017,0.3459198442688808,0.3448938339478753,0.12570627522513997
fixed_test,102,gaussian,Base uncertainty,matched_prevention,-0.25051745672361747,1436,37,0,0.0,16,0,1.0,0.0,0.4714484679665738,0.0,2.0,1.0,0.0,0.4714484679665738,0.7862003761367841,0.5016691422782378,2.9683837172862226,0.8333847211073275,0.34186101986209333,0.340835009541088,0.12639295299850725
fixed_test,102,gaussian,Base uncertainty,matched_retention,-0.47961683869361854,1436,37,19,0.5135135135135135,16,7,0.5625,0.0766016713091922,0.47980501392757663,83.56545961002786,2.0,1.0,83.56545961002786,0.47980501392757663,0.786915073398846,0.5033768108267175,2.949695857754231,0.8277925184076476,0.3351360257359798,0.3351360257359798,0.1243130097246918
fixed_test,102,gaussian,Entropy difference,matched_prevention,0.05852547460398675,1436,37,6,0.16216216216216217,16,1,0.9375,0.0766016713091922,0.47493036211699163,34.81894150417827,2.0,1.0,34.81894150417827,0.47493036211699163,0.7874565241030732,0.5047664760147083,2.958705941767564,0.8309400532401526,0.34788802839081523,0.3468620180698099,0.12628525861802264
fixed_test,102,gaussian,Entropy difference,matched_retention,0.13333375632016775,1436,37,1,0.02702702702702703,16,1,0.9375,0.02158774373259053,0.4714484679665738,0.0,2.0,1.0,0.0,0.4714484679665738,0.7870018157264128,0.5037039313547049,2.9654336370496246,0.8317292698776324,0.3460140979837209,0.34498808766271555,0.1262546311948559
fixed_test,102,gaussian,Random,matched_prevention,0.9990000882637838,1436,37,0,0.0,16,0,1.0,0.001392757660167131,0.4714484679665738,0.0,2.0,1.0,0.0,0.4714484679665738,0.7862231321187441,0.5017210058010223,2.968206645389434,0.8332313198589679,0.3419718099057746,0.3409457995847692,0.12633267172453613
fixed_test,102,gaussian,Random,matched_retention,0.7904534807104302,1436,37,16,0.43243243243243246,16,2,0.875,0.21100278551532034,0.48119777158774374,97.49303621169916,2.0,1.0,97.49303621169916,0.48119777158774374,0.7900827256834021,0.5069355502659366,2.8448456759677896,0.8161644350009494,0.3267006067875282,0.3252388569660327,0.12275222481788856
fixed_test,102,offset,Conditional Lite-CF,matched_prevention,0.7717968065803451,1436,10,1,0.1,3,0,1.0,0.8502785515320335,0.5118384401114207,6.963788300835654,2.0,1.0,6.963788300835654,0.5118384401114207,0.8311792475688113,0.5907936802378981,2.209006138705575,0.7872284881759511,0.33081787296671766,0.3308178729667177,0.1285502803240788
fixed_test,102,offset,Conditional Lite-CF,matched_retention,0.7842545748217801,1436,10,1,0.1,3,0,1.0,0.8426183844011143,0.5118384401114207,6.963788300835654,2.0,1.0,6.963788300835654,0.5118384401114207,0.8311833143648063,0.5908696394961936,2.209833200353213,0.7877123526638304,0.33076955577005024,0.3307695557700503,0.1286351582115758
fixed_test,102,offset,All-row multinomial,matched_prevention,0.5114720837637458,1436,10,3,0.3,3,0,1.0,0.031337047353760444,0.5132311977715878,20.891364902506965,2.0,1.0,20.891364902506965,0.5132311977715878,0.8250105392139145,0.5845102867735859,2.4247914683232903,0.8104096747460253,0.3447336339613556,0.3427970263302504,0.13443124295076816
fixed_test,102,offset,All-row multinomial,matched_retention,0.6368636552613613,1436,10,1,0.1,3,0,1.0,0.006963788300835654,0.5118384401114207,6.963788300835654,2.0,1.0,6.963788300835654,0.5118384401114207,0.8249328018466389,0.5842331477826128,2.429282233788167,0.8112461295088041,0.3433639289848518,0.3433639289848518,0.13473499735391054
fixed_test,102,offset,Two-stage,matched_prevention,0.29170468410478767,1436,10,3,0.3,3,0,1.0,0.03690807799442897,0.5132311977715878,20.891364902506965,2.0,1.0,20.891364902506965,0.5132311977715878,0.8249815736233925,0.5844426255711368,2.4242340109214306,0.8101782686000859,0.3431514052984037,0.34257496370678137,0.13433542165692947
fixed_test,102,offset,Two-stage,matched_retention,0.36022981017328504,1436,10,2,0.2,3,0,1.0,0.016016713091922007,0.5125348189415042,13.927576601671309,2.0,1.0,13.927576601671309,0.5125348189415042,0.8249601649286996,0.5842805885694109,2.4269252215475494,0.8107928115910957,0.343613415174146,0.3430054306509201,0.13469838196430758
fixed_test,102,offset,Shallow tree,matched_prevention,0.5000000010000003,1436,10,6,0.6,3,2,0.33333333333333337,0.9770194986072424,0.5139275766016713,27.855153203342617,2.0,1.0,27.855153203342617,0.5139275766016713,0.8312366339157382,0.5911973129080482,2.1901133059528557,0.7811550198991922,0.3254512390632176,0.3254512390632177,0.12702577506148197
fixed_test,102,offset,Shallow tree,matched_retention,0.5000000000000003,1436,10,6,0.6,3,2,0.33333333333333337,0.9770194986072424,0.5139275766016713,27.855153203342617,2.0,1.0,27.855153203342617,0.5139275766016713,0.8312366339157382,0.5911973129080482,2.1901133059528557,0.7811550198991922,0.3254512390632176,0.3254512390632177,0.12702577506148197
fixed_test,102,offset,Confidence difference,matched_prevention,0.14576577544212352,1436,10,0,0.0,3,1,0.6666666666666667,0.002785515320334262,0.5104456824512534,-6.963788300835654,2.0,1.0,-6.963788300835654,0.5104456824512534,0.824849359859623,0.5841205185281693,2.4315913772523454,0.8122000077575632,0.3446804415574698,0.3446804415574698,0.13492423744335136
fixed_test,102,offset,Confidence difference,matched_retention,0.14576577544212352,1436,10,0,0.0,3,1,0.6666666666666667,0.002785515320334262,0.5104456824512534,-6.963788300835654,2.0,1.0,-6.963788300835654,0.5104456824512534,0.824849359859623,0.5841205185281693,2.4315913772523454,0.8122000077575632,0.3446804415574698,0.3446804415574698,0.13492423744335136
fixed_test,102,offset,Base uncertainty,matched_prevention,-0.25051745672361747,1436,10,0,0.0,3,0,1.0,0.0,0.5111420612813371,0.0,2.0,1.0,0.0,0.5111420612813371,0.8248632341445395,0.5842026104190533,2.4338803955531465,0.8116993491606392,0.34347408917631367,0.3434740891763136,0.13478164012964483
fixed_test,102,offset,Base uncertainty,matched_retention,-0.47961683869361854,1436,10,4,0.4,3,1,0.6666666666666667,0.033426183844011144,0.5132311977715878,20.891364902506965,2.0,1.0,20.891364902506965,0.5132311977715878,0.824990939919619,0.5838410597357686,2.42972709296133,0.8104013406097726,0.341753582725185,0.3413736489897254,0.13390381555011624
fixed_test,102,offset,Entropy difference,matched_prevention,0.05852547460398675,1436,10,0,0.0,3,0,1.0,0.019498607242339833,0.5111420612813371,0.0,2.0,1.0,0.0,0.5111420612813371,0.8252710392867306,0.5841496517537997,2.4281137265907633,0.81150764018511,0.3450242175675502,0.3450242175675503,0.1345047627646826
fixed_test,102,offset,Entropy difference,matched_retention,0.13333375632016775,1436,10,0,0.0,3,0,1.0,0.001392757660167131,0.5111420612813371,0.0,2.0,1.0,0.0,0.5111420612813371,0.8249250167924719,0.5842641447036174,2.4334785362472284,0.8117487446543445,0.34365570610158447,0.3436557061015844,0.1347403985467856
fixed_test,102,offset,Random,matched_prevention,0.9990000882637838,1436,10,0,0.0,3,0,1.0,0.0006963788300835655,0.5111420612813371,0.0,2.0,1.0,0.0,0.5111420612813371,0.8248626332841075,0.5842024809149958,2.433880417367144,0.8116993491658324,0.3434740673640123,0.3434740673640122,0.1347816328589789
fixed_test,102,offset,Random,matched_retention,0.7904534807104302,1436,10,0,0.0,3,2,0.33333333333333337,0.22284122562674094,0.5097493036211699,-13.927576601671309,2.0,1.0,-13.927576601671309,0.5097493036211699,0.827067674131813,0.5863520032650508,2.3697887061406098,0.8065720394718221,0.3425500080063615,0.34255000800636143,0.13339845997661792
fixed_test,102,stuck_at,Conditional Lite-CF,matched_prevention,0.7717968065803451,1436,16,2,0.125,2,1,0.5,0.717966573816156,0.5146239554317549,6.963788300835654,2.0,1.0,6.963788300835654,0.5146239554317549,0.8266592646143046,0.5873175711118996,1.9561572036951569,0.717401040708893,0.2676343031058679,0.2639765791191201,0.10937749452711605
fixed_test,102,stuck_at,Conditional Lite-CF,matched_retention,0.7842545748217801,1436,16,1,0.0625,2,0,1.0,0.7047353760445683,0.5146239554317549,6.963788300835654,2.0,1.0,6.963788300835654,0.5146239554317549,0.8265227554959623,0.5872191464823068,1.9573848053046619,0.7175424564762468,0.2678280766278191,0.2641703526410713,0.10950458093683763
fixed_test,102,stuck_at,All-row multinomial,matched_prevention,0.5114720837637458,1436,16,8,0.5,2,0,1.0,0.03899721448467967,0.5194986072423399,55.710306406685234,2.0,1.0,55.710306406685234,0.5194986072423399,0.8230283616688433,0.5848651262182353,2.047810676750257,0.7249021331790886,0.26722394037477265,0.26356621638802485,0.11155156546287415
fixed_test,102,stuck_at,All-row multinomial,matched_retention,0.6368636552613613,1436,16,4,0.25,2,0,1.0,0.00766016713091922,0.5167130919220055,27.855153203342617,2.0,1.0,27.855153203342617,0.5167130919220055,0.8226940608309676,0.584333624657564,2.0529615122207496,0.7259957361199241,0.26942338943779015,0.26576566545104235,0.11170928545189752
fixed_test,102,stuck_at,Two-stage,matched_prevention,0.29170468410478767,1436,16,10,0.625,2,0,1.0,0.04596100278551532,0.520891364902507,69.63788300835654,2.0,1.0,69.63788300835654,0.520891364902507,0.8232692530728022,0.5850854777048621,2.0461204578319294,0.7242569200155151,0.2655227184388707,0.2618649944521229,0.11158026997414727
fixed_test,102,stuck_at,Two-stage,matched_retention,0.36022981017328504,1436,16,5,0.3125,2,0,1.0,0.01532033426183844,0.5174094707520891,34.81894150417827,2.0,1.0,34.81894150417827,0.5174094707520891,0.822809411372576,0.5844839441460743,2.051819109958605,0.7256956105519454,0.26887533555090243,0.26521761156415463,0.11161458407040191
fixed_test,102,stuck_at,Shallow tree,matched_prevention,0.5000000010000003,1436,16,13,0.8125,2,2,0.0,0.9568245125348189,0.5215877437325905,76.6016713091922,2.0,1.0,76.6016713091922,0.5215877437325905,0.8287741769732785,0.588552098811748,1.9187340009367044,0.7085659757698378,0.25751866787277283,0.25386094388602504,0.10838367117387522
fixed_test,102,stuck_at,Shallow tree,matched_retention,0.5000000000000003,1436,16,13,0.8125,2,2,0.0,0.9568245125348189,0.5215877437325905,76.6016713091922,2.0,1.0,76.6016713091922,0.5215877437325905,0.8287741769732785,0.588552098811748,1.9187340009367044,0.7085659757698378,0.25751866787277283,0.25386094388602504,0.10838367117387522
fixed_test,102,stuck_at,Confidence difference,matched_prevention,0.14576577544212352,1436,16,0,0.0,2,0,1.0,0.0006963788300835655,0.5139275766016713,0.0,2.0,1.0,0.0,0.5139275766016713,0.8227171773010995,0.5843334442684597,2.0525473702556356,0.7265170301016026,0.2718143423304296,0.2681566183436818,0.11195079657362089
fixed_test,102,stuck_at,Confidence difference,matched_retention,0.14576577544212352,1436,16,0,0.0,2,0,1.0,0.0006963788300835655,0.5139275766016713,0.0,2.0,1.0,0.0,0.5139275766016713,0.8227171773010995,0.5843334442684597,2.0525473702556356,0.7265170301016026,0.2718143423304296,0.2681566183436818,0.11195079657362089
fixed_test,102,stuck_at,Base uncertainty,matched_prevention,-0.25051745672361747,1436,16,0,0.0,2,0,1.0,0.0,0.5139275766016713,0.0,2.0,1.0,0.0,0.5139275766016713,0.8226905085073303,0.584262274885964,2.052777011851355,0.7267302437222519,0.2716721390013584,0.2680144150146106,0.11195104981260455
fixed_test,102,stuck_at,Base uncertainty,matched_retention,-0.47961683869361854,1436,16,5,0.3125,2,0,1.0,0.06406685236768803,0.5174094707520891,34.81894150417827,2.0,1.0,34.81894150417827,0.5174094707520891,0.8233649793267551,0.5850151449644844,2.0451329861704926,0.723455902677234,0.2673850068834265,0.2646563383638407,0.11105781103486385
fixed_test,102,stuck_at,Entropy difference,matched_prevention,0.05852547460398675,1436,16,0,0.0,2,0,1.0,0.013927576601671309,0.5139275766016713,0.0,2.0,1.0,0.0,0.5139275766016713,0.8229324681145864,0.5843935074062192,2.0536085941955533,0.726976415636722,0.27250152952181983,0.2688438055350721,0.11211858255272393
fixed_test,102,stuck_at,Entropy difference,matched_retention,0.13333375632016775,1436,16,0,0.0,2,0,1.0,0.0006963788300835655,0.5139275766016713,0.0,2.0,1.0,0.0,0.5139275766016713,0.8226198024024397,0.5841083233185814,2.053931007941689,0.726817977418238,0.27173576667047084,0.26807804268372304,0.11192708874629427
fixed_test,102,stuck_at,Random,matched_prevention,0.9990000882637838,1436,16,0,0.0,2,0,1.0,0.0020891364902506965,0.5139275766016713,0.0,2.0,1.0,0.0,0.5139275766016713,0.8226832874825939,0.5842250606927133,2.052864581179242,0.7268136484884494,0.27161781190870893,0.2679600879219611,0.11194536124177452
fixed_test,102,stuck_at,Random,matched_retention,0.7904534807104302,1436,16,6,0.375,2,1,0.5,0.21030640668523676,0.5174094707520891,34.81894150417827,2.0,1.0,34.81894150417827,0.5174094707520891,0.8240275868590712,0.5851679836416612,2.025343925889148,0.7227579152581591,0.2655294787012078,0.26328197238403067,0.11113629241256383
fixed_test,103,drift,Conditional Lite-CF,matched_prevention,0.9783663245865922,1436,28,0,0.0,5,0,1.0,0.0,0.49512534818941506,0.0,2.0,1.0,0.0,0.49512534818941506,0.8061840355917056,0.5571826361375264,3.462134174382716,0.9047666418294835,0.41281783459897126,0.41169045861789916,0.15198531875518775
fixed_test,103,drift,Conditional Lite-CF,matched_retention,0.9783663245865922,1436,28,0,0.0,5,0,1.0,0.0,0.49512534818941506,0.0,2.0,1.0,0.0,0.49512534818941506,0.8061840355917056,0.5571826361375264,3.462134174382716,0.9047666418294835,0.41281783459897126,0.41169045861789916,0.15198531875518775
fixed_test,103,drift,All-row multinomial,matched_prevention,0.5265225002206645,1436,28,0,0.0,5,0,1.0,0.013231197771587743,0.49512534818941506,0.0,2.0,1.0,0.0,0.49512534818941506,0.8066358368039291,0.5579898407221617,3.4589803320216377,0.9030668204599812,0.41519849059754005,0.4140711146164679,0.15126311183648275
fixed_test,103,drift,All-row multinomial,matched_retention,0.7879077324461405,1436,28,0,0.0,5,0,1.0,0.0,0.49512534818941506,0.0,2.0,1.0,0.0,0.49512534818941506,0.8061840355917056,0.5571826361375264,3.462134174382716,0.9047666418294835,0.41281783459897126,0.41169045861789916,0.15198531875518775
fixed_test,103,drift,Two-stage,matched_prevention,0.26086483962401724,1436,28,0,0.0,5,0,1.0,0.023676880222841225,0.49512534818941506,0.0,2.0,1.0,0.0,0.49512534818941506,0.8065441512251859,0.5583342029403184,3.455889225487048,0.9018024908780065,0.41528322087865166,0.41415584489757956,0.1512575099872466
fixed_test,103,drift,Two-stage,matched_retention,0.5109513766641686,1436,28,0,0.0,5,0,1.0,0.0,0.49512534818941506,0.0,2.0,1.0,0.0,0.49512534818941506,0.8061840355917056,0.5571826361375264,3.462134174382716,0.9047666418294835,0.41281783459897126,0.41169045861789916,0.15198531875518775
fixed_test,103,drift,Shallow tree,matched_prevention,0.5000000010000005,1436,28,9,0.32142857142857145,5,1,0.8,0.9233983286908078,0.5006963788300836,55.710306406685234,2.0,1.0,55.710306406685234,0.5006963788300836,0.8111979831705479,0.5690394445025315,3.135535959964708,0.8769996020376585,0.3970398674511132,0.395912491470041,0.14630034506748438
fixed_test,103,drift,Shallow tree,matched_retention,0.5000000010000005,1436,28,9,0.32142857142857145,5,1,0.8,0.9233983286908078,0.5006963788300836,55.710306406685234,2.0,1.0,55.710306406685234,0.5006963788300836,0.8111979831705479,0.5690394445025315,3.135535959964708,0.8769996020376585,0.3970398674511132,0.395912491470041,0.14630034506748438
fixed_test,103,drift,Confidence difference,matched_prevention,0.25533405363559747,1436,28,0,0.0,5,0,1.0,0.003481894150417827,0.49512534818941506,0.0,2.0,1.0,0.0,0.49512534818941506,0.8062588542374479,0.5572484502787233,3.459510749201621,0.9040570207977906,0.41323418465243056,0.41273890700722876,0.15178353088063204
fixed_test,103,drift,Confidence difference,matched_retention,0.5314929495321045,1436,28,0,0.0,5,0,1.0,0.0,0.49512534818941506,0.0,2.0,1.0,0.0,0.49512534818941506,0.8061840355917056,0.5571826361375264,3.462134174382716,0.9047666418294835,0.41281783459897126,0.41169045861789916,0.15198531875518775
fixed_test,103,drift,Base uncertainty,matched_prevention,-0.28539070387022397,1436,28,0,0.0,5,0,1.0,0.0,0.49512534818941506,0.0,2.0,1.0,0.0,0.49512534818941506,0.8061840355917056,0.5571826361375264,3.462134174382716,0.9047666418294835,0.41281783459897126,0.41169045861789916,0.15198531875518775
fixed_test,103,drift,Base uncertainty,matched_retention,-0.28539070387022397,1436,28,0,0.0,5,0,1.0,0.0,0.49512534818941506,0.0,2.0,1.0,0.0,0.49512534818941506,0.8061840355917056,0.5571826361375264,3.462134174382716,0.9047666418294835,0.41281783459897126,0.41169045861789916,0.15198531875518775
fixed_test,103,drift,Entropy difference,matched_prevention,0.09594944864271632,1436,28,0,0.0,5,1,0.8,0.0383008356545961,0.49442896935933145,-6.963788300835654,2.0,1.0,-6.963788300835654,0.49442896935933145,0.8070632104855776,0.558707158240272,3.453516296022788,0.9020254826176102,0.4186730894585803,0.4181778118133784,0.15075634158629428
fixed_test,103,drift,Entropy difference,matched_retention,0.4792075019332585,1436,28,0,0.0,5,0,1.0,0.0,0.49512534818941506,0.0,2.0,1.0,0.0,0.49512534818941506,0.8061840355917056,0.5571826361375264,3.462134174382716,0.9047666418294835,0.41281783459897126,0.41169045861789916,0.15198531875518775
fixed_test,103,drift,Random,matched_prevention,0.9992083794713744,1436,28,0,0.0,5,0,1.0,0.0006963788300835655,0.49512534818941506,0.0,2.0,1.0,0.0,0.49512534818941506,0.8061612070818353,0.5571608536217391,3.4622181024346688,0.9047565610499142,0.4128124614838497,0.41168508550277755,0.1519835277168139
fixed_test,103,drift,Random,matched_retention,0.9992083794713744,1436,28,0,0.0,5,0,1.0,0.0006963788300835655,0.49512534818941506,0.0,2.0,1.0,0.0,0.49512534818941506,0.8061612070818353,0.5571608536217391,3.4622181024346688,0.9047565610499142,0.4128124614838497,0.41168508550277755,0.1519835277168139
fixed_test,103,gaussian,Conditional Lite-CF,matched_prevention,0.9783663245865922,1436,49,0,0.0,15,0,1.0,0.0,0.44707520891364905,0.0,2.0,1.0,0.0,0.44707520891364905,0.7694249613154086,0.4738324174880839,4.163939058459799,0.9145673794401421,0.4161377317134759,0.41599109654739785,0.14568111844563988
fixed_test,103,gaussian,Conditional Lite-CF,matched_retention,0.9783663245865922,1436,49,0,0.0,15,0,1.0,0.0,0.44707520891364905,0.0,2.0,1.0,0.0,0.44707520891364905,0.7694249613154086,0.4738324174880839,4.163939058459799,0.9145673794401421,0.4161377317134759,0.41599109654739785,0.14568111844563988
fixed_test,103,gaussian,All-row multinomial,matched_prevention,0.5265225002206645,1436,49,1,0.02040816326530612,15,0,1.0,0.010445682451253482,0.4477715877437326,6.963788300835654,2.0,1.0,6.963788300835654,0.4477715877437326,0.7700634870076403,0.47516507175056377,4.159529908211218,0.9140282208629058,0.41757128301721336,0.4174246478511354,0.14610467509010855
fixed_test,103,gaussian,All-row multinomial,matched_retention,0.7879077324461405,1436,49,0,0.0,15,0,1.0,0.0,0.44707520891364905,0.0,2.0,1.0,0.0,0.44707520891364905,0.7694249613154086,0.4738324174880839,4.163939058459799,0.9145673794401421,0.4161377317134759,0.41599109654739785,0.14568111844563988
fixed_test,103,gaussian,Two-stage,matched_prevention,0.26086483962401724,1436,49,4,0.08163265306122448,15,1,0.9333333333333333,0.027855153203342618,0.4491643454038997,20.891364902506965,2.0,1.0,20.891364902506965,0.4491643454038997,0.7705065132997303,0.4759520523446936,4.151124025557374,0.9123593591338928,0.4171635053303243,0.4170168701642464,0.14591854964530163
fixed_test,103,gaussian,Two-stage,matched_retention,0.5109513766641686,1436,49,0,0.0,15,0,1.0,0.0,0.44707520891364905,0.0,2.0,1.0,0.0,0.44707520891364905,0.7694249613154086,0.4738324174880839,4.163939058459799,0.9145673794401421,0.4161377317134759,0.41599109654739785,0.14568111844563988
fixed_test,103,gaussian,Shallow tree,matched_prevention,0.5000000010000005,1436,49,27,0.5510204081632653,15,6,0.6,0.9101671309192201,0.4616991643454039,146.23955431754874,2.0,1.0,146.23955431754874,0.4616991643454039,0.7800002377816657,0.4895653886888825,3.542752828381365,0.8738243264663175,0.38487933923821704,0.384879339238217,0.1359468824852745
fixed_test,103,gaussian,Shallow tree,matched_retention,0.5000000010000005,1436,49,27,0.5510204081632653,15,6,0.6,0.9101671309192201,0.4616991643454039,146.23955431754874,2.0,1.0,146.23955431754874,0.4616991643454039,0.7800002377816657,0.4895653886888825,3.542752828381365,0.8738243264663175,0.38487933923821704,0.384879339238217,0.1359468824852745
fixed_test,103,gaussian,Confidence difference,matched_prevention,0.25533405363559747,1436,49,3,0.061224489795918366,15,1,0.9333333333333333,0.011142061281337047,0.44846796657381616,13.927576601671309,2.0,1.0,13.927576601671309,0.44846796657381616,0.7703127002328016,0.4754265418692713,4.152784566711142,0.9119235775895168,0.4181038734321417,0.41810387343214184,0.14535760698954875
fixed_test,103,gaussian,Confidence difference,matched_retention,0.5314929495321045,1436,49,0,0.0,15,0,1.0,0.0,0.44707520891364905,0.0,2.0,1.0,0.0,0.44707520891364905,0.7694249613154086,0.4738324174880839,4.163939058459799,0.9145673794401421,0.4161377317134759,0.41599109654739785,0.14568111844563988
fixed_test,103,gaussian,Base uncertainty,matched_prevention,-0.28539070387022397,1436,49,0,0.0,15,0,1.0,0.0006963788300835655,0.44707520891364905,0.0,2.0,1.0,0.0,0.44707520891364905,0.7694826376566097,0.47393041362370786,4.163331684323927,0.9142138992840814,0.41625409182246587,0.41625409182246587,0.145632538127166
fixed_test,103,gaussian,Base uncertainty,matched_retention,-0.28539070387022397,1436,49,0,0.0,15,0,1.0,0.0006963788300835655,0.44707520891364905,0.0,2.0,1.0,0.0,0.44707520891364905,0.7694826376566097,0.47393041362370786,4.163331684323927,0.9142138992840814,0.41625409182246587,0.41625409182246587,0.145632538127166
fixed_test,103,gaussian,Entropy difference,matched_prevention,0.09594944864271632,1436,49,10,0.20408163265306123,15,4,0.7333333333333334,0.054317548746518104,0.45125348189415043,41.78272980501393,2.0,1.0,41.78272980501393,0.45125348189415043,0.7706919864643323,0.4766912925216223,4.154805173018298,0.9145709986206083,0.4211768369710873,0.42117683697108743,0.1467671872204301
fixed_test,103,gaussian,Entropy difference,matched_retention,0.4792075019332585,1436,49,0,0.0,15,0,1.0,0.0,0.44707520891364905,0.0,2.0,1.0,0.0,0.44707520891364905,0.7694249613154086,0.4738324174880839,4.163939058459799,0.9145673794401421,0.4161377317134759,0.41599109654739785,0.14568111844563988
fixed_test,103,gaussian,Random,matched_prevention,0.9992083794713744,1436,49,0,0.0,15,0,1.0,0.0006963788300835655,0.44707520891364905,0.0,2.0,1.0,0.0,0.44707520891364905,0.7694524943929478,0.47385836257807207,4.163010532680715,0.9145390813219739,0.4161312571383753,0.41598462197229735,0.14567896025393967
fixed_test,103,gaussian,Random,matched_retention,0.9992083794713744,1436,49,0,0.0,15,0,1.0,0.0006963788300835655,0.44707520891364905,0.0,2.0,1.0,0.0,0.44707520891364905,0.7694524943929478,0.47385836257807207,4.163010532680715,0.9145390813219739,0.4161312571383753,0.41598462197229735,0.14567896025393967
fixed_test,103,offset,Conditional Lite-CF,matched_prevention,0.9783663245865922,1436,42,0,0.0,3,0,1.0,0.0,0.4610027855153203,0.0,2.0,1.0,0.0,0.4610027855153203,0.7931424934604397,0.5368989239230508,3.858461086657976,0.9727784135520209,0.45394944242541346,0.45229778566961043,0.16463707549618506
fixed_test,103,offset,Conditional Lite-CF,matched_retention,0.9783663245865922,1436,42,0,0.0,3,0,1.0,0.0,0.4610027855153203,0.0,2.0,1.0,0.0,0.4610027855153203,0.7931424934604397,0.5368989239230508,3.858461086657976,0.9727784135520209,0.45394944242541346,0.45229778566961043,0.16463707549618506
fixed_test,103,offset,All-row multinomial,matched_prevention,0.5265225002206645,1436,42,0,0.0,3,0,1.0,0.006267409470752089,0.4610027855153203,0.0,2.0,1.0,0.0,0.4610027855153203,0.7933704204403657,0.5375483176223265,3.8564333641668536,0.9715482080235254,0.4547245051332017,0.45379450668246746,0.1641816036908488
