mixture,test_mechanism,metric,n_fitted_cells,mean,fitting_ci_low,fitting_ci_high,median,q1,q3,minimum,maximum
drift_70pct,drift,negative_transfer_prevention,10,0.8976802507836992,0.8174187578802479,0.9779417436871505,0.9166666666666667,0.8219696969696969,1.0,0.7333333333333334,1.0
drift_70pct,drift,recovery_retention,10,0.19695459579180513,-0.00184079719389027,0.39574998877750056,0.0375,0.0,0.28851744186046513,0.0,0.8
drift_70pct,drift,utility_per_10000,10,12.534818941504177,-5.776257135167501,30.845895018175856,0.0,0.0,26.114206128133702,-27.855153203342617,55.710306406685234
drift_70pct,drift,macro_auroc,10,0.8304473504549759,0.8210541545379844,0.8398405463719674,0.8374789809541436,0.8173484058507698,0.840688252125848,0.809837374407334,0.8441991225697406
drift_70pct,gaussian,negative_transfer_prevention,10,0.8684553736024325,0.7835231513351782,0.9533875958696868,0.8677884615384616,0.7924107142857143,0.9852941176470589,0.7037037037037037,1.0
drift_70pct,gaussian,recovery_retention,10,0.16870321174220454,0.062437123217343043,0.274969300267066,0.16428571428571428,0.017857142857142856,0.30570876999448426,0.0,0.3684210526315789
drift_70pct,gaussian,utility_per_10000,10,35.51532033426184,12.813967945424949,58.216672723098725,38.3008356545961,3.481894150417827,53.96935933147632,0.0,90.5292479108635
drift_70pct,gaussian,macro_auroc,10,0.7899403544501882,0.782465688281782,0.7974150206185944,0.7929092823959055,0.7826292148397478,0.7965560148017334,0.7725481572093708,0.8062030478190975
drift_70pct,offset,negative_transfer_prevention,10,0.827817362817363,0.6658364889797801,0.9897982366549458,0.975,0.675,1.0,0.3939393939393939,1.0
drift_70pct,offset,recovery_retention,10,0.14206350917967792,0.03019546615830987,0.25393155220104596,0.10638297872340426,0.0,0.2657699443413729,0.0,0.3902439024390244
drift_70pct,offset,utility_per_10000,10,4.178272980501393,-18.248123534063463,26.60466949506625,0.0,0.0,10.445682451253482,-41.78272980501393,76.6016713091922
drift_70pct,offset,macro_auroc,10,0.8227460322227683,0.813485209551652,0.8320068548938846,0.8263868672278112,0.811932936515859,0.8336440365785662,0.799978300143071,0.8374958102562218
drift_70pct,stuck_at,negative_transfer_prevention,10,0.8947477253928866,0.7913738793741119,0.9981215714116614,0.9807692307692308,0.8163771712158808,1.0,0.5833333333333333,1.0
drift_70pct,stuck_at,recovery_retention,10,0.15944774757132954,0.036940371483026826,0.28195512365963227,0.09449404761904762,0.023255813953488372,0.21666666666666667,0.0,0.5
drift_70pct,stuck_at,utility_per_10000,10,18.802228412256266,4.89930633952638,32.70515048498615,13.927576601671309,1.7409470752089136,27.855153203342617,0.0,55.710306406685234
drift_70pct,stuck_at,macro_auroc,10,0.8144147867972509,0.8060137323582632,0.8228158412362385,0.8135218197019796,0.803931945951764,0.8243975341968535,0.8004901546339188,0.8339004287830135
gaussian_70pct,drift,negative_transfer_prevention,10,0.9422988505747126,0.8641300797315714,1.0204676214178539,1.0,0.95,1.0,0.6896551724137931,1.0
gaussian_70pct,drift,recovery_retention,10,0.13756827731092436,0.017671965525389036,0.2574645890964597,0.10882352941176471,0.0234375,0.14821428571428572,0.0,0.5714285714285714
gaussian_70pct,drift,utility_per_10000,10,13.92757660167131,-12.847686899272846,40.70284010261547,6.963788300835654,0.0,13.927576601671309,-34.81894150417827,111.42061281337047
gaussian_70pct,drift,macro_auroc,10,0.83086443269398,0.8214906824983795,0.8402381828895805,0.8365705334231546,0.8177349216840485,0.8410023390300944,0.8118096843550778,0.8451151987001607
gaussian_70pct,gaussian,negative_transfer_prevention,10,0.8665808823529412,0.7729595928657785,0.9602021718401038,0.859375,0.7892857142857143,1.0,0.6470588235294117,1.0
gaussian_70pct,gaussian,recovery_retention,10,0.19854934956438713,0.06248734112296708,0.3346113580058072,0.21015037593984962,0.0,0.3405612244897959,0.0,0.4523809523809524
gaussian_70pct,gaussian,utility_per_10000,10,46.65738161559888,12.380378289993779,80.93438494120397,55.710306406685234,0.0,90.5292479108635,-20.891364902506965,97.49303621169916
gaussian_70pct,gaussian,macro_auroc,10,0.7908995399056307,0.7835285324230448,0.7982705473882166,0.7942488108089467,0.782959116342703,0.7965479667561506,0.7726162499716839,0.8060273037879835
gaussian_70pct,offset,negative_transfer_prevention,10,0.9268101868101868,0.8262663888052135,1.02735398481516,0.9772727272727273,0.9325396825396826,1.0,0.5405405405405406,1.0
gaussian_70pct,offset,recovery_retention,10,0.19242636953488512,0.0365157338473768,0.3483370052223934,0.11124401913875598,0.0,0.3415890957446809,0.0,0.5588235294117647
