fault_scale,pdrf_accuracy,pdrf_macro_auroc,ro_pdrf_lite_accuracy,ro_pdrf_lite_macro_auroc,lite_cf_6_accuracy,lite_cf_6_macro_auroc,recovery_selection_rate,negative_transfer_prevention,recovery_retention,utility_per_10000
1.0,0.5301183844011141,0.834354338411471,0.5378133704735376,0.8367877460167528,0.5305188022284122,0.8357364721684821,0.509940807799443,0.9595090680799367,0.053198351144725375,4.004178272980501
3.0,0.4869428969359332,0.8114969624061764,0.5001566852367688,0.8175216074371571,0.48852715877437325,0.8150818014117907,0.5217618384401114,0.9467198197538383,0.09674689941050929,15.842618384401112
