mixture,test_mechanism,seed,threshold,method,mean_forward_passes,n,correction_opportunities,corrections_retained,recovery_retention,harm_opportunities,harms_realized,negative_transfer_prevention,recovery_selection_rate,selected_accuracy,net_correct_change_per_10000,utility_ratio,utility_per_10000,accuracy,macro_auroc,macro_auprc,nll,brier,ece15_equal_width,ece15_equal_mass,classwise_ece15
uniform,offset,105,0.525,Conditional Lite-CF,2.0,1436,34,17,0.5,22,1,0.9545454545454546,0.6803621169916435,0.5104456824512534,111.42061281337047,1.0,111.42061281337047,0.5104456824512534,0.8361059171474968,0.596681924289642,1.825340654554319,0.7260999801524999,0.2492760146668732,0.24927601466687319,0.1185863002060263
uniform,drift,105,0.525,Conditional Lite-CF,2.0,1436,20,2,0.1,16,0,1.0,0.6873259052924791,0.5299442896935933,13.927576601671309,1.0,13.927576601671309,0.5299442896935933,0.8453958707952572,0.6162398779483501,1.6973956412506963,0.6800107791590936,0.23714930667736792,0.23714930667736797,0.10770866148660001
uniform,stuck_at,105,0.525,Conditional Lite-CF,2.0,1436,45,12,0.26666666666666666,11,1,0.9090909090909091,0.6942896935933147,0.4616991643454039,76.6016713091922,1.0,76.6016713091922,0.4616991643454039,0.8189706599051728,0.5749680810380822,1.850114499853382,0.7555845987166537,0.2774644439522165,0.27746444395221653,0.11855868194471632
gaussian_70pct,gaussian,105,0.525,Conditional Lite-CF,2.0,1436,36,16,0.4444444444444444,14,3,0.7857142857142857,0.8419220055710307,0.4777158774373259,90.5292479108635,1.0,90.5292479108635,0.4777158774373259,0.7996469299557675,0.5389527044916755,2.3349371350487065,0.7684893471933186,0.299354748589319,0.29821452606607585,0.11465686266736781
gaussian_70pct,offset,105,0.525,Conditional Lite-CF,2.0,1436,34,19,0.5588235294117647,22,1,0.9545454545454546,0.8704735376044568,0.5118384401114207,125.34818941504179,1.0,125.34818941504179,0.5118384401114207,0.8362819383622727,0.5995270973982632,1.7995383952118698,0.7145831904876662,0.23965519719987463,0.2386154264055186,0.11789281028889452
gaussian_70pct,drift,105,0.525,Conditional Lite-CF,2.0,1436,20,3,0.15,16,0,1.0,0.8697771587743732,0.5306406685236769,20.891364902506965,1.0,20.891364902506965,0.5306406685236769,0.8451151987001607,0.6176833511442504,1.6813615521864405,0.6693938299995504,0.2276702045942054,0.22767020459420537,0.10529966159813407
gaussian_70pct,stuck_at,105,0.525,Conditional Lite-CF,2.0,1436,45,11,0.24444444444444444,11,2,0.8181818181818181,0.8530640668523677,0.46030640668523676,62.674094707520894,1.0,62.674094707520894,0.46030640668523676,0.8188736024585542,0.5761518815110888,1.8316789915859044,0.7461262307778559,0.2712906387781293,0.2712906387781293,0.11693157761887964
offset_70pct,gaussian,105,0.525,Conditional Lite-CF,2.0,1436,36,12,0.3333333333333333,14,2,0.8571428571428572,0.8600278551532033,0.4756267409470752,69.63788300835654,1.0,69.63788300835654,0.4756267409470752,0.7995611901057518,0.5389843798547388,2.3302852556587816,0.7655368522119367,0.2967147482386177,0.29557452571537457,0.11283656083633158
offset_70pct,offset,105,0.525,Conditional Lite-CF,2.0,1436,34,21,0.6176470588235294,22,0,1.0,0.8572423398328691,0.5139275766016713,146.23955431754874,1.0,146.23955431754874,0.5139275766016713,0.8369023865729218,0.6005306961287263,1.797425286228384,0.7121644118983631,0.2349951871919782,0.2339554163976222,0.11733024909910006
offset_70pct,drift,105,0.525,Conditional Lite-CF,2.0,1436,20,2,0.1,16,0,1.0,0.8579387186629527,0.5299442896935933,13.927576601671309,1.0,13.927576601671309,0.5299442896935933,0.8450543029106837,0.6177059699869595,1.6810721283539047,0.6686309131814973,0.22544328023300658,0.22544328023300658,0.10566805902939325
offset_70pct,stuck_at,105,0.525,Conditional Lite-CF,2.0,1436,45,14,0.3111111111111111,11,0,1.0,0.8600278551532033,0.4637883008356546,97.49303621169916,1.0,97.49303621169916,0.4637883008356546,0.8187480374891732,0.5764471748397219,1.8300133512145746,0.7452753150183905,0.2655335725018727,0.2655335725018727,0.11674453198947744
drift_70pct,gaussian,105,0.9,Conditional Lite-CF,2.0,1436,36,0,0.0,14,0,1.0,0.0020891364902506965,0.46866295264623953,0.0,1.0,0.0,0.46866295264623953,0.7921952202862937,0.5273869557072653,2.5479182287342663,0.7918226573689826,0.30677465481790345,0.30677465481790345,0.118065399879135
drift_70pct,offset,105,0.9,Conditional Lite-CF,2.0,1436,34,0,0.0,22,0,1.0,0.0006963788300835655,0.49930362116991645,0.0,1.0,0.0,0.49930362116991645,0.8343791700345466,0.5940280943074836,1.8434115420693846,0.7283456692796171,0.24924895998566765,0.24820918919131166,0.11848720409963827
drift_70pct,drift,105,0.9,Conditional Lite-CF,2.0,1436,20,0,0.0,16,0,1.0,0.0,0.5285515320334262,0.0,1.0,0.0,0.5285515320334262,0.8441991225697406,0.6168680297539547,1.7071169055838036,0.6813240574441806,0.23064789627314808,0.23064789627314813,0.10868422164090924
drift_70pct,stuck_at,105,0.9,Conditional Lite-CF,2.0,1436,45,0,0.0,11,0,1.0,0.0,0.45403899721448465,0.0,1.0,0.0,0.45403899721448465,0.8153848501703312,0.5718992745767921,1.8804050515045212,0.7639791641925465,0.2714596361669439,0.2714596361669439,0.12050273914538841
stuck_at_70pct,gaussian,105,0.55,Conditional Lite-CF,2.0,1436,36,14,0.3888888888888889,14,4,0.7142857142857143,0.10933147632311978,0.4756267409470752,69.63788300835654,1.0,69.63788300835654,0.4756267409470752,0.7935225832896627,0.5300352062377119,2.537856019069597,0.7908727270084104,0.31397963026547476,0.3120869973449688,0.11799936841151776
stuck_at_70pct,offset,105,0.55,Conditional Lite-CF,2.0,1436,34,15,0.4411764705882353,22,2,0.9090909090909091,0.10724233983286909,0.5083565459610028,90.5292479108635,1.0,90.5292479108635,0.5083565459610028,0.8353215798803629,0.5955205903763553,1.8412270728363354,0.7267388414384911,0.24943718798442907,0.24943718798442904,0.11773470505840894
stuck_at_70pct,drift,105,0.55,Conditional Lite-CF,2.0,1436,20,5,0.25,16,1,0.9375,0.0988857938718663,0.5313370473537604,27.855153203342617,1.0,27.855153203342617,0.5313370473537604,0.8446284728579244,0.6173881664670463,1.708155024666839,0.6809002638950137,0.23734849080573658,0.23549288739003216,0.10790328083984548
stuck_at_70pct,stuck_at,105,0.55,Conditional Lite-CF,2.0,1436,45,15,0.3333333333333333,11,1,0.9090909090909091,0.1392757660167131,0.4637883008356546,97.49303621169916,1.0,97.49303621169916,0.4637883008356546,0.8174349996508853,0.5735504273687438,1.8759221218155144,0.7593709611231901,0.2727275075103722,0.2727275075103723,0.11960710647597506
uniform,gaussian,106,0.625,Conditional Lite-CF,2.0,1436,38,15,0.39473684210526316,13,1,0.9230769230769231,0.8586350974930362,0.4763231197771588,97.49303621169916,1.0,97.49303621169916,0.4763231197771588,0.7970115990372567,0.5190824273329883,3.257248560819639,0.8412296704675744,0.36880595551151374,0.36872736508230153,0.13255733350054288
uniform,offset,106,0.625,Conditional Lite-CF,2.0,1436,22,6,0.2727272727272727,10,2,0.8,0.8864902506963789,0.5104456824512534,27.855153203342617,1.0,27.855153203342617,0.5104456824512534,0.8351330345682669,0.5994228510316251,2.534483155709565,0.778881045710486,0.32942881087711773,0.3294288108771178,0.12756510791753975
uniform,drift,106,0.625,Conditional Lite-CF,2.0,1436,21,9,0.42857142857142855,15,2,0.8666666666666667,0.8802228412256268,0.5278551532033426,48.74651810584958,1.0,48.74651810584958,0.5278551532033426,0.8428408011531222,0.6216266970334409,2.395978509761537,0.744041494583483,0.3151276325141439,0.31512763251414383,0.12171063819182375
uniform,stuck_at,106,0.625,Conditional Lite-CF,2.0,1436,21,0,0.0,26,0,1.0,0.8168523676880223,0.504874651810585,0.0,1.0,0.0,0.504874651810585,0.8273229693235069,0.5957629434987227,2.38686737421998,0.7633020105869304,0.30888161713103196,0.30888200703879376,0.12326637759897922
gaussian_70pct,gaussian,106,0.65,Conditional Lite-CF,2.0,1436,38,10,0.2631578947368421,13,0,1.0,0.8238161559888579,0.4735376044568245,69.63788300835654,1.0,69.63788300835654,0.4735376044568245,0.7969103179972667,0.5190322975527094,3.271684765856975,0.8428718122070906,0.37115313629008917,0.37107454586087707,0.1333116906799708
gaussian_70pct,offset,106,0.65,Conditional Lite-CF,2.0,1436,22,2,0.09090909090909091,10,1,0.9,0.8419220055710307,0.5083565459610028,6.963788300835654,1.0,6.963788300835654,0.5083565459610028,0.8353777646923003,0.5993746115157924,2.541541208663137,0.7804907092877014,0.3331124992050901,0.3331124992050902,0.12820603886577067
gaussian_70pct,drift,106,0.65,Conditional Lite-CF,2.0,1436,21,3,0.14285714285714285,15,1,0.9333333333333333,0.841225626740947,0.5243732590529248,13.927576601671309,1.0,13.927576601671309,0.5243732590529248,0.8430427909728705,0.6214813745446913,2.4014341057695168,0.746393718736132,0.3199188562853739,0.3199188562853739,0.1222165497646765
gaussian_70pct,stuck_at,106,0.65,Conditional Lite-CF,2.0,1436,21,0,0.0,26,0,1.0,0.7778551532033426,0.504874651810585,0.0,1.0,0.0,0.504874651810585,0.8272488765933534,0.5956707546793354,2.3897311811493775,0.7635171747008865,0.30931125422615563,0.30931164413391743,0.12323551768983683
offset_70pct,gaussian,106,0.625,Conditional Lite-CF,2.0,1436,38,18,0.47368421052631576,13,0,1.0,0.8495821727019499,0.479108635097493,125.34818941504179,1.0,125.34818941504179,0.479108635097493,0.7968606408127242,0.5193832783334108,3.2728105721667586,0.8437304749763747,0.37099795618369824,0.3709193657544861,0.13331410252147508
offset_70pct,offset,106,0.625,Conditional Lite-CF,2.0,1436,22,1,0.045454545454545456,10,0,1.0,0.8649025069637883,0.5083565459610028,6.963788300835654,1.0,6.963788300835654,0.5083565459610028,0.8359528875700707,0.6002078217207195,2.5360369518015378,0.7806443129075837,0.33631350344062233,0.3363135034406224,0.1281877255851902
offset_70pct,drift,106,0.625,Conditional Lite-CF,2.0,1436,21,5,0.23809523809523808,15,0,1.0,0.862116991643454,0.5264623955431755,34.81894150417827,1.0,34.81894150417827,0.5264623955431755,0.8434823751767832,0.6221538225681903,2.3961663877866552,0.7448328566314898,0.32062259670255605,0.32062259670255605,0.12184305524387234
offset_70pct,stuck_at,106,0.625,Conditional Lite-CF,2.0,1436,21,0,0.0,26,0,1.0,0.8057103064066853,0.504874651810585,0.0,1.0,0.0,0.504874651810585,0.8274789569502077,0.5959371267511807,2.387921387962588,0.7643276936545673,0.31121091161744985,0.31121130152521165,0.12295689065667988
drift_70pct,gaussian,106,0.775,Conditional Lite-CF,2.0,1436,38,14,0.3684210526315789,13,1,0.9230769230769231,0.8516713091922006,0.4756267409470752,90.5292479108635,1.0,90.5292479108635,0.4756267409470752,0.7969945986658681,0.5190938301514573,3.253260228269138,0.8382839046011749,0.36410528949710297,0.36402669906789065,0.1320845972401589
drift_70pct,offset,106,0.775,Conditional Lite-CF,2.0,1436,22,6,0.2727272727272727,10,3,0.7,0.8795264623955432,0.5097493036211699,20.891364902506965,1.0,20.891364902506965,0.5097493036211699,0.8347176068990647,0.5987259072877379,2.5363436326482627,0.7787735957948932,0.3274778650174362,0.32747786501743625,0.127654826641183
drift_70pct,drift,106,0.775,Conditional Lite-CF,2.0,1436,21,11,0.5238095238095238,15,4,0.7333333333333334,0.8767409470752089,0.5278551532033426,48.74651810584958,1.0,48.74651810584958,0.5278551532033426,0.8422466620605463,0.6206556340713435,2.3976600660730574,0.7448776053142854,0.3122057852539064,0.3122057852539064,0.12122090584239438
drift_70pct,stuck_at,106,0.775,Conditional Lite-CF,2.0,1436,21,2,0.09523809523809523,26,1,0.9615384615384616,0.8133704735376045,0.5055710306406686,6.963788300835654,1.0,6.963788300835654,0.5055710306406686,0.8274017622056942,0.5957150364898475,2.3830144183521544,0.7613157873162323,0.30566805065027064,0.30566844055803244,0.12346903024907917
stuck_at_70pct,gaussian,106,0.6,Conditional Lite-CF,2.0,1436,38,20,0.5263157894736842,13,0,1.0,0.8516713091922006,0.4805013927576602,139.27576601671308,1.0,139.27576601671308,0.4805013927576602,0.7971447408726547,0.5195628159721478,3.2713434217651507,0.845707330260107,0.3724384487031059,0.37235985827389373,0.13377887058277846
stuck_at_70pct,offset,106,0.6,Conditional Lite-CF,2.0,1436,22,3,0.13636363636363635,10,0,1.0,0.8586350974930362,0.5097493036211699,20.891364902506965,1.0,20.891364902506965,0.5097493036211699,0.8368976349317249,0.6018259660889543,2.534630340901228,0.7815185622833785,0.33938523376058216,0.3393852337605822,0.1281757953407622
stuck_at_70pct,drift,106,0.6,Conditional Lite-CF,2.0,1436,21,4,0.19047619047619047,15,0,1.0,0.8565459610027855,0.525766016713092,27.855153203342617,1.0,27.855153203342617,0.525766016713092,0.8443638002588644,0.6236727489197205,2.3970709123299523,0.7469006524817782,0.32560002463908866,0.3256000246390886,0.12291760703697945
stuck_at_70pct,stuck_at,106,0.6,Conditional Lite-CF,2.0,1436,21,0,0.0,26,1,0.9615384615384616,0.8168523676880223,0.5041782729805014,-6.963788300835654,1.0,-6.963788300835654,0.5041782729805014,0.8274029311139571,0.5958833383245826,2.389517811695358,0.7655447795625413,0.31325563914124827,0.31325602904901,0.12384335022678593
uniform,gaussian,107,0.525,Conditional Lite-CF,2.0,1436,56,22,0.39285714285714285,14,5,0.6428571428571428,0.8732590529247911,0.46935933147632314,118.38440111420613,1.0,118.38440111420613,0.46935933147632314,0.7912500526850591,0.5132667521792335,2.5067756049191745,0.7963622700273881,0.3172227790161038,0.31574392368900717,0.1157574151845873
uniform,offset,107,0.525,Conditional Lite-CF,2.0,1436,38,14,0.3684210526315789,18,3,0.8333333333333334,0.8795264623955432,0.47284122562674097,76.6016713091922,1.0,76.6016713091922,0.47284122562674097,0.833855671907707,0.5836235109855037,2.2095741342711306,0.795818368730796,0.32713145938533816,0.3271314593853383,0.1299485152555023
uniform,drift,107,0.525,Conditional Lite-CF,2.0,1436,32,12,0.375,10,3,0.7,0.8899721448467967,0.5146239554317549,62.674094707520894,1.0,62.674094707520894,0.5146239554317549,0.8439113831014411,0.6144742555072041,1.9881206582496511,0.7260012288520191,0.2825189927412407,0.28251899274124065,0.11690589910796366
uniform,stuck_at,107,0.525,Conditional Lite-CF,2.0,1436,86,19,0.22093023255813954,16,2,0.875,0.8217270194986073,0.44846796657381616,118.38440111420613,1.0,118.38440111420613,0.44846796657381616,0.8152955982369599,0.5698189137101147,2.0317677068285063,0.7635359700653243,0.28880137609080847,0.28757786322294404,0.11712581504938242
gaussian_70pct,gaussian,107,0.6,Conditional Lite-CF,2.0,1436,56,18,0.32142857142857145,14,4,0.7142857142857143,0.7625348189415042,0.4672701949860724,97.49303621169916,1.0,97.49303621169916,0.4672701949860724,0.7896656075823008,0.5098958266706072,2.5237268194494256,0.7956781455247104,0.30953471229225316,0.30856817108025814,0.11427507828285648
gaussian_70pct,offset,107,0.6,Conditional Lite-CF,2.0,1436,38,5,0.13157894736842105,18,1,0.9444444444444444,0.7534818941504178,0.467966573816156,27.855153203342617,1.0,27.855153203342617,0.467966573816156,0.8319472073351101,0.5812551237963355,2.2126725568387613,0.7983121116568108,0.3236952238905498,0.3236952238905499,0.1301372619203846
gaussian_70pct,drift,107,0.6,Conditional Lite-CF,2.0,1436,32,3,0.09375,10,2,0.8,0.7277158774373259,0.5090529247910863,6.963788300835654,1.0,6.963788300835654,0.5090529247910863,0.8410442219456676,0.6111773487019417,1.9955388504513603,0.7309924791372929,0.27807300622911435,0.27807300622911435,0.1183647911555909
gaussian_70pct,stuck_at,107,0.6,Conditional Lite-CF,2.0,1436,86,14,0.16279069767441862,16,5,0.6875,0.5947075208913649,0.4428969359331476,62.674094707520894,1.0,62.674094707520894,0.4428969359331476,0.8095128211216137,0.5623791462686696,2.0411799485906434,0.7685361580146315,0.2783404933328058,0.277289782186815,0.11841976854818344
offset_70pct,gaussian,107,0.65,Conditional Lite-CF,2.0,1436,56,7,0.125,14,1,0.9285714285714286,0.7430362116991643,0.4616991643454039,41.78272980501393,1.0,41.78272980501393,0.4616991643454039,0.7884614021744257,0.5090438025124073,2.5624810583244635,0.8056001503407533,0.32483932615138,0.32169694652145303,0.11840286433035624
offset_70pct,offset,107,0.65,Conditional Lite-CF,2.0,1436,38,1,0.02631578947368421,18,2,0.8888888888888888,0.7743732590529248,0.46448467966573814,-6.963788300835654,1.0,-6.963788300835654,0.46448467966573814,0.8334379597707448,0.5827955838315743,2.220266232619479,0.8008466727607032,0.33316350619309987,0.3331635061930999,0.1310707669309974
offset_70pct,drift,107,0.65,Conditional Lite-CF,2.0,1436,32,0,0.0,10,0,1.0,0.7555710306406686,0.5083565459610028,0.0,1.0,0.0,0.5083565459610028,0.8428888579956605,0.6120497942597876,2.002236178083196,0.7322895048901945,0.28533254889895787,0.2853325488989578,0.1192134919735122
offset_70pct,stuck_at,107,0.65,Conditional Lite-CF,2.0,1436,86,10,0.11627906976744186,16,2,0.875,0.6350974930362117,0.44220055710306405,55.710306406685234,1.0,55.710306406685234,0.44220055710306405,0.8128775499646922,0.5657742448931706,2.0481154493400915,0.773462190093813,0.2892924490507579,0.28806893618289353,0.11997340457304807
drift_70pct,gaussian,107,0.625,Conditional Lite-CF,2.0,1436,56,8,0.14285714285714285,14,3,0.7857142857142857,0.1915041782729805,0.4610027855153203,34.81894150417827,1.0,34.81894150417827,0.4610027855153203,0.7815703248430487,0.4969889034464042,2.764686042783018,0.811375925035084,0.3242249226868772,0.32354540764563283,0.11885597754233279
drift_70pct,offset,107,0.625,Conditional Lite-CF,2.0,1436,38,0,0.0,18,0,1.0,0.14066852367688024,0.46518105849582175,0.0,1.0,0.0,0.46518105849582175,0.8262381815718172,0.5634296967374969,2.3440273413739154,0.8177725360534592,0.3367169446690746,0.3367169446690746,0.13313163741417733
drift_70pct,drift,107,0.625,Conditional Lite-CF,2.0,1436,32,0,0.0,10,0,1.0,0.13997214484679665,0.5083565459610028,0.0,1.0,0.0,0.5083565459610028,0.8385895170967007,0.5982776295450972,2.0703334790490273,0.7451484090773529,0.2870644739404017,0.28706447394040174,0.12166008238528155
drift_70pct,stuck_at,107,0.625,Conditional Lite-CF,2.0,1436,86,8,0.09302325581395349,16,4,0.75,0.12395543175487465,0.43941504178272983,27.855153203342617,1.0,27.855153203342617,0.43941504178272983,0.8062267475510883,0.5559884445430502,2.123883502475979,0.7890743227645065,0.294828590895801,0.29263074651805066,0.12169463781866213
stuck_at_70pct,gaussian,107,0.725,Conditional Lite-CF,2.0,1436,56,5,0.08928571428571429,14,1,0.9285714285714286,0.7632311977715878,0.46030640668523676,27.855153203342617,1.0,27.855153203342617,0.46030640668523676,0.7892113678146634,0.50897823365056,2.5399887498723794,0.8054131559943184,0.326736970541152,0.32460225491850236,0.11768355661146966
stuck_at_70pct,offset,107,0.725,Conditional Lite-CF,2.0,1436,38,0,0.0,18,0,1.0,0.7792479108635098,0.46518105849582175,0.0,1.0,0.0,0.46518105849582175,0.8326147643507458,0.5819794666323467,2.221556351242584,0.8042782184475209,0.3345217317037823,0.33452173170378235,0.13112027235004578
stuck_at_70pct,drift,107,0.725,Conditional Lite-CF,2.0,1436,32,0,0.0,10,0,1.0,0.7611420612813371,0.5083565459610028,0.0,1.0,0.0,0.5083565459610028,0.8422362768267275,0.6114225160695468,2.0014951800665406,0.733412197262877,0.28667740505629913,0.28667740505629913,0.1187975043428921
stuck_at_70pct,stuck_at,107,0.725,Conditional Lite-CF,2.0,1436,86,3,0.03488372093023256,16,0,1.0,0.6371866295264624,0.4387186629526462,20.891364902506965,1.0,20.891364902506965,0.4387186629526462,0.8126098341496498,0.5671899084481073,2.0515010561397755,0.7771920372465372,0.2963913769295808,0.29516786406171647,0.120422897490789
uniform,gaussian,108,0.675,Conditional Lite-CF,2.0,1436,39,0,0.0,24,4,0.8333333333333334,0.4129526462395543,0.49164345403899723,-27.855153203342617,1.0,-27.855153203342617,0.49164345403899723,0.7959253023812084,0.5061882993686363,2.870321867739774,0.8054700334079125,0.34315926699393273,0.34265330912282876,0.12236059699770678
uniform,offset,108,0.675,Conditional Lite-CF,2.0,1436,21,1,0.047619047619047616,14,1,0.9285714285714286,0.3426183844011142,0.4735376044568245,0.0,1.0,0.0,0.4735376044568245,0.8091474747303193,0.5504183678360496,3.024598414447464,0.8654121662385441,0.37633924575441335,0.37633924575441335,0.14696277865582544
uniform,drift,108,0.675,Conditional Lite-CF,2.0,1436,17,0,0.0,11,0,1.0,0.3488857938718663,0.49164345403899723,0.0,1.0,0.0,0.49164345403899723,0.8165794922801597,0.5653198911087048,2.781528631953249,0.8150754769295697,0.35872533112049376,0.35785752957287387,0.13580079673973952
uniform,stuck_at,108,0.675,Conditional Lite-CF,2.0,1436,25,1,0.04,17,0,1.0,0.30919220055710306,0.46448467966573814,6.963788300835654,1.0,6.963788300835654,0.46448467966573814,0.8011223187492994,0.5410067030100737,2.8734123121740254,0.8713242457504914,0.37638111376080396,0.3763811137608038,0.1486676318396666
gaussian_70pct,gaussian,108,0.9,Conditional Lite-CF,2.0,1436,39,0,0.0,24,3,0.875,0.023676880222841225,0.4923398328690808,-20.891364902506965,1.0,-20.891364902506965,0.4923398328690808,0.793866715922892,0.5009699604204917,2.92491842202953,0.8096870710789603,0.34557412817964483,0.3450681703085408,0.12339627348888042
gaussian_70pct,offset,108,0.9,Conditional Lite-CF,2.0,1436,21,0,0.0,14,1,0.9285714285714286,0.0020891364902506965,0.47284122562674097,-6.963788300835654,1.0,-6.963788300835654,0.47284122562674097,0.8082973105035675,0.5492910849454725,3.042119343044869,0.8671859375180131,0.3789826615062427,0.3789826615062427,0.14718805773060714
gaussian_70pct,drift,108,0.9,Conditional Lite-CF,2.0,1436,17,0,0.0,11,0,1.0,0.002785515320334262,0.49164345403899723,0.0,1.0,0.0,0.49164345403899723,0.8158542585796962,0.5647848549994978,2.776974536713139,0.8151328490924004,0.35991916666465695,0.35905136511703706,0.13582531627384123
gaussian_70pct,stuck_at,108,0.9,Conditional Lite-CF,2.0,1436,25,0,0.0,17,0,1.0,0.001392757660167131,0.4637883008356546,0.0,1.0,0.0,0.4637883008356546,0.8004074395503179,0.5388946941197135,2.9003447961560505,0.8737424994376869,0.37900863823840436,0.37900863823840436,0.1492129374085542
offset_70pct,gaussian,108,0.9,Conditional Lite-CF,2.0,1436,39,0,0.0,24,0,1.0,0.0,0.49442896935933145,0.0,1.0,0.0,0.49442896935933145,0.7935968305578315,0.5017701788740433,2.943105268056472,0.8127447310383816,0.349766016869375,0.349260058998271,0.1240209442061312
offset_70pct,offset,108,0.9,Conditional Lite-CF,2.0,1436,21,0,0.0,14,0,1.0,0.0,0.4735376044568245,0.0,1.0,0.0,0.4735376044568245,0.8084436994570071,0.5496351666575671,3.0410459737085342,0.866458915801168,0.3789723089991713,0.3789723089991713,0.14708582946969362
offset_70pct,drift,108,0.9,Conditional Lite-CF,2.0,1436,17,0,0.0,11,0,1.0,0.0,0.49164345403899723,0.0,1.0,0.0,0.49164345403899723,0.815851567988508,0.5650025852784604,2.777623770137346,0.8148118642692953,0.36099707409553916,0.36012927254791927,0.13556102952194996
offset_70pct,stuck_at,108,0.9,Conditional Lite-CF,2.0,1436,25,0,0.0,17,0,1.0,0.0,0.4637883008356546,0.0,1.0,0.0,0.4637883008356546,0.8004901546339188,0.5390795352107753,2.899499060549497,0.8731197706326316,0.37958301341618517,0.37958301341618517,0.1490025227882292
drift_70pct,gaussian,108,0.9,Conditional Lite-CF,2.0,1436,39,0,0.0,24,0,1.0,0.001392757660167131,0.49442896935933145,0.0,1.0,0.0,0.49442896935933145,0.7936233445055173,0.501879434819685,2.941853520731012,0.8122798274950239,0.3493344575603134,0.34882849968920954,0.12387709110311072
drift_70pct,offset,108,0.9,Conditional Lite-CF,2.0,1436,21,0,0.0,14,0,1.0,0.0,0.4735376044568245,0.0,1.0,0.0,0.4735376044568245,0.8084436994570071,0.5496351666575671,3.0410459737085342,0.866458915801168,0.3789723089991713,0.3789723089991713,0.14708582946969362
drift_70pct,drift,108,0.9,Conditional Lite-CF,2.0,1436,17,0,0.0,11,0,1.0,0.0,0.49164345403899723,0.0,1.0,0.0,0.49164345403899723,0.815851567988508,0.5650025852784604,2.777623770137346,0.8148118642692953,0.36099707409553916,0.36012927254791927,0.13556102952194996
drift_70pct,stuck_at,108,0.9,Conditional Lite-CF,2.0,1436,25,0,0.0,17,0,1.0,0.0,0.4637883008356546,0.0,1.0,0.0,0.4637883008356546,0.8004901546339188,0.5390795352107753,2.899499060549497,0.8731197706326316,0.37958301341618517,0.37958301341618517,0.1490025227882292
stuck_at_70pct,gaussian,108,0.9,Conditional Lite-CF,2.0,1436,39,0,0.0,24,0,1.0,0.4136490250696379,0.49442896935933145,0.0,1.0,0.0,0.49442896935933145,0.7955087502087919,0.5065242413055919,2.9081228817445375,0.8110786300723641,0.34779409910491876,0.34728814123381474,0.12354197115911018
stuck_at_70pct,offset,108,0.9,Conditional Lite-CF,2.0,1436,21,0,0.0,14,0,1.0,0.41086350974930363,0.4735376044568245,0.0,1.0,0.0,0.4735376044568245,0.8089645261719554,0.5489322352676631,3.053409984659283,0.867004704606166,0.37807933827333945,0.37807933827333934,0.14727333928836053
stuck_at_70pct,drift,108,0.9,Conditional Lite-CF,2.0,1436,17,0,0.0,11,0,1.0,0.4233983286908078,0.49164345403899723,0.0,1.0,0.0,0.49164345403899723,0.8165293972040161,0.5643673332714724,2.802662121555199,0.8155649442615449,0.360758904982131,0.359891103434511,0.13574419263806717
stuck_at_70pct,stuck_at,108,0.9,Conditional Lite-CF,2.0,1436,25,0,0.0,17,0,1.0,0.34818941504178275,0.4637883008356546,0.0,1.0,0.0,0.4637883008356546,0.801058788276662,0.5393223749330015,2.889788956961886,0.8734309269763131,0.37862292718964125,0.37862292718964136,0.14906225346990035
uniform,gaussian,109,0.9,Conditional Lite-CF,2.0,1436,49,0,0.0,27,0,1.0,0.0,0.49025069637883006,0.0,1.0,0.0,0.49025069637883006,0.7946309056950015,0.49956132128490155,3.306289404238984,0.8351273882766315,0.3521677939536026,0.3520142153373124,0.13162466049646038
uniform,offset,109,0.9,Conditional Lite-CF,2.0,1436,49,0,0.0,20,0,1.0,0.0,0.46657381615598886,0.0,1.0,0.0,0.46657381615598886,0.8248421097870898,0.5788365310941805,3.1141334173030373,0.8604963756771641,0.37824058027681895,0.37730642761551725,0.14832526277659863
uniform,drift,109,0.9,Conditional Lite-CF,2.0,1436,43,0,0.0,22,0,1.0,0.0,0.5215877437325905,0.0,1.0,0.0,0.5215877437325905,0.8344637890281148,0.6022905049932263,2.720143281923304,0.7753035340437648,0.3298695477200432,0.32901751706360066,0.1309747214764044
uniform,stuck_at,109,0.9,Conditional Lite-CF,2.0,1436,36,0,0.0,13,0,1.0,0.0,0.4533426183844011,0.0,1.0,0.0,0.4533426183844011,0.8114678284655197,0.5619192841138625,3.089211216796359,0.8739551790792238,0.37497405178477144,0.371357297503948,0.14994721832936622
gaussian_70pct,gaussian,109,0.9,Conditional Lite-CF,2.0,1436,49,0,0.0,27,0,1.0,0.0,0.49025069637883006,0.0,1.0,0.0,0.49025069637883006,0.7946309056950015,0.49956132128490155,3.306289404238984,0.8351273882766315,0.3521677939536026,0.3520142153373124,0.13162466049646038
gaussian_70pct,offset,109,0.9,Conditional Lite-CF,2.0,1436,49,0,0.0,20,0,1.0,0.0,0.46657381615598886,0.0,1.0,0.0,0.46657381615598886,0.8248421097870898,0.5788365310941805,3.1141334173030373,0.8604963756771641,0.37824058027681895,0.37730642761551725,0.14832526277659863
gaussian_70pct,drift,109,0.9,Conditional Lite-CF,2.0,1436,43,0,0.0,22,0,1.0,0.0,0.5215877437325905,0.0,1.0,0.0,0.5215877437325905,0.8344637890281148,0.6022905049932263,2.720143281923304,0.7753035340437648,0.3298695477200432,0.32901751706360066,0.1309747214764044
