mixture,test_mechanism,seed,threshold,method,mean_forward_passes,n,correction_opportunities,corrections_retained,recovery_retention,harm_opportunities,harms_realized,negative_transfer_prevention,recovery_selection_rate,selected_accuracy,net_correct_change_per_10000,utility_ratio,utility_per_10000,accuracy,macro_auroc,macro_auprc,nll,brier,ece15_equal_width,ece15_equal_mass,classwise_ece15
drift_70pct,offset,102,0.675,Conditional Lite-CF,2.0,1436,10,3,0.3,3,1,0.6666666666666667,0.883008356545961,0.5125348189415042,13.927576601671309,1.0,13.927576601671309,0.5125348189415042,0.8314386362106251,0.591447047750227,2.2060701600661026,0.7865295077412557,0.33065792936074795,0.330657929360748,0.12838501079454204
drift_70pct,drift,102,0.675,Conditional Lite-CF,2.0,1436,5,4,0.8,6,1,0.8333333333333334,0.8614206128133705,0.5389972144846796,20.891364902506965,1.0,20.891364902506965,0.5389972144846796,0.8413571404545196,0.609693906825882,2.058087061040031,0.7408711842091659,0.30220930469173146,0.29766428556104996,0.1201315216953414
drift_70pct,stuck_at,102,0.675,Conditional Lite-CF,2.0,1436,16,8,0.5,2,0,1.0,0.7834261838440112,0.5194986072423399,55.710306406685234,1.0,55.710306406685234,0.5194986072423399,0.8274935013067409,0.5886844798607629,1.947588242730523,0.7147815769690213,0.2639518183370018,0.26029409435025413,0.10870699966609447
stuck_at_70pct,gaussian,102,0.8,Conditional Lite-CF,2.0,1436,37,2,0.05405405405405406,16,1,0.9375,0.7479108635097493,0.47214484679665736,6.963788300835654,1.0,6.963788300835654,0.47214484679665736,0.7960793053800934,0.5168836692468667,2.599336492339393,0.8043337923592857,0.33341468037254296,0.33238867005153766,0.12065357800307068
stuck_at_70pct,offset,102,0.8,Conditional Lite-CF,2.0,1436,10,1,0.1,3,0,1.0,0.8649025069637883,0.5118384401114207,6.963788300835654,1.0,6.963788300835654,0.5118384401114207,0.831096899240575,0.5909558186672198,2.2047737451749994,0.7856577238166944,0.32959303008177193,0.329593030081772,0.12831401702202586
stuck_at_70pct,drift,102,0.8,Conditional Lite-CF,2.0,1436,5,2,0.4,6,0,1.0,0.8551532033426184,0.5383008356545961,13.927576601671309,1.0,13.927576601671309,0.5383008356545961,0.841825216428456,0.6104451353797535,2.0495024594465847,0.7379822486559137,0.3008210802848336,0.29548062949986925,0.12004948057961501
stuck_at_70pct,stuck_at,102,0.8,Conditional Lite-CF,2.0,1436,16,4,0.25,2,1,0.5,0.7367688022284122,0.516016713091922,20.891364902506965,1.0,20.891364902506965,0.516016713091922,0.8270226629840636,0.5874211375939032,1.9453374976722078,0.7158309360506062,0.2653981496486241,0.26174042566187633,0.10889791223220657
uniform,gaussian,103,0.9,Conditional Lite-CF,2.0,1436,49,0,0.0,15,0,1.0,0.0,0.44707520891364905,0.0,1.0,0.0,0.44707520891364905,0.7694249613154086,0.4738324174880839,4.163939058459799,0.9145673794401421,0.4161377317134759,0.41599109654739785,0.14568111844563988
uniform,offset,103,0.9,Conditional Lite-CF,2.0,1436,42,0,0.0,3,0,1.0,0.0,0.4610027855153203,0.0,1.0,0.0,0.4610027855153203,0.7931424934604397,0.5368989239230508,3.858461086657976,0.9727784135520209,0.45394944242541346,0.45229778566961043,0.16463707549618506
uniform,drift,103,0.9,Conditional Lite-CF,2.0,1436,28,0,0.0,5,0,1.0,0.0,0.49512534818941506,0.0,1.0,0.0,0.49512534818941506,0.8061840355917056,0.5571826361375264,3.462134174382716,0.9047666418294835,0.41281783459897126,0.41169045861789916,0.15198531875518775
uniform,stuck_at,103,0.9,Conditional Lite-CF,2.0,1436,35,0,0.0,13,0,1.0,0.0,0.4763231197771588,0.0,1.0,0.0,0.4763231197771588,0.7994549784898589,0.5449567487962206,3.058786132774741,0.8913021099071131,0.3972088937862211,0.3962749994696694,0.14722022895729928
