seed,fault_type,view,method,mean_forward_passes,n,correction_opportunities,corrections_retained,recovery_retention,harm_opportunities,harms_realized,negative_transfer_prevention,recovery_selection_rate,selected_accuracy,net_correct_change_per_10000,utility_ratio,utility_per_10000,accuracy,macro_auroc,macro_auprc,nll,brier,ece15_equal_width,ece15_equal_mass,classwise_ece15
103,drift,B8-9_pooled,All-row multinomial (utility 1:1),2.0,256,11,11,1.0,3,3,0.0,0.98046875,0.60546875,312.5,1.0,312.5,0.60546875,0.8927348121217613,0.7389417022071717,1.3981628703206241,0.6257104973628373,0.23697181122441213,0.23552454078338061,0.1083185920604246
103,drift,B10,Always PDRF,1.0,1180,17,0,0.0,2,0,1.0,0.0,0.47796610169491527,0.0,1.0,0.0,0.47796610169491527,0.795624348237292,0.5428401288572201,3.8590100237412903,0.9512263659629485,0.44637652088133417,0.4452141259929688,0.16327107884672795
103,drift,B10,Always RO-PDRF-Lite,1.0,1180,17,17,1.0,2,2,0.0,1.0,0.4906779661016949,127.11864406779661,1.0,127.11864406779661,0.4906779661016949,0.7987632968280661,0.5523200289839014,3.497609491677031,0.920663795796687,0.42454080364870017,0.4240706914463035,0.15730633318225926
103,drift,B10,Frozen Lite-CF (ungated),2.0,1180,17,0,0.0,2,0,1.0,0.6966101694915254,0.47796610169491527,0.0,1.0,0.0,0.47796610169491527,0.7998167246156006,0.5526023358925569,3.566844618063694,0.945786644030309,0.4438121294297256,0.44264973454136014,0.16242613371049056
103,drift,B10,Prospective gate Lite-CF,1.0,1180,17,0,0.0,2,0,1.0,0.0,0.47796610169491527,0.0,1.0,0.0,0.47796610169491527,0.795624348237292,0.5428401288572201,3.8590100237412903,0.9512263659629485,0.44637652088133417,0.4452141259929688,0.16327107884672795
103,drift,B10,All-row multinomial (utility 1:1),2.0,1180,17,16,0.9411764705882353,2,2,0.0,0.9949152542372881,0.48983050847457626,118.64406779661017,1.0,118.64406779661017,0.48983050847457626,0.7988068167809345,0.5524365048477174,3.4983018492799323,0.9209054935510029,0.42602662588661555,0.42486423099825016,0.15723757020615156
103,gaussian,B8-9_pooled,Always PDRF,1.0,256,14,0,0.0,3,0,1.0,0.0,0.5390625,0.0,1.0,0.0,0.5390625,0.804708006320217,0.5649263955652976,3.558172357531883,0.7616341709124751,0.32448838750408293,0.32448838750408304,0.13339324088086665
103,gaussian,B8-9_pooled,Always RO-PDRF-Lite,1.0,256,14,14,1.0,3,3,0.0,1.0,0.58203125,429.6875,1.0,429.6875,0.58203125,0.8215598416145151,0.6129846121246115,2.781534105376343,0.6973250288558991,0.2736877170752001,0.2736877170752001,0.11911324107831729
103,gaussian,B8-9_pooled,Frozen Lite-CF (ungated),2.0,256,14,0,0.0,3,0,1.0,0.5,0.5390625,0.0,1.0,0.0,0.5390625,0.8088261233977224,0.5911622969852683,3.2536705714417096,0.7568342699342494,0.32444916028375115,0.3244491602837512,0.1332858906425297
103,gaussian,B8-9_pooled,Prospective gate Lite-CF,1.0,256,14,0,0.0,3,0,1.0,0.0,0.5390625,0.0,1.0,0.0,0.5390625,0.804708006320217,0.5649263955652976,3.558172357531883,0.7616341709124751,0.32448838750408293,0.32448838750408304,0.13339324088086665
103,gaussian,B8-9_pooled,All-row multinomial (utility 1:1),2.0,256,14,14,1.0,3,2,0.33333333333333337,0.98828125,0.5859375,468.75,1.0,468.75,0.5859375,0.8216602750729479,0.6129367823817421,2.789438651258421,0.6973061674494935,0.2723981392567499,0.2705090512596545,0.11932710811843826
103,gaussian,B10,Always PDRF,1.0,1180,35,0,0.0,12,0,1.0,0.0,0.4271186440677966,0.0,1.0,0.0,0.4271186440677966,0.7596146823854074,0.46251491505869174,4.2953596308645,0.9477461094258053,0.43621422633875095,0.43584253172967624,0.15226274354027922
103,gaussian,B10,Always RO-PDRF-Lite,1.0,1180,35,35,1.0,12,12,0.0,1.0,0.44661016949152543,194.91525423728814,1.0,194.91525423728814,0.44661016949152543,0.7702119696787287,0.4757449823885982,3.647333647679717,0.9028846717694755,0.4014930692205356,0.40088310167702507,0.1428237767430152
103,gaussian,B10,Frozen Lite-CF (ungated),2.0,1180,35,0,0.0,12,0,1.0,0.48389830508474574,0.4271186440677966,0.0,1.0,0.0,0.4271186440677966,0.763896385772286,0.46524028968624354,4.001508640312196,0.9467584006421261,0.4356871616711536,0.4353154670620789,0.1520870553177468
103,gaussian,B10,Prospective gate Lite-CF,1.0,1180,35,0,0.0,12,0,1.0,0.0,0.4271186440677966,0.0,1.0,0.0,0.4271186440677966,0.7596146823854074,0.46251491505869174,4.2953596308645,0.9477461094258053,0.43621422633875095,0.43584253172967624,0.15226274354027922
103,gaussian,B10,All-row multinomial (utility 1:1),2.0,1180,35,30,0.8571428571428571,12,11,0.08333333333333337,0.9838983050847457,0.44322033898305085,161.01694915254237,1.0,161.01694915254237,0.44322033898305085,0.7699923344788647,0.47526834757104325,3.6582936770179013,0.9052763649387296,0.4043334626166165,0.40433346261661646,0.14385286887669815
103,offset,B8-9_pooled,Always PDRF,1.0,256,16,0,0.0,2,0,1.0,0.0,0.4921875,0.0,1.0,0.0,0.4921875,0.8343445177436006,0.6715454799817456,2.5972952308678017,0.8987660710711672,0.41668604912549706,0.4106567858883704,0.15842401425038147
103,offset,B8-9_pooled,Always RO-PDRF-Lite,1.0,256,16,16,1.0,2,2,0.0,1.0,0.546875,546.875,1.0,546.875,0.546875,0.8577317267703175,0.6877972847707782,1.921560244168936,0.7467776389710581,0.30734459772953593,0.2856210363444119,0.13246738080517484
103,offset,B8-9_pooled,Frozen Lite-CF (ungated),2.0,256,16,0,0.0,2,0,1.0,0.44140625,0.4921875,0.0,1.0,0.0,0.4921875,0.8571914254039732,0.6904115846263471,2.1925423437925673,0.8843479489694468,0.4122529155681289,0.40622365233100227,0.1563686168912843
103,offset,B8-9_pooled,Prospective gate Lite-CF,1.0,256,16,0,0.0,2,0,1.0,0.0,0.4921875,0.0,1.0,0.0,0.4921875,0.8343445177436006,0.6715454799817456,2.5972952308678017,0.8987660710711672,0.41668604912549706,0.4106567858883704,0.15842401425038147
103,offset,B8-9_pooled,All-row multinomial (utility 1:1),2.0,256,16,16,1.0,2,1,0.5,0.99609375,0.55078125,585.9375,1.0,585.9375,0.55078125,0.858166055193156,0.6875191141239769,1.9196494917529678,0.7454541995642494,0.3094299683900843,0.28768764697274146,0.13234906397535887
103,offset,B10,Always PDRF,1.0,1180,26,0,0.0,1,0,1.0,0.0,0.4542372881355932,0.0,1.0,0.0,0.4542372881355932,0.782413816874962,0.5247483867030741,4.13206995028703,0.9888353285309177,0.4715848412742275,0.46957485898496215,0.16888581350238022
103,offset,B10,Always RO-PDRF-Lite,1.0,1180,26,26,1.0,1,1,0.0,1.0,0.4754237288135593,211.864406779661,1.0,211.864406779661,0.4754237288135593,0.7893718295165567,0.5357236797999393,3.643097695706118,0.9467646389601695,0.44290505174420647,0.44071982891020767,0.16069507609598685
103,offset,B10,Frozen Lite-CF (ungated),2.0,1180,26,0,0.0,1,0,1.0,0.6983050847457627,0.4542372881355932,0.0,1.0,0.0,0.4542372881355932,0.7899904246112168,0.5355325545216778,3.7472531052281592,0.9829386060576334,0.46890815511923944,0.4668981728299741,0.16797810812572164
103,offset,B10,Prospective gate Lite-CF,1.0,1180,26,0,0.0,1,0,1.0,0.0,0.4542372881355932,0.0,1.0,0.0,0.4542372881355932,0.782413816874962,0.5247483867030741,4.13206995028703,0.9888353285309177,0.4715848412742275,0.46957485898496215,0.16888581350238022
103,offset,B10,All-row multinomial (utility 1:1),2.0,1180,26,24,0.9230769230769231,1,1,0.0,0.9949152542372881,0.47372881355932206,194.91525423728814,1.0,194.91525423728814,0.47372881355932206,0.7894304944941681,0.5358974280423499,3.6434303601339697,0.9468782325290341,0.4428448523731078,0.4422588317994153,0.16072492129669605
103,stuck_at,B8-9_pooled,Always PDRF,1.0,256,17,0,0.0,5,0,1.0,0.0,0.48828125,0.0,1.0,0.0,0.48828125,0.8406153605034969,0.681582337515161,1.8723891687468797,0.7786341271556154,0.33360878035101704,0.3283702169191089,0.1355187221096333
103,stuck_at,B8-9_pooled,Always RO-PDRF-Lite,1.0,256,17,17,1.0,5,5,0.0,1.0,0.53515625,468.75,1.0,468.75,0.53515625,0.8594006174436246,0.7038476202218075,1.4877967454736027,0.6736361421342271,0.27468846723148554,0.26989426135620204,0.11567489291483007
103,stuck_at,B8-9_pooled,Frozen Lite-CF (ungated),2.0,256,17,0,0.0,5,0,1.0,0.3046875,0.48828125,0.0,1.0,0.0,0.48828125,0.8513190938913614,0.6927057193127598,1.711736312564073,0.7738940956725079,0.3330507270874477,0.32781216365553967,0.13510245462347367
103,stuck_at,B8-9_pooled,Prospective gate Lite-CF,1.0,256,17,0,0.0,5,0,1.0,0.0,0.48828125,0.0,1.0,0.0,0.48828125,0.8406153605034969,0.681582337515161,1.8723891687468797,0.7786341271556154,0.33360878035101704,0.3283702169191089,0.1355187221096333
103,stuck_at,B8-9_pooled,All-row multinomial (utility 1:1),2.0,256,17,15,0.8823529411764706,5,1,0.8,0.94921875,0.54296875,546.875,1.0,546.875,0.54296875,0.8617712933343878,0.7020201042096463,1.4728343820271337,0.6663339089368201,0.2606620527058431,0.2578470000406867,0.11588262622087699
103,stuck_at,B10,Always PDRF,1.0,1180,18,0,0.0,8,0,1.0,0.0,0.47372881355932206,0.0,1.0,0.0,0.47372881355932206,0.786213115901146,0.5271882728168386,3.3161739486994293,0.9157453332837091,0.4110068844975875,0.4110068844975875,0.15366269367309773
103,stuck_at,B10,Always RO-PDRF-Lite,1.0,1180,18,18,1.0,8,8,0.0,1.0,0.4822033898305085,84.7457627118644,1.0,84.7457627118644,0.4822033898305085,0.7940840397349999,0.5375391628816794,2.913022090730784,0.8633030277957753,0.3835217674060034,0.3835217674060034,0.14298162012989504
103,stuck_at,B10,Frozen Lite-CF (ungated),2.0,1180,18,0,0.0,8,0,1.0,0.5050847457627119,0.47372881355932206,0.0,1.0,0.0,0.47372881355932206,0.7937202555945166,0.5355133918299747,3.0779820810522964,0.9082251611061798,0.40725661586884676,0.40725661586884676,0.15230673955565324
103,stuck_at,B10,Prospective gate Lite-CF,1.0,1180,18,0,0.0,8,0,1.0,0.0,0.47372881355932206,0.0,1.0,0.0,0.47372881355932206,0.786213115901146,0.5271882728168386,3.3161739486994293,0.9157453332837091,0.4110068844975875,0.4110068844975875,0.15366269367309773
103,stuck_at,B10,All-row multinomial (utility 1:1),2.0,1180,18,17,0.9444444444444444,8,7,0.125,0.9957627118644068,0.4822033898305085,84.7457627118644,1.0,84.7457627118644,0.4822033898305085,0.7941377073606617,0.5375414552797596,2.9137926937220606,0.8634839768837951,0.38356554130458453,0.3835655413045845,0.14310837880465618
104,drift,B8-9_pooled,Always PDRF,1.0,256,3,0,0.0,5,0,1.0,0.0,0.60546875,0.0,1.0,0.0,0.60546875,0.9136310355185682,0.7950342734815831,1.2491436393313107,0.5835489271170279,0.23356042016395862,0.22819477324793055,0.1102505810419257
104,drift,B8-9_pooled,Always RO-PDRF-Lite,1.0,256,3,3,1.0,5,5,0.0,1.0,0.59765625,-78.125,1.0,-78.125,0.59765625,0.9057903578936575,0.7838092292699521,1.2256904229120202,0.5918591865620613,0.2524116171726828,0.2471639356213759,0.11096041924922924
104,drift,B8-9_pooled,Frozen Lite-CF (ungated),2.0,256,3,0,0.0,5,0,1.0,0.48046875,0.60546875,0.0,1.0,0.0,0.60546875,0.9121702324953036,0.7953220803971921,1.2197450993946526,0.5789036977275094,0.22522949855471297,0.21945629152081958,0.10839262773629428
104,drift,B8-9_pooled,Prospective gate Lite-CF,2.0,256,3,0,0.0,5,0,1.0,0.48046875,0.60546875,0.0,1.0,0.0,0.60546875,0.9121702324953036,0.7953220803971921,1.2197450993946526,0.5789036977275094,0.22522949855471297,0.21945629152081958,0.10839262773629428
104,drift,B8-9_pooled,All-row multinomial (utility 1:1),2.0,256,3,1,0.3333333333333333,5,0,1.0,0.3046875,0.609375,39.0625,1.0,39.0625,0.609375,0.9128009872525872,0.7923658896028442,1.2287536545104478,0.5782288692614639,0.23350348344804972,0.2277502515981864,0.110369255071192
104,drift,B10,Always PDRF,1.0,1180,21,0,0.0,13,0,1.0,0.0,0.4923728813559322,0.0,1.0,0.0,0.4923728813559322,0.8083541907197022,0.5420886411468054,3.0805231099952026,0.854959055336047,0.37005816588268714,0.36904537043414143,0.14657477805229302
104,drift,B10,Always RO-PDRF-Lite,1.0,1180,21,21,1.0,13,13,0.0,1.0,0.49915254237288137,67.79661016949153,1.0,67.79661016949153,0.49915254237288137,0.8076956258657075,0.5467881078489839,2.993824580682247,0.8568234655741662,0.37721279424615084,0.37687892292410724,0.14695855831908186
104,drift,B10,Frozen Lite-CF (ungated),2.0,1180,21,0,0.0,13,0,1.0,0.5516949152542373,0.4923728813559322,0.0,1.0,0.0,0.4923728813559322,0.8094516738006013,0.547662542693999,2.9973776702870447,0.8526027068365388,0.36853995683204266,0.36752716138349695,0.146433119817582
104,drift,B10,Prospective gate Lite-CF,2.0,1180,21,0,0.0,13,0,1.0,0.5516949152542373,0.4923728813559322,0.0,1.0,0.0,0.4923728813559322,0.8094516738006013,0.547662542693999,2.9973776702870447,0.8526027068365388,0.36853995683204266,0.36752716138349695,0.146433119817582
104,drift,B10,All-row multinomial (utility 1:1),2.0,1180,21,11,0.5238095238095238,13,5,0.6153846153846154,0.25169491525423726,0.49745762711864405,50.847457627118644,1.0,50.847457627118644,0.49745762711864405,0.808342668301902,0.5443353076613837,3.0398766752617625,0.8451341417660552,0.368568095901853,0.3678594385065022,0.14531559898155785
104,gaussian,B8-9_pooled,Always PDRF,1.0,256,6,0,0.0,2,0,1.0,0.0,0.56640625,0.0,1.0,0.0,0.56640625,0.8342916684992292,0.5576677264780198,2.578034278500366,0.6967999666317093,0.30113819084302934,0.30113819084302934,0.11695156444882593
104,gaussian,B8-9_pooled,Always RO-PDRF-Lite,1.0,256,6,6,1.0,2,2,0.0,1.0,0.58203125,156.25,1.0,156.25,0.58203125,0.8479038658144437,0.5890976946491354,2.0909581286516175,0.6554762685270781,0.2697468045977253,0.2697468045977254,0.10967211356225141
104,gaussian,B8-9_pooled,Frozen Lite-CF (ungated),2.0,256,6,0,0.0,2,0,1.0,0.578125,0.56640625,0.0,1.0,0.0,0.56640625,0.8407485205172054,0.5803093280969338,2.291537275298535,0.6846043531508641,0.29342121704632235,0.2934212170463224,0.1145162447961545
104,gaussian,B8-9_pooled,Prospective gate Lite-CF,2.0,256,6,0,0.0,2,0,1.0,0.578125,0.56640625,0.0,1.0,0.0,0.56640625,0.8407485205172054,0.5803093280969338,2.291537275298535,0.6846043531508641,0.29342121704632235,0.2934212170463224,0.1145162447961545
104,gaussian,B8-9_pooled,All-row multinomial (utility 1:1),2.0,256,6,1,0.16666666666666666,2,1,0.5,0.2734375,0.56640625,0.0,1.0,0.0,0.56640625,0.8412348491819062,0.5670306912267006,2.354513363450822,0.6601129205512996,0.28392437075356025,0.28392437075356025,0.10884941263158339
104,gaussian,B10,Always PDRF,1.0,1180,37,0,0.0,15,0,1.0,0.0,0.44322033898305085,0.0,1.0,0.0,0.44322033898305085,0.7594953966469472,0.44340964486446904,4.022460558019014,0.9581585952008678,0.4291904036455036,0.4291904036455036,0.15361624007949173
104,gaussian,B10,Always RO-PDRF-Lite,1.0,1180,37,37,1.0,15,15,0.0,1.0,0.461864406779661,186.4406779661017,1.0,186.4406779661017,0.461864406779661,0.7741092797849515,0.4667647962782981,3.362234599713762,0.8918308528190584,0.3909000346478283,0.3909000346478281,0.13916818433661574
104,gaussian,B10,Frozen Lite-CF (ungated),2.0,1180,37,0,0.0,15,2,0.8666666666666667,0.5889830508474576,0.44152542372881354,-16.949152542372882,1.0,-16.949152542372882,0.44152542372881354,0.7693734627846678,0.4581964119238831,3.5538515058270628,0.9342935603449694,0.41825411714172644,0.41825411714172633,0.14982197933363173
104,gaussian,B10,Prospective gate Lite-CF,2.0,1180,37,0,0.0,15,2,0.8666666666666667,0.5889830508474576,0.44152542372881354,-16.949152542372882,1.0,-16.949152542372882,0.44152542372881354,0.7693734627846678,0.4581964119238831,3.5538515058270628,0.9342935603449694,0.41825411714172644,0.41825411714172633,0.14982197933363173
104,gaussian,B10,All-row multinomial (utility 1:1),2.0,1180,37,20,0.5405405405405406,15,9,0.4,0.2966101694915254,0.45254237288135596,93.22033898305085,1.0,93.22033898305085,0.45254237288135596,0.7634690478248292,0.45060832566393166,3.786981233915981,0.9037734050347656,0.3990652020313753,0.39906520203137524,0.14178676750747032
104,offset,B8-9_pooled,Always PDRF,1.0,256,5,0,0.0,13,0,1.0,0.0,0.59375,0.0,1.0,0.0,0.59375,0.8993118802346812,0.7665554899515681,1.549221804494401,0.6450049169758545,0.2613458970026003,0.25883954456097386,0.12350453371081553
104,offset,B8-9_pooled,Always RO-PDRF-Lite,1.0,256,5,5,1.0,13,13,0.0,1.0,0.5625,-312.5,1.0,-312.5,0.5625,0.8849760993535658,0.7368171560548883,1.5051257420676722,0.6859785391165132,0.31809509403978,0.31189825923398534,0.12657337747889771
104,offset,B8-9_pooled,Frozen Lite-CF (ungated),2.0,256,5,0,0.0,13,2,0.8461538461538461,0.5,0.5859375,-78.125,1.0,-78.125,0.5859375,0.8880165907199769,0.7584237052665318,1.4875059653634353,0.6456894062097929,0.2527681161238525,0.2503466500618139,0.12370862381103766
104,offset,B8-9_pooled,Prospective gate Lite-CF,2.0,256,5,0,0.0,13,2,0.8461538461538461,0.5,0.5859375,-78.125,1.0,-78.125,0.5859375,0.8880165907199769,0.7584237052665318,1.4875059653634353,0.6456894062097929,0.2527681161238525,0.2503466500618139,0.12370862381103766
104,offset,B8-9_pooled,All-row multinomial (utility 1:1),2.0,256,5,1,0.2,13,11,0.15384615384615385,0.3046875,0.5546875,-390.625,1.0,-390.625,0.5546875,0.8921305596766852,0.7414397412910675,1.5678417483505567,0.6912017846834085,0.3172183626070546,0.3117557346869041,0.12592797327192706
104,offset,B10,Always PDRF,1.0,1180,36,0,0.0,20,0,1.0,0.0,0.47796610169491527,0.0,1.0,0.0,0.47796610169491527,0.8041979697606605,0.5323660980516539,3.195044446184995,0.8716193589873524,0.37023671062881613,0.37023671062881613,0.15014815136558543
104,offset,B10,Always RO-PDRF-Lite,1.0,1180,36,36,1.0,20,20,0.0,1.0,0.4915254237288136,135.59322033898306,1.0,135.59322033898306,0.4915254237288136,0.8048983714120181,0.5378138081890369,3.1300571278924605,0.8753355361179126,0.38115896877300515,0.37982769292031276,0.14858519880605361
104,offset,B10,Frozen Lite-CF (ungated),2.0,1180,36,0,0.0,20,0,1.0,0.5305084745762711,0.47796610169491527,0.0,1.0,0.0,0.47796610169491527,0.8050433847336382,0.5374777090564745,3.1187337718571704,0.8686891933926622,0.3680973306026846,0.3680973306026845,0.14997160144199873
104,offset,B10,Prospective gate Lite-CF,2.0,1180,36,0,0.0,20,0,1.0,0.5305084745762711,0.47796610169491527,0.0,1.0,0.0,0.47796610169491527,0.8050433847336382,0.5374777090564745,3.1187337718571704,0.8686891933926622,0.3680973306026846,0.3680973306026845,0.14997160144199873
104,offset,B10,All-row multinomial (utility 1:1),2.0,1180,36,22,0.6111111111111112,20,9,0.55,0.2838983050847458,0.48898305084745763,110.16949152542372,1.0,110.16949152542372,0.48898305084745763,0.8035684607731444,0.5329774312423093,3.1571794539298628,0.8635541080146262,0.3688885856034343,0.3688885856034342,0.1477838860949677
104,stuck_at,B8-9_pooled,Always PDRF,1.0,256,8,0,0.0,17,0,1.0,0.0,0.59375,0.0,1.0,0.0,0.59375,0.8882383046410954,0.7827201193055525,1.665265475944627,0.6628966038335703,0.25527996561688443,0.24935113072421336,0.12699394779721465
104,stuck_at,B8-9_pooled,Always RO-PDRF-Lite,1.0,256,8,8,1.0,17,17,0.0,1.0,0.55859375,-351.5625,1.0,-351.5625,0.55859375,0.8752863856513953,0.7489371875297605,1.549623572733743,0.6947939591283331,0.30478054396795473,0.2992961632673768,0.12848884061504426
104,stuck_at,B8-9_pooled,Frozen Lite-CF (ungated),2.0,256,8,0,0.0,17,0,1.0,0.5625,0.59375,0.0,1.0,0.0,0.59375,0.8879792395611409,0.7555174064098834,1.5189383645954002,0.6430119044951667,0.24011660747185815,0.23420387969365697,0.12236912760487456
104,stuck_at,B8-9_pooled,Prospective gate Lite-CF,2.0,256,8,0,0.0,17,0,1.0,0.5625,0.59375,0.0,1.0,0.0,0.59375,0.8879792395611409,0.7555174064098834,1.5189383645954002,0.6430119044951667,0.24011660747185815,0.23420387969365697,0.12236912760487456
104,stuck_at,B8-9_pooled,All-row multinomial (utility 1:1),2.0,256,8,3,0.375,17,11,0.3529411764705882,0.2109375,0.5625,-312.5,1.0,-312.5,0.5625,0.8826878202650423,0.7760650947722056,1.688766514777579,0.7045936112756549,0.2921597174617775,0.28974484855005567,0.1289834357306573
104,stuck_at,B10,Always PDRF,1.0,1180,33,0,0.0,19,0,1.0,0.0,0.4610169491525424,0.0,1.0,0.0,0.4610169491525424,0.7942762712585688,0.5253839855705141,3.1317439567012455,0.8921217977536935,0.38014982109473267,0.37931491341526946,0.15310378701911997
104,stuck_at,B10,Always RO-PDRF-Lite,1.0,1180,33,33,1.0,19,19,0.0,1.0,0.4728813559322034,118.64406779661017,1.0,118.64406779661017,0.4728813559322034,0.7991863997607646,0.5308186123495048,2.937078297008713,0.8568074958101128,0.36324340315309445,0.36324340315309445,0.14489369058539867
104,stuck_at,B10,Frozen Lite-CF (ungated),2.0,1180,33,0,0.0,19,0,1.0,0.46440677966101696,0.4610169491525424,0.0,1.0,0.0,0.4610169491525424,0.7968616773829921,0.5278326944041934,2.990519016883207,0.8829958426565727,0.37507146904545285,0.37423656136598954,0.15136324021225567
104,stuck_at,B10,Prospective gate Lite-CF,2.0,1180,33,0,0.0,19,0,1.0,0.46440677966101696,0.4610169491525424,0.0,1.0,0.0,0.4610169491525424,0.7968616773829921,0.5278326944041934,2.990519016883207,0.8829958426565727,0.37507146904545285,0.37423656136598954,0.15136324021225567
104,stuck_at,B10,All-row multinomial (utility 1:1),2.0,1180,33,21,0.6363636363636364,19,14,0.26315789473684215,0.3423728813559322,0.4669491525423729,59.32203389830509,1.0,59.32203389830509,0.4669491525423729,0.7973497120519567,0.5286766038841447,3.034316929650205,0.8593059326064401,0.36840219642172634,0.3675672887422631,0.14616798167209336
105,drift,B8-9_pooled,Always PDRF,1.0,256,2,0,0.0,4,0,1.0,0.0,0.62109375,0.0,1.0,0.0,0.62109375,0.9036633468409089,0.7694219790353793,0.9756119935375542,0.5108548500983465,0.13755566652803286,0.13464924780425025,0.08817542631772518
105,drift,B8-9_pooled,Always RO-PDRF-Lite,1.0,256,2,2,1.0,4,4,0.0,1.0,0.61328125,-78.125,1.0,-78.125,0.61328125,0.9005500406069965,0.7659797768985608,0.9746265149817203,0.4977300791877976,0.14904817084954958,0.1566599218025395,0.09060740397559573
105,drift,B8-9_pooled,Frozen Lite-CF (ungated),2.0,256,2,0,0.0,4,0,1.0,0.7421875,0.62109375,0.0,1.0,0.0,0.62109375,0.9069566109819043,0.7740084150978416,0.9549871731866448,0.49445982045217973,0.12604662754135018,0.1401504569486981,0.08362724053029673
105,drift,B8-9_pooled,Prospective gate Lite-CF,1.0,256,2,0,0.0,4,0,1.0,0.0,0.62109375,0.0,1.0,0.0,0.62109375,0.9036633468409089,0.7694219790353793,0.9756119935375542,0.5108548500983465,0.13755566652803286,0.13464924780425025,0.08817542631772518
105,drift,B8-9_pooled,All-row multinomial (utility 1:1),2.0,256,2,2,1.0,4,4,0.0,0.98828125,0.61328125,-78.125,1.0,-78.125,0.61328125,0.9006278828257167,0.7661455241042857,0.974827364150778,0.4980571022911017,0.14900681023347911,0.15681812254459707,0.0914517913289895
105,drift,B10,Always PDRF,1.0,1180,18,0,0.0,12,0,1.0,0.0,0.5084745762711864,0.0,1.0,0.0,0.5084745762711864,0.8297436598730079,0.5944260349144106,1.8658162763328203,0.7183072075124293,0.2558025135710219,0.25580396741514816,0.11983857126296045
105,drift,B10,Always RO-PDRF-Lite,1.0,1180,18,18,1.0,12,12,0.0,1.0,0.5135593220338983,50.847457627118644,1.0,50.847457627118644,0.5135593220338983,0.8298462505117934,0.5948397270686215,1.8303981489218593,0.7038924091843762,0.24397582283530503,0.2432688139693901,0.11707278780134299
105,drift,B10,Frozen Lite-CF (ungated),2.0,1180,18,1,0.05555555555555555,12,0,1.0,0.7288135593220338,0.5093220338983051,8.474576271186441,1.0,8.474576271186441,0.5093220338983051,0.8311052846760502,0.5946987946998871,1.8425793555754195,0.7124347122671746,0.25641487914197686,0.2564158225731558,0.11917227091949585
105,drift,B10,Prospective gate Lite-CF,1.0,1180,18,0,0.0,12,0,1.0,0.0,0.5084745762711864,0.0,1.0,0.0,0.5084745762711864,0.8297436598730079,0.5944260349144106,1.8658162763328203,0.7183072075124293,0.2558025135710219,0.25580396741514816,0.11983857126296045
105,drift,B10,All-row multinomial (utility 1:1),2.0,1180,18,13,0.7222222222222222,12,10,0.16666666666666663,0.9822033898305085,0.5110169491525424,25.423728813559322,1.0,25.423728813559322,0.5110169491525424,0.8298551866450182,0.595005038919635,1.8316142305668093,0.7040135472837735,0.2473044810978377,0.24659747223192274,0.11709809053066143
105,gaussian,B8-9_pooled,Always PDRF,1.0,256,8,0,0.0,2,0,1.0,0.0,0.57421875,0.0,1.0,0.0,0.57421875,0.8338009824786764,0.6315243081885749,2.0576003241392637,0.6414810297355176,0.2188508637777043,0.21584925756954154,0.11133607845784589
105,gaussian,B8-9_pooled,Always RO-PDRF-Lite,1.0,256,8,8,1.0,2,2,0.0,1.0,0.59765625,234.375,1.0,234.375,0.59765625,0.8455996787917969,0.6608948233852007,1.776521830614406,0.5975749227757352,0.19414858325131343,0.1926623582120927,0.10284335646978339
105,gaussian,B8-9_pooled,Frozen Lite-CF (ungated),2.0,256,8,1,0.125,2,0,1.0,0.75,0.578125,39.0625,1.0,39.0625,0.578125,0.8405905750990322,0.6485708286130559,1.8809819343995837,0.6270781740372019,0.2273513478316906,0.2239091666039176,0.10662706954729302
105,gaussian,B8-9_pooled,Prospective gate Lite-CF,1.0,256,8,0,0.0,2,0,1.0,0.0,0.57421875,0.0,1.0,0.0,0.57421875,0.8338009824786764,0.6315243081885749,2.0576003241392637,0.6414810297355176,0.2188508637777043,0.21584925756954154,0.11133607845784589
105,gaussian,B8-9_pooled,All-row multinomial (utility 1:1),2.0,256,8,8,1.0,2,1,0.5,0.9921875,0.6015625,273.4375,1.0,273.4375,0.6015625,0.8458457686859395,0.6618411301614594,1.7807587513531093,0.596715212447706,0.1942326608874536,0.1890652970598717,0.10201809993104997
105,gaussian,B10,Always PDRF,1.0,1180,28,0,0.0,12,0,1.0,0.0,0.4457627118644068,0.0,1.0,0.0,0.4457627118644068,0.7797258679987721,0.5103525286395348,2.6555686080973757,0.8254737973904175,0.327123731044367,0.32712373104436704,0.1253154153821585
105,gaussian,B10,Always RO-PDRF-Lite,1.0,1180,28,28,1.0,12,12,0.0,1.0,0.45932203389830506,135.59322033898306,1.0,135.59322033898306,0.45932203389830506,0.7876546797296552,0.5217163803739219,2.3853093878568794,0.7912740050576238,0.30196573900671153,0.3019657390067115,0.11665800636203479
105,gaussian,B10,Frozen Lite-CF (ungated),2.0,1180,28,6,0.21428571428571427,12,2,0.8333333333333334,0.7169491525423729,0.4491525423728814,33.898305084745765,1.0,33.898305084745765,0.4491525423728814,0.7849319281311408,0.5171643508684226,2.494477768763632,0.8138285994982728,0.3290636754057558,0.32872936175425127,0.12445700644311182
