criterion,method,metric,n_fitted_cells,mean,fitting_ci_low,fitting_ci_high,median,q1,q3,minimum,maximum
matched_prevention,Entropy difference,macro_auroc,40,0.812374844906576,0.8056964106661137,0.8190532791470382,0.8123893857340827,0.7980783046790249,0.8281221916702086,0.7702729210326115,0.8453969264960177
matched_prevention,Random,negative_transfer_prevention,40,0.9779096482221483,0.962884250138589,0.9929350463057076,1.0,1.0,1.0,0.8461538461538461,1.0
matched_prevention,Random,recovery_retention,40,0.021067408016858313,0.007468793817039623,0.034666022216677,0.0,0.0,0.02525436046511628,0.0,0.16279069767441862
matched_prevention,Random,utility_per_10000,40,4.8746518105849574,-0.3472076156067496,10.096511236776664,0.0,0.0,0.0,-13.927576601671309,90.5292479108635
matched_prevention,Random,macro_auroc,40,0.8117244341017553,0.8050338554811873,0.8184150127223233,0.8113228608296221,0.7978463225397527,0.8271757071317062,0.7684085309961795,0.8444719861237363
matched_prevention,Shallow tree,negative_transfer_prevention,40,0.7544366744366744,0.659683280095924,0.8491900687774248,0.9423076923076923,0.5414438502673796,1.0,0.0,1.0
matched_prevention,Shallow tree,recovery_retention,40,0.29127268788492067,0.19030117205864125,0.39224420371120006,0.16071428571428573,0.0,0.5535092085614733,0.0,1.0
matched_prevention,Shallow tree,utility_per_10000,40,34.81894150417828,18.183197399005543,51.45468560935101,0.0,0.0,64.4150417827298,0.0,215.8774373259053
matched_prevention,Shallow tree,macro_auroc,40,0.8138166360056742,0.8077560186583799,0.8198772533529686,0.8127472596463965,0.7994984268625814,0.8293897912088934,0.7769078307085623,0.8441991225697406
matched_prevention,Two-stage,negative_transfer_prevention,40,0.9500427827471766,0.9224868675248382,0.9775986979695149,1.0,0.9327586206896552,1.0,0.7,1.0
matched_prevention,Two-stage,recovery_retention,40,0.12376938311533765,0.07171456759507755,0.17582419863559776,0.08163265306122448,0.0,0.17813953488372092,0.0,0.625
matched_prevention,Two-stage,utility_per_10000,40,21.935933147632312,11.314109773612753,32.55775652165187,13.927576601671309,0.0,27.855153203342617,-13.927576601671309,118.38440111420613
matched_prevention,Two-stage,macro_auroc,40,0.8121187676636591,0.8054641908085676,0.8187733445187506,0.811309865943828,0.798309871018803,0.8274976742429422,0.7691412667011753,0.8450332587872703
matched_retention,All-row multinomial,negative_transfer_prevention,40,0.9232658802527386,0.8816861136547998,0.9648456468506774,1.0,0.9005681818181818,1.0,0.5675675675675675,1.0
matched_retention,All-row multinomial,recovery_retention,40,0.11286889316934298,0.06027959672092712,0.16545818961775885,0.0,0.0,0.21753246753246752,0.0,0.5
matched_retention,All-row multinomial,utility_per_10000,40,17.583565459610025,6.992469002831411,28.174661916388636,0.0,0.0,17.409470752089135,-13.927576601671309,111.42061281337047
matched_retention,All-row multinomial,macro_auroc,40,0.8117368805520894,0.8051161071481575,0.8183576539560212,0.8111561076059219,0.7988286635047672,0.827729902226974,0.7691806345522895,0.8429205397459079
matched_retention,Base uncertainty,negative_transfer_prevention,40,0.7657678540217452,0.6702471884008876,0.8612885196426028,0.9722222222222222,0.5355113636363636,1.0,0.07692307692307687,1.0
matched_retention,Base uncertainty,recovery_retention,40,0.220383875589044,0.13759963190612584,0.30316811927196213,0.09703947368421052,0.0,0.4520833333333333,0.0,0.9047619047619048
matched_retention,Base uncertainty,utility_per_10000,40,24.37325905292479,11.163653743458223,37.58286436239136,0.0,0.0,38.3008356545961,-34.81894150417827,146.23955431754874
matched_retention,Base uncertainty,macro_auroc,40,0.8114692002788431,0.8048398098688081,0.818098590688878,0.8111482399734735,0.7982489602911446,0.8263073868455559,0.7683610823604962,0.8440818732339784
matched_retention,Conditional Lite-CF,negative_transfer_prevention,40,0.9492618365605612,0.92044763031113,0.9780760428099924,1.0,0.9285714285714286,1.0,0.5945945945945945,1.0
matched_retention,Conditional Lite-CF,recovery_retention,40,0.09659804479290467,0.058995243529124136,0.1342008460566852,0.05202702702702703,0.0,0.1600877192982456,0.0,0.4
matched_retention,Conditional Lite-CF,utility_per_10000,40,15.842618384401112,6.180921247660841,25.504315521141383,6.963788300835654,0.0,34.81894150417827,-41.78272980501393,97.49303621169916
matched_retention,Conditional Lite-CF,macro_auroc,40,0.8143355114295086,0.8078928324212853,0.8207781904377318,0.8135056587126964,0.7988285081692923,0.8335592654842823,0.7694249613154086,0.8458848969789899
matched_retention,Confidence difference,negative_transfer_prevention,40,0.8608166502411742,0.7999448320878458,0.9216884683945025,0.9791666666666667,0.7521008403361344,1.0,0.375,1.0
matched_retention,Confidence difference,recovery_retention,40,0.1803740018711745,0.11356767218378785,0.24718033155856114,0.09322493224932249,0.0,0.3409090909090909,0.0,0.72
matched_retention,Confidence difference,utility_per_10000,40,31.511142061281333,15.602372320568927,47.41991180199374,6.963788300835654,0.0,41.78272980501393,-13.927576601671309,208.91364902506965
matched_retention,Confidence difference,macro_auroc,40,0.8121496415688421,0.8055141640596664,0.8187851190780178,0.8125852956249162,0.7982704295318638,0.8279349712132639,0.7694249613154086,0.8444586185844988
matched_retention,Entropy difference,negative_transfer_prevention,40,0.8527360379922151,0.7852568412403171,0.920215234744113,0.9848484848484849,0.7485294117647059,1.0,0.3076923076923077,1.0
matched_retention,Entropy difference,recovery_retention,40,0.2177160658302113,0.1385871790499263,0.2968449526104963,0.11979913916786226,0.0,0.4470212765957447,0.0,0.7142857142857143
matched_retention,Entropy difference,utility_per_10000,40,39.51949860724234,17.47559427660156,61.563402937883126,3.481894150417827,0.0,62.674094707520894,-20.891364902506965,341.22562674094706
matched_retention,Entropy difference,macro_auroc,40,0.812437637866817,0.8058188893010929,0.8190563864325411,0.8136596982270139,0.7982704295318638,0.8276165942282192,0.7694249613154086,0.8453969264960177
matched_retention,Random,negative_transfer_prevention,40,0.7940184086085373,0.7237568818055204,0.8642799354115542,0.8786764705882353,0.6155172413793104,1.0,0.33333333333333337,1.0
matched_retention,Random,recovery_retention,40,0.2050796244960193,0.13417423368888565,0.27598501530315295,0.125,0.0,0.3784722222222222,0.0,0.7142857142857143
matched_retention,Random,utility_per_10000,40,28.89972144846796,13.98482969709215,43.81461319984377,6.963788300835654,0.0,45.26462395543176,-34.81894150417827,181.058495821727
matched_retention,Random,macro_auroc,40,0.8122698790041533,0.8057146859774135,0.818825072030893,0.8111982070101955,0.7982475585267905,0.8273601211869767,0.7694524943929478,0.8445278187080306
matched_retention,Shallow tree,negative_transfer_prevention,40,0.6566641490360553,0.5654951457331688,0.7478331523389418,0.6495535714285714,0.43333333333333335,1.0,0.0,1.0
matched_retention,Shallow tree,recovery_retention,40,0.3541851381719446,0.2627504715871082,0.445619804756781,0.40848214285714285,0.0,0.555137519460301,0.0,1.0
matched_retention,Shallow tree,utility_per_10000,40,43.175487465181064,25.4787956799049,60.87217925045723,34.81894150417827,0.0,76.6016713091922,-41.78272980501393,215.8774373259053
matched_retention,Shallow tree,macro_auroc,40,0.8147853120515446,0.8088273430304175,0.8207432810726717,0.8127472596463965,0.8002698459644516,0.8318109429035462,0.7769078307085623,0.8441991225697406
matched_retention,Two-stage,negative_transfer_prevention,40,0.9343791690709018,0.8951419558500598,0.9736163822917437,1.0,0.9090909090909091,1.0,0.45945945945945943,1.0
matched_retention,Two-stage,recovery_retention,40,0.13071605268909153,0.08372943234951782,0.17770267302866524,0.09449404761904762,0.0,0.2154017857142857,0.0,0.47619047619047616
matched_retention,Two-stage,utility_per_10000,40,21.76183844011142,11.14435640077885,32.37932047944399,10.445682451253482,0.0,41.78272980501393,-41.78272980501393,125.34818941504179
matched_retention,Two-stage,macro_auroc,40,0.8119177044800626,0.8052418219853913,0.8185935869747339,0.8111561076059219,0.7980219624046478,0.8284292058619797,0.7694249613154086,0.8447494232692122
