seed,fault_type,method,subset,n,accuracy,macro_auroc,macro_auprc,nll,brier,ece15_equal_width,ece15_equal_mass,classwise_ece15
104,drift,Lite-CF,endpoint_class_disagreement,103,0.17475728155339806,0.7091051288049829,0.3906579391840883,3.163050137060191,1.0401443601796114,0.37822883339836194,0.378228833398362,0.19686959727802936
104,gaussian,PDRF,endpoint_class_agreement,1317,0.49430523917995445,0.7798954917965103,0.46540766628309466,3.7830223237081735,0.8985058291933085,0.4031029902217526,0.4026705106097922,0.14281821765612715
104,gaussian,PDRF,endpoint_class_disagreement,119,0.14285714285714285,0.6243113255536766,0.2662256074754432,3.5650406170997138,1.0560987961945738,0.44721840911271765,0.4472184091127176,0.17656978792292055
104,gaussian,RO-PDRF-Lite,endpoint_class_agreement,1317,0.49430523917995445,0.7943068087093494,0.4910018130478624,3.1505886082874,0.8451421304495595,0.3830499823144185,0.38304998231441845,0.13177056763064468
104,gaussian,RO-PDRF-Lite,endpoint_class_disagreement,119,0.36134453781512604,0.6710548517989542,0.32761996873779436,2.9697219452314916,0.9000852543474861,0.227366176534951,0.2578145161431734,0.15344145270743487
104,gaussian,Lite-CF,endpoint_class_agreement,1317,0.49430523917995445,0.7912270460420968,0.4844037683957081,3.3073350103103833,0.8741485336322536,0.39133070103680656,0.39089822142484615,0.13829856292911294
104,gaussian,Lite-CF,endpoint_class_disagreement,119,0.12605042016806722,0.6117621158483443,0.23311108819521073,3.5665387459965,1.0627856875630854,0.45245993424011244,0.45245993424011255,0.1778400164101596
104,offset,PDRF,endpoint_class_agreement,1284,0.5319314641744548,0.8293552199431438,0.5705743040742429,2.8313596900324,0.809212593965483,0.3481515825462715,0.3443909583201555,0.13692042579412725
104,offset,PDRF,endpoint_class_disagreement,152,0.21710526315789475,0.6901122789708154,0.40044568559470356,3.4953117529424986,1.0171258664422005,0.36262835732559173,0.3664032190800658,0.19053937892648432
104,offset,RO-PDRF-Lite,endpoint_class_agreement,1284,0.5319314641744548,0.8266593407462547,0.5712926697775133,2.7722811267206438,0.8195741778134856,0.36725670917631587,0.360834538345426,0.13430057316927155
104,offset,RO-PDRF-Lite,endpoint_class_disagreement,152,0.26973684210526316,0.6891246380926,0.38925937710615405,3.4155962774547404,1.0274552257924268,0.35846618141649994,0.3442889482641448,0.19484085072624144
104,offset,Lite-CF,endpoint_class_agreement,1284,0.5319314641744548,0.8282184644793177,0.5730973371806,2.746102459598335,0.8044780448763638,0.34315949473834123,0.33939887051222534,0.13635121439855805
104,offset,Lite-CF,endpoint_class_disagreement,152,0.20394736842105263,0.6807291718298449,0.3680629559719782,3.5191567092120977,1.035525832709193,0.3734604790869499,0.37751809019577404,0.19083589350841434
104,stuck_at,PDRF,endpoint_class_agreement,1281,0.5152224824355972,0.816924682098365,0.565732221122231,2.8375330434171935,0.8312154069176447,0.3565154871523892,0.3511640680678777,0.14182312086104418
104,stuck_at,PDRF,endpoint_class_disagreement,155,0.23225806451612904,0.7553317880283216,0.4548129767718887,3.1412000137539957,1.016892359156449,0.39474758789572895,0.3825354594228215,0.18143158929210756
104,stuck_at,RO-PDRF-Lite,endpoint_class_agreement,1281,0.5152224824355972,0.8185252657791039,0.5641340799706539,2.644377123759152,0.8080557520497577,0.34864068338942933,0.34796617960722226,0.1344144355661083
104,stuck_at,RO-PDRF-Lite,endpoint_class_disagreement,155,0.2645161290322581,0.7724385173681232,0.4298735735034224,3.064573739062235,0.9921334207551417,0.3243651613808641,0.3226835002252246,0.1865834292718184
104,stuck_at,Lite-CF,endpoint_class_agreement,1281,0.5152224824355972,0.8187293519963547,0.5622488760992915,2.678200358412754,0.818835149271092,0.3488072318024461,0.34345581271793474,0.13905623594778949
104,stuck_at,Lite-CF,endpoint_class_disagreement,155,0.23225806451612904,0.7553317880283216,0.4548129767718887,3.1412000137539957,1.016892359156449,0.39474758789572895,0.3825354594228215,0.18143158929210756
105,drift,PDRF,endpoint_class_agreement,1359,0.5467255334805003,0.8520893485325342,0.6268851462945237,1.6710767184233861,0.6668050587196764,0.22945889949626527,0.2294588994962652,0.10621267127184482
105,drift,PDRF,endpoint_class_disagreement,77,0.2077922077922078,0.6506890695280688,0.4370243339132353,2.34320280624624,0.9375749570104269,0.2516329173093005,0.3024135787176108,0.17941055658963168
105,drift,RO-PDRF-Lite,endpoint_class_agreement,1359,0.5467255334805003,0.8521870916112017,0.6275077452555268,1.641022882389313,0.6524076040987712,0.22370191667157435,0.22370191667157427,0.10264437476473749
105,drift,RO-PDRF-Lite,endpoint_class_disagreement,77,0.2597402597402597,0.6216504039843803,0.39001432912288686,2.327585797351144,0.9271429758364947,0.22721933195609562,0.2239976225049932,0.1801801388730061
105,drift,Lite-CF,endpoint_class_agreement,1359,0.5467255334805003,0.8536248174612274,0.627381528467177,1.6472453406194276,0.6588451886456183,0.23202226304902662,0.23202226304902654,0.10336542731575264
105,drift,Lite-CF,endpoint_class_disagreement,77,0.22077922077922077,0.651490351579351,0.43732318772667794,2.3391420521165434,0.9335592615795961,0.23977625884835943,0.2905569202566698,0.17866489820054599
105,gaussian,PDRF,endpoint_class_agreement,1342,0.4910581222056632,0.7997230899288827,0.5363160753655202,2.4867093431894216,0.7830146933729918,0.3063877708881112,0.3061712900720409,0.1183262929547143
105,gaussian,PDRF,endpoint_class_disagreement,94,0.14893617021276595,0.6459510173119812,0.27321219269333413,3.437794701854793,0.930558574749257,0.32320788610081785,0.3232078861008179,0.1468293987289028
105,gaussian,RO-PDRF-Lite,endpoint_class_agreement,1342,0.4910581222056632,0.8082716419980452,0.5493651480426428,2.2255727236215987,0.7507213174726414,0.29532777264173843,0.29504212493200266,0.11050252349115462
105,gaussian,RO-PDRF-Lite,endpoint_class_disagreement,94,0.3829787234042553,0.6850636450996656,0.3849316901676904,3.0078305447682965,0.8427074271308467,0.09611357431824528,0.1890948267228185,0.14898187800434018
105,gaussian,Lite-CF,endpoint_class_agreement,1342,0.4910581222056632,0.8057279911936225,0.5452681762764143,2.3131604659582496,0.7713457542194329,0.311963614412963,0.3112755898050861,0.11621145606954812
105,gaussian,Lite-CF,endpoint_class_disagreement,94,0.20212765957446807,0.659875969860883,0.30660302426519254,3.4122744365043443,0.9117421042447512,0.28915087286601565,0.2891508728660155,0.14988693342244405
105,offset,PDRF,endpoint_class_agreement,1352,0.5140532544378699,0.8410615463097549,0.6007711188008505,1.8435582767197838,0.7234315099558972,0.25332170902140605,0.25128595626300143,0.11766675330996385
105,offset,PDRF,endpoint_class_disagreement,84,0.2619047619047619,0.7260225925593646,0.5424672832705285,1.8372843054293786,0.805252650604195,0.20172551205353262,0.20834947145756263,0.15662701724334485
105,offset,RO-PDRF-Lite,endpoint_class_agreement,1352,0.5140532544378699,0.841618150065521,0.6037651550735514,1.799710300073229,0.7113453251316794,0.24826761630073102,0.248267616300731,0.11692352191795848
105,offset,RO-PDRF-Lite,endpoint_class_disagreement,84,0.40476190476190477,0.7014722094813356,0.48766935528009053,1.7796899236395731,0.762761383200275,0.16100921332597598,0.17718258297378453,0.13403733564363973
105,offset,Lite-CF,endpoint_class_agreement,1352,0.5140532544378699,0.8429687739327151,0.6044598841648482,1.8112371126963729,0.7174653586704718,0.2582042952571935,0.2570999233188095,0.11764205339746785
105,offset,Lite-CF,endpoint_class_disagreement,84,0.3333333333333333,0.7322739583133439,0.5549710575753645,1.8174986003658633,0.7879794970861408,0.13937261048094196,0.15415743582632208,0.15551335089135346
105,stuck_at,PDRF,endpoint_class_agreement,1360,0.4713235294117647,0.8183918114194865,0.5753460452873419,1.8978227795209732,0.7631565062575023,0.2715140358722643,0.26984694159182804,0.12112243540402097
105,stuck_at,PDRF,endpoint_class_disagreement,76,0.14473684210526316,0.7773678628473458,0.4916166774758661,1.5687193922627476,0.7787004114512344,0.3003183811953321,0.3069069472417308,0.14686659124337006
105,stuck_at,RO-PDRF-Lite,endpoint_class_agreement,1360,0.4713235294117647,0.8217177202013836,0.5805052021638938,1.840817449462703,0.7415614995472052,0.2713200727502406,0.2713200727502406,0.11684970615271684
105,stuck_at,RO-PDRF-Lite,endpoint_class_disagreement,76,0.5921052631578947,0.7952102394378824,0.523566519653334,1.428251217646704,0.6875023536438976,0.15474953040644923,0.23432977799424293,0.1253073861822949
105,stuck_at,Lite-CF,endpoint_class_agreement,1360,0.4713235294117647,0.8219849697273943,0.5795679166571134,1.8570709647813708,0.7518703017804043,0.2784199828276427,0.2778468000100254,0.11779267127760686
105,stuck_at,Lite-CF,endpoint_class_disagreement,76,0.15789473684210525,0.7782534293977638,0.49678936004711005,1.5639272838653342,0.7753697628542578,0.28913120116875285,0.31722355077761966,0.14629883241978595
106,drift,PDRF,endpoint_class_agreement,1373,0.5360524399126001,0.8493682327609408,0.6232988728662489,2.5151309684193857,0.7686294597166802,0.34304923014627753,0.3430493072503979,0.12669160762202455
106,drift,PDRF,endpoint_class_disagreement,63,0.23809523809523808,0.6199375372181348,0.3830810355638412,2.8018486268265823,0.920301682729775,0.30899013586630464,0.3089901358663046,0.17703897289325823
106,drift,RO-PDRF-Lite,endpoint_class_agreement,1373,0.5360524399126001,0.8478450373575,0.6278447737901289,2.382271061161718,0.7402672788065562,0.32269167530099496,0.32269167530099485,0.11998547667955876
106,drift,RO-PDRF-Lite,endpoint_class_disagreement,63,0.3333333333333333,0.6187994379949529,0.4114498112541673,2.6802803716389842,0.8519242457625201,0.1770200462473126,0.20876033938808536,0.1564062190608565
106,drift,Lite-CF,endpoint_class_agreement,1373,0.5360524399126001,0.8486303914714558,0.6281197005887821,2.3820036315696105,0.7385445775762811,0.3228057002533621,0.32280570025336197,0.12071029584593856
106,drift,Lite-CF,endpoint_class_disagreement,63,0.3333333333333333,0.6346640942098748,0.3979484364650519,2.6774464341532163,0.8560182374510097,0.196839849995808,0.22840287413782778,0.1650681963573655
106,gaussian,PDRF,endpoint_class_agreement,1315,0.49961977186311785,0.7983704287195872,0.5190026745724485,3.6812909537180722,0.856096961021038,0.38527389780670046,0.3842511695996389,0.13765634778932143
106,gaussian,PDRF,endpoint_class_disagreement,121,0.10743801652892562,0.6006371937606177,0.2416039313670484,3.697890830548623,1.066962981631185,0.44691110556878544,0.4469111055687856,0.19234050436614478
