seed,fault_type,prevalence,stream,variant,n,recovery_opportunities,recovery_retained,recovery_retention,negative_transfer_opportunities,negative_transfer_remaining,negative_transfer_rate,negative_transfer_prevention,full_selection_rate,selected_accuracy,no_fault_recovery_selection_rate,harmful_switch_rate
107,offset,0.1,full_mixed_stream,Balanced-CF,4364,253,77,0.30434782608695654,154,32,0.2077922077922078,0.7922077922077921,0.7289184234647113,0.5891384051329056,,
107,offset,0.1,full_mixed_stream,Safe-CF,4364,253,11,0.043478260869565216,154,5,0.032467532467532464,0.9675324675324676,0.22204399633363886,0.5802016498625114,,
107,drift,0.1,full_mixed_stream,Balanced-CF,4364,244,75,0.3073770491803279,152,32,0.21052631578947367,0.7894736842105263,0.7339596700274977,0.592346471127406,,
107,drift,0.1,full_mixed_stream,Safe-CF,4364,244,12,0.04918032786885246,152,5,0.03289473684210526,0.9671052631578947,0.2231897341888176,0.5840971585701191,,
107,stuck_at,0.1,full_mixed_stream,Balanced-CF,4364,250,86,0.344,158,35,0.22151898734177214,0.7784810126582279,0.730980751604033,0.59051329055912,,
107,stuck_at,0.1,full_mixed_stream,Safe-CF,4364,250,13,0.052,158,6,0.0379746835443038,0.9620253164556962,0.2236480293308891,0.5804307974335472,,
107,gaussian,0.4,full_mixed_stream,Balanced-CF,4364,294,108,0.3673469387755102,161,39,0.2422360248447205,0.7577639751552795,0.751833180568286,0.5639321723189734,,
107,gaussian,0.4,full_mixed_stream,Safe-CF,4364,294,29,0.09863945578231292,161,6,0.037267080745341616,0.9627329192546584,0.25939505041246563,0.553391384051329,,
107,offset,0.4,full_mixed_stream,Balanced-CF,4364,298,98,0.3288590604026846,200,39,0.195,0.8049999999999999,0.73006416131989,0.5641613198900092,,
107,offset,0.4,full_mixed_stream,Safe-CF,4364,298,14,0.04697986577181208,200,6,0.03,0.97,0.2192942254812099,0.5524747937671861,,
107,drift,0.4,full_mixed_stream,Balanced-CF,4364,246,72,0.2926829268292683,184,37,0.20108695652173914,0.7989130434782609,0.7451879010082493,0.5728689275893676,,
107,drift,0.4,full_mixed_stream,Safe-CF,4364,246,16,0.06504065040650407,184,2,0.010869565217391304,0.9891304347826086,0.22043996333638863,0.5680568285976169,,
107,stuck_at,0.4,full_mixed_stream,Balanced-CF,4364,277,109,0.3935018050541516,173,44,0.2543352601156069,0.7456647398843931,0.7449587534372135,0.556141154903758,,
107,stuck_at,0.4,full_mixed_stream,Safe-CF,4364,277,17,0.061371841155234655,173,5,0.028901734104046242,0.9710982658959537,0.22387717690192485,0.5439963336388635,,
107,gaussian,0.7,full_mixed_stream,Balanced-CF,4364,314,125,0.3980891719745223,172,55,0.31976744186046513,0.6802325581395349,0.7731439046746105,0.5334555453712191,,
107,gaussian,0.7,full_mixed_stream,Safe-CF,4364,314,42,0.1337579617834395,172,8,0.046511627906976744,0.9534883720930233,0.2901008249312557,0.5252062328139322,,
107,offset,0.7,full_mixed_stream,Balanced-CF,4364,294,110,0.3741496598639456,225,47,0.2088888888888889,0.7911111111111111,0.7406049495875344,0.537121906507791,,
107,offset,0.7,full_mixed_stream,Safe-CF,4364,294,13,0.04421768707482993,225,6,0.02666666666666667,0.9733333333333334,0.2149404216315307,0.5242896425297892,,
107,drift,0.7,full_mixed_stream,Balanced-CF,4364,218,68,0.3119266055045872,195,47,0.24102564102564103,0.7589743589743589,0.7648945921173236,0.5545371219065078,,
107,drift,0.7,full_mixed_stream,Safe-CF,4364,218,16,0.07339449541284404,195,3,0.015384615384615385,0.9846153846153847,0.22112740604949588,0.5527039413382218,,
107,stuck_at,0.7,full_mixed_stream,Balanced-CF,4364,282,145,0.5141843971631206,171,56,0.32748538011695905,0.672514619883041,0.7664986251145738,0.5233730522456462,,
107,stuck_at,0.7,full_mixed_stream,Safe-CF,4364,282,19,0.0673758865248227,171,4,0.023391812865497075,0.9766081871345029,0.22754353803849678,0.5064161319890009,,
107,none,0.0,clean_no_imposed_fault,Balanced-CF,4364,243,77,0.3168724279835391,152,31,0.20394736842105263,0.7960526315789473,0.7305224564619615,0.5983043079743354,0.7305224564619615,0.007103574702108158
107,none,0.0,clean_no_imposed_fault,Safe-CF,4364,243,10,0.0411522633744856,152,5,0.03289473684210526,0.9671052631578947,0.2206691109074244,0.5889092575618698,0.2206691109074244,0.001145737855178735
108,gaussian,0.1,full_mixed_stream,Balanced-CF,4364,36,17,0.4722222222222222,65,27,0.4153846153846154,0.5846153846153845,0.8865719523373052,0.6005957836846929,,
108,gaussian,0.1,full_mixed_stream,Safe-CF,4364,36,7,0.19444444444444445,65,8,0.12307692307692308,0.8769230769230769,0.6743813015582035,0.6026581118240146,,
108,offset,0.1,full_mixed_stream,Balanced-CF,4364,30,12,0.4,68,28,0.4117647058823529,0.5882352941176471,0.8902383134738772,0.5973877176901925,,
108,offset,0.1,full_mixed_stream,Safe-CF,4364,30,3,0.1,68,8,0.11764705882352941,0.8823529411764706,0.6727772685609532,0.5999083409715857,,
108,drift,0.1,full_mixed_stream,Balanced-CF,4364,29,11,0.3793103448275862,63,25,0.3968253968253968,0.6031746031746033,0.8897800183318056,0.5987626031164069,,
108,drift,0.1,full_mixed_stream,Safe-CF,4364,29,3,0.10344827586206896,63,8,0.12698412698412698,0.873015873015873,0.6750687442713107,0.6008249312557287,,
108,stuck_at,0.1,full_mixed_stream,Balanced-CF,4364,29,9,0.3103448275862069,63,26,0.4126984126984127,0.5873015873015873,0.8909257561869844,0.5964711274060495,,
108,stuck_at,0.1,full_mixed_stream,Safe-CF,4364,29,3,0.10344827586206896,63,8,0.12698412698412698,0.873015873015873,0.6732355637030247,0.5992208982584785,,
108,gaussian,0.4,full_mixed_stream,Balanced-CF,4364,71,33,0.4647887323943662,62,26,0.41935483870967744,0.5806451612903225,0.8780934922089826,0.577910174152154,,
108,gaussian,0.4,full_mixed_stream,Safe-CF,4364,71,12,0.16901408450704225,62,6,0.0967741935483871,0.9032258064516129,0.6679651695692026,0.5776810265811182,,
108,offset,0.4,full_mixed_stream,Balanced-CF,4364,53,15,0.2830188679245283,74,31,0.4189189189189189,0.5810810810810811,0.8895508707607699,0.5657653528872594,,
108,offset,0.4,full_mixed_stream,Safe-CF,4364,53,3,0.05660377358490566,74,7,0.0945945945945946,0.9054054054054054,0.6652153987167736,0.5685151237396884,,
108,drift,0.4,full_mixed_stream,Balanced-CF,4364,49,22,0.4489795918367347,57,23,0.40350877192982454,0.5964912280701755,0.8964252978918423,0.5751604032997251,,
108,drift,0.4,full_mixed_stream,Safe-CF,4364,49,3,0.061224489795918366,57,5,0.08771929824561403,0.9122807017543859,0.671173235563703,0.5749312557286893,,
108,stuck_at,0.4,full_mixed_stream,Balanced-CF,4364,52,17,0.3269230769230769,53,22,0.41509433962264153,0.5849056603773585,0.8961961503208066,0.5650779101741522,,
108,stuck_at,0.4,full_mixed_stream,Safe-CF,4364,52,5,0.09615384615384616,53,5,0.09433962264150944,0.9056603773584906,0.6702566452795601,0.5662236480293309,,
108,gaussian,0.7,full_mixed_stream,Balanced-CF,4364,88,37,0.42045454545454547,73,34,0.4657534246575342,0.5342465753424658,0.8739688359303391,0.5485792850595783,,
108,gaussian,0.7,full_mixed_stream,Safe-CF,4364,88,10,0.11363636363636363,73,13,0.1780821917808219,0.821917808219178,0.6631530705774519,0.5472043996333639,,
108,offset,0.7,full_mixed_stream,Balanced-CF,4364,101,33,0.32673267326732675,74,32,0.43243243243243246,0.5675675675675675,0.8904674610449129,0.5320806599450045,,
108,offset,0.7,full_mixed_stream,Safe-CF,4364,101,6,0.0594059405940594,74,8,0.10810810810810811,0.8918918918918919,0.6642988084326306,0.5313932172318974,,
108,drift,0.7,full_mixed_stream,Balanced-CF,4364,78,35,0.44871794871794873,56,24,0.42857142857142855,0.5714285714285714,0.9007791017415215,0.5488084326306141,,
108,drift,0.7,full_mixed_stream,Safe-CF,4364,78,2,0.02564102564102564,56,5,0.08928571428571429,0.9107142857142857,0.6691109074243813,0.5456003666361137,,
108,stuck_at,0.7,full_mixed_stream,Balanced-CF,4364,96,38,0.3958333333333333,44,20,0.45454545454545453,0.5454545454545454,0.90032080659945,0.5307057745187901,,
108,stuck_at,0.7,full_mixed_stream,Safe-CF,4364,96,9,0.09375,44,5,0.11363636363636363,0.8863636363636364,0.6672777268560953,0.5274977085242897,,
108,none,0.0,clean_no_imposed_fault,Balanced-CF,4364,21,9,0.42857142857142855,67,26,0.3880597014925373,0.6119402985074627,0.8890925756186985,0.6063244729605867,0.8890925756186985,0.005957836846929423
108,none,0.0,clean_no_imposed_fault,Safe-CF,4364,21,3,0.14285714285714285,67,8,0.11940298507462686,0.8805970149253731,0.6780476626947755,0.6090742438130156,0.6780476626947755,0.0018331805682859762
109,gaussian,0.1,full_mixed_stream,Balanced-CF,4364,38,14,0.3684210526315789,50,10,0.2,0.8,0.030934922089825848,0.6074702108157654,,
109,gaussian,0.1,full_mixed_stream,Safe-CF,4364,38,9,0.23684210526315788,50,5,0.1,0.9,0.01466544454628781,0.6074702108157654,,
109,offset,0.1,full_mixed_stream,Balanced-CF,4364,29,6,0.20689655172413793,51,10,0.19607843137254902,0.803921568627451,0.02474793767186068,0.6083868010999084,,
109,offset,0.1,full_mixed_stream,Safe-CF,4364,29,2,0.06896551724137931,51,5,0.09803921568627451,0.9019607843137255,0.010311640696608617,0.608615948670944,,
109,drift,0.1,full_mixed_stream,Balanced-CF,4364,32,6,0.1875,51,10,0.19607843137254902,0.803921568627451,0.024060494958753436,0.6115948670944088,,
109,drift,0.1,full_mixed_stream,Safe-CF,4364,32,2,0.0625,51,5,0.09803921568627451,0.9019607843137255,0.00916590284142988,0.6118240146654446,,
109,stuck_at,0.1,full_mixed_stream,Balanced-CF,4364,26,7,0.2692307692307692,57,9,0.15789473684210525,0.8421052631578947,0.02543538038496792,0.6079285059578369,,
109,stuck_at,0.1,full_mixed_stream,Safe-CF,4364,26,3,0.11538461538461539,57,4,0.07017543859649122,0.9298245614035088,0.010311640696608617,0.6081576535288726,,
109,gaussian,0.4,full_mixed_stream,Balanced-CF,4364,67,26,0.3880597014925373,56,11,0.19642857142857142,0.8035714285714286,0.05224564619615032,0.5840971585701191,,
109,gaussian,0.4,full_mixed_stream,Safe-CF,4364,67,16,0.23880597014925373,56,5,0.08928571428571429,0.9107142857142857,0.02543538038496792,0.5831805682859762,,
109,offset,0.4,full_mixed_stream,Balanced-CF,4364,66,7,0.10606060606060606,57,9,0.15789473684210525,0.8421052631578947,0.028185151237396882,0.5724106324472961,,
109,offset,0.4,full_mixed_stream,Safe-CF,4364,66,3,0.045454545454545456,57,5,0.08771929824561403,0.9122807017543859,0.009853345554537122,0.5724106324472961,,
109,drift,0.4,full_mixed_stream,Balanced-CF,4364,62,6,0.0967741935483871,55,7,0.12727272727272726,0.8727272727272728,0.021998166819431713,0.5907424381301558,,
109,drift,0.4,full_mixed_stream,Safe-CF,4364,62,3,0.04838709677419355,55,4,0.07272727272727272,0.9272727272727272,0.008020164986251146,0.5907424381301558,,
109,stuck_at,0.4,full_mixed_stream,Balanced-CF,4364,61,15,0.2459016393442623,60,7,0.11666666666666667,0.8833333333333333,0.029560036663611365,0.5703483043079743,,
109,stuck_at,0.4,full_mixed_stream,Safe-CF,4364,61,7,0.11475409836065574,60,3,0.05,0.95,0.011228230980751604,0.5694317140238313,,
109,gaussian,0.7,full_mixed_stream,Balanced-CF,4364,107,51,0.4766355140186916,45,17,0.37777777777777777,0.6222222222222222,0.07584784601283226,0.5540788267644363,,
109,gaussian,0.7,full_mixed_stream,Safe-CF,4364,107,26,0.24299065420560748,45,11,0.24444444444444444,0.7555555555555555,0.03895508707607699,0.5497250229147571,,
109,offset,0.7,full_mixed_stream,Balanced-CF,4364,97,11,0.1134020618556701,54,8,0.14814814814814814,0.8518518518518519,0.027956003666361137,0.534372135655362,,
109,offset,0.7,full_mixed_stream,Safe-CF,4364,97,4,0.041237113402061855,54,6,0.1111111111111111,0.8888888888888888,0.009395050412465628,0.5332263978001833,,
109,drift,0.7,full_mixed_stream,Balanced-CF,4364,83,7,0.08433734939759036,50,7,0.14,0.86,0.02085242896425298,0.5671402383134739,,
109,drift,0.7,full_mixed_stream,Safe-CF,4364,83,4,0.04819277108433735,50,5,0.1,0.9,0.007332722273143905,0.5669110907424382,,
109,stuck_at,0.7,full_mixed_stream,Balanced-CF,4364,97,25,0.25773195876288657,64,5,0.078125,0.921875,0.0346012832263978,0.5302474793767186,,
109,stuck_at,0.7,full_mixed_stream,Safe-CF,4364,97,10,0.10309278350515463,64,2,0.03125,0.96875,0.011686526122823098,0.5274977085242897,,
109,none,0.0,clean_no_imposed_fault,Balanced-CF,4364,22,6,0.2727272727272727,48,9,0.1875,0.8125,0.025206232813932174,0.6175527039413382,0.025206232813932174,0.002062328139321723
109,none,0.0,clean_no_imposed_fault,Safe-CF,4364,22,2,0.09090909090909091,48,4,0.08333333333333333,0.9166666666666666,0.009395050412465628,0.617781851512374,0.009395050412465628,0.0009165902841429881
110,gaussian,0.1,full_mixed_stream,Balanced-CF,4364,33,4,0.12121212121212122,53,19,0.3584905660377358,0.6415094339622642,0.5382676443629697,0.5939505041246563,,
110,gaussian,0.1,full_mixed_stream,Safe-CF,4364,33,4,0.12121212121212122,53,19,0.3584905660377358,0.6415094339622642,0.5382676443629697,0.5939505041246563,,
110,offset,0.1,full_mixed_stream,Balanced-CF,4364,31,4,0.12903225806451613,50,20,0.4,0.6,0.5423923006416131,0.5921173235563703,,
110,offset,0.1,full_mixed_stream,Safe-CF,4364,31,4,0.12903225806451613,50,20,0.4,0.6,0.5423923006416131,0.5921173235563703,,
110,drift,0.1,full_mixed_stream,Balanced-CF,4364,29,3,0.10344827586206896,50,18,0.36,0.64,0.5421631530705775,0.5948670944087993,,
110,drift,0.1,full_mixed_stream,Safe-CF,4364,29,3,0.10344827586206896,50,18,0.36,0.64,0.5421631530705775,0.5948670944087993,,
110,stuck_at,0.1,full_mixed_stream,Balanced-CF,4364,30,3,0.1,50,19,0.38,0.62,0.5407882676443629,0.5946379468377635,,
110,stuck_at,0.1,full_mixed_stream,Safe-CF,4364,30,3,0.1,50,19,0.38,0.62,0.5407882676443629,0.5946379468377635,,
110,gaussian,0.4,full_mixed_stream,Balanced-CF,4364,79,45,0.569620253164557,59,24,0.4067796610169492,0.5932203389830508,0.5302474793767186,0.5646196150320807,,
110,gaussian,0.4,full_mixed_stream,Safe-CF,4364,79,45,0.569620253164557,59,24,0.4067796610169492,0.5932203389830508,0.5302474793767186,0.5646196150320807,,
110,offset,0.4,full_mixed_stream,Balanced-CF,4364,56,12,0.21428571428571427,44,18,0.4090909090909091,0.5909090909090908,0.5501833180568286,0.5682859761686526,,
110,offset,0.4,full_mixed_stream,Safe-CF,4364,56,12,0.21428571428571427,44,18,0.4090909090909091,0.5909090909090908,0.5501833180568286,0.5682859761686526,,
110,drift,0.4,full_mixed_stream,Balanced-CF,4364,40,6,0.15,41,12,0.2926829268292683,0.7073170731707317,0.5488084326306141,0.5799725022914757,,
110,drift,0.4,full_mixed_stream,Safe-CF,4364,40,6,0.15,41,12,0.2926829268292683,0.7073170731707317,0.5488084326306141,0.5799725022914757,,
110,stuck_at,0.4,full_mixed_stream,Balanced-CF,4364,46,6,0.13043478260869565,49,20,0.40816326530612246,0.5918367346938775,0.5384967919340055,0.5753895508707608,,
110,stuck_at,0.4,full_mixed_stream,Safe-CF,4364,46,6,0.13043478260869565,49,20,0.40816326530612246,0.5918367346938775,0.5384967919340055,0.5753895508707608,,
110,gaussian,0.7,full_mixed_stream,Balanced-CF,4364,106,57,0.5377358490566038,57,29,0.5087719298245614,0.49122807017543857,0.5307057745187901,0.5279560036663611,,
110,gaussian,0.7,full_mixed_stream,Safe-CF,4364,106,57,0.5377358490566038,57,29,0.5087719298245614,0.49122807017543857,0.5307057745187901,0.5279560036663611,,
110,offset,0.7,full_mixed_stream,Balanced-CF,4364,76,14,0.18421052631578946,38,17,0.4473684210526316,0.5526315789473684,0.5513290559120073,0.5346012832263978,,
110,offset,0.7,full_mixed_stream,Safe-CF,4364,76,14,0.18421052631578946,38,17,0.4473684210526316,0.5526315789473684,0.5513290559120073,0.5346012832263978,,
110,drift,0.7,full_mixed_stream,Balanced-CF,4364,47,8,0.1702127659574468,36,13,0.3611111111111111,0.6388888888888888,0.5554537121906508,0.5554537121906508,,
110,drift,0.7,full_mixed_stream,Safe-CF,4364,47,8,0.1702127659574468,36,13,0.3611111111111111,0.6388888888888888,0.5554537121906508,0.5554537121906508,,
110,stuck_at,0.7,full_mixed_stream,Balanced-CF,4364,63,10,0.15873015873015872,47,19,0.40425531914893614,0.5957446808510638,0.537121906507791,0.5517873510540788,,
110,stuck_at,0.7,full_mixed_stream,Safe-CF,4364,63,10,0.15873015873015872,47,19,0.40425531914893614,0.5957446808510638,0.537121906507791,0.5517873510540788,,
110,none,0.0,clean_no_imposed_fault,Balanced-CF,4364,26,2,0.07692307692307693,54,20,0.37037037037037035,0.6296296296296297,0.5421631530705775,0.6017415215398717,0.5421631530705775,0.00458295142071494
110,none,0.0,clean_no_imposed_fault,Safe-CF,4364,26,2,0.07692307692307693,54,20,0.37037037037037035,0.6296296296296297,0.5421631530705775,0.6017415215398717,0.5421631530705775,0.00458295142071494
