calibration_regime,method,heldout_or_test_mechanism,metric,n_fitted_cells,mean,fitting_ci_low,fitting_ci_high,median,q1,q3,minimum,maximum
gaussian_only,Conditional Lite-CF,drift,macro_auroc,10,0.8305106111621237,0.820454395656653,0.8405668266675943,0.8369022426624431,0.8188593895463803,0.8411056631381784,0.8061840355917056,0.8457990516297857
gaussian_only,Conditional Lite-CF,gaussian,negative_transfer_prevention,10,0.906372549019608,0.7841786160628188,1.028566481976397,1.0,0.90625,1.0,0.5416666666666667,1.0
gaussian_only,Conditional Lite-CF,gaussian,recovery_retention,10,0.15369042842727051,0.003222940433790372,0.30415791642075063,0.06906906906906907,0.0,0.22445054945054943,0.0,0.6190476190476191
gaussian_only,Conditional Lite-CF,gaussian,utility_per_10000,10,30.64066852367688,-5.5269088894270055,66.80824593678076,3.481894150417827,0.0,33.077994428969355,-6.963788300835654,139.27576601671308
gaussian_only,Conditional Lite-CF,gaussian,macro_auroc,10,0.7890446563610729,0.7800175745744571,0.7980717381476887,0.7955044526449105,0.7783111473031221,0.7976907674943193,0.7694249613154086,0.8049897597319435
gaussian_only,Conditional Lite-CF,offset,negative_transfer_prevention,10,0.9366986466986468,0.8799910416220322,0.9934062517752613,0.9772727272727273,0.8916666666666666,1.0,0.7857142857142857,1.0
gaussian_only,Conditional Lite-CF,offset,recovery_retention,10,0.09980401638411651,0.002790222111935581,0.19681781065629744,0.029411764705882353,0.0,0.16861702127659575,0.0,0.375
gaussian_only,Conditional Lite-CF,offset,utility_per_10000,10,12.534818941504177,-6.658510094789317,31.728147977797672,3.481894150417827,0.0,17.40947075208914,-20.891364902506965,76.6016713091922
gaussian_only,Conditional Lite-CF,offset,macro_auroc,10,0.8224154523486362,0.8120468070407134,0.832784097656559,0.8257154764809194,0.8122335096008606,0.8345793475687135,0.7931424934604397,0.8378573283177501
gaussian_only,Conditional Lite-CF,stuck_at,negative_transfer_prevention,10,0.895920303605313,0.7593819106877874,1.0324586965228386,1.0,0.9032258064516129,1.0,0.5,1.0
gaussian_only,Conditional Lite-CF,stuck_at,recovery_retention,10,0.0747063492063492,0.0006727668321568209,0.1487399315805416,0.046031746031746035,0.0,0.075625,0.0,0.3125
gaussian_only,Conditional Lite-CF,stuck_at,utility_per_10000,10,7.66016713091922,-8.68573777547503,24.00607203731347,0.0,0.0,5.222841225626741,-13.927576601671309,69.63788300835654
gaussian_only,Conditional Lite-CF,stuck_at,macro_auroc,10,0.8141128838167759,0.8058959846058231,0.8223297830277287,0.8111561076059219,0.8053443378435173,0.8248091927060929,0.7994549784898589,0.8322416576735395
