run_id,seed,fault_type,prevalence,stream,method,metric,value,n
CEE-CF10-R2,101,offset,0.1,strict_fault_applied_available,RO-PDRF-Full,macro_f1,0.51726771321814,323
CEE-CF10-R2,101,offset,0.1,strict_fault_applied_available,RO-PDRF-Full,macro_auroc,0.8497054342791474,323
CEE-CF10-R2,101,offset,0.1,strict_fault_applied_available,RO-PDRF-Full,macro_auprc,0.6095139761243004,323
CEE-CF10-R2,101,offset,0.1,strict_fault_applied_available,RO-PDRF-Full,nll,2.1853022179937014,323
CEE-CF10-R2,101,offset,0.1,strict_fault_applied_available,RO-PDRF-Full,brier,0.7335943406322971,323
CEE-CF10-R2,101,offset,0.1,strict_fault_applied_available,RO-PDRF-Full,ece15,0.29160421265537156,323
CEE-CF10-R2,101,offset,0.1,strict_fault_applied_available,SR-PDRF-Balanced-CF,accuracy,0.544891640866873,323
CEE-CF10-R2,101,offset,0.1,strict_fault_applied_available,SR-PDRF-Balanced-CF,macro_f1,0.5257608392094536,323
CEE-CF10-R2,101,offset,0.1,strict_fault_applied_available,SR-PDRF-Balanced-CF,macro_auroc,0.8548766110990537,323
CEE-CF10-R2,101,offset,0.1,strict_fault_applied_available,SR-PDRF-Balanced-CF,macro_auprc,0.6145269882197214,323
CEE-CF10-R2,101,offset,0.1,strict_fault_applied_available,SR-PDRF-Balanced-CF,nll,2.182226294247476,323
CEE-CF10-R2,101,offset,0.1,strict_fault_applied_available,SR-PDRF-Balanced-CF,brier,0.7293522768488069,323
CEE-CF10-R2,101,offset,0.1,strict_fault_applied_available,SR-PDRF-Balanced-CF,ece15,0.2933503663392259,323
CEE-CF10-R2,101,offset,0.1,strict_fault_applied_available,SR-PDRF-Safe-CF,accuracy,0.5479876160990712,323
CEE-CF10-R2,101,offset,0.1,strict_fault_applied_available,SR-PDRF-Safe-CF,macro_f1,0.5298422053243196,323
CEE-CF10-R2,101,offset,0.1,strict_fault_applied_available,SR-PDRF-Safe-CF,macro_auroc,0.8560544402416129,323
CEE-CF10-R2,101,offset,0.1,strict_fault_applied_available,SR-PDRF-Safe-CF,macro_auprc,0.6231011273946002,323
