analysis_set,seed,fault_type,method,threshold_strategy,harm_to_correction_ratio,threshold,n,correction_opportunities,corrections_retained,recovery_retention,harm_opportunities,harms_realized,negative_transfer_prevention,recovery_selection_rate,selected_accuracy,net_correct_change_per_10000,utility_events,mean_forward_passes,utility_ratio,utility_per_10000,accuracy,macro_auroc,macro_auprc,nll,brier,ece15_equal_width,ece15_equal_mass,classwise_ece15
calibration_oof,108,all_calibration_families,All-row multinomial,utility_optimized_on_calibration,1.0,0.17874086918181895,1853,28,14,0.5,76,12,0.8421052631578947,0.11009174311926606,0.696708041014571,10.793308148947652,2.0,,,,,,,,,,,
calibration_oof,108,all_calibration_families,Two-stage,utility_optimized_on_calibration,1.0,0.09832500154537047,1853,28,10,0.35714285714285715,76,8,0.8947368421052632,0.07015650296815974,0.696708041014571,10.793308148947652,2.0,,,,,,,,,,,
calibration_oof,108,all_calibration_families,Conditional Lite-CF,utility_optimized_on_calibration,2.0,0.9003286041774836,1853,28,0,0.0,76,0,1.0,0.0,0.6956287101996762,0.0,0.0,,,,,,,,,,,
calibration_oof,108,all_calibration_families,All-row multinomial,utility_optimized_on_calibration,2.0,0.8974205093350444,1853,28,0,0.0,76,0,1.0,0.0,0.6956287101996762,0.0,0.0,,,,,,,,,,,
calibration_oof,108,all_calibration_families,Two-stage,utility_optimized_on_calibration,2.0,0.2797699709295541,1853,28,0,0.0,76,0,1.0,0.0,0.6956287101996762,0.0,0.0,,,,,,,,,,,
calibration_oof,108,all_calibration_families,Conditional Lite-CF,utility_optimized_on_calibration,5.0,0.9003286041774836,1853,28,0,0.0,76,0,1.0,0.0,0.6956287101996762,0.0,0.0,,,,,,,,,,,
calibration_oof,108,all_calibration_families,All-row multinomial,utility_optimized_on_calibration,5.0,0.8974205093350444,1853,28,0,0.0,76,0,1.0,0.0,0.6956287101996762,0.0,0.0,,,,,,,,,,,
calibration_oof,108,all_calibration_families,Two-stage,utility_optimized_on_calibration,5.0,0.2797699709295541,1853,28,0,0.0,76,0,1.0,0.0,0.6956287101996762,0.0,0.0,,,,,,,,,,,
calibration_oof,108,all_calibration_families,Conditional Lite-CF,utility_optimized_on_calibration,10.0,0.9003286041774836,1853,28,0,0.0,76,0,1.0,0.0,0.6956287101996762,0.0,0.0,,,,,,,,,,,
calibration_oof,108,all_calibration_families,All-row multinomial,utility_optimized_on_calibration,10.0,0.8974205093350444,1853,28,0,0.0,76,0,1.0,0.0,0.6956287101996762,0.0,0.0,,,,,,,,,,,
calibration_oof,108,all_calibration_families,Two-stage,utility_optimized_on_calibration,10.0,0.2797699709295541,1853,28,0,0.0,76,0,1.0,0.0,0.6956287101996762,0.0,0.0,,,,,,,,,,,
calibration_oof,109,all_calibration_families,Conditional Lite-CF,utility_optimized_on_calibration,1.0,0.3816561981308781,1880,89,89,1.0,18,18,0.0,1.0,0.7441489361702127,377.6595744680851,71.0,,,,,,,,,,,
calibration_oof,109,all_calibration_families,All-row multinomial,utility_optimized_on_calibration,1.0,-0.36888003252649265,1880,89,85,0.9550561797752809,18,14,0.2222222222222222,0.9898936170212767,0.7441489361702127,377.6595744680851,71.0,,,,,,,,,,,
calibration_oof,109,all_calibration_families,Two-stage,utility_optimized_on_calibration,1.0,-0.22267832488713785,1880,89,89,1.0,18,18,0.0,1.0,0.7441489361702127,377.6595744680851,71.0,,,,,,,,,,,
calibration_oof,109,all_calibration_families,Conditional Lite-CF,utility_optimized_on_calibration,2.0,0.457875744425396,1880,89,79,0.8876404494382022,18,13,0.2777777777777778,0.9,0.7414893617021276,351.06382978723406,53.0,,,,,,,,,,,
calibration_oof,109,all_calibration_families,All-row multinomial,utility_optimized_on_calibration,2.0,-0.211485573645401,1880,89,79,0.8876404494382022,18,11,0.38888888888888884,0.9696808510638298,0.7425531914893617,361.70212765957444,57.0,,,,,,,,,,,
calibration_oof,109,all_calibration_families,Two-stage,utility_optimized_on_calibration,2.0,-0.22267832488713785,1880,89,89,1.0,18,18,0.0,1.0,0.7441489361702127,377.6595744680851,53.0,,,,,,,,,,,
calibration_oof,109,all_calibration_families,Conditional Lite-CF,utility_optimized_on_calibration,5.0,0.457875744425396,1880,89,79,0.8876404494382022,18,13,0.2777777777777778,0.9,0.7414893617021276,351.06382978723406,14.0,,,,,,,,,,,
calibration_oof,109,all_calibration_families,All-row multinomial,utility_optimized_on_calibration,5.0,0.0317169134396586,1880,89,56,0.6292134831460674,18,5,0.7222222222222222,0.6398936170212766,0.7335106382978723,271.27659574468083,31.0,,,,,,,,,,,
calibration_oof,109,all_calibration_families,Two-stage,utility_optimized_on_calibration,5.0,0.09410713260361585,1880,89,17,0.19101123595505617,18,0,1.0,0.03031914893617021,0.7154255319148937,90.42553191489361,17.0,,,,,,,,,,,
calibration_oof,109,all_calibration_families,Conditional Lite-CF,utility_optimized_on_calibration,10.0,0.5593470578725044,1880,89,13,0.14606741573033707,18,1,0.9444444444444444,0.6297872340425532,0.7127659574468085,63.829787234042556,3.0,,,,,,,,,,,
calibration_oof,109,all_calibration_families,All-row multinomial,utility_optimized_on_calibration,10.0,0.1357295013967413,1880,89,34,0.38202247191011235,18,1,0.9444444444444444,0.23031914893617023,0.7239361702127659,175.53191489361703,24.0,,,,,,,,,,,
calibration_oof,109,all_calibration_families,Two-stage,utility_optimized_on_calibration,10.0,0.09410713260361585,1880,89,17,0.19101123595505617,18,0,1.0,0.03031914893617021,0.7154255319148937,90.42553191489361,17.0,,,,,,,,,,,
calibration_oof,110,all_calibration_families,Conditional Lite-CF,utility_optimized_on_calibration,1.0,0.49710536538963335,1947,49,30,0.6122448979591837,31,6,0.8064516129032258,0.5300462249614792,0.6142783769902413,123.26656394453005,24.0,,,,,,,,,,,
calibration_oof,110,all_calibration_families,All-row multinomial,utility_optimized_on_calibration,1.0,-0.1738790370891973,1947,49,45,0.9183673469387755,31,8,0.7419354838709677,0.9599383667180277,0.6209553158705701,190.03595274781716,37.0,,,,,,,,,,,
calibration_oof,110,all_calibration_families,Two-stage,utility_optimized_on_calibration,1.0,0.007358523861643874,1947,49,30,0.6122448979591837,31,6,0.8064516129032258,0.29994863893168977,0.6142783769902413,123.26656394453005,24.0,,,,,,,,,,,
calibration_oof,110,all_calibration_families,Conditional Lite-CF,utility_optimized_on_calibration,2.0,0.515151123061248,1947,49,24,0.4897959183673469,31,2,0.935483870967742,0.4899845916795069,0.613251155624037,112.99435028248588,20.0,,,,,,,,,,,
