method,seed,subset,metric,value,n
RO-PDRF-EMA,104,unaffected,nll,1.6517506292015856,2599
RO-PDRF-EMA,104,unaffected,brier,0.6226641150660991,2599
RO-PDRF-EMA,104,unaffected,ece15,0.2281267854882094,2599
RO-PDRF-EMA,105,all,accuracy,0.560724106324473,4364
RO-PDRF-EMA,105,all,macro_f1,0.5347728964381897,4364
RO-PDRF-EMA,105,all,macro_auroc,0.8412688393500128,4364
RO-PDRF-EMA,105,all,macro_auprc,0.5934275172727835,4364
RO-PDRF-EMA,105,all,nll,1.9317188709884578,4364
RO-PDRF-EMA,105,all,brier,0.6761925090030158,4364
RO-PDRF-EMA,105,all,ece15,0.2595858774758281,4364
RO-PDRF-EMA,105,affected,accuracy,0.5025495750708215,1765
RO-PDRF-EMA,105,affected,macro_f1,0.49054300280074664,1765
RO-PDRF-EMA,105,affected,macro_auroc,0.8129160315059996,1765
RO-PDRF-EMA,105,affected,macro_auprc,0.5464921720133445,1765
RO-PDRF-EMA,105,affected,nll,2.301304169423972,1765
RO-PDRF-EMA,105,affected,brier,0.7712155442891684,1765
RO-PDRF-EMA,105,affected,ece15,0.3108054531025819,1765
RO-PDRF-EMA,105,unaffected,accuracy,0.6002308580223162,2599
RO-PDRF-EMA,105,unaffected,macro_f1,0.5623418534132099,2599
RO-PDRF-EMA,105,unaffected,macro_auroc,0.8625882529900896,2599
RO-PDRF-EMA,105,unaffected,macro_auprc,0.6306720103424749,2599
RO-PDRF-EMA,105,unaffected,nll,1.6807307787457935,2599
RO-PDRF-EMA,105,unaffected,brier,0.6116616674177676,2599
RO-PDRF-EMA,105,unaffected,ece15,0.22480221796191713,2599
RO-PDRF-EMA,106,all,accuracy,0.5584326306141155,4364
RO-PDRF-EMA,106,all,macro_f1,0.5417914876717863,4364
RO-PDRF-EMA,106,all,macro_auroc,0.8363469541313059,4364
RO-PDRF-EMA,106,all,macro_auprc,0.5878706273914881,4364
RO-PDRF-EMA,106,all,nll,2.2239225411243315,4364
RO-PDRF-EMA,106,all,brier,0.7015505754962782,4364
RO-PDRF-EMA,106,all,ece15,0.2908093095658898,4364
RO-PDRF-EMA,106,affected,accuracy,0.4963172804532578,1765
RO-PDRF-EMA,106,affected,macro_f1,0.49365281296154045,1765
RO-PDRF-EMA,106,affected,macro_auroc,0.8030692294280649,1765
RO-PDRF-EMA,106,affected,macro_auprc,0.5318367895450343,1765
