held_out_building,seed,method,metric,value
auditorium,104,PDRF-NOQ,class_1_auroc,0.981683568414638
auditorium,104,PDRF-NOQ,class_1_auprc,0.9993315823452897
auditorium,104,PDRF-NOQ,class_2_precision,0.41585593044918234
auditorium,104,PDRF-NOQ,class_2_recall,0.9396632366697848
auditorium,104,PDRF-NOQ,class_2_f1,0.5765533075046635
auditorium,104,PDRF-NOQ,class_2_auroc,0.9816835451133453
auditorium,104,PDRF-NOQ,class_2_auprc,0.5777966552089591
auditorium,104,PDRF-NOQ,balanced_accuracy,0.9464004753401565
auditorium,104,PDRF-NOQ,native_sensor_fault_recall,0.9396632366697848
auditorium,104,PDRF-NOQ,mean_temperature_group_weight_on_faults,0.4090755879878998
auditorium,104,PDRF-NOQ,train_seconds,31.4034740000061
auditorium,104,PDRF-NOQ,inference_seconds,0.02610979999008123
auditorium,104,RC-PDRF-NOQ,accuracy,0.9606619946437449
auditorium,104,RC-PDRF-NOQ,macro_f1,0.7997968746447509
auditorium,104,RC-PDRF-NOQ,macro_auroc,0.9843130396783266
auditorium,104,RC-PDRF-NOQ,macro_auprc,0.8065001686524654
auditorium,104,RC-PDRF-NOQ,nll,0.1505688462345746
auditorium,104,RC-PDRF-NOQ,class_1_precision,0.9976910087190268
auditorium,104,RC-PDRF-NOQ,class_1_recall,0.9614905594579783
auditorium,104,RC-PDRF-NOQ,class_1_f1,0.9792563402196984
auditorium,104,RC-PDRF-NOQ,class_1_auroc,0.9843130377365523
auditorium,104,RC-PDRF-NOQ,class_1_auprc,0.9994306357721308
auditorium,104,RC-PDRF-NOQ,class_2_precision,0.4635669673837613
auditorium,104,RC-PDRF-NOQ,class_2_recall,0.9373246024321796
auditorium,104,RC-PDRF-NOQ,class_2_f1,0.6203374090698034
auditorium,104,RC-PDRF-NOQ,class_2_auroc,0.9843130416201009
auditorium,104,RC-PDRF-NOQ,class_2_auprc,0.6135697015328001
auditorium,104,RC-PDRF-NOQ,balanced_accuracy,0.949407580945079
auditorium,104,RC-PDRF-NOQ,native_sensor_fault_recall,0.9373246024321796
auditorium,104,RC-PDRF-NOQ,mean_temperature_group_weight_on_faults,0.4097854197025299
auditorium,104,RC-PDRF-NOQ,train_seconds,35.95715100000962
auditorium,104,RC-PDRF-NOQ,inference_seconds,0.028419799986295402
auditorium,105,EF-PD,accuracy,0.9962955241592765
auditorium,105,EF-PD,macro_f1,0.9732523751836624
auditorium,105,EF-PD,macro_auroc,0.999829636482281
auditorium,105,EF-PD,macro_auprc,0.9978239330979721
auditorium,105,EF-PD,nll,0.010035671786701143
auditorium,105,EF-PD,class_1_precision,0.9997667288723007
auditorium,105,EF-PD,class_1_recall,0.9963964861588536
auditorium,105,EF-PD,class_1_f1,0.9980787624235872
auditorium,105,EF-PD,class_1_auroc,0.9998296364822808
auditorium,105,EF-PD,class_1_auprc,0.9999939396893235
auditorium,105,EF-PD,class_2_precision,0.9073045706962837
auditorium,105,EF-PD,class_2_recall,0.9934518241347053
auditorium,105,EF-PD,class_2_f1,0.9484259879437374
auditorium,105,EF-PD,class_2_auroc,0.999829636482281
auditorium,105,EF-PD,class_2_auprc,0.9956539265066209
auditorium,105,EF-PD,balanced_accuracy,0.9949241551467795
auditorium,105,EF-PD,native_sensor_fault_recall,0.9934518241347053
auditorium,105,EF-PD,mean_temperature_group_weight_on_faults,0.0
auditorium,105,EF-PD,train_seconds,11.983872799988603
auditorium,105,EF-PD,inference_seconds,0.014135699995676987
auditorium,105,UF-PD,accuracy,0.9631316452042272
auditorium,105,UF-PD,macro_f1,0.8118701175440064
auditorium,105,UF-PD,macro_auroc,0.9925104907468159
auditorium,105,UF-PD,macro_auprc,0.9267339080193402
auditorium,105,UF-PD,nll,0.10615202541730274
auditorium,105,UF-PD,class_1_precision,0.9988630882656928
auditorium,105,UF-PD,class_1_recall,0.962918680150783
auditorium,105,UF-PD,class_1_f1,0.980561591598955
auditorium,105,UF-PD,class_1_auroc,0.9925104946303647
auditorium,105,UF-PD,class_1_auprc,0.9997280182412387
auditorium,105,UF-PD,class_2_precision,0.4813008130081301
auditorium,105,UF-PD,class_2_recall,0.9691300280636108
auditorium,105,UF-PD,class_2_f1,0.6431786434890578
auditorium,105,UF-PD,class_2_auroc,0.9925104868632671
auditorium,105,UF-PD,class_2_auprc,0.8537397977974416
auditorium,105,UF-PD,balanced_accuracy,0.9660243541071969
auditorium,105,UF-PD,native_sensor_fault_recall,0.9691300280636108
auditorium,105,UF-PD,mean_temperature_group_weight_on_faults,0.40000003576278687
auditorium,105,UF-PD,train_seconds,19.7459930999903
auditorium,105,UF-PD,inference_seconds,0.024002999998629093
auditorium,105,CAGF,accuracy,0.9955417996375707
auditorium,105,CAGF,macro_f1,0.9679959124261548
auditorium,105,CAGF,macro_auroc,0.9997292079109256
auditorium,105,CAGF,macro_auprc,0.9968345838655386
auditorium,105,CAGF,nll,0.011441000265289077
auditorium,105,CAGF,class_1_precision,0.9995999266532197
auditorium,105,CAGF,class_1_recall,0.9957820621398562
auditorium,105,CAGF,class_1_f1,0.9976873419406362
auditorium,105,CAGF,class_1_auroc,0.9997292079109256
auditorium,105,CAGF,class_1_auprc,0.9999903502849721
auditorium,105,CAGF,class_2_precision,0.8927364864864865
auditorium,105,CAGF,class_2_recall,0.9887745556594949
auditorium,105,CAGF,class_2_f1,0.9383044829116733
auditorium,105,CAGF,class_2_auroc,0.9997292079109256
auditorium,105,CAGF,class_2_auprc,0.9936788174461051
auditorium,105,CAGF,balanced_accuracy,0.9922783088996756
auditorium,105,CAGF,native_sensor_fault_recall,0.9887745556594949
auditorium,105,CAGF,mean_temperature_group_weight_on_faults,0.10220857709646225
auditorium,105,CAGF,train_seconds,29.49150049999298
auditorium,105,CAGF,inference_seconds,0.0395697000058135
auditorium,105,ENT-PD,accuracy,0.9647353143993457
auditorium,105,ENT-PD,macro_f1,0.8163841220198773
auditorium,105,ENT-PD,macro_auroc,0.9919664133303526
auditorium,105,ENT-PD,macro_auprc,0.9215238145328075
auditorium,105,ENT-PD,nll,0.09908910270000255
auditorium,105,ENT-PD,class_1_precision,0.9985564033821407
auditorium,105,ENT-PD,class_1_recall,0.9648781945897474
auditorium,105,ENT-PD,class_1_f1,0.9814284628442576
auditorium,105,ENT-PD,class_1_auroc,0.9919664016797063
auditorium,105,ENT-PD,class_1_auprc,0.999706689957744
auditorium,105,ENT-PD,class_2_precision,0.4926840969057328
auditorium,105,ENT-PD,class_2_recall,0.960710944808232
auditorium,105,ENT-PD,class_2_f1,0.6513397811954971
auditorium,105,ENT-PD,class_2_auroc,0.991966424980999
auditorium,105,ENT-PD,class_2_auprc,0.843340939107871
auditorium,105,ENT-PD,balanced_accuracy,0.9627945696989897
auditorium,105,ENT-PD,native_sensor_fault_recall,0.960710944808232
auditorium,105,ENT-PD,mean_temperature_group_weight_on_faults,0.2808268964290619
auditorium,105,ENT-PD,train_seconds,26.01501809999172
auditorium,105,ENT-PD,inference_seconds,0.03027309999743011
auditorium,105,PDRF-NOQ,accuracy,0.9489552095193804
auditorium,105,PDRF-NOQ,macro_f1,0.7657511856939603
auditorium,105,PDRF-NOQ,macro_auroc,0.9824828843073266
auditorium,105,PDRF-NOQ,macro_auprc,0.7971768633038525
auditorium,105,PDRF-NOQ,nll,0.17926137353714552
auditorium,105,PDRF-NOQ,class_1_precision,0.9978353466936667
auditorium,105,PDRF-NOQ,class_1_recall,0.9492020790780319
auditorium,105,PDRF-NOQ,class_1_f1,0.9729113299234913
auditorium,105,PDRF-NOQ,class_1_auroc,0.9824828843073267
auditorium,105,PDRF-NOQ,class_1_auprc,0.9993594984108805
auditorium,105,PDRF-NOQ,class_2_precision,0.3970037453183521
auditorium,105,PDRF-NOQ,class_2_recall,0.9420018709073901
auditorium,105,PDRF-NOQ,class_2_f1,0.5585910414644294
auditorium,105,PDRF-NOQ,class_2_auroc,0.9824828843073266
auditorium,105,PDRF-NOQ,class_2_auprc,0.5949942281968247
auditorium,105,PDRF-NOQ,balanced_accuracy,0.9456019749927109
auditorium,105,PDRF-NOQ,native_sensor_fault_recall,0.9420018709073901
auditorium,105,PDRF-NOQ,mean_temperature_group_weight_on_faults,0.4083634614944458
auditorium,105,PDRF-NOQ,train_seconds,35.26268730001175
auditorium,105,PDRF-NOQ,inference_seconds,0.034954800008563325
auditorium,105,RC-PDRF-NOQ,accuracy,0.960148820501307
auditorium,105,RC-PDRF-NOQ,macro_f1,0.7983062305265721
auditorium,105,RC-PDRF-NOQ,macro_auroc,0.9849851266295546
auditorium,105,RC-PDRF-NOQ,macro_auprc,0.8173411249718923
auditorium,105,RC-PDRF-NOQ,nll,0.14962760164160602
auditorium,105,RC-PDRF-NOQ,class_1_precision,0.9977412235326574
auditorium,105,RC-PDRF-NOQ,class_1_recall,0.9609093475481161
auditorium,105,RC-PDRF-NOQ,class_1_f1,0.978978978978979
auditorium,105,RC-PDRF-NOQ,class_1_auroc,0.984985128571329
auditorium,105,RC-PDRF-NOQ,class_1_auprc,0.999455508999648
auditorium,105,RC-PDRF-NOQ,class_2_precision,0.4602155468929145
auditorium,105,RC-PDRF-NOQ,class_2_recall,0.9387277829747428
auditorium,105,RC-PDRF-NOQ,class_2_f1,0.6176334820741652
auditorium,105,RC-PDRF-NOQ,class_2_auroc,0.9849851246877802
auditorium,105,RC-PDRF-NOQ,class_2_auprc,0.6352267409441366
auditorium,105,RC-PDRF-NOQ,balanced_accuracy,0.9498185652614295
auditorium,105,RC-PDRF-NOQ,native_sensor_fault_recall,0.9387277829747428
auditorium,105,RC-PDRF-NOQ,mean_temperature_group_weight_on_faults,0.4053094983100891
auditorium,105,RC-PDRF-NOQ,train_seconds,39.43162279999524
auditorium,105,RC-PDRF-NOQ,inference_seconds,0.02654759999131784
hospital,101,EF-PD,accuracy,0.9050106558559136
hospital,101,EF-PD,macro_f1,0.7516152311325943
hospital,101,EF-PD,macro_auroc,0.9802080754565776
hospital,101,EF-PD,macro_auprc,0.8907888710393952
hospital,101,EF-PD,nll,0.275880564745901
hospital,101,EF-PD,class_1_precision,0.9123307568605074
hospital,101,EF-PD,class_1_recall,0.9839982095898842
hospital,101,EF-PD,class_1_f1,0.9468102288021535
hospital,101,EF-PD,class_1_auroc,0.9802080669676811
hospital,101,EF-PD,class_1_auprc,0.9970451911586764
hospital,101,EF-PD,class_2_precision,0.8125
hospital,101,EF-PD,class_2_recall,0.4230769230769231
hospital,101,EF-PD,class_2_f1,0.556420233463035
hospital,101,EF-PD,class_2_auroc,0.9802080839454741
hospital,101,EF-PD,class_2_auprc,0.784532550920114
hospital,101,EF-PD,balanced_accuracy,0.7035375663334036
hospital,101,EF-PD,native_sensor_fault_recall,0.4230769230769231
hospital,101,EF-PD,mean_temperature_group_weight_on_faults,0.0
hospital,101,EF-PD,train_seconds,10.859461500003817
hospital,101,EF-PD,inference_seconds,0.01183419999142643
hospital,101,UF-PD,accuracy,0.7931962760587754
hospital,101,UF-PD,macro_f1,0.4534670593802081
hospital,101,UF-PD,macro_auroc,0.2995948587185758
hospital,101,UF-PD,macro_auprc,0.4283712267693115
hospital,101,UF-PD,nll,1.0748092978383732
hospital,101,UF-PD,class_1_precision,0.8510286078874308
hospital,101,UF-PD,class_1_recall,0.9204200003730021
hospital,101,UF-PD,class_1_f1,0.8843652002508736
hospital,101,UF-PD,class_1_auroc,0.29959511656880367
hospital,101,UF-PD,class_1_auprc,0.7625587921571212
hospital,101,UF-PD,class_2_precision,0.033740942028985504
hospital,101,UF-PD,class_2_recall,0.01695493855257169
hospital,101,UF-PD,class_2_f1,0.02256891850954256
hospital,101,UF-PD,class_2_auroc,0.2995946008683479
hospital,101,UF-PD,class_2_auprc,0.09418366138150186
hospital,101,UF-PD,balanced_accuracy,0.4686874694627869
hospital,101,UF-PD,native_sensor_fault_recall,0.01695493855257169
hospital,101,UF-PD,mean_temperature_group_weight_on_faults,0.2602924704551697
hospital,101,UF-PD,train_seconds,17.13770220000879
hospital,101,UF-PD,inference_seconds,0.0228250000072876
hospital,101,CAGF,accuracy,0.970564199528899
hospital,101,CAGF,macro_f1,0.9345327105270772
hospital,101,CAGF,macro_auroc,0.9978684004465057
hospital,101,CAGF,macro_auprc,0.9929385394402985
hospital,101,CAGF,nll,0.04936312908569926
hospital,101,CAGF,class_1_precision,0.9700105289910322
hospital,101,CAGF,class_1_recall,0.9965497305059774
hospital,101,CAGF,class_1_f1,0.9831010533094154
hospital,101,CAGF,class_1_auroc,0.9978684328104231
hospital,101,CAGF,class_1_auprc,0.9996537335897637
hospital,101,CAGF,class_2_precision,0.9747302281109138
hospital,101,CAGF,class_2_recall,0.812016385980883
hospital,101,CAGF,class_2_f1,0.885964367744739
hospital,101,CAGF,class_2_auroc,0.9978683680825883
hospital,101,CAGF,class_2_auprc,0.9862233452908333
hospital,101,CAGF,balanced_accuracy,0.9042830582434302
hospital,101,CAGF,native_sensor_fault_recall,0.812016385980883
hospital,101,CAGF,mean_temperature_group_weight_on_faults,0.45697149634361267
hospital,101,CAGF,train_seconds,25.687638199990033
hospital,101,CAGF,inference_seconds,0.03167039999971166
hospital,101,ENT-PD,accuracy,0.8092842149117887
hospital,101,ENT-PD,macro_f1,0.45570567927239014
hospital,101,ENT-PD,macro_auroc,0.23567379942365996
hospital,101,ENT-PD,macro_auprc,0.41906010701838925
hospital,101,ENT-PD,nll,1.26799034702409
hospital,101,ENT-PD,class_1_precision,0.8530133531910572
hospital,101,ENT-PD,class_1_recall,0.9400026110147522
hospital,101,ENT-PD,class_1_f1,0.8943978137809877
hospital,101,ENT-PD,class_1_auroc,0.23567390182097273
hospital,101,ENT-PD,class_1_auprc,0.751115703478882
hospital,101,ENT-PD,class_2_precision,0.03102409638554217
hospital,101,ENT-PD,class_2_recall,0.011720527992717342
hospital,101,ENT-PD,class_2_f1,0.017013544763792535
hospital,101,ENT-PD,class_2_auroc,0.23567369702634722
hospital,101,ENT-PD,class_2_auprc,0.08700451055789651
hospital,101,ENT-PD,balanced_accuracy,0.4758615695037348
hospital,101,ENT-PD,native_sensor_fault_recall,0.011720527992717342
hospital,101,ENT-PD,mean_temperature_group_weight_on_faults,0.15660792589187622
hospital,101,ENT-PD,train_seconds,21.29259300000558
hospital,101,ENT-PD,inference_seconds,0.02569309998943936
hospital,101,PDRF-NOQ,accuracy,0.6948259009405996
hospital,101,PDRF-NOQ,macro_f1,0.45284427748951467
hospital,101,PDRF-NOQ,macro_auroc,0.3069149110079704
hospital,101,PDRF-NOQ,macro_auprc,0.43108293396329705
hospital,101,PDRF-NOQ,nll,0.9361485750403749
hospital,101,PDRF-NOQ,class_1_precision,0.8437462716245775
hospital,101,PDRF-NOQ,class_1_recall,0.7913612711911823
hospital,101,PDRF-NOQ,class_1_f1,0.816714625297135
hospital,101,PDRF-NOQ,class_1_auroc,0.3069149168440867
hospital,101,PDRF-NOQ,class_1_auprc,0.7608803822471979
hospital,101,PDRF-NOQ,class_2_precision,0.076751671205744
hospital,101,PDRF-NOQ,class_2_recall,0.10582612653618571
hospital,101,PDRF-NOQ,class_2_f1,0.08897392968189428
hospital,101,PDRF-NOQ,class_2_auroc,0.30691490517185416
hospital,101,PDRF-NOQ,class_2_auprc,0.10128548567939626
hospital,101,PDRF-NOQ,balanced_accuracy,0.448593698863684
hospital,101,PDRF-NOQ,native_sensor_fault_recall,0.10582612653618571
hospital,101,PDRF-NOQ,mean_temperature_group_weight_on_faults,0.24565088748931885
hospital,101,PDRF-NOQ,train_seconds,28.38182590001088
hospital,101,PDRF-NOQ,inference_seconds,0.029214399997727014
hospital,101,RC-PDRF-NOQ,accuracy,0.7367122277949589
hospital,101,RC-PDRF-NOQ,macro_f1,0.4615586299414272
hospital,101,RC-PDRF-NOQ,macro_auroc,0.30609849882525986
hospital,101,RC-PDRF-NOQ,macro_auprc,0.43266937800074773
hospital,101,RC-PDRF-NOQ,nll,0.9770061147733715
hospital,101,RC-PDRF-NOQ,class_1_precision,0.8482022471910112
hospital,101,RC-PDRF-NOQ,class_1_recall,0.8447378727689812
hospital,101,RC-PDRF-NOQ,class_1_f1,0.8464665152916772
hospital,101,RC-PDRF-NOQ,class_1_auroc,0.30609856620587494
hospital,101,RC-PDRF-NOQ,class_1_auprc,0.7631402663219371
hospital,101,RC-PDRF-NOQ,class_2_precision,0.07571888531142444
hospital,101,RC-PDRF-NOQ,class_2_recall,0.07760582612653619
hospital,101,RC-PDRF-NOQ,class_2_f1,0.0766507445911773
hospital,101,RC-PDRF-NOQ,class_2_auroc,0.3060984314446447
hospital,101,RC-PDRF-NOQ,class_2_auprc,0.10219848967955839
hospital,101,RC-PDRF-NOQ,balanced_accuracy,0.4611718494477587
hospital,101,RC-PDRF-NOQ,native_sensor_fault_recall,0.07760582612653619
hospital,101,RC-PDRF-NOQ,mean_temperature_group_weight_on_faults,0.24696001410484314
hospital,101,RC-PDRF-NOQ,train_seconds,32.857480899998336
hospital,101,RC-PDRF-NOQ,inference_seconds,0.02483409999695141
hospital,102,EF-PD,accuracy,0.8880093579245918
hospital,102,EF-PD,macro_f1,0.6618791252106024
hospital,102,EF-PD,macro_auroc,0.9880910535240792
hospital,102,EF-PD,macro_auprc,0.9278841379966251
hospital,102,EF-PD,nll,0.26747544485258773
hospital,102,EF-PD,class_1_precision,0.8897265311580637
hospital,102,EF-PD,class_1_recall,0.9926891586937466
hospital,102,EF-PD,class_1_f1,0.9383919677723614
hospital,102,EF-PD,class_1_auroc,0.9880910588296394
hospital,102,EF-PD,class_1_auprc,0.9982378433649639
hospital,102,EF-PD,class_2_precision,0.8482384823848238
hospital,102,EF-PD,class_2_recall,0.24931725079654074
hospital,102,EF-PD,class_2_f1,0.38536628264884354
hospital,102,EF-PD,class_2_auroc,0.9880910482185189
hospital,102,EF-PD,class_2_auprc,0.8575304326282862
hospital,102,EF-PD,balanced_accuracy,0.6210032047451437
hospital,102,EF-PD,native_sensor_fault_recall,0.24931725079654074
hospital,102,EF-PD,mean_temperature_group_weight_on_faults,0.0
hospital,102,EF-PD,train_seconds,9.979790600002161
hospital,102,EF-PD,inference_seconds,0.009814899996854365
hospital,102,UF-PD,accuracy,0.7702661560401878
hospital,102,UF-PD,macro_f1,0.4572275307017352
hospital,102,UF-PD,macro_auroc,0.36306024519684876
hospital,102,UF-PD,macro_auprc,0.44273194983942155
hospital,102,UF-PD,nll,0.9183748015158666
hospital,102,UF-PD,class_1_precision,0.8495959560001424
hospital,102,UF-PD,class_1_recall,0.8902068296685877
hospital,102,UF-PD,class_1_f1,0.8694274186938188
hospital,102,UF-PD,class_1_auroc,0.3630601709190053
hospital,102,UF-PD,class_1_auprc,0.7804518680254007
hospital,102,UF-PD,class_2_precision,0.05429718875502008
hospital,102,UF-PD,class_2_recall,0.038461538461538464
hospital,102,UF-PD,class_2_f1,0.045027642709651636
hospital,102,UF-PD,class_2_auroc,0.3630603194746922
hospital,102,UF-PD,class_2_auprc,0.10501203165344242
hospital,102,UF-PD,balanced_accuracy,0.46433418406506305
hospital,102,UF-PD,native_sensor_fault_recall,0.038461538461538464
hospital,102,UF-PD,mean_temperature_group_weight_on_faults,0.2602924704551697
hospital,102,UF-PD,train_seconds,16.6452755999926
hospital,102,UF-PD,inference_seconds,0.022050699990359135
hospital,102,CAGF,accuracy,0.8940663707596904
hospital,102,CAGF,macro_f1,0.6787931747506099
hospital,102,CAGF,macro_auroc,0.9032722264583231
hospital,102,CAGF,macro_auprc,0.8354270160540571
hospital,102,CAGF,nll,0.5534431927668755
hospital,102,CAGF,class_1_precision,0.8925314806773773
hospital,102,CAGF,class_1_recall,0.9967175814543352
hospital,102,CAGF,class_1_f1,0.9417517643638158
hospital,102,CAGF,class_1_auroc,0.9032723872167984
hospital,102,CAGF,class_1_auprc,0.9829305285790122
hospital,102,CAGF,class_2_precision,0.9304072756030052
hospital,102,CAGF,class_2_recall,0.2677514792899408
hospital,102,CAGF,class_2_f1,0.4158345851374039
hospital,102,CAGF,class_2_auroc,0.9032720656998476
hospital,102,CAGF,class_2_auprc,0.6879235035291021
hospital,102,CAGF,balanced_accuracy,0.632234530372138
hospital,102,CAGF,native_sensor_fault_recall,0.2677514792899408
hospital,102,CAGF,mean_temperature_group_weight_on_faults,0.028804777190089226
hospital,102,CAGF,train_seconds,23.966744699995616
hospital,102,CAGF,inference_seconds,0.02975940000033006
hospital,102,ENT-PD,accuracy,0.6811415386094508
hospital,102,ENT-PD,macro_f1,0.41535182953813604
hospital,102,ENT-PD,macro_auroc,0.23292441300745784
hospital,102,ENT-PD,macro_auprc,0.4194181312922022
hospital,102,ENT-PD,nll,1.1385387978537524
hospital,102,ENT-PD,class_1_precision,0.8314591279046908
hospital,102,ENT-PD,class_1_recall,0.788768906544322
hospital,102,ENT-PD,class_1_f1,0.8095516102789874
hospital,102,ENT-PD,class_1_auroc,0.23292436737963973
hospital,102,ENT-PD,class_1_auprc,0.7511171600719455
hospital,102,ENT-PD,class_2_precision,0.01862923490165497
hospital,102,ENT-PD,class_2_recall,0.024465179790623577
hospital,102,ENT-PD,class_2_f1,0.02115204879728467
hospital,102,ENT-PD,class_2_auroc,0.23292445863527594
hospital,102,ENT-PD,class_2_auprc,0.08771910251245879
hospital,102,ENT-PD,balanced_accuracy,0.40661704316747277
hospital,102,ENT-PD,native_sensor_fault_recall,0.024465179790623577
hospital,102,ENT-PD,mean_temperature_group_weight_on_faults,0.10048447549343109
hospital,102,ENT-PD,train_seconds,21.866296099993633
hospital,102,ENT-PD,inference_seconds,0.026248299996950664
hospital,102,PDRF-NOQ,accuracy,0.7516464499174772
hospital,102,PDRF-NOQ,macro_f1,0.4680706669397833
hospital,102,PDRF-NOQ,macro_auroc,0.29838476706846057
hospital,102,PDRF-NOQ,macro_auprc,0.43041980909379607
hospital,102,PDRF-NOQ,nll,0.8942605171855625
hospital,102,PDRF-NOQ,class_1_precision,0.850664164550907
hospital,102,PDRF-NOQ,class_1_recall,0.86232492213581
hospital,102,PDRF-NOQ,class_1_f1,0.8564548544543543
hospital,102,PDRF-NOQ,class_1_auroc,0.2983847856379214
hospital,102,PDRF-NOQ,class_1_auprc,0.7597830950643997
hospital,102,PDRF-NOQ,class_2_precision,0.0833229852228983
hospital,102,PDRF-NOQ,class_2_recall,0.07635411925352754
hospital,102,PDRF-NOQ,class_2_f1,0.07968647942521227
hospital,102,PDRF-NOQ,class_2_auroc,0.2983847484989997
hospital,102,PDRF-NOQ,class_2_auprc,0.10105652312319241
hospital,102,PDRF-NOQ,balanced_accuracy,0.4693395206946688
hospital,102,PDRF-NOQ,native_sensor_fault_recall,0.07635411925352754
hospital,102,PDRF-NOQ,mean_temperature_group_weight_on_faults,0.24680772423744202
hospital,102,PDRF-NOQ,train_seconds,29.496203899994725
hospital,102,PDRF-NOQ,inference_seconds,0.025444900005823
hospital,102,RC-PDRF-NOQ,accuracy,0.7686157001618408
hospital,102,RC-PDRF-NOQ,macro_f1,0.4727499886833606
hospital,102,RC-PDRF-NOQ,macro_auroc,0.29420749044852723
hospital,102,RC-PDRF-NOQ,macro_auprc,0.4302831527751392
hospital,102,RC-PDRF-NOQ,nll,0.9230425287316053
hospital,102,RC-PDRF-NOQ,class_1_precision,0.8527288114230153
hospital,102,RC-PDRF-NOQ,class_1_recall,0.88323169025905
hospital,102,RC-PDRF-NOQ,class_1_f1,0.8677122650152076
hospital,102,RC-PDRF-NOQ,class_1_auroc,0.29420749310130734
hospital,102,RC-PDRF-NOQ,class_1_auprc,0.7590763233219805
hospital,102,RC-PDRF-NOQ,class_2_precision,0.08864628820960699
hospital,102,RC-PDRF-NOQ,class_2_recall,0.06929904415111515
hospital,102,RC-PDRF-NOQ,class_2_f1,0.0777877123515136
hospital,102,RC-PDRF-NOQ,class_2_auroc,0.2942074877957471
hospital,102,RC-PDRF-NOQ,class_2_auprc,0.10148998222829783
hospital,102,RC-PDRF-NOQ,balanced_accuracy,0.4762653672050826
hospital,102,RC-PDRF-NOQ,native_sensor_fault_recall,0.06929904415111515
hospital,102,RC-PDRF-NOQ,mean_temperature_group_weight_on_faults,0.24754087626934052
hospital,102,RC-PDRF-NOQ,train_seconds,31.428725799996755
hospital,102,RC-PDRF-NOQ,inference_seconds,0.027888500000699423
hospital,103,EF-PD,accuracy,0.8876728572115308
hospital,103,EF-PD,macro_f1,0.6669888205794607
hospital,103,EF-PD,macro_auroc,0.984806335018048
hospital,103,EF-PD,macro_auprc,0.9269314407900655
hospital,103,EF-PD,nll,0.29870121157603047
hospital,103,EF-PD,class_1_precision,0.8910741554932792
hospital,103,EF-PD,class_1_recall,0.9903205953113635
hospital,103,EF-PD,class_1_f1,0.9380796749403763
hospital,103,EF-PD,class_1_auroc,0.98480633342638
hospital,103,EF-PD,class_1_auprc,0.997725502187724
hospital,103,EF-PD,class_2_precision,0.8156960227272727
hospital,103,EF-PD,class_2_recall,0.2613791533909877
hospital,103,EF-PD,class_2_f1,0.39589796621854534
hospital,103,EF-PD,class_2_auroc,0.9848063366097162
hospital,103,EF-PD,class_2_auprc,0.856137379392407
hospital,103,EF-PD,balanced_accuracy,0.6258498743511756
hospital,103,EF-PD,native_sensor_fault_recall,0.2613791533909877
hospital,103,EF-PD,mean_temperature_group_weight_on_faults,0.0
hospital,103,EF-PD,train_seconds,9.446395899998606
hospital,103,EF-PD,inference_seconds,0.010796699993079528
hospital,103,UF-PD,accuracy,0.7873475731889051
hospital,103,UF-PD,macro_f1,0.45126227061246676
hospital,103,UF-PD,macro_auroc,0.2799398388517145
hospital,103,UF-PD,macro_auprc,0.4246185773688156
hospital,103,UF-PD,nll,1.100685890319771
hospital,103,UF-PD,class_1_precision,0.850072881238287
hospital,103,UF-PD,class_1_recall,0.9136313620171954
hospital,103,UF-PD,class_1_f1,0.880706895466844
hospital,103,UF-PD,class_1_auroc,0.27994003834077963
hospital,103,UF-PD,class_1_auprc,0.7578078579311649
hospital,103,UF-PD,class_2_precision,0.03096882192927391
hospital,103,UF-PD,class_2_recall,0.016841147018661812
hospital,103,UF-PD,class_2_f1,0.02181764575808948
hospital,103,UF-PD,class_2_auroc,0.27993963936264926
hospital,103,UF-PD,class_2_auprc,0.09142929680646632
hospital,103,UF-PD,balanced_accuracy,0.4652362545179286
hospital,103,UF-PD,native_sensor_fault_recall,0.016841147018661812
hospital,103,UF-PD,mean_temperature_group_weight_on_faults,0.2602924704551697
hospital,103,UF-PD,train_seconds,16.413793299987447
hospital,103,UF-PD,inference_seconds,0.022221200008061714
hospital,103,CAGF,accuracy,0.9085038537343567
hospital,103,CAGF,macro_f1,0.7577768520734035
hospital,103,CAGF,macro_auroc,0.6711577645223095
hospital,103,CAGF,macro_auprc,0.7050107179769354
hospital,103,CAGF,nll,0.7429347432542941
hospital,103,CAGF,class_1_precision,0.912887601909785
hospital,103,CAGF,class_1_recall,0.9877655308752494
hospital,103,CAGF,class_1_f1,0.9488516249238597
hospital,103,CAGF,class_1_auroc,0.6663045345910347
hospital,103,CAGF,class_1_auprc,0.8988988101846701
hospital,103,CAGF,class_2_precision,0.8505694760820045
hospital,103,CAGF,class_2_recall,0.4248975876194811
hospital,103,CAGF,class_2_f1,0.5667020792229474
hospital,103,CAGF,class_2_auroc,0.6760109944535844
hospital,103,CAGF,class_2_auprc,0.5111226257692008
hospital,103,CAGF,balanced_accuracy,0.7063315592473652
hospital,103,CAGF,native_sensor_fault_recall,0.4248975876194811
hospital,103,CAGF,mean_temperature_group_weight_on_faults,0.06852458417415619
hospital,103,CAGF,train_seconds,22.631007300005876
hospital,103,CAGF,inference_seconds,0.031461899998248555
hospital,103,ENT-PD,accuracy,0.8251638437995737
hospital,103,ENT-PD,macro_f1,0.4572260664101829
hospital,103,ENT-PD,macro_auroc,0.22122155889702855
hospital,103,ENT-PD,macro_auprc,0.415873823125281
