method,pool,subset,metric,value
PDRF_REC,log_probability_mean,unaffected,macro_auroc,0.8736354930598903
PDRF_REC,log_probability_mean,unaffected,macro_f1,0.5785581167712643
PDRF_REC,log_probability_mean,unaffected,nll,1.7082931950132134
PDRF_REC,majority_vote,affected,accuracy,0.4951841359773371
PDRF_REC,majority_vote,affected,brier,0.8114220963140572
PDRF_REC,majority_vote,affected,ece15,0.3452691218093522
PDRF_REC,majority_vote,affected,macro_auprc,0.4835793139202207
PDRF_REC,majority_vote,affected,macro_auroc,0.7431996144267256
PDRF_REC,majority_vote,affected,macro_f1,0.4880487562418656
PDRF_REC,majority_vote,affected,nll,9.42056577806046
PDRF_REC,majority_vote,all,accuracy,0.5620989917506874
PDRF_REC,majority_vote,all,brier,0.7144546287779939
PDRF_REC,majority_vote,all,ece15,0.3049037580162494
PDRF_REC,majority_vote,all,macro_auprc,0.5409840243348636
PDRF_REC,majority_vote,all,macro_auroc,0.7624330483040089
PDRF_REC,majority_vote,all,macro_f1,0.5438195610417279
PDRF_REC,majority_vote,all,nll,8.605925665832729
PDRF_REC,majority_vote,unaffected,accuracy,0.6075413620623317
PDRF_REC,majority_vote,unaffected,brier,0.6486033089622373
PDRF_REC,majority_vote,unaffected,ece15,0.2781069642129277
PDRF_REC,majority_vote,unaffected,macro_auprc,0.5772018810815536
PDRF_REC,majority_vote,unaffected,macro_auroc,0.7732577668214464
PDRF_REC,majority_vote,unaffected,macro_f1,0.5784732189604883
PDRF_REC,majority_vote,unaffected,nll,8.052697578844677
PDRF_REC,probability_mean,affected,accuracy,0.4912181303116147
PDRF_REC,probability_mean,affected,brier,0.7346105591206054
PDRF_REC,probability_mean,affected,ece15,0.2746752299347275
PDRF_REC,probability_mean,affected,macro_auprc,0.5629117261695231
PDRF_REC,probability_mean,affected,macro_auroc,0.8147723242297121
PDRF_REC,probability_mean,affected,macro_f1,0.484460238164607
PDRF_REC,probability_mean,affected,nll,2.085726217648717
PDRF_REC,probability_mean,all,accuracy,0.5620989917506874
PDRF_REC,probability_mean,all,brier,0.6305638716607113
PDRF_REC,probability_mean,all,ece15,0.2199837028208563
PDRF_REC,probability_mean,all,macro_auprc,0.6256754161905567
PDRF_REC,probability_mean,all,macro_auroc,0.8498450243676808
PDRF_REC,probability_mean,all,macro_f1,0.5435295580277885
PDRF_REC,probability_mean,all,nll,1.7293718308645822
PDRF_REC,probability_mean,unaffected,accuracy,0.6102347056560216
PDRF_REC,probability_mean,unaffected,brier,0.5599050015696326
PDRF_REC,probability_mean,unaffected,ece15,0.1828423082461582
PDRF_REC,probability_mean,unaffected,macro_auprc,0.6698751566147297
PDRF_REC,probability_mean,unaffected,macro_auroc,0.8743897404714978
PDRF_REC,probability_mean,unaffected,macro_f1,0.5803054181901072
PDRF_REC,probability_mean,unaffected,nll,1.4873689479580805
PDRF_REC,validation_selected,affected,accuracy,0.511614730878187
PDRF_REC,validation_selected,affected,brier,0.7995922497400092
PDRF_REC,validation_selected,affected,ece15,0.3390120999417967
PDRF_REC,validation_selected,affected,macro_auprc,0.5321757298293047
PDRF_REC,validation_selected,affected,macro_auroc,0.8073845465222913
PDRF_REC,validation_selected,affected,macro_f1,0.5066040617798965
PDRF_REC,validation_selected,affected,nll,2.718844696660693
PDRF_REC,validation_selected,all,accuracy,0.5747021081576535
PDRF_REC,validation_selected,all,brier,0.6858135284267252
PDRF_REC,validation_selected,all,ece15,0.2800307997411047
PDRF_REC,validation_selected,all,macro_auprc,0.590845463360696
PDRF_REC,validation_selected,all,macro_auroc,0.841118338112197
PDRF_REC,validation_selected,all,macro_f1,0.5534591910978209
PDRF_REC,validation_selected,all,nll,2.24628811162869
PDRF_REC,validation_selected,unaffected,accuracy,0.617545209696037
PDRF_REC,validation_selected,unaffected,brier,0.6085455626252836
PDRF_REC,validation_selected,unaffected,ece15,0.2410604251536464
PDRF_REC,validation_selected,unaffected,macro_auprc,0.6415077137849651
PDRF_REC,validation_selected,unaffected,macro_auroc,0.8655419854342227
PDRF_REC,validation_selected,unaffected,macro_f1,0.582947348275075
PDRF_REC,validation_selected,unaffected,nll,1.9253714619243865
