dataset,task,seed,method,environment,fault_type,group,scale,prevalence,subset,metric,value
chemical,gas_class,101,PDRF,group:4,silent_gaussian,4,3.0,0.4,affected,brier,0.8016544782542899
chemical,gas_class,101,PDRF,group:4,silent_gaussian,4,3.0,0.4,affected,ece15,0.3305766908944338
chemical,gas_class,101,PDRF,group:4,silent_gaussian,4,3.0,0.4,unaffected,accuracy,0.5979420731707317
chemical,gas_class,101,PDRF,group:4,silent_gaussian,4,3.0,0.4,unaffected,macro_f1,0.5721018911826526
chemical,gas_class,101,PDRF,group:4,silent_gaussian,4,3.0,0.4,unaffected,macro_auroc,0.8771963299344652
chemical,gas_class,101,PDRF,group:4,silent_gaussian,4,3.0,0.4,unaffected,macro_auprc,0.6706792687867663
chemical,gas_class,101,PDRF,group:4,silent_gaussian,4,3.0,0.4,unaffected,nll,1.6777843340236476
chemical,gas_class,101,PDRF,group:4,silent_gaussian,4,3.0,0.4,unaffected,brier,0.611166123104877
chemical,gas_class,101,PDRF,group:4,silent_gaussian,4,3.0,0.4,unaffected,ece15,0.22949350055125425
chemical,gas_class,101,PDRF,scale:1,silent_gaussian,1,1.0,0.4,all,accuracy,0.5740146654445463
chemical,gas_class,101,PDRF,scale:1,silent_gaussian,1,1.0,0.4,all,macro_f1,0.5497009327917423
chemical,gas_class,101,PDRF,scale:1,silent_gaussian,1,1.0,0.4,all,macro_auroc,0.8646741971243671
chemical,gas_class,101,PDRF,scale:1,silent_gaussian,1,1.0,0.4,all,macro_auprc,0.6410551099373046
chemical,gas_class,101,PDRF,scale:1,silent_gaussian,1,1.0,0.4,all,nll,1.8207378742067266
chemical,gas_class,101,PDRF,scale:1,silent_gaussian,1,1.0,0.4,all,brier,0.6542500127965775
chemical,gas_class,101,PDRF,scale:1,silent_gaussian,1,1.0,0.4,all,ece15,0.25616492189665
chemical,gas_class,101,PDRF,scale:1,silent_gaussian,1,1.0,0.4,affected,accuracy,0.5314121037463977
chemical,gas_class,101,PDRF,scale:1,silent_gaussian,1,1.0,0.4,affected,macro_f1,0.5125419849015873
chemical,gas_class,101,PDRF,scale:1,silent_gaussian,1,1.0,0.4,affected,macro_auroc,0.8400542652709869
chemical,gas_class,101,PDRF,scale:1,silent_gaussian,1,1.0,0.4,affected,macro_auprc,0.5969707619549796
chemical,gas_class,101,PDRF,scale:1,silent_gaussian,1,1.0,0.4,affected,nll,2.125410964410559
chemical,gas_class,101,PDRF,scale:1,silent_gaussian,1,1.0,0.4,affected,brier,0.7388167567865189
chemical,gas_class,101,PDRF,scale:1,silent_gaussian,1,1.0,0.4,affected,ece15,0.3095945507030322
chemical,gas_class,101,PDRF,scale:1,silent_gaussian,1,1.0,0.4,unaffected,accuracy,0.602130087485736
chemical,gas_class,101,PDRF,scale:1,silent_gaussian,1,1.0,0.4,unaffected,macro_f1,0.5726671523032326
chemical,gas_class,101,PDRF,scale:1,silent_gaussian,1,1.0,0.4,unaffected,macro_auroc,0.8811561885244519
chemical,gas_class,101,PDRF,scale:1,silent_gaussian,1,1.0,0.4,unaffected,macro_auprc,0.6749256536529549
chemical,gas_class,101,PDRF,scale:1,silent_gaussian,1,1.0,0.4,unaffected,nll,1.6196698591806145
chemical,gas_class,101,PDRF,scale:1,silent_gaussian,1,1.0,0.4,unaffected,brier,0.5984404651272932
chemical,gas_class,101,PDRF,scale:1,silent_gaussian,1,1.0,0.4,unaffected,ece15,0.2232013259518051
chemical,gas_class,101,PDRF,scale:3,silent_gaussian,1,3.0,0.4,all,accuracy,0.557057745187901
chemical,gas_class,101,PDRF,scale:3,silent_gaussian,1,3.0,0.4,all,macro_f1,0.535766195853503
chemical,gas_class,101,PDRF,scale:3,silent_gaussian,1,3.0,0.4,all,macro_auroc,0.8498588528819789
chemical,gas_class,101,PDRF,scale:3,silent_gaussian,1,3.0,0.4,all,macro_auprc,0.6035985703525563
chemical,gas_class,101,PDRF,scale:3,silent_gaussian,1,3.0,0.4,all,nll,2.0000889275339606
chemical,gas_class,101,PDRF,scale:3,silent_gaussian,1,3.0,0.4,all,brier,0.6781538034877795
chemical,gas_class,101,PDRF,scale:3,silent_gaussian,1,3.0,0.4,all,ece15,0.26978050182572644
chemical,gas_class,101,PDRF,scale:3,silent_gaussian,1,3.0,0.4,affected,accuracy,0.48876080691642654
chemical,gas_class,101,PDRF,scale:3,silent_gaussian,1,3.0,0.4,affected,macro_f1,0.473810974994386
chemical,gas_class,101,PDRF,scale:3,silent_gaussian,1,3.0,0.4,affected,macro_auroc,0.8056833909708944
chemical,gas_class,101,PDRF,scale:3,silent_gaussian,1,3.0,0.4,affected,macro_auprc,0.5206459456274534
chemical,gas_class,101,PDRF,scale:3,silent_gaussian,1,3.0,0.4,affected,nll,2.5765279654019424
chemical,gas_class,101,PDRF,scale:3,silent_gaussian,1,3.0,0.4,affected,brier,0.798941334640355
chemical,gas_class,101,PDRF,scale:3,silent_gaussian,1,3.0,0.4,affected,ece15,0.34036075105241115
chemical,gas_class,101,PDRF,scale:3,silent_gaussian,1,3.0,0.4,unaffected,accuracy,0.602130087485736
chemical,gas_class,101,PDRF,scale:3,silent_gaussian,1,3.0,0.4,unaffected,macro_f1,0.5726671523032326
chemical,gas_class,101,PDRF,scale:3,silent_gaussian,1,3.0,0.4,unaffected,macro_auroc,0.8811561885244519
chemical,gas_class,101,PDRF,scale:3,silent_gaussian,1,3.0,0.4,unaffected,macro_auprc,0.6749256536529549
chemical,gas_class,101,PDRF,scale:3,silent_gaussian,1,3.0,0.4,unaffected,nll,1.6196698591806145
chemical,gas_class,101,PDRF,scale:3,silent_gaussian,1,3.0,0.4,unaffected,brier,0.5984404651272932
chemical,gas_class,101,PDRF,scale:3,silent_gaussian,1,3.0,0.4,unaffected,ece15,0.2232013259518051
chemical,gas_class,101,PDRF,scale:5,silent_gaussian,1,5.0,0.4,all,accuracy,0.538955087076077
chemical,gas_class,101,PDRF,scale:5,silent_gaussian,1,5.0,0.4,all,macro_f1,0.5221259105975063
chemical,gas_class,101,PDRF,scale:5,silent_gaussian,1,5.0,0.4,all,macro_auroc,0.8317818621526593
chemical,gas_class,101,PDRF,scale:5,silent_gaussian,1,5.0,0.4,all,macro_auprc,0.5620931368208776
chemical,gas_class,101,PDRF,scale:5,silent_gaussian,1,5.0,0.4,all,nll,2.278774848471791
chemical,gas_class,101,PDRF,scale:5,silent_gaussian,1,5.0,0.4,all,brier,0.7175368790969562
chemical,gas_class,101,PDRF,scale:5,silent_gaussian,1,5.0,0.4,all,ece15,0.2928379064273878
chemical,gas_class,101,PDRF,scale:5,silent_gaussian,1,5.0,0.4,affected,accuracy,0.4432276657060519
chemical,gas_class,101,PDRF,scale:5,silent_gaussian,1,5.0,0.4,affected,macro_f1,0.4352889676718261
chemical,gas_class,101,PDRF,scale:5,silent_gaussian,1,5.0,0.4,affected,macro_auroc,0.7689721705695322
chemical,gas_class,101,PDRF,scale:5,silent_gaussian,1,5.0,0.4,affected,macro_auprc,0.45291665336019343
chemical,gas_class,101,PDRF,scale:5,silent_gaussian,1,5.0,0.4,affected,nll,3.277499353858825
chemical,gas_class,101,PDRF,scale:5,silent_gaussian,1,5.0,0.4,affected,brier,0.8980005519074714
chemical,gas_class,101,PDRF,scale:5,silent_gaussian,1,5.0,0.4,affected,ece15,0.3984349635561193
chemical,gas_class,101,PDRF,scale:5,silent_gaussian,1,5.0,0.4,unaffected,accuracy,0.602130087485736
chemical,gas_class,101,PDRF,scale:5,silent_gaussian,1,5.0,0.4,unaffected,macro_f1,0.5726671523032326
chemical,gas_class,101,PDRF,scale:5,silent_gaussian,1,5.0,0.4,unaffected,macro_auroc,0.8811561885244519
chemical,gas_class,101,PDRF,scale:5,silent_gaussian,1,5.0,0.4,unaffected,macro_auprc,0.6749256536529549
chemical,gas_class,101,PDRF,scale:5,silent_gaussian,1,5.0,0.4,unaffected,nll,1.6196698591806145
chemical,gas_class,101,PDRF,scale:5,silent_gaussian,1,5.0,0.4,unaffected,brier,0.5984404651272932
chemical,gas_class,101,PDRF,scale:5,silent_gaussian,1,5.0,0.4,unaffected,ece15,0.2232013259518051
chemical,gas_class,101,PDRF,prevalence:0.1,silent_gaussian,1,3.0,0.1,all,accuracy,0.5847846012832264
chemical,gas_class,101,PDRF,prevalence:0.1,silent_gaussian,1,3.0,0.1,all,macro_f1,0.5638501313989545
chemical,gas_class,101,PDRF,prevalence:0.1,silent_gaussian,1,3.0,0.1,all,macro_auroc,0.8682342560378312
chemical,gas_class,101,PDRF,prevalence:0.1,silent_gaussian,1,3.0,0.1,all,macro_auprc,0.6470853105391043
chemical,gas_class,101,PDRF,prevalence:0.1,silent_gaussian,1,3.0,0.1,all,nll,1.760317378414391
chemical,gas_class,101,PDRF,prevalence:0.1,silent_gaussian,1,3.0,0.1,all,brier,0.6364580369598428
chemical,gas_class,101,PDRF,prevalence:0.1,silent_gaussian,1,3.0,0.1,all,ece15,0.2424077809430611
chemical,gas_class,101,PDRF,prevalence:0.1,silent_gaussian,1,3.0,0.1,affected,accuracy,0.49878345498783455
chemical,gas_class,101,PDRF,prevalence:0.1,silent_gaussian,1,3.0,0.1,affected,macro_f1,0.4845153236423932
chemical,gas_class,101,PDRF,prevalence:0.1,silent_gaussian,1,3.0,0.1,affected,macro_auroc,0.8299853007837537
chemical,gas_class,101,PDRF,prevalence:0.1,silent_gaussian,1,3.0,0.1,affected,macro_auprc,0.5707709354855327
chemical,gas_class,101,PDRF,prevalence:0.1,silent_gaussian,1,3.0,0.1,affected,nll,2.320885793280639
chemical,gas_class,101,PDRF,prevalence:0.1,silent_gaussian,1,3.0,0.1,affected,brier,0.7663797686667926
chemical,gas_class,101,PDRF,prevalence:0.1,silent_gaussian,1,3.0,0.1,affected,ece15,0.3200214089703386
chemical,gas_class,101,PDRF,prevalence:0.1,silent_gaussian,1,3.0,0.1,unaffected,accuracy,0.593726283835062
chemical,gas_class,101,PDRF,prevalence:0.1,silent_gaussian,1,3.0,0.1,unaffected,macro_f1,0.5711834146461937
chemical,gas_class,101,PDRF,prevalence:0.1,silent_gaussian,1,3.0,0.1,unaffected,macro_auroc,0.8727330496842374
chemical,gas_class,101,PDRF,prevalence:0.1,silent_gaussian,1,3.0,0.1,unaffected,macro_auprc,0.6575071241200202
chemical,gas_class,101,PDRF,prevalence:0.1,silent_gaussian,1,3.0,0.1,unaffected,nll,1.702034145803709
chemical,gas_class,101,PDRF,prevalence:0.1,silent_gaussian,1,3.0,0.1,unaffected,brier,0.6229498579232741
chemical,gas_class,101,PDRF,prevalence:0.1,silent_gaussian,1,3.0,0.1,unaffected,ece15,0.23457581312964604
chemical,gas_class,101,PDRF,prevalence:0.4,silent_gaussian,1,3.0,0.4,all,accuracy,0.557057745187901
chemical,gas_class,101,PDRF,prevalence:0.4,silent_gaussian,1,3.0,0.4,all,macro_f1,0.5382947835398829
chemical,gas_class,101,PDRF,prevalence:0.4,silent_gaussian,1,3.0,0.4,all,macro_auroc,0.8454710516236491
chemical,gas_class,101,PDRF,prevalence:0.4,silent_gaussian,1,3.0,0.4,all,macro_auprc,0.5941720673273685
chemical,gas_class,101,PDRF,prevalence:0.4,silent_gaussian,1,3.0,0.4,all,nll,2.019426077217124
chemical,gas_class,101,PDRF,prevalence:0.4,silent_gaussian,1,3.0,0.4,all,brier,0.6900822744484504
chemical,gas_class,101,PDRF,prevalence:0.4,silent_gaussian,1,3.0,0.4,all,ece15,0.27089180695584447
chemical,gas_class,101,PDRF,prevalence:0.4,silent_gaussian,1,3.0,0.4,affected,accuracy,0.5102279368790181
chemical,gas_class,101,PDRF,prevalence:0.4,silent_gaussian,1,3.0,0.4,affected,macro_f1,0.490160173052844
chemical,gas_class,101,PDRF,prevalence:0.4,silent_gaussian,1,3.0,0.4,affected,macro_auroc,0.8105335562598047
chemical,gas_class,101,PDRF,prevalence:0.4,silent_gaussian,1,3.0,0.4,affected,macro_auprc,0.5236376718426526
chemical,gas_class,101,PDRF,prevalence:0.4,silent_gaussian,1,3.0,0.4,affected,nll,2.4627888750996987
chemical,gas_class,101,PDRF,prevalence:0.4,silent_gaussian,1,3.0,0.4,affected,brier,0.7751786916663344
chemical,gas_class,101,PDRF,prevalence:0.4,silent_gaussian,1,3.0,0.4,affected,ece15,0.3155265222475029
chemical,gas_class,101,PDRF,prevalence:0.4,silent_gaussian,1,3.0,0.4,unaffected,accuracy,0.5872597059932152
chemical,gas_class,101,PDRF,prevalence:0.4,silent_gaussian,1,3.0,0.4,unaffected,macro_f1,0.5683870813738642
chemical,gas_class,101,PDRF,prevalence:0.4,silent_gaussian,1,3.0,0.4,unaffected,macro_auroc,0.8716627333351684
chemical,gas_class,101,PDRF,prevalence:0.4,silent_gaussian,1,3.0,0.4,unaffected,macro_auprc,0.6588571974428111
chemical,gas_class,101,PDRF,prevalence:0.4,silent_gaussian,1,3.0,0.4,unaffected,nll,1.7334879893252715
chemical,gas_class,101,PDRF,prevalence:0.4,silent_gaussian,1,3.0,0.4,unaffected,brier,0.6352010193184845
chemical,gas_class,101,PDRF,prevalence:0.4,silent_gaussian,1,3.0,0.4,unaffected,ece15,0.2428275033455276
chemical,gas_class,101,PDRF,prevalence:0.7,silent_gaussian,1,3.0,0.7,all,accuracy,0.5277268560953254
chemical,gas_class,101,PDRF,prevalence:0.7,silent_gaussian,1,3.0,0.7,all,macro_f1,0.5102342908861041
chemical,gas_class,101,PDRF,prevalence:0.7,silent_gaussian,1,3.0,0.7,all,macro_auroc,0.8284138903201271
chemical,gas_class,101,PDRF,prevalence:0.7,silent_gaussian,1,3.0,0.7,all,macro_auprc,0.5574358454160423
chemical,gas_class,101,PDRF,prevalence:0.7,silent_gaussian,1,3.0,0.7,all,nll,2.236810567480441
chemical,gas_class,101,PDRF,prevalence:0.7,silent_gaussian,1,3.0,0.7,all,brier,0.7382803385956505
chemical,gas_class,101,PDRF,prevalence:0.7,silent_gaussian,1,3.0,0.7,all,ece15,0.30130901730574133
chemical,gas_class,101,PDRF,prevalence:0.7,silent_gaussian,1,3.0,0.7,affected,accuracy,0.49665551839464883
chemical,gas_class,101,PDRF,prevalence:0.7,silent_gaussian,1,3.0,0.7,affected,macro_f1,0.4812794315649287
chemical,gas_class,101,PDRF,prevalence:0.7,silent_gaussian,1,3.0,0.7,affected,macro_auroc,0.8073368246334209
chemical,gas_class,101,PDRF,prevalence:0.7,silent_gaussian,1,3.0,0.7,affected,macro_auprc,0.5192779136594856
chemical,gas_class,101,PDRF,prevalence:0.7,silent_gaussian,1,3.0,0.7,affected,nll,2.4996568214753188
chemical,gas_class,101,PDRF,prevalence:0.7,silent_gaussian,1,3.0,0.7,affected,brier,0.791986172100121
chemical,gas_class,101,PDRF,prevalence:0.7,silent_gaussian,1,3.0,0.7,affected,ece15,0.329740428605606
chemical,gas_class,101,PDRF,prevalence:0.7,silent_gaussian,1,3.0,0.7,unaffected,accuracy,0.5953420669577875
chemical,gas_class,101,PDRF,prevalence:0.7,silent_gaussian,1,3.0,0.7,unaffected,macro_f1,0.5693676933873121
chemical,gas_class,101,PDRF,prevalence:0.7,silent_gaussian,1,3.0,0.7,unaffected,macro_auroc,0.879603314379842
chemical,gas_class,101,PDRF,prevalence:0.7,silent_gaussian,1,3.0,0.7,unaffected,macro_auprc,0.6690002726719416
chemical,gas_class,101,PDRF,prevalence:0.7,silent_gaussian,1,3.0,0.7,unaffected,nll,1.6648234499806716
chemical,gas_class,101,PDRF,prevalence:0.7,silent_gaussian,1,3.0,0.7,unaffected,brier,0.6214095655400704
chemical,gas_class,101,PDRF,prevalence:0.7,silent_gaussian,1,3.0,0.7,unaffected,ece15,0.23943865891367072
chemical,gas_class,101,RO-PDRF,type:silent_gaussian,silent_gaussian,1,,0.4,all,accuracy,0.5444546287809349
chemical,gas_class,101,RO-PDRF,type:silent_gaussian,silent_gaussian,1,,0.4,all,macro_f1,0.5243876827295353
chemical,gas_class,101,RO-PDRF,type:silent_gaussian,silent_gaussian,1,,0.4,all,macro_auroc,0.8417344611211264
chemical,gas_class,101,RO-PDRF,type:silent_gaussian,silent_gaussian,1,,0.4,all,macro_auprc,0.5817871874303618
chemical,gas_class,101,RO-PDRF,type:silent_gaussian,silent_gaussian,1,,0.4,all,nll,1.8020311182048474
chemical,gas_class,101,RO-PDRF,type:silent_gaussian,silent_gaussian,1,,0.4,all,brier,0.6844353482613299
chemical,gas_class,101,RO-PDRF,type:silent_gaussian,silent_gaussian,1,,0.4,all,ece15,0.2513511512431937
chemical,gas_class,101,RO-PDRF,type:silent_gaussian,silent_gaussian,1,,0.4,affected,accuracy,0.48441926345609065
chemical,gas_class,101,RO-PDRF,type:silent_gaussian,silent_gaussian,1,,0.4,affected,macro_f1,0.4686924543667839
chemical,gas_class,101,RO-PDRF,type:silent_gaussian,silent_gaussian,1,,0.4,affected,macro_auroc,0.8081841118847747
chemical,gas_class,101,RO-PDRF,type:silent_gaussian,silent_gaussian,1,,0.4,affected,macro_auprc,0.5191156074810293
chemical,gas_class,101,RO-PDRF,type:silent_gaussian,silent_gaussian,1,,0.4,affected,nll,2.1301526905774435
chemical,gas_class,101,RO-PDRF,type:silent_gaussian,silent_gaussian,1,,0.4,affected,brier,0.7759174282809859
chemical,gas_class,101,RO-PDRF,type:silent_gaussian,silent_gaussian,1,,0.4,affected,ece15,0.30557939207587637
chemical,gas_class,101,RO-PDRF,type:silent_gaussian,silent_gaussian,1,,0.4,unaffected,accuracy,0.5852250865717584
chemical,gas_class,101,RO-PDRF,type:silent_gaussian,silent_gaussian,1,,0.4,unaffected,macro_f1,0.5587407928915825
chemical,gas_class,101,RO-PDRF,type:silent_gaussian,silent_gaussian,1,,0.4,unaffected,macro_auroc,0.8653044915946438
chemical,gas_class,101,RO-PDRF,type:silent_gaussian,silent_gaussian,1,,0.4,unaffected,macro_auprc,0.6328965083851467
chemical,gas_class,101,RO-PDRF,type:silent_gaussian,silent_gaussian,1,,0.4,unaffected,nll,1.5792013470476203
chemical,gas_class,101,RO-PDRF,type:silent_gaussian,silent_gaussian,1,,0.4,unaffected,brier,0.6223091954199705
chemical,gas_class,101,RO-PDRF,type:silent_gaussian,silent_gaussian,1,,0.4,unaffected,ece15,0.2146409492898143
chemical,gas_class,101,RO-PDRF,type:gain_loss,gain_loss,1,,0.4,all,accuracy,0.5671402383134739
chemical,gas_class,101,RO-PDRF,type:gain_loss,gain_loss,1,,0.4,all,macro_f1,0.5475657825756245
chemical,gas_class,101,RO-PDRF,type:gain_loss,gain_loss,1,,0.4,all,macro_auroc,0.8581513031534816
chemical,gas_class,101,RO-PDRF,type:gain_loss,gain_loss,1,,0.4,all,macro_auprc,0.6280387719980302
chemical,gas_class,101,RO-PDRF,type:gain_loss,gain_loss,1,,0.4,all,nll,1.558794049368809
chemical,gas_class,101,RO-PDRF,type:gain_loss,gain_loss,1,,0.4,all,brier,0.6366031164000596
chemical,gas_class,101,RO-PDRF,type:gain_loss,gain_loss,1,,0.4,all,ece15,0.21429952427977056
chemical,gas_class,101,RO-PDRF,type:gain_loss,gain_loss,1,,0.4,affected,accuracy,0.5491525423728814
chemical,gas_class,101,RO-PDRF,type:gain_loss,gain_loss,1,,0.4,affected,macro_f1,0.5357709076679608
chemical,gas_class,101,RO-PDRF,type:gain_loss,gain_loss,1,,0.4,affected,macro_auroc,0.8485309044885002
chemical,gas_class,101,RO-PDRF,type:gain_loss,gain_loss,1,,0.4,affected,macro_auprc,0.6208507077218042
chemical,gas_class,101,RO-PDRF,type:gain_loss,gain_loss,1,,0.4,affected,nll,1.5050477863531921
chemical,gas_class,101,RO-PDRF,type:gain_loss,gain_loss,1,,0.4,affected,brier,0.6392727693052577
chemical,gas_class,101,RO-PDRF,type:gain_loss,gain_loss,1,,0.4,affected,ece15,0.21189613546018546
chemical,gas_class,101,RO-PDRF,type:gain_loss,gain_loss,1,,0.4,unaffected,accuracy,0.579414032382421
chemical,gas_class,101,RO-PDRF,type:gain_loss,gain_loss,1,,0.4,unaffected,macro_f1,0.5551991113084186
chemical,gas_class,101,RO-PDRF,type:gain_loss,gain_loss,1,,0.4,unaffected,macro_auroc,0.8675283981677007
chemical,gas_class,101,RO-PDRF,type:gain_loss,gain_loss,1,,0.4,unaffected,macro_auprc,0.6417337435757152
chemical,gas_class,101,RO-PDRF,type:gain_loss,gain_loss,1,,0.4,unaffected,nll,1.5954674824982003
chemical,gas_class,101,RO-PDRF,type:gain_loss,gain_loss,1,,0.4,unaffected,brier,0.6347814951039145
chemical,gas_class,101,RO-PDRF,type:gain_loss,gain_loss,1,,0.4,unaffected,ece15,0.21815698256654378
chemical,gas_class,101,RO-PDRF,type:offset,offset,1,,0.4,all,accuracy,0.5499541704857929
chemical,gas_class,101,RO-PDRF,type:offset,offset,1,,0.4,all,macro_f1,0.5333797444759704
chemical,gas_class,101,RO-PDRF,type:offset,offset,1,,0.4,all,macro_auroc,0.8463911832030568
chemical,gas_class,101,RO-PDRF,type:offset,offset,1,,0.4,all,macro_auprc,0.6000955173585524
chemical,gas_class,101,RO-PDRF,type:offset,offset,1,,0.4,all,nll,1.784067907551428
chemical,gas_class,101,RO-PDRF,type:offset,offset,1,,0.4,all,brier,0.6745322860847759
chemical,gas_class,101,RO-PDRF,type:offset,offset,1,,0.4,all,ece15,0.24047720735494857
chemical,gas_class,101,RO-PDRF,type:offset,offset,1,,0.4,affected,accuracy,0.5049853372434018
chemical,gas_class,101,RO-PDRF,type:offset,offset,1,,0.4,affected,macro_f1,0.48431355103613766
chemical,gas_class,101,RO-PDRF,type:offset,offset,1,,0.4,affected,macro_auroc,0.829035963147256
chemical,gas_class,101,RO-PDRF,type:offset,offset,1,,0.4,affected,macro_auprc,0.5904566768017687
chemical,gas_class,101,RO-PDRF,type:offset,offset,1,,0.4,affected,nll,2.105517816870933
chemical,gas_class,101,RO-PDRF,type:offset,offset,1,,0.4,affected,brier,0.7416497947640783
chemical,gas_class,101,RO-PDRF,type:offset,offset,1,,0.4,affected,ece15,0.2835739281170529
chemical,gas_class,101,RO-PDRF,type:offset,offset,1,,0.4,unaffected,accuracy,0.5787890184279805
chemical,gas_class,101,RO-PDRF,type:offset,offset,1,,0.4,unaffected,macro_f1,0.5556000405587609
chemical,gas_class,101,RO-PDRF,type:offset,offset,1,,0.4,unaffected,macro_auroc,0.867187935420762
chemical,gas_class,101,RO-PDRF,type:offset,offset,1,,0.4,unaffected,macro_auprc,0.6368132865775932
chemical,gas_class,101,RO-PDRF,type:offset,offset,1,,0.4,unaffected,nll,1.5779482778448626
chemical,gas_class,101,RO-PDRF,type:offset,offset,1,,0.4,unaffected,brier,0.6314952976311428
chemical,gas_class,101,RO-PDRF,type:offset,offset,1,,0.4,unaffected,ece15,0.2132482787369337
chemical,gas_class,101,RO-PDRF,type:linear_drift,linear_drift,1,,0.4,all,accuracy,0.5653070577451879
chemical,gas_class,101,RO-PDRF,type:linear_drift,linear_drift,1,,0.4,all,macro_f1,0.5449282925037272
chemical,gas_class,101,RO-PDRF,type:linear_drift,linear_drift,1,,0.4,all,macro_auroc,0.8577277337508814
chemical,gas_class,101,RO-PDRF,type:linear_drift,linear_drift,1,,0.4,all,macro_auprc,0.6249050344606932
chemical,gas_class,101,RO-PDRF,type:linear_drift,linear_drift,1,,0.4,all,nll,1.6714154618073143
chemical,gas_class,101,RO-PDRF,type:linear_drift,linear_drift,1,,0.4,all,brier,0.64954303181963
chemical,gas_class,101,RO-PDRF,type:linear_drift,linear_drift,1,,0.4,all,ece15,0.22914408830930943
chemical,gas_class,101,RO-PDRF,type:linear_drift,linear_drift,1,,0.4,affected,accuracy,0.5436554132712457
chemical,gas_class,101,RO-PDRF,type:linear_drift,linear_drift,1,,0.4,affected,macro_f1,0.5213043880016175
chemical,gas_class,101,RO-PDRF,type:linear_drift,linear_drift,1,,0.4,affected,macro_auroc,0.8555585747431714
chemical,gas_class,101,RO-PDRF,type:linear_drift,linear_drift,1,,0.4,affected,macro_auprc,0.6361838071758092
chemical,gas_class,101,RO-PDRF,type:linear_drift,linear_drift,1,,0.4,affected,nll,1.7533817231972288
chemical,gas_class,101,RO-PDRF,type:linear_drift,linear_drift,1,,0.4,affected,brier,0.6625724053985138
chemical,gas_class,101,RO-PDRF,type:linear_drift,linear_drift,1,,0.4,affected,ece15,0.24657260299561604
chemical,gas_class,101,RO-PDRF,type:linear_drift,linear_drift,1,,0.4,unaffected,accuracy,0.5793650793650794
chemical,gas_class,101,RO-PDRF,type:linear_drift,linear_drift,1,,0.4,unaffected,macro_f1,0.5571241987372947
chemical,gas_class,101,RO-PDRF,type:linear_drift,linear_drift,1,,0.4,unaffected,macro_auroc,0.8617567686966998
chemical,gas_class,101,RO-PDRF,type:linear_drift,linear_drift,1,,0.4,unaffected,macro_auprc,0.6276155391656518
chemical,gas_class,101,RO-PDRF,type:linear_drift,linear_drift,1,,0.4,unaffected,nll,1.6181962490076645
chemical,gas_class,101,RO-PDRF,type:linear_drift,linear_drift,1,,0.4,unaffected,brier,0.6410832949305438
chemical,gas_class,101,RO-PDRF,type:linear_drift,linear_drift,1,,0.4,unaffected,ece15,0.21792294785594363
chemical,gas_class,101,RO-PDRF,type:stuck_at,stuck_at,1,,0.4,all,accuracy,0.5543079743354721
chemical,gas_class,101,RO-PDRF,type:stuck_at,stuck_at,1,,0.4,all,macro_f1,0.5351702980844631
chemical,gas_class,101,RO-PDRF,type:stuck_at,stuck_at,1,,0.4,all,macro_auroc,0.8496395057874477
chemical,gas_class,101,RO-PDRF,type:stuck_at,stuck_at,1,,0.4,all,macro_auprc,0.6133398589935416
chemical,gas_class,101,RO-PDRF,type:stuck_at,stuck_at,1,,0.4,all,nll,1.5912497220044768
chemical,gas_class,101,RO-PDRF,type:stuck_at,stuck_at,1,,0.4,all,brier,0.6462107745808299
chemical,gas_class,101,RO-PDRF,type:stuck_at,stuck_at,1,,0.4,all,ece15,0.21103267881107593
chemical,gas_class,101,RO-PDRF,type:stuck_at,stuck_at,1,,0.4,affected,accuracy,0.5014164305949008
chemical,gas_class,101,RO-PDRF,type:stuck_at,stuck_at,1,,0.4,affected,macro_f1,0.484000539031922
chemical,gas_class,101,RO-PDRF,type:stuck_at,stuck_at,1,,0.4,affected,macro_auroc,0.8359765852577058
chemical,gas_class,101,RO-PDRF,type:stuck_at,stuck_at,1,,0.4,affected,macro_auprc,0.6029838318051056
chemical,gas_class,101,RO-PDRF,type:stuck_at,stuck_at,1,,0.4,affected,nll,1.5621010462051983
chemical,gas_class,101,RO-PDRF,type:stuck_at,stuck_at,1,,0.4,affected,brier,0.6729110956665912
chemical,gas_class,101,RO-PDRF,type:stuck_at,stuck_at,1,,0.4,affected,ece15,0.21625756251575592
chemical,gas_class,101,RO-PDRF,type:stuck_at,stuck_at,1,,0.4,unaffected,accuracy,0.590227010388611
chemical,gas_class,101,RO-PDRF,type:stuck_at,stuck_at,1,,0.4,unaffected,macro_f1,0.5684486762273504
chemical,gas_class,101,RO-PDRF,type:stuck_at,stuck_at,1,,0.4,unaffected,macro_auroc,0.8627732638541109
chemical,gas_class,101,RO-PDRF,type:stuck_at,stuck_at,1,,0.4,unaffected,macro_auprc,0.6314029262838438
chemical,gas_class,101,RO-PDRF,type:stuck_at,stuck_at,1,,0.4,unaffected,nll,1.6110448019528132
chemical,gas_class,101,RO-PDRF,type:stuck_at,stuck_at,1,,0.4,unaffected,brier,0.6280783903113536
chemical,gas_class,101,RO-PDRF,type:stuck_at,stuck_at,1,,0.4,unaffected,ece15,0.20983190901603274
chemical,gas_class,101,RO-PDRF,type:clipping,clipping,1,,0.4,all,accuracy,0.5712648945921174
chemical,gas_class,101,RO-PDRF,type:clipping,clipping,1,,0.4,all,macro_f1,0.5474355661210614
chemical,gas_class,101,RO-PDRF,type:clipping,clipping,1,,0.4,all,macro_auroc,0.8574803840958266
