method,seed,fault_type,fault_realization,subset,metric,value,n,inference_ms_per_observation
RO-PDRF-EMA95,103,drift,70001,affected,macro_f1,0.5143866360899637,1765,0.001598143909343345
RO-PDRF-EMA95,103,drift,70001,affected,macro_auroc,0.8191787291005873,1765,0.001598143909343345
RO-PDRF-EMA95,103,drift,70001,affected,macro_auprc,0.5782526984531471,1765,0.001598143909343345
RO-PDRF-EMA95,103,drift,70001,affected,nll,2.682102399144733,1765,0.001598143909343345
RO-PDRF-EMA95,103,drift,70001,affected,brier,0.8176896910744564,1765,0.001598143909343345
RO-PDRF-EMA95,103,drift,70001,affected,ece15,0.35680060363018484,1765,0.001598143909343345
RO-PDRF-EMA95,103,drift,70001,unaffected,accuracy,0.5775298191612158,2599,0.001598143909343345
RO-PDRF-EMA95,103,drift,70001,unaffected,macro_f1,0.5534899705760054,2599,0.001598143909343345
RO-PDRF-EMA95,103,drift,70001,unaffected,macro_auroc,0.8643125055451789,2599,0.001598143909343345
RO-PDRF-EMA95,103,drift,70001,unaffected,macro_auprc,0.6246780953991437,2599,0.001598143909343345
RO-PDRF-EMA95,103,drift,70001,unaffected,nll,1.76143999647654,2599,0.001598143909343345
RO-PDRF-EMA95,103,drift,70001,unaffected,brier,0.6214831921017145,2599,0.001598143909343345
RO-PDRF-EMA95,103,drift,70001,unaffected,ece15,0.24060045959583476,2599,0.001598143909343345
RO-PDRF-EMA95,103,drift,70002,all,accuracy,0.5467461044912924,4364,0.0014247250208937615
RO-PDRF-EMA95,103,drift,70002,all,macro_f1,0.5255689980690051,4364,0.0014247250208937615
RO-PDRF-EMA95,103,drift,70002,all,macro_auroc,0.8344429308669928,4364,0.0014247250208937615
RO-PDRF-EMA95,103,drift,70002,all,macro_auprc,0.5865180413959961,4364,0.0014247250208937615
RO-PDRF-EMA95,103,drift,70002,all,nll,2.1603266825047087,4364,0.0014247250208937615
RO-PDRF-EMA95,103,drift,70002,all,brier,0.6993540298288362,4364,0.0014247250208937615
RO-PDRF-EMA95,103,drift,70002,all,ece15,0.2820136697978246,4364,0.0014247250208937615
RO-PDRF-EMA95,103,drift,70002,affected,accuracy,0.5205865764241399,1773,0.0014247250208937615
RO-PDRF-EMA95,103,drift,70002,affected,macro_f1,0.4948023055701382,1773,0.0014247250208937615
RO-PDRF-EMA95,103,drift,70002,affected,macro_auroc,0.8107433477896396,1773,0.0014247250208937615
RO-PDRF-EMA95,103,drift,70002,affected,macro_auprc,0.5672825255455872,1773,0.0014247250208937615
RO-PDRF-EMA95,103,drift,70002,affected,nll,2.7209318094869075,1773,0.0014247250208937615
RO-PDRF-EMA95,103,drift,70002,affected,brier,0.795798725600055,1773,0.0014247250208937615
RO-PDRF-EMA95,103,drift,70002,affected,ece15,0.3378688690861402,1773,0.0014247250208937615
RO-PDRF-EMA95,103,drift,70002,unaffected,accuracy,0.5646468544963335,2591,0.0014247250208937615
RO-PDRF-EMA95,103,drift,70002,unaffected,macro_f1,0.5433765654547517,2591,0.0014247250208937615
RO-PDRF-EMA95,103,drift,70002,unaffected,macro_auroc,0.8621853306752398,2591,0.0014247250208937615
RO-PDRF-EMA95,103,drift,70002,unaffected,macro_auprc,0.6234729458756942,2591,0.0014247250208937615
RO-PDRF-EMA95,103,drift,70002,unaffected,nll,1.7767092027133393,2591,0.0014247250208937615
RO-PDRF-EMA95,103,drift,70002,unaffected,brier,0.633357717361692,2591,0.0014247250208937615
RO-PDRF-EMA95,103,drift,70002,unaffected,ece15,0.2437924278525485,2591,0.0014247250208937615
RO-PDRF-EMA95,103,drift,70003,all,accuracy,0.5458295142071494,4364,0.0014340742462908799
RO-PDRF-EMA95,103,drift,70003,all,macro_f1,0.5193174110262406,4364,0.0014340742462908799
RO-PDRF-EMA95,103,drift,70003,all,macro_auroc,0.8472202707974099,4364,0.0014340742462908799
RO-PDRF-EMA95,103,drift,70003,all,macro_auprc,0.5954047110779971,4364,0.0014340742462908799
RO-PDRF-EMA95,103,drift,70003,all,nll,2.0332187048643093,4364,0.0014340742462908799
RO-PDRF-EMA95,103,drift,70003,all,brier,0.6666579766056601,4364,0.0014340742462908799
RO-PDRF-EMA95,103,drift,70003,all,ece15,0.261330127374608,4364,0.0014340742462908799
RO-PDRF-EMA95,103,drift,70003,affected,accuracy,0.5053763440860215,1767,0.0014340742462908799
RO-PDRF-EMA95,103,drift,70003,affected,macro_f1,0.4582484087922967,1767,0.0014340742462908799
RO-PDRF-EMA95,103,drift,70003,affected,macro_auroc,0.8359089615447318,1767,0.0014340742462908799
RO-PDRF-EMA95,103,drift,70003,affected,macro_auprc,0.5864801487596095,1767,0.0014340742462908799
RO-PDRF-EMA95,103,drift,70003,affected,nll,2.443339339332517,1767,0.0014340742462908799
RO-PDRF-EMA95,103,drift,70003,affected,brier,0.7337545821794685,1767,0.0014340742462908799
RO-PDRF-EMA95,103,drift,70003,affected,ece15,0.3047595980920289,1767,0.0014340742462908799
RO-PDRF-EMA95,103,drift,70003,unaffected,accuracy,0.5733538698498267,2597,0.0014340742462908799
RO-PDRF-EMA95,103,drift,70003,unaffected,macro_f1,0.5517589340651389,2597,0.0014340742462908799
RO-PDRF-EMA95,103,drift,70003,unaffected,macro_auroc,0.8627922388447216,2597,0.0014340742462908799
RO-PDRF-EMA95,103,drift,70003,unaffected,macro_auprc,0.6177586822980224,2597,0.0014340742462908799
RO-PDRF-EMA95,103,drift,70003,unaffected,nll,1.7541724356670343,2597,0.0014340742462908799
RO-PDRF-EMA95,103,drift,70003,unaffected,brier,0.6210054151698033,2597,0.0014340742462908799
RO-PDRF-EMA95,103,drift,70003,unaffected,ece15,0.23238097748069703,2597,0.0014340742462908799
RO-PDRF-EMA95,103,drift,70004,all,accuracy,0.5384967919340055,4364,0.0015685151228796448
RO-PDRF-EMA95,103,drift,70004,all,macro_f1,0.503448112860519,4364,0.0015685151228796448
RO-PDRF-EMA95,103,drift,70004,all,macro_auroc,0.8368105291510447,4364,0.0015685151228796448
RO-PDRF-EMA95,103,drift,70004,all,macro_auprc,0.5786296145858891,4364,0.0015685151228796448
RO-PDRF-EMA95,103,drift,70004,all,nll,2.3798712749552213,4364,0.0015685151228796448
RO-PDRF-EMA95,103,drift,70004,all,brier,0.7028268462028304,4364,0.0015685151228796448
RO-PDRF-EMA95,103,drift,70004,all,ece15,0.28279284386461095,4364,0.0015685151228796448
RO-PDRF-EMA95,103,drift,70004,affected,accuracy,0.47889800703399765,1706,0.0015685151228796448
RO-PDRF-EMA95,103,drift,70004,affected,macro_f1,0.41494218815027534,1706,0.0015685151228796448
RO-PDRF-EMA95,103,drift,70004,affected,macro_auroc,0.8152922970466802,1706,0.0015685151228796448
RO-PDRF-EMA95,103,drift,70004,affected,macro_auprc,0.5431017388816218,1706,0.0015685151228796448
RO-PDRF-EMA95,103,drift,70004,affected,nll,3.291111804599567,1706,0.0015685151228796448
RO-PDRF-EMA95,103,drift,70004,affected,brier,0.8269840753611764,1706,0.0015685151228796448
RO-PDRF-EMA95,103,drift,70004,affected,ece15,0.35725825252873955,1706,0.0015685151228796448
RO-PDRF-EMA95,103,drift,70004,unaffected,accuracy,0.5767494356659142,2658,0.0015685151228796448
RO-PDRF-EMA95,103,drift,70004,unaffected,macro_f1,0.5549309890369507,2658,0.0015685151228796448
RO-PDRF-EMA95,103,drift,70004,unaffected,macro_auroc,0.8631881109491895,2658,0.0015685151228796448
RO-PDRF-EMA95,103,drift,70004,unaffected,macro_auprc,0.6181149655542538,2658,0.0015685151228796448
RO-PDRF-EMA95,103,drift,70004,unaffected,nll,1.7950043285393993,2658,0.0015685151228796448
RO-PDRF-EMA95,103,drift,70004,unaffected,brier,0.6231382709793022,2658,0.0015685151228796448
RO-PDRF-EMA95,103,drift,70004,unaffected,ece15,0.23499827236049237,2658,0.0015685151228796448
RO-PDRF-EMA95,103,drift,70005,all,accuracy,0.5609532538955087,4364,0.001515192483888135
RO-PDRF-EMA95,103,drift,70005,all,macro_f1,0.5532095084642455,4364,0.001515192483888135
RO-PDRF-EMA95,103,drift,70005,all,macro_auroc,0.8501513463327015,4364,0.001515192483888135
RO-PDRF-EMA95,103,drift,70005,all,macro_auprc,0.6036896044599126,4364,0.001515192483888135
RO-PDRF-EMA95,103,drift,70005,all,nll,1.8466409228957141,4364,0.001515192483888135
RO-PDRF-EMA95,103,drift,70005,all,brier,0.640952509941716,4364,0.001515192483888135
RO-PDRF-EMA95,103,drift,70005,all,ece15,0.23748558561644562,4364,0.001515192483888135
RO-PDRF-EMA95,103,drift,70005,affected,accuracy,0.5404454865181711,1706,0.001515192483888135
RO-PDRF-EMA95,103,drift,70005,affected,macro_f1,0.5392414740466585,1706,0.001515192483888135
RO-PDRF-EMA95,103,drift,70005,affected,macro_auroc,0.8342434813515638,1706,0.001515192483888135
RO-PDRF-EMA95,103,drift,70005,affected,macro_auprc,0.5897059303467863,1706,0.001515192483888135
RO-PDRF-EMA95,103,drift,70005,affected,nll,2.052540899727811,1706,0.001515192483888135
RO-PDRF-EMA95,103,drift,70005,affected,brier,0.6672218397793498,1706,0.001515192483888135
RO-PDRF-EMA95,103,drift,70005,affected,ece15,0.23884836454184644,1706,0.001515192483888135
RO-PDRF-EMA95,103,drift,70005,unaffected,accuracy,0.5741158765989466,2658,0.001515192483888135
RO-PDRF-EMA95,103,drift,70005,unaffected,macro_f1,0.5489031264020449,2658,0.001515192483888135
RO-PDRF-EMA95,103,drift,70005,unaffected,macro_auroc,0.8672798974456795,2658,0.001515192483888135
RO-PDRF-EMA95,103,drift,70005,unaffected,macro_auprc,0.6296473831151339,2658,0.001515192483888135
RO-PDRF-EMA95,103,drift,70005,unaffected,nll,1.7144869121825626,2658,0.001515192483888135
RO-PDRF-EMA95,103,drift,70005,unaffected,brier,0.624091909225763,2658,0.001515192483888135
RO-PDRF-EMA95,103,drift,70005,unaffected,ece15,0.23932701241620236,2658,0.001515192483888135
RO-PDRF-EMA95,103,drift,70006,all,accuracy,0.5309349220898258,4364,0.0014563703013299755
RO-PDRF-EMA95,103,drift,70006,all,macro_f1,0.5150032746738534,4364,0.0014563703013299755
RO-PDRF-EMA95,103,drift,70006,all,macro_auroc,0.8199972231085836,4364,0.0014563703013299755
RO-PDRF-EMA95,103,drift,70006,all,macro_auprc,0.5634585170313632,4364,0.0014563703013299755
RO-PDRF-EMA95,103,drift,70006,all,nll,2.4407688744790157,4364,0.0014563703013299755
RO-PDRF-EMA95,103,drift,70006,all,brier,0.7491681179960785,4364,0.0014563703013299755
RO-PDRF-EMA95,103,drift,70006,all,ece15,0.3132706285615671,4364,0.0014563703013299755
RO-PDRF-EMA95,103,drift,70006,affected,accuracy,0.47396449704142013,1690,0.0014563703013299755
RO-PDRF-EMA95,103,drift,70006,affected,macro_f1,0.46535958256225934,1690,0.0014563703013299755
RO-PDRF-EMA95,103,drift,70006,affected,macro_auroc,0.7858526948999054,1690,0.0014563703013299755
RO-PDRF-EMA95,103,drift,70006,affected,macro_auprc,0.5233845060905365,1690,0.0014563703013299755
RO-PDRF-EMA95,103,drift,70006,affected,nll,3.3788749698685643,1690,0.0014563703013299755
RO-PDRF-EMA95,103,drift,70006,affected,brier,0.9228056199810509,1690,0.0014563703013299755
RO-PDRF-EMA95,103,drift,70006,affected,ece15,0.4163658062029167,1690,0.0014563703013299755
RO-PDRF-EMA95,103,drift,70006,unaffected,accuracy,0.5669409124906507,2674,0.0014563703013299755
RO-PDRF-EMA95,103,drift,70006,unaffected,macro_f1,0.5425196030685243,2674,0.0014563703013299755
RO-PDRF-EMA95,103,drift,70006,unaffected,macro_auroc,0.8587441334002701,2674,0.0014563703013299755
RO-PDRF-EMA95,103,drift,70006,unaffected,macro_auprc,0.6197988403924087,2674,0.0014563703013299755
RO-PDRF-EMA95,103,drift,70006,unaffected,nll,1.847874595792277,2674,0.0014563703013299755
RO-PDRF-EMA95,103,drift,70006,unaffected,brier,0.6394271388058752,2674,0.0014563703013299755
RO-PDRF-EMA95,103,drift,70006,unaffected,ece15,0.24811326919113777,2674,0.0014563703013299755
RO-PDRF-EMA95,103,drift,70007,all,accuracy,0.534372135655362,4364,0.001498098078305047
RO-PDRF-EMA95,103,drift,70007,all,macro_f1,0.5210069675425324,4364,0.001498098078305047
RO-PDRF-EMA95,103,drift,70007,all,macro_auroc,0.8250536867931751,4364,0.001498098078305047
RO-PDRF-EMA95,103,drift,70007,all,macro_auprc,0.5672159331013358,4364,0.001498098078305047
RO-PDRF-EMA95,103,drift,70007,all,nll,2.3176189700251157,4364,0.001498098078305047
RO-PDRF-EMA95,103,drift,70007,all,brier,0.7326568018605498,4364,0.001498098078305047
RO-PDRF-EMA95,103,drift,70007,all,ece15,0.3018355637474633,4364,0.001498098078305047
RO-PDRF-EMA95,103,drift,70007,affected,accuracy,0.47803468208092487,1730,0.001498098078305047
RO-PDRF-EMA95,103,drift,70007,affected,macro_f1,0.4659640997446662,1730,0.001498098078305047
RO-PDRF-EMA95,103,drift,70007,affected,macro_auroc,0.7945906368697537,1730,0.001498098078305047
RO-PDRF-EMA95,103,drift,70007,affected,macro_auprc,0.5337386613666231,1730,0.001498098078305047
RO-PDRF-EMA95,103,drift,70007,affected,nll,3.1343702043182398,1730,0.001498098078305047
RO-PDRF-EMA95,103,drift,70007,affected,brier,0.8901175069333875,1730,0.001498098078305047
RO-PDRF-EMA95,103,drift,70007,affected,ece15,0.3921855663116268,1730,0.001498098078305047
RO-PDRF-EMA95,103,drift,70007,unaffected,accuracy,0.5713743356112376,2634,0.001498098078305047
RO-PDRF-EMA95,103,drift,70007,unaffected,macro_f1,0.5461210307690161,2634,0.001498098078305047
RO-PDRF-EMA95,103,drift,70007,unaffected,macro_auroc,0.8637007504336282,2634,0.001498098078305047
RO-PDRF-EMA95,103,drift,70007,unaffected,macro_auprc,0.6189026299915145,2634,0.001498098078305047
RO-PDRF-EMA95,103,drift,70007,unaffected,nll,1.7811802322395787,2634,0.001498098078305047
RO-PDRF-EMA95,103,drift,70007,unaffected,brier,0.6292372803054967,2634,0.001498098078305047
RO-PDRF-EMA95,103,drift,70007,unaffected,ece15,0.24266628930083528,2634,0.001498098078305047
RO-PDRF-EMA95,103,drift,70008,all,accuracy,0.5602658111824015,4364,0.0016026122809885417
RO-PDRF-EMA95,103,drift,70008,all,macro_f1,0.5316188617128442,4364,0.0016026122809885417
RO-PDRF-EMA95,103,drift,70008,all,macro_auroc,0.8509578695473513,4364,0.0016026122809885417
RO-PDRF-EMA95,103,drift,70008,all,macro_auprc,0.6022820304798105,4364,0.0016026122809885417
RO-PDRF-EMA95,103,drift,70008,all,nll,1.9034211634462948,4364,0.0016026122809885417
RO-PDRF-EMA95,103,drift,70008,all,brier,0.6485671189845894,4364,0.0016026122809885417
RO-PDRF-EMA95,103,drift,70008,all,ece15,0.24409001398452587,4364,0.0016026122809885417
RO-PDRF-EMA95,103,drift,70008,affected,accuracy,0.5114638447971781,1701,0.0016026122809885417
RO-PDRF-EMA95,103,drift,70008,affected,macro_f1,0.48894893751988056,1701,0.0016026122809885417
RO-PDRF-EMA95,103,drift,70008,affected,macro_auroc,0.829547713119786,1701,0.0016026122809885417
RO-PDRF-EMA95,103,drift,70008,affected,macro_auprc,0.5779184400475642,1701,0.0016026122809885417
RO-PDRF-EMA95,103,drift,70008,affected,nll,2.1455373429036677,1701,0.0016026122809885417
RO-PDRF-EMA95,103,drift,70008,affected,brier,0.7256852660225455,1701,0.0016026122809885417
RO-PDRF-EMA95,103,drift,70008,affected,ece15,0.2795304930749744,1701,0.0016026122809885417
RO-PDRF-EMA95,103,drift,70008,unaffected,accuracy,0.591438227562899,2663,0.0016026122809885417
RO-PDRF-EMA95,103,drift,70008,unaffected,macro_f1,0.5603570292672448,2663,0.0016026122809885417
RO-PDRF-EMA95,103,drift,70008,unaffected,macro_auroc,0.8699729716028269,2663,0.0016026122809885417
RO-PDRF-EMA95,103,drift,70008,unaffected,macro_auprc,0.6314383102014821,2663,0.0016026122809885417
RO-PDRF-EMA95,103,drift,70008,unaffected,nll,1.7487686582803197,2663,0.0016026122809885417
RO-PDRF-EMA95,103,drift,70008,unaffected,brier,0.5993076491717606,2663,0.0016026122809885417
RO-PDRF-EMA95,103,drift,70008,unaffected,ece15,0.22163800697688363,2663,0.0016026122809885417
RO-PDRF-EMA95,103,stuck_at,70001,all,accuracy,0.5508707607699358,4364,0.0016082951440078938
RO-PDRF-EMA95,103,stuck_at,70001,all,macro_f1,0.5345484001449011,4364,0.0016082951440078938
RO-PDRF-EMA95,103,stuck_at,70001,all,macro_auroc,0.8399369209013744,4364,0.0016082951440078938
RO-PDRF-EMA95,103,stuck_at,70001,all,macro_auprc,0.5910410251700229,4364,0.0016082951440078938
RO-PDRF-EMA95,103,stuck_at,70001,all,nll,2.0614614126430806,4364,0.0016082951440078938
RO-PDRF-EMA95,103,stuck_at,70001,all,brier,0.6984452251177689,4364,0.0016082951440078938
RO-PDRF-EMA95,103,stuck_at,70001,all,ece15,0.28429437707341343,4364,0.0016082951440078938
RO-PDRF-EMA95,103,stuck_at,70001,affected,accuracy,0.511614730878187,1765,0.0016082951440078938
RO-PDRF-EMA95,103,stuck_at,70001,affected,macro_f1,0.5039808152985562,1765,0.0016082951440078938
RO-PDRF-EMA95,103,stuck_at,70001,affected,macro_auroc,0.8156768047773353,1765,0.0016082951440078938
RO-PDRF-EMA95,103,stuck_at,70001,affected,macro_auprc,0.5650292020106179,1765,0.0016082951440078938
RO-PDRF-EMA95,103,stuck_at,70001,affected,nll,2.5032493223410053,1765,0.0016082951440078938
RO-PDRF-EMA95,103,stuck_at,70001,affected,brier,0.8117734539045819,1765,0.0016082951440078938
RO-PDRF-EMA95,103,stuck_at,70001,affected,ece15,0.34863454814335443,1765,0.0016082951440078938
RO-PDRF-EMA95,103,stuck_at,70001,unaffected,accuracy,0.5775298191612158,2599,0.0016082951440078938
RO-PDRF-EMA95,103,stuck_at,70001,unaffected,macro_f1,0.5534899705760054,2599,0.0016082951440078938
RO-PDRF-EMA95,103,stuck_at,70001,unaffected,macro_auroc,0.8643125055451789,2599,0.0016082951440078938
RO-PDRF-EMA95,103,stuck_at,70001,unaffected,macro_auprc,0.6246780953991437,2599,0.0016082951440078938
RO-PDRF-EMA95,103,stuck_at,70001,unaffected,nll,1.76143999647654,2599,0.0016082951440078938
RO-PDRF-EMA95,103,stuck_at,70001,unaffected,brier,0.6214831921017145,2599,0.0016082951440078938
RO-PDRF-EMA95,103,stuck_at,70001,unaffected,ece15,0.24060045959583476,2599,0.0016082951440078938
RO-PDRF-EMA95,103,stuck_at,70002,all,accuracy,0.5430797433547204,4364,0.0014461274069390755
RO-PDRF-EMA95,103,stuck_at,70002,all,macro_f1,0.5238998012917798,4364,0.0014461274069390755
RO-PDRF-EMA95,103,stuck_at,70002,all,macro_auroc,0.8320573186048117,4364,0.0014461274069390755
RO-PDRF-EMA95,103,stuck_at,70002,all,macro_auprc,0.5772785764913086,4364,0.0014461274069390755
RO-PDRF-EMA95,103,stuck_at,70002,all,nll,2.1369351843630287,4364,0.0014461274069390755
RO-PDRF-EMA95,103,stuck_at,70002,all,brier,0.6978248486416823,4364,0.0014461274069390755
RO-PDRF-EMA95,103,stuck_at,70002,all,ece15,0.27535412967628453,4364,0.0014461274069390755
RO-PDRF-EMA95,103,stuck_at,70002,affected,accuracy,0.5115623237450648,1773,0.0014461274069390755
RO-PDRF-EMA95,103,stuck_at,70002,affected,macro_f1,0.4940552449271576,1773,0.0014461274069390755
RO-PDRF-EMA95,103,stuck_at,70002,affected,macro_auroc,0.800506360635166,1773,0.0014461274069390755
RO-PDRF-EMA95,103,stuck_at,70002,affected,macro_auprc,0.5469922877897003,1773,0.0014461274069390755
RO-PDRF-EMA95,103,stuck_at,70002,affected,nll,2.6633567965764198,1773,0.0014461274069390755
RO-PDRF-EMA95,103,stuck_at,70002,affected,brier,0.7920348526723956,1773,0.0014461274069390755
RO-PDRF-EMA95,103,stuck_at,70002,affected,ece15,0.3217206556146184,1773,0.0014461274069390755
RO-PDRF-EMA95,103,stuck_at,70002,unaffected,accuracy,0.5646468544963335,2591,0.0014461274069390755
RO-PDRF-EMA95,103,stuck_at,70002,unaffected,macro_f1,0.5433765654547517,2591,0.0014461274069390755
RO-PDRF-EMA95,103,stuck_at,70002,unaffected,macro_auroc,0.8621853306752398,2591,0.0014461274069390755
RO-PDRF-EMA95,103,stuck_at,70002,unaffected,macro_auprc,0.6234729458756942,2591,0.0014461274069390755
RO-PDRF-EMA95,103,stuck_at,70002,unaffected,nll,1.7767092027133393,2591,0.0014461274069390755
RO-PDRF-EMA95,103,stuck_at,70002,unaffected,brier,0.633357717361692,2591,0.0014461274069390755
RO-PDRF-EMA95,103,stuck_at,70002,unaffected,ece15,0.2437924278525485,2591,0.0014461274069390755
RO-PDRF-EMA95,103,stuck_at,70003,all,accuracy,0.5300183318056828,4364,0.0015118011006894226
RO-PDRF-EMA95,103,stuck_at,70003,all,macro_f1,0.5120593292836481,4364,0.0015118011006894226
RO-PDRF-EMA95,103,stuck_at,70003,all,macro_auroc,0.8311403459716171,4364,0.0015118011006894226
RO-PDRF-EMA95,103,stuck_at,70003,all,macro_auprc,0.5710331529891034,4364,0.0015118011006894226
RO-PDRF-EMA95,103,stuck_at,70003,all,nll,2.2847422021662207,4364,0.0015118011006894226
RO-PDRF-EMA95,103,stuck_at,70003,all,brier,0.7032537195630618,4364,0.0015118011006894226
RO-PDRF-EMA95,103,stuck_at,70003,all,ece15,0.27387535742780245,4364,0.0015118011006894226
RO-PDRF-EMA95,103,stuck_at,70003,affected,accuracy,0.4663271080928127,1767,0.0015118011006894226
RO-PDRF-EMA95,103,stuck_at,70003,affected,macro_f1,0.43138322687180003,1767,0.0015118011006894226
RO-PDRF-EMA95,103,stuck_at,70003,affected,macro_auroc,0.8107890670432059,1767,0.0015118011006894226
RO-PDRF-EMA95,103,stuck_at,70003,affected,macro_auprc,0.5474203822271119,1767,0.0015118011006894226
RO-PDRF-EMA95,103,stuck_at,70003,affected,nll,3.0645326286508756,1767,0.0015118011006894226
RO-PDRF-EMA95,103,stuck_at,70003,affected,brier,0.8241359190589828,1767,0.0015118011006894226
RO-PDRF-EMA95,103,stuck_at,70003,affected,ece15,0.335522292374755,1767,0.0015118011006894226
RO-PDRF-EMA95,103,stuck_at,70003,unaffected,accuracy,0.5733538698498267,2597,0.0015118011006894226
RO-PDRF-EMA95,103,stuck_at,70003,unaffected,macro_f1,0.5517589340651389,2597,0.0015118011006894226
RO-PDRF-EMA95,103,stuck_at,70003,unaffected,macro_auroc,0.8627922388447216,2597,0.0015118011006894226
RO-PDRF-EMA95,103,stuck_at,70003,unaffected,macro_auprc,0.6177586822980224,2597,0.0015118011006894226
RO-PDRF-EMA95,103,stuck_at,70003,unaffected,nll,1.7541724356670343,2597,0.0015118011006894226
RO-PDRF-EMA95,103,stuck_at,70003,unaffected,brier,0.6210054151698033,2597,0.0015118011006894226
RO-PDRF-EMA95,103,stuck_at,70003,unaffected,ece15,0.23238097748069703,2597,0.0015118011006894226
RO-PDRF-EMA95,103,stuck_at,70004,all,accuracy,0.532538955087076,4364,0.0014994500459305853
RO-PDRF-EMA95,103,stuck_at,70004,all,macro_f1,0.4963812252503854,4364,0.0014994500459305853
RO-PDRF-EMA95,103,stuck_at,70004,all,macro_auroc,0.8331756606262513,4364,0.0014994500459305853
RO-PDRF-EMA95,103,stuck_at,70004,all,macro_auprc,0.5710358202210282,4364,0.0014994500459305853
RO-PDRF-EMA95,103,stuck_at,70004,all,nll,2.4667641845060753,4364,0.0014994500459305853
RO-PDRF-EMA95,103,stuck_at,70004,all,brier,0.7097219283676872,4364,0.0014994500459305853
RO-PDRF-EMA95,103,stuck_at,70004,all,ece15,0.28259759194855294,4364,0.0014994500459305853
RO-PDRF-EMA95,103,stuck_at,70004,affected,accuracy,0.46365767878077374,1706,0.0014994500459305853
RO-PDRF-EMA95,103,stuck_at,70004,affected,macro_f1,0.40123952793719836,1706,0.0014994500459305853
RO-PDRF-EMA95,103,stuck_at,70004,affected,macro_auroc,0.8098292920577933,1706,0.0014994500459305853
RO-PDRF-EMA95,103,stuck_at,70004,affected,macro_auprc,0.5262300557678246,1706,0.0014994500459305853
RO-PDRF-EMA95,103,stuck_at,70004,affected,nll,3.5133865157835804,1706,0.0014994500459305853
RO-PDRF-EMA95,103,stuck_at,70004,affected,brier,0.8446219057055109,1706,0.0014994500459305853
RO-PDRF-EMA95,103,stuck_at,70004,affected,ece15,0.356758756626393,1706,0.0014994500459305853
RO-PDRF-EMA95,103,stuck_at,70004,unaffected,accuracy,0.5767494356659142,2658,0.0014994500459305853
RO-PDRF-EMA95,103,stuck_at,70004,unaffected,macro_f1,0.5549309890369507,2658,0.0014994500459305853
RO-PDRF-EMA95,103,stuck_at,70004,unaffected,macro_auroc,0.8631881109491895,2658,0.0014994500459305853
RO-PDRF-EMA95,103,stuck_at,70004,unaffected,macro_auprc,0.6181149655542538,2658,0.0014994500459305853
RO-PDRF-EMA95,103,stuck_at,70004,unaffected,nll,1.7950043285393993,2658,0.0014994500459305853
RO-PDRF-EMA95,103,stuck_at,70004,unaffected,brier,0.6231382709793022,2658,0.0014994500459305853
RO-PDRF-EMA95,103,stuck_at,70004,unaffected,ece15,0.23499827236049237,2658,0.0014994500459305853
RO-PDRF-EMA95,103,stuck_at,70005,all,accuracy,0.5391842346471127,4364,0.001543263061672934
RO-PDRF-EMA95,103,stuck_at,70005,all,macro_f1,0.537987829555623,4364,0.001543263061672934
RO-PDRF-EMA95,103,stuck_at,70005,all,macro_auroc,0.8348601617425212,4364,0.001543263061672934
RO-PDRF-EMA95,103,stuck_at,70005,all,macro_auprc,0.5868172621156414,4364,0.001543263061672934
RO-PDRF-EMA95,103,stuck_at,70005,all,nll,2.0148635078774384,4364,0.001543263061672934
RO-PDRF-EMA95,103,stuck_at,70005,all,brier,0.6761337361450473,4364,0.001543263061672934
RO-PDRF-EMA95,103,stuck_at,70005,all,ece15,0.2604714176053306,4364,0.001543263061672934
RO-PDRF-EMA95,103,stuck_at,70005,affected,accuracy,0.4847596717467761,1706,0.001543263061672934
RO-PDRF-EMA95,103,stuck_at,70005,affected,macro_f1,0.4744022540659119,1706,0.001543263061672934
RO-PDRF-EMA95,103,stuck_at,70005,affected,macro_auroc,0.8061073035535885,1706,0.001543263061672934
RO-PDRF-EMA95,103,stuck_at,70005,affected,macro_auprc,0.5515420551043227,1706,0.001543263061672934
RO-PDRF-EMA95,103,stuck_at,70005,affected,nll,2.48285939964589,1706,0.001543263061672934
RO-PDRF-EMA95,103,stuck_at,70005,affected,brier,0.757216488754343,1706,0.001543263061672934
RO-PDRF-EMA95,103,stuck_at,70005,affected,ece15,0.29481905482159126,1706,0.001543263061672934
RO-PDRF-EMA95,103,stuck_at,70005,unaffected,accuracy,0.5741158765989466,2658,0.001543263061672934
RO-PDRF-EMA95,103,stuck_at,70005,unaffected,macro_f1,0.5489031264020449,2658,0.001543263061672934
RO-PDRF-EMA95,103,stuck_at,70005,unaffected,macro_auroc,0.8672798974456795,2658,0.001543263061672934
RO-PDRF-EMA95,103,stuck_at,70005,unaffected,macro_auprc,0.6296473831151339,2658,0.001543263061672934
RO-PDRF-EMA95,103,stuck_at,70005,unaffected,nll,1.7144869121825626,2658,0.001543263061672934
RO-PDRF-EMA95,103,stuck_at,70005,unaffected,brier,0.624091909225763,2658,0.001543263061672934
RO-PDRF-EMA95,103,stuck_at,70005,unaffected,ece15,0.23932701241620236,2658,0.001543263061672934
RO-PDRF-EMA95,103,stuck_at,70006,all,accuracy,0.5126031164069661,4364,0.0016111365688484978
RO-PDRF-EMA95,103,stuck_at,70006,all,macro_f1,0.5012536606838409,4364,0.0016111365688484978
