method,seed,fault_type,fault_realization,subset,metric,value,n,inference_ms_per_observation
RO-PDRF-EMA95,102,offset,70004,affected,macro_auroc,0.8287328173145241,1706,0.0015244271346273141
RO-PDRF-EMA95,102,offset,70004,affected,macro_auprc,0.5678533410639433,1706,0.0015244271346273141
RO-PDRF-EMA95,102,offset,70004,affected,nll,2.619669192585558,1706,0.0015244271346273141
RO-PDRF-EMA95,102,offset,70004,affected,brier,0.764831651919547,1706,0.0015244271346273141
RO-PDRF-EMA95,102,offset,70004,affected,ece15,0.32192348216301114,1706,0.0015244271346273141
RO-PDRF-EMA95,102,offset,70004,unaffected,accuracy,0.5880361173814899,2658,0.0015244271346273141
RO-PDRF-EMA95,102,offset,70004,unaffected,macro_f1,0.5539027102076558,2658,0.0015244271346273141
RO-PDRF-EMA95,102,offset,70004,unaffected,macro_auroc,0.8736447942703628,2658,0.0015244271346273141
RO-PDRF-EMA95,102,offset,70004,unaffected,macro_auprc,0.6423569012843399,2658,0.0015244271346273141
RO-PDRF-EMA95,102,offset,70004,unaffected,nll,1.6388946867555947,2658,0.0015244271346273141
RO-PDRF-EMA95,102,offset,70004,unaffected,brier,0.5985635174644844,2658,0.0015244271346273141
RO-PDRF-EMA95,102,offset,70004,unaffected,ece15,0.2180490663977293,2658,0.0015244271346273141
RO-PDRF-EMA95,102,offset,70005,all,accuracy,0.5708065994500459,4364,0.001447479374564614
RO-PDRF-EMA95,102,offset,70005,all,macro_f1,0.5552146541042169,4364,0.001447479374564614
RO-PDRF-EMA95,102,offset,70005,all,macro_auroc,0.8589920485136023,4364,0.001447479374564614
RO-PDRF-EMA95,102,offset,70005,all,macro_auprc,0.6288537424016777,4364,0.001447479374564614
RO-PDRF-EMA95,102,offset,70005,all,nll,1.6798625641715759,4364,0.001447479374564614
RO-PDRF-EMA95,102,offset,70005,all,brier,0.6168812340738865,4364,0.001447479374564614
RO-PDRF-EMA95,102,offset,70005,all,ece15,0.22224747106146087,4364,0.001447479374564614
RO-PDRF-EMA95,102,offset,70005,affected,accuracy,0.5416178194607268,1706,0.001447479374564614
RO-PDRF-EMA95,102,offset,70005,affected,macro_f1,0.5406629277587522,1706,0.001447479374564614
RO-PDRF-EMA95,102,offset,70005,affected,macro_auroc,0.844340042165249,1706,0.001447479374564614
RO-PDRF-EMA95,102,offset,70005,affected,macro_auprc,0.6127946462270818,1706,0.001447479374564614
RO-PDRF-EMA95,102,offset,70005,affected,nll,1.8321911794649366,1706,0.001447479374564614
RO-PDRF-EMA95,102,offset,70005,affected,brier,0.652643183729274,1706,0.001447479374564614
RO-PDRF-EMA95,102,offset,70005,affected,ece15,0.2362054765294333,1706,0.001447479374564614
RO-PDRF-EMA95,102,offset,70005,unaffected,accuracy,0.5895410082768999,2658,0.001447479374564614
RO-PDRF-EMA95,102,offset,70005,unaffected,macro_f1,0.5528234129658649,2658,0.001447479374564614
RO-PDRF-EMA95,102,offset,70005,unaffected,macro_auroc,0.8750102424301915,2658,0.001447479374564614
RO-PDRF-EMA95,102,offset,70005,unaffected,macro_auprc,0.650274092426477,2658,0.001447479374564614
RO-PDRF-EMA95,102,offset,70005,unaffected,nll,1.582092580089381,2658,0.001447479374564614
RO-PDRF-EMA95,102,offset,70005,unaffected,brier,0.5939279285388636,2658,0.001447479374564614
RO-PDRF-EMA95,102,offset,70005,unaffected,ece15,0.2162804386394198,2658,0.001447479374564614
RO-PDRF-EMA95,102,offset,70006,all,accuracy,0.5396425297891843,4364,0.0015550412498111473
RO-PDRF-EMA95,102,offset,70006,all,macro_f1,0.5157303269890198,4364,0.0015550412498111473
RO-PDRF-EMA95,102,offset,70006,all,macro_auroc,0.8320951230271442,4364,0.0015550412498111473
RO-PDRF-EMA95,102,offset,70006,all,macro_auprc,0.5814339969124739,4364,0.0015550412498111473
RO-PDRF-EMA95,102,offset,70006,all,nll,2.195430649393615,4364,0.0015550412498111473
RO-PDRF-EMA95,102,offset,70006,all,brier,0.7264385635866275,4364,0.0015550412498111473
RO-PDRF-EMA95,102,offset,70006,all,ece15,0.297223061487065,4364,0.0015550412498111473
RO-PDRF-EMA95,102,offset,70006,affected,accuracy,0.46568047337278107,1690,0.0015550412498111473
RO-PDRF-EMA95,102,offset,70006,affected,macro_f1,0.4518679837565724,1690,0.0015550412498111473
RO-PDRF-EMA95,102,offset,70006,affected,macro_auroc,0.8033884917605794,1690,0.0015550412498111473
RO-PDRF-EMA95,102,offset,70006,affected,macro_auprc,0.5421726380451121,1690,0.0015550412498111473
RO-PDRF-EMA95,102,offset,70006,affected,nll,2.9675797962538972,1690,0.0015550412498111473
RO-PDRF-EMA95,102,offset,70006,affected,brier,0.9074614470323787,1690,0.0015550412498111473
RO-PDRF-EMA95,102,offset,70006,affected,ece15,0.41068971564431167,1690,0.0015550412498111473
RO-PDRF-EMA95,102,offset,70006,unaffected,accuracy,0.5863874345549738,2674,0.0015550412498111473
RO-PDRF-EMA95,102,offset,70006,unaffected,macro_f1,0.553212814572651,2674,0.0015550412498111473
RO-PDRF-EMA95,102,offset,70006,unaffected,macro_auroc,0.8678273916568703,2674,0.0015550412498111473
RO-PDRF-EMA95,102,offset,70006,unaffected,macro_auprc,0.6409251223932604,2674,0.0015550412498111473
RO-PDRF-EMA95,102,offset,70006,unaffected,nll,1.7074231481991962,2674,0.0015550412498111473
RO-PDRF-EMA95,102,offset,70006,unaffected,brier,0.6120299349316837,2674,0.0015550412498111473
RO-PDRF-EMA95,102,offset,70006,unaffected,ece15,0.2255107356303649,2674,0.0015550412498111473
RO-PDRF-EMA95,102,offset,70007,all,accuracy,0.562557286892759,4364,0.001611274065107097
RO-PDRF-EMA95,102,offset,70007,all,macro_f1,0.5437739521132464,4364,0.001611274065107097
RO-PDRF-EMA95,102,offset,70007,all,macro_auroc,0.8453443722704823,4364,0.001611274065107097
RO-PDRF-EMA95,102,offset,70007,all,macro_auprc,0.6045318670917474,4364,0.001611274065107097
RO-PDRF-EMA95,102,offset,70007,all,nll,1.9001855053852224,4364,0.001611274065107097
RO-PDRF-EMA95,102,offset,70007,all,brier,0.6602001064239995,4364,0.001611274065107097
RO-PDRF-EMA95,102,offset,70007,all,ece15,0.24979281364696815,4364,0.001611274065107097
RO-PDRF-EMA95,102,offset,70007,affected,accuracy,0.5173410404624278,1730,0.001611274065107097
RO-PDRF-EMA95,102,offset,70007,affected,macro_f1,0.5078622409635275,1730,0.001611274065107097
RO-PDRF-EMA95,102,offset,70007,affected,macro_auroc,0.8206195325436857,1730,0.001611274065107097
RO-PDRF-EMA95,102,offset,70007,affected,macro_auprc,0.5797950531939535,1730,0.001611274065107097
RO-PDRF-EMA95,102,offset,70007,affected,nll,2.2746407159702593,1730,0.001611274065107097
RO-PDRF-EMA95,102,offset,70007,affected,brier,0.7479889049824975,1730,0.001611274065107097
RO-PDRF-EMA95,102,offset,70007,affected,ece15,0.2993280608874525,1730,0.001611274065107097
RO-PDRF-EMA95,102,offset,70007,unaffected,accuracy,0.592255125284738,2634,0.001611274065107097
RO-PDRF-EMA95,102,offset,70007,unaffected,macro_f1,0.5564065926823633,2634,0.001611274065107097
RO-PDRF-EMA95,102,offset,70007,unaffected,macro_auroc,0.8727985844186804,2634,0.001611274065107097
RO-PDRF-EMA95,102,offset,70007,unaffected,macro_auprc,0.6446433805452297,2634,0.001611274065107097
RO-PDRF-EMA95,102,offset,70007,unaffected,nll,1.6542449152895073,2634,0.001611274065107097
RO-PDRF-EMA95,102,offset,70007,unaffected,brier,0.6025407968164819,2634,0.001611274065107097
RO-PDRF-EMA95,102,offset,70007,unaffected,ece15,0.21739780617737825,2634,0.001611274065107097
RO-PDRF-EMA95,102,offset,70008,all,accuracy,0.5710357470210816,4364,0.0029398945965193805
RO-PDRF-EMA95,102,offset,70008,all,macro_f1,0.5361740514276659,4364,0.0029398945965193805
RO-PDRF-EMA95,102,offset,70008,all,macro_auroc,0.8574601967992131,4364,0.0029398945965193805
RO-PDRF-EMA95,102,offset,70008,all,macro_auprc,0.6142842459368105,4364,0.0029398945965193805
RO-PDRF-EMA95,102,offset,70008,all,nll,1.7861401346165582,4364,0.0029398945965193805
RO-PDRF-EMA95,102,offset,70008,all,brier,0.6303322561505327,4364,0.0029398945965193805
RO-PDRF-EMA95,102,offset,70008,all,ece15,0.22455599784550595,4364,0.0029398945965193805
RO-PDRF-EMA95,102,offset,70008,affected,accuracy,0.5020576131687243,1701,0.0029398945965193805
RO-PDRF-EMA95,102,offset,70008,affected,macro_f1,0.47809359023465176,1701,0.0029398945965193805
RO-PDRF-EMA95,102,offset,70008,affected,macro_auroc,0.832533715627389,1701,0.0029398945965193805
RO-PDRF-EMA95,102,offset,70008,affected,macro_auprc,0.5708330685190669,1701,0.0029398945965193805
RO-PDRF-EMA95,102,offset,70008,affected,nll,2.0531407569644244,1701,0.0029398945965193805
RO-PDRF-EMA95,102,offset,70008,affected,brier,0.7208216278572022,1701,0.0029398945965193805
RO-PDRF-EMA95,102,offset,70008,affected,ece15,0.26920309256343966,1701,0.0029398945965193805
RO-PDRF-EMA95,102,offset,70008,unaffected,accuracy,0.6150957566654149,2663,0.0029398945965193805
RO-PDRF-EMA95,102,offset,70008,unaffected,macro_f1,0.5729273966045557,2663,0.0029398945965193805
RO-PDRF-EMA95,102,offset,70008,unaffected,macro_auroc,0.8777563508210374,2663,0.0029398945965193805
RO-PDRF-EMA95,102,offset,70008,unaffected,macro_auprc,0.6541881373297174,2663,0.0029398945965193805
RO-PDRF-EMA95,102,offset,70008,unaffected,nll,1.6155926097897764,2663,0.0029398945965193805
RO-PDRF-EMA95,102,offset,70008,unaffected,brier,0.572531872645822,2663,0.0029398945965193805
RO-PDRF-EMA95,102,offset,70008,unaffected,ece15,0.1960375025068241,2663,0.0029398945965193805
RO-PDRF-EMA95,102,drift,70001,all,accuracy,0.5758478460128322,4364,0.0016180110016413456
RO-PDRF-EMA95,102,drift,70001,all,macro_f1,0.5485260660849262,4364,0.0016180110016413456
RO-PDRF-EMA95,102,drift,70001,all,macro_auroc,0.8568985548862139,4364,0.0016180110016413456
RO-PDRF-EMA95,102,drift,70001,all,macro_auprc,0.6258466528069492,4364,0.0016180110016413456
RO-PDRF-EMA95,102,drift,70001,all,nll,1.8413965853186944,4364,0.0016180110016413456
RO-PDRF-EMA95,102,drift,70001,all,brier,0.649758903073856,4364,0.0016180110016413456
RO-PDRF-EMA95,102,drift,70001,all,ece15,0.2509817178510505,4364,0.0016180110016413456
RO-PDRF-EMA95,102,drift,70001,affected,accuracy,0.5444759206798867,1765,0.0016180110016413456
RO-PDRF-EMA95,102,drift,70001,affected,macro_f1,0.5263695799212269,1765,0.0016180110016413456
RO-PDRF-EMA95,102,drift,70001,affected,macro_auroc,0.8433012277258078,1765,0.0016180110016413456
RO-PDRF-EMA95,102,drift,70001,affected,macro_auprc,0.6104929751501668,1765,0.0016180110016413456
RO-PDRF-EMA95,102,drift,70001,affected,nll,2.138410365077385,1765,0.0016180110016413456
RO-PDRF-EMA95,102,drift,70001,affected,brier,0.7368247617504448,1765,0.0016180110016413456
RO-PDRF-EMA95,102,drift,70001,affected,ece15,0.3048553750805409,1765,0.0016180110016413456
RO-PDRF-EMA95,102,drift,70001,unaffected,accuracy,0.5971527510580993,2599,0.0016180110016413456
RO-PDRF-EMA95,102,drift,70001,unaffected,macro_f1,0.561979097758247,2599,0.0016180110016413456
RO-PDRF-EMA95,102,drift,70001,unaffected,macro_auroc,0.8725828227681073,2599,0.0016180110016413456
RO-PDRF-EMA95,102,drift,70001,unaffected,macro_auprc,0.6487675516647655,2599,0.0016180110016413456
RO-PDRF-EMA95,102,drift,70001,unaffected,nll,1.639692344736129,2599,0.0016180110016413456
RO-PDRF-EMA95,102,drift,70001,unaffected,brier,0.5906318386012975,2599,0.0016180110016413456
RO-PDRF-EMA95,102,drift,70001,unaffected,ece15,0.21439580961620408,2599,0.0016180110016413456
RO-PDRF-EMA95,102,drift,70002,all,accuracy,0.5694317140238313,4364,0.0015199816645755614
RO-PDRF-EMA95,102,drift,70002,all,macro_f1,0.5370435705070536,4364,0.0015199816645755614
RO-PDRF-EMA95,102,drift,70002,all,macro_auroc,0.8490682399879739,4364,0.0015199816645755614
RO-PDRF-EMA95,102,drift,70002,all,macro_auprc,0.6115433370057376,4364,0.0015199816645755614
RO-PDRF-EMA95,102,drift,70002,all,nll,1.9183065917202637,4364,0.0015199816645755614
RO-PDRF-EMA95,102,drift,70002,all,brier,0.6565002021653318,4364,0.0015199816645755614
RO-PDRF-EMA95,102,drift,70002,all,ece15,0.24696300550953826,4364,0.0015199816645755614
RO-PDRF-EMA95,102,drift,70002,affected,accuracy,0.5403271291596164,1773,0.0015199816645755614
RO-PDRF-EMA95,102,drift,70002,affected,macro_f1,0.5054081777234561,1773,0.0015199816645755614
RO-PDRF-EMA95,102,drift,70002,affected,macro_auroc,0.8276454205612801,1773,0.0015199816645755614
RO-PDRF-EMA95,102,drift,70002,affected,macro_auprc,0.5910814756176993,1773,0.0015199816645755614
RO-PDRF-EMA95,102,drift,70002,affected,nll,2.3083898494290582,1773,0.0015199816645755614
RO-PDRF-EMA95,102,drift,70002,affected,brier,0.7332518786413227,1773,0.0015199816645755614
RO-PDRF-EMA95,102,drift,70002,affected,ece15,0.2913708467303328,1773,0.0015199816645755614
RO-PDRF-EMA95,102,drift,70002,unaffected,accuracy,0.5893477421844847,2591,0.0015199816645755614
RO-PDRF-EMA95,102,drift,70002,unaffected,macro_f1,0.5571429669237772,2591,0.0015199816645755614
RO-PDRF-EMA95,102,drift,70002,unaffected,macro_auroc,0.869807247501171,2591,0.0015199816645755614
RO-PDRF-EMA95,102,drift,70002,unaffected,macro_auprc,0.6432746126125203,2591,0.0015199816645755614
RO-PDRF-EMA95,102,drift,70002,unaffected,nll,1.651375825252609,2591,0.0015199816645755614
RO-PDRF-EMA95,102,drift,70002,unaffected,brier,0.6039796609102444,2591,0.0015199816645755614
RO-PDRF-EMA95,102,drift,70002,unaffected,ece15,0.21690697709780682,2591,0.0015199816645755614
RO-PDRF-EMA95,102,drift,70003,all,accuracy,0.5827222731439047,4364,0.0014938130127744088
RO-PDRF-EMA95,102,drift,70003,all,macro_f1,0.5707881617205408,4364,0.0014938130127744088
RO-PDRF-EMA95,102,drift,70003,all,macro_auroc,0.8542195544801912,4364,0.0014938130127744088
RO-PDRF-EMA95,102,drift,70003,all,macro_auprc,0.6247574066220862,4364,0.0014938130127744088
RO-PDRF-EMA95,102,drift,70003,all,nll,1.7809709181311892,4364,0.0014938130127744088
RO-PDRF-EMA95,102,drift,70003,all,brier,0.6084382288486204,4364,0.0014938130127744088
RO-PDRF-EMA95,102,drift,70003,all,ece15,0.20892477837945211,4364,0.0014938130127744088
RO-PDRF-EMA95,102,drift,70003,affected,accuracy,0.5602716468590832,1767,0.0014938130127744088
RO-PDRF-EMA95,102,drift,70003,affected,macro_f1,0.5541400592514697,1767,0.0014938130127744088
RO-PDRF-EMA95,102,drift,70003,affected,macro_auroc,0.8422548496273756,1767,0.0014938130127744088
RO-PDRF-EMA95,102,drift,70003,affected,macro_auprc,0.6238165305953418,1767,0.0014938130127744088
RO-PDRF-EMA95,102,drift,70003,affected,nll,2.014532650448891,1767,0.0014938130127744088
RO-PDRF-EMA95,102,drift,70003,affected,brier,0.6346653425949716,1767,0.0014938130127744088
RO-PDRF-EMA95,102,drift,70003,affected,ece15,0.2129298401674984,1767,0.0014938130127744088
RO-PDRF-EMA95,102,drift,70003,unaffected,accuracy,0.5979976896418945,2597,0.0014938130127744088
RO-PDRF-EMA95,102,drift,70003,unaffected,macro_f1,0.5642014178500202,2597,0.0014938130127744088
RO-PDRF-EMA95,102,drift,70003,unaffected,macro_auroc,0.8701025065936682,2597,0.0014938130127744088
RO-PDRF-EMA95,102,drift,70003,unaffected,macro_auprc,0.6399488262727923,2597,0.0014938130127744088
RO-PDRF-EMA95,102,drift,70003,unaffected,nll,1.6220554075399771,2597,0.0014938130127744088
RO-PDRF-EMA95,102,drift,70003,unaffected,brier,0.5905932885367979,2597,0.0014938130127744088
RO-PDRF-EMA95,102,drift,70003,unaffected,ece15,0.20656992978759578,2597,0.0014938130127744088
RO-PDRF-EMA95,102,drift,70004,all,accuracy,0.557057745187901,4364,0.001545394136972459
RO-PDRF-EMA95,102,drift,70004,all,macro_f1,0.5153100646626124,4364,0.001545394136972459
RO-PDRF-EMA95,102,drift,70004,all,macro_auroc,0.8530357720790939,4364,0.001545394136972459
RO-PDRF-EMA95,102,drift,70004,all,macro_auprc,0.6091084486845295,4364,0.001545394136972459
RO-PDRF-EMA95,102,drift,70004,all,nll,1.9302902179034385,4364,0.001545394136972459
RO-PDRF-EMA95,102,drift,70004,all,brier,0.6516364178342722,4364,0.001545394136972459
RO-PDRF-EMA95,102,drift,70004,all,ece15,0.24867681888513452,4364,0.001545394136972459
RO-PDRF-EMA95,102,drift,70004,affected,accuracy,0.5087924970691676,1706,0.001545394136972459
RO-PDRF-EMA95,102,drift,70004,affected,macro_f1,0.4508008708444659,1706,0.001545394136972459
RO-PDRF-EMA95,102,drift,70004,affected,macro_auroc,0.8350029893116512,1706,0.001545394136972459
RO-PDRF-EMA95,102,drift,70004,affected,macro_auprc,0.5785647985017961,1706,0.001545394136972459
RO-PDRF-EMA95,102,drift,70004,affected,nll,2.3842933373588715,1706,0.001545394136972459
RO-PDRF-EMA95,102,drift,70004,affected,brier,0.7343256143072473,1706,0.001545394136972459
RO-PDRF-EMA95,102,drift,70004,affected,ece15,0.2963958066240704,1706,0.001545394136972459
RO-PDRF-EMA95,102,drift,70004,unaffected,accuracy,0.5880361173814899,2658,0.001545394136972459
RO-PDRF-EMA95,102,drift,70004,unaffected,macro_f1,0.5539027102076558,2658,0.001545394136972459
RO-PDRF-EMA95,102,drift,70004,unaffected,macro_auroc,0.8736447942703628,2658,0.001545394136972459
RO-PDRF-EMA95,102,drift,70004,unaffected,macro_auprc,0.6423569012843399,2658,0.001545394136972459
RO-PDRF-EMA95,102,drift,70004,unaffected,nll,1.6388946867555947,2658,0.001545394136972459
RO-PDRF-EMA95,102,drift,70004,unaffected,brier,0.5985635174644844,2658,0.001545394136972459
RO-PDRF-EMA95,102,drift,70004,unaffected,ece15,0.2180490663977293,2658,0.001545394136972459
RO-PDRF-EMA95,102,drift,70005,all,accuracy,0.5774518790100825,4364,0.001457584786035059
RO-PDRF-EMA95,102,drift,70005,all,macro_f1,0.555771606341746,4364,0.001457584786035059
RO-PDRF-EMA95,102,drift,70005,all,macro_auroc,0.8654304175140021,4364,0.001457584786035059
RO-PDRF-EMA95,102,drift,70005,all,macro_auprc,0.6398650413878487,4364,0.001457584786035059
RO-PDRF-EMA95,102,drift,70005,all,nll,1.635756694914971,4364,0.001457584786035059
RO-PDRF-EMA95,102,drift,70005,all,brier,0.6055404960416825,4364,0.001457584786035059
RO-PDRF-EMA95,102,drift,70005,all,ece15,0.2198735109157348,4364,0.001457584786035059
RO-PDRF-EMA95,102,drift,70005,affected,accuracy,0.5586166471277842,1706,0.001457584786035059
RO-PDRF-EMA95,102,drift,70005,affected,macro_f1,0.5531982813779507,1706,0.001457584786035059
RO-PDRF-EMA95,102,drift,70005,affected,macro_auroc,0.8550242674397185,1706,0.001457584786035059
RO-PDRF-EMA95,102,drift,70005,affected,macro_auprc,0.6351082453374725,1706,0.001457584786035059
RO-PDRF-EMA95,102,drift,70005,affected,nll,1.7193670215306913,1706,0.001457584786035059
RO-PDRF-EMA95,102,drift,70005,affected,brier,0.6236332301697557,1706,0.001457584786035059
RO-PDRF-EMA95,102,drift,70005,affected,ece15,0.22634198638017683,1706,0.001457584786035059
RO-PDRF-EMA95,102,drift,70005,unaffected,accuracy,0.5895410082768999,2658,0.001457584786035059
RO-PDRF-EMA95,102,drift,70005,unaffected,macro_f1,0.5528234129658649,2658,0.001457584786035059
RO-PDRF-EMA95,102,drift,70005,unaffected,macro_auroc,0.8750102424301915,2658,0.001457584786035059
RO-PDRF-EMA95,102,drift,70005,unaffected,macro_auprc,0.650274092426477,2658,0.001457584786035059
RO-PDRF-EMA95,102,drift,70005,unaffected,nll,1.582092580089381,2658,0.001457584786035059
RO-PDRF-EMA95,102,drift,70005,unaffected,brier,0.5939279285388636,2658,0.001457584786035059
RO-PDRF-EMA95,102,drift,70005,unaffected,ece15,0.2162804386394198,2658,0.001457584786035059
RO-PDRF-EMA95,102,drift,70006,all,accuracy,0.5565994500458296,4364,0.001494637950311571
RO-PDRF-EMA95,102,drift,70006,all,macro_f1,0.530263991259115,4364,0.001494637950311571
RO-PDRF-EMA95,102,drift,70006,all,macro_auroc,0.841816764025667,4364,0.001494637950311571
RO-PDRF-EMA95,102,drift,70006,all,macro_auprc,0.5977660632615661,4364,0.001494637950311571
RO-PDRF-EMA95,102,drift,70006,all,nll,2.047635827435476,4364,0.001494637950311571
RO-PDRF-EMA95,102,drift,70006,all,brier,0.6949307901545368,4364,0.001494637950311571
RO-PDRF-EMA95,102,drift,70006,all,ece15,0.27790859156551984,4364,0.001494637950311571
RO-PDRF-EMA95,102,drift,70006,affected,accuracy,0.5094674556213018,1690,0.001494637950311571
RO-PDRF-EMA95,102,drift,70006,affected,macro_f1,0.49279678382801023,1690,0.001494637950311571
RO-PDRF-EMA95,102,drift,70006,affected,macro_auroc,0.8181544807880825,1690,0.001494637950311571
RO-PDRF-EMA95,102,drift,70006,affected,macro_auprc,0.5684056502206355,1690,0.001494637950311571
RO-PDRF-EMA95,102,drift,70006,affected,nll,2.5859368358838855,1690,0.001494637950311571
RO-PDRF-EMA95,102,drift,70006,affected,brier,0.8261005456964947,1690,0.001494637950311571
RO-PDRF-EMA95,102,drift,70006,affected,ece15,0.36103747291325117,1690,0.001494637950311571
RO-PDRF-EMA95,102,drift,70006,unaffected,accuracy,0.5863874345549738,2674,0.001494637950311571
RO-PDRF-EMA95,102,drift,70006,unaffected,macro_f1,0.553212814572651,2674,0.001494637950311571
RO-PDRF-EMA95,102,drift,70006,unaffected,macro_auroc,0.8678273916568703,2674,0.001494637950311571
RO-PDRF-EMA95,102,drift,70006,unaffected,macro_auprc,0.6409251223932604,2674,0.001494637950311571
RO-PDRF-EMA95,102,drift,70006,unaffected,nll,1.7074231481991962,2674,0.001494637950311571
RO-PDRF-EMA95,102,drift,70006,unaffected,brier,0.6120299349316837,2674,0.001494637950311571
RO-PDRF-EMA95,102,drift,70006,unaffected,ece15,0.2255107356303649,2674,0.001494637950311571
RO-PDRF-EMA95,102,drift,70007,all,accuracy,0.5712648945921174,4364,0.0014988771793099614
RO-PDRF-EMA95,102,drift,70007,all,macro_f1,0.549522934813464,4364,0.0014988771793099614
RO-PDRF-EMA95,102,drift,70007,all,macro_auroc,0.8531880769921082,4364,0.0014988771793099614
RO-PDRF-EMA95,102,drift,70007,all,macro_auprc,0.6176023042557823,4364,0.0014988771793099614
RO-PDRF-EMA95,102,drift,70007,all,nll,1.82925783433751,4364,0.0014988771793099614
RO-PDRF-EMA95,102,drift,70007,all,brier,0.6489872572336507,4364,0.0014988771793099614
RO-PDRF-EMA95,102,drift,70007,all,ece15,0.24595950836850128,4364,0.0014988771793099614
RO-PDRF-EMA95,102,drift,70007,affected,accuracy,0.5393063583815029,1730,0.0014988771793099614
RO-PDRF-EMA95,102,drift,70007,affected,macro_f1,0.5290458359867345,1730,0.0014988771793099614
RO-PDRF-EMA95,102,drift,70007,affected,macro_auroc,0.8351533534378452,1730,0.0014988771793099614
RO-PDRF-EMA95,102,drift,70007,affected,macro_auprc,0.6036164867441557,1730,0.0014988771793099614
RO-PDRF-EMA95,102,drift,70007,affected,nll,2.0957225908533714,1730,0.0014988771793099614
RO-PDRF-EMA95,102,drift,70007,affected,brier,0.7197040067936639,1730,0.0014988771793099614
RO-PDRF-EMA95,102,drift,70007,affected,ece15,0.2917193770150229,1730,0.0014988771793099614
RO-PDRF-EMA95,102,drift,70007,unaffected,accuracy,0.592255125284738,2634,0.0014988771793099614
RO-PDRF-EMA95,102,drift,70007,unaffected,macro_f1,0.5564065926823633,2634,0.0014988771793099614
RO-PDRF-EMA95,102,drift,70007,unaffected,macro_auroc,0.8727985844186804,2634,0.0014988771793099614
RO-PDRF-EMA95,102,drift,70007,unaffected,macro_auprc,0.6446433805452297,2634,0.0014988771793099614
RO-PDRF-EMA95,102,drift,70007,unaffected,nll,1.6542449152895073,2634,0.0014988771793099614
RO-PDRF-EMA95,102,drift,70007,unaffected,brier,0.6025407968164819,2634,0.0014988771793099614
RO-PDRF-EMA95,102,drift,70007,unaffected,ece15,0.21739780617737825,2634,0.0014988771793099614
RO-PDRF-EMA95,102,drift,70008,all,accuracy,0.5870760769935839,4364,0.0015196150323392279
RO-PDRF-EMA95,102,drift,70008,all,macro_f1,0.5510382271981192,4364,0.0015196150323392279
RO-PDRF-EMA95,102,drift,70008,all,macro_auroc,0.862007521424271,4364,0.0015196150323392279
RO-PDRF-EMA95,102,drift,70008,all,macro_auprc,0.6261300759855817,4364,0.0015196150323392279
RO-PDRF-EMA95,102,drift,70008,all,nll,1.7329070395415476,4364,0.0015196150323392279
RO-PDRF-EMA95,102,drift,70008,all,brier,0.6104499432059239,4364,0.0015196150323392279
RO-PDRF-EMA95,102,drift,70008,all,ece15,0.20992156733459122,4364,0.0015196150323392279
RO-PDRF-EMA95,102,drift,70008,affected,accuracy,0.5432098765432098,1701,0.0015196150323392279
RO-PDRF-EMA95,102,drift,70008,affected,macro_f1,0.5171515145412015,1701,0.0015196150323392279
RO-PDRF-EMA95,102,drift,70008,affected,macro_auroc,0.8409585679059303,1701,0.0015196150323392279
RO-PDRF-EMA95,102,drift,70008,affected,macro_auprc,0.5954027037147033,1701,0.0015196150323392279
RO-PDRF-EMA95,102,drift,70008,affected,nll,1.9165686071070789,1701,0.0015196150323392279
RO-PDRF-EMA95,102,drift,70008,affected,brier,0.6698125663108927,1701,0.0015196150323392279
RO-PDRF-EMA95,102,drift,70008,affected,ece15,0.23165783676801188,1701,0.0015196150323392279
RO-PDRF-EMA95,102,drift,70008,unaffected,accuracy,0.6150957566654149,2663,0.0015196150323392279
RO-PDRF-EMA95,102,drift,70008,unaffected,macro_f1,0.5729273966045557,2663,0.0015196150323392279
RO-PDRF-EMA95,102,drift,70008,unaffected,macro_auroc,0.8777563508210374,2663,0.0015196150323392279
RO-PDRF-EMA95,102,drift,70008,unaffected,macro_auprc,0.6541881373297174,2663,0.0015196150323392279
RO-PDRF-EMA95,102,drift,70008,unaffected,nll,1.6155926097897764,2663,0.0015196150323392279
RO-PDRF-EMA95,102,drift,70008,unaffected,brier,0.572531872645822,2663,0.0015196150323392279
RO-PDRF-EMA95,102,drift,70008,unaffected,ece15,0.1960375025068241,2663,0.0015196150323392279
RO-PDRF-EMA95,102,stuck_at,70001,all,accuracy,0.5747021081576535,4364,0.0016270164963955744
RO-PDRF-EMA95,102,stuck_at,70001,all,macro_f1,0.5476896281493483,4364,0.0016270164963955744
RO-PDRF-EMA95,102,stuck_at,70001,all,macro_auroc,0.8561667714342424,4364,0.0016270164963955744
RO-PDRF-EMA95,102,stuck_at,70001,all,macro_auprc,0.6224817915749353,4364,0.0016270164963955744
RO-PDRF-EMA95,102,stuck_at,70001,all,nll,1.7800084209083495,4364,0.0016270164963955744
RO-PDRF-EMA95,102,stuck_at,70001,all,brier,0.6394876356167066,4364,0.0016270164963955744
RO-PDRF-EMA95,102,stuck_at,70001,all,ece15,0.23547307019464256,4364,0.0016270164963955744
RO-PDRF-EMA95,102,stuck_at,70001,affected,accuracy,0.541643059490085,1765,0.0016270164963955744
RO-PDRF-EMA95,102,stuck_at,70001,affected,macro_f1,0.5242424513426398,1765,0.0016270164963955744
RO-PDRF-EMA95,102,stuck_at,70001,affected,macro_auroc,0.8367416957227632,1765,0.0016270164963955744
