seed,method,fault,true_class,pred_class,count
107,CAGF,linear_drift,2,4,12
107,CAGF,linear_drift,2,5,56
107,CAGF,linear_drift,2,6,113
107,CAGF,linear_drift,3,1,78
107,CAGF,linear_drift,3,2,102
107,CAGF,linear_drift,3,3,390
107,CAGF,linear_drift,3,4,31
107,CAGF,linear_drift,3,5,23
107,CAGF,linear_drift,3,6,116
107,CAGF,linear_drift,4,1,209
107,CAGF,linear_drift,4,2,10
107,CAGF,linear_drift,4,3,11
107,CAGF,linear_drift,4,4,74
107,CAGF,linear_drift,4,5,63
107,CAGF,linear_drift,4,6,341
107,CAGF,linear_drift,5,1,126
107,CAGF,linear_drift,5,2,12
107,CAGF,linear_drift,5,3,0
107,CAGF,linear_drift,5,4,19
107,CAGF,linear_drift,5,5,539
107,CAGF,linear_drift,5,6,125
107,CAGF,linear_drift,6,1,236
107,CAGF,linear_drift,6,2,8
107,CAGF,linear_drift,6,3,2
107,CAGF,linear_drift,6,4,37
107,CAGF,linear_drift,6,5,15
107,CAGF,linear_drift,6,6,421
107,CAGF,stuck_at,1,1,414
107,CAGF,stuck_at,1,2,6
107,CAGF,stuck_at,1,3,4
107,CAGF,stuck_at,1,4,125
107,CAGF,stuck_at,1,5,35
107,CAGF,stuck_at,1,6,107
107,CAGF,stuck_at,2,1,57
107,CAGF,stuck_at,2,2,396
107,CAGF,stuck_at,2,3,28
107,CAGF,stuck_at,2,4,39
107,CAGF,stuck_at,2,5,57
107,CAGF,stuck_at,2,6,108
107,CAGF,stuck_at,3,1,74
107,CAGF,stuck_at,3,2,100
107,CAGF,stuck_at,3,3,394
107,CAGF,stuck_at,3,4,32
107,CAGF,stuck_at,3,5,22
107,CAGF,stuck_at,3,6,118
107,CAGF,stuck_at,4,1,209
107,CAGF,stuck_at,4,2,10
107,CAGF,stuck_at,4,3,12
107,CAGF,stuck_at,4,4,64
107,CAGF,stuck_at,4,5,77
107,CAGF,stuck_at,4,6,336
107,CAGF,stuck_at,5,1,126
107,CAGF,stuck_at,5,2,17
107,CAGF,stuck_at,5,3,2
107,CAGF,stuck_at,5,4,21
107,CAGF,stuck_at,5,5,526
107,CAGF,stuck_at,5,6,129
107,CAGF,stuck_at,6,1,235
107,CAGF,stuck_at,6,2,6
107,CAGF,stuck_at,6,3,8
107,CAGF,stuck_at,6,4,40
107,CAGF,stuck_at,6,5,20
107,CAGF,stuck_at,6,6,410
107,CAGF,clipping,1,1,424
107,CAGF,clipping,1,2,13
107,CAGF,clipping,1,3,6
107,CAGF,clipping,1,4,119
107,CAGF,clipping,1,5,42
107,CAGF,clipping,1,6,87
107,CAGF,clipping,2,1,24
107,CAGF,clipping,2,2,505
107,CAGF,clipping,2,3,19
107,CAGF,clipping,2,4,7
107,CAGF,clipping,2,5,56
107,CAGF,clipping,2,6,74
107,CAGF,clipping,3,1,56
107,CAGF,clipping,3,2,142
107,CAGF,clipping,3,3,413
107,CAGF,clipping,3,4,30
107,CAGF,clipping,3,5,23
107,CAGF,clipping,3,6,76
107,CAGF,clipping,4,1,227
107,CAGF,clipping,4,2,38
107,CAGF,clipping,4,3,21
107,CAGF,clipping,4,4,62
107,CAGF,clipping,4,5,83
107,CAGF,clipping,4,6,277
107,CAGF,clipping,5,1,125
107,CAGF,clipping,5,2,21
107,CAGF,clipping,5,3,7
107,CAGF,clipping,5,4,12
107,CAGF,clipping,5,5,561
107,CAGF,clipping,5,6,95
107,CAGF,clipping,6,1,248
107,CAGF,clipping,6,2,33
107,CAGF,clipping,6,3,9
107,CAGF,clipping,6,4,29
107,CAGF,clipping,6,5,22
107,CAGF,clipping,6,6,378
107,CAGF,correlated_dual,1,1,397
107,CAGF,correlated_dual,1,2,21
107,CAGF,correlated_dual,1,3,4
107,CAGF,correlated_dual,1,4,121
107,CAGF,correlated_dual,1,5,63
107,CAGF,correlated_dual,1,6,85
107,CAGF,correlated_dual,2,1,36
107,CAGF,correlated_dual,2,2,443
107,CAGF,correlated_dual,2,3,38
107,CAGF,correlated_dual,2,4,6
107,CAGF,correlated_dual,2,5,60
107,CAGF,correlated_dual,2,6,102
107,CAGF,correlated_dual,3,1,69
107,CAGF,correlated_dual,3,2,116
107,CAGF,correlated_dual,3,3,381
107,CAGF,correlated_dual,3,4,31
107,CAGF,correlated_dual,3,5,31
107,CAGF,correlated_dual,3,6,112
107,CAGF,correlated_dual,4,1,192
107,CAGF,correlated_dual,4,2,27
107,CAGF,correlated_dual,4,3,17
107,CAGF,correlated_dual,4,4,68
107,CAGF,correlated_dual,4,5,103
107,CAGF,correlated_dual,4,6,301
107,CAGF,correlated_dual,5,1,120
107,CAGF,correlated_dual,5,2,16
107,CAGF,correlated_dual,5,3,3
107,CAGF,correlated_dual,5,4,14
107,CAGF,correlated_dual,5,5,556
107,CAGF,correlated_dual,5,6,112
107,CAGF,correlated_dual,6,1,193
107,CAGF,correlated_dual,6,2,24
107,CAGF,correlated_dual,6,3,19
107,CAGF,correlated_dual,6,4,54
107,CAGF,correlated_dual,6,5,39
107,CAGF,correlated_dual,6,6,390
107,DWR,natural,1,1,467
107,DWR,natural,1,2,0
107,DWR,natural,1,3,0
107,DWR,natural,1,4,110
107,DWR,natural,1,5,61
107,DWR,natural,1,6,53
107,DWR,natural,2,1,14
107,DWR,natural,2,2,600
107,DWR,natural,2,3,1
107,DWR,natural,2,4,7
107,DWR,natural,2,5,59
107,DWR,natural,2,6,4
107,DWR,natural,3,1,1
107,DWR,natural,3,2,227
107,DWR,natural,3,3,452
107,DWR,natural,3,4,6
107,DWR,natural,3,5,51
107,DWR,natural,3,6,3
107,DWR,natural,4,1,462
107,DWR,natural,4,2,4
107,DWR,natural,4,3,38
107,DWR,natural,4,4,60
107,DWR,natural,4,5,62
107,DWR,natural,4,6,82
107,DWR,natural,5,1,159
107,DWR,natural,5,2,1
107,DWR,natural,5,3,8
107,DWR,natural,5,4,6
107,DWR,natural,5,5,610
107,DWR,natural,5,6,37
107,DWR,natural,6,1,489
107,DWR,natural,6,2,0
107,DWR,natural,6,3,0
107,DWR,natural,6,4,35
107,DWR,natural,6,5,20
107,DWR,natural,6,6,175
107,DWR,silent_gaussian,1,1,423
107,DWR,silent_gaussian,1,2,13
107,DWR,silent_gaussian,1,3,5
107,DWR,silent_gaussian,1,4,124
107,DWR,silent_gaussian,1,5,55
107,DWR,silent_gaussian,1,6,71
107,DWR,silent_gaussian,2,1,41
107,DWR,silent_gaussian,2,2,419
107,DWR,silent_gaussian,2,3,35
107,DWR,silent_gaussian,2,4,13
107,DWR,silent_gaussian,2,5,80
107,DWR,silent_gaussian,2,6,97
107,DWR,silent_gaussian,3,1,46
107,DWR,silent_gaussian,3,2,135
107,DWR,silent_gaussian,3,3,420
107,DWR,silent_gaussian,3,4,13
107,DWR,silent_gaussian,3,5,41
107,DWR,silent_gaussian,3,6,85
107,DWR,silent_gaussian,4,1,295
107,DWR,silent_gaussian,4,2,32
107,DWR,silent_gaussian,4,3,35
107,DWR,silent_gaussian,4,4,72
107,DWR,silent_gaussian,4,5,70
107,DWR,silent_gaussian,4,6,204
107,DWR,silent_gaussian,5,1,127
107,DWR,silent_gaussian,5,2,18
107,DWR,silent_gaussian,5,3,13
107,DWR,silent_gaussian,5,4,25
107,DWR,silent_gaussian,5,5,560
107,DWR,silent_gaussian,5,6,78
107,DWR,silent_gaussian,6,1,334
107,DWR,silent_gaussian,6,2,15
107,DWR,silent_gaussian,6,3,18
107,DWR,silent_gaussian,6,4,43
107,DWR,silent_gaussian,6,5,31
107,DWR,silent_gaussian,6,6,278
107,DWR,gain_loss,1,1,454
107,DWR,gain_loss,1,2,1
107,DWR,gain_loss,1,3,2
107,DWR,gain_loss,1,4,142
107,DWR,gain_loss,1,5,46
107,DWR,gain_loss,1,6,46
107,DWR,gain_loss,2,1,45
107,DWR,gain_loss,2,2,478
107,DWR,gain_loss,2,3,36
107,DWR,gain_loss,2,4,10
107,DWR,gain_loss,2,5,74
107,DWR,gain_loss,2,6,42
107,DWR,gain_loss,3,1,53
107,DWR,gain_loss,3,2,162
107,DWR,gain_loss,3,3,430
107,DWR,gain_loss,3,4,14
107,DWR,gain_loss,3,5,36
107,DWR,gain_loss,3,6,45
107,DWR,gain_loss,4,1,371
107,DWR,gain_loss,4,2,19
107,DWR,gain_loss,4,3,31
107,DWR,gain_loss,4,4,108
107,DWR,gain_loss,4,5,45
107,DWR,gain_loss,4,6,134
107,DWR,gain_loss,5,1,142
107,DWR,gain_loss,5,2,10
107,DWR,gain_loss,5,3,12
107,DWR,gain_loss,5,4,56
107,DWR,gain_loss,5,5,541
107,DWR,gain_loss,5,6,60
107,DWR,gain_loss,6,1,412
107,DWR,gain_loss,6,2,6
107,DWR,gain_loss,6,3,8
107,DWR,gain_loss,6,4,86
107,DWR,gain_loss,6,5,21
107,DWR,gain_loss,6,6,186
107,DWR,offset,1,1,423
107,DWR,offset,1,2,6
107,DWR,offset,1,3,3
107,DWR,offset,1,4,144
107,DWR,offset,1,5,39
107,DWR,offset,1,6,76
107,DWR,offset,2,1,62
107,DWR,offset,2,2,370
107,DWR,offset,2,3,33
107,DWR,offset,2,4,23
107,DWR,offset,2,5,74
107,DWR,offset,2,6,123
107,DWR,offset,3,1,70
107,DWR,offset,3,2,127
107,DWR,offset,3,3,379
107,DWR,offset,3,4,17
107,DWR,offset,3,5,32
107,DWR,offset,3,6,115
107,DWR,offset,4,1,301
107,DWR,offset,4,2,23
107,DWR,offset,4,3,27
107,DWR,offset,4,4,82
107,DWR,offset,4,5,52
107,DWR,offset,4,6,223
107,DWR,offset,5,1,133
107,DWR,offset,5,2,15
107,DWR,offset,5,3,14
107,DWR,offset,5,4,37
107,DWR,offset,5,5,496
107,DWR,offset,5,6,126
107,DWR,offset,6,1,359
107,DWR,offset,6,2,9
107,DWR,offset,6,3,9
107,DWR,offset,6,4,48
107,DWR,offset,6,5,17
107,DWR,offset,6,6,277
107,DWR,linear_drift,1,1,425
107,DWR,linear_drift,1,2,5
107,DWR,linear_drift,1,3,2
107,DWR,linear_drift,1,4,147
107,DWR,linear_drift,1,5,37
107,DWR,linear_drift,1,6,75
107,DWR,linear_drift,2,1,50
107,DWR,linear_drift,2,2,407
107,DWR,linear_drift,2,3,39
107,DWR,linear_drift,2,4,30
107,DWR,linear_drift,2,5,71
107,DWR,linear_drift,2,6,88
107,DWR,linear_drift,3,1,67
107,DWR,linear_drift,3,2,131
107,DWR,linear_drift,3,3,414
107,DWR,linear_drift,3,4,17
107,DWR,linear_drift,3,5,35
107,DWR,linear_drift,3,6,76
107,DWR,linear_drift,4,1,305
107,DWR,linear_drift,4,2,20
107,DWR,linear_drift,4,3,37
107,DWR,linear_drift,4,4,93
107,DWR,linear_drift,4,5,41
107,DWR,linear_drift,4,6,212
107,DWR,linear_drift,5,1,132
107,DWR,linear_drift,5,2,16
107,DWR,linear_drift,5,3,17
107,DWR,linear_drift,5,4,35
107,DWR,linear_drift,5,5,537
107,DWR,linear_drift,5,6,84
107,DWR,linear_drift,6,1,362
107,DWR,linear_drift,6,2,7
107,DWR,linear_drift,6,3,8
107,DWR,linear_drift,6,4,61
107,DWR,linear_drift,6,5,17
107,DWR,linear_drift,6,6,264
107,DWR,stuck_at,1,1,440
107,DWR,stuck_at,1,2,1
107,DWR,stuck_at,1,3,3
107,DWR,stuck_at,1,4,163
107,DWR,stuck_at,1,5,39
107,DWR,stuck_at,1,6,45
107,DWR,stuck_at,2,1,49
107,DWR,stuck_at,2,2,350
107,DWR,stuck_at,2,3,36
107,DWR,stuck_at,2,4,128
107,DWR,stuck_at,2,5,74
107,DWR,stuck_at,2,6,48
107,DWR,stuck_at,3,1,46
107,DWR,stuck_at,3,2,127
107,DWR,stuck_at,3,3,415
107,DWR,stuck_at,3,4,70
107,DWR,stuck_at,3,5,32
107,DWR,stuck_at,3,6,50
107,DWR,stuck_at,4,1,320
107,DWR,stuck_at,4,2,19
107,DWR,stuck_at,4,3,27
107,DWR,stuck_at,4,4,152
107,DWR,stuck_at,4,5,43
107,DWR,stuck_at,4,6,147
107,DWR,stuck_at,5,1,132
107,DWR,stuck_at,5,2,10
107,DWR,stuck_at,5,3,11
107,DWR,stuck_at,5,4,118
107,DWR,stuck_at,5,5,488
107,DWR,stuck_at,5,6,62
107,DWR,stuck_at,6,1,366
107,DWR,stuck_at,6,2,6
107,DWR,stuck_at,6,3,8
107,DWR,stuck_at,6,4,138
107,DWR,stuck_at,6,5,18
107,DWR,stuck_at,6,6,183
107,DWR,clipping,1,1,436
107,DWR,clipping,1,2,27
107,DWR,clipping,1,3,8
107,DWR,clipping,1,4,123
107,DWR,clipping,1,5,56
107,DWR,clipping,1,6,41
107,DWR,clipping,2,1,25
107,DWR,clipping,2,2,500
107,DWR,clipping,2,3,39
107,DWR,clipping,2,4,10
107,DWR,clipping,2,5,70
107,DWR,clipping,2,6,41
107,DWR,clipping,3,1,22
107,DWR,clipping,3,2,200
107,DWR,clipping,3,3,426
107,DWR,clipping,3,4,14
107,DWR,clipping,3,5,33
107,DWR,clipping,3,6,45
107,DWR,clipping,4,1,325
107,DWR,clipping,4,2,78
107,DWR,clipping,4,3,85
107,DWR,clipping,4,4,69
107,DWR,clipping,4,5,44
107,DWR,clipping,4,6,107
107,DWR,clipping,5,1,161
107,DWR,clipping,5,2,27
107,DWR,clipping,5,3,41
107,DWR,clipping,5,4,30
107,DWR,clipping,5,5,515
107,DWR,clipping,5,6,47
107,DWR,clipping,6,1,416
107,DWR,clipping,6,2,49
107,DWR,clipping,6,3,26
107,DWR,clipping,6,4,49
107,DWR,clipping,6,5,25
107,DWR,clipping,6,6,154
107,DWR,correlated_dual,1,1,384
107,DWR,correlated_dual,1,2,38
107,DWR,correlated_dual,1,3,8
107,DWR,correlated_dual,1,4,127
107,DWR,correlated_dual,1,5,80
107,DWR,correlated_dual,1,6,54
107,DWR,correlated_dual,2,1,34
107,DWR,correlated_dual,2,2,463
107,DWR,correlated_dual,2,3,50
107,DWR,correlated_dual,2,4,10
107,DWR,correlated_dual,2,5,81
107,DWR,correlated_dual,2,6,47
107,DWR,correlated_dual,3,1,41
107,DWR,correlated_dual,3,2,158
107,DWR,correlated_dual,3,3,410
107,DWR,correlated_dual,3,4,16
107,DWR,correlated_dual,3,5,45
107,DWR,correlated_dual,3,6,70
107,DWR,correlated_dual,4,1,273
107,DWR,correlated_dual,4,2,52
107,DWR,correlated_dual,4,3,42
107,DWR,correlated_dual,4,4,78
107,DWR,correlated_dual,4,5,103
107,DWR,correlated_dual,4,6,160
107,DWR,correlated_dual,5,1,129
107,DWR,correlated_dual,5,2,21
107,DWR,correlated_dual,5,3,19
107,DWR,correlated_dual,5,4,36
107,DWR,correlated_dual,5,5,558
107,DWR,correlated_dual,5,6,58
107,DWR,correlated_dual,6,1,299
107,DWR,correlated_dual,6,2,45
107,DWR,correlated_dual,6,3,34
107,DWR,correlated_dual,6,4,60
107,DWR,correlated_dual,6,5,49
107,DWR,correlated_dual,6,6,232
107,BCRF,natural,1,1,498
107,BCRF,natural,1,2,0
107,BCRF,natural,1,3,0
107,BCRF,natural,1,4,66
107,BCRF,natural,1,5,94
107,BCRF,natural,1,6,33
107,BCRF,natural,2,1,19
107,BCRF,natural,2,2,598
107,BCRF,natural,2,3,1
107,BCRF,natural,2,4,0
107,BCRF,natural,2,5,63
107,BCRF,natural,2,6,4
107,BCRF,natural,3,1,14
107,BCRF,natural,3,2,92
107,BCRF,natural,3,3,574
107,BCRF,natural,3,4,0
107,BCRF,natural,3,5,56
107,BCRF,natural,3,6,4
107,BCRF,natural,4,1,426
107,BCRF,natural,4,2,19
107,BCRF,natural,4,3,41
107,BCRF,natural,4,4,80
107,BCRF,natural,4,5,95
107,BCRF,natural,4,6,47
107,BCRF,natural,5,1,82
107,BCRF,natural,5,2,0
107,BCRF,natural,5,3,4
107,BCRF,natural,5,4,2
107,BCRF,natural,5,5,623
107,BCRF,natural,5,6,110
107,BCRF,natural,6,1,338
107,BCRF,natural,6,2,0
107,BCRF,natural,6,3,0
107,BCRF,natural,6,4,9
107,BCRF,natural,6,5,29
107,BCRF,natural,6,6,343
107,BCRF,silent_gaussian,1,1,475
107,BCRF,silent_gaussian,1,2,7
107,BCRF,silent_gaussian,1,3,6
107,BCRF,silent_gaussian,1,4,78
107,BCRF,silent_gaussian,1,5,80
107,BCRF,silent_gaussian,1,6,45
107,BCRF,silent_gaussian,2,1,55
107,BCRF,silent_gaussian,2,2,496
107,BCRF,silent_gaussian,2,3,14
107,BCRF,silent_gaussian,2,4,7
107,BCRF,silent_gaussian,2,5,66
107,BCRF,silent_gaussian,2,6,47
107,BCRF,silent_gaussian,3,1,48
107,BCRF,silent_gaussian,3,2,92
107,BCRF,silent_gaussian,3,3,490
107,BCRF,silent_gaussian,3,4,8
107,BCRF,silent_gaussian,3,5,55
107,BCRF,silent_gaussian,3,6,47
107,BCRF,silent_gaussian,4,1,360
107,BCRF,silent_gaussian,4,2,21
107,BCRF,silent_gaussian,4,3,38
107,BCRF,silent_gaussian,4,4,81
107,BCRF,silent_gaussian,4,5,78
107,BCRF,silent_gaussian,4,6,130
107,BCRF,silent_gaussian,5,1,88
107,BCRF,silent_gaussian,5,2,2
107,BCRF,silent_gaussian,5,3,45
107,BCRF,silent_gaussian,5,4,18
107,BCRF,silent_gaussian,5,5,554
107,BCRF,silent_gaussian,5,6,114
107,BCRF,silent_gaussian,6,1,324
107,BCRF,silent_gaussian,6,2,12
107,BCRF,silent_gaussian,6,3,16
107,BCRF,silent_gaussian,6,4,50
107,BCRF,silent_gaussian,6,5,33
107,BCRF,silent_gaussian,6,6,284
107,BCRF,gain_loss,1,1,484
107,BCRF,gain_loss,1,2,2
107,BCRF,gain_loss,1,3,1
107,BCRF,gain_loss,1,4,84
107,BCRF,gain_loss,1,5,84
107,BCRF,gain_loss,1,6,36
107,BCRF,gain_loss,2,1,34
107,BCRF,gain_loss,2,2,551
107,BCRF,gain_loss,2,3,6
107,BCRF,gain_loss,2,4,2
107,BCRF,gain_loss,2,5,63
107,BCRF,gain_loss,2,6,29
107,BCRF,gain_loss,3,1,36
107,BCRF,gain_loss,3,2,88
107,BCRF,gain_loss,3,3,526
107,BCRF,gain_loss,3,4,0
107,BCRF,gain_loss,3,5,54
107,BCRF,gain_loss,3,6,36
107,BCRF,gain_loss,4,1,389
107,BCRF,gain_loss,4,2,14
107,BCRF,gain_loss,4,3,28
107,BCRF,gain_loss,4,4,94
107,BCRF,gain_loss,4,5,75
107,BCRF,gain_loss,4,6,108
107,BCRF,gain_loss,5,1,70
107,BCRF,gain_loss,5,2,0
107,BCRF,gain_loss,5,3,33
107,BCRF,gain_loss,5,4,20
107,BCRF,gain_loss,5,5,569
107,BCRF,gain_loss,5,6,129
107,BCRF,gain_loss,6,1,317
107,BCRF,gain_loss,6,2,4
107,BCRF,gain_loss,6,3,3
107,BCRF,gain_loss,6,4,50
107,BCRF,gain_loss,6,5,27
107,BCRF,gain_loss,6,6,318
107,BCRF,offset,1,1,470
107,BCRF,offset,1,2,2
107,BCRF,offset,1,3,1
107,BCRF,offset,1,4,120
107,BCRF,offset,1,5,67
107,BCRF,offset,1,6,31
107,BCRF,offset,2,1,73
107,BCRF,offset,2,2,411
107,BCRF,offset,2,3,5
107,BCRF,offset,2,4,100
107,BCRF,offset,2,5,58
107,BCRF,offset,2,6,38
107,BCRF,offset,3,1,76
107,BCRF,offset,3,2,74
107,BCRF,offset,3,3,433
107,BCRF,offset,3,4,46
107,BCRF,offset,3,5,45
107,BCRF,offset,3,6,66
107,BCRF,offset,4,1,375
107,BCRF,offset,4,2,10
107,BCRF,offset,4,3,22
107,BCRF,offset,4,4,149
107,BCRF,offset,4,5,56
107,BCRF,offset,4,6,96
107,BCRF,offset,5,1,78
107,BCRF,offset,5,2,0
107,BCRF,offset,5,3,23
107,BCRF,offset,5,4,66
107,BCRF,offset,5,5,499
107,BCRF,offset,5,6,155
107,BCRF,offset,6,1,297
107,BCRF,offset,6,2,4
107,BCRF,offset,6,3,1
107,BCRF,offset,6,4,106
107,BCRF,offset,6,5,18
107,BCRF,offset,6,6,293
107,BCRF,linear_drift,1,1,468
107,BCRF,linear_drift,1,2,2
107,BCRF,linear_drift,1,3,1
107,BCRF,linear_drift,1,4,110
107,BCRF,linear_drift,1,5,67
107,BCRF,linear_drift,1,6,43
107,BCRF,linear_drift,2,1,60
107,BCRF,linear_drift,2,2,491
107,BCRF,linear_drift,2,3,5
107,BCRF,linear_drift,2,4,25
107,BCRF,linear_drift,2,5,58
107,BCRF,linear_drift,2,6,46
107,BCRF,linear_drift,3,1,68
107,BCRF,linear_drift,3,2,78
107,BCRF,linear_drift,3,3,482
107,BCRF,linear_drift,3,4,21
107,BCRF,linear_drift,3,5,49
107,BCRF,linear_drift,3,6,42
107,BCRF,linear_drift,4,1,357
107,BCRF,linear_drift,4,2,10
107,BCRF,linear_drift,4,3,32
107,BCRF,linear_drift,4,4,132
107,BCRF,linear_drift,4,5,56
107,BCRF,linear_drift,4,6,121
107,BCRF,linear_drift,5,1,77
107,BCRF,linear_drift,5,2,0
107,BCRF,linear_drift,5,3,23
107,BCRF,linear_drift,5,4,37
107,BCRF,linear_drift,5,5,542
107,BCRF,linear_drift,5,6,142
107,BCRF,linear_drift,6,1,268
107,BCRF,linear_drift,6,2,4
107,BCRF,linear_drift,6,3,1
107,BCRF,linear_drift,6,4,88
107,BCRF,linear_drift,6,5,18
107,BCRF,linear_drift,6,6,340
107,BCRF,stuck_at,1,1,489
107,BCRF,stuck_at,1,2,2
107,BCRF,stuck_at,1,3,1
107,BCRF,stuck_at,1,4,91
107,BCRF,stuck_at,1,5,75
107,BCRF,stuck_at,1,6,33
107,BCRF,stuck_at,2,1,45
107,BCRF,stuck_at,2,2,537
107,BCRF,stuck_at,2,3,7
107,BCRF,stuck_at,2,4,4
107,BCRF,stuck_at,2,5,59
107,BCRF,stuck_at,2,6,33
107,BCRF,stuck_at,3,1,36
107,BCRF,stuck_at,3,2,81
107,BCRF,stuck_at,3,3,520
107,BCRF,stuck_at,3,4,1
107,BCRF,stuck_at,3,5,54
107,BCRF,stuck_at,3,6,48
107,BCRF,stuck_at,4,1,387
107,BCRF,stuck_at,4,2,14
107,BCRF,stuck_at,4,3,24
107,BCRF,stuck_at,4,4,93
107,BCRF,stuck_at,4,5,74
107,BCRF,stuck_at,4,6,116
107,BCRF,stuck_at,5,1,79
107,BCRF,stuck_at,5,2,0
107,BCRF,stuck_at,5,3,35
107,BCRF,stuck_at,5,4,17
107,BCRF,stuck_at,5,5,569
107,BCRF,stuck_at,5,6,121
107,BCRF,stuck_at,6,1,343
107,BCRF,stuck_at,6,2,5
107,BCRF,stuck_at,6,3,3
107,BCRF,stuck_at,6,4,46
107,BCRF,stuck_at,6,5,27
107,BCRF,stuck_at,6,6,295
107,BCRF,clipping,1,1,485
107,BCRF,clipping,1,2,7
107,BCRF,clipping,1,3,2
107,BCRF,clipping,1,4,63
107,BCRF,clipping,1,5,101
107,BCRF,clipping,1,6,33
107,BCRF,clipping,2,1,29
107,BCRF,clipping,2,2,561
107,BCRF,clipping,2,3,6
107,BCRF,clipping,2,4,1
107,BCRF,clipping,2,5,62
107,BCRF,clipping,2,6,26
107,BCRF,clipping,3,1,24
107,BCRF,clipping,3,2,102
107,BCRF,clipping,3,3,528
107,BCRF,clipping,3,4,0
107,BCRF,clipping,3,5,54
107,BCRF,clipping,3,6,32
107,BCRF,clipping,4,1,389
107,BCRF,clipping,4,2,31
107,BCRF,clipping,4,3,59
107,BCRF,clipping,4,4,67
107,BCRF,clipping,4,5,78
107,BCRF,clipping,4,6,84
107,BCRF,clipping,5,1,85
107,BCRF,clipping,5,2,2
107,BCRF,clipping,5,3,36
107,BCRF,clipping,5,4,17
107,BCRF,clipping,5,5,586
107,BCRF,clipping,5,6,95
107,BCRF,clipping,6,1,366
107,BCRF,clipping,6,2,30
107,BCRF,clipping,6,3,9
107,BCRF,clipping,6,4,44
107,BCRF,clipping,6,5,27
107,BCRF,clipping,6,6,243
107,BCRF,correlated_dual,1,1,462
107,BCRF,correlated_dual,1,2,11
107,BCRF,correlated_dual,1,3,7
107,BCRF,correlated_dual,1,4,87
107,BCRF,correlated_dual,1,5,85
107,BCRF,correlated_dual,1,6,39
107,BCRF,correlated_dual,2,1,45
107,BCRF,correlated_dual,2,2,481
107,BCRF,correlated_dual,2,3,35
107,BCRF,correlated_dual,2,4,23
107,BCRF,correlated_dual,2,5,65
107,BCRF,correlated_dual,2,6,36
107,BCRF,correlated_dual,3,1,60
107,BCRF,correlated_dual,3,2,106
107,BCRF,correlated_dual,3,3,472
107,BCRF,correlated_dual,3,4,13
107,BCRF,correlated_dual,3,5,53
107,BCRF,correlated_dual,3,6,36
107,BCRF,correlated_dual,4,1,348
107,BCRF,correlated_dual,4,2,22
107,BCRF,correlated_dual,4,3,49
107,BCRF,correlated_dual,4,4,93
107,BCRF,correlated_dual,4,5,84
107,BCRF,correlated_dual,4,6,112
107,BCRF,correlated_dual,5,1,99
107,BCRF,correlated_dual,5,2,5
107,BCRF,correlated_dual,5,3,34
107,BCRF,correlated_dual,5,4,43
107,BCRF,correlated_dual,5,5,541
107,BCRF,correlated_dual,5,6,99
107,BCRF,correlated_dual,6,1,303
107,BCRF,correlated_dual,6,2,15
107,BCRF,correlated_dual,6,3,24
107,BCRF,correlated_dual,6,4,71
107,BCRF,correlated_dual,6,5,47
107,BCRF,correlated_dual,6,6,259
108,UF,natural,1,1,444
108,UF,natural,1,2,1
108,UF,natural,1,3,0
108,UF,natural,1,4,95
108,UF,natural,1,5,125
108,UF,natural,1,6,26
108,UF,natural,2,1,17
108,UF,natural,2,2,596
108,UF,natural,2,3,4
108,UF,natural,2,4,2
108,UF,natural,2,5,62
108,UF,natural,2,6,4
108,UF,natural,3,1,17
108,UF,natural,3,2,93
108,UF,natural,3,3,594
108,UF,natural,3,4,0
108,UF,natural,3,5,32
108,UF,natural,3,6,4
108,UF,natural,4,1,249
108,UF,natural,4,2,102
108,UF,natural,4,3,72
108,UF,natural,4,4,51
108,UF,natural,4,5,156
108,UF,natural,4,6,78
108,UF,natural,5,1,68
108,UF,natural,5,2,2
108,UF,natural,5,3,1
108,UF,natural,5,4,20
108,UF,natural,5,5,650
108,UF,natural,5,6,80
108,UF,natural,6,1,133
108,UF,natural,6,2,90
108,UF,natural,6,3,0
108,UF,natural,6,4,58
108,UF,natural,6,5,44
108,UF,natural,6,6,394
108,UF,silent_gaussian,1,1,317
108,UF,silent_gaussian,1,2,47
108,UF,silent_gaussian,1,3,26
108,UF,silent_gaussian,1,4,136
108,UF,silent_gaussian,1,5,104
108,UF,silent_gaussian,1,6,61
108,UF,silent_gaussian,2,1,38
108,UF,silent_gaussian,2,2,455
108,UF,silent_gaussian,2,3,42
108,UF,silent_gaussian,2,4,35
108,UF,silent_gaussian,2,5,60
108,UF,silent_gaussian,2,6,55
108,UF,silent_gaussian,3,1,27
108,UF,silent_gaussian,3,2,80
108,UF,silent_gaussian,3,3,537
108,UF,silent_gaussian,3,4,17
108,UF,silent_gaussian,3,5,36
108,UF,silent_gaussian,3,6,43
108,UF,silent_gaussian,4,1,181
108,UF,silent_gaussian,4,2,86
108,UF,silent_gaussian,4,3,76
108,UF,silent_gaussian,4,4,112
108,UF,silent_gaussian,4,5,113
108,UF,silent_gaussian,4,6,140
108,UF,silent_gaussian,5,1,77
108,UF,silent_gaussian,5,2,23
108,UF,silent_gaussian,5,3,43
108,UF,silent_gaussian,5,4,61
108,UF,silent_gaussian,5,5,530
108,UF,silent_gaussian,5,6,87
108,UF,silent_gaussian,6,1,127
108,UF,silent_gaussian,6,2,80
108,UF,silent_gaussian,6,3,71
108,UF,silent_gaussian,6,4,102
