seed,method,fault,true_class,pred_class,count
103,BCRF,linear_drift,1,6,97
103,BCRF,linear_drift,2,1,65
103,BCRF,linear_drift,2,2,475
103,BCRF,linear_drift,2,3,8
103,BCRF,linear_drift,2,4,41
103,BCRF,linear_drift,2,5,54
103,BCRF,linear_drift,2,6,42
103,BCRF,linear_drift,3,1,59
103,BCRF,linear_drift,3,2,96
103,BCRF,linear_drift,3,3,463
103,BCRF,linear_drift,3,4,31
103,BCRF,linear_drift,3,5,43
103,BCRF,linear_drift,3,6,48
103,BCRF,linear_drift,4,1,196
103,BCRF,linear_drift,4,2,36
103,BCRF,linear_drift,4,3,39
103,BCRF,linear_drift,4,4,169
103,BCRF,linear_drift,4,5,59
103,BCRF,linear_drift,4,6,209
103,BCRF,linear_drift,5,1,66
103,BCRF,linear_drift,5,2,8
103,BCRF,linear_drift,5,3,6
103,BCRF,linear_drift,5,4,62
103,BCRF,linear_drift,5,5,511
103,BCRF,linear_drift,5,6,168
103,BCRF,linear_drift,6,1,137
103,BCRF,linear_drift,6,2,25
103,BCRF,linear_drift,6,3,5
103,BCRF,linear_drift,6,4,127
103,BCRF,linear_drift,6,5,19
103,BCRF,linear_drift,6,6,406
103,BCRF,stuck_at,1,1,412
103,BCRF,stuck_at,1,2,8
103,BCRF,stuck_at,1,3,4
103,BCRF,stuck_at,1,4,124
103,BCRF,stuck_at,1,5,77
103,BCRF,stuck_at,1,6,66
103,BCRF,stuck_at,2,1,49
103,BCRF,stuck_at,2,2,509
103,BCRF,stuck_at,2,3,16
103,BCRF,stuck_at,2,4,17
103,BCRF,stuck_at,2,5,60
103,BCRF,stuck_at,2,6,34
103,BCRF,stuck_at,3,1,37
103,BCRF,stuck_at,3,2,100
103,BCRF,stuck_at,3,3,503
103,BCRF,stuck_at,3,4,16
103,BCRF,stuck_at,3,5,39
103,BCRF,stuck_at,3,6,45
103,BCRF,stuck_at,4,1,255
103,BCRF,stuck_at,4,2,39
103,BCRF,stuck_at,4,3,26
103,BCRF,stuck_at,4,4,157
103,BCRF,stuck_at,4,5,66
103,BCRF,stuck_at,4,6,165
103,BCRF,stuck_at,5,1,78
103,BCRF,stuck_at,5,2,8
103,BCRF,stuck_at,5,3,10
103,BCRF,stuck_at,5,4,48
103,BCRF,stuck_at,5,5,523
103,BCRF,stuck_at,5,6,154
103,BCRF,stuck_at,6,1,267
103,BCRF,stuck_at,6,2,31
103,BCRF,stuck_at,6,3,5
103,BCRF,stuck_at,6,4,70
103,BCRF,stuck_at,6,5,28
103,BCRF,stuck_at,6,6,318
103,BCRF,clipping,1,1,401
103,BCRF,clipping,1,2,20
103,BCRF,clipping,1,3,4
103,BCRF,clipping,1,4,109
103,BCRF,clipping,1,5,93
103,BCRF,clipping,1,6,64
103,BCRF,clipping,2,1,24
103,BCRF,clipping,2,2,565
103,BCRF,clipping,2,3,20
103,BCRF,clipping,2,4,2
103,BCRF,clipping,2,5,58
103,BCRF,clipping,2,6,16
103,BCRF,clipping,3,1,16
103,BCRF,clipping,3,2,138
103,BCRF,clipping,3,3,518
103,BCRF,clipping,3,4,0
103,BCRF,clipping,3,5,46
103,BCRF,clipping,3,6,22
103,BCRF,clipping,4,1,258
103,BCRF,clipping,4,2,58
103,BCRF,clipping,4,3,61
103,BCRF,clipping,4,4,113
103,BCRF,clipping,4,5,77
103,BCRF,clipping,4,6,141
103,BCRF,clipping,5,1,87
103,BCRF,clipping,5,2,8
103,BCRF,clipping,5,3,31
103,BCRF,clipping,5,4,36
103,BCRF,clipping,5,5,536
103,BCRF,clipping,5,6,123
103,BCRF,clipping,6,1,275
103,BCRF,clipping,6,2,44
103,BCRF,clipping,6,3,15
103,BCRF,clipping,6,4,62
103,BCRF,clipping,6,5,34
103,BCRF,clipping,6,6,289
103,BCRF,correlated_dual,1,1,386
103,BCRF,correlated_dual,1,2,17
103,BCRF,correlated_dual,1,3,9
103,BCRF,correlated_dual,1,4,100
103,BCRF,correlated_dual,1,5,98
103,BCRF,correlated_dual,1,6,81
103,BCRF,correlated_dual,2,1,63
103,BCRF,correlated_dual,2,2,486
103,BCRF,correlated_dual,2,3,30
103,BCRF,correlated_dual,2,4,15
103,BCRF,correlated_dual,2,5,71
103,BCRF,correlated_dual,2,6,20
103,BCRF,correlated_dual,3,1,59
103,BCRF,correlated_dual,3,2,127
103,BCRF,correlated_dual,3,3,468
103,BCRF,correlated_dual,3,4,14
103,BCRF,correlated_dual,3,5,53
103,BCRF,correlated_dual,3,6,19
103,BCRF,correlated_dual,4,1,248
103,BCRF,correlated_dual,4,2,49
103,BCRF,correlated_dual,4,3,44
103,BCRF,correlated_dual,4,4,124
103,BCRF,correlated_dual,4,5,88
103,BCRF,correlated_dual,4,6,155
103,BCRF,correlated_dual,5,1,92
103,BCRF,correlated_dual,5,2,16
103,BCRF,correlated_dual,5,3,22
103,BCRF,correlated_dual,5,4,53
103,BCRF,correlated_dual,5,5,513
103,BCRF,correlated_dual,5,6,125
103,BCRF,correlated_dual,6,1,228
103,BCRF,correlated_dual,6,2,37
103,BCRF,correlated_dual,6,3,32
103,BCRF,correlated_dual,6,4,86
103,BCRF,correlated_dual,6,5,44
103,BCRF,correlated_dual,6,6,292
104,UF,natural,1,1,397
104,UF,natural,1,2,0
104,UF,natural,1,3,0
104,UF,natural,1,4,97
104,UF,natural,1,5,75
104,UF,natural,1,6,122
104,UF,natural,2,1,14
104,UF,natural,2,2,601
104,UF,natural,2,3,1
104,UF,natural,2,4,2
104,UF,natural,2,5,62
104,UF,natural,2,6,5
104,UF,natural,3,1,9
104,UF,natural,3,2,115
104,UF,natural,3,3,575
104,UF,natural,3,4,5
104,UF,natural,3,5,32
104,UF,natural,3,6,4
104,UF,natural,4,1,204
104,UF,natural,4,2,46
104,UF,natural,4,3,35
104,UF,natural,4,4,133
104,UF,natural,4,5,88
104,UF,natural,4,6,202
104,UF,natural,5,1,57
104,UF,natural,5,2,0
104,UF,natural,5,3,5
104,UF,natural,5,4,26
104,UF,natural,5,5,583
104,UF,natural,5,6,150
104,UF,natural,6,1,138
104,UF,natural,6,2,30
104,UF,natural,6,3,0
104,UF,natural,6,4,39
104,UF,natural,6,5,14
104,UF,natural,6,6,498
104,UF,silent_gaussian,1,1,335
104,UF,silent_gaussian,1,2,40
104,UF,silent_gaussian,1,3,17
104,UF,silent_gaussian,1,4,103
104,UF,silent_gaussian,1,5,82
104,UF,silent_gaussian,1,6,114
104,UF,silent_gaussian,2,1,44
104,UF,silent_gaussian,2,2,471
104,UF,silent_gaussian,2,3,19
104,UF,silent_gaussian,2,4,42
104,UF,silent_gaussian,2,5,47
104,UF,silent_gaussian,2,6,62
104,UF,silent_gaussian,3,1,58
104,UF,silent_gaussian,3,2,87
104,UF,silent_gaussian,3,3,454
104,UF,silent_gaussian,3,4,37
104,UF,silent_gaussian,3,5,31
104,UF,silent_gaussian,3,6,73
104,UF,silent_gaussian,4,1,157
104,UF,silent_gaussian,4,2,52
104,UF,silent_gaussian,4,3,66
104,UF,silent_gaussian,4,4,135
104,UF,silent_gaussian,4,5,70
104,UF,silent_gaussian,4,6,228
104,UF,silent_gaussian,5,1,59
104,UF,silent_gaussian,5,2,28
104,UF,silent_gaussian,5,3,40
104,UF,silent_gaussian,5,4,71
104,UF,silent_gaussian,5,5,475
104,UF,silent_gaussian,5,6,148
104,UF,silent_gaussian,6,1,128
104,UF,silent_gaussian,6,2,41
104,UF,silent_gaussian,6,3,43
104,UF,silent_gaussian,6,4,116
104,UF,silent_gaussian,6,5,29
104,UF,silent_gaussian,6,6,362
104,UF,gain_loss,1,1,374
104,UF,gain_loss,1,2,8
104,UF,gain_loss,1,3,0
104,UF,gain_loss,1,4,110
104,UF,gain_loss,1,5,82
104,UF,gain_loss,1,6,117
104,UF,gain_loss,2,1,45
104,UF,gain_loss,2,2,534
104,UF,gain_loss,2,3,14
104,UF,gain_loss,2,4,13
104,UF,gain_loss,2,5,48
104,UF,gain_loss,2,6,31
104,UF,gain_loss,3,1,61
104,UF,gain_loss,3,2,82
104,UF,gain_loss,3,3,486
104,UF,gain_loss,3,4,16
104,UF,gain_loss,3,5,28
104,UF,gain_loss,3,6,67
104,UF,gain_loss,4,1,181
104,UF,gain_loss,4,2,33
104,UF,gain_loss,4,3,33
104,UF,gain_loss,4,4,131
104,UF,gain_loss,4,5,78
104,UF,gain_loss,4,6,252
104,UF,gain_loss,5,1,63
104,UF,gain_loss,5,2,24
104,UF,gain_loss,5,3,7
104,UF,gain_loss,5,4,57
104,UF,gain_loss,5,5,496
104,UF,gain_loss,5,6,174
104,UF,gain_loss,6,1,148
104,UF,gain_loss,6,2,24
104,UF,gain_loss,6,3,4
104,UF,gain_loss,6,4,94
104,UF,gain_loss,6,5,14
104,UF,gain_loss,6,6,435
104,UF,offset,1,1,327
104,UF,offset,1,2,7
104,UF,offset,1,3,0
104,UF,offset,1,4,121
104,UF,offset,1,5,66
104,UF,offset,1,6,170
104,UF,offset,2,1,40
104,UF,offset,2,2,415
104,UF,offset,2,3,7
104,UF,offset,2,4,74
104,UF,offset,2,5,44
104,UF,offset,2,6,105
104,UF,offset,3,1,54
104,UF,offset,3,2,69
104,UF,offset,3,3,382
104,UF,offset,3,4,95
104,UF,offset,3,5,25
104,UF,offset,3,6,115
104,UF,offset,4,1,119
104,UF,offset,4,2,25
104,UF,offset,4,3,24
104,UF,offset,4,4,134
104,UF,offset,4,5,44
104,UF,offset,4,6,362
104,UF,offset,5,1,53
104,UF,offset,5,2,15
104,UF,offset,5,3,7
104,UF,offset,5,4,66
104,UF,offset,5,5,449
104,UF,offset,5,6,231
104,UF,offset,6,1,96
104,UF,offset,6,2,15
104,UF,offset,6,3,1
104,UF,offset,6,4,76
104,UF,offset,6,5,8
104,UF,offset,6,6,523
104,UF,linear_drift,1,1,353
104,UF,linear_drift,1,2,7
104,UF,linear_drift,1,3,0
104,UF,linear_drift,1,4,117
104,UF,linear_drift,1,5,67
104,UF,linear_drift,1,6,147
104,UF,linear_drift,2,1,37
104,UF,linear_drift,2,2,505
104,UF,linear_drift,2,3,10
104,UF,linear_drift,2,4,22
104,UF,linear_drift,2,5,44
104,UF,linear_drift,2,6,67
104,UF,linear_drift,3,1,60
104,UF,linear_drift,3,2,72
104,UF,linear_drift,3,3,439
104,UF,linear_drift,3,4,53
104,UF,linear_drift,3,5,29
104,UF,linear_drift,3,6,87
104,UF,linear_drift,4,1,119
104,UF,linear_drift,4,2,25
104,UF,linear_drift,4,3,31
104,UF,linear_drift,4,4,135
104,UF,linear_drift,4,5,52
104,UF,linear_drift,4,6,346
104,UF,linear_drift,5,1,55
104,UF,linear_drift,5,2,15
104,UF,linear_drift,5,3,7
104,UF,linear_drift,5,4,67
104,UF,linear_drift,5,5,482
104,UF,linear_drift,5,6,195
104,UF,linear_drift,6,1,98
104,UF,linear_drift,6,2,15
104,UF,linear_drift,6,3,1
104,UF,linear_drift,6,4,100
104,UF,linear_drift,6,5,8
104,UF,linear_drift,6,6,497
104,UF,stuck_at,1,1,376
104,UF,stuck_at,1,2,8
104,UF,stuck_at,1,3,0
104,UF,stuck_at,1,4,121
104,UF,stuck_at,1,5,72
104,UF,stuck_at,1,6,114
104,UF,stuck_at,2,1,60
104,UF,stuck_at,2,2,497
104,UF,stuck_at,2,3,11
104,UF,stuck_at,2,4,21
104,UF,stuck_at,2,5,46
104,UF,stuck_at,2,6,50
104,UF,stuck_at,3,1,97
104,UF,stuck_at,3,2,68
104,UF,stuck_at,3,3,419
104,UF,stuck_at,3,4,21
104,UF,stuck_at,3,5,27
104,UF,stuck_at,3,6,108
104,UF,stuck_at,4,1,185
104,UF,stuck_at,4,2,29
104,UF,stuck_at,4,3,25
104,UF,stuck_at,4,4,123
104,UF,stuck_at,4,5,84
104,UF,stuck_at,4,6,262
104,UF,stuck_at,5,1,69
104,UF,stuck_at,5,2,26
104,UF,stuck_at,5,3,7
104,UF,stuck_at,5,4,62
104,UF,stuck_at,5,5,488
104,UF,stuck_at,5,6,169
104,UF,stuck_at,6,1,148
104,UF,stuck_at,6,2,23
104,UF,stuck_at,6,3,6
104,UF,stuck_at,6,4,86
104,UF,stuck_at,6,5,16
104,UF,stuck_at,6,6,440
104,UF,clipping,1,1,385
104,UF,clipping,1,2,18
104,UF,clipping,1,3,1
104,UF,clipping,1,4,110
104,UF,clipping,1,5,84
104,UF,clipping,1,6,93
104,UF,clipping,2,1,37
104,UF,clipping,2,2,544
104,UF,clipping,2,3,14
104,UF,clipping,2,4,16
104,UF,clipping,2,5,45
104,UF,clipping,2,6,29
104,UF,clipping,3,1,52
104,UF,clipping,3,2,98
104,UF,clipping,3,3,501
104,UF,clipping,3,4,14
104,UF,clipping,3,5,26
104,UF,clipping,3,6,49
104,UF,clipping,4,1,204
104,UF,clipping,4,2,73
104,UF,clipping,4,3,89
104,UF,clipping,4,4,119
104,UF,clipping,4,5,54
104,UF,clipping,4,6,169
104,UF,clipping,5,1,62
104,UF,clipping,5,2,34
104,UF,clipping,5,3,22
104,UF,clipping,5,4,53
104,UF,clipping,5,5,500
104,UF,clipping,5,6,150
104,UF,clipping,6,1,169
104,UF,clipping,6,2,69
104,UF,clipping,6,3,15
104,UF,clipping,6,4,144
104,UF,clipping,6,5,19
104,UF,clipping,6,6,303
104,UF,correlated_dual,1,1,330
104,UF,correlated_dual,1,2,51
104,UF,correlated_dual,1,3,8
104,UF,correlated_dual,1,4,128
104,UF,correlated_dual,1,5,73
104,UF,correlated_dual,1,6,101
104,UF,correlated_dual,2,1,55
104,UF,correlated_dual,2,2,447
104,UF,correlated_dual,2,3,30
104,UF,correlated_dual,2,4,78
104,UF,correlated_dual,2,5,43
104,UF,correlated_dual,2,6,32
104,UF,correlated_dual,3,1,70
104,UF,correlated_dual,3,2,108
104,UF,correlated_dual,3,3,425
104,UF,correlated_dual,3,4,56
104,UF,correlated_dual,3,5,28
104,UF,correlated_dual,3,6,53
104,UF,correlated_dual,4,1,172
104,UF,correlated_dual,4,2,60
104,UF,correlated_dual,4,3,53
104,UF,correlated_dual,4,4,178
104,UF,correlated_dual,4,5,60
104,UF,correlated_dual,4,6,185
104,UF,correlated_dual,5,1,71
104,UF,correlated_dual,5,2,29
104,UF,correlated_dual,5,3,33
104,UF,correlated_dual,5,4,90
104,UF,correlated_dual,5,5,462
104,UF,correlated_dual,5,6,136
104,UF,correlated_dual,6,1,137
104,UF,correlated_dual,6,2,56
104,UF,correlated_dual,6,3,21
104,UF,correlated_dual,6,4,169
104,UF,correlated_dual,6,5,18
104,UF,correlated_dual,6,6,318
104,CAGF,natural,1,1,344
104,CAGF,natural,1,2,0
104,CAGF,natural,1,3,0
104,CAGF,natural,1,4,6
104,CAGF,natural,1,5,124
104,CAGF,natural,1,6,217
104,CAGF,natural,2,1,39
104,CAGF,natural,2,2,584
104,CAGF,natural,2,3,0
104,CAGF,natural,2,4,8
104,CAGF,natural,2,5,50
104,CAGF,natural,2,6,4
104,CAGF,natural,3,1,15
104,CAGF,natural,3,2,480
104,CAGF,natural,3,3,184
104,CAGF,natural,3,4,2
104,CAGF,natural,3,5,55
104,CAGF,natural,3,6,4
104,CAGF,natural,4,1,136
104,CAGF,natural,4,2,6
104,CAGF,natural,4,3,28
104,CAGF,natural,4,4,74
104,CAGF,natural,4,5,196
104,CAGF,natural,4,6,268
104,CAGF,natural,5,1,22
104,CAGF,natural,5,2,12
104,CAGF,natural,5,3,3
104,CAGF,natural,5,4,43
104,CAGF,natural,5,5,486
104,CAGF,natural,5,6,255
104,CAGF,natural,6,1,112
104,CAGF,natural,6,2,0
104,CAGF,natural,6,3,0
104,CAGF,natural,6,4,177
104,CAGF,natural,6,5,26
104,CAGF,natural,6,6,404
104,CAGF,silent_gaussian,1,1,310
104,CAGF,silent_gaussian,1,2,2
104,CAGF,silent_gaussian,1,3,4
104,CAGF,silent_gaussian,1,4,43
104,CAGF,silent_gaussian,1,5,127
104,CAGF,silent_gaussian,1,6,205
104,CAGF,silent_gaussian,2,1,33
104,CAGF,silent_gaussian,2,2,521
104,CAGF,silent_gaussian,2,3,16
104,CAGF,silent_gaussian,2,4,15
104,CAGF,silent_gaussian,2,5,52
104,CAGF,silent_gaussian,2,6,48
104,CAGF,silent_gaussian,3,1,25
104,CAGF,silent_gaussian,3,2,419
104,CAGF,silent_gaussian,3,3,197
104,CAGF,silent_gaussian,3,4,1
104,CAGF,silent_gaussian,3,5,58
104,CAGF,silent_gaussian,3,6,40
104,CAGF,silent_gaussian,4,1,139
104,CAGF,silent_gaussian,4,2,7
104,CAGF,silent_gaussian,4,3,43
104,CAGF,silent_gaussian,4,4,77
104,CAGF,silent_gaussian,4,5,166
104,CAGF,silent_gaussian,4,6,276
104,CAGF,silent_gaussian,5,1,28
104,CAGF,silent_gaussian,5,2,10
104,CAGF,silent_gaussian,5,3,28
104,CAGF,silent_gaussian,5,4,30
104,CAGF,silent_gaussian,5,5,483
104,CAGF,silent_gaussian,5,6,242
104,CAGF,silent_gaussian,6,1,134
104,CAGF,silent_gaussian,6,2,26
104,CAGF,silent_gaussian,6,3,22
104,CAGF,silent_gaussian,6,4,104
104,CAGF,silent_gaussian,6,5,47
104,CAGF,silent_gaussian,6,6,386
104,CAGF,gain_loss,1,1,304
104,CAGF,gain_loss,1,2,0
104,CAGF,gain_loss,1,3,1
104,CAGF,gain_loss,1,4,96
104,CAGF,gain_loss,1,5,98
104,CAGF,gain_loss,1,6,192
104,CAGF,gain_loss,2,1,31
104,CAGF,gain_loss,2,2,496
104,CAGF,gain_loss,2,3,4
104,CAGF,gain_loss,2,4,64
104,CAGF,gain_loss,2,5,53
104,CAGF,gain_loss,2,6,37
104,CAGF,gain_loss,3,1,20
104,CAGF,gain_loss,3,2,386
104,CAGF,gain_loss,3,3,170
104,CAGF,gain_loss,3,4,88
104,CAGF,gain_loss,3,5,55
104,CAGF,gain_loss,3,6,21
104,CAGF,gain_loss,4,1,118
104,CAGF,gain_loss,4,2,4
104,CAGF,gain_loss,4,3,21
104,CAGF,gain_loss,4,4,249
104,CAGF,gain_loss,4,5,115
104,CAGF,gain_loss,4,6,201
104,CAGF,gain_loss,5,1,25
104,CAGF,gain_loss,5,2,8
104,CAGF,gain_loss,5,3,14
104,CAGF,gain_loss,5,4,96
104,CAGF,gain_loss,5,5,457
104,CAGF,gain_loss,5,6,221
104,CAGF,gain_loss,6,1,106
104,CAGF,gain_loss,6,2,6
104,CAGF,gain_loss,6,3,6
104,CAGF,gain_loss,6,4,271
104,CAGF,gain_loss,6,5,35
104,CAGF,gain_loss,6,6,295
104,CAGF,offset,1,1,315
104,CAGF,offset,1,2,1
104,CAGF,offset,1,3,1
104,CAGF,offset,1,4,38
104,CAGF,offset,1,5,110
104,CAGF,offset,1,6,226
104,CAGF,offset,2,1,29
104,CAGF,offset,2,2,522
104,CAGF,offset,2,3,11
104,CAGF,offset,2,4,15
104,CAGF,offset,2,5,52
104,CAGF,offset,2,6,56
104,CAGF,offset,3,1,25
104,CAGF,offset,3,2,402
104,CAGF,offset,3,3,221
104,CAGF,offset,3,4,6
104,CAGF,offset,3,5,54
104,CAGF,offset,3,6,32
104,CAGF,offset,4,1,125
104,CAGF,offset,4,2,7
104,CAGF,offset,4,3,41
104,CAGF,offset,4,4,75
104,CAGF,offset,4,5,168
104,CAGF,offset,4,6,292
104,CAGF,offset,5,1,34
104,CAGF,offset,5,2,10
104,CAGF,offset,5,3,24
104,CAGF,offset,5,4,31
104,CAGF,offset,5,5,454
104,CAGF,offset,5,6,268
104,CAGF,offset,6,1,117
104,CAGF,offset,6,2,28
104,CAGF,offset,6,3,18
104,CAGF,offset,6,4,107
104,CAGF,offset,6,5,35
104,CAGF,offset,6,6,414
104,CAGF,linear_drift,1,1,315
104,CAGF,linear_drift,1,2,0
104,CAGF,linear_drift,1,3,1
104,CAGF,linear_drift,1,4,38
104,CAGF,linear_drift,1,5,108
104,CAGF,linear_drift,1,6,229
104,CAGF,linear_drift,2,1,28
104,CAGF,linear_drift,2,2,523
104,CAGF,linear_drift,2,3,14
104,CAGF,linear_drift,2,4,21
104,CAGF,linear_drift,2,5,52
104,CAGF,linear_drift,2,6,47
104,CAGF,linear_drift,3,1,24
104,CAGF,linear_drift,3,2,394
104,CAGF,linear_drift,3,3,232
104,CAGF,linear_drift,3,4,7
104,CAGF,linear_drift,3,5,53
104,CAGF,linear_drift,3,6,30
104,CAGF,linear_drift,4,1,124
104,CAGF,linear_drift,4,2,4
104,CAGF,linear_drift,4,3,35
104,CAGF,linear_drift,4,4,102
104,CAGF,linear_drift,4,5,153
104,CAGF,linear_drift,4,6,290
104,CAGF,linear_drift,5,1,26
104,CAGF,linear_drift,5,2,10
104,CAGF,linear_drift,5,3,26
104,CAGF,linear_drift,5,4,39
104,CAGF,linear_drift,5,5,457
104,CAGF,linear_drift,5,6,263
104,CAGF,linear_drift,6,1,115
104,CAGF,linear_drift,6,2,8
104,CAGF,linear_drift,6,3,14
104,CAGF,linear_drift,6,4,131
104,CAGF,linear_drift,6,5,34
104,CAGF,linear_drift,6,6,417
104,CAGF,stuck_at,1,1,300
104,CAGF,stuck_at,1,2,0
104,CAGF,stuck_at,1,3,1
104,CAGF,stuck_at,1,4,140
104,CAGF,stuck_at,1,5,86
104,CAGF,stuck_at,1,6,164
104,CAGF,stuck_at,2,1,27
104,CAGF,stuck_at,2,2,474
104,CAGF,stuck_at,2,3,3
104,CAGF,stuck_at,2,4,101
104,CAGF,stuck_at,2,5,44
104,CAGF,stuck_at,2,6,36
104,CAGF,stuck_at,3,1,18
104,CAGF,stuck_at,3,2,302
104,CAGF,stuck_at,3,3,140
104,CAGF,stuck_at,3,4,220
104,CAGF,stuck_at,3,5,38
104,CAGF,stuck_at,3,6,22
104,CAGF,stuck_at,4,1,106
104,CAGF,stuck_at,4,2,4
104,CAGF,stuck_at,4,3,21
104,CAGF,stuck_at,4,4,277
104,CAGF,stuck_at,4,5,113
104,CAGF,stuck_at,4,6,187
104,CAGF,stuck_at,5,1,23
104,CAGF,stuck_at,5,2,8
104,CAGF,stuck_at,5,3,12
104,CAGF,stuck_at,5,4,228
104,CAGF,stuck_at,5,5,343
104,CAGF,stuck_at,5,6,207
104,CAGF,stuck_at,6,1,97
104,CAGF,stuck_at,6,2,6
104,CAGF,stuck_at,6,3,6
104,CAGF,stuck_at,6,4,306
104,CAGF,stuck_at,6,5,27
104,CAGF,stuck_at,6,6,277
104,CAGF,clipping,1,1,295
104,CAGF,clipping,1,2,2
104,CAGF,clipping,1,3,23
104,CAGF,clipping,1,4,64
104,CAGF,clipping,1,5,124
104,CAGF,clipping,1,6,183
104,CAGF,clipping,2,1,23
104,CAGF,clipping,2,2,535
104,CAGF,clipping,2,3,31
104,CAGF,clipping,2,4,12
104,CAGF,clipping,2,5,49
104,CAGF,clipping,2,6,35
104,CAGF,clipping,3,1,14
104,CAGF,clipping,3,2,425
104,CAGF,clipping,3,3,230
104,CAGF,clipping,3,4,4
104,CAGF,clipping,3,5,47
104,CAGF,clipping,3,6,20
104,CAGF,clipping,4,1,99
104,CAGF,clipping,4,2,5
104,CAGF,clipping,4,3,146
104,CAGF,clipping,4,4,175
104,CAGF,clipping,4,5,106
104,CAGF,clipping,4,6,177
104,CAGF,clipping,5,1,43
104,CAGF,clipping,5,2,8
104,CAGF,clipping,5,3,39
104,CAGF,clipping,5,4,67
104,CAGF,clipping,5,5,458
104,CAGF,clipping,5,6,206
104,CAGF,clipping,6,1,97
104,CAGF,clipping,6,2,6
104,CAGF,clipping,6,3,80
104,CAGF,clipping,6,4,241
104,CAGF,clipping,6,5,30
104,CAGF,clipping,6,6,265
104,CAGF,correlated_dual,1,1,314
104,CAGF,correlated_dual,1,2,9
104,CAGF,correlated_dual,1,3,2
104,CAGF,correlated_dual,1,4,30
104,CAGF,correlated_dual,1,5,131
104,CAGF,correlated_dual,1,6,205
104,CAGF,correlated_dual,2,1,35
104,CAGF,correlated_dual,2,2,525
104,CAGF,correlated_dual,2,3,6
104,CAGF,correlated_dual,2,4,16
104,CAGF,correlated_dual,2,5,56
104,CAGF,correlated_dual,2,6,47
104,CAGF,correlated_dual,3,1,24
104,CAGF,correlated_dual,3,2,477
104,CAGF,correlated_dual,3,3,143
104,CAGF,correlated_dual,3,4,5
104,CAGF,correlated_dual,3,5,62
104,CAGF,correlated_dual,3,6,29
104,CAGF,correlated_dual,4,1,145
104,CAGF,correlated_dual,4,2,18
104,CAGF,correlated_dual,4,3,33
104,CAGF,correlated_dual,4,4,71
104,CAGF,correlated_dual,4,5,167
104,CAGF,correlated_dual,4,6,274
104,CAGF,correlated_dual,5,1,31
104,CAGF,correlated_dual,5,2,14
104,CAGF,correlated_dual,5,3,24
104,CAGF,correlated_dual,5,4,28
104,CAGF,correlated_dual,5,5,500
104,CAGF,correlated_dual,5,6,224
104,CAGF,correlated_dual,6,1,138
104,CAGF,correlated_dual,6,2,40
104,CAGF,correlated_dual,6,3,11
104,CAGF,correlated_dual,6,4,97
104,CAGF,correlated_dual,6,5,53
104,CAGF,correlated_dual,6,6,380
104,DWR,natural,1,1,348
104,DWR,natural,1,2,0
104,DWR,natural,1,3,0
104,DWR,natural,1,4,6
104,DWR,natural,1,5,125
104,DWR,natural,1,6,212
104,DWR,natural,2,1,41
104,DWR,natural,2,2,587
104,DWR,natural,2,3,1
104,DWR,natural,2,4,5
104,DWR,natural,2,5,47
104,DWR,natural,2,6,4
104,DWR,natural,3,1,2
104,DWR,natural,3,2,352
104,DWR,natural,3,3,310
104,DWR,natural,3,4,0
104,DWR,natural,3,5,65
104,DWR,natural,3,6,11
104,DWR,natural,4,1,68
104,DWR,natural,4,2,16
104,DWR,natural,4,3,59
104,DWR,natural,4,4,37
104,DWR,natural,4,5,214
104,DWR,natural,4,6,314
104,DWR,natural,5,1,20
104,DWR,natural,5,2,19
104,DWR,natural,5,3,22
104,DWR,natural,5,4,13
104,DWR,natural,5,5,456
104,DWR,natural,5,6,291
104,DWR,natural,6,1,57
104,DWR,natural,6,2,43
104,DWR,natural,6,3,0
104,DWR,natural,6,4,109
104,DWR,natural,6,5,36
104,DWR,natural,6,6,474
104,DWR,silent_gaussian,1,1,325
104,DWR,silent_gaussian,1,2,1
104,DWR,silent_gaussian,1,3,11
104,DWR,silent_gaussian,1,4,43
104,DWR,silent_gaussian,1,5,125
104,DWR,silent_gaussian,1,6,186
104,DWR,silent_gaussian,2,1,38
104,DWR,silent_gaussian,2,2,507
104,DWR,silent_gaussian,2,3,18
104,DWR,silent_gaussian,2,4,14
104,DWR,silent_gaussian,2,5,53
104,DWR,silent_gaussian,2,6,55
104,DWR,silent_gaussian,3,1,21
104,DWR,silent_gaussian,3,2,284
104,DWR,silent_gaussian,3,3,323
104,DWR,silent_gaussian,3,4,1
104,DWR,silent_gaussian,3,5,51
104,DWR,silent_gaussian,3,6,60
104,DWR,silent_gaussian,4,1,105
104,DWR,silent_gaussian,4,2,21
104,DWR,silent_gaussian,4,3,67
104,DWR,silent_gaussian,4,4,52
104,DWR,silent_gaussian,4,5,154
104,DWR,silent_gaussian,4,6,309
104,DWR,silent_gaussian,5,1,23
104,DWR,silent_gaussian,5,2,17
104,DWR,silent_gaussian,5,3,36
104,DWR,silent_gaussian,5,4,26
104,DWR,silent_gaussian,5,5,456
104,DWR,silent_gaussian,5,6,263
104,DWR,silent_gaussian,6,1,79
104,DWR,silent_gaussian,6,2,57
104,DWR,silent_gaussian,6,3,43
104,DWR,silent_gaussian,6,4,73
104,DWR,silent_gaussian,6,5,40
104,DWR,silent_gaussian,6,6,427
104,DWR,gain_loss,1,1,325
104,DWR,gain_loss,1,2,0
104,DWR,gain_loss,1,3,4
104,DWR,gain_loss,1,4,82
104,DWR,gain_loss,1,5,97
104,DWR,gain_loss,1,6,183
