level,method,seed,pool,subset,metric,value
single_model,PDRF_AUC,109,none,unaffected,macro_auprc,0.6447470840688926
single_model,PDRF_AUC,109,none,unaffected,nll,1.9743837863907387
single_model,PDRF_AUC,110,none,all,accuracy,0.5394133822181485
single_model,PDRF_AUC,110,none,all,macro_f1,0.5211084369435707
single_model,PDRF_AUC,110,none,all,macro_auroc,0.8214483713004997
single_model,PDRF_AUC,110,none,all,macro_auprc,0.5477736951416178
single_model,PDRF_AUC,110,none,all,nll,2.4986282055522344
single_model,PDRF_AUC,110,none,affected,accuracy,0.4651558073654391
single_model,PDRF_AUC,110,none,affected,macro_f1,0.45742288614932947
single_model,PDRF_AUC,110,none,affected,macro_auroc,0.7746935972403182
single_model,PDRF_AUC,110,none,affected,macro_auprc,0.4678729139313164
single_model,PDRF_AUC,110,none,affected,nll,3.2199900324289663
single_model,PDRF_AUC,110,none,unaffected,accuracy,0.5898422470180839
single_model,PDRF_AUC,110,none,unaffected,macro_f1,0.5603106223399082
single_model,PDRF_AUC,110,none,unaffected,macro_auroc,0.8565189093619643
single_model,PDRF_AUC,110,none,unaffected,macro_auprc,0.6185663383401988
single_model,PDRF_AUC,110,none,unaffected,nll,2.008746087646335
ensemble,CAGF,-1,equal_probability,all,accuracy,0.5664527956003667
ensemble,CAGF,-1,equal_probability,all,macro_f1,0.5407050709213815
ensemble,CAGF,-1,equal_probability,all,macro_auroc,0.8537388337185132
ensemble,CAGF,-1,equal_probability,all,macro_auprc,0.6333484497665484
ensemble,CAGF,-1,equal_probability,all,nll,1.260550813093323
ensemble,CAGF,-1,equal_probability,affected,accuracy,0.5308781869688385
ensemble,CAGF,-1,equal_probability,affected,macro_f1,0.5118183022501145
ensemble,CAGF,-1,equal_probability,affected,macro_auroc,0.8375350757152719
ensemble,CAGF,-1,equal_probability,affected,macro_auprc,0.6055338375727003
ensemble,CAGF,-1,equal_probability,affected,nll,1.3593352545409578
ensemble,CAGF,-1,equal_probability,unaffected,accuracy,0.5906117737591381
ensemble,CAGF,-1,equal_probability,unaffected,macro_f1,0.5601500862790042
ensemble,CAGF,-1,equal_probability,unaffected,macro_auroc,0.8649225201902423
ensemble,CAGF,-1,equal_probability,unaffected,macro_auprc,0.6525215007000861
ensemble,CAGF,-1,equal_probability,unaffected,nll,1.1934655729413124
ensemble,CAGF,-1,calibration_stacking,all,accuracy,0.5609532538955087
ensemble,CAGF,-1,calibration_stacking,all,macro_f1,0.5326265262444232
ensemble,CAGF,-1,calibration_stacking,all,macro_auroc,0.8529153939767133
ensemble,CAGF,-1,calibration_stacking,all,macro_auprc,0.6134499223070294
ensemble,CAGF,-1,calibration_stacking,all,nll,1.4372627017535664
ensemble,CAGF,-1,calibration_stacking,affected,accuracy,0.5354107648725213
ensemble,CAGF,-1,calibration_stacking,affected,macro_f1,0.512994250113585
ensemble,CAGF,-1,calibration_stacking,affected,macro_auroc,0.8346877106518614
ensemble,CAGF,-1,calibration_stacking,affected,macro_auprc,0.5840157141435288
ensemble,CAGF,-1,calibration_stacking,affected,nll,1.5653248095650434
ensemble,CAGF,-1,calibration_stacking,unaffected,accuracy,0.5782993459022701
ensemble,CAGF,-1,calibration_stacking,unaffected,macro_f1,0.5466078869825468
ensemble,CAGF,-1,calibration_stacking,unaffected,macro_auroc,0.8663329976960171
ensemble,CAGF,-1,calibration_stacking,unaffected,macro_auprc,0.6363158520944474
ensemble,CAGF,-1,calibration_stacking,unaffected,nll,1.3502947832128749
ensemble,CAGF,-1,stacking_dirichlet,all,accuracy,0.4979376718606783
ensemble,CAGF,-1,stacking_dirichlet,all,macro_f1,0.48623005646856904
ensemble,CAGF,-1,stacking_dirichlet,all,macro_auroc,0.8160446994271986
ensemble,CAGF,-1,stacking_dirichlet,all,macro_auprc,0.5593592442441279
ensemble,CAGF,-1,stacking_dirichlet,all,nll,2.1918064406084263
ensemble,CAGF,-1,stacking_dirichlet,affected,accuracy,0.45042492917847027
ensemble,CAGF,-1,stacking_dirichlet,affected,macro_f1,0.43229078387241476
ensemble,CAGF,-1,stacking_dirichlet,affected,macro_auroc,0.7982040293333729
ensemble,CAGF,-1,stacking_dirichlet,affected,macro_auprc,0.5337955085468201
ensemble,CAGF,-1,stacking_dirichlet,affected,nll,2.4891617266903014
ensemble,CAGF,-1,stacking_dirichlet,unaffected,accuracy,0.5302039245863793
ensemble,CAGF,-1,stacking_dirichlet,unaffected,macro_f1,0.5210604549451242
ensemble,CAGF,-1,stacking_dirichlet,unaffected,macro_auroc,0.8287283270648507
ensemble,CAGF,-1,stacking_dirichlet,unaffected,macro_auprc,0.5823186209997991
ensemble,CAGF,-1,stacking_dirichlet,unaffected,nll,1.989870280572062
ensemble,PDRF,-1,equal_probability,all,accuracy,0.5618698441796517
ensemble,PDRF,-1,equal_probability,all,macro_f1,0.5442598908315562
ensemble,PDRF,-1,equal_probability,all,macro_auroc,0.8477830213284389
ensemble,PDRF,-1,equal_probability,all,macro_auprc,0.622626916947309
ensemble,PDRF,-1,equal_probability,all,nll,1.77967966592765
ensemble,PDRF,-1,equal_probability,affected,accuracy,0.4861189801699717
ensemble,PDRF,-1,equal_probability,affected,macro_f1,0.4804187162062144
ensemble,PDRF,-1,equal_probability,affected,macro_auroc,0.8090983807569129
ensemble,PDRF,-1,equal_probability,affected,macro_auprc,0.5535580189105035
ensemble,PDRF,-1,equal_probability,affected,nll,2.1916330426525317
ensemble,PDRF,-1,equal_probability,unaffected,accuracy,0.6133128126202385
ensemble,PDRF,-1,equal_probability,unaffected,macro_f1,0.5831246136995916
ensemble,PDRF,-1,equal_probability,unaffected,macro_auroc,0.874913779773991
ensemble,PDRF,-1,equal_probability,unaffected,macro_auprc,0.671068793684857
ensemble,PDRF,-1,equal_probability,unaffected,nll,1.4999191003565007
ensemble,PDRF,-1,calibration_stacking,all,accuracy,0.5705774518790101
ensemble,PDRF,-1,calibration_stacking,all,macro_f1,0.5504971626282944
ensemble,PDRF,-1,calibration_stacking,all,macro_auroc,0.8490197316958749
ensemble,PDRF,-1,calibration_stacking,all,macro_auprc,0.6272808286477334
ensemble,PDRF,-1,calibration_stacking,all,nll,1.884817651779437
ensemble,PDRF,-1,calibration_stacking,affected,accuracy,0.49971671388101985
ensemble,PDRF,-1,calibration_stacking,affected,macro_f1,0.494883828299572
ensemble,PDRF,-1,calibration_stacking,affected,macro_auroc,0.8107566497340993
ensemble,PDRF,-1,calibration_stacking,affected,macro_auprc,0.5593105162740403
ensemble,PDRF,-1,calibration_stacking,affected,nll,2.2888941108257788
ensemble,PDRF,-1,calibration_stacking,unaffected,accuracy,0.6186994998076183
ensemble,PDRF,-1,calibration_stacking,unaffected,macro_f1,0.5841542868325474
ensemble,PDRF,-1,calibration_stacking,unaffected,macro_auroc,0.8756229511901887
ensemble,PDRF,-1,calibration_stacking,unaffected,macro_auprc,0.6756383512867137
ensemble,PDRF,-1,calibration_stacking,unaffected,nll,1.610406358891098
ensemble,PDRF,-1,stacking_dirichlet,all,accuracy,0.5087076076993584
ensemble,PDRF,-1,stacking_dirichlet,all,macro_f1,0.5297241689790743
ensemble,PDRF,-1,stacking_dirichlet,all,macro_auroc,0.8154110693447172
ensemble,PDRF,-1,stacking_dirichlet,all,macro_auprc,0.574278914801674
ensemble,PDRF,-1,stacking_dirichlet,all,nll,2.1633358023699856
ensemble,PDRF,-1,stacking_dirichlet,affected,accuracy,0.45042492917847027
ensemble,PDRF,-1,stacking_dirichlet,affected,macro_f1,0.4689925509879868
ensemble,PDRF,-1,stacking_dirichlet,affected,macro_auroc,0.7860690832759899
ensemble,PDRF,-1,stacking_dirichlet,affected,macro_auprc,0.5206799519265115
ensemble,PDRF,-1,stacking_dirichlet,affected,nll,2.515535536419447
ensemble,PDRF,-1,stacking_dirichlet,unaffected,accuracy,0.5482878030011543
ensemble,PDRF,-1,stacking_dirichlet,unaffected,macro_f1,0.567688793942742
ensemble,PDRF,-1,stacking_dirichlet,unaffected,macro_auroc,0.8365432194855691
ensemble,PDRF,-1,stacking_dirichlet,unaffected,macro_auprc,0.6154637339475331
ensemble,PDRF,-1,stacking_dirichlet,unaffected,nll,1.9241543746680618
ensemble,PDRF_AUC,-1,equal_probability,all,accuracy,0.5600366636113657
ensemble,PDRF_AUC,-1,equal_probability,all,macro_f1,0.5417724152490305
ensemble,PDRF_AUC,-1,equal_probability,all,macro_auroc,0.8485628885341808
ensemble,PDRF_AUC,-1,equal_probability,all,macro_auprc,0.6222956747953908
ensemble,PDRF_AUC,-1,equal_probability,all,nll,1.8190996730156024
ensemble,PDRF_AUC,-1,equal_probability,affected,accuracy,0.48725212464589235
ensemble,PDRF_AUC,-1,equal_probability,affected,macro_f1,0.48064170095166797
ensemble,PDRF_AUC,-1,equal_probability,affected,macro_auroc,0.8106207628894015
ensemble,PDRF_AUC,-1,equal_probability,affected,macro_auprc,0.5540962326094981
ensemble,PDRF_AUC,-1,equal_probability,affected,nll,2.2189140930592557
ensemble,PDRF_AUC,-1,equal_probability,unaffected,accuracy,0.6094651789149673
ensemble,PDRF_AUC,-1,equal_probability,unaffected,macro_f1,0.5791621450086244
ensemble,PDRF_AUC,-1,equal_probability,unaffected,macro_auroc,0.875400100806652
ensemble,PDRF_AUC,-1,equal_probability,unaffected,macro_auprc,0.6704956116181365
ensemble,PDRF_AUC,-1,equal_probability,unaffected,nll,1.54758276213563
ensemble,PDRF_AUC,-1,calibration_stacking,all,accuracy,0.5705774518790101
ensemble,PDRF_AUC,-1,calibration_stacking,all,macro_f1,0.5511689318502275
ensemble,PDRF_AUC,-1,calibration_stacking,all,macro_auroc,0.8500531621033965
ensemble,PDRF_AUC,-1,calibration_stacking,all,macro_auprc,0.6269225997532535
ensemble,PDRF_AUC,-1,calibration_stacking,all,nll,1.9150486835852807
ensemble,PDRF_AUC,-1,calibration_stacking,affected,accuracy,0.5042492917847026
ensemble,PDRF_AUC,-1,calibration_stacking,affected,macro_f1,0.4994302882793969
ensemble,PDRF_AUC,-1,calibration_stacking,affected,macro_auroc,0.8132907823429717
ensemble,PDRF_AUC,-1,calibration_stacking,affected,macro_auprc,0.560013756486638
ensemble,PDRF_AUC,-1,calibration_stacking,affected,nll,2.301128192615647
ensemble,PDRF_AUC,-1,calibration_stacking,unaffected,accuracy,0.6156213928434013
ensemble,PDRF_AUC,-1,calibration_stacking,unaffected,macro_f1,0.5821647289866528
ensemble,PDRF_AUC,-1,calibration_stacking,unaffected,macro_auroc,0.8755589857990557
ensemble,PDRF_AUC,-1,calibration_stacking,unaffected,macro_auprc,0.6743092292716165
ensemble,PDRF_AUC,-1,calibration_stacking,unaffected,nll,1.6528592517120235
ensemble,PDRF_AUC,-1,stacking_dirichlet,all,accuracy,0.5096241979835013
ensemble,PDRF_AUC,-1,stacking_dirichlet,all,macro_f1,0.5283343422912423
ensemble,PDRF_AUC,-1,stacking_dirichlet,all,macro_auroc,0.8145940578332898
ensemble,PDRF_AUC,-1,stacking_dirichlet,all,macro_auprc,0.5681109998092649
ensemble,PDRF_AUC,-1,stacking_dirichlet,all,nll,2.152766429432334
ensemble,PDRF_AUC,-1,stacking_dirichlet,affected,accuracy,0.45439093484419263
ensemble,PDRF_AUC,-1,stacking_dirichlet,affected,macro_f1,0.4706602522725614
ensemble,PDRF_AUC,-1,stacking_dirichlet,affected,macro_auroc,0.786753627935533
ensemble,PDRF_AUC,-1,stacking_dirichlet,affected,macro_auprc,0.5182308070639584
ensemble,PDRF_AUC,-1,stacking_dirichlet,affected,nll,2.4865632841304115
ensemble,PDRF_AUC,-1,stacking_dirichlet,unaffected,accuracy,0.5471335128895729
ensemble,PDRF_AUC,-1,stacking_dirichlet,unaffected,macro_f1,0.5644034225609891
ensemble,PDRF_AUC,-1,stacking_dirichlet,unaffected,macro_auroc,0.8346082298049825
ensemble,PDRF_AUC,-1,stacking_dirichlet,unaffected,macro_auprc,0.6070987371985634
ensemble,PDRF_AUC,-1,stacking_dirichlet,unaffected,nll,1.9260825323403339
