seed,model,stress_type,level,metric,value
101,CFA,fault_modality,1.0,macro_auroc,0.7965665762488144
101,CFA,fault_modality,1.0,nll,2.6908580037526626
101,CFA,fault_modality,1.0,aurc,0.306636524620136
101,CFA,fault_modality,2.0,macro_auroc,0.8134784314946097
101,CFA,fault_modality,2.0,nll,2.373298574828858
101,CFA,fault_modality,2.0,aurc,0.27870359542775097
101,CFA,fault_modality,3.0,macro_auroc,0.7798433477603046
101,CFA,fault_modality,3.0,nll,2.9685497403359045
101,CFA,fault_modality,3.0,aurc,0.33564146629989944
101,CFA,reported_quality,0.15,macro_auroc,0.8436630827018874
101,CFA,reported_quality,0.15,nll,1.8591994386443613
101,CFA,reported_quality,0.15,aurc,0.22950013367209382
101,CFA,reported_quality,0.4,macro_auroc,0.8275159471871807
101,CFA,reported_quality,0.4,nll,2.0936830451444615
101,CFA,reported_quality,0.4,aurc,0.2589732732751996
101,CFA,reported_quality,0.7,macro_auroc,0.8100919145683517
101,CFA,reported_quality,0.7,nll,2.372317181410195
101,CFA,reported_quality,0.7,aurc,0.29013220498052367
101,CFA,reported_quality,1.0,macro_auroc,0.7973544677645421
101,CFA,reported_quality,1.0,nll,2.6053610431713246
101,CFA,reported_quality,1.0,aurc,0.30919389587804086
101,CRF_NR,severity,0.0,macro_auroc,0.8543405527977517
101,CRF_NR,severity,0.0,nll,1.685401274465588
101,CRF_NR,severity,0.0,aurc,0.21277810114130496
101,CRF_NR,severity,1.0,macro_auroc,0.8393654795953597
101,CRF_NR,severity,1.0,nll,1.8315404660972159
101,CRF_NR,severity,1.0,aurc,0.23725750383954983
101,CRF_NR,severity,2.0,macro_auroc,0.8215259713122546
101,CRF_NR,severity,2.0,nll,2.094921246703798
101,CRF_NR,severity,2.0,aurc,0.2639805479304136
101,CRF_NR,severity,3.0,macro_auroc,0.8051956249551866
101,CRF_NR,severity,3.0,nll,2.3734866398043057
101,CRF_NR,severity,3.0,aurc,0.2879936767809831
101,CRF_NR,severity,4.0,macro_auroc,0.7921044461102259
101,CRF_NR,severity,4.0,nll,2.633977649767989
101,CRF_NR,severity,4.0,aurc,0.30621302206258383
101,CRF_NR,severity,5.0,macro_auroc,0.7814927601825764
101,CRF_NR,severity,5.0,nll,2.8474339316645465
101,CRF_NR,severity,5.0,aurc,0.3246588782361724
101,CRF_NR,fraction,0.1,macro_auroc,0.8432200357479119
101,CRF_NR,fraction,0.1,nll,1.8381665604825574
101,CRF_NR,fraction,0.1,aurc,0.2285538201598606
101,CRF_NR,fraction,0.25,macro_auroc,0.8246915503211129
101,CRF_NR,fraction,0.25,nll,2.1059848441752127
101,CRF_NR,fraction,0.25,aurc,0.2546491042774706
101,CRF_NR,fraction,0.4,macro_auroc,0.8051956249551866
101,CRF_NR,fraction,0.4,nll,2.3734866398043057
101,CRF_NR,fraction,0.4,aurc,0.2879936767809831
101,CRF_NR,fraction,0.6,macro_auroc,0.7839813310085867
101,CRF_NR,fraction,0.6,nll,2.733245848579392
101,CRF_NR,fraction,0.6,aurc,0.32453058522881695
101,CRF_NR,fraction,0.8,macro_auroc,0.7682692777091286
101,CRF_NR,fraction,0.8,nll,3.0486495177504422
101,CRF_NR,fraction,0.8,aurc,0.35597422677907997
101,CRF_NR,fault_modality,0.0,macro_auroc,0.8051956249551866
101,CRF_NR,fault_modality,0.0,nll,2.3734866398043057
101,CRF_NR,fault_modality,0.0,aurc,0.2879936767809831
101,CRF_NR,fault_modality,1.0,macro_auroc,0.8003891148288779
101,CRF_NR,fault_modality,1.0,nll,2.545843866503606
101,CRF_NR,fault_modality,1.0,aurc,0.2963516759979916
101,CRF_NR,fault_modality,2.0,macro_auroc,0.8071234472881749
101,CRF_NR,fault_modality,2.0,nll,2.373875231873107
101,CRF_NR,fault_modality,2.0,aurc,0.28090657939191954
101,CRF_NR,fault_modality,3.0,macro_auroc,0.77840367962827
101,CRF_NR,fault_modality,3.0,nll,2.9150507562759667
101,CRF_NR,fault_modality,3.0,aurc,0.33557036565259524
101,CRF_NR,reported_quality,0.15,macro_auroc,0.8455085745355806
101,CRF_NR,reported_quality,0.15,nll,1.7753272409278307
