seed,epoch,train_loss,gradient_norm,selection_ce,method
106,1,3.60117644071579,0.4031256400048733,1.3443681001663208,QMF-PD-faithful
106,2,2.34136696656545,0.5637455011407534,0.8351699709892273,QMF-PD-faithful
106,3,1.5026799788077672,0.6289117423196634,0.6146360039710999,QMF-PD-faithful
106,4,1.1488105058670044,0.6704911217093468,0.5433151125907898,QMF-PD-faithful
106,5,0.9530386179685593,0.620311172058185,0.4983724355697632,QMF-PD-faithful
106,6,0.8408284162481626,0.6011023086806139,0.4947107136249542,QMF-PD-faithful
106,7,0.7892086083690325,0.5320188713570436,0.4710864722728729,QMF-PD-faithful
106,8,0.6995554814736048,0.4921562212208907,0.45725017786026,QMF-PD-faithful
106,9,0.6621657038728396,0.46863530948758125,0.4343023896217346,QMF-PD-faithful
106,10,0.6138987044493357,0.4296637922525406,0.4368407428264618,QMF-PD-faithful
106,11,0.5820230233172575,0.424237700800101,0.44186723232269287,QMF-PD-faithful
106,12,0.5671624951064587,0.47928764050205547,0.43999090790748596,QMF-PD-faithful
106,13,0.5578249990940094,0.4662606033186118,0.43288084864616394,QMF-PD-faithful
106,14,0.5116878611346086,0.37027749295036,0.4454643726348877,QMF-PD-faithful
106,15,0.47766916702191037,0.39058479604621726,0.43725642561912537,QMF-PD-faithful
106,16,0.45978137974937755,0.3824458618958791,0.4245602786540985,QMF-PD-faithful
106,17,0.43955106288194656,0.3678252138197422,0.42213037610054016,QMF-PD-faithful
106,18,0.4202122502028942,0.38289204736550647,0.43336573243141174,QMF-PD-faithful
106,19,0.4090016695360343,0.31044639212389785,0.4301462769508362,QMF-PD-faithful
106,20,0.396073330193758,0.33345987523595494,0.4352838695049286,QMF-PD-faithful
106,21,0.38163956875602406,0.344689866527915,0.4368610084056854,QMF-PD-faithful
106,22,0.3661464775602023,0.3393099680542946,0.43198227882385254,QMF-PD-faithful
106,23,0.35877564549446106,0.36215832581122714,0.44720694422721863,QMF-PD-faithful
106,24,0.3432003539055586,0.3162287088731925,0.41657555103302,QMF-PD-faithful
106,25,0.3360926906267802,0.33644258975982666,0.43546536564826965,QMF-PD-faithful
106,26,0.3255279529839754,0.36956198140978813,0.4384768009185791,QMF-PD-faithful
106,27,0.30861247703433037,0.32141517226894695,0.42884963750839233,QMF-PD-faithful
106,28,0.30720382432142895,0.2898412086069584,0.4143015742301941,QMF-PD-faithful
106,29,0.2943670240541299,0.2734984749307235,0.437633216381073,QMF-PD-faithful
106,30,0.30019306267301243,0.33795575114587945,0.4086204469203949,QMF-PD-faithful
106,31,0.28704968094825745,0.30281325553854305,0.42193251848220825,QMF-PD-faithful
106,32,0.27308772938946885,0.28890022449195385,0.4067181944847107,QMF-PD-faithful
106,33,0.2639457794527213,0.2677876949310303,0.41944780945777893,QMF-PD-faithful
106,34,0.26484682224690914,0.2995458443959554,0.43625950813293457,QMF-PD-faithful
106,35,0.25682007521390915,0.31670504497985047,0.42028379440307617,QMF-PD-faithful
106,36,0.25817020672063035,0.3721452845881383,0.42966708540916443,QMF-PD-faithful
106,37,0.2503551710397005,0.30532212431232136,0.41115087270736694,QMF-PD-faithful
106,38,0.2456678251425425,0.3077115534494321,0.40257740020751953,QMF-PD-faithful
106,39,0.23323953710496426,0.2935864683240652,0.41684290766716003,QMF-PD-faithful
106,40,0.24199629885454974,0.29021747844914597,0.4161194860935211,QMF-PD-faithful
106,41,0.2391877993941307,0.31562506159146625,0.43462806940078735,QMF-PD-faithful
106,42,0.2208388696114222,0.26223902218043804,0.41842132806777954,QMF-PD-faithful
106,43,0.22528670728206635,0.286324725796779,0.43608641624450684,QMF-PD-faithful
106,44,0.21807303031285605,0.2842468762149413,0.45650210976600647,QMF-PD-faithful
