method,seed,subset,metric,value
PDRF_REC,104,affected,macro_f1,0.474283337818763
PDRF_REC,104,affected,macro_auroc,0.7887870035527492
PDRF_REC,104,affected,macro_auprc,0.5006621593319305
PDRF_REC,104,affected,nll,2.9499641296565327
PDRF_REC,104,affected,brier,0.8651255737108363
PDRF_REC,104,affected,ece15,0.37308940475453056
PDRF_REC,104,unaffected,accuracy,0.5894574836475568
PDRF_REC,104,unaffected,macro_f1,0.5626572192034166
PDRF_REC,104,unaffected,macro_auroc,0.8645082791674922
PDRF_REC,104,unaffected,macro_auprc,0.640522292611042
PDRF_REC,104,unaffected,nll,1.8390588091555324
PDRF_REC,104,unaffected,brier,0.6349192921188513
PDRF_REC,104,unaffected,ece15,0.2556711209421205
PDRF_REC,105,all,accuracy,0.5446837763519706
PDRF_REC,105,all,macro_f1,0.5341072684161229
PDRF_REC,105,all,macro_auroc,0.8378506215220359
PDRF_REC,105,all,macro_auprc,0.6010272266369845
PDRF_REC,105,all,nll,1.870566744381058
PDRF_REC,105,all,brier,0.6542985387530078
PDRF_REC,105,all,ece15,0.22592180945477716
PDRF_REC,105,affected,accuracy,0.4776203966005666
PDRF_REC,105,affected,macro_f1,0.474415271860503
PDRF_REC,105,affected,macro_auroc,0.8009515470618421
PDRF_REC,105,affected,macro_auprc,0.544381377642847
PDRF_REC,105,affected,nll,2.419222900909443
PDRF_REC,105,affected,brier,0.7758987537326305
PDRF_REC,105,affected,ece15,0.3082317649305035
PDRF_REC,105,unaffected,accuracy,0.590227010388611
PDRF_REC,105,unaffected,macro_f1,0.571018408530649
PDRF_REC,105,unaffected,macro_auroc,0.8655577445136946
PDRF_REC,105,unaffected,macro_auprc,0.6466146274558554
PDRF_REC,105,unaffected,nll,1.497970316419304
PDRF_REC,105,unaffected,brier,0.5717189391227523
PDRF_REC,105,unaffected,ece15,0.17058285832313355
PDRF_REC,106,all,accuracy,0.5494958753437214
PDRF_REC,106,all,macro_f1,0.5343221527057452
PDRF_REC,106,all,macro_auroc,0.8406971285466361
PDRF_REC,106,all,macro_auprc,0.5954092518811942
PDRF_REC,106,all,nll,2.503047639193338
PDRF_REC,106,all,brier,0.721527155370192
PDRF_REC,106,all,ece15,0.314174743582632
PDRF_REC,106,affected,accuracy,0.486685552407932
PDRF_REC,106,affected,macro_f1,0.47738183253360184
PDRF_REC,106,affected,macro_auroc,0.8043234319507356
PDRF_REC,106,affected,macro_auprc,0.5314061130640004
PDRF_REC,106,affected,nll,3.222613018659553
PDRF_REC,106,affected,brier,0.8504580584598589
PDRF_REC,106,affected,ece15,0.3841291614024565
PDRF_REC,106,unaffected,accuracy,0.5921508272412467
PDRF_REC,106,unaffected,macro_f1,0.570664232050783
PDRF_REC,106,unaffected,macro_auroc,0.8681161338102933
PDRF_REC,106,unaffected,macro_auprc,0.648601963524463
PDRF_REC,106,unaffected,nll,2.014385501925978
PDRF_REC,106,unaffected,brier,0.6339692315713222
PDRF_REC,106,unaffected,ece15,0.26685827994011785
PDRF_REC,107,all,accuracy,0.5556828597616865
PDRF_REC,107,all,macro_f1,0.5427551848311737
PDRF_REC,107,all,macro_auroc,0.8382825946897903
PDRF_REC,107,all,macro_auprc,0.5923234504237364
PDRF_REC,107,all,nll,2.0025505744447774
PDRF_REC,107,all,brier,0.6676193351242466
PDRF_REC,107,all,ece15,0.24817325810600482
PDRF_REC,107,affected,accuracy,0.48158640226628896
PDRF_REC,107,affected,macro_f1,0.4771748794241815
PDRF_REC,107,affected,macro_auroc,0.7988327842324344
PDRF_REC,107,affected,macro_auprc,0.5284253166444196
PDRF_REC,107,affected,nll,2.656264428906471
PDRF_REC,107,affected,brier,0.8064611985032348
