seed,method,fault,subset,metric,value
101,Q_ONLY,natural,all,class_2_auroc,0.8910700503746852
101,Q_ONLY,natural,all,class_2_auprc,0.7371506866789149
101,Q_ONLY,natural,all,class_3_precision,0.7146666666666667
101,Q_ONLY,natural,all,class_3_recall,0.7243243243243244
101,Q_ONLY,natural,all,class_3_f1,0.7194630872483222
101,Q_ONLY,natural,all,class_3_auroc,0.8965664339836525
101,Q_ONLY,natural,all,class_3_auprc,0.8233564526682491
101,Q_ONLY,natural,all,class_4_precision,0.2903752039151713
101,Q_ONLY,natural,all,class_4_recall,0.2514124293785311
101,Q_ONLY,natural,all,class_4_f1,0.26949280847842544
101,Q_ONLY,natural,all,class_4_auroc,0.7531968963641533
101,Q_ONLY,natural,all,class_4_auprc,0.2791159732466077
101,Q_ONLY,natural,all,class_5_precision,0.5499398315282792
101,Q_ONLY,natural,all,class_5_recall,0.5566382460414129
101,Q_ONLY,natural,all,class_5_f1,0.5532687651331719
101,Q_ONLY,natural,all,class_5_auroc,0.798051982207114
101,Q_ONLY,natural,all,class_5_auprc,0.6008690571033966
101,Q_ONLY,natural,all,class_6_precision,0.417890520694259
101,Q_ONLY,natural,all,class_6_recall,0.43532684283727396
101,Q_ONLY,natural,all,class_6_f1,0.4264305177111717
101,Q_ONLY,natural,all,class_6_auroc,0.8201228272005585
101,Q_ONLY,natural,all,class_6_auprc,0.42382698094986365
101,Q_ONLY,silent,all,accuracy,0.49977085242896424
101,Q_ONLY,silent,all,macro_f1,0.49797361528134926
101,Q_ONLY,silent,all,macro_auroc,0.7803764791374599
101,Q_ONLY,silent,all,macro_auprc,0.48137685629957305
101,Q_ONLY,silent,all,nll,2.5346456074415604
101,Q_ONLY,silent,all,class_1_precision,0.5336463223787168
101,Q_ONLY,silent,all,class_1_recall,0.4934876989869754
101,Q_ONLY,silent,all,class_1_f1,0.512781954887218
101,Q_ONLY,silent,all,class_1_auroc,0.7809883441691099
101,Q_ONLY,silent,all,class_1_auprc,0.4204846797593042
101,Q_ONLY,silent,all,class_2_precision,0.6627218934911243
101,Q_ONLY,silent,all,class_2_recall,0.654014598540146
101,Q_ONLY,silent,all,class_2_f1,0.6583394562821455
101,Q_ONLY,silent,all,class_2_auroc,0.8361574769405364
101,Q_ONLY,silent,all,class_2_auprc,0.6358102666938534
101,Q_ONLY,silent,all,class_3_precision,0.6648501362397821
101,Q_ONLY,silent,all,class_3_recall,0.6594594594594595
101,Q_ONLY,silent,all,class_3_f1,0.6621438263229308
101,Q_ONLY,silent,all,class_3_auroc,0.8493593759322235
101,Q_ONLY,silent,all,class_3_auprc,0.7230506228704088
101,Q_ONLY,silent,all,class_4_precision,0.2575516693163752
101,Q_ONLY,silent,all,class_4_recall,0.2288135593220339
101,Q_ONLY,silent,all,class_4_f1,0.2423335826477188
101,Q_ONLY,silent,all,class_4_auroc,0.6887768268862269
101,Q_ONLY,silent,all,class_4_auprc,0.24171758764831044
101,Q_ONLY,silent,all,class_5_precision,0.505656108597285
101,Q_ONLY,silent,all,class_5_recall,0.5444579780755177
101,Q_ONLY,silent,all,class_5_f1,0.5243401759530791
101,Q_ONLY,silent,all,class_5_auroc,0.7742000747386467
101,Q_ONLY,silent,all,class_5_auprc,0.5411350816498266
101,Q_ONLY,silent,all,class_6_precision,0.36783042394014964
101,Q_ONLY,silent,all,class_6_recall,0.4102920723226704
101,Q_ONLY,silent,all,class_6_f1,0.3879026955950033
101,Q_ONLY,silent,all,class_6_auroc,0.7527767761580156
101,Q_ONLY,silent,all,class_6_auprc,0.3260628991757345
101,Q_ONLY,silent,affected,accuracy,0.4062322946175637
101,Q_ONLY,silent,affected,macro_f1,0.4047809750981963
101,Q_ONLY,silent,affected,macro_auroc,0.7140874696231809
101,Q_ONLY,silent,affected,macro_auprc,0.38816539017356205
101,Q_ONLY,silent,affected,nll,3.732306202606015
101,Q_ONLY,silent,affected,class_1_precision,0.461864406779661
101,Q_ONLY,silent,affected,class_1_recall,0.3906810035842294
101,Q_ONLY,silent,affected,class_1_f1,0.42330097087378643
101,Q_ONLY,silent,affected,class_1_auroc,0.7300202125452853
101,Q_ONLY,silent,affected,class_1_auprc,0.3700920962892764
101,Q_ONLY,silent,affected,class_2_precision,0.532520325203252
101,Q_ONLY,silent,affected,class_2_recall,0.4712230215827338
101,Q_ONLY,silent,affected,class_2_f1,0.5
101,Q_ONLY,silent,affected,class_2_auroc,0.7438350597262607
101,Q_ONLY,silent,affected,class_2_auprc,0.45890056741052027
101,Q_ONLY,silent,affected,class_3_precision,0.5084175084175084
101,Q_ONLY,silent,affected,class_3_recall,0.5084175084175084
101,Q_ONLY,silent,affected,class_3_f1,0.5084175084175084
101,Q_ONLY,silent,affected,class_3_auroc,0.7777548417875395
101,Q_ONLY,silent,affected,class_3_auprc,0.5308889017029048
101,Q_ONLY,silent,affected,class_4_precision,0.20553359683794467
101,Q_ONLY,silent,affected,class_4_recall,0.17105263157894737
101,Q_ONLY,silent,affected,class_4_f1,0.1867145421903052
101,Q_ONLY,silent,affected,class_4_auroc,0.6092843762383371
101,Q_ONLY,silent,affected,class_4_auprc,0.20742465430798854
101,Q_ONLY,silent,affected,class_5_precision,0.4114713216957606
101,Q_ONLY,silent,affected,class_5_recall,0.5238095238095238
101,Q_ONLY,silent,affected,class_5_f1,0.46089385474860334
101,Q_ONLY,silent,affected,class_5_auroc,0.7383163656267104
101,Q_ONLY,silent,affected,class_5_auprc,0.4814992291777167
101,Q_ONLY,silent,affected,class_6_precision,0.32831325301204817
101,Q_ONLY,silent,affected,class_6_recall,0.3732876712328767
101,Q_ONLY,silent,affected,class_6_f1,0.34935897435897434
101,Q_ONLY,silent,affected,class_6_auroc,0.6853139618149522
101,Q_ONLY,silent,affected,class_6_auprc,0.280186892152966
101,Q_ONLY,silent,unaffected,accuracy,0.5632935744517122
101,Q_ONLY,silent,unaffected,macro_f1,0.5599568988325728
101,Q_ONLY,silent,unaffected,macro_auroc,0.8359135459232121
101,Q_ONLY,silent,unaffected,macro_auprc,0.5645514675410833
101,Q_ONLY,silent,unaffected,nll,1.721305495681167
101,Q_ONLY,silent,unaffected,class_1_precision,0.575682382133995
101,Q_ONLY,silent,unaffected,class_1_recall,0.5631067961165048
101,Q_ONLY,silent,unaffected,class_1_f1,0.5693251533742332
101,Q_ONLY,silent,unaffected,class_1_auroc,0.8220819405045702
101,Q_ONLY,silent,unaffected,class_1_auprc,0.4615815014035978
101,Q_ONLY,silent,unaffected,class_2_precision,0.7372093023255814
101,Q_ONLY,silent,unaffected,class_2_recall,0.7788697788697788
101,Q_ONLY,silent,unaffected,class_2_f1,0.7574671445639187
101,Q_ONLY,silent,unaffected,class_2_auroc,0.9135229290338779
101,Q_ONLY,silent,unaffected,class_2_auprc,0.7864483004149874
101,Q_ONLY,silent,unaffected,class_3_precision,0.7711670480549199
101,Q_ONLY,silent,unaffected,class_3_recall,0.7607223476297968
101,Q_ONLY,silent,unaffected,class_3_f1,0.7659090909090909
101,Q_ONLY,silent,unaffected,class_3_auroc,0.9098772076037474
101,Q_ONLY,silent,unaffected,class_3_auprc,0.8516273749604572
101,Q_ONLY,silent,unaffected,class_4_precision,0.2925531914893617
101,Q_ONLY,silent,unaffected,class_4_recall,0.2722772277227723
101,Q_ONLY,silent,unaffected,class_4_f1,0.28205128205128205
101,Q_ONLY,silent,unaffected,class_4_auroc,0.7589007420104196
101,Q_ONLY,silent,unaffected,class_4_auprc,0.2807564963182443
101,Q_ONLY,silent,unaffected,class_5_precision,0.5838509316770186
101,Q_ONLY,silent,unaffected,class_5_recall,0.5573122529644269
101,Q_ONLY,silent,unaffected,class_5_f1,0.570273003033367
101,Q_ONLY,silent,unaffected,class_5_auroc,0.8061786984282258
101,Q_ONLY,silent,unaffected,class_5_auprc,0.6137716009424816
101,Q_ONLY,silent,unaffected,class_6_precision,0.39574468085106385
101,Q_ONLY,silent,unaffected,class_6_recall,0.43559718969555034
101,Q_ONLY,silent,unaffected,class_6_f1,0.41471571906354515
101,Q_ONLY,silent,unaffected,class_6_auroc,0.804919757958432
101,Q_ONLY,silent,unaffected,class_6_auprc,0.3931235312067322
101,CAGF,natural,all,accuracy,0.483730522456462
101,CAGF,natural,all,macro_f1,0.47363936250718425
101,CAGF,natural,all,macro_auroc,0.7748605726315221
101,CAGF,natural,all,macro_auprc,0.4915193093470058
101,CAGF,natural,all,nll,1.974780783759336
101,CAGF,natural,all,class_1_precision,0.4522144522144522
101,CAGF,natural,all,class_1_recall,0.5615050651230101
101,CAGF,natural,all,class_1_f1,0.5009683666881859
101,CAGF,natural,all,class_1_auroc,0.783195753578643
101,CAGF,natural,all,class_1_auprc,0.4290619799340292
101,CAGF,natural,all,class_2_precision,0.6560975609756098
101,CAGF,natural,all,class_2_recall,0.7854014598540145
101,CAGF,natural,all,class_2_f1,0.7149501661129568
101,CAGF,natural,all,class_2_auroc,0.8786729970656101
101,CAGF,natural,all,class_2_auprc,0.6925019172202044
101,CAGF,natural,all,class_3_precision,0.6148908857509627
101,CAGF,natural,all,class_3_recall,0.6472972972972973
101,CAGF,natural,all,class_3_f1,0.630678077682686
101,CAGF,natural,all,class_3_auroc,0.8496573145993676
101,CAGF,natural,all,class_3_auprc,0.7569087600161232
101,CAGF,natural,all,class_4_precision,0.17454545454545456
101,CAGF,natural,all,class_4_recall,0.13559322033898305
101,CAGF,natural,all,class_4_f1,0.15262321144674085
101,CAGF,natural,all,class_4_auroc,0.6483027667544412
101,CAGF,natural,all,class_4_auprc,0.20640491529088978
101,CAGF,natural,all,class_5_precision,0.5306451612903226
101,CAGF,natural,all,class_5_recall,0.4007308160779537
101,CAGF,natural,all,class_5_f1,0.45662734212352535
101,CAGF,natural,all,class_5_auroc,0.7017298868297371
101,CAGF,natural,all,class_5_auprc,0.4948619518859347
101,CAGF,natural,all,class_6_precision,0.3812754409769335
101,CAGF,natural,all,class_6_recall,0.3908205841446453
101,CAGF,natural,all,class_6_f1,0.385989010989011
101,CAGF,natural,all,class_6_auroc,0.7876047169613335
101,CAGF,natural,all,class_6_auprc,0.36937633173485307
101,CAGF,silent,all,accuracy,0.4576076993583868
101,CAGF,silent,all,macro_f1,0.44837173292881677
101,CAGF,silent,all,macro_auroc,0.7475975774827387
101,CAGF,silent,all,macro_auprc,0.4553968440452931
101,CAGF,silent,all,nll,2.401820051512761
101,CAGF,silent,all,class_1_precision,0.44218551461245237
101,CAGF,silent,all,class_1_recall,0.5036179450072359
101,CAGF,silent,all,class_1_f1,0.4709066305818674
101,CAGF,silent,all,class_1_auroc,0.7439747868731933
101,CAGF,silent,all,class_1_auprc,0.38031138821111143
101,CAGF,silent,all,class_2_precision,0.6301204819277109
101,CAGF,silent,all,class_2_recall,0.7635036496350365
101,CAGF,silent,all,class_2_f1,0.6904290429042904
101,CAGF,silent,all,class_2_auroc,0.8537594514536042
101,CAGF,silent,all,class_2_auprc,0.6733143226949742
101,CAGF,silent,all,class_3_precision,0.5657894736842105
101,CAGF,silent,all,class_3_recall,0.6391891891891892
101,CAGF,silent,all,class_3_f1,0.600253807106599
101,CAGF,silent,all,class_3_auroc,0.8304896784201421
101,CAGF,silent,all,class_3_auprc,0.7353883904071902
101,CAGF,silent,all,class_4_precision,0.1835016835016835
101,CAGF,silent,all,class_4_recall,0.153954802259887
101,CAGF,silent,all,class_4_f1,0.1674347158218126
101,CAGF,silent,all,class_4_auroc,0.6293408250812842
101,CAGF,silent,all,class_4_auprc,0.2034041587942342
101,CAGF,silent,all,class_5_precision,0.4813614262560778
101,CAGF,silent,all,class_5_recall,0.3617539585870889
101,CAGF,silent,all,class_5_f1,0.41307371349095967
101,CAGF,silent,all,class_5_auroc,0.6670903804760927
101,CAGF,silent,all,class_5_auprc,0.426098527362201
101,CAGF,silent,all,class_6_precision,0.35285714285714287
101,CAGF,silent,all,class_6_recall,0.3435326842837274
101,CAGF,silent,all,class_6_f1,0.34813248766737137
101,CAGF,silent,all,class_6_auroc,0.7609303425921156
101,CAGF,silent,all,class_6_auprc,0.31386427680204787
101,CAGF,silent,affected,accuracy,0.40793201133144474
101,CAGF,silent,affected,macro_f1,0.40179854175511204
101,CAGF,silent,affected,macro_auroc,0.7058280499629546
101,CAGF,silent,affected,macro_auprc,0.4030052838853962
101,CAGF,silent,affected,nll,3.064261982139175
101,CAGF,silent,affected,class_1_precision,0.44696969696969696
101,CAGF,silent,affected,class_1_recall,0.4229390681003584
101,CAGF,silent,affected,class_1_f1,0.43462246777163904
101,CAGF,silent,affected,class_1_auroc,0.7015731052547793
101,CAGF,silent,affected,class_1_auprc,0.3471773667485391
101,CAGF,silent,affected,class_2_precision,0.520891364902507
101,CAGF,silent,affected,class_2_recall,0.6726618705035972
101,CAGF,silent,affected,class_2_f1,0.5871271585557299
101,CAGF,silent,affected,class_2_auroc,0.7823874054757538
101,CAGF,silent,affected,class_2_auprc,0.5483877472988664
101,CAGF,silent,affected,class_3_precision,0.49421965317919075
101,CAGF,silent,affected,class_3_recall,0.5757575757575758
101,CAGF,silent,affected,class_3_f1,0.5318818040435459
101,CAGF,silent,affected,class_3_auroc,0.784254901421114
101,CAGF,silent,affected,class_3_auprc,0.6485958527848149
101,CAGF,silent,affected,class_4_precision,0.20610687022900764
101,CAGF,silent,affected,class_4_recall,0.17763157894736842
101,CAGF,silent,affected,class_4_f1,0.19081272084805653
101,CAGF,silent,affected,class_4_auroc,0.6005642314204401
101,CAGF,silent,affected,class_4_auprc,0.21396959903400523
101,CAGF,silent,affected,class_5_precision,0.392
101,CAGF,silent,affected,class_5_recall,0.3111111111111111
101,CAGF,silent,affected,class_5_f1,0.34690265486725663
101,CAGF,silent,affected,class_5_auroc,0.6367575259989053
101,CAGF,silent,affected,class_5_auprc,0.3697153508087253
101,CAGF,silent,affected,class_6_precision,0.323943661971831
101,CAGF,silent,affected,class_6_recall,0.3150684931506849
101,CAGF,silent,affected,class_6_f1,0.3194444444444444
101,CAGF,silent,affected,class_6_auroc,0.729431130206735
101,CAGF,silent,affected,class_6_auprc,0.2901857866374262
101,CAGF,silent,unaffected,accuracy,0.4913428241631397
101,CAGF,silent,unaffected,macro_f1,0.4796364213727084
101,CAGF,silent,unaffected,macro_auroc,0.7800929798453149
101,CAGF,silent,unaffected,macro_auprc,0.5026631914700878
101,CAGF,silent,unaffected,nll,1.9519508681516136
101,CAGF,silent,unaffected,class_1_precision,0.4397705544933078
101,CAGF,silent,unaffected,class_1_recall,0.558252427184466
101,CAGF,silent,unaffected,class_1_f1,0.4919786096256685
101,CAGF,silent,unaffected,class_1_auroc,0.7747701555084989
101,CAGF,silent,unaffected,class_1_auprc,0.4051870008764576
101,CAGF,silent,unaffected,class_2_precision,0.7133757961783439
101,CAGF,silent,unaffected,class_2_recall,0.8255528255528255
101,CAGF,silent,unaffected,class_2_f1,0.765375854214123
101,CAGF,silent,unaffected,class_2_auroc,0.9091973941426496
101,CAGF,silent,unaffected,class_2_auprc,0.77424565801108
101,CAGF,silent,unaffected,class_3_precision,0.6163265306122448
101,CAGF,silent,unaffected,class_3_recall,0.6817155756207675
101,CAGF,silent,unaffected,class_3_f1,0.647374062165059
101,CAGF,silent,unaffected,class_3_auroc,0.8669459370039829
101,CAGF,silent,unaffected,class_3_auprc,0.7916280089383841
101,CAGF,silent,unaffected,class_4_precision,0.16566265060240964
101,CAGF,silent,unaffected,class_4_recall,0.13613861386138615
101,CAGF,silent,unaffected,class_4_f1,0.14945652173913043
101,CAGF,silent,unaffected,class_4_auroc,0.6546606824691581
101,CAGF,silent,unaffected,class_4_auprc,0.20085740993207274
101,CAGF,silent,unaffected,class_5_precision,0.5422343324250681
101,CAGF,silent,unaffected,class_5_recall,0.3932806324110672
101,CAGF,silent,unaffected,class_5_f1,0.4558991981672394
101,CAGF,silent,unaffected,class_5_auroc,0.6923747330174551
101,CAGF,silent,unaffected,class_5_auprc,0.4977370478547729
101,CAGF,silent,unaffected,class_6_precision,0.37259615384615385
101,CAGF,silent,unaffected,class_6_recall,0.3629976580796253
101,CAGF,silent,unaffected,class_6_f1,0.36773428232502964
101,CAGF,silent,unaffected,class_6_auroc,0.7826089769301436
101,CAGF,silent,unaffected,class_6_auprc,0.34632402320775946
101,DWR,natural,all,accuracy,0.4933547204399633
101,DWR,natural,all,macro_f1,0.49298491801578675
101,DWR,natural,all,macro_auroc,0.8028507464452379
101,DWR,natural,all,macro_auprc,0.5125883345861443
101,DWR,natural,all,nll,1.8789728424739738
101,DWR,natural,all,class_1_precision,0.4341517857142857
101,DWR,natural,all,class_1_recall,0.5629522431259045
101,DWR,natural,all,class_1_f1,0.4902331442974165
101,DWR,natural,all,class_1_auroc,0.7673041788496098
101,DWR,natural,all,class_1_auprc,0.410855942223715
101,DWR,natural,all,class_2_precision,0.7134328358208956
101,DWR,natural,all,class_2_recall,0.6978102189781021
101,DWR,natural,all,class_2_f1,0.7055350553505535
101,DWR,natural,all,class_2_auroc,0.885140559061789
101,DWR,natural,all,class_2_auprc,0.6606491787052049
101,DWR,natural,all,class_3_precision,0.8087986463620981
101,DWR,natural,all,class_3_recall,0.6459459459459459
101,DWR,natural,all,class_3_f1,0.7182569496619083
101,DWR,natural,all,class_3_auroc,0.8834478103931747
101,DWR,natural,all,class_3_auprc,0.7996981528448982
101,DWR,natural,all,class_4_precision,0.2234375
101,DWR,natural,all,class_4_recall,0.2019774011299435
101,DWR,natural,all,class_4_f1,0.21216617210682492
101,DWR,natural,all,class_4_auroc,0.7367092172606906
101,DWR,natural,all,class_4_auprc,0.25431693566579877
101,DWR,natural,all,class_5_precision,0.47195767195767196
101,DWR,natural,all,class_5_recall,0.5432399512789281
101,DWR,natural,all,class_5_f1,0.5050962627406569
101,DWR,natural,all,class_5_auroc,0.6990459649553441
101,DWR,natural,all,class_5_auprc,0.5066431965501101
101,DWR,natural,all,class_6_precision,0.3520900321543408
101,DWR,natural,all,class_6_recall,0.3045897079276773
101,DWR,natural,all,class_6_f1,0.32662192393736017
101,DWR,natural,all,class_6_auroc,0.8454567481508192
101,DWR,natural,all,class_6_auprc,0.44336660152713847
101,DWR,silent,all,accuracy,0.46241979835013747
101,DWR,silent,all,macro_f1,0.4553564324713138
101,DWR,silent,all,macro_auroc,0.7777642517996876
101,DWR,silent,all,macro_auprc,0.4751548782035548
101,DWR,silent,all,nll,2.1334405373197196
101,DWR,silent,all,class_1_precision,0.3621621621621622
101,DWR,silent,all,class_1_recall,0.5817655571635311
101,DWR,silent,all,class_1_f1,0.4464186563020544
101,DWR,silent,all,class_1_auroc,0.757242095583093
101,DWR,silent,all,class_1_auprc,0.37237284272580623
101,DWR,silent,all,class_2_precision,0.6474530831099196
101,DWR,silent,all,class_2_recall,0.7051094890510949
101,DWR,silent,all,class_2_f1,0.6750524109014675
101,DWR,silent,all,class_2_auroc,0.8668239346220312
101,DWR,silent,all,class_2_auprc,0.6327399498883368
101,DWR,silent,all,class_3_precision,0.7127329192546584
101,DWR,silent,all,class_3_recall,0.6202702702702703
101,DWR,silent,all,class_3_f1,0.6632947976878613
101,DWR,silent,all,class_3_auroc,0.8601157448839568
101,DWR,silent,all,class_3_auprc,0.7597289460998247
101,DWR,silent,all,class_4_precision,0.2137546468401487
101,DWR,silent,all,class_4_recall,0.16242937853107345
101,DWR,silent,all,class_4_f1,0.18459069020866772
101,DWR,silent,all,class_4_auroc,0.7074737448849658
101,DWR,silent,all,class_4_auprc,0.2417437378559636
101,DWR,silent,all,class_5_precision,0.4920212765957447
101,DWR,silent,all,class_5_recall,0.45066991473812423
101,DWR,silent,all,class_5_f1,0.47043865225683407
101,DWR,silent,all,class_5_auroc,0.6731095230581101
101,DWR,silent,all,class_5_auprc,0.4820127880370407
101,DWR,silent,all,class_6_precision,0.32926829268292684
101,DWR,silent,all,class_6_recall,0.26286509040333794
101,DWR,silent,all,class_6_f1,0.2923433874709977
101,DWR,silent,all,class_6_auroc,0.8018204677659683
101,DWR,silent,all,class_6_auprc,0.36233100461435647
101,DWR,silent,affected,accuracy,0.401699716713881
101,DWR,silent,affected,macro_f1,0.38785744304709696
101,DWR,silent,affected,macro_auroc,0.7307213509251197
101,DWR,silent,affected,macro_auprc,0.4108348426810033
101,DWR,silent,affected,nll,2.5578106220367114
101,DWR,silent,affected,class_1_precision,0.3044280442804428
101,DWR,silent,affected,class_1_recall,0.5913978494623656
101,DWR,silent,affected,class_1_f1,0.40194884287454324
101,DWR,silent,affected,class_1_auroc,0.754178786957843
101,DWR,silent,affected,class_1_auprc,0.3561270057133098
101,DWR,silent,affected,class_2_precision,0.5134408602150538
101,DWR,silent,affected,class_2_recall,0.6870503597122302
101,DWR,silent,affected,class_2_f1,0.5876923076923077
101,DWR,silent,affected,class_2_auroc,0.8048385770200249
101,DWR,silent,affected,class_2_auprc,0.5156578034697021
101,DWR,silent,affected,class_3_precision,0.564748201438849
101,DWR,silent,affected,class_3_recall,0.5286195286195287
101,DWR,silent,affected,class_3_f1,0.5460869565217391
101,DWR,silent,affected,class_3_auroc,0.7914499215589134
101,DWR,silent,affected,class_3_auprc,0.6417250057381436
101,DWR,silent,affected,class_4_precision,0.2
101,DWR,silent,affected,class_4_recall,0.11842105263157894
101,DWR,silent,affected,class_4_f1,0.1487603305785124
101,DWR,silent,affected,class_4_auroc,0.6388108361252206
101,DWR,silent,affected,class_4_auprc,0.2204414156556419
101,DWR,silent,affected,class_5_precision,0.5511363636363636
101,DWR,silent,affected,class_5_recall,0.30793650793650795
101,DWR,silent,affected,class_5_f1,0.395112016293279
101,DWR,silent,affected,class_5_auroc,0.6463798576902026
101,DWR,silent,affected,class_5_auprc,0.4311758167744714
101,DWR,silent,affected,class_6_precision,0.2903225806451613
101,DWR,silent,affected,class_6_recall,0.21575342465753425
101,DWR,silent,affected,class_6_f1,0.2475442043222004
101,DWR,silent,affected,class_6_auroc,0.7486701261985139
101,DWR,silent,affected,class_6_auprc,0.29988200873475096
101,DWR,silent,unaffected,accuracy,0.5036552520200077
101,DWR,silent,unaffected,macro_f1,0.5019053698161329
101,DWR,silent,unaffected,macro_auroc,0.8094699307118622
101,DWR,silent,unaffected,macro_auprc,0.5267051094315235
101,DWR,silent,unaffected,nll,1.8452476941009854
101,DWR,silent,unaffected,class_1_precision,0.41725352112676056
101,DWR,silent,unaffected,class_1_recall,0.5752427184466019
101,DWR,silent,unaffected,class_1_f1,0.48367346938775513
101,DWR,silent,unaffected,class_1_auroc,0.7521053355884951
101,DWR,silent,unaffected,class_1_auprc,0.3792652426481136
101,DWR,silent,unaffected,class_2_precision,0.7807486631016043
101,DWR,silent,unaffected,class_2_recall,0.7174447174447175
101,DWR,silent,unaffected,class_2_f1,0.7477592829705506
101,DWR,silent,unaffected,class_2_auroc,0.9115669667676967
101,DWR,silent,unaffected,class_2_auprc,0.7472096846513346
101,DWR,silent,unaffected,class_3_precision,0.825136612021858
101,DWR,silent,unaffected,class_3_recall,0.6817155756207675
101,DWR,silent,unaffected,class_3_f1,0.7466007416563659
101,DWR,silent,unaffected,class_3_auroc,0.9059436210355267
101,DWR,silent,unaffected,class_3_auprc,0.8353984686565654
101,DWR,silent,unaffected,class_4_precision,0.2206703910614525
101,DWR,silent,unaffected,class_4_recall,0.19554455445544555
101,DWR,silent,unaffected,class_4_f1,0.2073490813648294
101,DWR,silent,unaffected,class_4_auroc,0.754850131938023
101,DWR,silent,unaffected,class_4_auprc,0.2570947792886679
101,DWR,silent,unaffected,class_5_precision,0.4739583333333333
101,DWR,silent,unaffected,class_5_recall,0.5395256916996047
101,DWR,silent,unaffected,class_5_f1,0.5046210720887245
101,DWR,silent,unaffected,class_5_auroc,0.691293583543111
101,DWR,silent,unaffected,class_5_auprc,0.5166448893068626
101,DWR,silent,unaffected,class_6_precision,0.35294117647058826
101,DWR,silent,unaffected,class_6_recall,0.29508196721311475
101,DWR,silent,unaffected,class_6_f1,0.32142857142857145
101,DWR,silent,unaffected,class_6_auroc,0.8410599453983205
101,DWR,silent,unaffected,class_6_auprc,0.4246175920375966
101,ENTROPY_PD,natural,all,accuracy,0.5265811182401466
101,ENTROPY_PD,natural,all,macro_f1,0.5261888191700326
101,ENTROPY_PD,natural,all,macro_auroc,0.8158961329577301
101,ENTROPY_PD,natural,all,macro_auprc,0.5345888500574623
101,ENTROPY_PD,natural,all,nll,2.2083626285875413
101,ENTROPY_PD,natural,all,class_1_precision,0.5915750915750916
101,ENTROPY_PD,natural,all,class_1_recall,0.467438494934877
101,ENTROPY_PD,natural,all,class_1_f1,0.5222312045270816
101,ENTROPY_PD,natural,all,class_1_auroc,0.8018615129846107
101,ENTROPY_PD,natural,all,class_1_auprc,0.4382762028477415
101,ENTROPY_PD,natural,all,class_2_precision,0.6358244365361803
101,ENTROPY_PD,natural,all,class_2_recall,0.7824817518248175
101,ENTROPY_PD,natural,all,class_2_f1,0.7015706806282722
101,ENTROPY_PD,natural,all,class_2_auroc,0.8898157425355588
101,ENTROPY_PD,natural,all,class_2_auprc,0.7217999760455905
101,ENTROPY_PD,natural,all,class_3_precision,0.784037558685446
101,ENTROPY_PD,natural,all,class_3_recall,0.677027027027027
101,ENTROPY_PD,natural,all,class_3_f1,0.7266134880348079
101,ENTROPY_PD,natural,all,class_3_auroc,0.8967834556410716
101,ENTROPY_PD,natural,all,class_3_auprc,0.8118170720177813
101,ENTROPY_PD,natural,all,class_4_precision,0.29941860465116277
101,ENTROPY_PD,natural,all,class_4_recall,0.2909604519774011
101,ENTROPY_PD,natural,all,class_4_f1,0.29512893982808025
101,ENTROPY_PD,natural,all,class_4_auroc,0.739949189630234
101,ENTROPY_PD,natural,all,class_4_auprc,0.2697410379298626
101,ENTROPY_PD,natural,all,class_5_precision,0.49770114942528737
101,ENTROPY_PD,natural,all,class_5_recall,0.5274056029232643
101,ENTROPY_PD,natural,all,class_5_f1,0.5121230041395624
101,ENTROPY_PD,natural,all,class_5_auroc,0.7576104328825294
101,ENTROPY_PD,natural,all,class_5_auprc,0.5473265466631265
101,ENTROPY_PD,natural,all,class_6_precision,0.38431876606683807
101,ENTROPY_PD,natural,all,class_6_recall,0.41585535465924894
101,ENTROPY_PD,natural,all,class_6_f1,0.39946559786239144
101,ENTROPY_PD,natural,all,class_6_auroc,0.809356464072376
101,ENTROPY_PD,natural,all,class_6_auprc,0.41857226484067106
101,ENTROPY_PD,silent,all,accuracy,0.48762603116406966
101,ENTROPY_PD,silent,all,macro_f1,0.4879387900860945
101,ENTROPY_PD,silent,all,macro_auroc,0.7654070898104827
101,ENTROPY_PD,silent,all,macro_auprc,0.46875144818254477
101,ENTROPY_PD,silent,all,nll,3.257077208737536
101,ENTROPY_PD,silent,all,class_1_precision,0.557347670250896
101,ENTROPY_PD,silent,all,class_1_recall,0.45007235890014474
101,ENTROPY_PD,silent,all,class_1_f1,0.49799839871897517
101,ENTROPY_PD,silent,all,class_1_auroc,0.737862203280244
101,ENTROPY_PD,silent,all,class_1_auprc,0.38633949770346193
101,ENTROPY_PD,silent,all,class_2_precision,0.648
101,ENTROPY_PD,silent,all,class_2_recall,0.7094890510948905
101,ENTROPY_PD,silent,all,class_2_f1,0.6773519163763067
101,ENTROPY_PD,silent,all,class_2_auroc,0.8409384095567067
101,ENTROPY_PD,silent,all,class_2_auprc,0.6725926256464604
101,ENTROPY_PD,silent,all,class_3_precision,0.6885007278020379
101,ENTROPY_PD,silent,all,class_3_recall,0.6391891891891892
101,ENTROPY_PD,silent,all,class_3_f1,0.6629292221443588
101,ENTROPY_PD,silent,all,class_3_auroc,0.8567004504504504
101,ENTROPY_PD,silent,all,class_3_auprc,0.736453231360767
101,ENTROPY_PD,silent,all,class_4_precision,0.2768777614138439
101,ENTROPY_PD,silent,all,class_4_recall,0.2655367231638418
101,ENTROPY_PD,silent,all,class_4_f1,0.27108868060562363
