method,seed,subset,metric,value,n
QMF-PD-faithful,108,fault_affected,brier,0.7037916827155177,1765
QMF-PD-faithful,108,fault_affected,ece15,0.232854589254255,1765
QMF-PD-faithful,108,fault_unaffected,accuracy,0.6079261254328588,2599
QMF-PD-faithful,108,fault_unaffected,macro_f1,0.5769963538012203,2599
QMF-PD-faithful,108,fault_unaffected,macro_auroc,0.864009353508251,2599
QMF-PD-faithful,108,fault_unaffected,macro_auprc,0.6517353961905873,2599
QMF-PD-faithful,108,fault_unaffected,nll,1.4714599623239344,2599
QMF-PD-faithful,108,fault_unaffected,brier,0.5699086026783879,2599
QMF-PD-faithful,108,fault_unaffected,ece15,0.16596478659540656,2599
QMF-PD-faithful,109,clean_matched_mask,accuracy,0.5838680109990834,4364
QMF-PD-faithful,109,clean_matched_mask,macro_f1,0.5694161293079878,4364
QMF-PD-faithful,109,clean_matched_mask,macro_auroc,0.8533173278876441,4364
QMF-PD-faithful,109,clean_matched_mask,macro_auprc,0.6298371261932142,4364
QMF-PD-faithful,109,clean_matched_mask,nll,1.6239142530921982,4364
QMF-PD-faithful,109,clean_matched_mask,brier,0.6168043927214195,4364
QMF-PD-faithful,109,clean_matched_mask,ece15,0.19603284281754468,4364
QMF-PD-faithful,109,fault_all,accuracy,0.5378093492208983,4364
QMF-PD-faithful,109,fault_all,macro_f1,0.5215811984925146,4364
QMF-PD-faithful,109,fault_all,macro_auroc,0.8143839019086934,4364
QMF-PD-faithful,109,fault_all,macro_auprc,0.5408866104002704,4364
QMF-PD-faithful,109,fault_all,nll,2.2205715504423407,4364
QMF-PD-faithful,109,fault_all,brier,0.7061024717946497,4364
QMF-PD-faithful,109,fault_all,ece15,0.25492468993602047,4364
QMF-PD-faithful,109,fault_affected,accuracy,0.4594900849858357,1765
QMF-PD-faithful,109,fault_affected,macro_f1,0.44392792536579456,1765
QMF-PD-faithful,109,fault_affected,macro_auroc,0.7593996233424875,1765
QMF-PD-faithful,109,fault_affected,macro_auprc,0.4475953431238171,1765
QMF-PD-faithful,109,fault_affected,nll,3.139135414315945,1765
QMF-PD-faithful,109,fault_affected,brier,0.8493240830557992,1765
QMF-PD-faithful,109,fault_affected,ece15,0.3482041163924058,1765
QMF-PD-faithful,109,fault_unaffected,accuracy,0.5909965371296653,2599
QMF-PD-faithful,109,fault_unaffected,macro_f1,0.5743911433928833,2599
QMF-PD-faithful,109,fault_unaffected,macro_auroc,0.8567980021164322,2599
QMF-PD-faithful,109,fault_unaffected,macro_auprc,0.6358474891139815,2599
QMF-PD-faithful,109,fault_unaffected,nll,1.5967680799779653,2599
QMF-PD-faithful,109,fault_unaffected,brier,0.6088396230543922,2599
QMF-PD-faithful,109,fault_unaffected,ece15,0.1934788487779952,2599
QMF-PD-faithful,110,clean_matched_mask,accuracy,0.5737855178735105,4364
QMF-PD-faithful,110,clean_matched_mask,macro_f1,0.5629136023249589,4364
QMF-PD-faithful,110,clean_matched_mask,macro_auroc,0.8371064642149623,4364
QMF-PD-faithful,110,clean_matched_mask,macro_auprc,0.6390581419187662,4364
QMF-PD-faithful,110,clean_matched_mask,nll,1.6066371193295352,4364
QMF-PD-faithful,110,clean_matched_mask,brier,0.6351321422272097,4364
QMF-PD-faithful,110,clean_matched_mask,ece15,0.18850201314040324,4364
QMF-PD-faithful,110,fault_all,accuracy,0.5391842346471127,4364
QMF-PD-faithful,110,fault_all,macro_f1,0.5281555289830292,4364
QMF-PD-faithful,110,fault_all,macro_auroc,0.8116370956441513,4364
QMF-PD-faithful,110,fault_all,macro_auprc,0.5790727151345696,4364
QMF-PD-faithful,110,fault_all,nll,1.9235744638277859,4364
QMF-PD-faithful,110,fault_all,brier,0.6958505170939864,4364
QMF-PD-faithful,110,fault_all,ece15,0.2234371288839171,4364
QMF-PD-faithful,110,fault_affected,accuracy,0.4827195467422096,1765
QMF-PD-faithful,110,fault_affected,macro_f1,0.4741421248210973,1765
QMF-PD-faithful,110,fault_affected,macro_auroc,0.7715687292694223,1765
QMF-PD-faithful,110,fault_affected,macro_auprc,0.5033125592041751,1765
QMF-PD-faithful,110,fault_affected,nll,2.440893183601519,1765
QMF-PD-faithful,110,fault_affected,brier,0.7961968474991897,1765
QMF-PD-faithful,110,fault_affected,ece15,0.2805403198044293,1765
QMF-PD-faithful,110,fault_unaffected,accuracy,0.5775298191612158,2599
QMF-PD-faithful,110,fault_unaffected,macro_f1,0.5620142924286771,2599
QMF-PD-faithful,110,fault_unaffected,macro_auroc,0.8413046137276382,2599
QMF-PD-faithful,110,fault_unaffected,macro_auprc,0.64417491103972,2599
QMF-PD-faithful,110,fault_unaffected,nll,1.5722595194643232,2599
QMF-PD-faithful,110,fault_unaffected,brier,0.6277045866725997,2599
QMF-PD-faithful,110,fault_unaffected,ece15,0.18494416437914113,2599
