seed,model,regime,metric,value
12,EF,outlier_shift,ece,0.026575627639889715
12,EF,outlier_shift,aurc,0.19104814814814813
12,EF,outlier_shift,mean_uncertainty,0.2866594195365906
12,EF,outlier_shift,coverage_80_risk,0.2683333333333333
12,EF,silent_failure,auroc,0.7426259188825498
12,EF,silent_failure,auprc,0.7411053743369977
12,EF,silent_failure,nll,0.6023084426820215
12,EF,silent_failure,brier,0.20699914593487348
12,EF,silent_failure,ece,0.04145694218575954
12,EF,silent_failure,aurc,0.20905291005291005
12,EF,silent_failure,mean_uncertainty,0.2892829477787018
12,EF,silent_failure,coverage_80_risk,0.2833333333333333
12,MD,ID_missing,auroc,0.7903118056422904
12,MD,ID_missing,auprc,0.7804787886187017
12,MD,ID_missing,nll,0.5579923748634534
12,MD,ID_missing,brier,0.1878793582230461
12,MD,ID_missing,ece,0.03503692613790432
12,MD,ID_missing,aurc,0.16711574074074073
12,MD,ID_missing,mean_uncertainty,0.2600005269050598
12,MD,ID_missing,coverage_80_risk,0.23875000000000002
12,MD,noise_shift,auroc,0.7706707963217149
12,MD,noise_shift,auprc,0.7656867494638574
12,MD,noise_shift,nll,0.575551336861228
12,MD,noise_shift,brier,0.19594666416081677
12,MD,noise_shift,ece,0.03955210765451193
12,MD,noise_shift,aurc,0.18056468253968255
12,MD,noise_shift,mean_uncertainty,0.2685115337371826
12,MD,noise_shift,coverage_80_risk,0.2545833333333334
12,MD,outlier_shift,auroc,0.7656951430339852
12,MD,outlier_shift,auprc,0.7502463677979244
12,MD,outlier_shift,nll,0.5880301254829228
12,MD,outlier_shift,brier,0.19994563555866351
12,MD,outlier_shift,ece,0.05751313312600056
12,MD,outlier_shift,aurc,0.18934814814814815
12,MD,outlier_shift,mean_uncertainty,0.25717729330062866
12,MD,outlier_shift,coverage_80_risk,0.2666666666666667
12,MD,silent_failure,auroc,0.7502836997742413
12,MD,silent_failure,auprc,0.7515710805704727
12,MD,silent_failure,nll,0.6034133898237355
12,MD,silent_failure,brier,0.20647539722397512
12,MD,silent_failure,ece,0.06391552366564672
12,MD,silent_failure,aurc,0.2002706349206349
12,MD,silent_failure,mean_uncertainty,0.259010910987854
12,MD,silent_failure,coverage_80_risk,0.2833333333333333
12,UF,ID_missing,auroc,0.78925439288551
12,UF,ID_missing,auprc,0.7793492298226904
12,UF,ID_missing,nll,0.5539535403817482
12,UF,ID_missing,brier,0.18729671239526055
12,UF,ID_missing,ece,0.019535727334519228
12,UF,ID_missing,aurc,0.16551785714285716
12,UF,ID_missing,mean_uncertainty,0.2941465675830841
12,UF,ID_missing,coverage_80_risk,0.24291666666666667
12,UF,noise_shift,auroc,0.7749299475851474
12,UF,noise_shift,auprc,0.7740124490781057
12,UF,noise_shift,nll,0.5661189363153903
12,UF,noise_shift,brier,0.1931595904132868
12,UF,noise_shift,ece,0.024150450424601635
12,UF,noise_shift,aurc,0.17590079365079364
12,UF,noise_shift,mean_uncertainty,0.29190272092819214
12,UF,noise_shift,coverage_80_risk,0.255
12,UF,outlier_shift,auroc,0.7782559707173398
12,UF,outlier_shift,auprc,0.7682734592260407
12,UF,outlier_shift,nll,0.5636240364178506
12,UF,outlier_shift,brier,0.19184056991318682
12,UF,outlier_shift,ece,0.028810560680925842
12,UF,outlier_shift,aurc,0.17394391534391535
12,UF,outlier_shift,mean_uncertainty,0.2888230085372925
12,UF,outlier_shift,coverage_80_risk,0.25
12,UF,silent_failure,auroc,0.7586151981227549
12,UF,silent_failure,auprc,0.7597885868324299
12,UF,silent_failure,nll,0.5837875791572786
12,UF,silent_failure,brier,0.1997586446387759
12,UF,silent_failure,ece,0.024846853991349532
12,UF,silent_failure,aurc,0.19197486772486771
12,UF,silent_failure,mean_uncertainty,0.29362356662750244
12,UF,silent_failure,coverage_80_risk,0.27
12,GF,ID_missing,auroc,0.785562560032287
12,GF,ID_missing,auprc,0.7708375499577087
12,GF,ID_missing,nll,0.5589281281826464
12,GF,ID_missing,brier,0.18908464051916546
12,GF,ID_missing,ece,0.019505772868792213
12,GF,ID_missing,aurc,0.1712414021164021
12,GF,ID_missing,mean_uncertainty,0.2828543186187744
12,GF,ID_missing,coverage_80_risk,0.24458333333333337
12,GF,noise_shift,auroc,0.7712673086360048
12,GF,noise_shift,auprc,0.7715444261058363
12,GF,noise_shift,nll,0.5718477487363989
12,GF,noise_shift,brier,0.19506449819160926
12,GF,noise_shift,ece,0.02480325950185458
12,GF,noise_shift,aurc,0.18019907407407407
12,GF,noise_shift,mean_uncertainty,0.2804501950740814
12,GF,noise_shift,coverage_80_risk,0.25625
12,GF,outlier_shift,auroc,0.7694341780436963
12,GF,outlier_shift,auprc,0.7511401851074804
12,GF,outlier_shift,nll,0.577237157651553
12,GF,outlier_shift,brier,0.1964507587032939
12,GF,outlier_shift,ece,0.03517143782476584
12,GF,outlier_shift,aurc,0.18481375661375662
12,GF,outlier_shift,mean_uncertainty,0.2767888605594635
12,GF,outlier_shift,coverage_80_risk,0.25583333333333336
12,GF,silent_failure,auroc,0.7509162690866225
12,GF,silent_failure,auprc,0.7508687932230952
12,GF,silent_failure,nll,0.5950773144968431
12,GF,silent_failure,brier,0.2040048862191277
12,GF,silent_failure,ece,0.036906296590964005
12,GF,silent_failure,aurc,0.20032089947089946
12,GF,silent_failure,mean_uncertainty,0.28093305230140686
12,GF,silent_failure,coverage_80_risk,0.2766666666666666
12,QWF,ID_missing,auroc,0.7902751362213427
12,QWF,ID_missing,auprc,0.7797392601607194
12,QWF,ID_missing,nll,0.555218082681606
12,QWF,ID_missing,brier,0.18765836756132276
12,QWF,ID_missing,ece,0.030697901946802934
12,QWF,ID_missing,aurc,0.16804259259259258
12,QWF,ID_missing,mean_uncertainty,0.28955116868019104
12,QWF,ID_missing,coverage_80_risk,0.24583333333333335
12,QWF,noise_shift,auroc,0.7737680376078345
12,QWF,noise_shift,auprc,0.7716498170576435
12,QWF,noise_shift,nll,0.5674465168481991
12,QWF,noise_shift,brier,0.1936629422337923
12,QWF,noise_shift,ece,0.023242284268140793
12,QWF,noise_shift,aurc,0.1774980158730159
