model,stress_type,level,metric,mean,sd,n,ci95
QWF,sensor_noise,0.0,aurc,0.1641648743386243,0.006482296000382701,20,0.002840991483397621
QWF,sensor_noise,0.0,auroc,0.790904091219591,0.007304627369622424,20,0.0032013940963611194
QWF,sensor_noise,0.0,ece,0.027611381977175675,0.006430048084564689,20,0.0028180928246730763
QWF,sensor_noise,0.0,nll,0.552986411190217,0.008022249855504196,20,0.003515906017841468
QWF,sensor_noise,0.5,aurc,0.16626462301587303,0.008108110513279284,20,0.0035535361102475445
QWF,sensor_noise,0.5,auroc,0.7887361904957488,0.008929515742731054,20,0.0039135328245526275
QWF,sensor_noise,0.5,ece,0.027783369982925556,0.005625282540584705,20,0.0024653887740644633
QWF,sensor_noise,0.5,nll,0.5552048853400235,0.00941165450807834,20,0.00412483945511788
QWF,sensor_noise,1.0,aurc,0.16637955026455026,0.006427781299302818,20,0.0028170993622296326
QWF,sensor_noise,1.0,auroc,0.7885062556276615,0.007401994283605679,20,0.003244067027892602
QWF,sensor_noise,1.0,ece,0.028645490463140112,0.0058399991847158635,20,0.002559492492451332
QWF,sensor_noise,1.0,nll,0.5555390873833033,0.007713218302056794,20,0.003380466967944121
QWF,sensor_noise,1.5,aurc,0.17064644179894178,0.010212579272203587,20,0.004475860209737499
QWF,sensor_noise,1.5,auroc,0.7841050718867636,0.010948743753252006,20,0.004798498518897543
QWF,sensor_noise,1.5,ece,0.030085000294509036,0.006194354317601897,20,0.002714795476851924
QWF,sensor_noise,1.5,nll,0.560154602346099,0.012039583718561139,20,0.0052765802126384705
QWF,sensor_noise,2.0,aurc,0.17006833994708995,0.006062700131253715,20,0.00265709548565332
QWF,sensor_noise,2.0,auroc,0.7843258151496939,0.0064286810768073065,20,0.002817493707107906
QWF,sensor_noise,2.0,ece,0.029191228664976854,0.006637857994712078,20,0.0029091695334286624
QWF,sensor_noise,2.0,nll,0.5600181173005818,0.007409620617080312,20,0.003247409415906001
QWF,sensor_noise,3.0,aurc,0.17308138888888888,0.007770146422422703,20,0.003405416816750136
QWF,sensor_noise,3.0,auroc,0.782043894848375,0.008309218993935446,20,0.0036416757880329254
QWF,sensor_noise,3.0,ece,0.028964851307713736,0.007508857648047977,20,0.0032909019623432755
QWF,sensor_noise,3.0,nll,0.5633606548872832,0.00868779305715757,20,0.003807593186649988
RWF,missingness,0.5,aurc,0.15845003306878308,0.007286801684936833,20,0.0031935816455914375
RWF,missingness,0.5,auroc,0.796125626742173,0.008160373901845559,20,0.0035764415502030056
RWF,missingness,0.5,ece,0.024266177757487944,0.0064114362297630146,20,0.0028099358196583915
RWF,missingness,0.5,nll,0.546522352535461,0.009354649383195947,20,0.004099855857594512
RWF,missingness,1.0,aurc,0.16041343915343914,0.0060236188861951725,20,0.002639967374816459
RWF,missingness,1.0,auroc,0.7943424303697254,0.006701762884951785,20,0.002937177086448109
RWF,missingness,1.0,ece,0.026065016025925675,0.0073691048207046965,20,0.0032296525852337516
RWF,missingness,1.0,nll,0.5488088741171121,0.007270946084401795,20,0.0031866326222698338
RWF,missingness,1.5,aurc,0.16346949735449734,0.00652233985017745,20,0.002858541474361104
RWF,missingness,1.5,auroc,0.7910834244926763,0.006961003182689702,20,0.003050794156384966
RWF,missingness,1.5,ece,0.027739075366469725,0.006283724805499985,20,0.0027539638201319236
RWF,missingness,1.5,nll,0.5523871327912829,0.007780626118948019,20,0.003410009746257714
RWF,missingness,2.0,aurc,0.16451751984126983,0.009571242378107955,20,0.0041947819229689225
RWF,missingness,2.0,auroc,0.7896305859593733,0.010166040480677383,20,0.004455463685054615
RWF,missingness,2.0,ece,0.027625248837036393,0.008020971219779061,20,0.0035153456310270956
RWF,missingness,2.0,nll,0.5538486898341013,0.011553619448070462,20,0.0050635969805216344
RWF,sensor_noise,0.0,aurc,0.16136498677248676,0.005958496608148405,20,0.002611426278066265
RWF,sensor_noise,0.0,auroc,0.7934363369653101,0.006899218006197346,20,0.0030237156088757746
RWF,sensor_noise,0.0,ece,0.027063315376639363,0.005729636079105876,20,0.0025111237288063556
RWF,sensor_noise,0.0,nll,0.5497791479597669,0.007322061761605482,20,0.0032090350555427365
RWF,sensor_noise,0.5,aurc,0.16274400132275132,0.00783821728818053,20,0.0034352501890420016
RWF,sensor_noise,0.5,auroc,0.791498025343559,0.008896954254739919,20,0.00389926212323567
RWF,sensor_noise,0.5,ece,0.02633268011525894,0.007475698490270128,20,0.0032763693206931646
RWF,sensor_noise,0.5,nll,0.5513649890261045,0.009532077490255156,20,0.004177617154061199
RWF,sensor_noise,1.0,aurc,0.16289574074074073,0.006638017232937034,20,0.0029092393226578033
RWF,sensor_noise,1.0,auroc,0.7909635252975566,0.007056769233679803,20,0.003092765478775279
RWF,sensor_noise,1.0,ece,0.02601210424747939,0.007177103605324692,20,0.003145504342440707
RWF,sensor_noise,1.0,nll,0.5518322070264194,0.0075535811361474876,20,0.0033105028952212317
RWF,sensor_noise,1.5,aurc,0.16647383597883597,0.009676794731356573,20,0.0042410422814305225
RWF,sensor_noise,1.5,auroc,0.7878481813402569,0.010506756725952577,20,0.004604789163407485
RWF,sensor_noise,1.5,ece,0.027229918324792136,0.007682571821594074,20,0.003367035555681312
RWF,sensor_noise,1.5,nll,0.5554116693182828,0.011013410616757832,20,0.004826840021424925
RWF,sensor_noise,2.0,aurc,0.1656866798941799,0.005929420235773407,20,0.0025986829960130253
RWF,sensor_noise,2.0,auroc,0.7884276535796113,0.0059632512125651835,20,0.0026135100753279443
RWF,sensor_noise,2.0,ece,0.026610787063029905,0.006011057481899562,20,0.0026344620966524818
RWF,sensor_noise,2.0,nll,0.555024766708671,0.006555492940274565,20,0.0028730714567328838
RWF,sensor_noise,3.0,aurc,0.1676926124338624,0.00771819138118888,20,0.0033826465159715
RWF,sensor_noise,3.0,auroc,0.7866463886959211,0.008091602356702034,20,0.003546301091630717
RWF,sensor_noise,3.0,ece,0.02541860346098741,0.005544731704581353,20,0.0024300858136546686
RWF,sensor_noise,3.0,nll,0.5574045294039377,0.008645692768854976,20,0.0037891419217726684
UF,missingness,0.5,aurc,0.160586541005291,0.007075536189710042,20,0.0031009904599004945
UF,missingness,0.5,auroc,0.7942306779912818,0.007442708909056028,20,0.003261910999248945
UF,missingness,0.5,ece,0.028056855132244523,0.005509646951571953,20,0.0024147092426849183
UF,missingness,0.5,nll,0.5488902482957145,0.007973813250985595,20,0.003494677739942107
UF,missingness,1.0,aurc,0.16442521164021165,0.006471387853277529,20,0.002836210777144218
UF,missingness,1.0,auroc,0.7907120692956198,0.006506213673493838,20,0.002851473865813885
UF,missingness,1.0,ece,0.028072130660091836,0.00542966478688081,20,0.0023796555134664703
UF,missingness,1.0,nll,0.5530199222317075,0.007632429202273851,20,0.003345059583828809
UF,missingness,1.5,aurc,0.17019286375661374,0.0070119582427113645,20,0.0030731261960741454
UF,missingness,1.5,auroc,0.7850967416339626,0.006658891199318662,20,0.0029183877417845194
UF,missingness,1.5,ece,0.030287329329953837,0.005690843570694882,20,0.0024941221623847117
UF,missingness,1.5,nll,0.5601226700814388,0.00811013301509701,20,0.00355442251075116
UF,missingness,2.0,aurc,0.171552791005291,0.010224491162766488,20,0.0044810808259571795
UF,missingness,2.0,auroc,0.7830378795017544,0.010899972576758931,20,0.004777123608365236
UF,missingness,2.0,ece,0.03120293753578638,0.006685394138876913,20,0.0029300031671778597
UF,missingness,2.0,nll,0.5622026794321204,0.012099286294605934,20,0.005302746020258201
UF,sensor_noise,0.0,aurc,0.1643228505291005,0.005984088308941455,20,0.0026226423354623516
UF,sensor_noise,0.0,auroc,0.7909355060576988,0.006657602486271423,20,0.002917822938389004
UF,sensor_noise,0.0,ece,0.026885622554334503,0.0060191812023250016,20,0.002638022474108373
UF,sensor_noise,0.0,nll,0.5528788435314147,0.007416387971707819,20,0.003250375339841092
UF,sensor_noise,0.5,aurc,0.1668115013227513,0.008462428434230765,20,0.0037088227857987512
UF,sensor_noise,0.5,auroc,0.7881528702988666,0.009444785345528938,20,0.004139359684837323
UF,sensor_noise,0.5,ece,0.0281399341100206,0.007126613229007223,20,0.003123375959364247
UF,sensor_noise,0.5,nll,0.5556949364185593,0.009897074665565947,20,0.004337584219196905
UF,sensor_noise,1.0,aurc,0.1671458664021164,0.006319922514915835,20,0.002769828165753114
UF,sensor_noise,1.0,auroc,0.7874447478362836,0.007177254594646871,20,0.0031455705164288076
UF,sensor_noise,1.0,ece,0.02875393147847305,0.00549872758481097,20,0.002409923619200551
UF,sensor_noise,1.0,nll,0.5564439266030041,0.007320738013155668,20,0.003208454897205033
UF,sensor_noise,1.5,aurc,0.1720086177248677,0.010130977551770925,20,0.0044400966789197
UF,sensor_noise,1.5,auroc,0.7825130774482982,0.01085342695485322,20,0.004756724090136546
UF,sensor_noise,1.5,ece,0.029455829680431634,0.006913893862891909,20,0.003030147586662404
UF,sensor_noise,1.5,nll,0.5619427633621366,0.012369763628759342,20,0.00542128793854403
UF,sensor_noise,2.0,aurc,0.17211376984126986,0.006677407319175505,20,0.0029265027891096887
UF,sensor_noise,2.0,auroc,0.7816283781318003,0.006516148618707028,20,0.002855828047532373
UF,sensor_noise,2.0,ece,0.030206439505952098,0.0059772967340805325,20,0.002619665796541944
UF,sensor_noise,2.0,nll,0.5629676584109453,0.008060484634895254,20,0.0035326631487427986
UF,sensor_noise,3.0,aurc,0.18081257275132273,0.007897842046173215,20,0.003461381891396671
UF,sensor_noise,3.0,auroc,0.7732836569566139,0.008205734066295564,20,0.003596321518794438
UF,sensor_noise,3.0,ece,0.03434695657879735,0.007247745781344147,20,0.003176464641141676
UF,sensor_noise,3.0,nll,0.5734281147536209,0.009525015380588926,20,0.004174522048034662
