representation,task,seed,method,fault,subset,metric,value
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,pressure,all,macro_f1,0.6877777443807223
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,pressure,all,macro_auroc,0.8576644298189013
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,pressure,all,macro_auprc,0.7084213483364237
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,pressure,all,nll,2.0284649701847246
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,pressure,affected,accuracy,0.43037974683544306
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,pressure,affected,macro_f1,0.4155563186813187
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,pressure,affected,macro_auroc,0.6730095353585308
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,pressure,affected,macro_auprc,0.4597914563741156
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,pressure,affected,nll,4.718812739954916
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,pressure,unaffected,accuracy,0.841726618705036
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_f1,0.8416761166761166
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_auroc,0.9656425068412452
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_auprc,0.9101262585432681
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,pressure,unaffected,nll,0.4994183959987883
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,vibration,all,accuracy,0.8302752293577982
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,vibration,all,macro_f1,0.8291452222492022
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,vibration,all,macro_auroc,0.9617638835118509
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,vibration,all,macro_auprc,0.9208552495513465
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,vibration,all,nll,0.6328192859634002
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,vibration,affected,accuracy,0.8024691358024691
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,vibration,affected,macro_f1,0.8210955710955711
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,vibration,affected,macro_auroc,0.9662464985994398
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,vibration,affected,macro_auprc,0.9346244885161332
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,vibration,affected,nll,0.46478601410146897
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,vibration,unaffected,accuracy,0.8467153284671532
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_f1,0.8312813944143058
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_auroc,0.9540949728666224
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_auprc,0.9070599239048545
linear_resampling,valve,103,PDRF_RCIA_R30_NOQ,vibration,unaffected,nll,0.7321674248014762
linear_resampling,valve,104,CAGF,pressure,all,accuracy,0.5779816513761468
linear_resampling,valve,104,CAGF,pressure,all,macro_f1,0.5756691492579921
linear_resampling,valve,104,CAGF,pressure,all,macro_auroc,0.752697928765002
linear_resampling,valve,104,CAGF,pressure,all,macro_auprc,0.595301444365195
linear_resampling,valve,104,CAGF,pressure,all,nll,3.3053708162254094
linear_resampling,valve,104,CAGF,pressure,affected,accuracy,0.4050632911392405
linear_resampling,valve,104,CAGF,pressure,affected,macro_f1,0.34580783799533804
linear_resampling,valve,104,CAGF,pressure,affected,macro_auroc,0.6189065987740989
linear_resampling,valve,104,CAGF,pressure,affected,macro_auprc,0.4828719338541489
linear_resampling,valve,104,CAGF,pressure,affected,nll,5.022356525004684
linear_resampling,valve,104,CAGF,pressure,unaffected,accuracy,0.6762589928057554
linear_resampling,valve,104,CAGF,pressure,unaffected,macro_f1,0.6775344293027615
linear_resampling,valve,104,CAGF,pressure,unaffected,macro_auroc,0.8250506916753334
linear_resampling,valve,104,CAGF,pressure,unaffected,macro_auprc,0.6822877986182218
linear_resampling,valve,104,CAGF,pressure,unaffected,nll,2.3295300177105696
linear_resampling,valve,104,CAGF,vibration,all,accuracy,0.6834862385321101
linear_resampling,valve,104,CAGF,vibration,all,macro_f1,0.6868920796665122
linear_resampling,valve,104,CAGF,vibration,all,macro_auroc,0.8368378177829399
linear_resampling,valve,104,CAGF,vibration,all,macro_auprc,0.7054155424400849
linear_resampling,valve,104,CAGF,vibration,all,nll,2.3512664940793475
linear_resampling,valve,104,CAGF,vibration,affected,accuracy,0.7283950617283951
linear_resampling,valve,104,CAGF,vibration,affected,macro_f1,0.7231818990042675
linear_resampling,valve,104,CAGF,vibration,affected,macro_auroc,0.8384524516877458
linear_resampling,valve,104,CAGF,vibration,affected,macro_auprc,0.7403151871730184
linear_resampling,valve,104,CAGF,vibration,affected,nll,2.0928961335994347
linear_resampling,valve,104,CAGF,vibration,unaffected,accuracy,0.656934306569343
linear_resampling,valve,104,CAGF,vibration,unaffected,macro_f1,0.6547049453845262
linear_resampling,valve,104,CAGF,vibration,unaffected,macro_auroc,0.8317268370114222
linear_resampling,valve,104,CAGF,vibration,unaffected,macro_auprc,0.687051578037294
linear_resampling,valve,104,CAGF,vibration,unaffected,nll,2.5040256123192965
linear_resampling,valve,104,PDRF_NOQ,pressure,all,accuracy,0.7064220183486238
linear_resampling,valve,104,PDRF_NOQ,pressure,all,macro_f1,0.7006899910707038
linear_resampling,valve,104,PDRF_NOQ,pressure,all,macro_auroc,0.8341782004129565
linear_resampling,valve,104,PDRF_NOQ,pressure,all,macro_auprc,0.6676012433774908
linear_resampling,valve,104,PDRF_NOQ,pressure,all,nll,2.648799358757437
linear_resampling,valve,104,PDRF_NOQ,pressure,affected,accuracy,0.45569620253164556
linear_resampling,valve,104,PDRF_NOQ,pressure,affected,macro_f1,0.431087081523128
linear_resampling,valve,104,PDRF_NOQ,pressure,affected,macro_auroc,0.6423749751338903
linear_resampling,valve,104,PDRF_NOQ,pressure,affected,macro_auprc,0.40443871683205046
linear_resampling,valve,104,PDRF_NOQ,pressure,affected,nll,6.561324254754015
linear_resampling,valve,104,PDRF_NOQ,pressure,unaffected,accuracy,0.8489208633093526
linear_resampling,valve,104,PDRF_NOQ,pressure,unaffected,macro_f1,0.8488949090855415
linear_resampling,valve,104,PDRF_NOQ,pressure,unaffected,macro_auroc,0.9750205946178497
linear_resampling,valve,104,PDRF_NOQ,pressure,unaffected,macro_auprc,0.9372904864733234
linear_resampling,valve,104,PDRF_NOQ,pressure,unaffected,nll,0.4251341300975116
linear_resampling,valve,104,PDRF_NOQ,vibration,all,accuracy,0.8669724770642202
linear_resampling,valve,104,PDRF_NOQ,vibration,all,macro_f1,0.8664456787098297
linear_resampling,valve,104,PDRF_NOQ,vibration,all,macro_auroc,0.9715117810900331
linear_resampling,valve,104,PDRF_NOQ,vibration,all,macro_auprc,0.940997727135075
linear_resampling,valve,104,PDRF_NOQ,vibration,all,nll,0.5806936549875558
linear_resampling,valve,104,PDRF_NOQ,vibration,affected,accuracy,0.8641975308641975
linear_resampling,valve,104,PDRF_NOQ,vibration,affected,macro_f1,0.8729004428156971
linear_resampling,valve,104,PDRF_NOQ,vibration,affected,macro_auroc,0.97460058097313
linear_resampling,valve,104,PDRF_NOQ,vibration,affected,macro_auprc,0.9485265764103399
linear_resampling,valve,104,PDRF_NOQ,vibration,affected,nll,0.464578754853509
linear_resampling,valve,104,PDRF_NOQ,vibration,unaffected,accuracy,0.8686131386861314
linear_resampling,valve,104,PDRF_NOQ,vibration,unaffected,macro_f1,0.8585204081632652
linear_resampling,valve,104,PDRF_NOQ,vibration,unaffected,macro_auroc,0.9687173115456816
linear_resampling,valve,104,PDRF_NOQ,vibration,unaffected,macro_auprc,0.9329715075441624
linear_resampling,valve,104,PDRF_NOQ,vibration,unaffected,nll,0.6493455302492913
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,pressure,all,accuracy,0.7018348623853211
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,pressure,all,macro_f1,0.6992850398254683
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,pressure,all,macro_auroc,0.8557663354411321
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,pressure,all,macro_auprc,0.7043963805103068
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,pressure,all,nll,2.057469784246569
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,pressure,affected,accuracy,0.4810126582278481
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,pressure,affected,macro_f1,0.47391906873614187
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,pressure,affected,macro_auroc,0.6827379434856976
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,pressure,affected,macro_auprc,0.4633640605075873
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,pressure,affected,nll,4.845232051817957
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,pressure,unaffected,accuracy,0.8273381294964028
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_f1,0.8284916837548416
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_auroc,0.9633400567691066
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_auprc,0.9107566669863606
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,pressure,unaffected,nll,0.4730581357707434
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,vibration,all,accuracy,0.8256880733944955
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,vibration,all,macro_f1,0.8253857740699846
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,vibration,all,macro_auroc,0.9589382500967866
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,vibration,all,macro_auprc,0.9065742423175239
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,vibration,all,nll,0.660861375940542
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,vibration,affected,accuracy,0.8148148148148148
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,vibration,affected,macro_f1,0.827763041556145
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,vibration,affected,macro_auroc,0.9559886917730056
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,vibration,affected,macro_auprc,0.9094716799194207
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,vibration,affected,nll,0.5715117529048213
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,vibration,unaffected,accuracy,0.8321167883211679
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_f1,0.8170652173913043
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_auroc,0.957255059230411
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_auprc,0.9079090850243153
linear_resampling,valve,104,PDRF_RCIA_R30_NOQ,vibration,unaffected,nll,0.7136885253266247
linear_resampling,valve,105,CAGF,pressure,all,accuracy,0.5825688073394495
linear_resampling,valve,105,CAGF,pressure,all,macro_f1,0.5767731198565147
linear_resampling,valve,105,CAGF,pressure,all,macro_auroc,0.7872877414290016
linear_resampling,valve,105,CAGF,pressure,all,macro_auprc,0.5957249244895396
linear_resampling,valve,105,CAGF,pressure,all,nll,2.443183769618611
linear_resampling,valve,105,CAGF,pressure,affected,accuracy,0.5063291139240507
linear_resampling,valve,105,CAGF,pressure,affected,macro_f1,0.507802576095259
linear_resampling,valve,105,CAGF,pressure,affected,macro_auroc,0.7623959891567598
linear_resampling,valve,105,CAGF,pressure,affected,macro_auprc,0.5909095136121948
linear_resampling,valve,105,CAGF,pressure,affected,nll,2.3488757957341146
linear_resampling,valve,105,CAGF,pressure,unaffected,accuracy,0.6258992805755396
linear_resampling,valve,105,CAGF,pressure,unaffected,macro_f1,0.6165538705861286
linear_resampling,valve,105,CAGF,pressure,unaffected,macro_auroc,0.8015208989476642
linear_resampling,valve,105,CAGF,pressure,unaffected,macro_auprc,0.6276540294602428
linear_resampling,valve,105,CAGF,pressure,unaffected,nll,2.496783265567353
linear_resampling,valve,105,CAGF,vibration,all,accuracy,0.6100917431192661
linear_resampling,valve,105,CAGF,vibration,all,macro_f1,0.6072233724407637
linear_resampling,valve,105,CAGF,vibration,all,macro_auroc,0.7544750397900805
linear_resampling,valve,105,CAGF,vibration,all,macro_auprc,0.5799945327093755
linear_resampling,valve,105,CAGF,vibration,all,nll,3.1595338888238396
linear_resampling,valve,105,CAGF,vibration,affected,accuracy,0.5432098765432098
linear_resampling,valve,105,CAGF,vibration,affected,macro_f1,0.5463315150621652
linear_resampling,valve,105,CAGF,vibration,affected,macro_auroc,0.752818096935744
linear_resampling,valve,105,CAGF,vibration,affected,macro_auprc,0.5881345513227344
linear_resampling,valve,105,CAGF,vibration,affected,nll,3.4919186695489532
linear_resampling,valve,105,CAGF,vibration,unaffected,accuracy,0.6496350364963503
linear_resampling,valve,105,CAGF,vibration,unaffected,macro_f1,0.6358265455304929
linear_resampling,valve,105,CAGF,vibration,unaffected,macro_auroc,0.7538445501920119
linear_resampling,valve,105,CAGF,vibration,unaffected,macro_auprc,0.5833108896655695
linear_resampling,valve,105,CAGF,vibration,unaffected,nll,2.9630144199279695
linear_resampling,valve,105,PDRF_NOQ,pressure,all,accuracy,0.7201834862385321
linear_resampling,valve,105,PDRF_NOQ,pressure,all,macro_f1,0.7157997013059183
linear_resampling,valve,105,PDRF_NOQ,pressure,all,macro_auroc,0.8374928082118123
linear_resampling,valve,105,PDRF_NOQ,pressure,all,macro_auprc,0.6705881529999984
linear_resampling,valve,105,PDRF_NOQ,pressure,all,nll,2.613844868858975
linear_resampling,valve,105,PDRF_NOQ,pressure,affected,accuracy,0.45569620253164556
linear_resampling,valve,105,PDRF_NOQ,pressure,affected,macro_f1,0.43516504026022496
linear_resampling,valve,105,PDRF_NOQ,pressure,affected,macro_auroc,0.6464941025826686
linear_resampling,valve,105,PDRF_NOQ,pressure,affected,macro_auprc,0.41353066781884396
linear_resampling,valve,105,PDRF_NOQ,pressure,affected,nll,6.5276873938357785
linear_resampling,valve,105,PDRF_NOQ,pressure,unaffected,accuracy,0.8705035971223022
linear_resampling,valve,105,PDRF_NOQ,pressure,unaffected,macro_f1,0.8711889203799926
linear_resampling,valve,105,PDRF_NOQ,pressure,unaffected,macro_auroc,0.9767191912517782
linear_resampling,valve,105,PDRF_NOQ,pressure,unaffected,macro_auprc,0.9348812382463162
linear_resampling,valve,105,PDRF_NOQ,pressure,unaffected,nll,0.38943077192971215
linear_resampling,valve,105,PDRF_NOQ,vibration,all,accuracy,0.8623853211009175
linear_resampling,valve,105,PDRF_NOQ,vibration,all,macro_f1,0.8614070285060851
linear_resampling,valve,105,PDRF_NOQ,vibration,all,macro_auroc,0.9765756065298749
linear_resampling,valve,105,PDRF_NOQ,vibration,all,macro_auprc,0.9507278030960014
linear_resampling,valve,105,PDRF_NOQ,vibration,all,nll,0.4955512588179766
linear_resampling,valve,105,PDRF_NOQ,vibration,affected,accuracy,0.8765432098765432
linear_resampling,valve,105,PDRF_NOQ,vibration,affected,macro_f1,0.882882882882883
linear_resampling,valve,105,PDRF_NOQ,vibration,affected,macro_auroc,0.9819353667392883
linear_resampling,valve,105,PDRF_NOQ,vibration,affected,macro_auprc,0.9611018973216263
linear_resampling,valve,105,PDRF_NOQ,vibration,affected,nll,0.3254926802025339
linear_resampling,valve,105,PDRF_NOQ,vibration,unaffected,accuracy,0.8540145985401459
linear_resampling,valve,105,PDRF_NOQ,vibration,unaffected,macro_f1,0.840715277881499
linear_resampling,valve,105,PDRF_NOQ,vibration,unaffected,macro_auroc,0.9716419725883072
linear_resampling,valve,105,PDRF_NOQ,vibration,unaffected,macro_auprc,0.9369467007612582
linear_resampling,valve,105,PDRF_NOQ,vibration,unaffected,nll,0.5960968417949903
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,pressure,all,accuracy,0.7018348623853211
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,pressure,all,macro_f1,0.7020597882555757
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,pressure,all,macro_auroc,0.8649247752398159
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,pressure,all,macro_auprc,0.7313047715588405
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,pressure,all,nll,1.941181574687156
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,pressure,affected,accuracy,0.46835443037974683
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,pressure,affected,macro_f1,0.46981254731575656
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,pressure,affected,macro_auroc,0.697916207329648
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,pressure,affected,macro_auprc,0.5032456896069732
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,pressure,affected,nll,4.619269810074485
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,pressure,unaffected,accuracy,0.8345323741007195
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_f1,0.8365186367305011
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_auroc,0.9681976771620173
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_auprc,0.920295037203082
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,pressure,unaffected,nll,0.41910264953896126
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,vibration,all,accuracy,0.8486238532110092
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,vibration,all,macro_f1,0.8482541107541107
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,vibration,all,macro_auroc,0.9681134931388996
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,vibration,all,macro_auprc,0.9298122012550194
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,vibration,all,nll,0.5346020310861045
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,vibration,affected,accuracy,0.8395061728395061
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,vibration,affected,macro_f1,0.8519397006114273
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,vibration,affected,macro_auroc,0.9700176366843034
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,vibration,affected,macro_auprc,0.9380701084295237
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,vibration,affected,nll,0.3846144134771373
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,vibration,unaffected,accuracy,0.8540145985401459
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_f1,0.8416004439813963
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_auroc,0.9649452867675278
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_auprc,0.9190783848039437
linear_resampling,valve,105,PDRF_RCIA_R30_NOQ,vibration,unaffected,nll,0.6232808414972458
linear_resampling,pump,101,CAGF,pressure,all,accuracy,0.8302752293577982
linear_resampling,pump,101,CAGF,pressure,all,macro_f1,0.8316403681465463
linear_resampling,pump,101,CAGF,pressure,all,macro_auroc,0.9450199343178797
linear_resampling,pump,101,CAGF,pressure,all,macro_auprc,0.8983835129401857
linear_resampling,pump,101,CAGF,pressure,all,nll,0.6641117828697216
linear_resampling,pump,101,CAGF,pressure,affected,accuracy,0.7848101265822784
linear_resampling,pump,101,CAGF,pressure,affected,macro_f1,0.7861177815894798
linear_resampling,pump,101,CAGF,pressure,affected,macro_auroc,0.9022778245308767
linear_resampling,pump,101,CAGF,pressure,affected,macro_auprc,0.8292139998720538
linear_resampling,pump,101,CAGF,pressure,affected,nll,1.0042669226287566
linear_resampling,pump,101,CAGF,pressure,unaffected,accuracy,0.8561151079136691
linear_resampling,pump,101,CAGF,pressure,unaffected,macro_f1,0.8572845804988661
linear_resampling,pump,101,CAGF,pressure,unaffected,macro_auroc,0.9702601799077583
linear_resampling,pump,101,CAGF,pressure,unaffected,macro_auprc,0.9580638966197229
linear_resampling,pump,101,CAGF,pressure,unaffected,nll,0.47078619984120545
linear_resampling,pump,101,CAGF,vibration,all,accuracy,0.8302752293577982
linear_resampling,pump,101,CAGF,vibration,all,macro_f1,0.8321703969325415
linear_resampling,pump,101,CAGF,vibration,all,macro_auroc,0.9428606688880663
linear_resampling,pump,101,CAGF,vibration,all,macro_auprc,0.8987992013796321
linear_resampling,pump,101,CAGF,vibration,all,nll,0.6883111895564512
linear_resampling,pump,101,CAGF,vibration,affected,accuracy,0.8148148148148148
linear_resampling,pump,101,CAGF,vibration,affected,macro_f1,0.815933580639463
linear_resampling,pump,101,CAGF,vibration,affected,macro_auroc,0.9388839737473617
linear_resampling,pump,101,CAGF,vibration,affected,macro_auprc,0.8922750341643017
linear_resampling,pump,101,CAGF,vibration,affected,nll,0.6103900551946505
linear_resampling,pump,101,CAGF,vibration,unaffected,accuracy,0.8394160583941606
linear_resampling,pump,101,CAGF,vibration,unaffected,macro_f1,0.8345035460992908
linear_resampling,pump,101,CAGF,vibration,unaffected,macro_auroc,0.9467640443727644
linear_resampling,pump,101,CAGF,vibration,unaffected,macro_auprc,0.9024618603165204
linear_resampling,pump,101,CAGF,vibration,unaffected,nll,0.7343813492886108
linear_resampling,pump,101,PDRF_NOQ,pressure,all,accuracy,0.9128440366972477
linear_resampling,pump,101,PDRF_NOQ,pressure,all,macro_f1,0.9128632148872798
linear_resampling,pump,101,PDRF_NOQ,pressure,all,macro_auroc,0.9704001947152633
linear_resampling,pump,101,PDRF_NOQ,pressure,all,macro_auprc,0.9463730830592123
linear_resampling,pump,101,PDRF_NOQ,pressure,all,nll,0.421411919349432
linear_resampling,pump,101,PDRF_NOQ,pressure,affected,accuracy,0.8227848101265823
linear_resampling,pump,101,PDRF_NOQ,pressure,affected,macro_f1,0.8188112124282337
linear_resampling,pump,101,PDRF_NOQ,pressure,affected,macro_auroc,0.9221383662856102
linear_resampling,pump,101,PDRF_NOQ,pressure,affected,macro_auprc,0.8699645133150167
linear_resampling,pump,101,PDRF_NOQ,pressure,affected,nll,0.9203410877017516
linear_resampling,pump,101,PDRF_NOQ,pressure,unaffected,accuracy,0.9640287769784173
linear_resampling,pump,101,PDRF_NOQ,pressure,unaffected,macro_f1,0.9638673973780357
linear_resampling,pump,101,PDRF_NOQ,pressure,unaffected,macro_auroc,0.9939414586918391
linear_resampling,pump,101,PDRF_NOQ,pressure,unaffected,macro_auprc,0.9911125909991437
linear_resampling,pump,101,PDRF_NOQ,pressure,unaffected,nll,0.13784785963840177
linear_resampling,pump,101,PDRF_NOQ,vibration,all,accuracy,0.981651376146789
linear_resampling,pump,101,PDRF_NOQ,vibration,all,macro_f1,0.9815400338539172
linear_resampling,pump,101,PDRF_NOQ,vibration,all,macro_auroc,0.9964193645700495
linear_resampling,pump,101,PDRF_NOQ,vibration,all,macro_auprc,0.9948920491843939
linear_resampling,pump,101,PDRF_NOQ,vibration,all,nll,0.09051974211244089
linear_resampling,pump,101,PDRF_NOQ,vibration,affected,accuracy,1.0
linear_resampling,pump,101,PDRF_NOQ,vibration,affected,macro_f1,1.0
linear_resampling,pump,101,PDRF_NOQ,vibration,affected,macro_auroc,1.0
linear_resampling,pump,101,PDRF_NOQ,vibration,affected,macro_auprc,1.0
linear_resampling,pump,101,PDRF_NOQ,vibration,affected,nll,0.03418273711209982
linear_resampling,pump,101,PDRF_NOQ,vibration,unaffected,accuracy,0.9708029197080292
linear_resampling,pump,101,PDRF_NOQ,vibration,unaffected,macro_f1,0.9690586482459705
linear_resampling,pump,101,PDRF_NOQ,vibration,unaffected,macro_auroc,0.9949895721578197
linear_resampling,pump,101,PDRF_NOQ,vibration,unaffected,macro_auprc,0.9929621178980508
linear_resampling,pump,101,PDRF_NOQ,vibration,unaffected,nll,0.1238284822951243
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,pressure,all,accuracy,0.9174311926605505
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,pressure,all,macro_f1,0.9173213354199271
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,pressure,all,macro_auroc,0.9749531209291483
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,pressure,all,macro_auprc,0.9525377985542584
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,pressure,all,nll,0.38162534036023305
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,pressure,affected,accuracy,0.8481012658227848
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,pressure,affected,macro_f1,0.8445254791958859
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,pressure,affected,macro_auroc,0.9350319238591528
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,pressure,affected,macro_auprc,0.889768213517444
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,pressure,affected,nll,0.8212293644296891
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,pressure,unaffected,accuracy,0.9568345323741008
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_f1,0.9567751987964755
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_auroc,0.994411453618878
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_auprc,0.9905689961294241
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,pressure,unaffected,nll,0.13177844898262853
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,vibration,all,accuracy,0.9862385321100917
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,vibration,all,macro_f1,0.9861732092651857
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,vibration,all,macro_auroc,0.9987757449230052
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,vibration,all,macro_auprc,0.998065323501621
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,vibration,all,nll,0.06616831482802508
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,vibration,affected,accuracy,1.0
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,vibration,affected,macro_f1,1.0
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,vibration,affected,macro_auroc,1.0
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,vibration,affected,macro_auprc,1.0
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,vibration,affected,nll,0.023486645247032246
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,vibration,unaffected,accuracy,0.9781021897810219
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_f1,0.9771230380214403
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_auroc,0.9984815542706681
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_auprc,0.9977240057115603
linear_resampling,pump,101,PDRF_RCIA_R30_NOQ,vibration,unaffected,nll,0.09140346253649528
linear_resampling,pump,102,CAGF,pressure,all,accuracy,0.8165137614678899
linear_resampling,pump,102,CAGF,pressure,all,macro_f1,0.8171308806320915
linear_resampling,pump,102,CAGF,pressure,all,macro_auroc,0.9386908312422011
linear_resampling,pump,102,CAGF,pressure,all,macro_auprc,0.8879560812873472
linear_resampling,pump,102,CAGF,pressure,all,nll,0.6039593096593495
linear_resampling,pump,102,CAGF,pressure,affected,accuracy,0.7848101265822784
linear_resampling,pump,102,CAGF,pressure,affected,macro_f1,0.7849540396710207
linear_resampling,pump,102,CAGF,pressure,affected,macro_auroc,0.9247581193419151
linear_resampling,pump,102,CAGF,pressure,affected,macro_auprc,0.8714406989493928
linear_resampling,pump,102,CAGF,pressure,affected,nll,0.873816506840049
