representation,task,seed,method,fault,subset,metric,value
zero_padding,cooler,102,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_f1,1.0
zero_padding,cooler,102,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_auroc,1.0
zero_padding,cooler,102,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_auprc,1.0
zero_padding,cooler,102,PDRF_RCIA_R30_NOQ,vibration,unaffected,nll,1.1920929665620916e-07
zero_padding,cooler,103,CAGF,pressure,all,accuracy,0.926605504587156
zero_padding,cooler,103,CAGF,pressure,all,macro_f1,0.9262268616295461
zero_padding,cooler,103,CAGF,pressure,all,macro_auroc,0.9523468245642904
zero_padding,cooler,103,CAGF,pressure,all,macro_auprc,0.8946491316398513
zero_padding,cooler,103,CAGF,pressure,all,nll,1.1463198034845752
zero_padding,cooler,103,CAGF,pressure,affected,accuracy,0.7974683544303798
zero_padding,cooler,103,CAGF,pressure,affected,macro_f1,0.7992367110014169
zero_padding,cooler,103,CAGF,pressure,affected,macro_auroc,0.8534982806754913
zero_padding,cooler,103,CAGF,pressure,affected,macro_auprc,0.7280592449191836
zero_padding,cooler,103,CAGF,pressure,affected,nll,3.155117450322107
zero_padding,cooler,103,CAGF,pressure,unaffected,accuracy,1.0
zero_padding,cooler,103,CAGF,pressure,unaffected,macro_f1,1.0
zero_padding,cooler,103,CAGF,pressure,unaffected,macro_auroc,1.0
zero_padding,cooler,103,CAGF,pressure,unaffected,macro_auprc,1.0
zero_padding,cooler,103,CAGF,pressure,unaffected,nll,0.004629054562524953
zero_padding,cooler,103,CAGF,vibration,all,accuracy,0.9954128440366973
zero_padding,cooler,103,CAGF,vibration,all,macro_f1,0.9953701470942851
zero_padding,cooler,103,CAGF,vibration,all,macro_auroc,0.9999682902080163
zero_padding,cooler,103,CAGF,vibration,all,macro_auprc,0.9999365804160325
zero_padding,cooler,103,CAGF,vibration,all,nll,0.010746381118077148
zero_padding,cooler,103,CAGF,vibration,affected,accuracy,1.0
zero_padding,cooler,103,CAGF,vibration,affected,macro_f1,1.0
zero_padding,cooler,103,CAGF,vibration,affected,macro_auroc,1.0
zero_padding,cooler,103,CAGF,vibration,affected,macro_auprc,1.0
zero_padding,cooler,103,CAGF,vibration,affected,nll,0.00030682511557406084
zero_padding,cooler,103,CAGF,vibration,unaffected,accuracy,0.9927007299270073
zero_padding,cooler,103,CAGF,vibration,unaffected,macro_f1,0.9924347497163031
zero_padding,cooler,103,CAGF,vibration,unaffected,macro_auroc,0.9999113946482368
zero_padding,cooler,103,CAGF,vibration,unaffected,macro_auprc,0.9997750787224472
zero_padding,cooler,103,CAGF,vibration,unaffected,nll,0.016918673353133715
zero_padding,cooler,103,PDRF_NOQ,pressure,all,accuracy,1.0
zero_padding,cooler,103,PDRF_NOQ,pressure,all,macro_f1,1.0
zero_padding,cooler,103,PDRF_NOQ,pressure,all,macro_auroc,1.0
zero_padding,cooler,103,PDRF_NOQ,pressure,all,macro_auprc,1.0
zero_padding,cooler,103,PDRF_NOQ,pressure,all,nll,1.476446315587996e-07
zero_padding,cooler,103,PDRF_NOQ,pressure,affected,accuracy,1.0
zero_padding,cooler,103,PDRF_NOQ,pressure,affected,macro_f1,1.0
zero_padding,cooler,103,PDRF_NOQ,pressure,affected,macro_auroc,1.0
zero_padding,cooler,103,PDRF_NOQ,pressure,affected,macro_auprc,1.0
zero_padding,cooler,103,PDRF_NOQ,pressure,affected,nll,1.9767642334943336e-07
zero_padding,cooler,103,PDRF_NOQ,pressure,unaffected,accuracy,1.0
zero_padding,cooler,103,PDRF_NOQ,pressure,unaffected,macro_f1,1.0
zero_padding,cooler,103,PDRF_NOQ,pressure,unaffected,macro_auroc,1.0
zero_padding,cooler,103,PDRF_NOQ,pressure,unaffected,macro_auprc,1.0
zero_padding,cooler,103,PDRF_NOQ,pressure,unaffected,nll,1.1920929665620914e-07
zero_padding,cooler,103,PDRF_NOQ,vibration,all,accuracy,1.0
zero_padding,cooler,103,PDRF_NOQ,vibration,all,macro_f1,1.0
zero_padding,cooler,103,PDRF_NOQ,vibration,all,macro_auroc,1.0
zero_padding,cooler,103,PDRF_NOQ,vibration,all,macro_auprc,1.0
zero_padding,cooler,103,PDRF_NOQ,vibration,all,nll,1.192092966562092e-07
zero_padding,cooler,103,PDRF_NOQ,vibration,affected,accuracy,1.0
zero_padding,cooler,103,PDRF_NOQ,vibration,affected,macro_f1,1.0
zero_padding,cooler,103,PDRF_NOQ,vibration,affected,macro_auroc,1.0
zero_padding,cooler,103,PDRF_NOQ,vibration,affected,macro_auprc,1.0
zero_padding,cooler,103,PDRF_NOQ,vibration,affected,nll,1.1920929665620916e-07
zero_padding,cooler,103,PDRF_NOQ,vibration,unaffected,accuracy,1.0
zero_padding,cooler,103,PDRF_NOQ,vibration,unaffected,macro_f1,1.0
zero_padding,cooler,103,PDRF_NOQ,vibration,unaffected,macro_auroc,1.0
zero_padding,cooler,103,PDRF_NOQ,vibration,unaffected,macro_auprc,1.0
zero_padding,cooler,103,PDRF_NOQ,vibration,unaffected,nll,1.1920929665620916e-07
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,pressure,all,accuracy,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,pressure,all,macro_f1,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,pressure,all,macro_auroc,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,pressure,all,macro_auprc,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,pressure,all,nll,1.192092966562092e-07
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,pressure,affected,accuracy,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,pressure,affected,macro_f1,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,pressure,affected,macro_auroc,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,pressure,affected,macro_auprc,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,pressure,affected,nll,1.192092966562091e-07
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,pressure,unaffected,accuracy,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_f1,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_auroc,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_auprc,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,pressure,unaffected,nll,1.1920929665620914e-07
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,vibration,all,accuracy,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,vibration,all,macro_f1,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,vibration,all,macro_auroc,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,vibration,all,macro_auprc,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,vibration,all,nll,1.192092966562092e-07
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,vibration,affected,accuracy,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,vibration,affected,macro_f1,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,vibration,affected,macro_auroc,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,vibration,affected,macro_auprc,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,vibration,affected,nll,1.1920929665620916e-07
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,vibration,unaffected,accuracy,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_f1,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_auroc,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_auprc,1.0
zero_padding,cooler,103,PDRF_RCIA_R30_NOQ,vibration,unaffected,nll,1.1920929665620916e-07
zero_padding,cooler,104,CAGF,pressure,all,accuracy,0.9541284403669725
zero_padding,cooler,104,CAGF,pressure,all,macro_f1,0.9545553381169819
zero_padding,cooler,104,CAGF,pressure,all,macro_auroc,0.9774811198184485
zero_padding,cooler,104,CAGF,pressure,all,macro_auprc,0.9427486558989072
zero_padding,cooler,104,CAGF,pressure,all,nll,0.6039174827181366
zero_padding,cooler,104,CAGF,pressure,affected,accuracy,0.9240506329113924
zero_padding,cooler,104,CAGF,pressure,affected,macro_f1,0.9249676882247152
zero_padding,cooler,104,CAGF,pressure,affected,macro_auroc,0.9568253968253968
zero_padding,cooler,104,CAGF,pressure,affected,macro_auprc,0.8974923574151528
zero_padding,cooler,104,CAGF,pressure,affected,nll,1.0438000472142834
zero_padding,cooler,104,CAGF,pressure,unaffected,accuracy,0.9712230215827338
zero_padding,cooler,104,CAGF,pressure,unaffected,macro_f1,0.9708348652037934
zero_padding,cooler,104,CAGF,pressure,unaffected,macro_auroc,0.9885956151162469
zero_padding,cooler,104,CAGF,pressure,unaffected,macro_auprc,0.9672278927191953
zero_padding,cooler,104,CAGF,pressure,unaffected,nll,0.35391228419154963
zero_padding,cooler,104,CAGF,vibration,all,accuracy,0.9678899082568807
zero_padding,cooler,104,CAGF,vibration,all,macro_f1,0.9677871340493199
zero_padding,cooler,104,CAGF,vibration,all,macro_auroc,0.9848744292237442
zero_padding,cooler,104,CAGF,vibration,all,macro_auprc,0.9603356357719695
zero_padding,cooler,104,CAGF,vibration,all,nll,0.4474852854355484
zero_padding,cooler,104,CAGF,vibration,affected,accuracy,0.9629629629629629
zero_padding,cooler,104,CAGF,vibration,affected,macro_f1,0.9588884659307194
zero_padding,cooler,104,CAGF,vibration,affected,macro_auroc,0.9744489354862976
zero_padding,cooler,104,CAGF,vibration,affected,macro_auprc,0.9480173003825995
zero_padding,cooler,104,CAGF,vibration,affected,nll,0.5945645418084187
zero_padding,cooler,104,CAGF,vibration,unaffected,accuracy,0.9708029197080292
zero_padding,cooler,104,CAGF,vibration,unaffected,macro_f1,0.9698481138436424
zero_padding,cooler,104,CAGF,vibration,unaffected,macro_auroc,0.9890021914789716
zero_padding,cooler,104,CAGF,vibration,unaffected,macro_auprc,0.9641090387251814
zero_padding,cooler,104,CAGF,vibration,unaffected,nll,0.36052601706910675
zero_padding,cooler,104,PDRF_NOQ,pressure,all,accuracy,1.0
zero_padding,cooler,104,PDRF_NOQ,pressure,all,macro_f1,1.0
zero_padding,cooler,104,PDRF_NOQ,pressure,all,macro_auroc,1.0
zero_padding,cooler,104,PDRF_NOQ,pressure,all,macro_auprc,1.0
zero_padding,cooler,104,PDRF_NOQ,pressure,all,nll,1.306927760713185e-07
zero_padding,cooler,104,PDRF_NOQ,pressure,affected,accuracy,1.0
zero_padding,cooler,104,PDRF_NOQ,pressure,affected,macro_f1,1.0
zero_padding,cooler,104,PDRF_NOQ,pressure,affected,macro_auroc,1.0
zero_padding,cooler,104,PDRF_NOQ,pressure,affected,macro_auprc,1.0
zero_padding,cooler,104,PDRF_NOQ,pressure,affected,nll,1.5089788542195384e-07
zero_padding,cooler,104,PDRF_NOQ,pressure,unaffected,accuracy,1.0
zero_padding,cooler,104,PDRF_NOQ,pressure,unaffected,macro_f1,1.0
zero_padding,cooler,104,PDRF_NOQ,pressure,unaffected,macro_auroc,1.0
zero_padding,cooler,104,PDRF_NOQ,pressure,unaffected,macro_auprc,1.0
zero_padding,cooler,104,PDRF_NOQ,pressure,unaffected,nll,1.1920929665620914e-07
zero_padding,cooler,104,PDRF_NOQ,vibration,all,accuracy,1.0
zero_padding,cooler,104,PDRF_NOQ,vibration,all,macro_f1,1.0
zero_padding,cooler,104,PDRF_NOQ,vibration,all,macro_auroc,1.0
zero_padding,cooler,104,PDRF_NOQ,vibration,all,macro_auprc,1.0
zero_padding,cooler,104,PDRF_NOQ,vibration,all,nll,1.192092966562092e-07
zero_padding,cooler,104,PDRF_NOQ,vibration,affected,accuracy,1.0
zero_padding,cooler,104,PDRF_NOQ,vibration,affected,macro_f1,1.0
zero_padding,cooler,104,PDRF_NOQ,vibration,affected,macro_auroc,1.0
zero_padding,cooler,104,PDRF_NOQ,vibration,affected,macro_auprc,1.0
zero_padding,cooler,104,PDRF_NOQ,vibration,affected,nll,1.1920929665620916e-07
zero_padding,cooler,104,PDRF_NOQ,vibration,unaffected,accuracy,1.0
zero_padding,cooler,104,PDRF_NOQ,vibration,unaffected,macro_f1,1.0
zero_padding,cooler,104,PDRF_NOQ,vibration,unaffected,macro_auroc,1.0
zero_padding,cooler,104,PDRF_NOQ,vibration,unaffected,macro_auprc,1.0
zero_padding,cooler,104,PDRF_NOQ,vibration,unaffected,nll,1.1920929665620916e-07
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,pressure,all,accuracy,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,pressure,all,macro_f1,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,pressure,all,macro_auroc,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,pressure,all,macro_auprc,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,pressure,all,nll,4.5224187182602885e-07
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,pressure,affected,accuracy,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,pressure,affected,macro_f1,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,pressure,affected,macro_auroc,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,pressure,affected,macro_auprc,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,pressure,affected,nll,1.038210580036218e-06
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,pressure,unaffected,accuracy,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_f1,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_auroc,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_auprc,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,pressure,unaffected,nll,1.1920929665620914e-07
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,vibration,all,accuracy,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,vibration,all,macro_f1,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,vibration,all,macro_auroc,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,vibration,all,macro_auprc,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,vibration,all,nll,1.192092966562092e-07
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,vibration,affected,accuracy,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,vibration,affected,macro_f1,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,vibration,affected,macro_auroc,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,vibration,affected,macro_auprc,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,vibration,affected,nll,1.1920929665620916e-07
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,vibration,unaffected,accuracy,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_f1,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_auroc,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_auprc,1.0
zero_padding,cooler,104,PDRF_RCIA_R30_NOQ,vibration,unaffected,nll,1.1920929665620916e-07
zero_padding,cooler,105,CAGF,pressure,all,accuracy,0.9220183486238532
zero_padding,cooler,105,CAGF,pressure,all,macro_f1,0.9230153283001602
zero_padding,cooler,105,CAGF,pressure,all,macro_auroc,0.9767704348183801
zero_padding,cooler,105,CAGF,pressure,all,macro_auprc,0.9448476627585517
zero_padding,cooler,105,CAGF,pressure,all,nll,0.6714317669963342
zero_padding,cooler,105,CAGF,pressure,affected,accuracy,0.8987341772151899
zero_padding,cooler,105,CAGF,pressure,affected,macro_f1,0.8984674329501915
zero_padding,cooler,105,CAGF,pressure,affected,macro_auroc,0.9568881626724764
zero_padding,cooler,105,CAGF,pressure,affected,macro_auprc,0.9054413209980726
zero_padding,cooler,105,CAGF,pressure,affected,nll,1.043019016234974
zero_padding,cooler,105,CAGF,pressure,unaffected,accuracy,0.935251798561151
zero_padding,cooler,105,CAGF,pressure,unaffected,macro_f1,0.9360970794574913
zero_padding,cooler,105,CAGF,pressure,unaffected,macro_auroc,0.9875818648448856
zero_padding,cooler,105,CAGF,pressure,unaffected,macro_auprc,0.9659468454274066
zero_padding,cooler,105,CAGF,pressure,unaffected,nll,0.46024189152976935
zero_padding,cooler,105,CAGF,vibration,all,accuracy,0.944954128440367
zero_padding,cooler,105,CAGF,vibration,all,macro_f1,0.9457817136935325
zero_padding,cooler,105,CAGF,vibration,all,macro_auroc,0.9820475441194619
zero_padding,cooler,105,CAGF,vibration,all,macro_auprc,0.9535850127499073
zero_padding,cooler,105,CAGF,vibration,all,nll,0.5956626097147717
zero_padding,cooler,105,CAGF,vibration,affected,accuracy,0.9259259259259259
zero_padding,cooler,105,CAGF,vibration,affected,macro_f1,0.9263381028086911
zero_padding,cooler,105,CAGF,vibration,affected,macro_auroc,0.973902487398866
zero_padding,cooler,105,CAGF,vibration,affected,macro_auprc,0.9475117878327519
zero_padding,cooler,105,CAGF,vibration,affected,nll,0.6682912935777108
zero_padding,cooler,105,CAGF,vibration,unaffected,accuracy,0.9562043795620438
zero_padding,cooler,105,CAGF,vibration,unaffected,macro_f1,0.9547197550095401
zero_padding,cooler,105,CAGF,vibration,unaffected,macro_auroc,0.9846384661943585
zero_padding,cooler,105,CAGF,vibration,unaffected,macro_auprc,0.9511531410961321
zero_padding,cooler,105,CAGF,vibration,unaffected,nll,0.5527215630512823
zero_padding,cooler,105,PDRF_NOQ,pressure,all,accuracy,1.0
zero_padding,cooler,105,PDRF_NOQ,pressure,all,macro_f1,1.0
zero_padding,cooler,105,PDRF_NOQ,pressure,all,macro_auroc,1.0
zero_padding,cooler,105,PDRF_NOQ,pressure,all,macro_auprc,1.0
zero_padding,cooler,105,PDRF_NOQ,pressure,all,nll,7.057487613879786e-05
zero_padding,cooler,105,PDRF_NOQ,pressure,affected,accuracy,1.0
zero_padding,cooler,105,PDRF_NOQ,pressure,affected,macro_f1,1.0
zero_padding,cooler,105,PDRF_NOQ,pressure,affected,macro_auroc,1.0
zero_padding,cooler,105,PDRF_NOQ,pressure,affected,macro_auprc,1.0
zero_padding,cooler,105,PDRF_NOQ,pressure,affected,nll,0.00019454117602560404
zero_padding,cooler,105,PDRF_NOQ,pressure,unaffected,accuracy,1.0
zero_padding,cooler,105,PDRF_NOQ,pressure,unaffected,macro_f1,1.0
zero_padding,cooler,105,PDRF_NOQ,pressure,unaffected,macro_auroc,1.0
zero_padding,cooler,105,PDRF_NOQ,pressure,unaffected,macro_auprc,1.0
zero_padding,cooler,105,PDRF_NOQ,pressure,unaffected,nll,1.1920929665620914e-07
zero_padding,cooler,105,PDRF_NOQ,vibration,all,accuracy,1.0
zero_padding,cooler,105,PDRF_NOQ,vibration,all,macro_f1,1.0
zero_padding,cooler,105,PDRF_NOQ,vibration,all,macro_auroc,1.0
zero_padding,cooler,105,PDRF_NOQ,vibration,all,macro_auprc,1.0
zero_padding,cooler,105,PDRF_NOQ,vibration,all,nll,7.005281934063254e-07
zero_padding,cooler,105,PDRF_NOQ,vibration,affected,accuracy,1.0
zero_padding,cooler,105,PDRF_NOQ,vibration,affected,macro_f1,1.0
zero_padding,cooler,105,PDRF_NOQ,vibration,affected,macro_auroc,1.0
zero_padding,cooler,105,PDRF_NOQ,vibration,affected,macro_auprc,1.0
zero_padding,cooler,105,PDRF_NOQ,vibration,affected,nll,1.6837465743293614e-06
zero_padding,cooler,105,PDRF_NOQ,vibration,unaffected,accuracy,1.0
zero_padding,cooler,105,PDRF_NOQ,vibration,unaffected,macro_f1,1.0
zero_padding,cooler,105,PDRF_NOQ,vibration,unaffected,macro_auroc,1.0
zero_padding,cooler,105,PDRF_NOQ,vibration,unaffected,macro_auprc,1.0
zero_padding,cooler,105,PDRF_NOQ,vibration,unaffected,nll,1.1920929665620916e-07
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,pressure,all,accuracy,0.9954128440366973
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,pressure,all,macro_f1,0.9954335757291423
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,pressure,all,macro_auroc,1.0
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,pressure,all,macro_auprc,1.0
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,pressure,all,nll,0.026748372718064527
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,pressure,affected,accuracy,0.9873417721518988
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,pressure,affected,macro_f1,0.9873493256951903
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,pressure,affected,macro_auroc,1.0
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,pressure,affected,macro_auprc,1.0
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,pressure,affected,nll,0.07381175547399788
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,pressure,unaffected,accuracy,1.0
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_f1,1.0
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_auroc,1.0
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_auprc,1.0
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,pressure,unaffected,nll,1.1920929665620914e-07
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,vibration,all,accuracy,1.0
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,vibration,all,macro_f1,1.0
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,vibration,all,macro_auroc,1.0
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,vibration,all,macro_auprc,1.0
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,vibration,all,nll,3.6200898314913075e-07
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,vibration,affected,accuracy,1.0
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,vibration,affected,macro_f1,1.0
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,vibration,affected,macro_auroc,1.0
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,vibration,affected,macro_auprc,1.0
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,vibration,affected,nll,7.726701812914797e-07
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,vibration,unaffected,accuracy,1.0
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_f1,1.0
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_auroc,1.0
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_auprc,1.0
zero_padding,cooler,105,PDRF_RCIA_R30_NOQ,vibration,unaffected,nll,1.1920929665620916e-07
zero_padding,valve,101,CAGF,pressure,all,accuracy,0.5688073394495413
zero_padding,valve,101,CAGF,pressure,all,macro_f1,0.5624943423983486
zero_padding,valve,101,CAGF,pressure,all,macro_auroc,0.7589826778724137
zero_padding,valve,101,CAGF,pressure,all,macro_auprc,0.535742157076116
zero_padding,valve,101,CAGF,pressure,all,nll,3.7615712021573304
zero_padding,valve,101,CAGF,pressure,affected,accuracy,0.35443037974683544
zero_padding,valve,101,CAGF,pressure,affected,macro_f1,0.3053072026321436
zero_padding,valve,101,CAGF,pressure,affected,macro_auroc,0.695109615673542
zero_padding,valve,101,CAGF,pressure,affected,macro_auprc,0.4221953361314063
zero_padding,valve,101,CAGF,pressure,affected,nll,6.080215626495692
zero_padding,valve,101,CAGF,pressure,unaffected,accuracy,0.6906474820143885
zero_padding,valve,101,CAGF,pressure,unaffected,macro_f1,0.6827857453281182
zero_padding,valve,101,CAGF,pressure,unaffected,macro_auroc,0.8454271023180532
zero_padding,valve,101,CAGF,pressure,unaffected,macro_auprc,0.7245638171651413
zero_padding,valve,101,CAGF,pressure,unaffected,nll,2.443780486166463
zero_padding,valve,101,CAGF,vibration,all,accuracy,0.6055045871559633
zero_padding,valve,101,CAGF,vibration,all,macro_f1,0.5994701567841392
zero_padding,valve,101,CAGF,vibration,all,macro_auroc,0.7852874833311826
zero_padding,valve,101,CAGF,vibration,all,macro_auprc,0.6355272687275904
zero_padding,valve,101,CAGF,vibration,all,nll,3.499476329850109
zero_padding,valve,101,CAGF,vibration,affected,accuracy,0.6172839506172839
zero_padding,valve,101,CAGF,vibration,affected,macro_f1,0.620338252654643
zero_padding,valve,101,CAGF,vibration,affected,macro_auroc,0.7992643522055287
zero_padding,valve,101,CAGF,vibration,affected,macro_auprc,0.6834203183130756
zero_padding,valve,101,CAGF,vibration,affected,nll,3.252100889000419
zero_padding,valve,101,CAGF,vibration,unaffected,accuracy,0.5985401459854015
zero_padding,valve,101,CAGF,vibration,unaffected,macro_f1,0.5828031106398021
zero_padding,valve,101,CAGF,vibration,unaffected,macro_auroc,0.7789235082397756
zero_padding,valve,101,CAGF,vibration,unaffected,macro_auprc,0.6110293985601967
zero_padding,valve,101,CAGF,vibration,unaffected,nll,3.6457348021772984
zero_padding,valve,101,PDRF_NOQ,pressure,all,accuracy,0.7064220183486238
zero_padding,valve,101,PDRF_NOQ,pressure,all,macro_f1,0.7066731371613758
zero_padding,valve,101,PDRF_NOQ,pressure,all,macro_auroc,0.8347753876844324
zero_padding,valve,101,PDRF_NOQ,pressure,all,macro_auprc,0.6757987761590744
zero_padding,valve,101,PDRF_NOQ,pressure,all,nll,2.4061516567644947
zero_padding,valve,101,PDRF_NOQ,pressure,affected,accuracy,0.45569620253164556
zero_padding,valve,101,PDRF_NOQ,pressure,affected,macro_f1,0.43627819548872177
zero_padding,valve,101,PDRF_NOQ,pressure,affected,macro_auroc,0.6300507093556225
zero_padding,valve,101,PDRF_NOQ,pressure,affected,macro_auprc,0.40382879269938043
zero_padding,valve,101,PDRF_NOQ,pressure,affected,nll,5.985492064820703
zero_padding,valve,101,PDRF_NOQ,pressure,unaffected,accuracy,0.8489208633093526
zero_padding,valve,101,PDRF_NOQ,pressure,unaffected,macro_f1,0.8520989573806474
zero_padding,valve,101,PDRF_NOQ,pressure,unaffected,macro_auroc,0.975916400606224
zero_padding,valve,101,PDRF_NOQ,pressure,unaffected,macro_auprc,0.9443368518616199
zero_padding,valve,101,PDRF_NOQ,pressure,unaffected,nll,0.37185027376852
zero_padding,valve,101,PDRF_NOQ,vibration,all,accuracy,0.8532110091743119
zero_padding,valve,101,PDRF_NOQ,vibration,all,macro_f1,0.8546718122461443
zero_padding,valve,101,PDRF_NOQ,vibration,all,macro_auroc,0.9670468232460102
zero_padding,valve,101,PDRF_NOQ,vibration,all,macro_auprc,0.9325673199899315
zero_padding,valve,101,PDRF_NOQ,vibration,all,nll,0.5332214619852614
zero_padding,valve,101,PDRF_NOQ,vibration,affected,accuracy,0.8148148148148148
zero_padding,valve,101,PDRF_NOQ,vibration,affected,macro_f1,0.8223316912972085
zero_padding,valve,101,PDRF_NOQ,vibration,affected,macro_auroc,0.9668741570702356
zero_padding,valve,101,PDRF_NOQ,vibration,affected,macro_auprc,0.9318457495271693
zero_padding,valve,101,PDRF_NOQ,vibration,affected,nll,0.3947639885685919
zero_padding,valve,101,PDRF_NOQ,vibration,unaffected,accuracy,0.8759124087591241
zero_padding,valve,101,PDRF_NOQ,vibration,unaffected,macro_f1,0.8691984511017814
