task,n,same_class_nearest,median_distance,median_cosine
accumulator,213,0.25821596244131456,24.760480880737305,0.8287595510482788
cooler,214,1.0,2.2851723432540894,0.9880931973457336
pump,214,0.3598130841121495,25.28726863861084,0.8328442871570587
valve,213,0.4647887323943662,25.24621963500977,0.8340707421302795
