method,cost_scheme,coverage,reject_cost,fault_prevalence,expected_cost
UF,uniform,0.8,0.1,0.88,0.272910174152154
UF,uniform,0.8,0.1,0.89,0.2729353803849679
UF,uniform,0.8,0.1,0.9,0.2729605866177819
UF,uniform,0.8,0.1,0.91,0.27298579285059577
UF,uniform,0.8,0.1,0.92,0.2730109990834097
UF,uniform,0.8,0.1,0.93,0.27303620531622363
UF,uniform,0.8,0.1,0.9400000000000001,0.2730614115490376
UF,uniform,0.8,0.1,0.9500000000000001,0.2730866177818515
UF,uniform,0.8,0.1,0.96,0.27311182401466544
UF,uniform,0.8,0.1,0.97,0.2731370302474794
UF,uniform,0.8,0.1,0.98,0.2731622364802933
UF,uniform,0.8,0.1,0.99,0.27318744271310724
UF,uniform,0.8,0.1,1.0,0.2732126489459212
UF,uniform,0.8,0.25,0.0,0.300698900091659
UF,uniform,0.8,0.25,0.01,0.3007241063244729
UF,uniform,0.8,0.25,0.02,0.3007493125572869
UF,uniform,0.8,0.25,0.03,0.30077451879010075
UF,uniform,0.8,0.25,0.04,0.30079972502291474
UF,uniform,0.8,0.25,0.05,0.3008249312557286
UF,uniform,0.8,0.25,0.06,0.30085013748854256
UF,uniform,0.8,0.25,0.07,0.30087534372135655
UF,uniform,0.8,0.25,0.08,0.3009005499541705
UF,uniform,0.8,0.25,0.09,0.30092575618698436
UF,uniform,0.8,0.25,0.1,0.30095096241979835
UF,uniform,0.8,0.25,0.11,0.30097616865261223
UF,uniform,0.8,0.25,0.12,0.3010013748854262
UF,uniform,0.8,0.25,0.13,0.3010265811182401
UF,uniform,0.8,0.25,0.14,0.30105178735105403
UF,uniform,0.8,0.25,0.15,0.30107699358386797
UF,uniform,0.8,0.25,0.16,0.3011021998166819
UF,uniform,0.8,0.25,0.17,0.30112740604949584
UF,uniform,0.8,0.25,0.18,0.30115261228230983
UF,uniform,0.8,0.25,0.19,0.3011778185151237
UF,uniform,0.8,0.25,0.2,0.3012030247479377
UF,uniform,0.8,0.25,0.21,0.3012282309807516
UF,uniform,0.8,0.25,0.22,0.30125343721356557
UF,uniform,0.8,0.25,0.23,0.30127864344637945
UF,uniform,0.8,0.25,0.24,0.3013038496791934
UF,uniform,0.8,0.25,0.25,0.3013290559120073
UF,uniform,0.8,0.25,0.26,0.30135426214482125
UF,uniform,0.8,0.25,0.27,0.3013794683776352
UF,uniform,0.8,0.25,0.28,0.3014046746104491
UF,uniform,0.8,0.25,0.29,0.30142988084326305
UF,uniform,0.8,0.25,0.3,0.30145508707607693
UF,uniform,0.8,0.25,0.31,0.3014802933088909
UF,uniform,0.8,0.25,0.32,0.3015054995417048
UF,uniform,0.8,0.25,0.33,0.3015307057745188
UF,uniform,0.8,0.25,0.34,0.30155591200733267
UF,uniform,0.8,0.25,0.35000000000000003,0.3015811182401466
UF,uniform,0.8,0.25,0.36,0.30160632447296054
UF,uniform,0.8,0.25,0.37,0.30163153070577453
UF,uniform,0.8,0.25,0.38,0.3016567369385884
UF,uniform,0.8,0.25,0.39,0.3016819431714024
UF,uniform,0.8,0.25,0.4,0.3017071494042163
UF,uniform,0.8,0.25,0.41000000000000003,0.3017323556370302
UF,uniform,0.8,0.25,0.42,0.30175756186984415
UF,uniform,0.8,0.25,0.43,0.30178276810265814
UF,uniform,0.8,0.25,0.44,0.301807974335472
UF,uniform,0.8,0.25,0.45,0.301833180568286
UF,uniform,0.8,0.25,0.46,0.3018583868010999
UF,uniform,0.8,0.25,0.47000000000000003,0.3018835930339139
UF,uniform,0.8,0.25,0.48,0.30190879926672776
UF,uniform,0.8,0.25,0.49,0.3019340054995417
UF,uniform,0.8,0.25,0.5,0.3019592117323556
UF,uniform,0.8,0.25,0.51,0.30198441796516956
UF,uniform,0.8,0.25,0.52,0.3020096241979835
UF,uniform,0.8,0.25,0.53,0.3020348304307974
UF,uniform,0.8,0.25,0.54,0.30206003666361136
UF,uniform,0.8,0.25,0.55,0.30208524289642524
UF,uniform,0.8,0.25,0.56,0.30211044912923923
UF,uniform,0.8,0.25,0.5700000000000001,0.30213565536205317
UF,uniform,0.8,0.25,0.58,0.3021608615948671
UF,uniform,0.8,0.25,0.59,0.30218606782768104
UF,uniform,0.8,0.25,0.6,0.30221127406049497
UF,uniform,0.8,0.25,0.61,0.3022364802933089
UF,uniform,0.8,0.25,0.62,0.30226168652612284
UF,uniform,0.8,0.25,0.63,0.3022868927589367
UF,uniform,0.8,0.25,0.64,0.30231209899175066
UF,uniform,0.8,0.25,0.65,0.3023373052245646
UF,uniform,0.8,0.25,0.66,0.3023625114573785
UF,uniform,0.8,0.25,0.67,0.30238771769019246
UF,uniform,0.8,0.25,0.68,0.30241292392300645
UF,uniform,0.8,0.25,0.6900000000000001,0.30243813015582033
UF,uniform,0.8,0.25,0.7000000000000001,0.30246333638863426
UF,uniform,0.8,0.25,0.71,0.3024885426214482
UF,uniform,0.8,0.25,0.72,0.30251374885426213
UF,uniform,0.8,0.25,0.73,0.30253895508707607
UF,uniform,0.8,0.25,0.74,0.30256416131989
UF,uniform,0.8,0.25,0.75,0.30258936755270394
UF,uniform,0.8,0.25,0.76,0.30261457378551787
UF,uniform,0.8,0.25,0.77,0.3026397800183318
UF,uniform,0.8,0.25,0.78,0.30266498625114574
UF,uniform,0.8,0.25,0.79,0.3026901924839597
UF,uniform,0.8,0.25,0.8,0.30271539871677355
UF,uniform,0.8,0.25,0.81,0.30274060494958754
UF,uniform,0.8,0.25,0.8200000000000001,0.3027658111824015
UF,uniform,0.8,0.25,0.8300000000000001,0.3027910174152154
UF,uniform,0.8,0.25,0.84,0.30281622364802935
UF,uniform,0.8,0.25,0.85,0.3028414298808432
UF,uniform,0.8,0.25,0.86,0.3028666361136572
UF,uniform,0.8,0.25,0.87,0.3028918423464711
UF,uniform,0.8,0.25,0.88,0.30291704857928503
UF,uniform,0.8,0.25,0.89,0.302942254812099
UF,uniform,0.8,0.25,0.9,0.3029674610449129
UF,uniform,0.8,0.25,0.91,0.3029926672777269
UF,uniform,0.8,0.25,0.92,0.30301787351054077
UF,uniform,0.8,0.25,0.93,0.30304307974335476
UF,uniform,0.8,0.25,0.9400000000000001,0.30306828597616864
UF,uniform,0.8,0.25,0.9500000000000001,0.3030934922089826
UF,uniform,0.8,0.25,0.96,0.3031186984417965
UF,uniform,0.8,0.25,0.97,0.30314390467461044
UF,uniform,0.8,0.25,0.98,0.3031691109074244
UF,uniform,0.8,0.25,0.99,0.3031943171402383
UF,uniform,0.8,0.25,1.0,0.30321952337305225
UF,uniform,0.8,0.5,0.0,0.35071035747021084
UF,uniform,0.8,0.5,0.01,0.3507355637030248
UF,uniform,0.8,0.5,0.02,0.3507607699358387
UF,uniform,0.8,0.5,0.03,0.35078597616865265
UF,uniform,0.8,0.5,0.04,0.3508111824014665
UF,uniform,0.8,0.5,0.05,0.3508363886342805
UF,uniform,0.8,0.5,0.06,0.3508615948670944
UF,uniform,0.8,0.5,0.07,0.35088680109990833
UF,uniform,0.8,0.5,0.08,0.35091200733272226
UF,uniform,0.8,0.5,0.09,0.35093721356553625
UF,uniform,0.8,0.5,0.1,0.3509624197983502
UF,uniform,0.8,0.5,0.11,0.35098762603116407
UF,uniform,0.8,0.5,0.12,0.35101283226397806
UF,uniform,0.8,0.5,0.13,0.35103803849679194
UF,uniform,0.8,0.5,0.14,0.3510632447296059
UF,uniform,0.8,0.5,0.15,0.3510884509624198
UF,uniform,0.8,0.5,0.16,0.35111365719523374
UF,uniform,0.8,0.5,0.17,0.3511388634280477
UF,uniform,0.8,0.5,0.18,0.35116406966086167
UF,uniform,0.8,0.5,0.19,0.35118927589367555
UF,uniform,0.8,0.5,0.2,0.3512144821264895
UF,uniform,0.8,0.5,0.21,0.3512396883593034
UF,uniform,0.8,0.5,0.22,0.35126489459211735
UF,uniform,0.8,0.5,0.23,0.3512901008249313
UF,uniform,0.8,0.5,0.24,0.3513153070577452
UF,uniform,0.8,0.5,0.25,0.35134051329055915
UF,uniform,0.8,0.5,0.26,0.35136571952337303
UF,uniform,0.8,0.5,0.27,0.351390925756187
UF,uniform,0.8,0.5,0.28,0.3514161319890009
UF,uniform,0.8,0.5,0.29,0.35144133822181484
UF,uniform,0.8,0.5,0.3,0.35146654445462877
UF,uniform,0.8,0.5,0.31,0.3514917506874427
UF,uniform,0.8,0.5,0.32,0.35151695692025664
UF,uniform,0.8,0.5,0.33,0.3515421631530706
UF,uniform,0.8,0.5,0.34,0.3515673693858845
UF,uniform,0.8,0.5,0.35000000000000003,0.35159257561869844
UF,uniform,0.8,0.5,0.36,0.3516177818515124
UF,uniform,0.8,0.5,0.37,0.35164298808432637
UF,uniform,0.8,0.5,0.38,0.35166819431714025
UF,uniform,0.8,0.5,0.39,0.3516934005499542
UF,uniform,0.8,0.5,0.4,0.3517186067827681
UF,uniform,0.8,0.5,0.41000000000000003,0.351743813015582
UF,uniform,0.8,0.5,0.42,0.351769019248396
UF,uniform,0.8,0.5,0.43,0.3517942254812099
UF,uniform,0.8,0.5,0.44,0.35181943171402386
UF,uniform,0.8,0.5,0.45,0.35184463794683785
UF,uniform,0.8,0.5,0.46,0.3518698441796517
UF,uniform,0.8,0.5,0.47000000000000003,0.35189505041246566
UF,uniform,0.8,0.5,0.48,0.3519202566452796
UF,uniform,0.8,0.5,0.49,0.3519454628780935
UF,uniform,0.8,0.5,0.5,0.35197066911090746
UF,uniform,0.8,0.5,0.51,0.35199587534372134
UF,uniform,0.8,0.5,0.52,0.3520210815765353
UF,uniform,0.8,0.5,0.53,0.3520462878093492
UF,uniform,0.8,0.5,0.54,0.3520714940421632
UF,uniform,0.8,0.5,0.55,0.3520967002749771
UF,uniform,0.8,0.5,0.56,0.352121906507791
UF,uniform,0.8,0.5,0.5700000000000001,0.35214711274060495
UF,uniform,0.8,0.5,0.58,0.3521723189734189
UF,uniform,0.8,0.5,0.59,0.3521975252062328
UF,uniform,0.8,0.5,0.6,0.35222273143904675
UF,uniform,0.8,0.5,0.61,0.3522479376718607
UF,uniform,0.8,0.5,0.62,0.3522731439046746
UF,uniform,0.8,0.5,0.63,0.35229835013748856
UF,uniform,0.8,0.5,0.64,0.3523235563703025
UF,uniform,0.8,0.5,0.65,0.3523487626031164
UF,uniform,0.8,0.5,0.66,0.35237396883593036
UF,uniform,0.8,0.5,0.67,0.3523991750687443
UF,uniform,0.8,0.5,0.68,0.3524243813015582
UF,uniform,0.8,0.5,0.6900000000000001,0.35244958753437217
UF,uniform,0.8,0.5,0.7000000000000001,0.35247479376718605
UF,uniform,0.8,0.5,0.71,0.35250000000000004
UF,uniform,0.8,0.5,0.72,0.3525252062328139
UF,uniform,0.8,0.5,0.73,0.35255041246562785
UF,uniform,0.8,0.5,0.74,0.35257561869844184
UF,uniform,0.8,0.5,0.75,0.3526008249312557
UF,uniform,0.8,0.5,0.76,0.35262603116406965
UF,uniform,0.8,0.5,0.77,0.3526512373968836
UF,uniform,0.8,0.5,0.78,0.3526764436296975
UF,uniform,0.8,0.5,0.79,0.3527016498625115
UF,uniform,0.8,0.5,0.8,0.3527268560953254
UF,uniform,0.8,0.5,0.81,0.3527520623281393
UF,uniform,0.8,0.5,0.8200000000000001,0.35277726856095326
UF,uniform,0.8,0.5,0.8300000000000001,0.3528024747937672
UF,uniform,0.8,0.5,0.84,0.35282768102658113
UF,uniform,0.8,0.5,0.85,0.35285288725939506
UF,uniform,0.8,0.5,0.86,0.352878093492209
UF,uniform,0.8,0.5,0.87,0.35290329972502293
UF,uniform,0.8,0.5,0.88,0.3529285059578368
UF,uniform,0.8,0.5,0.89,0.35295371219065075
UF,uniform,0.8,0.5,0.9,0.35297891842346474
UF,uniform,0.8,0.5,0.91,0.3530041246562786
UF,uniform,0.8,0.5,0.92,0.3530293308890926
UF,uniform,0.8,0.5,0.93,0.3530545371219065
UF,uniform,0.8,0.5,0.9400000000000001,0.3530797433547204
UF,uniform,0.8,0.5,0.9500000000000001,0.3531049495875344
UF,uniform,0.8,0.5,0.96,0.35313015582034835
UF,uniform,0.8,0.5,0.97,0.3531553620531622
UF,uniform,0.8,0.5,0.98,0.35318056828597616
UF,uniform,0.8,0.5,0.99,0.3532057745187901
UF,uniform,0.8,0.5,1.0,0.35323098075160403
UF,uniform,0.9,0.1,0.0,0.3294225481209899
UF,uniform,0.9,0.1,0.01,0.3294340054995417
UF,uniform,0.9,0.1,0.02,0.3294454628780935
UF,uniform,0.9,0.1,0.03,0.32945692025664525
UF,uniform,0.9,0.1,0.04,0.32946837763519704
UF,uniform,0.9,0.1,0.05,0.32947983501374883
UF,uniform,0.9,0.1,0.06,0.3294912923923006
UF,uniform,0.9,0.1,0.07,0.32950274977085237
UF,uniform,0.9,0.1,0.08,0.32951420714940427
UF,uniform,0.9,0.1,0.09,0.32952566452795606
UF,uniform,0.9,0.1,0.1,0.3295371219065078
UF,uniform,0.9,0.1,0.11,0.3295485792850596
UF,uniform,0.9,0.1,0.12,0.3295600366636114
UF,uniform,0.9,0.1,0.13,0.3295714940421632
UF,uniform,0.9,0.1,0.14,0.3295829514207149
UF,uniform,0.9,0.1,0.15,0.3295944087992667
UF,uniform,0.9,0.1,0.16,0.3296058661778185
UF,uniform,0.9,0.1,0.17,0.3296173235563703
UF,uniform,0.9,0.1,0.18,0.3296287809349221
UF,uniform,0.9,0.1,0.19,0.3296402383134739
UF,uniform,0.9,0.1,0.2,0.3296516956920257
UF,uniform,0.9,0.1,0.21,0.3296631530705774
UF,uniform,0.9,0.1,0.22,0.3296746104491292
UF,uniform,0.9,0.1,0.23,0.32968606782768106
UF,uniform,0.9,0.1,0.24,0.32969752520623286
UF,uniform,0.9,0.1,0.25,0.3297089825847846
UF,uniform,0.9,0.1,0.26,0.3297204399633364
UF,uniform,0.9,0.1,0.27,0.3297318973418882
UF,uniform,0.9,0.1,0.28,0.32974335472044
UF,uniform,0.9,0.1,0.29,0.3297548120989917
UF,uniform,0.9,0.1,0.3,0.3297662694775435
UF,uniform,0.9,0.1,0.31,0.3297777268560953
UF,uniform,0.9,0.1,0.32,0.3297891842346471
UF,uniform,0.9,0.1,0.33,0.3298006416131989
UF,uniform,0.9,0.1,0.34,0.3298120989917507
UF,uniform,0.9,0.1,0.35000000000000003,0.3298235563703024
UF,uniform,0.9,0.1,0.36,0.32983501374885427
UF,uniform,0.9,0.1,0.37,0.32984647112740606
UF,uniform,0.9,0.1,0.38,0.32985792850595785
UF,uniform,0.9,0.1,0.39,0.32986938588450965
UF,uniform,0.9,0.1,0.4,0.3298808432630614
UF,uniform,0.9,0.1,0.41000000000000003,0.3298923006416132
UF,uniform,0.9,0.1,0.42,0.329903758020165
UF,uniform,0.9,0.1,0.43,0.32991521539871677
UF,uniform,0.9,0.1,0.44,0.32992667277726856
UF,uniform,0.9,0.1,0.45,0.32993813015582035
UF,uniform,0.9,0.1,0.46,0.32994958753437215
UF,uniform,0.9,0.1,0.47000000000000003,0.3299610449129239
UF,uniform,0.9,0.1,0.48,0.3299725022914757
UF,uniform,0.9,0.1,0.49,0.32998395967002747
UF,uniform,0.9,0.1,0.5,0.32999541704857926
UF,uniform,0.9,0.1,0.51,0.33000687442713106
UF,uniform,0.9,0.1,0.52,0.33001833180568285
UF,uniform,0.9,0.1,0.53,0.33002978918423465
UF,uniform,0.9,0.1,0.54,0.33004124656278644
UF,uniform,0.9,0.1,0.55,0.33005270394133823
UF,uniform,0.9,0.1,0.56,0.33006416131988997
UF,uniform,0.9,0.1,0.5700000000000001,0.3300756186984418
UF,uniform,0.9,0.1,0.58,0.33008707607699356
UF,uniform,0.9,0.1,0.59,0.33009853345554535
UF,uniform,0.9,0.1,0.6,0.33010999083409714
UF,uniform,0.9,0.1,0.61,0.3301214482126489
UF,uniform,0.9,0.1,0.62,0.3301329055912007
UF,uniform,0.9,0.1,0.63,0.3301443629697525
UF,uniform,0.9,0.1,0.64,0.33015582034830426
UF,uniform,0.9,0.1,0.65,0.33016727772685606
UF,uniform,0.9,0.1,0.66,0.33017873510540785
UF,uniform,0.9,0.1,0.67,0.33019019248395964
UF,uniform,0.9,0.1,0.68,0.33020164986251144
UF,uniform,0.9,0.1,0.6900000000000001,0.33021310724106323
UF,uniform,0.9,0.1,0.7000000000000001,0.330224564619615
UF,uniform,0.9,0.1,0.71,0.3302360219981668
UF,uniform,0.9,0.1,0.72,0.33024747937671856
UF,uniform,0.9,0.1,0.73,0.3302589367552704
UF,uniform,0.9,0.1,0.74,0.33027039413382214
UF,uniform,0.9,0.1,0.75,0.33028185151237394
UF,uniform,0.9,0.1,0.76,0.33029330889092573
UF,uniform,0.9,0.1,0.77,0.3303047662694775
UF,uniform,0.9,0.1,0.78,0.3303162236480293
UF,uniform,0.9,0.1,0.79,0.33032768102658105
UF,uniform,0.9,0.1,0.8,0.33033913840513285
UF,uniform,0.9,0.1,0.81,0.33035059578368464
UF,uniform,0.9,0.1,0.8200000000000001,0.33036205316223644
UF,uniform,0.9,0.1,0.8300000000000001,0.33037351054078823
UF,uniform,0.9,0.1,0.84,0.33038496791934
UF,uniform,0.9,0.1,0.85,0.3303964252978918
UF,uniform,0.9,0.1,0.86,0.3304078826764436
UF,uniform,0.9,0.1,0.87,0.33041934005499535
UF,uniform,0.9,0.1,0.88,0.33043079743354714
UF,uniform,0.9,0.1,0.89,0.33044225481209893
UF,uniform,0.9,0.1,0.9,0.3304537121906508
UF,uniform,0.9,0.1,0.91,0.3304651695692025
UF,uniform,0.9,0.1,0.92,0.3304766269477543
UF,uniform,0.9,0.1,0.93,0.3304880843263061
UF,uniform,0.9,0.1,0.9400000000000001,0.3304995417048579
UF,uniform,0.9,0.1,0.9500000000000001,0.33051099908340964
UF,uniform,0.9,0.1,0.96,0.3305224564619615
UF,uniform,0.9,0.1,0.97,0.3305339138405133
UF,uniform,0.9,0.1,0.98,0.330545371219065
UF,uniform,0.9,0.1,0.99,0.3305568285976168
UF,uniform,0.9,0.1,1.0,0.3305682859761686
UF,uniform,0.9,0.25,0.0,0.3444087992667278
UF,uniform,0.9,0.25,0.01,0.3444202566452796
UF,uniform,0.9,0.25,0.02,0.3444317140238313
UF,uniform,0.9,0.25,0.03,0.3444431714023831
UF,uniform,0.9,0.25,0.04,0.3444546287809349
UF,uniform,0.9,0.25,0.05,0.3444660861594867
UF,uniform,0.9,0.25,0.06,0.3444775435380385
UF,uniform,0.9,0.25,0.07,0.3444890009165903
UF,uniform,0.9,0.25,0.08,0.34450045829514214
UF,uniform,0.9,0.25,0.09,0.3445119156736939
UF,uniform,0.9,0.25,0.1,0.3445233730522457
UF,uniform,0.9,0.25,0.11,0.34453483043079747
UF,uniform,0.9,0.25,0.12,0.34454628780934926
UF,uniform,0.9,0.25,0.13,0.344557745187901
UF,uniform,0.9,0.25,0.14,0.34456920256645285
UF,uniform,0.9,0.25,0.15,0.34458065994500464
UF,uniform,0.9,0.25,0.16,0.3445921173235564
UF,uniform,0.9,0.25,0.17,0.3446035747021082
UF,uniform,0.9,0.25,0.18,0.34461503208066
UF,uniform,0.9,0.25,0.19,0.34462648945921176
UF,uniform,0.9,0.25,0.2,0.34463794683776355
UF,uniform,0.9,0.25,0.21,0.34464940421631535
UF,uniform,0.9,0.25,0.22,0.34466086159486714
UF,uniform,0.9,0.25,0.23,0.3446723189734189
UF,uniform,0.9,0.25,0.24,0.34468377635197067
UF,uniform,0.9,0.25,0.25,0.34469523373052247
UF,uniform,0.9,0.25,0.26,0.34470669110907426
UF,uniform,0.9,0.25,0.27,0.34471814848762605
UF,uniform,0.9,0.25,0.28,0.34472960586617785
UF,uniform,0.9,0.25,0.29,0.3447410632447296
UF,uniform,0.9,0.25,0.3,0.34475252062328143
UF,uniform,0.9,0.25,0.31,0.34476397800183317
UF,uniform,0.9,0.25,0.32,0.34477543538038496
UF,uniform,0.9,0.25,0.33,0.34478689275893676
UF,uniform,0.9,0.25,0.34,0.34479835013748855
UF,uniform,0.9,0.25,0.35000000000000003,0.34480980751604035
UF,uniform,0.9,0.25,0.36,0.34482126489459214
UF,uniform,0.9,0.25,0.37,0.34483272227314393
UF,uniform,0.9,0.25,0.38,0.3448441796516957
UF,uniform,0.9,0.25,0.39,0.34485563703024746
UF,uniform,0.9,0.25,0.4,0.34486709440879926
UF,uniform,0.9,0.25,0.41000000000000003,0.34487855178735105
UF,uniform,0.9,0.25,0.42,0.34489000916590284
UF,uniform,0.9,0.25,0.43,0.3449014665444547
UF,uniform,0.9,0.25,0.44,0.34491292392300643
UF,uniform,0.9,0.25,0.45,0.3449243813015582
UF,uniform,0.9,0.25,0.46,0.34493583868011
UF,uniform,0.9,0.25,0.47000000000000003,0.3449472960586618
UF,uniform,0.9,0.25,0.48,0.3449587534372136
UF,uniform,0.9,0.25,0.49,0.3449702108157654
UF,uniform,0.9,0.25,0.5,0.3449816681943172
UF,uniform,0.9,0.25,0.51,0.34499312557286893
UF,uniform,0.9,0.25,0.52,0.3450045829514208
UF,uniform,0.9,0.25,0.53,0.3450160403299725
UF,uniform,0.9,0.25,0.54,0.3450274977085243
UF,uniform,0.9,0.25,0.55,0.3450389550870761
UF,uniform,0.9,0.25,0.56,0.3450504124656279
UF,uniform,0.9,0.25,0.5700000000000001,0.34506186984417964
UF,uniform,0.9,0.25,0.58,0.34507332722273143
UF,uniform,0.9,0.25,0.59,0.3450847846012832
UF,uniform,0.9,0.25,0.6,0.345096241979835
UF,uniform,0.9,0.25,0.61,0.3451076993583868
UF,uniform,0.9,0.25,0.62,0.3451191567369386
UF,uniform,0.9,0.25,0.63,0.3451306141154904
UF,uniform,0.9,0.25,0.64,0.3451420714940422
UF,uniform,0.9,0.25,0.65,0.345153528872594
UF,uniform,0.9,0.25,0.66,0.3451649862511458
UF,uniform,0.9,0.25,0.67,0.34517644362969757
UF,uniform,0.9,0.25,0.68,0.34518790100824936
UF,uniform,0.9,0.25,0.6900000000000001,0.34519935838680116
UF,uniform,0.9,0.25,0.7000000000000001,0.34521081576535295
UF,uniform,0.9,0.25,0.71,0.3452222731439047
UF,uniform,0.9,0.25,0.72,0.3452337305224565
UF,uniform,0.9,0.25,0.73,0.3452451879010083
UF,uniform,0.9,0.25,0.74,0.34525664527956
UF,uniform,0.9,0.25,0.75,0.34526810265811186
UF,uniform,0.9,0.25,0.76,0.34527956003666366
UF,uniform,0.9,0.25,0.77,0.34529101741521545
UF,uniform,0.9,0.25,0.78,0.3453024747937672
UF,uniform,0.9,0.25,0.79,0.345313932172319
UF,uniform,0.9,0.25,0.8,0.3453253895508708
UF,uniform,0.9,0.25,0.81,0.34533684692942257
UF,uniform,0.9,0.25,0.8200000000000001,0.34534830430797436
UF,uniform,0.9,0.25,0.8300000000000001,0.34535976168652616
UF,uniform,0.9,0.25,0.84,0.34537121906507795
UF,uniform,0.9,0.25,0.85,0.3453826764436297
UF,uniform,0.9,0.25,0.86,0.34539413382218154
UF,uniform,0.9,0.25,0.87,0.34540559120073333
UF,uniform,0.9,0.25,0.88,0.3454170485792851
UF,uniform,0.9,0.25,0.89,0.34542850595783686
UF,uniform,0.9,0.25,0.9,0.34543996333638866
UF,uniform,0.9,0.25,0.91,0.34545142071494045
UF,uniform,0.9,0.25,0.92,0.3454628780934922
UF,uniform,0.9,0.25,0.93,0.34547433547204404
UF,uniform,0.9,0.25,0.9400000000000001,0.34548579285059583
UF,uniform,0.9,0.25,0.9500000000000001,0.3454972502291476
UF,uniform,0.9,0.25,0.96,0.34550870760769936
UF,uniform,0.9,0.25,0.97,0.3455201649862512
UF,uniform,0.9,0.25,0.98,0.345531622364803
UF,uniform,0.9,0.25,0.99,0.34554307974335474
UF,uniform,0.9,0.25,1.0,0.34555453712190654
UF,uniform,0.9,0.5,0.0,0.3693858845096242
UF,uniform,0.9,0.5,0.01,0.3693973418881759
UF,uniform,0.9,0.5,0.02,0.36940879926672776
UF,uniform,0.9,0.5,0.03,0.3694202566452795
UF,uniform,0.9,0.5,0.04,0.3694317140238313
UF,uniform,0.9,0.5,0.05,0.3694431714023831
UF,uniform,0.9,0.5,0.06,0.3694546287809349
UF,uniform,0.9,0.5,0.07,0.3694660861594867
UF,uniform,0.9,0.5,0.08,0.3694775435380385
UF,uniform,0.9,0.5,0.09,0.36948900091659026
UF,uniform,0.9,0.5,0.1,0.36950045829514205
UF,uniform,0.9,0.5,0.11,0.36951191567369385
UF,uniform,0.9,0.5,0.12,0.36952337305224564
UF,uniform,0.9,0.5,0.13,0.3695348304307974
UF,uniform,0.9,0.5,0.14,0.3695462878093492
UF,uniform,0.9,0.5,0.15,0.36955774518790097
UF,uniform,0.9,0.5,0.16,0.36956920256645276
UF,uniform,0.9,0.5,0.17,0.36958065994500455
UF,uniform,0.9,0.5,0.18,0.36959211732355635
UF,uniform,0.9,0.5,0.19,0.36960357470210814
UF,uniform,0.9,0.5,0.2,0.36961503208065993
UF,uniform,0.9,0.5,0.21,0.3696264894592117
UF,uniform,0.9,0.5,0.22,0.36963794683776346
UF,uniform,0.9,0.5,0.23,0.3696494042163153
UF,uniform,0.9,0.5,0.24,0.36966086159486705
UF,uniform,0.9,0.5,0.25,0.3696723189734189
UF,uniform,0.9,0.5,0.26,0.36968377635197064
UF,uniform,0.9,0.5,0.27,0.36969523373052243
UF,uniform,0.9,0.5,0.28,0.3697066911090742
UF,uniform,0.9,0.5,0.29,0.36971814848762596
UF,uniform,0.9,0.5,0.3,0.36972960586617776
UF,uniform,0.9,0.5,0.31,0.36974106324472955
UF,uniform,0.9,0.5,0.32,0.36975252062328134
UF,uniform,0.9,0.5,0.33,0.36976397800183314
UF,uniform,0.9,0.5,0.34,0.36977543538038493
UF,uniform,0.9,0.5,0.35000000000000003,0.3697868927589367
UF,uniform,0.9,0.5,0.36,0.3697983501374885
UF,uniform,0.9,0.5,0.37,0.3698098075160403
UF,uniform,0.9,0.5,0.38,0.3698212648945921
UF,uniform,0.9,0.5,0.39,0.3698327222731439
UF,uniform,0.9,0.5,0.4,0.3698441796516957
UF,uniform,0.9,0.5,0.41000000000000003,0.3698556370302475
UF,uniform,0.9,0.5,0.42,0.3698670944087993
UF,uniform,0.9,0.5,0.43,0.3698785517873511
UF,uniform,0.9,0.5,0.44,0.36989000916590287
UF,uniform,0.9,0.5,0.45,0.3699014665444546
UF,uniform,0.9,0.5,0.46,0.36991292392300645
UF,uniform,0.9,0.5,0.47000000000000003,0.36992438130155825
UF,uniform,0.9,0.5,0.48,0.36993583868011
UF,uniform,0.9,0.5,0.49,0.3699472960586617
UF,uniform,0.9,0.5,0.5,0.3699587534372135
UF,uniform,0.9,0.5,0.51,0.3699702108157653
UF,uniform,0.9,0.5,0.52,0.3699816681943171
UF,uniform,0.9,0.5,0.53,0.3699931255728689
UF,uniform,0.9,0.5,0.54,0.3700045829514207
UF,uniform,0.9,0.5,0.55,0.3700160403299725
UF,uniform,0.9,0.5,0.56,0.3700274977085243
UF,uniform,0.9,0.5,0.5700000000000001,0.37003895508707607
UF,uniform,0.9,0.5,0.58,0.37005041246562786
UF,uniform,0.9,0.5,0.59,0.37006186984417966
UF,uniform,0.9,0.5,0.6,0.37007332722273145
UF,uniform,0.9,0.5,0.61,0.3700847846012832
UF,uniform,0.9,0.5,0.62,0.370096241979835
UF,uniform,0.9,0.5,0.63,0.3701076993583868
UF,uniform,0.9,0.5,0.64,0.37011915673693857
UF,uniform,0.9,0.5,0.65,0.3701306141154903
UF,uniform,0.9,0.5,0.66,0.3701420714940421
UF,uniform,0.9,0.5,0.67,0.37015352887259395
UF,uniform,0.9,0.5,0.68,0.3701649862511457
UF,uniform,0.9,0.5,0.6900000000000001,0.3701764436296975
UF,uniform,0.9,0.5,0.7000000000000001,0.3701879010082493
UF,uniform,0.9,0.5,0.71,0.37019935838680107
UF,uniform,0.9,0.5,0.72,0.37021081576535286
UF,uniform,0.9,0.5,0.73,0.37022227314390466
