method,cost_scheme,coverage,reject_cost,fault_prevalence,expected_cost
DWR,uniform,0.9,0.1,0.43,0.32391154903758024
DWR,uniform,0.9,0.1,0.44,0.32406049495875344
DWR,uniform,0.9,0.1,0.45,0.32420944087992665
DWR,uniform,0.9,0.1,0.46,0.3243583868010999
DWR,uniform,0.9,0.1,0.47000000000000003,0.32450733272227317
DWR,uniform,0.9,0.1,0.48,0.32465627864344637
DWR,uniform,0.9,0.1,0.49,0.3248052245646196
DWR,uniform,0.9,0.1,0.5,0.32495417048579284
DWR,uniform,0.9,0.1,0.51,0.3251031164069661
DWR,uniform,0.9,0.1,0.52,0.3252520623281393
DWR,uniform,0.9,0.1,0.53,0.3254010082493125
DWR,uniform,0.9,0.1,0.54,0.32554995417048577
DWR,uniform,0.9,0.1,0.55,0.325698900091659
DWR,uniform,0.9,0.1,0.56,0.32584784601283223
DWR,uniform,0.9,0.1,0.5700000000000001,0.3259967919340055
DWR,uniform,0.9,0.1,0.58,0.32614573785517875
DWR,uniform,0.9,0.1,0.59,0.32629468377635196
DWR,uniform,0.9,0.1,0.6,0.3264436296975252
DWR,uniform,0.9,0.1,0.61,0.3265925756186984
DWR,uniform,0.9,0.1,0.62,0.3267415215398717
DWR,uniform,0.9,0.1,0.63,0.3268904674610449
DWR,uniform,0.9,0.1,0.64,0.32703941338221815
DWR,uniform,0.9,0.1,0.65,0.3271883593033914
DWR,uniform,0.9,0.1,0.66,0.3273373052245646
DWR,uniform,0.9,0.1,0.67,0.3274862511457378
DWR,uniform,0.9,0.1,0.68,0.3276351970669111
DWR,uniform,0.9,0.1,0.6900000000000001,0.32778414298808434
DWR,uniform,0.9,0.1,0.7000000000000001,0.32793308890925754
DWR,uniform,0.9,0.1,0.71,0.3280820348304308
DWR,uniform,0.9,0.1,0.72,0.328230980751604
DWR,uniform,0.9,0.1,0.73,0.32837992667277727
DWR,uniform,0.9,0.1,0.74,0.32852887259395047
DWR,uniform,0.9,0.1,0.75,0.32867781851512373
DWR,uniform,0.9,0.1,0.76,0.32882676443629694
DWR,uniform,0.9,0.1,0.77,0.3289757103574702
DWR,uniform,0.9,0.1,0.78,0.3291246562786434
DWR,uniform,0.9,0.1,0.79,0.32927360219981666
DWR,uniform,0.9,0.1,0.8,0.32942254812098987
DWR,uniform,0.9,0.1,0.81,0.3295714940421631
DWR,uniform,0.9,0.1,0.8200000000000001,0.3297204399633364
DWR,uniform,0.9,0.1,0.8300000000000001,0.3298693858845096
DWR,uniform,0.9,0.1,0.84,0.33001833180568285
DWR,uniform,0.9,0.1,0.85,0.3301672777268561
DWR,uniform,0.9,0.1,0.86,0.3303162236480293
DWR,uniform,0.9,0.1,0.87,0.3304651695692026
DWR,uniform,0.9,0.1,0.88,0.3306141154903758
DWR,uniform,0.9,0.1,0.89,0.33076306141154904
DWR,uniform,0.9,0.1,0.9,0.33091200733272225
DWR,uniform,0.9,0.1,0.91,0.3310609532538955
DWR,uniform,0.9,0.1,0.92,0.3312098991750687
DWR,uniform,0.9,0.1,0.93,0.33135884509624197
DWR,uniform,0.9,0.1,0.9400000000000001,0.3315077910174152
DWR,uniform,0.9,0.1,0.9500000000000001,0.33165673693858844
DWR,uniform,0.9,0.1,0.96,0.3318056828597617
DWR,uniform,0.9,0.1,0.97,0.3319546287809349
DWR,uniform,0.9,0.1,0.98,0.33210357470210816
DWR,uniform,0.9,0.1,0.99,0.33225252062328137
DWR,uniform,0.9,0.1,1.0,0.3324014665444546
DWR,uniform,0.9,0.25,0.0,0.3324931255728689
DWR,uniform,0.9,0.25,0.01,0.3326420714940422
DWR,uniform,0.9,0.25,0.02,0.3327910174152154
DWR,uniform,0.9,0.25,0.03,0.33293996333638864
DWR,uniform,0.9,0.25,0.04,0.33308890925756185
DWR,uniform,0.9,0.25,0.05,0.3332378551787351
DWR,uniform,0.9,0.25,0.06,0.3333868010999083
DWR,uniform,0.9,0.25,0.07,0.3335357470210816
DWR,uniform,0.9,0.25,0.08,0.33368469294225483
DWR,uniform,0.9,0.25,0.09,0.3338336388634281
DWR,uniform,0.9,0.25,0.1,0.3339825847846013
DWR,uniform,0.9,0.25,0.11,0.33413153070577456
DWR,uniform,0.9,0.25,0.12,0.33428047662694776
DWR,uniform,0.9,0.25,0.13,0.33442942254812097
DWR,uniform,0.9,0.25,0.14,0.3345783684692942
DWR,uniform,0.9,0.25,0.15,0.33472731439046743
DWR,uniform,0.9,0.25,0.16,0.33487626031164064
DWR,uniform,0.9,0.25,0.17,0.3350252062328139
DWR,uniform,0.9,0.25,0.18,0.33517415215398716
DWR,uniform,0.9,0.25,0.19,0.3353230980751604
DWR,uniform,0.9,0.25,0.2,0.3354720439963337
DWR,uniform,0.9,0.25,0.21,0.3356209899175069
DWR,uniform,0.9,0.25,0.22,0.3357699358386801
DWR,uniform,0.9,0.25,0.23,0.33591888175985335
DWR,uniform,0.9,0.25,0.24,0.3360678276810266
DWR,uniform,0.9,0.25,0.25,0.3362167736021998
DWR,uniform,0.9,0.25,0.26,0.336365719523373
DWR,uniform,0.9,0.25,0.27,0.3365146654445463
DWR,uniform,0.9,0.25,0.28,0.33666361136571954
DWR,uniform,0.9,0.25,0.29,0.33681255728689274
DWR,uniform,0.9,0.25,0.3,0.33696150320806595
DWR,uniform,0.9,0.25,0.31,0.3371104491292392
DWR,uniform,0.9,0.25,0.32,0.33725939505041247
DWR,uniform,0.9,0.25,0.33,0.3374083409715857
DWR,uniform,0.9,0.25,0.34,0.33755728689275893
DWR,uniform,0.9,0.25,0.35000000000000003,0.3377062328139322
DWR,uniform,0.9,0.25,0.36,0.3378551787351054
DWR,uniform,0.9,0.25,0.37,0.3380041246562786
DWR,uniform,0.9,0.25,0.38,0.3381530705774519
DWR,uniform,0.9,0.25,0.39,0.3383020164986251
DWR,uniform,0.9,0.25,0.4,0.33845096241979833
DWR,uniform,0.9,0.25,0.41000000000000003,0.3385999083409716
DWR,uniform,0.9,0.25,0.42,0.33874885426214485
DWR,uniform,0.9,0.25,0.43,0.33889780018331805
DWR,uniform,0.9,0.25,0.44,0.3390467461044913
DWR,uniform,0.9,0.25,0.45,0.3391956920256646
DWR,uniform,0.9,0.25,0.46,0.3393446379468378
DWR,uniform,0.9,0.25,0.47000000000000003,0.339493583868011
DWR,uniform,0.9,0.25,0.48,0.33964252978918424
DWR,uniform,0.9,0.25,0.49,0.3397914757103575
DWR,uniform,0.9,0.25,0.5,0.3399404216315307
DWR,uniform,0.9,0.25,0.51,0.3400893675527039
DWR,uniform,0.9,0.25,0.52,0.3402383134738772
DWR,uniform,0.9,0.25,0.53,0.34038725939505043
DWR,uniform,0.9,0.25,0.54,0.34053620531622364
DWR,uniform,0.9,0.25,0.55,0.3406851512373969
DWR,uniform,0.9,0.25,0.56,0.34083409715857016
DWR,uniform,0.9,0.25,0.5700000000000001,0.34098304307974336
DWR,uniform,0.9,0.25,0.58,0.34113198900091657
DWR,uniform,0.9,0.25,0.59,0.34128093492208983
DWR,uniform,0.9,0.25,0.6,0.3414298808432631
DWR,uniform,0.9,0.25,0.61,0.3415788267644363
DWR,uniform,0.9,0.25,0.62,0.3417277726856095
DWR,uniform,0.9,0.25,0.63,0.3418767186067828
DWR,uniform,0.9,0.25,0.64,0.342025664527956
DWR,uniform,0.9,0.25,0.65,0.3421746104491292
DWR,uniform,0.9,0.25,0.66,0.3423235563703025
DWR,uniform,0.9,0.25,0.67,0.34247250229147574
DWR,uniform,0.9,0.25,0.68,0.34262144821264895
DWR,uniform,0.9,0.25,0.6900000000000001,0.34277039413382215
DWR,uniform,0.9,0.25,0.7000000000000001,0.34291934005499547
DWR,uniform,0.9,0.25,0.71,0.3430682859761687
DWR,uniform,0.9,0.25,0.72,0.3432172318973419
DWR,uniform,0.9,0.25,0.73,0.34336617781851514
DWR,uniform,0.9,0.25,0.74,0.34351512373968834
DWR,uniform,0.9,0.25,0.75,0.3436640696608616
DWR,uniform,0.9,0.25,0.76,0.34381301558203486
DWR,uniform,0.9,0.25,0.77,0.34396196150320807
DWR,uniform,0.9,0.25,0.78,0.34411090742438133
DWR,uniform,0.9,0.25,0.79,0.34425985334555453
DWR,uniform,0.9,0.25,0.8,0.3444087992667278
DWR,uniform,0.9,0.25,0.81,0.344557745187901
DWR,uniform,0.9,0.25,0.8200000000000001,0.34470669110907426
DWR,uniform,0.9,0.25,0.8300000000000001,0.3448556370302475
DWR,uniform,0.9,0.25,0.84,0.34500458295142067
DWR,uniform,0.9,0.25,0.85,0.345153528872594
DWR,uniform,0.9,0.25,0.86,0.3453024747937672
DWR,uniform,0.9,0.25,0.87,0.3454514207149404
DWR,uniform,0.9,0.25,0.88,0.3456003666361137
DWR,uniform,0.9,0.25,0.89,0.3457493125572869
DWR,uniform,0.9,0.25,0.9,0.3458982584784601
DWR,uniform,0.9,0.25,0.91,0.3460472043996334
DWR,uniform,0.9,0.25,0.92,0.3461961503208066
DWR,uniform,0.9,0.25,0.93,0.34634509624197984
DWR,uniform,0.9,0.25,0.9400000000000001,0.34649404216315305
DWR,uniform,0.9,0.25,0.9500000000000001,0.3466429880843263
DWR,uniform,0.9,0.25,0.96,0.34679193400549957
DWR,uniform,0.9,0.25,0.97,0.3469408799266728
DWR,uniform,0.9,0.25,0.98,0.34708982584784603
DWR,uniform,0.9,0.25,0.99,0.34723877176901924
DWR,uniform,0.9,0.25,1.0,0.3473877176901925
DWR,uniform,0.9,0.5,0.0,0.35747021081576535
DWR,uniform,0.9,0.5,0.01,0.3576191567369386
DWR,uniform,0.9,0.5,0.02,0.3577681026581118
DWR,uniform,0.9,0.5,0.03,0.3579170485792851
DWR,uniform,0.9,0.5,0.04,0.3580659945004583
DWR,uniform,0.9,0.5,0.05,0.3582149404216315
DWR,uniform,0.9,0.5,0.06,0.35836388634280475
DWR,uniform,0.9,0.5,0.07,0.35851283226397795
DWR,uniform,0.9,0.5,0.08,0.35866177818515127
DWR,uniform,0.9,0.5,0.09,0.3588107241063245
DWR,uniform,0.9,0.5,0.1,0.35895967002749773
DWR,uniform,0.9,0.5,0.11,0.35910861594867094
DWR,uniform,0.9,0.5,0.12,0.3592575618698442
DWR,uniform,0.9,0.5,0.13,0.35940650779101746
DWR,uniform,0.9,0.5,0.14,0.35955545371219066
DWR,uniform,0.9,0.5,0.15,0.35970439963336387
DWR,uniform,0.9,0.5,0.16,0.3598533455545371
DWR,uniform,0.9,0.5,0.17,0.3600022914757104
DWR,uniform,0.9,0.5,0.18,0.3601512373968836
DWR,uniform,0.9,0.5,0.19,0.36030018331805685
DWR,uniform,0.9,0.5,0.2,0.36044912923923006
DWR,uniform,0.9,0.5,0.21,0.3605980751604033
DWR,uniform,0.9,0.5,0.22,0.3607470210815766
DWR,uniform,0.9,0.5,0.23,0.3608959670027498
DWR,uniform,0.9,0.5,0.24,0.36104491292392304
DWR,uniform,0.9,0.5,0.25,0.36119385884509625
DWR,uniform,0.9,0.5,0.26,0.36134280476626945
DWR,uniform,0.9,0.5,0.27,0.36149175068744277
DWR,uniform,0.9,0.5,0.28,0.361640696608616
DWR,uniform,0.9,0.5,0.29,0.3617896425297892
DWR,uniform,0.9,0.5,0.3,0.36193858845096244
DWR,uniform,0.9,0.5,0.31,0.36208753437213564
DWR,uniform,0.9,0.5,0.32,0.36223648029330885
DWR,uniform,0.9,0.5,0.33,0.3623854262144821
DWR,uniform,0.9,0.5,0.34,0.36253437213565537
DWR,uniform,0.9,0.5,0.35000000000000003,0.3626833180568286
DWR,uniform,0.9,0.5,0.36,0.36283226397800183
DWR,uniform,0.9,0.5,0.37,0.3629812098991751
DWR,uniform,0.9,0.5,0.38,0.3631301558203483
DWR,uniform,0.9,0.5,0.39,0.36327910174152156
DWR,uniform,0.9,0.5,0.4,0.36342804766269476
DWR,uniform,0.9,0.5,0.41000000000000003,0.363576993583868
DWR,uniform,0.9,0.5,0.42,0.3637259395050413
DWR,uniform,0.9,0.5,0.43,0.3638748854262145
DWR,uniform,0.9,0.5,0.44,0.36402383134738775
DWR,uniform,0.9,0.5,0.45,0.364172777268561
DWR,uniform,0.9,0.5,0.46,0.3643217231897342
DWR,uniform,0.9,0.5,0.47000000000000003,0.3644706691109074
DWR,uniform,0.9,0.5,0.48,0.3646196150320807
DWR,uniform,0.9,0.5,0.49,0.36476856095325394
DWR,uniform,0.9,0.5,0.5,0.36491750687442714
DWR,uniform,0.9,0.5,0.51,0.36506645279560035
DWR,uniform,0.9,0.5,0.52,0.3652153987167736
DWR,uniform,0.9,0.5,0.53,0.36536434463794687
DWR,uniform,0.9,0.5,0.54,0.3655132905591201
DWR,uniform,0.9,0.5,0.55,0.36566223648029333
DWR,uniform,0.9,0.5,0.56,0.3658111824014666
DWR,uniform,0.9,0.5,0.5700000000000001,0.3659601283226398
DWR,uniform,0.9,0.5,0.58,0.366109074243813
DWR,uniform,0.9,0.5,0.59,0.36625802016498626
DWR,uniform,0.9,0.5,0.6,0.3664069660861595
DWR,uniform,0.9,0.5,0.61,0.36655591200733273
DWR,uniform,0.9,0.5,0.62,0.366704857928506
DWR,uniform,0.9,0.5,0.63,0.3668538038496792
DWR,uniform,0.9,0.5,0.64,0.36700274977085245
DWR,uniform,0.9,0.5,0.65,0.36715169569202566
DWR,uniform,0.9,0.5,0.66,0.3673006416131989
DWR,uniform,0.9,0.5,0.67,0.3674495875343722
DWR,uniform,0.9,0.5,0.68,0.3675985334555454
DWR,uniform,0.9,0.5,0.6900000000000001,0.3677474793767186
DWR,uniform,0.9,0.5,0.7000000000000001,0.36789642529789185
DWR,uniform,0.9,0.5,0.71,0.3680453712190651
DWR,uniform,0.9,0.5,0.72,0.36819431714023837
DWR,uniform,0.9,0.5,0.73,0.3683432630614116
DWR,uniform,0.9,0.5,0.74,0.36849220898258483
DWR,uniform,0.9,0.5,0.75,0.36864115490375804
DWR,uniform,0.9,0.5,0.76,0.36879010082493124
DWR,uniform,0.9,0.5,0.77,0.3689390467461045
DWR,uniform,0.9,0.5,0.78,0.3690879926672777
DWR,uniform,0.9,0.5,0.79,0.36923693858845097
DWR,uniform,0.9,0.5,0.8,0.3693858845096242
DWR,uniform,0.9,0.5,0.81,0.36953483043079743
DWR,uniform,0.9,0.5,0.8200000000000001,0.3696837763519707
DWR,uniform,0.9,0.5,0.8300000000000001,0.3698327222731439
DWR,uniform,0.9,0.5,0.84,0.36998166819431716
DWR,uniform,0.9,0.5,0.85,0.37013061411549036
DWR,uniform,0.9,0.5,0.86,0.3702795600366636
DWR,uniform,0.9,0.5,0.87,0.37042850595783683
DWR,uniform,0.9,0.5,0.88,0.3705774518790101
DWR,uniform,0.9,0.5,0.89,0.37072639780018335
DWR,uniform,0.9,0.5,0.9,0.37087534372135655
DWR,uniform,0.9,0.5,0.91,0.3710242896425298
DWR,uniform,0.9,0.5,0.92,0.371173235563703
DWR,uniform,0.9,0.5,0.93,0.3713221814848763
DWR,uniform,0.9,0.5,0.9400000000000001,0.37147112740604954
DWR,uniform,0.9,0.5,0.9500000000000001,0.37162007332722274
DWR,uniform,0.9,0.5,0.96,0.371769019248396
DWR,uniform,0.9,0.5,0.97,0.3719179651695692
DWR,uniform,0.9,0.5,0.98,0.37206691109074247
DWR,uniform,0.9,0.5,0.99,0.3722158570119157
DWR,uniform,0.9,0.5,1.0,0.37236480293308893
DWR,uniform,1.0,0.1,0.0,0.3863428047662695
DWR,uniform,1.0,0.1,0.01,0.3864482126489459
DWR,uniform,1.0,0.1,0.02,0.38655362053162234
DWR,uniform,1.0,0.1,0.03,0.38665902841429883
DWR,uniform,1.0,0.1,0.04,0.38676443629697527
DWR,uniform,1.0,0.1,0.05,0.3868698441796517
DWR,uniform,1.0,0.1,0.06,0.3869752520623281
DWR,uniform,1.0,0.1,0.07,0.3870806599450045
DWR,uniform,1.0,0.1,0.08,0.387186067827681
DWR,uniform,1.0,0.1,0.09,0.3872914757103575
DWR,uniform,1.0,0.1,0.1,0.3873968835930339
DWR,uniform,1.0,0.1,0.11,0.38750229147571036
DWR,uniform,1.0,0.1,0.12,0.3876076993583868
DWR,uniform,1.0,0.1,0.13,0.3877131072410632
DWR,uniform,1.0,0.1,0.14,0.3878185151237397
DWR,uniform,1.0,0.1,0.15,0.38792392300641615
DWR,uniform,1.0,0.1,0.16,0.3880293308890926
DWR,uniform,1.0,0.1,0.17,0.388134738771769
DWR,uniform,1.0,0.1,0.18,0.3882401466544455
DWR,uniform,1.0,0.1,0.19,0.38834555453712194
DWR,uniform,1.0,0.1,0.2,0.3884509624197984
DWR,uniform,1.0,0.1,0.21,0.3885563703024748
DWR,uniform,1.0,0.1,0.22,0.38866177818515124
DWR,uniform,1.0,0.1,0.23,0.3887671860678277
DWR,uniform,1.0,0.1,0.24,0.3888725939505041
DWR,uniform,1.0,0.1,0.25,0.38897800183318054
DWR,uniform,1.0,0.1,0.26,0.38908340971585703
DWR,uniform,1.0,0.1,0.27,0.38918881759853347
DWR,uniform,1.0,0.1,0.28,0.3892942254812099
DWR,uniform,1.0,0.1,0.29,0.3893996333638863
DWR,uniform,1.0,0.1,0.3,0.3895050412465627
DWR,uniform,1.0,0.1,0.31,0.38961044912923926
DWR,uniform,1.0,0.1,0.32,0.3897158570119157
DWR,uniform,1.0,0.1,0.33,0.3898212648945921
DWR,uniform,1.0,0.1,0.34,0.38992667277726856
DWR,uniform,1.0,0.1,0.35000000000000003,0.390032080659945
DWR,uniform,1.0,0.1,0.36,0.3901374885426214
DWR,uniform,1.0,0.1,0.37,0.39024289642529786
DWR,uniform,1.0,0.1,0.38,0.39034830430797435
DWR,uniform,1.0,0.1,0.39,0.3904537121906508
DWR,uniform,1.0,0.1,0.4,0.3905591200733272
DWR,uniform,1.0,0.1,0.41000000000000003,0.3906645279560037
DWR,uniform,1.0,0.1,0.42,0.39076993583868014
DWR,uniform,1.0,0.1,0.43,0.39087534372135657
DWR,uniform,1.0,0.1,0.44,0.390980751604033
DWR,uniform,1.0,0.1,0.45,0.39108615948670944
DWR,uniform,1.0,0.1,0.46,0.3911915673693859
DWR,uniform,1.0,0.1,0.47000000000000003,0.39129697525206236
DWR,uniform,1.0,0.1,0.48,0.39140238313473874
DWR,uniform,1.0,0.1,0.49,0.39150779101741523
DWR,uniform,1.0,0.1,0.5,0.39161319890009166
DWR,uniform,1.0,0.1,0.51,0.3917186067827681
DWR,uniform,1.0,0.1,0.52,0.3918240146654446
DWR,uniform,1.0,0.1,0.53,0.391929422548121
DWR,uniform,1.0,0.1,0.54,0.39203483043079745
DWR,uniform,1.0,0.1,0.55,0.3921402383134739
DWR,uniform,1.0,0.1,0.56,0.3922456461961503
DWR,uniform,1.0,0.1,0.5700000000000001,0.39235105407882676
DWR,uniform,1.0,0.1,0.58,0.3924564619615032
DWR,uniform,1.0,0.1,0.59,0.3925618698441796
DWR,uniform,1.0,0.1,0.6,0.3926672777268561
DWR,uniform,1.0,0.1,0.61,0.39277268560953255
DWR,uniform,1.0,0.1,0.62,0.392878093492209
DWR,uniform,1.0,0.1,0.63,0.39298350137488547
DWR,uniform,1.0,0.1,0.64,0.3930889092575619
DWR,uniform,1.0,0.1,0.65,0.39319431714023834
DWR,uniform,1.0,0.1,0.66,0.39329972502291477
DWR,uniform,1.0,0.1,0.67,0.3934051329055912
DWR,uniform,1.0,0.1,0.68,0.39351054078826764
DWR,uniform,1.0,0.1,0.6900000000000001,0.39361594867094407
DWR,uniform,1.0,0.1,0.7000000000000001,0.39372135655362056
DWR,uniform,1.0,0.1,0.71,0.393826764436297
DWR,uniform,1.0,0.1,0.72,0.39393217231897343
DWR,uniform,1.0,0.1,0.73,0.39403758020164986
DWR,uniform,1.0,0.1,0.74,0.3941429880843263
DWR,uniform,1.0,0.1,0.75,0.3942483959670028
DWR,uniform,1.0,0.1,0.76,0.3943538038496792
DWR,uniform,1.0,0.1,0.77,0.39445921173235565
DWR,uniform,1.0,0.1,0.78,0.3945646196150321
DWR,uniform,1.0,0.1,0.79,0.3946700274977085
DWR,uniform,1.0,0.1,0.8,0.39477543538038495
DWR,uniform,1.0,0.1,0.81,0.39488084326306144
DWR,uniform,1.0,0.1,0.8200000000000001,0.3949862511457379
DWR,uniform,1.0,0.1,0.8300000000000001,0.3950916590284143
DWR,uniform,1.0,0.1,0.84,0.39519706691109074
DWR,uniform,1.0,0.1,0.85,0.3953024747937672
DWR,uniform,1.0,0.1,0.86,0.39540788267644367
DWR,uniform,1.0,0.1,0.87,0.3955132905591201
DWR,uniform,1.0,0.1,0.88,0.39561869844179653
DWR,uniform,1.0,0.1,0.89,0.39572410632447297
DWR,uniform,1.0,0.1,0.9,0.3958295142071494
DWR,uniform,1.0,0.1,0.91,0.39593492208982584
DWR,uniform,1.0,0.1,0.92,0.3960403299725023
DWR,uniform,1.0,0.1,0.93,0.39614573785517876
DWR,uniform,1.0,0.1,0.9400000000000001,0.3962511457378552
DWR,uniform,1.0,0.1,0.9500000000000001,0.3963565536205316
DWR,uniform,1.0,0.1,0.96,0.39646196150320806
DWR,uniform,1.0,0.1,0.97,0.3965673693858845
DWR,uniform,1.0,0.1,0.98,0.396672777268561
DWR,uniform,1.0,0.1,0.99,0.3967781851512374
DWR,uniform,1.0,0.1,1.0,0.39688359303391385
DWR,uniform,1.0,0.25,0.0,0.3863428047662695
DWR,uniform,1.0,0.25,0.01,0.3864482126489459
DWR,uniform,1.0,0.25,0.02,0.38655362053162234
DWR,uniform,1.0,0.25,0.03,0.38665902841429883
DWR,uniform,1.0,0.25,0.04,0.38676443629697527
DWR,uniform,1.0,0.25,0.05,0.3868698441796517
DWR,uniform,1.0,0.25,0.06,0.3869752520623281
DWR,uniform,1.0,0.25,0.07,0.3870806599450045
DWR,uniform,1.0,0.25,0.08,0.387186067827681
DWR,uniform,1.0,0.25,0.09,0.3872914757103575
DWR,uniform,1.0,0.25,0.1,0.3873968835930339
DWR,uniform,1.0,0.25,0.11,0.38750229147571036
DWR,uniform,1.0,0.25,0.12,0.3876076993583868
DWR,uniform,1.0,0.25,0.13,0.3877131072410632
DWR,uniform,1.0,0.25,0.14,0.3878185151237397
DWR,uniform,1.0,0.25,0.15,0.38792392300641615
DWR,uniform,1.0,0.25,0.16,0.3880293308890926
DWR,uniform,1.0,0.25,0.17,0.388134738771769
DWR,uniform,1.0,0.25,0.18,0.3882401466544455
DWR,uniform,1.0,0.25,0.19,0.38834555453712194
DWR,uniform,1.0,0.25,0.2,0.3884509624197984
DWR,uniform,1.0,0.25,0.21,0.3885563703024748
DWR,uniform,1.0,0.25,0.22,0.38866177818515124
DWR,uniform,1.0,0.25,0.23,0.3887671860678277
DWR,uniform,1.0,0.25,0.24,0.3888725939505041
DWR,uniform,1.0,0.25,0.25,0.38897800183318054
DWR,uniform,1.0,0.25,0.26,0.38908340971585703
DWR,uniform,1.0,0.25,0.27,0.38918881759853347
DWR,uniform,1.0,0.25,0.28,0.3892942254812099
DWR,uniform,1.0,0.25,0.29,0.3893996333638863
DWR,uniform,1.0,0.25,0.3,0.3895050412465627
DWR,uniform,1.0,0.25,0.31,0.38961044912923926
DWR,uniform,1.0,0.25,0.32,0.3897158570119157
DWR,uniform,1.0,0.25,0.33,0.3898212648945921
DWR,uniform,1.0,0.25,0.34,0.38992667277726856
DWR,uniform,1.0,0.25,0.35000000000000003,0.390032080659945
DWR,uniform,1.0,0.25,0.36,0.3901374885426214
DWR,uniform,1.0,0.25,0.37,0.39024289642529786
DWR,uniform,1.0,0.25,0.38,0.39034830430797435
DWR,uniform,1.0,0.25,0.39,0.3904537121906508
DWR,uniform,1.0,0.25,0.4,0.3905591200733272
DWR,uniform,1.0,0.25,0.41000000000000003,0.3906645279560037
DWR,uniform,1.0,0.25,0.42,0.39076993583868014
DWR,uniform,1.0,0.25,0.43,0.39087534372135657
DWR,uniform,1.0,0.25,0.44,0.390980751604033
DWR,uniform,1.0,0.25,0.45,0.39108615948670944
DWR,uniform,1.0,0.25,0.46,0.3911915673693859
DWR,uniform,1.0,0.25,0.47000000000000003,0.39129697525206236
DWR,uniform,1.0,0.25,0.48,0.39140238313473874
DWR,uniform,1.0,0.25,0.49,0.39150779101741523
DWR,uniform,1.0,0.25,0.5,0.39161319890009166
DWR,uniform,1.0,0.25,0.51,0.3917186067827681
DWR,uniform,1.0,0.25,0.52,0.3918240146654446
DWR,uniform,1.0,0.25,0.53,0.391929422548121
DWR,uniform,1.0,0.25,0.54,0.39203483043079745
DWR,uniform,1.0,0.25,0.55,0.3921402383134739
DWR,uniform,1.0,0.25,0.56,0.3922456461961503
DWR,uniform,1.0,0.25,0.5700000000000001,0.39235105407882676
DWR,uniform,1.0,0.25,0.58,0.3924564619615032
DWR,uniform,1.0,0.25,0.59,0.3925618698441796
DWR,uniform,1.0,0.25,0.6,0.3926672777268561
DWR,uniform,1.0,0.25,0.61,0.39277268560953255
DWR,uniform,1.0,0.25,0.62,0.392878093492209
DWR,uniform,1.0,0.25,0.63,0.39298350137488547
DWR,uniform,1.0,0.25,0.64,0.3930889092575619
DWR,uniform,1.0,0.25,0.65,0.39319431714023834
DWR,uniform,1.0,0.25,0.66,0.39329972502291477
DWR,uniform,1.0,0.25,0.67,0.3934051329055912
DWR,uniform,1.0,0.25,0.68,0.39351054078826764
DWR,uniform,1.0,0.25,0.6900000000000001,0.39361594867094407
DWR,uniform,1.0,0.25,0.7000000000000001,0.39372135655362056
DWR,uniform,1.0,0.25,0.71,0.393826764436297
DWR,uniform,1.0,0.25,0.72,0.39393217231897343
DWR,uniform,1.0,0.25,0.73,0.39403758020164986
DWR,uniform,1.0,0.25,0.74,0.3941429880843263
DWR,uniform,1.0,0.25,0.75,0.3942483959670028
DWR,uniform,1.0,0.25,0.76,0.3943538038496792
DWR,uniform,1.0,0.25,0.77,0.39445921173235565
DWR,uniform,1.0,0.25,0.78,0.3945646196150321
DWR,uniform,1.0,0.25,0.79,0.3946700274977085
DWR,uniform,1.0,0.25,0.8,0.39477543538038495
DWR,uniform,1.0,0.25,0.81,0.39488084326306144
DWR,uniform,1.0,0.25,0.8200000000000001,0.3949862511457379
DWR,uniform,1.0,0.25,0.8300000000000001,0.3950916590284143
DWR,uniform,1.0,0.25,0.84,0.39519706691109074
DWR,uniform,1.0,0.25,0.85,0.3953024747937672
DWR,uniform,1.0,0.25,0.86,0.39540788267644367
DWR,uniform,1.0,0.25,0.87,0.3955132905591201
DWR,uniform,1.0,0.25,0.88,0.39561869844179653
DWR,uniform,1.0,0.25,0.89,0.39572410632447297
DWR,uniform,1.0,0.25,0.9,0.3958295142071494
DWR,uniform,1.0,0.25,0.91,0.39593492208982584
DWR,uniform,1.0,0.25,0.92,0.3960403299725023
DWR,uniform,1.0,0.25,0.93,0.39614573785517876
DWR,uniform,1.0,0.25,0.9400000000000001,0.3962511457378552
DWR,uniform,1.0,0.25,0.9500000000000001,0.3963565536205316
DWR,uniform,1.0,0.25,0.96,0.39646196150320806
DWR,uniform,1.0,0.25,0.97,0.3965673693858845
DWR,uniform,1.0,0.25,0.98,0.396672777268561
DWR,uniform,1.0,0.25,0.99,0.3967781851512374
DWR,uniform,1.0,0.25,1.0,0.39688359303391385
DWR,uniform,1.0,0.5,0.0,0.3863428047662695
DWR,uniform,1.0,0.5,0.01,0.3864482126489459
DWR,uniform,1.0,0.5,0.02,0.38655362053162234
DWR,uniform,1.0,0.5,0.03,0.38665902841429883
DWR,uniform,1.0,0.5,0.04,0.38676443629697527
DWR,uniform,1.0,0.5,0.05,0.3868698441796517
DWR,uniform,1.0,0.5,0.06,0.3869752520623281
DWR,uniform,1.0,0.5,0.07,0.3870806599450045
DWR,uniform,1.0,0.5,0.08,0.387186067827681
DWR,uniform,1.0,0.5,0.09,0.3872914757103575
DWR,uniform,1.0,0.5,0.1,0.3873968835930339
DWR,uniform,1.0,0.5,0.11,0.38750229147571036
