task,test_index,nearest_train_index,same_class,euclidean_distance,cosine_similarity
valve,1417,744,False,25.633867263793945,0.8282099366188049
valve,1418,744,False,25.685331344604492,0.8415240049362183
valve,1419,744,False,25.297359466552734,0.8328894376754761
valve,1420,744,True,25.631961822509766,0.8414605855941772
valve,1421,744,True,25.379417419433594,0.8417016267776489
valve,1422,792,False,25.294696807861328,0.8275027871131897
valve,1423,744,True,25.283815383911133,0.8272682428359985
valve,1424,792,False,25.527244567871094,0.8366597294807434
valve,1425,744,True,25.571002960205078,0.8313018679618835
valve,1426,744,True,25.729421615600586,0.8368145823478699
valve,1427,744,True,25.73633575439453,0.8298183679580688
valve,1428,744,True,26.12520408630371,0.8533374667167664
valve,1429,744,True,25.86642837524414,0.8267536759376526
valve,1430,792,True,25.30171012878418,0.8475315570831299
valve,1431,792,True,25.73451042175293,0.8296271562576294
valve,1432,792,True,25.4262638092041,0.8409760594367981
valve,1433,792,True,25.590076446533203,0.8372194766998291
valve,1434,792,True,25.48329734802246,0.8322758674621582
valve,1435,792,True,25.527490615844727,0.8376878499984741
valve,1436,792,True,25.629276275634766,0.8388370275497437
valve,1437,792,True,25.504411697387695,0.8400177955627441
valve,1438,792,True,25.483379364013672,0.8338978886604309
valve,1439,792,True,25.838895797729492,0.8316850662231445
valve,1440,792,True,25.68463706970215,0.833756685256958
valve,1441,792,True,25.830543518066406,0.8335108160972595
valve,1442,792,True,25.644805908203125,0.8407495021820068
valve,1443,792,True,25.912351608276367,0.8305943012237549
valve,1444,792,True,25.7846736907959,0.8288794159889221
valve,1445,792,True,25.765254974365234,0.8330931663513184
valve,1446,792,True,25.761795043945312,0.8369157910346985
valve,1447,792,True,25.853797912597656,0.8501785397529602
valve,1448,792,True,25.52751350402832,0.8435343503952026
pump,1209,792,False,25.628541946411133,0.8293657302856445
pump,1210,744,True,25.292339324951172,0.8381732106208801
pump,1211,744,True,25.394908905029297,0.8414744138717651
pump,1212,744,True,25.45684242248535,0.8398700952529907
pump,1213,744,True,25.371244430541992,0.8504226803779602
pump,1214,744,True,25.41560935974121,0.837761402130127
pump,1215,744,True,25.365114212036133,0.8538001775741577
pump,1216,744,True,25.324586868286133,0.8418170213699341
pump,1217,744,True,25.368026733398438,0.8404033184051514
pump,1218,744,True,25.247591018676758,0.8382193446159363
pump,1219,744,True,25.23705291748047,0.8328066468238831
pump,1220,744,True,24.875051498413086,0.8449482917785645
pump,1221,744,True,24.94426155090332,0.8425401449203491
pump,1222,744,True,25.33223533630371,0.850017249584198
pump,1223,744,True,25.346435546875,0.8550764322280884
pump,1224,744,True,25.289186477661133,0.8486396074295044
pump,1225,744,True,25.151525497436523,0.8506706953048706
pump,1226,744,True,25.030757904052734,0.8462758660316467
pump,1227,744,True,25.092546463012695,0.8214967250823975
pump,1228,744,True,24.921056747436523,0.8455499410629272
pump,1229,744,True,25.202821731567383,0.8520210981369019
pump,1230,792,False,25.172693252563477,0.8274332880973816
pump,1231,792,False,25.043582916259766,0.8238825798034668
pump,1232,792,False,24.92038917541504,0.8244658708572388
pump,1233,792,False,24.920263290405273,0.830917477607727
pump,1234,744,True,24.87165641784668,0.8222435712814331
pump,1235,792,False,24.966745376586914,0.8216471672058105
pump,1236,792,False,24.9814453125,0.8260811567306519
pump,1237,792,False,25.299863815307617,0.817049503326416
pump,1238,792,False,25.18791961669922,0.8335822820663452
pump,1239,792,False,25.34561538696289,0.812635064125061
pump,1249,792,True,24.388208389282227,0.8223329782485962
pump,1250,744,False,24.585025787353516,0.8440124988555908
pump,1251,744,False,24.61343002319336,0.8320972919464111
pump,1252,744,False,24.62958526611328,0.8433364033699036
pump,1253,744,False,24.986352920532227,0.8526836633682251
pump,1254,744,False,24.750211715698242,0.8383845090866089
pump,1255,744,False,24.734722137451172,0.8221327662467957
pump,1256,744,False,25.12840461730957,0.8516290187835693
pump,1257,744,False,24.75804901123047,0.8432885408401489
pump,1258,744,False,24.95071029663086,0.8247991800308228
pump,1259,744,False,24.781476974487305,0.8405478000640869
pump,1260,744,False,24.72199821472168,0.8424054980278015
pump,1261,744,False,24.88675880432129,0.8397336006164551
pump,1262,744,False,24.902545928955078,0.8397489786148071
pump,1263,744,False,24.822057723999023,0.8496485948562622
pump,1264,744,False,24.510316848754883,0.8329768180847168
pump,1265,744,False,24.866275787353516,0.8495404720306396
pump,1266,744,False,25.172910690307617,0.8512162566184998
pump,1267,744,False,24.705121994018555,0.8288175463676453
pump,1268,744,False,24.705400466918945,0.8401621580123901
pump,1269,744,False,24.426681518554688,0.8155642747879028
pump,1270,792,True,24.856048583984375,0.8181192874908447
pump,1271,792,True,25.01238250732422,0.8235726356506348
pump,1272,792,True,24.85377311706543,0.833311140537262
pump,1273,792,True,24.89206886291504,0.8211649656295776
