seed,fault_type,method,subset,metric,value,n
103,offset,RO-PDRF-Full,assigned_unavailable,brier,0.6696108081593604,329
103,offset,RO-PDRF-Full,assigned_unavailable,ece15,0.27577822893223863,329
103,offset,SR-PDRF-Balanced,assigned_unavailable,accuracy,0.5714285714285714,329
103,offset,SR-PDRF-Balanced,assigned_unavailable,macro_f1,0.537043198412413,329
103,offset,SR-PDRF-Balanced,assigned_unavailable,macro_auroc,0.8520106878692926,329
103,offset,SR-PDRF-Balanced,assigned_unavailable,macro_auprc,0.6066026932265238,329
103,offset,SR-PDRF-Balanced,assigned_unavailable,nll,2.084183660836786,329
103,offset,SR-PDRF-Balanced,assigned_unavailable,brier,0.6707767843496071,329
103,offset,SR-PDRF-Balanced,assigned_unavailable,ece15,0.27231612348628986,329
103,offset,SR-PDRF-Safe,assigned_unavailable,accuracy,0.574468085106383,329
103,offset,SR-PDRF-Safe,assigned_unavailable,macro_f1,0.5398180295837564,329
103,offset,SR-PDRF-Safe,assigned_unavailable,macro_auroc,0.8505046982075036,329
103,offset,SR-PDRF-Safe,assigned_unavailable,macro_auprc,0.6050280432328708,329
103,offset,SR-PDRF-Safe,assigned_unavailable,nll,2.0863135971710873,329
103,offset,SR-PDRF-Safe,assigned_unavailable,brier,0.6697929597659548,329
103,offset,SR-PDRF-Safe,assigned_unavailable,ece15,0.27326255266789606,329
103,offset,PDRF,unaffected,accuracy,0.5867641400538669,2599
103,offset,PDRF,unaffected,macro_f1,0.5714721248824718,2599
103,offset,PDRF,unaffected,macro_auroc,0.8666682298609975,2599
103,offset,PDRF,unaffected,macro_auprc,0.6256783745756588,2599
103,offset,PDRF,unaffected,nll,1.8235875681985636,2599
103,offset,PDRF,unaffected,brier,0.6143507800279884,2599
103,offset,PDRF,unaffected,ece15,0.23977593741035316,2599
103,offset,RO-PDRF-Full,unaffected,accuracy,0.5806079261254329,2599
103,offset,RO-PDRF-Full,unaffected,macro_f1,0.5627904088590926,2599
103,offset,RO-PDRF-Full,unaffected,macro_auroc,0.8640224056676543,2599
103,offset,RO-PDRF-Full,unaffected,macro_auprc,0.6218077381533965,2599
103,offset,RO-PDRF-Full,unaffected,nll,1.796557741644858,2599
103,offset,RO-PDRF-Full,unaffected,brier,0.6188495418821939,2599
103,offset,RO-PDRF-Full,unaffected,ece15,0.24112889078911934,2599
103,offset,SR-PDRF-Balanced,unaffected,accuracy,0.5875336667949211,2599
103,offset,SR-PDRF-Balanced,unaffected,macro_f1,0.5720379594430325,2599
103,offset,SR-PDRF-Balanced,unaffected,macro_auroc,0.8650468701476125,2599
103,offset,SR-PDRF-Balanced,unaffected,macro_auprc,0.6228457555179961,2599
103,offset,SR-PDRF-Balanced,unaffected,nll,1.7889631246139563,2599
103,offset,SR-PDRF-Balanced,unaffected,brier,0.6145872907258172,2599
103,offset,SR-PDRF-Balanced,unaffected,ece15,0.2339959871819406,2599
103,offset,SR-PDRF-Safe,unaffected,accuracy,0.5883031935359754,2599
103,offset,SR-PDRF-Safe,unaffected,macro_f1,0.5727066924442635,2599
103,offset,SR-PDRF-Safe,unaffected,macro_auroc,0.8655807877716474,2599
103,offset,SR-PDRF-Safe,unaffected,macro_auprc,0.6231897565736714,2599
103,offset,SR-PDRF-Safe,unaffected,nll,1.7895975315933916,2599
103,offset,SR-PDRF-Safe,unaffected,brier,0.6133338181168927,2599
103,offset,SR-PDRF-Safe,unaffected,ece15,0.23523433718052036,2599
103,offset,PDRF,all,accuracy,0.5439963336388635,4364
103,offset,PDRF,all,macro_f1,0.5352795150701667,4364
103,offset,PDRF,all,macro_auroc,0.8270785637405237,4364
103,offset,PDRF,all,macro_auprc,0.5756092274672581,4364
103,offset,PDRF,all,nll,2.4666458744864226,4364
103,offset,PDRF,all,brier,0.7363623495416576,4364
103,offset,PDRF,all,ece15,0.31153668905074827,4364
103,offset,RO-PDRF-Full,all,accuracy,0.5451420714940421,4364
103,offset,RO-PDRF-Full,all,macro_f1,0.5333579526868325,4364
103,offset,RO-PDRF-Full,all,macro_auroc,0.830075345305694,4364
103,offset,RO-PDRF-Full,all,macro_auprc,0.5800758566818077,4364
103,offset,RO-PDRF-Full,all,nll,2.3391922921102744,4364
103,offset,RO-PDRF-Full,all,brier,0.7281507373657219,4364
103,offset,RO-PDRF-Full,all,ece15,0.30534114627855613,4364
103,offset,SR-PDRF-Balanced,all,accuracy,0.5485792850595783,4364
103,offset,SR-PDRF-Balanced,all,macro_f1,0.5392557202401494,4364
103,offset,SR-PDRF-Balanced,all,macro_auroc,0.8304861757234573,4364
103,offset,SR-PDRF-Balanced,all,macro_auprc,0.5802842199093191,4364
103,offset,SR-PDRF-Balanced,all,nll,2.336845225319474,4364
103,offset,SR-PDRF-Balanced,all,brier,0.7268806077983233,4364
103,offset,SR-PDRF-Balanced,all,ece15,0.30204522098208875,4364
103,offset,SR-PDRF-Safe,all,accuracy,0.5465169569202566,4364
103,offset,SR-PDRF-Safe,all,macro_f1,0.5371833642361956,4364
103,offset,SR-PDRF-Safe,all,macro_auroc,0.830520417760868,4364
103,offset,SR-PDRF-Safe,all,macro_auprc,0.5797523005434656,4364
103,offset,SR-PDRF-Safe,all,nll,2.3428587442934687,4364
103,offset,SR-PDRF-Safe,all,brier,0.7292709054652841,4364
103,offset,SR-PDRF-Safe,all,ece15,0.30589723288603166,4364
103,drift,PDRF,fault_applied_available,accuracy,0.49512534818941506,1436
103,drift,PDRF,fault_applied_available,macro_f1,0.48985106225746233,1436
103,drift,PDRF,fault_applied_available,macro_auroc,0.8061694131860592,1436
103,drift,PDRF,fault_applied_available,macro_auprc,0.5569981061017798,1436
103,drift,PDRF,fault_applied_available,nll,3.3314743779655234,1436
103,drift,PDRF,fault_applied_available,brier,0.9047666474498458,1436
103,drift,PDRF,fault_applied_available,ece15,0.4128178371567912,1436
103,drift,RO-PDRF-Full,fault_applied_available,accuracy,0.504874651810585,1436
103,drift,RO-PDRF-Full,fault_applied_available,macro_f1,0.4981013563594998,1436
103,drift,RO-PDRF-Full,fault_applied_available,macro_auroc,0.8128747158851715,1436
103,drift,RO-PDRF-Full,fault_applied_available,macro_auprc,0.5667291141102424,1436
103,drift,RO-PDRF-Full,fault_applied_available,nll,3.074912101918544,1436
103,drift,RO-PDRF-Full,fault_applied_available,brier,0.8806834319397667,1436
103,drift,RO-PDRF-Full,fault_applied_available,ece15,0.3970815496296105,1436
103,drift,SR-PDRF-Balanced,fault_applied_available,accuracy,0.49651810584958217,1436
103,drift,SR-PDRF-Balanced,fault_applied_available,macro_f1,0.4901052836765478,1436
103,drift,SR-PDRF-Balanced,fault_applied_available,macro_auroc,0.8130707096027526,1436
103,drift,SR-PDRF-Balanced,fault_applied_available,macro_auprc,0.5671511639943599,1436
103,drift,SR-PDRF-Balanced,fault_applied_available,nll,3.077785321281805,1436
103,drift,SR-PDRF-Balanced,fault_applied_available,brier,0.8840413226016076,1436
103,drift,SR-PDRF-Balanced,fault_applied_available,ece15,0.404703723707737,1436
103,drift,SR-PDRF-Safe,fault_applied_available,accuracy,0.49512534818941506,1436
103,drift,SR-PDRF-Safe,fault_applied_available,macro_f1,0.48919909597889394,1436
103,drift,SR-PDRF-Safe,fault_applied_available,macro_auroc,0.813299810300481,1436
103,drift,SR-PDRF-Safe,fault_applied_available,macro_auprc,0.5675353643309725,1436
103,drift,SR-PDRF-Safe,fault_applied_available,nll,3.086514768118208,1436
103,drift,SR-PDRF-Safe,fault_applied_available,brier,0.8884162738228303,1436
103,drift,SR-PDRF-Safe,fault_applied_available,ece15,0.40860708898405507,1436
103,drift,PDRF,assigned,accuracy,0.5087818696883852,1765
103,drift,PDRF,assigned,macro_f1,0.5017637130808487,1765
103,drift,PDRF,assigned,macro_auroc,0.8070067094002407,1765
103,drift,PDRF,assigned,macro_auprc,0.5589477245697578,1765
103,drift,PDRF,assigned,nll,3.1066811802995016,1765
103,drift,PDRF,assigned,brier,0.8606927535863046,1765
103,drift,PDRF,assigned,ece15,0.3859866105125579,1765
103,drift,RO-PDRF-Full,assigned,accuracy,0.5167138810198301,1765
103,drift,RO-PDRF-Full,assigned,macro_f1,0.5077050704970077,1765
103,drift,RO-PDRF-Full,assigned,macro_auroc,0.8140286082876287,1765
103,drift,RO-PDRF-Full,assigned,macro_auprc,0.5687740214852253,1765
103,drift,RO-PDRF-Full,assigned,nll,2.8896181629670767,1765
103,drift,RO-PDRF-Full,assigned,brier,0.8413390165155437,1765
103,drift,RO-PDRF-Full,assigned,ece15,0.37447037901993174,1765
103,drift,SR-PDRF-Balanced,assigned,accuracy,0.5104815864022663,1765
103,drift,SR-PDRF-Balanced,assigned,macro_f1,0.5022875576769962,1765
103,drift,SR-PDRF-Balanced,assigned,macro_auroc,0.8139626104214918,1765
103,drift,SR-PDRF-Balanced,assigned,macro_auprc,0.5686333030816312,1765
103,drift,SR-PDRF-Balanced,assigned,nll,2.8925757199863877,1765
103,drift,SR-PDRF-Balanced,assigned,brier,0.8442883293523679,1765
103,drift,SR-PDRF-Balanced,assigned,ece15,0.3794689481724423,1765
103,drift,SR-PDRF-Safe,assigned,accuracy,0.509915014164306,1765
103,drift,SR-PDRF-Safe,assigned,macro_f1,0.5020433933029393,1765
103,drift,SR-PDRF-Safe,assigned,macro_auroc,0.8138875528094244,1765
103,drift,SR-PDRF-Safe,assigned,macro_auprc,0.5686395591657876,1765
103,drift,SR-PDRF-Safe,assigned,nll,2.9000750031088014,1765
103,drift,SR-PDRF-Safe,assigned,brier,0.8476643926190274,1765
103,drift,SR-PDRF-Safe,assigned,ece15,0.3820239212965492,1765
103,drift,PDRF,assigned_unavailable,accuracy,0.5683890577507599,329
103,drift,PDRF,assigned_unavailable,macro_f1,0.5339926352060432,329
103,drift,PDRF,assigned_unavailable,macro_auroc,0.848998129213257,329
103,drift,PDRF,assigned_unavailable,macro_auprc,0.6018154300732388,329
103,drift,PDRF,assigned_unavailable,nll,2.1255169497572313,329
103,drift,PDRF,assigned_unavailable,brier,0.6683215937442212,329
103,drift,PDRF,assigned_unavailable,ece15,0.2706089300587547,329
103,drift,RO-PDRF-Full,assigned_unavailable,accuracy,0.5683890577507599,329
103,drift,RO-PDRF-Full,assigned_unavailable,macro_f1,0.5341127996082489,329
103,drift,RO-PDRF-Full,assigned_unavailable,macro_auroc,0.8526491849294987,329
103,drift,RO-PDRF-Full,assigned_unavailable,macro_auprc,0.6078106658330523,329
103,drift,RO-PDRF-Full,assigned_unavailable,nll,2.080857991738181,329
103,drift,RO-PDRF-Full,assigned_unavailable,brier,0.6696108081593604,329
103,drift,RO-PDRF-Full,assigned_unavailable,ece15,0.27577822893223863,329
103,drift,SR-PDRF-Balanced,assigned_unavailable,accuracy,0.5714285714285714,329
103,drift,SR-PDRF-Balanced,assigned_unavailable,macro_f1,0.537043198412413,329
103,drift,SR-PDRF-Balanced,assigned_unavailable,macro_auroc,0.8520106878692926,329
103,drift,SR-PDRF-Balanced,assigned_unavailable,macro_auprc,0.6066026932265238,329
103,drift,SR-PDRF-Balanced,assigned_unavailable,nll,2.084183660836786,329
103,drift,SR-PDRF-Balanced,assigned_unavailable,brier,0.6707767843496071,329
103,drift,SR-PDRF-Balanced,assigned_unavailable,ece15,0.27231612348628986,329
103,drift,SR-PDRF-Safe,assigned_unavailable,accuracy,0.574468085106383,329
103,drift,SR-PDRF-Safe,assigned_unavailable,macro_f1,0.5398180295837564,329
103,drift,SR-PDRF-Safe,assigned_unavailable,macro_auroc,0.8505046982075036,329
103,drift,SR-PDRF-Safe,assigned_unavailable,macro_auprc,0.6050280432328708,329
103,drift,SR-PDRF-Safe,assigned_unavailable,nll,2.0863135971710873,329
103,drift,SR-PDRF-Safe,assigned_unavailable,brier,0.6697929597659548,329
103,drift,SR-PDRF-Safe,assigned_unavailable,ece15,0.27326255266789606,329
103,drift,PDRF,unaffected,accuracy,0.5867641400538669,2599
103,drift,PDRF,unaffected,macro_f1,0.5714721248824718,2599
103,drift,PDRF,unaffected,macro_auroc,0.8666682298609975,2599
103,drift,PDRF,unaffected,macro_auprc,0.6256783745756588,2599
103,drift,PDRF,unaffected,nll,1.8235875681985636,2599
103,drift,PDRF,unaffected,brier,0.6143507800279884,2599
103,drift,PDRF,unaffected,ece15,0.23977593741035316,2599
103,drift,RO-PDRF-Full,unaffected,accuracy,0.5806079261254329,2599
103,drift,RO-PDRF-Full,unaffected,macro_f1,0.5627904088590926,2599
103,drift,RO-PDRF-Full,unaffected,macro_auroc,0.8640224056676543,2599
103,drift,RO-PDRF-Full,unaffected,macro_auprc,0.6218077381533965,2599
103,drift,RO-PDRF-Full,unaffected,nll,1.796557741644858,2599
103,drift,RO-PDRF-Full,unaffected,brier,0.6188495418821939,2599
103,drift,RO-PDRF-Full,unaffected,ece15,0.24112889078911934,2599
103,drift,SR-PDRF-Balanced,unaffected,accuracy,0.5875336667949211,2599
103,drift,SR-PDRF-Balanced,unaffected,macro_f1,0.5720379594430325,2599
103,drift,SR-PDRF-Balanced,unaffected,macro_auroc,0.8650468701476125,2599
103,drift,SR-PDRF-Balanced,unaffected,macro_auprc,0.6228457555179961,2599
103,drift,SR-PDRF-Balanced,unaffected,nll,1.7889631246139563,2599
103,drift,SR-PDRF-Balanced,unaffected,brier,0.6145872907258172,2599
103,drift,SR-PDRF-Balanced,unaffected,ece15,0.2339959871819406,2599
103,drift,SR-PDRF-Safe,unaffected,accuracy,0.5883031935359754,2599
103,drift,SR-PDRF-Safe,unaffected,macro_f1,0.5727066924442635,2599
103,drift,SR-PDRF-Safe,unaffected,macro_auroc,0.8655807877716474,2599
103,drift,SR-PDRF-Safe,unaffected,macro_auprc,0.6231897565736714,2599
103,drift,SR-PDRF-Safe,unaffected,nll,1.7895975315933916,2599
103,drift,SR-PDRF-Safe,unaffected,brier,0.6133338181168927,2599
103,drift,SR-PDRF-Safe,unaffected,ece15,0.23523433718052036,2599
103,drift,PDRF,all,accuracy,0.555224564619615,4364
103,drift,PDRF,all,macro_f1,0.5449629697572643,4364
103,drift,PDRF,all,macro_auroc,0.8339879791683917,4364
103,drift,PDRF,all,macro_auprc,0.5862595253052852,4364
103,drift,PDRF,all,nll,2.342528958060652,4364
103,drift,PDRF,all,brier,0.7139826735500846,4364
103,drift,PDRF,all,ece15,0.29814492390037783,4364
103,drift,RO-PDRF-Full,all,accuracy,0.5547662694775435,4364
103,drift,RO-PDRF-Full,all,macro_f1,0.5416493669233926,4364
103,drift,RO-PDRF-Full,all,macro_auroc,0.8356334198154111,4364
103,drift,RO-PDRF-Full,all,macro_auprc,0.5894018464435168,4364
103,drift,RO-PDRF-Full,all,nll,2.238641069700247,4364
103,drift,RO-PDRF-Full,all,brier,0.7088344004357828,4364
103,drift,RO-PDRF-Full,all,ece15,0.2940455472709715,4364
103,drift,SR-PDRF-Balanced,all,accuracy,0.5563703024747938,4364
103,drift,SR-PDRF-Balanced,all,macro_f1,0.5458489930386043,4364
103,drift,SR-PDRF-Balanced,all,macro_auroc,0.8360575875320189,4364
103,drift,SR-PDRF-Balanced,all,macro_auprc,0.589702315563806,4364
103,drift,SR-PDRF-Balanced,all,nll,2.235314231587453,4364
103,drift,SR-PDRF-Balanced,all,brier,0.7074888336167113,4364
103,drift,SR-PDRF-Balanced,all,ece15,0.2923626087735707,4364
103,drift,SR-PDRF-Safe,all,accuracy,0.5565994500458296,4364
103,drift,SR-PDRF-Safe,all,macro_f1,0.5459123213382006,4364
103,drift,SR-PDRF-Safe,all,macro_auroc,0.8363052092199793,4364
103,drift,SR-PDRF-Safe,all,macro_auprc,0.5895613563130454,4364
103,drift,SR-PDRF-Safe,all,nll,2.2387251065761364,4364
103,drift,SR-PDRF-Safe,all,brier,0.7081077557878982,4364
103,drift,SR-PDRF-Safe,all,ece15,0.2938374984739681,4364
103,stuck_at,PDRF,fault_applied_available,accuracy,0.4763231197771588,1436
103,stuck_at,PDRF,fault_applied_available,macro_f1,0.4763514348479821,1436
103,stuck_at,PDRF,fault_applied_available,macro_auroc,0.7994362882984714,1436
103,stuck_at,PDRF,fault_applied_available,macro_auprc,0.5449518114542465,1436
103,stuck_at,PDRF,fault_applied_available,nll,2.928390830529911,1436
103,stuck_at,PDRF,fault_applied_available,brier,0.891302113956466,1436
103,stuck_at,PDRF,fault_applied_available,ece15,0.3972089360766424,1436
103,stuck_at,RO-PDRF-Full,fault_applied_available,accuracy,0.49512534818941506,1436
103,stuck_at,RO-PDRF-Full,fault_applied_available,macro_f1,0.4941531230848144,1436
103,stuck_at,RO-PDRF-Full,fault_applied_available,macro_auroc,0.8074922318931131,1436
103,stuck_at,RO-PDRF-Full,fault_applied_available,macro_auprc,0.5531165653389439,1436
103,stuck_at,RO-PDRF-Full,fault_applied_available,nll,2.721275513648557,1436
103,stuck_at,RO-PDRF-Full,fault_applied_available,brier,0.8589243439407672,1436
103,stuck_at,RO-PDRF-Full,fault_applied_available,ece15,0.3718988234203174,1436
103,stuck_at,SR-PDRF-Balanced,fault_applied_available,accuracy,0.4777158774373259,1436
103,stuck_at,SR-PDRF-Balanced,fault_applied_available,macro_f1,0.47695692207930124,1436
103,stuck_at,SR-PDRF-Balanced,fault_applied_available,macro_auroc,0.8072819019438889,1436
103,stuck_at,SR-PDRF-Balanced,fault_applied_available,macro_auprc,0.5529459989206461,1436
103,stuck_at,SR-PDRF-Balanced,fault_applied_available,nll,2.7388575909563393,1436
103,stuck_at,SR-PDRF-Balanced,fault_applied_available,brier,0.8679132659116391,1436
103,stuck_at,SR-PDRF-Balanced,fault_applied_available,ece15,0.3910668456828362,1436
103,stuck_at,SR-PDRF-Safe,fault_applied_available,accuracy,0.4777158774373259,1436
103,stuck_at,SR-PDRF-Safe,fault_applied_available,macro_f1,0.4772743045721599,1436
103,stuck_at,SR-PDRF-Safe,fault_applied_available,macro_auroc,0.80692426313305,1436
103,stuck_at,SR-PDRF-Safe,fault_applied_available,macro_auprc,0.5530414421480213,1436
103,stuck_at,SR-PDRF-Safe,fault_applied_available,nll,2.758171921173599,1436
103,stuck_at,SR-PDRF-Safe,fault_applied_available,brier,0.87522626369969,1436
103,stuck_at,SR-PDRF-Safe,fault_applied_available,ece15,0.39208113292133573,1436
103,stuck_at,PDRF,assigned,accuracy,0.4934844192634561,1765
103,stuck_at,PDRF,assigned,macro_f1,0.49112427626757277,1765
103,stuck_at,PDRF,assigned,macro_auroc,0.8051699119528156,1765
103,stuck_at,PDRF,assigned,macro_auprc,0.5490223756213063,1765
103,stuck_at,PDRF,assigned,nll,2.7787333196096773,1765
103,stuck_at,PDRF,assigned,brier,0.8497380396506142,1765
103,stuck_at,PDRF,assigned,ece15,0.3723122735199104,1765
103,stuck_at,RO-PDRF-Full,assigned,accuracy,0.5087818696883852,1765
103,stuck_at,RO-PDRF-Full,assigned,macro_f1,0.5043281752430436,1765
103,stuck_at,RO-PDRF-Full,assigned,macro_auroc,0.8129921786156205,1765
103,stuck_at,RO-PDRF-Full,assigned,macro_auprc,0.5583289830265389,1765
103,stuck_at,RO-PDRF-Full,assigned,nll,2.6019002361933086,1765
103,stuck_at,RO-PDRF-Full,assigned,brier,0.8236358718319385,1765
103,stuck_at,RO-PDRF-Full,assigned,ece15,0.35295887834289597,1765
103,stuck_at,SR-PDRF-Balanced,assigned,accuracy,0.4951841359773371,1765
103,stuck_at,SR-PDRF-Balanced,assigned,macro_f1,0.4919125195444951,1765
103,stuck_at,SR-PDRF-Balanced,assigned,macro_auroc,0.8125279444294596,1765
103,stuck_at,SR-PDRF-Balanced,assigned,macro_auprc,0.5574152292439681,1765
103,stuck_at,SR-PDRF-Balanced,assigned,nll,2.6168248867017594,1765
103,stuck_at,SR-PDRF-Balanced,assigned,brier,0.8311665789802462,1765
103,stuck_at,SR-PDRF-Balanced,assigned,ece15,0.367873408774141,1765
103,stuck_at,SR-PDRF-Safe,assigned,accuracy,0.49575070821529743,1765
103,stuck_at,SR-PDRF-Safe,assigned,macro_f1,0.4926460113310307,1765
103,stuck_at,SR-PDRF-Safe,assigned,macro_auroc,0.811859039514976,1765
103,stuck_at,SR-PDRF-Safe,assigned,macro_auprc,0.5569456644087916,1765
103,stuck_at,SR-PDRF-Safe,assigned,nll,2.632936006954434,1765
103,stuck_at,SR-PDRF-Safe,assigned,brier,0.8369330302752147,1765
103,stuck_at,SR-PDRF-Safe,assigned,ece15,0.36760353135319673,1765
103,stuck_at,PDRF,assigned_unavailable,accuracy,0.5683890577507599,329
103,stuck_at,PDRF,assigned_unavailable,macro_f1,0.5339926352060432,329
103,stuck_at,PDRF,assigned_unavailable,macro_auroc,0.848998129213257,329
103,stuck_at,PDRF,assigned_unavailable,macro_auprc,0.6018154300732388,329
103,stuck_at,PDRF,assigned_unavailable,nll,2.1255169497572313,329
103,stuck_at,PDRF,assigned_unavailable,brier,0.6683215937442212,329
103,stuck_at,PDRF,assigned_unavailable,ece15,0.2706089300587547,329
103,stuck_at,RO-PDRF-Full,assigned_unavailable,accuracy,0.5683890577507599,329
103,stuck_at,RO-PDRF-Full,assigned_unavailable,macro_f1,0.5341127996082489,329
103,stuck_at,RO-PDRF-Full,assigned_unavailable,macro_auroc,0.8526491849294987,329
103,stuck_at,RO-PDRF-Full,assigned_unavailable,macro_auprc,0.6078106658330523,329
103,stuck_at,RO-PDRF-Full,assigned_unavailable,nll,2.080857991738181,329
103,stuck_at,RO-PDRF-Full,assigned_unavailable,brier,0.6696108081593604,329
103,stuck_at,RO-PDRF-Full,assigned_unavailable,ece15,0.27577822893223863,329
103,stuck_at,SR-PDRF-Balanced,assigned_unavailable,accuracy,0.5714285714285714,329
103,stuck_at,SR-PDRF-Balanced,assigned_unavailable,macro_f1,0.537043198412413,329
103,stuck_at,SR-PDRF-Balanced,assigned_unavailable,macro_auroc,0.8520106878692926,329
103,stuck_at,SR-PDRF-Balanced,assigned_unavailable,macro_auprc,0.6066026932265238,329
103,stuck_at,SR-PDRF-Balanced,assigned_unavailable,nll,2.084183660836786,329
103,stuck_at,SR-PDRF-Balanced,assigned_unavailable,brier,0.6707767843496071,329
103,stuck_at,SR-PDRF-Balanced,assigned_unavailable,ece15,0.27231612348628986,329
103,stuck_at,SR-PDRF-Safe,assigned_unavailable,accuracy,0.574468085106383,329
103,stuck_at,SR-PDRF-Safe,assigned_unavailable,macro_f1,0.5398180295837564,329
103,stuck_at,SR-PDRF-Safe,assigned_unavailable,macro_auroc,0.8505046982075036,329
103,stuck_at,SR-PDRF-Safe,assigned_unavailable,macro_auprc,0.6050280432328708,329
103,stuck_at,SR-PDRF-Safe,assigned_unavailable,nll,2.0863135971710873,329
103,stuck_at,SR-PDRF-Safe,assigned_unavailable,brier,0.6697929597659548,329
103,stuck_at,SR-PDRF-Safe,assigned_unavailable,ece15,0.27326255266789606,329
103,stuck_at,PDRF,unaffected,accuracy,0.5867641400538669,2599
103,stuck_at,PDRF,unaffected,macro_f1,0.5714721248824718,2599
103,stuck_at,PDRF,unaffected,macro_auroc,0.8666682298609975,2599
103,stuck_at,PDRF,unaffected,macro_auprc,0.6256783745756588,2599
103,stuck_at,PDRF,unaffected,nll,1.8235875681985636,2599
103,stuck_at,PDRF,unaffected,brier,0.6143507800279884,2599
103,stuck_at,PDRF,unaffected,ece15,0.23977593741035316,2599
103,stuck_at,RO-PDRF-Full,unaffected,accuracy,0.5806079261254329,2599
103,stuck_at,RO-PDRF-Full,unaffected,macro_f1,0.5627904088590926,2599
103,stuck_at,RO-PDRF-Full,unaffected,macro_auroc,0.8640224056676543,2599
103,stuck_at,RO-PDRF-Full,unaffected,macro_auprc,0.6218077381533965,2599
103,stuck_at,RO-PDRF-Full,unaffected,nll,1.796557741644858,2599
103,stuck_at,RO-PDRF-Full,unaffected,brier,0.6188495418821939,2599
103,stuck_at,RO-PDRF-Full,unaffected,ece15,0.24112889078911934,2599
103,stuck_at,SR-PDRF-Balanced,unaffected,accuracy,0.5875336667949211,2599
103,stuck_at,SR-PDRF-Balanced,unaffected,macro_f1,0.5720379594430325,2599
103,stuck_at,SR-PDRF-Balanced,unaffected,macro_auroc,0.8650468701476125,2599
103,stuck_at,SR-PDRF-Balanced,unaffected,macro_auprc,0.6228457555179961,2599
103,stuck_at,SR-PDRF-Balanced,unaffected,nll,1.7889631246139563,2599
103,stuck_at,SR-PDRF-Balanced,unaffected,brier,0.6145872907258172,2599
103,stuck_at,SR-PDRF-Balanced,unaffected,ece15,0.2339959871819406,2599
103,stuck_at,SR-PDRF-Safe,unaffected,accuracy,0.5883031935359754,2599
103,stuck_at,SR-PDRF-Safe,unaffected,macro_f1,0.5727066924442635,2599
103,stuck_at,SR-PDRF-Safe,unaffected,macro_auroc,0.8655807877716474,2599
103,stuck_at,SR-PDRF-Safe,unaffected,macro_auprc,0.6231897565736714,2599
103,stuck_at,SR-PDRF-Safe,unaffected,nll,1.7895975315933916,2599
103,stuck_at,SR-PDRF-Safe,unaffected,brier,0.6133338181168927,2599
103,stuck_at,SR-PDRF-Safe,unaffected,ece15,0.23523433718052036,2599
103,stuck_at,PDRF,all,accuracy,0.5490375802016498,4364
103,stuck_at,PDRF,all,macro_f1,0.5409947862021697,4364
103,stuck_at,PDRF,all,macro_auroc,0.8365327447828209,4364
103,stuck_at,PDRF,all,macro_auprc,0.5829276997636809,4364
103,stuck_at,PDRF,all,nll,2.2098919337440757,4364
103,stuck_at,PDRF,all,brier,0.7095520892016672,4364
103,stuck_at,PDRF,all,ece15,0.2931033252003431,4364
103,stuck_at,RO-PDRF-Full,all,accuracy,0.5515582034830431,4364
103,stuck_at,RO-PDRF-Full,all,macro_f1,0.5402489919798809,4364
103,stuck_at,RO-PDRF-Full,all,macro_auroc,0.8382396710198204,4364
103,stuck_at,RO-PDRF-Full,all,macro_auprc,0.5860094733799772,4364
103,stuck_at,RO-PDRF-Full,all,nll,2.1222748596279044,4364
103,stuck_at,RO-PDRF-Full,all,brier,0.7016744438898244,4364
103,stuck_at,RO-PDRF-Full,all,ece15,0.2862484487410426,4364
103,stuck_at,SR-PDRF-Balanced,all,accuracy,0.5501833180568286,4364
103,stuck_at,SR-PDRF-Balanced,all,macro_f1,0.5419050108466862,4364
103,stuck_at,SR-PDRF-Balanced,all,macro_auroc,0.8385003897829835,4364
103,stuck_at,SR-PDRF-Balanced,all,macro_auprc,0.5858771978320112,4364
103,stuck_at,SR-PDRF-Balanced,all,nll,2.123788058180632,4364
103,stuck_at,SR-PDRF-Balanced,all,brier,0.7021818012136877,4364
103,stuck_at,SR-PDRF-Balanced,all,ece15,0.2877619622990585,4364
103,stuck_at,SR-PDRF-Safe,all,accuracy,0.5508707607699358,4364
103,stuck_at,SR-PDRF-Safe,all,macro_f1,0.5424359329276675,4364
103,stuck_at,SR-PDRF-Safe,all,macro_auroc,0.8385092372612123,4364
103,stuck_at,SR-PDRF-Safe,all,macro_auprc,0.5854107258736215,4364
103,stuck_at,SR-PDRF-Safe,all,nll,2.130681951623694,4364
103,stuck_at,SR-PDRF-Safe,all,brier,0.7037675049774422,4364
103,stuck_at,SR-PDRF-Safe,all,ece15,0.288494189359473,4364
104,gaussian,PDRF,fault_applied_available,accuracy,0.46518105849582175,1436
104,gaussian,PDRF,fault_applied_available,macro_f1,0.46368236177998584,1436
104,gaussian,PDRF,fault_applied_available,macro_auroc,0.7726112785275115,1436
104,gaussian,PDRF,fault_applied_available,macro_auprc,0.4581257841397848,1436
104,gaussian,PDRF,fault_applied_available,nll,3.572338578271072,1436
104,gaussian,PDRF,fault_applied_available,brier,0.9115654194476487,1436
104,gaussian,PDRF,fault_applied_available,ece15,0.40636216023091154,1436
104,gaussian,RO-PDRF-Full,fault_applied_available,accuracy,0.4805013927576602,1436
104,gaussian,RO-PDRF-Full,fault_applied_available,macro_f1,0.4776533482692871,1436
