model,regime,metric,mean,sd,n,ci95
RWF,outlier_shift,brier,0.18544684929927785,0.003375261295258994,20,0.0014792734848125275
RWF,outlier_shift,coverage_80_risk,0.23670833333333335,0.009129610106776431,20,0.004001228046136957
RWF,outlier_shift,ece,0.02787640435382103,0.006633072263412074,20,0.0029070720942089264
RWF,outlier_shift,mean_uncertainty,0.2749480590224266,0.0076742522741798744,20,0.003363389353263516
RWF,outlier_shift,nll,0.5502174384422541,0.007188912985852749,20,0.003150680031656755
RWF,silent_failure,auprc,0.7663858583379423,0.010230470836447732,20,0.004483701533496747
RWF,silent_failure,aurc,0.17996707671957674,0.008918381845947431,20,0.003908653179140348
RWF,silent_failure,auroc,0.7738698451364515,0.008975624129330607,20,0.003933740715959437
RWF,silent_failure,brier,0.19482281912434513,0.004411563966368273,20,0.0019334531555140586
RWF,silent_failure,coverage_80_risk,0.2558333333333333,0.009828574524974747,20,0.004307562708914183
RWF,silent_failure,ece,0.03777210311824456,0.011228141180307676,20,0.004920949840266006
RWF,silent_failure,mean_uncertainty,0.26945890113711357,0.009874368334803077,20,0.004327632730972252
RWF,silent_failure,nll,0.5740397919947685,0.012021581896506131,20,0.005268690566263036
UF,ID_missing,auprc,0.7854197360331245,0.009966005346245511,20,0.004367794421992932
UF,ID_missing,aurc,0.16551210978835978,0.006296622171063727,20,0.002759616339813637
UF,ID_missing,auroc,0.7895395474034652,0.008150041822674953,20,0.0035719133168536266
UF,ID_missing,brier,0.18731999557360804,0.0035771391905658357,20,0.0015677503734364215
UF,ID_missing,coverage_80_risk,0.2414791666666667,0.010046924808090048,20,0.0044032589398008025
UF,ID_missing,ece,0.025425904444946596,0.0066052442284534425,20,0.0028948759201507693
UF,ID_missing,mean_uncertainty,0.27663273066282273,0.007416309657993748,20,0.003250341017342598
UF,ID_missing,nll,0.5541243683521823,0.008320981813581662,20,0.0036468310710427833
UF,noise_shift,auprc,0.7764138050737184,0.007913453905227455,20,0.003468224090304354
UF,noise_shift,aurc,0.172421832010582,0.006220835033490086,20,0.002726401162292418
UF,noise_shift,auroc,0.7826708409070661,0.006635213450482437,20,0.002908010510817934
UF,noise_shift,brier,0.19047169728947794,0.0028882565975098993,20,0.0012658342653448992
UF,noise_shift,coverage_80_risk,0.24722916666666667,0.00731406334815462,20,0.0032055295962898343
UF,noise_shift,ece,0.02771225499796371,0.005550994558934381,20,0.0024328306305957123
UF,noise_shift,mean_uncertainty,0.2771741136908531,0.0076588985795559925,20,0.003356660299906101
UF,noise_shift,nll,0.5622743864387311,0.007216032830221483,20,0.003162565827504105
UF,outlier_shift,auprc,0.7684167731234304,0.009985718309637293,20,0.004376434009124602
UF,outlier_shift,aurc,0.1780536044973545,0.007492738470925332,20,0.003283837421488907
UF,outlier_shift,auroc,0.7780391207110745,0.008990757831568627,20,0.003940373353402706
UF,outlier_shift,brier,0.1928632730183517,0.004151789814577911,20,0.001819602113722741
UF,outlier_shift,coverage_80_risk,0.2504791666666667,0.011397485968559433,20,0.0049951684660665885
UF,outlier_shift,ece,0.034126934276707474,0.0069428564441304024,20,0.003042840997551218
UF,outlier_shift,mean_uncertainty,0.271449314057827,0.0070994448191273275,20,0.003111468878743171
