seed,variant,subset,metric,value,parameters,train_seconds,inference_ms_per_observation
102,minus_brier,all,accuracy,0.5549954170485792,19740,18.558551900001476,0.002122593947151022
102,minus_brier,all,macro_f1,0.5335905969313505,19740,18.558551900001476,0.002122593947151022
102,minus_brier,all,macro_auroc,0.8434311793192225,19740,18.558551900001476,0.002122593947151022
102,minus_brier,all,macro_auprc,0.5959518342472894,19740,18.558551900001476,0.002122593947151022
102,minus_brier,all,nll,1.973441512755646,19740,18.558551900001476,0.002122593947151022
102,minus_brier,all,brier,0.6641479371134287,19740,18.558551900001476,0.002122593947151022
102,minus_brier,all,ece15,0.2507338261352997,19740,18.558551900001476,0.002122593947151022
102,minus_brier,affected,accuracy,0.4963172804532578,19740,18.558551900001476,0.002122593947151022
102,minus_brier,affected,macro_f1,0.4893848961343253,19740,18.558551900001476,0.002122593947151022
102,minus_brier,affected,macro_auroc,0.8038921600881931,19740,18.558551900001476,0.002122593947151022
102,minus_brier,affected,macro_auprc,0.5297938398374692,19740,18.558551900001476,0.002122593947151022
102,minus_brier,affected,nll,2.4961245385699473,19740,18.558551900001476,0.002122593947151022
102,minus_brier,affected,brier,0.7826009976388478,19740,18.558551900001476,0.002122593947151022
102,minus_brier,affected,ece15,0.3161638247392671,19740,18.558551900001476,0.002122593947151022
102,minus_brier,unaffected,accuracy,0.5948441708349365,19740,18.558551900001476,0.002122593947151022
102,minus_brier,unaffected,macro_f1,0.5577924190761807,19740,18.558551900001476,0.002122593947151022
102,minus_brier,unaffected,macro_auroc,0.873030193765378,19740,18.558551900001476,0.002122593947151022
102,minus_brier,unaffected,macro_auprc,0.6497446526291184,19740,18.558551900001476,0.002122593947151022
102,minus_brier,unaffected,nll,1.6184836287378543,19740,18.558551900001476,0.002122593947151022
102,minus_brier,unaffected,brier,0.5837055932013991,19740,18.558551900001476,0.002122593947151022
102,minus_brier,unaffected,ece15,0.20779842444455085,19740,18.558551900001476,0.002122593947151022
102,minus_interior,all,accuracy,0.5522456461961504,19740,18.75312219999614,0.0024311640683995213
102,minus_interior,all,macro_f1,0.5290356441350341,19740,18.75312219999614,0.0024311640683995213
102,minus_interior,all,macro_auroc,0.8431366665160575,19740,18.75312219999614,0.0024311640683995213
102,minus_interior,all,macro_auprc,0.5990343271747767,19740,18.75312219999614,0.0024311640683995213
102,minus_interior,all,nll,1.8764386191067697,19740,18.75312219999614,0.0024311640683995213
102,minus_interior,all,brier,0.6562522409893711,19740,18.75312219999614,0.0024311640683995213
102,minus_interior,all,ece15,0.23952992385087707,19740,18.75312219999614,0.0024311640683995213
102,minus_interior,affected,accuracy,0.4980169971671388,19740,18.75312219999614,0.0024311640683995213
102,minus_interior,affected,macro_f1,0.4896562895813203,19740,18.75312219999614,0.0024311640683995213
102,minus_interior,affected,macro_auroc,0.8063365789901403,19740,18.75312219999614,0.0024311640683995213
102,minus_interior,affected,macro_auprc,0.5375184996518633,19740,18.75312219999614,0.0024311640683995213
102,minus_interior,affected,nll,2.3147450799327713,19740,18.75312219999614,0.0024311640683995213
102,minus_interior,affected,brier,0.7599997354580507,19740,18.75312219999614,0.0024311640683995213
102,minus_interior,affected,ece15,0.29858692685200205,19740,18.75312219999614,0.0024311640683995213
102,minus_interior,unaffected,accuracy,0.5890727202770296,19740,18.75312219999614,0.0024311640683995213
102,minus_interior,unaffected,macro_f1,0.5513146370088046,19740,18.75312219999614,0.0024311640683995213
102,minus_interior,unaffected,macro_auroc,0.8700749906523196,19740,18.75312219999614,0.0024311640683995213
102,minus_interior,unaffected,macro_auprc,0.6466145898331404,19740,18.75312219999614,0.0024311640683995213
102,minus_interior,unaffected,nll,1.578781480454252,19740,18.75312219999614,0.0024311640683995213
102,minus_interior,unaffected,brier,0.5857965550573898,19740,18.75312219999614,0.0024311640683995213
102,minus_interior,unaffected,ece15,0.1994239006273193,19740,18.75312219999614,0.0024311640683995213
102,minus_auc,all,accuracy,0.5527039413382218,19740,17.400494200002868,0.0023994271282369558
102,minus_auc,all,macro_f1,0.5318884467714461,19740,17.400494200002868,0.0023994271282369558
