method,seed,subset,metric,value,n
RO-PDRF-CEG,107,all,macro_auroc,0.8498966311808108,4364
RO-PDRF-CEG,107,all,macro_auprc,0.6176708303775039,4364
RO-PDRF-CEG,107,all,nll,1.868570375255418,4364
RO-PDRF-CEG,107,all,brier,0.6469080658792732,4364
RO-PDRF-CEG,107,all,ece15,0.24348013531877616,4364
RO-PDRF-CEG,107,affected,accuracy,0.4991501416430595,1765
RO-PDRF-CEG,107,affected,macro_f1,0.48629388730044965,1765
RO-PDRF-CEG,107,affected,macro_auroc,0.8140889636118902,1765
RO-PDRF-CEG,107,affected,macro_auprc,0.5497051214325913,1765
RO-PDRF-CEG,107,affected,nll,2.3734562333864306,1765
RO-PDRF-CEG,107,affected,brier,0.7846043722986251,1765
RO-PDRF-CEG,107,affected,ece15,0.32438926230746695,1765
RO-PDRF-CEG,107,unaffected,accuracy,0.6213928434013082,2599
RO-PDRF-CEG,107,unaffected,macro_f1,0.5851528844729913,2599
RO-PDRF-CEG,107,unaffected,macro_auroc,0.8786435122074642,2599
RO-PDRF-CEG,107,unaffected,macro_auprc,0.681321690264152,2599
RO-PDRF-CEG,107,unaffected,nll,1.5256986786023832,2599
RO-PDRF-CEG,107,unaffected,brier,0.5533974922624375,2599
RO-PDRF-CEG,107,unaffected,ece15,0.1891734608323265,2599
RO-PDRF-CEG,108,all,accuracy,0.5724106324472961,4364
RO-PDRF-CEG,108,all,macro_f1,0.5506476156153755,4364
RO-PDRF-CEG,108,all,macro_auroc,0.8478826207339315,4364
RO-PDRF-CEG,108,all,macro_auprc,0.6009451286895735,4364
RO-PDRF-CEG,108,all,nll,2.1888620291903096,4364
RO-PDRF-CEG,108,all,brier,0.6904435982045481,4364
RO-PDRF-CEG,108,all,ece15,0.28819619920907164,4364
RO-PDRF-CEG,108,affected,accuracy,0.5161473087818697,1765
RO-PDRF-CEG,108,affected,macro_f1,0.507696167504916,1765
RO-PDRF-CEG,108,affected,macro_auroc,0.8180924550287066,1765
RO-PDRF-CEG,108,affected,macro_auprc,0.5451322133356334,1765
RO-PDRF-CEG,108,affected,nll,2.603538680190535,1765
RO-PDRF-CEG,108,affected,brier,0.7894170173179098,1765
RO-PDRF-CEG,108,affected,ece15,0.3408682044606033,1765
RO-PDRF-CEG,108,unaffected,accuracy,0.6106194690265486,2599
RO-PDRF-CEG,108,unaffected,macro_f1,0.5785035342905142,2599
RO-PDRF-CEG,108,unaffected,macro_auroc,0.8689464193418814,2599
RO-PDRF-CEG,108,unaffected,macro_auprc,0.6450958073476997,2599
RO-PDRF-CEG,108,unaffected,nll,1.9072520680454859,2599
RO-PDRF-CEG,108,unaffected,brier,0.6232300219309493,2599
RO-PDRF-CEG,108,unaffected,ece15,0.25242623809485676,2599
RO-PDRF-CEG,109,all,accuracy,0.5767644362969753,4364
RO-PDRF-CEG,109,all,macro_f1,0.5569716628000484,4364
RO-PDRF-CEG,109,all,macro_auroc,0.8456287699570123,4364
RO-PDRF-CEG,109,all,macro_auprc,0.5932076380558189,4364
RO-PDRF-CEG,109,all,nll,2.2279211819654856,4364
RO-PDRF-CEG,109,all,brier,0.6822220707716019,4364
RO-PDRF-CEG,109,all,ece15,0.2811659887965724,4364
RO-PDRF-CEG,109,affected,accuracy,0.515014164305949,1765
RO-PDRF-CEG,109,affected,macro_f1,0.5072813049517905,1765
RO-PDRF-CEG,109,affected,macro_auroc,0.8122006025723528,1765
RO-PDRF-CEG,109,affected,macro_auprc,0.5356121860837122,1765
RO-PDRF-CEG,109,affected,nll,2.7493507532255097,1765
RO-PDRF-CEG,109,affected,brier,0.7928317426998516,1765
RO-PDRF-CEG,109,affected,ece15,0.33860703765839417,1765
RO-PDRF-CEG,109,unaffected,accuracy,0.6186994998076183,2599
RO-PDRF-CEG,109,unaffected,macro_f1,0.586812295987252,2599
RO-PDRF-CEG,109,unaffected,macro_auroc,0.8705933127945346,2599
RO-PDRF-CEG,109,unaffected,macro_auprc,0.6415355719776831,2599
RO-PDRF-CEG,109,unaffected,nll,1.8738145281471152,2599
RO-PDRF-CEG,109,unaffected,brier,0.6071062296968192,2599
RO-PDRF-CEG,109,unaffected,ece15,0.24215732839943216,2599
RO-PDRF-CEG,110,all,accuracy,0.5600366636113657,4364
RO-PDRF-CEG,110,all,macro_f1,0.5334722926297174,4364
RO-PDRF-CEG,110,all,macro_auroc,0.8267187895282818,4364
RO-PDRF-CEG,110,all,macro_auprc,0.5688891874930424,4364
RO-PDRF-CEG,110,all,nll,2.0972793470904407,4364
RO-PDRF-CEG,110,all,brier,0.6852920727270858,4364
RO-PDRF-CEG,110,all,ece15,0.2645352982551433,4364
RO-PDRF-CEG,110,affected,accuracy,0.48951841359773374,1765
RO-PDRF-CEG,110,affected,macro_f1,0.4765091193193223,1765
RO-PDRF-CEG,110,affected,macro_auroc,0.787820622942331,1765
RO-PDRF-CEG,110,affected,macro_auprc,0.5002528725738732,1765
RO-PDRF-CEG,110,affected,nll,2.5818833566722,1765
RO-PDRF-CEG,110,affected,brier,0.8084945679966744,1765
RO-PDRF-CEG,110,affected,ece15,0.3345572465202289,1765
RO-PDRF-CEG,110,unaffected,accuracy,0.6079261254328588,2599
RO-PDRF-CEG,110,unaffected,macro_f1,0.5711100947662054,2599
RO-PDRF-CEG,110,unaffected,macro_auroc,0.8554721949962302,2599
RO-PDRF-CEG,110,unaffected,macro_auprc,0.6267274858419177,2599
RO-PDRF-CEG,110,unaffected,nll,1.768181202838111,2599
RO-PDRF-CEG,110,unaffected,brier,0.6016243527767882,2599
RO-PDRF-CEG,110,unaffected,ece15,0.21698295695133146,2599
