task,seed,method,fault,subset,metric,value,n
pump,104,RO-PDRF,pressure,unaffected,brier,0.659772589302321,134
pump,104,RO-PDRF,pressure,unaffected,ece15,0.14026412323339663,134
pump,104,RO-PDRF,vibration,all,accuracy,0.3364485981308411,214
pump,104,RO-PDRF,vibration,all,macro_f1,0.24011545004252763,214
pump,104,RO-PDRF,vibration,all,macro_auroc,0.5924040422279859,214
pump,104,RO-PDRF,vibration,all,macro_auprc,0.40591179821078666,214
pump,104,RO-PDRF,vibration,all,nll,1.1135324148727035,214
pump,104,RO-PDRF,vibration,all,brier,0.6767123179208893,214
pump,104,RO-PDRF,vibration,all,ece15,0.14706199678862208,214
pump,104,RO-PDRF,vibration,affected,accuracy,0.26373626373626374,91
pump,104,RO-PDRF,vibration,affected,macro_f1,0.20761904761904762,91
pump,104,RO-PDRF,vibration,affected,macro_auroc,0.5070567746429816,91
pump,104,RO-PDRF,vibration,affected,macro_auprc,0.3546606424397328,91
pump,104,RO-PDRF,vibration,affected,nll,1.172924619415608,91
pump,104,RO-PDRF,vibration,affected,brier,0.7172942781719652,91
pump,104,RO-PDRF,vibration,affected,ece15,0.18922264202610475,91
pump,104,RO-PDRF,vibration,unaffected,accuracy,0.3902439024390244,123
pump,104,RO-PDRF,vibration,unaffected,macro_f1,0.2570806100217865,123
pump,104,RO-PDRF,vibration,unaffected,macro_auroc,0.6598632869799917,123
pump,104,RO-PDRF,vibration,unaffected,macro_auprc,0.4759658115436296,123
pump,104,RO-PDRF,vibration,unaffected,nll,1.0695918407799854,123
pump,104,RO-PDRF,vibration,unaffected,brier,0.6466882660278167,123
pump,104,RO-PDRF,vibration,unaffected,ece15,0.13493615582706484,123
pump,105,RO-CAGF,pressure,all,accuracy,0.29439252336448596,214
pump,105,RO-CAGF,pressure,all,macro_f1,0.20082582582582584,214
pump,105,RO-CAGF,pressure,all,macro_auroc,0.6092164877376144,214
pump,105,RO-CAGF,pressure,all,macro_auprc,0.43908212618790143,214
pump,105,RO-CAGF,pressure,all,nll,1.0986626253016898,214
pump,105,RO-CAGF,pressure,all,brier,0.6669051130271059,214
pump,105,RO-CAGF,pressure,all,ece15,0.21025157977487438,214
pump,105,RO-CAGF,pressure,affected,accuracy,0.2375,80
pump,105,RO-CAGF,pressure,affected,macro_f1,0.17502568413187636,80
pump,105,RO-CAGF,pressure,affected,macro_auroc,0.5892089386737268,80
pump,105,RO-CAGF,pressure,affected,macro_auprc,0.4370283215330358,80
pump,105,RO-CAGF,pressure,affected,nll,1.1185171501856224,80
pump,105,RO-CAGF,pressure,affected,brier,0.6813313034646937,80
pump,105,RO-CAGF,pressure,affected,ece15,0.16182437241077421,80
pump,105,RO-CAGF,pressure,unaffected,accuracy,0.3283582089552239,134
pump,105,RO-CAGF,pressure,unaffected,macro_f1,0.21462470338453854,134
pump,105,RO-CAGF,pressure,unaffected,macro_auroc,0.6342252849460829,134
pump,105,RO-CAGF,pressure,unaffected,macro_auprc,0.46299402047004684,134
pump,105,RO-CAGF,pressure,unaffected,nll,1.0868091776097897,134
pump,105,RO-CAGF,pressure,unaffected,brier,0.6582924620195906,134
pump,105,RO-CAGF,pressure,unaffected,ece15,0.27438238707940965,134
pump,105,RO-CAGF,vibration,all,accuracy,0.32242990654205606,214
pump,105,RO-CAGF,vibration,all,macro_f1,0.2404355256553249,214
pump,105,RO-CAGF,vibration,all,macro_auroc,0.6315791993608895,214
pump,105,RO-CAGF,vibration,all,macro_auprc,0.4622994648319286,214
pump,105,RO-CAGF,vibration,all,nll,1.0926738231062336,214
pump,105,RO-CAGF,vibration,all,brier,0.6626819018848237,214
pump,105,RO-CAGF,vibration,all,ece15,0.1422894544133516,214
pump,105,RO-CAGF,vibration,affected,accuracy,0.25274725274725274,91
pump,105,RO-CAGF,vibration,affected,macro_f1,0.20338421737538084,91
pump,105,RO-CAGF,vibration,affected,macro_auroc,0.6026332288401254,91
pump,105,RO-CAGF,vibration,affected,macro_auprc,0.4682350839930045,91
pump,105,RO-CAGF,vibration,affected,nll,1.1173935014241851,91
pump,105,RO-CAGF,vibration,affected,brier,0.6799143385223307,91
pump,105,RO-CAGF,vibration,affected,ece15,0.1764389135680356,91
pump,105,RO-CAGF,vibration,unaffected,accuracy,0.37398373983739835,123
pump,105,RO-CAGF,vibration,unaffected,macro_f1,0.26547000472366555,123
pump,105,RO-CAGF,vibration,unaffected,macro_auroc,0.6754372325848972,123
pump,105,RO-CAGF,vibration,unaffected,macro_auprc,0.5178071764844201,123
pump,105,RO-CAGF,vibration,unaffected,nll,1.0743852806108383,123
pump,105,RO-CAGF,vibration,unaffected,brier,0.6499327007952859,123
pump,105,RO-CAGF,vibration,unaffected,ece15,0.23632483099534263,123
pump,105,RO-PDRF,pressure,all,accuracy,0.32710280373831774,214
pump,105,RO-PDRF,pressure,all,macro_f1,0.25875603864734303,214
pump,105,RO-PDRF,pressure,all,macro_auroc,0.5921274864936837,214
pump,105,RO-PDRF,pressure,all,macro_auprc,0.4029897876070234,214
pump,105,RO-PDRF,pressure,all,nll,1.1091343137497005,214
pump,105,RO-PDRF,pressure,all,brier,0.6734187887336005,214
pump,105,RO-PDRF,pressure,all,ece15,0.10070631478991464,214
pump,105,RO-PDRF,pressure,affected,accuracy,0.25,80
pump,105,RO-PDRF,pressure,affected,macro_f1,0.19788342559426897,80
pump,105,RO-PDRF,pressure,affected,macro_auroc,0.555709011079404,80
pump,105,RO-PDRF,pressure,affected,macro_auprc,0.38951496855437656,80
pump,105,RO-PDRF,pressure,affected,nll,1.1360954615767909,80
pump,105,RO-PDRF,pressure,affected,brier,0.6931762884070517,80
pump,105,RO-PDRF,pressure,affected,ece15,0.1623997449874878,80
pump,105,RO-PDRF,pressure,unaffected,accuracy,0.373134328358209,134
pump,105,RO-PDRF,pressure,unaffected,macro_f1,0.29598319202119266,134
pump,105,RO-PDRF,pressure,unaffected,macro_auroc,0.6178467335769157,134
pump,105,RO-PDRF,pressure,unaffected,macro_auprc,0.4393009990756269,134
pump,105,RO-PDRF,pressure,unaffected,nll,1.093038106091736,134
pump,105,RO-PDRF,pressure,unaffected,brier,0.6616232665404952,134
pump,105,RO-PDRF,pressure,unaffected,ece15,0.07761072600955393,134
pump,105,RO-PDRF,vibration,all,accuracy,0.3364485981308411,214
pump,105,RO-PDRF,vibration,all,macro_f1,0.2691008293724762,214
pump,105,RO-PDRF,vibration,all,macro_auroc,0.5983719918579073,214
pump,105,RO-PDRF,vibration,all,macro_auprc,0.41587564732389753,214
pump,105,RO-PDRF,vibration,all,nll,1.1061961311352746,214
pump,105,RO-PDRF,vibration,all,brier,0.6716520091253515,214
pump,105,RO-PDRF,vibration,all,ece15,0.10495373773797652,214
pump,105,RO-PDRF,vibration,affected,accuracy,0.23076923076923078,91
pump,105,RO-PDRF,vibration,affected,macro_f1,0.17693897833432717,91
pump,105,RO-PDRF,vibration,affected,macro_auroc,0.5330546847788228,91
pump,105,RO-PDRF,vibration,affected,macro_auprc,0.3654529899668116,91
pump,105,RO-PDRF,vibration,affected,nll,1.15300790140111,91
pump,105,RO-PDRF,vibration,affected,brier,0.7013498176640262,91
pump,105,RO-PDRF,vibration,affected,ece15,0.20788904893529284,91
pump,105,RO-PDRF,vibration,unaffected,accuracy,0.4146341463414634,123
pump,105,RO-PDRF,vibration,unaffected,macro_f1,0.33877551020408164,123
pump,105,RO-PDRF,vibration,unaffected,macro_auroc,0.6667783657889998,123
pump,105,RO-PDRF,vibration,unaffected,macro_auprc,0.4908886133868366,123
pump,105,RO-PDRF,vibration,unaffected,nll,1.0715630328085184,123
pump,105,RO-PDRF,vibration,unaffected,brier,0.6496804597186898,123
pump,105,RO-PDRF,vibration,unaffected,ece15,0.11303604400254848,123
accumulator,101,RO-CAGF,pressure,all,accuracy,0.24882629107981222,213
accumulator,101,RO-CAGF,pressure,all,macro_f1,0.17339809948505602,213
accumulator,101,RO-CAGF,pressure,all,macro_auroc,0.47330101327742835,213
accumulator,101,RO-CAGF,pressure,all,macro_auprc,0.27349574505243124,213
accumulator,101,RO-CAGF,pressure,all,nll,1.386482389675246,213
accumulator,101,RO-CAGF,pressure,all,brier,0.7500966351672707,213
accumulator,101,RO-CAGF,pressure,all,ece15,0.004181061272330117,213
accumulator,101,RO-CAGF,pressure,affected,accuracy,0.2625,80
accumulator,101,RO-CAGF,pressure,affected,macro_f1,0.20273109243697476,80
accumulator,101,RO-CAGF,pressure,affected,macro_auroc,0.4967197690260501,80
accumulator,101,RO-CAGF,pressure,affected,macro_auprc,0.32262347654805223,80
accumulator,101,RO-CAGF,pressure,affected,nll,1.3874394403353896,80
accumulator,101,RO-CAGF,pressure,affected,brier,0.7505737214399983,80
accumulator,101,RO-CAGF,pressure,affected,ece15,0.00922442674636842,80
accumulator,101,RO-CAGF,pressure,unaffected,accuracy,0.24060150375939848,133
accumulator,101,RO-CAGF,pressure,unaffected,macro_f1,0.15219501671880056,133
accumulator,101,RO-CAGF,pressure,unaffected,macro_auroc,0.4765259329538266,133
accumulator,101,RO-CAGF,pressure,unaffected,macro_auprc,0.28042625175775593,133
accumulator,101,RO-CAGF,pressure,unaffected,nll,1.3859067201052346,133
accumulator,101,RO-CAGF,pressure,unaffected,brier,0.7498096659806676,133
accumulator,101,RO-CAGF,pressure,unaffected,ece15,0.012244498819336869,133
accumulator,101,RO-CAGF,vibration,all,accuracy,0.22535211267605634,213
accumulator,101,RO-CAGF,vibration,all,macro_f1,0.16341291585127202,213
accumulator,101,RO-CAGF,vibration,all,macro_auroc,0.5224138495807128,213
accumulator,101,RO-CAGF,vibration,all,macro_auprc,0.26383104618126735,213
accumulator,101,RO-CAGF,vibration,all,nll,1.3862602384591203,213
accumulator,101,RO-CAGF,vibration,all,brier,0.7499866075284697,213
accumulator,101,RO-CAGF,vibration,all,ece15,0.027404184912292046,213
accumulator,101,RO-CAGF,vibration,affected,accuracy,0.18681318681318682,91
accumulator,101,RO-CAGF,vibration,affected,macro_f1,0.14098972922502334,91
accumulator,101,RO-CAGF,vibration,affected,macro_auroc,0.5265842056770962,91
accumulator,101,RO-CAGF,vibration,affected,macro_auprc,0.2779648979834709,91
accumulator,101,RO-CAGF,vibration,affected,nll,1.3859727778954265,91
accumulator,101,RO-CAGF,vibration,affected,brier,0.7498487350862861,91
accumulator,101,RO-CAGF,vibration,affected,ece15,0.06616269428651411,91
accumulator,101,RO-CAGF,vibration,unaffected,accuracy,0.2540983606557377,122
accumulator,101,RO-CAGF,vibration,unaffected,macro_f1,0.1794352255546892,122
accumulator,101,RO-CAGF,vibration,unaffected,macro_auroc,0.5252350522486684,122
accumulator,101,RO-CAGF,vibration,unaffected,macro_auprc,0.2918575741687153,122
accumulator,101,RO-CAGF,vibration,unaffected,nll,1.3864746557648262,122
accumulator,101,RO-CAGF,vibration,unaffected,brier,0.7500894468091148,122
accumulator,101,RO-CAGF,vibration,unaffected,ece15,0.0015058268289097065,122
accumulator,101,RO-PDRF,pressure,all,accuracy,0.2535211267605634,213
accumulator,101,RO-PDRF,pressure,all,macro_f1,0.19868022115213127,213
accumulator,101,RO-PDRF,pressure,all,macro_auroc,0.4739676144304682,213
accumulator,101,RO-PDRF,pressure,all,macro_auprc,0.27029485385026697,213
accumulator,101,RO-PDRF,pressure,all,nll,1.386451953894277,213
accumulator,101,RO-PDRF,pressure,all,brier,0.7500806537007815,213
accumulator,101,RO-PDRF,pressure,all,ece15,0.001340163005909445,213
accumulator,101,RO-PDRF,pressure,affected,accuracy,0.2375,80
accumulator,101,RO-PDRF,pressure,affected,macro_f1,0.19767025089605736,80
accumulator,101,RO-PDRF,pressure,affected,macro_auroc,0.49327401927829917,80
accumulator,101,RO-PDRF,pressure,affected,macro_auprc,0.3020135635140073,80
accumulator,101,RO-PDRF,pressure,affected,nll,1.3869407773309432,80
accumulator,101,RO-PDRF,pressure,affected,brier,0.7503245437765522,80
accumulator,101,RO-PDRF,pressure,affected,ece15,0.014759403467178356,80
accumulator,101,RO-PDRF,pressure,unaffected,accuracy,0.2631578947368421,133
accumulator,101,RO-PDRF,pressure,unaffected,macro_f1,0.1999853886616014,133
accumulator,101,RO-PDRF,pressure,unaffected,macro_auroc,0.4738061353573687,133
accumulator,101,RO-PDRF,pressure,unaffected,macro_auprc,0.276522771610774,133
accumulator,101,RO-PDRF,pressure,unaffected,nll,1.3861579247594402,133
accumulator,101,RO-PDRF,pressure,unaffected,brier,0.7499339529033257,133
accumulator,101,RO-PDRF,pressure,unaffected,ece15,0.01102413786085027,133
accumulator,101,RO-PDRF,vibration,all,accuracy,0.26291079812206575,213
accumulator,101,RO-PDRF,vibration,all,macro_f1,0.2113751713448668,213
accumulator,101,RO-PDRF,vibration,all,macro_auroc,0.5178235281271838,213
accumulator,101,RO-PDRF,vibration,all,macro_auprc,0.27264243641815256,213
accumulator,101,RO-PDRF,vibration,all,nll,1.3862288328047934,213
accumulator,101,RO-PDRF,vibration,all,brier,0.749969911740228,213
accumulator,101,RO-PDRF,vibration,all,ece15,0.010682299663203443,213
accumulator,101,RO-PDRF,vibration,affected,accuracy,0.2087912087912088,91
accumulator,101,RO-PDRF,vibration,affected,macro_f1,0.1541698027999398,91
accumulator,101,RO-PDRF,vibration,affected,macro_auroc,0.5245632044887886,91
accumulator,101,RO-PDRF,vibration,affected,macro_auprc,0.2903550850189093,91
accumulator,101,RO-PDRF,vibration,affected,nll,1.3861605234142775,91
accumulator,101,RO-PDRF,vibration,affected,brier,0.749939611621891,91
accumulator,101,RO-PDRF,vibration,affected,ece15,0.043733286333608096,91
accumulator,101,RO-PDRF,vibration,unaffected,accuracy,0.30327868852459017,122
accumulator,101,RO-PDRF,vibration,unaffected,macro_f1,0.2512975226008087,122
accumulator,101,RO-PDRF,vibration,unaffected,macro_auroc,0.5227232014574844,122
accumulator,101,RO-PDRF,vibration,unaffected,macro_auprc,0.29346603847366454,122
accumulator,101,RO-PDRF,vibration,unaffected,nll,1.3862797848911619,122
accumulator,101,RO-PDRF,vibration,unaffected,brier,0.7499925126481681,122
accumulator,101,RO-PDRF,vibration,unaffected,ece15,0.05127096566997591,122
accumulator,102,RO-CAGF,pressure,all,accuracy,0.23943661971830985,213
accumulator,102,RO-CAGF,pressure,all,macro_f1,0.11160820806490097,213
accumulator,102,RO-CAGF,pressure,all,macro_auroc,0.5119937252504076,213
accumulator,102,RO-CAGF,pressure,all,macro_auprc,0.27507361364114225,213
accumulator,102,RO-CAGF,pressure,all,nll,1.3861230186679412,213
accumulator,102,RO-CAGF,pressure,all,brier,0.7499149809721294,213
accumulator,102,RO-CAGF,pressure,all,ece15,0.013475037376645599,213
accumulator,102,RO-CAGF,pressure,affected,accuracy,0.275,80
accumulator,102,RO-CAGF,pressure,affected,macro_f1,0.12566137566137564,80
accumulator,102,RO-CAGF,pressure,affected,macro_auroc,0.4989473728684249,80
accumulator,102,RO-CAGF,pressure,affected,macro_auprc,0.3006443195608483,80
accumulator,102,RO-CAGF,pressure,affected,nll,1.3859930293533718,80
accumulator,102,RO-CAGF,pressure,affected,brier,0.7498493278119265,80
accumulator,102,RO-CAGF,pressure,affected,ece15,0.022080087661743186,80
accumulator,102,RO-CAGF,pressure,unaffected,accuracy,0.21804511278195488,133
accumulator,102,RO-CAGF,pressure,unaffected,macro_f1,0.10256410256410256,133
accumulator,102,RO-CAGF,pressure,unaffected,macro_auroc,0.5216200189753322,133
accumulator,102,RO-CAGF,pressure,unaffected,macro_auprc,0.28213799848296456,133
accumulator,102,RO-CAGF,pressure,unaffected,nll,1.3862012077293366,133
accumulator,102,RO-CAGF,pressure,unaffected,brier,0.7499544715948079,133
accumulator,102,RO-CAGF,pressure,unaffected,ece15,0.0348616269298066,133
accumulator,102,RO-CAGF,vibration,all,accuracy,0.2347417840375587,213
accumulator,102,RO-CAGF,vibration,all,macro_f1,0.11184807256235826,213
accumulator,102,RO-CAGF,vibration,all,macro_auroc,0.5034654888772421,213
accumulator,102,RO-CAGF,vibration,all,macro_auprc,0.26275657259268104,213
accumulator,102,RO-CAGF,vibration,all,nll,1.386408492669146,213
accumulator,102,RO-CAGF,vibration,all,brier,0.7500570348069672,213
accumulator,102,RO-CAGF,vibration,all,ece15,0.018019758759529936,213
accumulator,102,RO-CAGF,vibration,affected,accuracy,0.27472527472527475,91
accumulator,102,RO-CAGF,vibration,affected,macro_f1,0.12933657942787585,91
accumulator,102,RO-CAGF,vibration,affected,macro_auroc,0.46698769461042067,91
accumulator,102,RO-CAGF,vibration,affected,macro_auprc,0.2523263970801477,91
accumulator,102,RO-CAGF,vibration,affected,nll,1.3861235645343257,91
accumulator,102,RO-CAGF,vibration,affected,brier,0.7499143108455335,91
accumulator,102,RO-CAGF,vibration,affected,ece15,0.02188091127427072,91
accumulator,102,RO-CAGF,vibration,unaffected,accuracy,0.20491803278688525,122
accumulator,102,RO-CAGF,vibration,unaffected,macro_f1,0.09852605720301807,122
accumulator,102,RO-CAGF,vibration,unaffected,macro_auroc,0.5329468185727924,122
accumulator,102,RO-CAGF,vibration,unaffected,macro_auprc,0.300704824272218,122
accumulator,102,RO-CAGF,vibration,unaffected,nll,1.3866210210320036,122
accumulator,102,RO-CAGF,vibration,unaffected,brier,0.7501634928437744,122
accumulator,102,RO-CAGF,vibration,unaffected,ece15,0.047781789400538455,122
accumulator,102,RO-PDRF,pressure,all,accuracy,0.24413145539906103,213
accumulator,102,RO-PDRF,pressure,all,macro_f1,0.12455197132616487,213
accumulator,102,RO-PDRF,pressure,all,macro_auroc,0.5137924382716049,213
accumulator,102,RO-PDRF,pressure,all,macro_auprc,0.2731848640769179,213
accumulator,102,RO-PDRF,pressure,all,nll,1.3861937525591246,213
accumulator,102,RO-PDRF,pressure,all,brier,0.7499503839566741,213
accumulator,102,RO-PDRF,pressure,all,ece15,0.008710166238283329,213
accumulator,102,RO-PDRF,pressure,affected,accuracy,0.275,80
accumulator,102,RO-PDRF,pressure,affected,macro_f1,0.13859649122807016,80
accumulator,102,RO-PDRF,pressure,affected,macro_auroc,0.49902395552096224,80
accumulator,102,RO-PDRF,pressure,affected,macro_auprc,0.30622714844451804,80
accumulator,102,RO-PDRF,pressure,affected,nll,1.3860806085629704,80
accumulator,102,RO-PDRF,pressure,affected,brier,0.7498927839448661,80
accumulator,102,RO-PDRF,pressure,affected,ece15,0.022128337621688865,80
accumulator,102,RO-PDRF,pressure,unaffected,accuracy,0.22556390977443608,133
accumulator,102,RO-PDRF,pressure,unaffected,macro_f1,0.11531279178338001,133
accumulator,102,RO-PDRF,pressure,unaffected,macro_auroc,0.53485926628716,133
accumulator,102,RO-PDRF,pressure,unaffected,macro_auprc,0.2912261134301858,133
accumulator,102,RO-PDRF,pressure,unaffected,nll,1.3862618090981647,133
accumulator,102,RO-PDRF,pressure,unaffected,brier,0.7499850305803183,133
accumulator,102,RO-PDRF,pressure,unaffected,ece15,0.02725962185321895,133
accumulator,102,RO-PDRF,vibration,all,accuracy,0.215962441314554,213
accumulator,102,RO-PDRF,vibration,all,macro_f1,0.10410681987445472,213
accumulator,102,RO-PDRF,vibration,all,macro_auroc,0.5062634666899604,213
accumulator,102,RO-PDRF,vibration,all,macro_auprc,0.26081987732795664,213
accumulator,102,RO-PDRF,vibration,all,nll,1.3864401725464721,213
accumulator,102,RO-PDRF,vibration,all,brier,0.7500727268119795,213
accumulator,102,RO-PDRF,vibration,all,ece15,0.03678908790221236,213
accumulator,102,RO-PDRF,vibration,affected,accuracy,0.23076923076923078,91
accumulator,102,RO-PDRF,vibration,affected,macro_f1,0.11155272919978802,91
accumulator,102,RO-PDRF,vibration,affected,macro_auroc,0.45372048368240814,91
accumulator,102,RO-PDRF,vibration,affected,macro_auprc,0.24293384106008545,91
accumulator,102,RO-PDRF,vibration,affected,nll,1.3863506361099223,91
accumulator,102,RO-PDRF,vibration,affected,brier,0.7500277619808676,91
accumulator,102,RO-PDRF,vibration,affected,ece15,0.022154794289515556,91
accumulator,102,RO-PDRF,vibration,unaffected,accuracy,0.20491803278688525,122
accumulator,102,RO-PDRF,vibration,unaffected,macro_f1,0.09852605720301807,122
accumulator,102,RO-PDRF,vibration,unaffected,macro_auroc,0.5477946721064091,122
accumulator,102,RO-PDRF,vibration,unaffected,macro_auprc,0.3128590391061377,122
accumulator,102,RO-PDRF,vibration,unaffected,nll,1.3865069579212752,122
accumulator,102,RO-PDRF,vibration,unaffected,brier,0.7501062661532187,122
accumulator,102,RO-PDRF,vibration,unaffected,ece15,0.04770481000181104,122
accumulator,103,RO-CAGF,pressure,all,accuracy,0.23943661971830985,213
accumulator,103,RO-CAGF,pressure,all,macro_f1,0.10546875,213
accumulator,103,RO-CAGF,pressure,all,macro_auroc,0.4652180875844398,213
accumulator,103,RO-CAGF,pressure,all,macro_auprc,0.24146538661507355,213
accumulator,103,RO-CAGF,pressure,all,nll,1.386580571800328,213
accumulator,103,RO-CAGF,pressure,all,brier,0.7501435340674316,213
accumulator,103,RO-CAGF,pressure,all,ece15,0.013739890615705047,213
accumulator,103,RO-CAGF,pressure,affected,accuracy,0.1625,80
accumulator,103,RO-CAGF,pressure,affected,macro_f1,0.07142857142857142,80
accumulator,103,RO-CAGF,pressure,affected,macro_auroc,0.4652142111243226,80
accumulator,103,RO-CAGF,pressure,affected,macro_auprc,0.27223333646096765,80
accumulator,103,RO-CAGF,pressure,affected,nll,1.388064160548737,80
accumulator,103,RO-CAGF,pressure,affected,brier,0.7508864205077544,80
accumulator,103,RO-CAGF,pressure,affected,ece15,0.09078010320663452,80
accumulator,103,RO-CAGF,pressure,unaffected,accuracy,0.2857142857142857,133
accumulator,103,RO-CAGF,pressure,unaffected,macro_f1,0.12494172494172494,133
accumulator,103,RO-CAGF,pressure,unaffected,macro_auroc,0.47737982289690073,133
accumulator,103,RO-CAGF,pressure,unaffected,macro_auprc,0.25949838023340505,133
accumulator,103,RO-CAGF,pressure,unaffected,nll,1.3856881875907583,133
accumulator,103,RO-CAGF,pressure,unaffected,brier,0.7496966850807713,133
accumulator,103,RO-CAGF,pressure,unaffected,ece15,0.03260009203638348,133
accumulator,103,RO-CAGF,vibration,all,accuracy,0.22535211267605634,213
accumulator,103,RO-CAGF,vibration,all,macro_f1,0.10009544261512765,213
accumulator,103,RO-CAGF,vibration,all,macro_auroc,0.4749825296995108,213
accumulator,103,RO-CAGF,vibration,all,macro_auprc,0.23846104798350737,213
accumulator,103,RO-CAGF,vibration,all,nll,1.386692979231306,213
accumulator,103,RO-CAGF,vibration,all,brier,0.7501999400312763,213
accumulator,103,RO-CAGF,vibration,all,ece15,0.027937110041228813,213
accumulator,103,RO-CAGF,vibration,affected,accuracy,0.1978021978021978,91
accumulator,103,RO-CAGF,vibration,affected,macro_f1,0.08490566037735849,91
accumulator,103,RO-CAGF,vibration,affected,macro_auroc,0.422917779369784,91
accumulator,103,RO-CAGF,vibration,affected,macro_auprc,0.2220198521202457,91
accumulator,103,RO-CAGF,vibration,affected,nll,1.387147510999134,91
accumulator,103,RO-CAGF,vibration,affected,brier,0.7504283947262054,91
accumulator,103,RO-CAGF,vibration,affected,ece15,0.05565570605980172,91
accumulator,103,RO-CAGF,vibration,unaffected,accuracy,0.2459016393442623,122
accumulator,103,RO-CAGF,vibration,unaffected,macro_f1,0.11359797297297297,122
accumulator,103,RO-CAGF,vibration,unaffected,macro_auroc,0.5225607970359356,122
accumulator,103,RO-CAGF,vibration,unaffected,macro_auprc,0.2764655285572931,122
accumulator,103,RO-CAGF,vibration,unaffected,nll,1.3863539432405487,122
accumulator,103,RO-CAGF,vibration,unaffected,brier,0.7500295352998129,122
accumulator,103,RO-CAGF,vibration,unaffected,ece15,0.007261787770224404,122
accumulator,103,RO-PDRF,pressure,all,accuracy,0.26291079812206575,213
accumulator,103,RO-PDRF,pressure,all,macro_f1,0.16473535859693078,213
accumulator,103,RO-PDRF,pressure,all,macro_auroc,0.5006951723736315,213
accumulator,103,RO-PDRF,pressure,all,macro_auprc,0.2646865445561387,213
accumulator,103,RO-PDRF,pressure,all,nll,1.3862603748402693,213
accumulator,103,RO-PDRF,pressure,all,brier,0.7499837393982576,213
accumulator,103,RO-PDRF,pressure,all,ece15,0.009794577886241163,213
accumulator,103,RO-PDRF,pressure,affected,accuracy,0.3,80
accumulator,103,RO-PDRF,pressure,affected,macro_f1,0.19934282584884994,80
accumulator,103,RO-PDRF,pressure,affected,macro_auroc,0.5201874657530029,80
accumulator,103,RO-PDRF,pressure,affected,macro_auprc,0.2968272542054806,80
accumulator,103,RO-PDRF,pressure,affected,nll,1.3867228089294452,80
accumulator,103,RO-PDRF,pressure,affected,brier,0.7502125320771779,80
accumulator,103,RO-PDRF,pressure,affected,ece15,0.04692672491073607,80
accumulator,103,RO-PDRF,pressure,unaffected,accuracy,0.24060150375939848,133
accumulator,103,RO-PDRF,pressure,unaffected,macro_f1,0.1466950959488273,133
accumulator,103,RO-PDRF,pressure,unaffected,macro_auroc,0.4990591397849462,133
accumulator,103,RO-PDRF,pressure,unaffected,macro_auprc,0.2711110468927728,133
accumulator,103,RO-PDRF,pressure,unaffected,nll,1.3859822189971565,133
accumulator,103,RO-PDRF,pressure,unaffected,brier,0.749846119741764,133
accumulator,103,RO-PDRF,pressure,unaffected,ece15,0.012540525287613846,133
accumulator,103,RO-PDRF,vibration,all,accuracy,0.27699530516431925,213
accumulator,103,RO-PDRF,vibration,all,macro_f1,0.18016967126193,213
accumulator,103,RO-PDRF,vibration,all,macro_auroc,0.50379833449802,213
accumulator,103,RO-PDRF,vibration,all,macro_auprc,0.2575389533085807,213
accumulator,103,RO-PDRF,vibration,all,nll,1.3863338798248774,213
accumulator,103,RO-PDRF,vibration,all,brier,0.7500191536091053,213
accumulator,103,RO-PDRF,vibration,all,ece15,0.023799780948621008,213
accumulator,103,RO-PDRF,vibration,affected,accuracy,0.3076923076923077,91
accumulator,103,RO-PDRF,vibration,affected,macro_f1,0.19333950046253467,91
accumulator,103,RO-PDRF,vibration,affected,macro_auroc,0.46416265918092126,91
accumulator,103,RO-PDRF,vibration,affected,macro_auprc,0.2476899420326457,91
accumulator,103,RO-PDRF,vibration,affected,nll,1.3858848941880222,91
accumulator,103,RO-PDRF,vibration,affected,brier,0.7497934402744423,91
accumulator,103,RO-PDRF,vibration,affected,ece15,0.0543191616351788,91
accumulator,103,RO-PDRF,vibration,unaffected,accuracy,0.2540983606557377,122
accumulator,103,RO-PDRF,vibration,unaffected,macro_f1,0.1698002350176263,122
accumulator,103,RO-PDRF,vibration,unaffected,macro_auroc,0.5375678400907173,122
accumulator,103,RO-PDRF,vibration,unaffected,macro_auprc,0.2921670471557647,122
accumulator,103,RO-PDRF,vibration,unaffected,nll,1.3866687789474494,122
accumulator,103,RO-PDRF,vibration,unaffected,brier,0.7501875135554522,122
accumulator,103,RO-PDRF,vibration,unaffected,ece15,0.001035307763052773,122
accumulator,104,RO-CAGF,pressure,all,accuracy,0.18309859154929578,213
accumulator,104,RO-CAGF,pressure,all,macro_f1,0.1549880871884628,213
accumulator,104,RO-CAGF,pressure,all,macro_auroc,0.48830727346843694,213
accumulator,104,RO-CAGF,pressure,all,macro_auprc,0.2666160014919,213
accumulator,104,RO-CAGF,pressure,all,nll,1.3863653111413954,213
accumulator,104,RO-CAGF,pressure,all,brier,0.7500363408398856,213
accumulator,104,RO-CAGF,pressure,all,ece15,0.06888809086571276,213
accumulator,104,RO-CAGF,pressure,affected,accuracy,0.15,80
accumulator,104,RO-CAGF,pressure,affected,macro_f1,0.1279191554670649,80
accumulator,104,RO-CAGF,pressure,affected,macro_auroc,0.48480732005988725,80
accumulator,104,RO-CAGF,pressure,affected,macro_auprc,0.26864212000899035,80
accumulator,104,RO-CAGF,pressure,affected,nll,1.387095821531624,80
accumulator,104,RO-CAGF,pressure,affected,brier,0.7504016158467539,80
