task,seed,method,fault,subset,metric,value,n
cooler,105,RO-PDRF,pressure,all,macro_f1,0.9953049314751442,214
cooler,105,RO-PDRF,pressure,all,macro_auroc,1.0,214
cooler,105,RO-PDRF,pressure,all,macro_auprc,1.0,214
cooler,105,RO-PDRF,pressure,all,nll,0.02420821100936185,214
cooler,105,RO-PDRF,pressure,all,brier,0.009240846039657906,214
cooler,105,RO-PDRF,pressure,all,ece15,0.004641723967044098,214
cooler,105,RO-PDRF,pressure,affected,accuracy,0.9875,80
cooler,105,RO-PDRF,pressure,affected,macro_f1,0.9859587538394031,80
cooler,105,RO-PDRF,pressure,affected,macro_auroc,1.0,80
cooler,105,RO-PDRF,pressure,affected,macro_auprc,1.0,80
cooler,105,RO-PDRF,pressure,affected,nll,0.06475676477447104,80
cooler,105,RO-PDRF,pressure,affected,brier,0.024719263156084595,80
cooler,105,RO-PDRF,pressure,affected,ece15,0.01241667270660396,80
cooler,105,RO-PDRF,pressure,unaffected,accuracy,1.0,134
cooler,105,RO-PDRF,pressure,unaffected,macro_f1,1.0,134
cooler,105,RO-PDRF,pressure,unaffected,macro_auroc,1.0,134
cooler,105,RO-PDRF,pressure,unaffected,macro_auprc,1.0,134
cooler,105,RO-PDRF,pressure,unaffected,nll,1.1920929665620914e-07,134
cooler,105,RO-PDRF,pressure,unaffected,brier,1.82742427717261e-16,134
cooler,105,RO-PDRF,pressure,unaffected,ece15,0.0,134
cooler,105,RO-PDRF,vibration,all,accuracy,1.0,214
cooler,105,RO-PDRF,vibration,all,macro_f1,1.0,214
cooler,105,RO-PDRF,vibration,all,macro_auroc,1.0,214
cooler,105,RO-PDRF,vibration,all,macro_auprc,1.0,214
cooler,105,RO-PDRF,vibration,all,nll,0.0020472335170685597,214
cooler,105,RO-PDRF,vibration,all,brier,0.0011759962987412144,214
cooler,105,RO-PDRF,vibration,all,ece15,0.001657605171203613,214
cooler,105,RO-PDRF,vibration,affected,accuracy,1.0,91
cooler,105,RO-PDRF,vibration,affected,macro_f1,1.0,91
cooler,105,RO-PDRF,vibration,affected,macro_auroc,1.0,91
cooler,105,RO-PDRF,vibration,affected,macro_auprc,1.0,91
cooler,105,RO-PDRF,vibration,affected,nll,0.004814212196804209,91
cooler,105,RO-PDRF,vibration,affected,brier,0.0027655297574793393,91
cooler,105,RO-PDRF,vibration,affected,ece15,0.003898104468544761,91
cooler,105,RO-PDRF,vibration,unaffected,accuracy,1.0,123
cooler,105,RO-PDRF,vibration,unaffected,macro_f1,1.0,123
cooler,105,RO-PDRF,vibration,unaffected,macro_auroc,1.0,123
cooler,105,RO-PDRF,vibration,unaffected,macro_auprc,1.0,123
cooler,105,RO-PDRF,vibration,unaffected,nll,1.192092966562092e-07,123
cooler,105,RO-PDRF,vibration,unaffected,brier,1.999999984016789e-24,123
cooler,105,RO-PDRF,vibration,unaffected,ece15,0.0,123
valve,101,RO-CAGF,pressure,all,accuracy,0.3004694835680751,213
valve,101,RO-CAGF,pressure,all,macro_f1,0.23889063557447898,213
valve,101,RO-CAGF,pressure,all,macro_auroc,0.7067162386443047,213
valve,101,RO-CAGF,pressure,all,macro_auprc,0.40447766937244045,213
valve,101,RO-CAGF,pressure,all,nll,1.2698509058533158,213
valve,101,RO-CAGF,pressure,all,brier,0.7097758637319024,213
valve,101,RO-CAGF,pressure,all,ece15,0.1358034775850359,213
valve,101,RO-CAGF,pressure,affected,accuracy,0.3125,80
valve,101,RO-CAGF,pressure,affected,macro_f1,0.2374232456140351,80
valve,101,RO-CAGF,pressure,affected,macro_auroc,0.6868413837177968,80
valve,101,RO-CAGF,pressure,affected,macro_auprc,0.38422804938091065,80
valve,101,RO-CAGF,pressure,affected,nll,1.2907794674691908,80
valve,101,RO-CAGF,pressure,affected,brier,0.7155469654832396,80
valve,101,RO-CAGF,pressure,affected,ece15,0.1535509902983904,80
valve,101,RO-CAGF,pressure,unaffected,accuracy,0.2932330827067669,133
valve,101,RO-CAGF,pressure,unaffected,macro_f1,0.24601661779081133,133
valve,101,RO-CAGF,pressure,unaffected,macro_auroc,0.723791928433364,133
valve,101,RO-CAGF,pressure,unaffected,macro_auprc,0.43704434651103585,133
valve,101,RO-CAGF,pressure,unaffected,nll,1.257262297362564,133
valve,101,RO-CAGF,pressure,unaffected,brier,0.7063045243326018,133
valve,101,RO-CAGF,pressure,unaffected,ece15,0.1298819208951821,133
valve,101,RO-CAGF,vibration,all,accuracy,0.26291079812206575,213
valve,101,RO-CAGF,vibration,all,macro_f1,0.18545812295812297,213
valve,101,RO-CAGF,vibration,all,macro_auroc,0.7267557651991615,213
valve,101,RO-CAGF,vibration,all,macro_auprc,0.4498112182476746,213
valve,101,RO-CAGF,vibration,all,nll,1.2580702921880647,213
valve,101,RO-CAGF,vibration,all,brier,0.6996010900982096,213
valve,101,RO-CAGF,vibration,all,ece15,0.1575654577201521,213
valve,101,RO-CAGF,vibration,affected,accuracy,0.21978021978021978,91
valve,101,RO-CAGF,vibration,affected,macro_f1,0.1625424320294407,91
valve,101,RO-CAGF,vibration,affected,macro_auroc,0.6914533376279574,91
valve,101,RO-CAGF,vibration,affected,macro_auprc,0.4345024310339011,91
valve,101,RO-CAGF,vibration,affected,nll,1.3050211033629169,91
valve,101,RO-CAGF,vibration,affected,brier,0.7224899850178054,91
valve,101,RO-CAGF,vibration,affected,ece15,0.16906267994052765,91
valve,101,RO-CAGF,vibration,unaffected,accuracy,0.29508196721311475,122
valve,101,RO-CAGF,vibration,unaffected,macro_f1,0.20489901386911352,122
valve,101,RO-CAGF,vibration,unaffected,macro_auroc,0.7525319422957688,122
valve,101,RO-CAGF,vibration,unaffected,macro_auprc,0.4808355729772058,122
valve,101,RO-CAGF,vibration,unaffected,nll,1.223049605164199,122
valve,101,RO-CAGF,vibration,unaffected,brier,0.6825282258549047,122
valve,101,RO-CAGF,vibration,unaffected,ece15,0.16393282545394583,122
valve,101,RO-PDRF,pressure,all,accuracy,0.4272300469483568,213
valve,101,RO-PDRF,pressure,all,macro_f1,0.3500094421147053,213
valve,101,RO-PDRF,pressure,all,macro_auroc,0.7234123864430467,213
valve,101,RO-PDRF,pressure,all,macro_auprc,0.42968743771469053,213
valve,101,RO-PDRF,pressure,all,nll,1.2411125921178565,213
valve,101,RO-PDRF,pressure,all,brier,0.6986101525244239,213
valve,101,RO-PDRF,pressure,all,ece15,0.15588162874391942,213
valve,101,RO-PDRF,pressure,affected,accuracy,0.4,80
valve,101,RO-PDRF,pressure,affected,macro_f1,0.33359538784067083,80
valve,101,RO-PDRF,pressure,affected,macro_auroc,0.7238103010554129,80
valve,101,RO-PDRF,pressure,affected,macro_auprc,0.4683017110267011,80
valve,101,RO-PDRF,pressure,affected,nll,1.2986668252510345,80
valve,101,RO-PDRF,pressure,affected,brier,0.7136275136642297,80
valve,101,RO-PDRF,pressure,affected,ece15,0.13861724361777306,80
valve,101,RO-PDRF,pressure,unaffected,accuracy,0.44360902255639095,133
valve,101,RO-PDRF,pressure,unaffected,macro_f1,0.36522779744859335,133
valve,101,RO-PDRF,pressure,unaffected,macro_auroc,0.724922169897882,133
valve,101,RO-PDRF,pressure,unaffected,macro_auprc,0.4368854668807533,133
valve,101,RO-PDRF,pressure,unaffected,nll,1.2064935045189522,133
valve,101,RO-PDRF,pressure,unaffected,brier,0.6895771533425857,133
valve,101,RO-PDRF,pressure,unaffected,ece15,0.20270883678493645,133
valve,101,RO-PDRF,vibration,all,accuracy,0.431924882629108,213
valve,101,RO-PDRF,vibration,all,macro_f1,0.33908902691511383,213
valve,101,RO-PDRF,vibration,all,macro_auroc,0.7353915531097135,213
valve,101,RO-PDRF,vibration,all,macro_auprc,0.44582867616492505,213
valve,101,RO-PDRF,vibration,all,nll,1.2284895156751794,213
valve,101,RO-PDRF,vibration,all,brier,0.6916488208956593,213
valve,101,RO-PDRF,vibration,all,ece15,0.15514005853536544,213
valve,101,RO-PDRF,vibration,affected,accuracy,0.3626373626373626,91
valve,101,RO-PDRF,vibration,affected,macro_f1,0.3092889489948314,91
valve,101,RO-PDRF,vibration,affected,macro_auroc,0.7011845355991366,91
valve,101,RO-PDRF,vibration,affected,macro_auprc,0.40742340330561044,91
valve,101,RO-PDRF,vibration,affected,nll,1.3313756959940766,91
valve,101,RO-PDRF,vibration,affected,brier,0.7540383047162269,91
valve,101,RO-PDRF,vibration,affected,ece15,0.22375978185580328,91
valve,101,RO-PDRF,vibration,unaffected,accuracy,0.48360655737704916,122
valve,101,RO-PDRF,vibration,unaffected,macro_f1,0.359375,122
valve,101,RO-PDRF,vibration,unaffected,macro_auroc,0.7610926408860392,122
valve,101,RO-PDRF,vibration,unaffected,macro_auprc,0.5010334573967583,122
valve,101,RO-PDRF,vibration,unaffected,nll,1.1517465451094444,122
valve,101,RO-PDRF,vibration,unaffected,brier,0.6451124026360556,122
valve,101,RO-PDRF,vibration,unaffected,ece15,0.13282136228240904,122
valve,102,RO-CAGF,pressure,all,accuracy,0.3568075117370892,213
valve,102,RO-CAGF,pressure,all,macro_f1,0.34919987088594345,213
valve,102,RO-CAGF,pressure,all,macro_auroc,0.7408313679245282,213
valve,102,RO-CAGF,pressure,all,macro_auprc,0.41845461125469685,213
valve,102,RO-CAGF,pressure,all,nll,1.1751253273753426,213
valve,102,RO-CAGF,pressure,all,brier,0.6764116194329487,213
valve,102,RO-CAGF,pressure,all,ece15,0.12515763861472617,213
valve,102,RO-CAGF,pressure,affected,accuracy,0.375,80
valve,102,RO-CAGF,pressure,affected,macro_f1,0.3648856403063977,80
valve,102,RO-CAGF,pressure,affected,macro_auroc,0.7483161863898617,80
valve,102,RO-CAGF,pressure,affected,macro_auprc,0.4838162781760377,80
valve,102,RO-CAGF,pressure,affected,nll,1.1684172376853534,80
valve,102,RO-CAGF,pressure,affected,brier,0.6730352572129987,80
valve,102,RO-CAGF,pressure,affected,ece15,0.153910581022501,80
valve,102,RO-CAGF,pressure,unaffected,accuracy,0.3458646616541353,133
valve,102,RO-CAGF,pressure,unaffected,macro_f1,0.340210606630712,133
valve,102,RO-CAGF,pressure,unaffected,macro_auroc,0.7400400051904277,133
valve,102,RO-CAGF,pressure,unaffected,macro_auprc,0.410811381304767,133
valve,102,RO-CAGF,pressure,unaffected,nll,1.1791602685422533,133
valve,102,RO-CAGF,pressure,unaffected,brier,0.6784425140013397,133
valve,102,RO-CAGF,pressure,unaffected,ece15,0.1306932644736498,133
valve,102,RO-CAGF,vibration,all,accuracy,0.3051643192488263,213
valve,102,RO-CAGF,vibration,all,macro_f1,0.29001381809735227,213
valve,102,RO-CAGF,vibration,all,macro_auroc,0.7428542831353366,213
valve,102,RO-CAGF,vibration,all,macro_auprc,0.41192968095997073,213
valve,102,RO-CAGF,vibration,all,nll,1.124346971335396,213
valve,102,RO-CAGF,vibration,all,brier,0.6619661309005032,213
valve,102,RO-CAGF,vibration,all,ece15,0.15693805713049125,213
valve,102,RO-CAGF,vibration,affected,accuracy,0.32967032967032966,91
valve,102,RO-CAGF,vibration,affected,macro_f1,0.30394736842105263,91
valve,102,RO-CAGF,vibration,affected,macro_auroc,0.7404014676045857,91
valve,102,RO-CAGF,vibration,affected,macro_auprc,0.46777993718096167,91
valve,102,RO-CAGF,vibration,affected,nll,1.1599883004200722,91
valve,102,RO-CAGF,vibration,affected,brier,0.6694948704934653,91
valve,102,RO-CAGF,vibration,affected,ece15,0.2022317618459136,91
valve,102,RO-CAGF,vibration,unaffected,accuracy,0.28688524590163933,122
valve,102,RO-CAGF,vibration,unaffected,macro_f1,0.2738343253968254,122
valve,102,RO-CAGF,vibration,unaffected,macro_auroc,0.7416303410109356,122
valve,102,RO-CAGF,vibration,unaffected,macro_auprc,0.4025863251168047,122
valve,102,RO-CAGF,vibration,unaffected,nll,1.097762045542728,122
valve,102,RO-CAGF,vibration,unaffected,brier,0.6563504316959168,122
valve,102,RO-CAGF,vibration,unaffected,ece15,0.17877075686806537,122
valve,102,RO-PDRF,pressure,all,accuracy,0.4225352112676056,213
valve,102,RO-PDRF,pressure,all,macro_f1,0.33568613256113256,213
valve,102,RO-PDRF,pressure,all,macro_auroc,0.7488578791055207,213
valve,102,RO-PDRF,pressure,all,macro_auprc,0.4337944872555972,213
valve,102,RO-PDRF,pressure,all,nll,1.1823550368175229,213
valve,102,RO-PDRF,pressure,all,brier,0.6830168926307115,213
valve,102,RO-PDRF,pressure,all,ece15,0.13729718355505682,213
valve,102,RO-PDRF,pressure,affected,accuracy,0.35,80
valve,102,RO-PDRF,pressure,affected,macro_f1,0.2953935193288293,80
valve,102,RO-PDRF,pressure,affected,macro_auroc,0.7758883591170338,80
valve,102,RO-PDRF,pressure,affected,macro_auprc,0.5208674351220287,80
valve,102,RO-PDRF,pressure,affected,nll,1.2260688514753098,80
valve,102,RO-PDRF,pressure,affected,brier,0.7072460836803937,80
valve,102,RO-PDRF,pressure,affected,ece15,0.2190250422805548,80
valve,102,RO-PDRF,pressure,unaffected,accuracy,0.46616541353383456,133
valve,102,RO-PDRF,pressure,unaffected,macro_f1,0.35862421125579014,133
valve,102,RO-PDRF,pressure,unaffected,macro_auroc,0.7380599655920861,133
valve,102,RO-PDRF,pressure,unaffected,macro_auprc,0.4207754618868832,133
valve,102,RO-PDRF,pressure,unaffected,nll,1.1560610129632152,133
valve,102,RO-PDRF,pressure,unaffected,brier,0.6684429431271433,133
valve,102,RO-PDRF,pressure,unaffected,ece15,0.15764475294521876,133
valve,102,RO-PDRF,vibration,all,accuracy,0.4084507042253521,213
valve,102,RO-PDRF,vibration,all,macro_f1,0.30972226554061943,213
valve,102,RO-PDRF,vibration,all,macro_auroc,0.753454023992546,213
valve,102,RO-PDRF,vibration,all,macro_auprc,0.42512042107410897,213
valve,102,RO-PDRF,vibration,all,nll,1.176702160070541,213
valve,102,RO-PDRF,vibration,all,brier,0.6911739957325942,213
valve,102,RO-PDRF,vibration,all,ece15,0.16441678930895987,213
valve,102,RO-PDRF,vibration,affected,accuracy,0.3626373626373626,91
valve,102,RO-PDRF,vibration,affected,macro_f1,0.293717908773679,91
valve,102,RO-PDRF,vibration,affected,macro_auroc,0.7464031684374741,91
valve,102,RO-PDRF,vibration,affected,macro_auprc,0.4513083428058077,91
valve,102,RO-PDRF,vibration,affected,nll,1.2303113469877578,91
valve,102,RO-PDRF,vibration,affected,brier,0.7215638203249378,91
valve,102,RO-PDRF,vibration,affected,ece15,0.22233498030966453,91
valve,102,RO-PDRF,vibration,unaffected,accuracy,0.4426229508196721,122
valve,102,RO-PDRF,vibration,unaffected,macro_f1,0.3206732962706365,122
valve,102,RO-PDRF,vibration,unaffected,macro_auroc,0.7500026672141442,122
valve,102,RO-PDRF,vibration,unaffected,macro_auprc,0.4224256995999249,122
valve,102,RO-PDRF,vibration,unaffected,nll,1.136714979665076,122
valve,102,RO-PDRF,vibration,unaffected,brier,0.6685061757497807,122
valve,102,RO-PDRF,vibration,unaffected,ece15,0.13813794611907393,122
valve,103,RO-CAGF,pressure,all,accuracy,0.37089201877934275,213
valve,103,RO-CAGF,pressure,all,macro_f1,0.36230975441023866,213
valve,103,RO-CAGF,pressure,all,macro_auroc,0.7417900506638714,213
valve,103,RO-CAGF,pressure,all,macro_auprc,0.44764854651125113,213
valve,103,RO-CAGF,pressure,all,nll,1.1251293578613346,213
valve,103,RO-CAGF,pressure,all,brier,0.6494190728089221,213
valve,103,RO-CAGF,pressure,all,ece15,0.1123541085652902,213
valve,103,RO-CAGF,pressure,affected,accuracy,0.3875,80
valve,103,RO-CAGF,pressure,affected,macro_f1,0.3722307104660046,80
valve,103,RO-CAGF,pressure,affected,macro_auroc,0.7390574032607639,80
valve,103,RO-CAGF,pressure,affected,macro_auprc,0.45068207024130014,80
valve,103,RO-CAGF,pressure,affected,nll,1.1358854020470044,80
valve,103,RO-CAGF,pressure,affected,brier,0.6526399076668861,80
valve,103,RO-CAGF,pressure,affected,ece15,0.14696386009454726,80
valve,103,RO-CAGF,pressure,unaffected,accuracy,0.3609022556390977,133
valve,103,RO-CAGF,pressure,unaffected,macro_f1,0.35716694685911105,133
valve,103,RO-CAGF,pressure,unaffected,macro_auroc,0.7443690313331603,133
valve,103,RO-CAGF,pressure,unaffected,macro_auprc,0.46558123193556067,133
valve,103,RO-CAGF,pressure,unaffected,nll,1.1186595568473978,133
valve,103,RO-CAGF,pressure,unaffected,brier,0.6474817285334551,133
valve,103,RO-CAGF,pressure,unaffected,ece15,0.11355768917198467,133
valve,103,RO-CAGF,vibration,all,accuracy,0.38028169014084506,213
valve,103,RO-CAGF,vibration,all,macro_f1,0.362861839899614,213
valve,103,RO-CAGF,vibration,all,macro_auroc,0.7710764616818075,213
valve,103,RO-CAGF,vibration,all,macro_auprc,0.4956328865686439,213
valve,103,RO-CAGF,vibration,all,nll,1.1063379331740182,213
valve,103,RO-CAGF,vibration,all,brier,0.6374966356657197,213
valve,103,RO-CAGF,vibration,all,ece15,0.12726579291719786,213
valve,103,RO-CAGF,vibration,affected,accuracy,0.4065934065934066,91
valve,103,RO-CAGF,vibration,affected,macro_f1,0.3958526906697638,91
valve,103,RO-CAGF,vibration,affected,macro_auroc,0.7649549293401572,91
valve,103,RO-CAGF,vibration,affected,macro_auprc,0.49151051455010564,91
valve,103,RO-CAGF,vibration,affected,nll,1.1244032227493872,91
valve,103,RO-CAGF,vibration,affected,brier,0.6396009904386766,91
valve,103,RO-CAGF,vibration,affected,ece15,0.1582298334483262,91
valve,103,RO-CAGF,vibration,unaffected,accuracy,0.36065573770491804,122
valve,103,RO-CAGF,vibration,unaffected,macro_f1,0.32943861221586784,122
valve,103,RO-CAGF,vibration,unaffected,macro_auroc,0.7753556399376411,122
valve,103,RO-CAGF,vibration,unaffected,macro_auprc,0.5055654826036645,122
valve,103,RO-CAGF,vibration,unaffected,nll,1.0928630040645217,122
valve,103,RO-CAGF,vibration,unaffected,brier,0.6359269939908094,122
valve,103,RO-CAGF,vibration,unaffected,ece15,0.15637007135836803,122
valve,103,RO-PDRF,pressure,all,accuracy,0.431924882629108,213
valve,103,RO-PDRF,pressure,all,macro_f1,0.3635587926285601,213
valve,103,RO-PDRF,pressure,all,macro_auroc,0.7580723707197765,213
valve,103,RO-PDRF,pressure,all,macro_auprc,0.4553679317995341,213
valve,103,RO-PDRF,pressure,all,nll,1.18349717276826,213
valve,103,RO-PDRF,pressure,all,brier,0.6717980508348248,213
valve,103,RO-PDRF,pressure,all,ece15,0.10491292353527087,213
valve,103,RO-PDRF,pressure,affected,accuracy,0.4125,80
valve,103,RO-PDRF,pressure,affected,macro_f1,0.359444593571533,80
valve,103,RO-PDRF,pressure,affected,macro_auroc,0.768327780086134,80
valve,103,RO-PDRF,pressure,affected,macro_auprc,0.5035298161616991,80
valve,103,RO-PDRF,pressure,affected,nll,1.205278723666217,80
valve,103,RO-PDRF,pressure,affected,brier,0.6768297815921172,80
valve,103,RO-PDRF,pressure,affected,ece15,0.0994241788983345,80
valve,103,RO-PDRF,pressure,unaffected,accuracy,0.44360902255639095,133
valve,103,RO-PDRF,pressure,unaffected,macro_f1,0.3747571051664266,133
valve,103,RO-PDRF,pressure,unaffected,macro_auroc,0.7506653733665057,133
valve,103,RO-PDRF,pressure,unaffected,macro_auprc,0.45523385241885717,133
valve,103,RO-PDRF,pressure,unaffected,nll,1.170395488017609,133
valve,103,RO-PDRF,pressure,unaffected,brier,0.668771445868032,133
valve,103,RO-PDRF,pressure,unaffected,ece15,0.13663735156668758,133
valve,103,RO-PDRF,vibration,all,accuracy,0.41784037558685444,213
valve,103,RO-PDRF,vibration,all,macro_f1,0.3279091012903963,213
valve,103,RO-PDRF,vibration,all,macro_auroc,0.7628464942930351,213
valve,103,RO-PDRF,vibration,all,macro_auprc,0.4332009207164912,213
valve,103,RO-PDRF,vibration,all,nll,1.1768054470846188,213
valve,103,RO-PDRF,vibration,all,brier,0.6790051030894326,213
valve,103,RO-PDRF,vibration,all,ece15,0.14459473874087622,213
valve,103,RO-PDRF,vibration,affected,accuracy,0.3516483516483517,91
valve,103,RO-PDRF,vibration,affected,macro_f1,0.27632206498951783,91
valve,103,RO-PDRF,vibration,affected,macro_auroc,0.7398187535883919,91
valve,103,RO-PDRF,vibration,affected,macro_auprc,0.42706271378059596,91
valve,103,RO-PDRF,vibration,affected,nll,1.26909688020727,91
valve,103,RO-PDRF,vibration,affected,brier,0.7421374807339152,91
valve,103,RO-PDRF,vibration,affected,ece15,0.25372944657619184,91
valve,103,RO-PDRF,vibration,unaffected,accuracy,0.4672131147540984,122
valve,103,RO-PDRF,vibration,unaffected,macro_f1,0.3683740272738202,122
valve,103,RO-PDRF,vibration,unaffected,macro_auroc,0.7780478727989119,122
valve,103,RO-PDRF,vibration,unaffected,macro_auprc,0.465872610200948,122
valve,103,RO-PDRF,vibration,unaffected,nll,1.1079651158210022,122
valve,103,RO-PDRF,vibration,unaffected,brier,0.6319145591087122,122
valve,103,RO-PDRF,vibration,unaffected,ece15,0.11529078713205992,122
valve,104,RO-CAGF,pressure,all,accuracy,0.3568075117370892,213
valve,104,RO-CAGF,pressure,all,macro_f1,0.2620740095987621,213
valve,104,RO-CAGF,pressure,all,macro_auroc,0.7142259201024923,213
valve,104,RO-CAGF,pressure,all,macro_auprc,0.4221336991059917,213
valve,104,RO-CAGF,pressure,all,nll,1.6688136981234982,213
valve,104,RO-CAGF,pressure,all,brier,0.7190973805552662,213
valve,104,RO-CAGF,pressure,all,ece15,0.19399082912525661,213
valve,104,RO-CAGF,pressure,affected,accuracy,0.3375,80
valve,104,RO-CAGF,pressure,affected,macro_f1,0.27832674571805005,80
valve,104,RO-CAGF,pressure,affected,macro_auroc,0.7490600903072202,80
valve,104,RO-CAGF,pressure,affected,macro_auprc,0.4847380648878431,80
valve,104,RO-CAGF,pressure,affected,nll,1.6723113525270938,80
valve,104,RO-CAGF,pressure,affected,brier,0.7360319892749871,80
valve,104,RO-CAGF,pressure,affected,ece15,0.22889061868190763,80
valve,104,RO-CAGF,pressure,unaffected,accuracy,0.3684210526315789,133
valve,104,RO-CAGF,pressure,unaffected,macro_f1,0.2496948848150654,133
valve,104,RO-CAGF,pressure,unaffected,macro_auroc,0.692078165281284,133
valve,104,RO-CAGF,pressure,unaffected,macro_auprc,0.3960846661828043,133
valve,104,RO-CAGF,pressure,unaffected,nll,1.6667098458506586,133
valve,104,RO-CAGF,pressure,unaffected,brier,0.7089111497464116,133
valve,104,RO-CAGF,pressure,unaffected,ece15,0.2038452338455315,133
valve,104,RO-CAGF,vibration,all,accuracy,0.38967136150234744,213
valve,104,RO-CAGF,vibration,all,macro_f1,0.3076430272716388,213
valve,104,RO-CAGF,vibration,all,macro_auroc,0.7574543588399721,213
valve,104,RO-CAGF,vibration,all,macro_auprc,0.4410536357269049,213
valve,104,RO-CAGF,vibration,all,nll,1.294302549128128,213
valve,104,RO-CAGF,vibration,all,brier,0.6753546657613528,213
valve,104,RO-CAGF,vibration,all,ece15,0.14902797313363342,213
valve,104,RO-CAGF,vibration,affected,accuracy,0.4175824175824176,91
valve,104,RO-CAGF,vibration,affected,macro_f1,0.30561268460025937,91
valve,104,RO-CAGF,vibration,affected,macro_auroc,0.7412155689888467,91
valve,104,RO-CAGF,vibration,affected,macro_auprc,0.4477902289080894,91
valve,104,RO-CAGF,vibration,affected,nll,1.4171878429848324,91
valve,104,RO-CAGF,vibration,affected,brier,0.676068574269924,91
valve,104,RO-CAGF,vibration,affected,ece15,0.1293768401329334,91
valve,104,RO-CAGF,vibration,unaffected,accuracy,0.36885245901639346,122
valve,104,RO-CAGF,vibration,unaffected,macro_f1,0.2977279605186582,122
valve,104,RO-CAGF,vibration,unaffected,macro_auroc,0.7651646866560549,122
valve,104,RO-CAGF,vibration,unaffected,macro_auprc,0.45998297459663035,122
valve,104,RO-CAGF,vibration,unaffected,nll,1.2026422069891105,122
valve,104,RO-CAGF,vibration,unaffected,brier,0.6748221602344681,122
valve,104,RO-CAGF,vibration,unaffected,ece15,0.17891148392294273,122
valve,104,RO-PDRF,pressure,all,accuracy,0.43661971830985913,213
valve,104,RO-PDRF,pressure,all,macro_f1,0.3892118598811512,213
valve,104,RO-PDRF,pressure,all,macro_auroc,0.7798469164919637,213
valve,104,RO-PDRF,pressure,all,macro_auprc,0.4632144553703744,213
valve,104,RO-PDRF,pressure,all,nll,1.167256423525085,213
valve,104,RO-PDRF,pressure,all,brier,0.6502323504866047,213
valve,104,RO-PDRF,pressure,all,ece15,0.07978905828346107,213
valve,104,RO-PDRF,pressure,affected,accuracy,0.425,80
valve,104,RO-PDRF,pressure,affected,macro_f1,0.3866209262435677,80
valve,104,RO-PDRF,pressure,affected,macro_auroc,0.781796044671317,80
valve,104,RO-PDRF,pressure,affected,macro_auprc,0.486477490793239,80
valve,104,RO-PDRF,pressure,affected,nll,1.2186547477116672,80
valve,104,RO-PDRF,pressure,affected,brier,0.6752964399516614,80
valve,104,RO-PDRF,pressure,affected,ece15,0.07167809531092643,80
valve,104,RO-PDRF,pressure,unaffected,accuracy,0.44360902255639095,133
valve,104,RO-PDRF,pressure,unaffected,macro_f1,0.39603460196802387,133
valve,104,RO-PDRF,pressure,unaffected,macro_auroc,0.7785001821375737,133
valve,104,RO-PDRF,pressure,unaffected,macro_auprc,0.4702637135713936,133
valve,104,RO-PDRF,pressure,unaffected,nll,1.1363401383000733,133
valve,104,RO-PDRF,pressure,unaffected,brier,0.6351562064474728,133
valve,104,RO-PDRF,pressure,unaffected,ece15,0.08960717244255811,133
valve,104,RO-PDRF,vibration,all,accuracy,0.4131455399061033,213
valve,104,RO-PDRF,vibration,all,macro_f1,0.36665032068701925,213
valve,104,RO-PDRF,vibration,all,macro_auroc,0.787731117516888,213
valve,104,RO-PDRF,vibration,all,macro_auprc,0.4660316461046785,213
valve,104,RO-PDRF,vibration,all,nll,1.1398429423931211,213
valve,104,RO-PDRF,vibration,all,brier,0.6449914208988221,213
valve,104,RO-PDRF,vibration,all,ece15,0.07710706725926467,213
valve,104,RO-PDRF,vibration,affected,accuracy,0.37362637362637363,91
valve,104,RO-PDRF,vibration,affected,macro_f1,0.34960474308300393,91
valve,104,RO-PDRF,vibration,affected,macro_auroc,0.7764237731705954,91
valve,104,RO-PDRF,vibration,affected,macro_auprc,0.4815909022720172,91
valve,104,RO-PDRF,vibration,affected,nll,1.2106563068127931,91
valve,104,RO-PDRF,vibration,affected,brier,0.683883300947814,91
valve,104,RO-PDRF,vibration,affected,ece15,0.09394233534624288,91
valve,104,RO-PDRF,vibration,unaffected,accuracy,0.4426229508196721,122
valve,104,RO-PDRF,vibration,unaffected,macro_f1,0.3725328947368421,122
valve,104,RO-PDRF,vibration,unaffected,macro_auroc,0.7890773916868865,122
valve,104,RO-PDRF,vibration,unaffected,macro_auprc,0.4687225264444881,122
valve,104,RO-PDRF,vibration,unaffected,nll,1.0870231377850053,122
valve,104,RO-PDRF,vibration,unaffected,brier,0.6159819038130988,122
valve,104,RO-PDRF,vibration,unaffected,ece15,0.07729671016091204,122
valve,105,RO-CAGF,pressure,all,accuracy,0.4084507042253521,213
valve,105,RO-CAGF,pressure,all,macro_f1,0.3400649310941001,213
valve,105,RO-CAGF,pressure,all,macro_auroc,0.7533830508968088,213
valve,105,RO-CAGF,pressure,all,macro_auprc,0.4520473769762755,213
valve,105,RO-CAGF,pressure,all,nll,1.1691207913146329,213
valve,105,RO-CAGF,pressure,all,brier,0.6681069858111887,213
valve,105,RO-CAGF,pressure,all,ece15,0.11353436462196387,213
valve,105,RO-CAGF,pressure,affected,accuracy,0.425,80
valve,105,RO-CAGF,pressure,affected,macro_f1,0.34490451881263,80
valve,105,RO-CAGF,pressure,affected,macro_auroc,0.7271816591689363,80
valve,105,RO-CAGF,pressure,affected,macro_auprc,0.43498554473747253,80
