method,seed,subset,metric,value,n
PDRF+CD,105,all,macro_f1,0.5343111643571428,4364
PDRF+CD,105,all,macro_auroc,0.8384235230410729,4364
PDRF+CD,105,all,macro_auprc,0.5999717574847098,4364
PDRF+CD,105,all,nll,1.8097855815125172,4364
PDRF+CD,105,all,brier,0.6458691293321163,4364
PDRF+CD,105,all,ece15,0.21947620925856334,4364
PDRF+CD,105,affected,accuracy,0.484985835694051,1765
PDRF+CD,105,affected,macro_f1,0.48232423905133337,1765
PDRF+CD,105,affected,macro_auroc,0.8044920734172362,1765
PDRF+CD,105,affected,macro_auprc,0.5477838256219253,1765
PDRF+CD,105,affected,nll,2.2820267610661644,1765
PDRF+CD,105,affected,brier,0.7574064342713047,1765
PDRF+CD,105,affected,ece15,0.2934880954685698,1765
PDRF+CD,105,unaffected,accuracy,0.5863793766833397,2599
PDRF+CD,105,unaffected,macro_f1,0.5663806230393192,2599
PDRF+CD,105,unaffected,macro_auroc,0.863510230791131,2599
PDRF+CD,105,unaffected,macro_auprc,0.6413562537233174,2599
PDRF+CD,105,unaffected,nll,1.4890831259864732,2599
PDRF+CD,105,unaffected,brier,0.5701233258624482,2599
PDRF+CD,105,unaffected,ece15,0.1692141638828636,2599
PDRF+EMA-CD,105,all,accuracy,0.5593492208982584,4364
PDRF+EMA-CD,105,all,macro_f1,0.5381859573951516,4364
PDRF+EMA-CD,105,all,macro_auroc,0.8389269139763437,4364
PDRF+EMA-CD,105,all,macro_auprc,0.5926049047842403,4364
PDRF+EMA-CD,105,all,nll,1.9557191605191329,4364
PDRF+EMA-CD,105,all,brier,0.6810524734004505,4364
PDRF+EMA-CD,105,all,ece15,0.2621981421132136,4364
PDRF+EMA-CD,105,affected,accuracy,0.49971671388101985,1765
PDRF+EMA-CD,105,affected,macro_f1,0.49377875108460284,1765
PDRF+EMA-CD,105,affected,macro_auroc,0.8101675197723767,1765
PDRF+EMA-CD,105,affected,macro_auprc,0.5436618782631962,1765
PDRF+EMA-CD,105,affected,nll,2.310262882065152,1765
PDRF+EMA-CD,105,affected,brier,0.7792761001693689,1765
PDRF+EMA-CD,105,affected,ece15,0.31505534074799535,1765
PDRF+EMA-CD,105,unaffected,accuracy,0.5998460946517892,2599
PDRF+EMA-CD,105,unaffected,macro_f1,0.564030385779387,2599
PDRF+EMA-CD,105,unaffected,macro_auroc,0.8608787740363475,2599
PDRF+EMA-CD,105,unaffected,macro_auprc,0.6313360002527971,2599
PDRF+EMA-CD,105,unaffected,nll,1.7149459136823788,2599
PDRF+EMA-CD,105,unaffected,brier,0.6143480866181724,2599
PDRF+EMA-CD,105,unaffected,ece15,0.22712078864824867,2599
PDRF+Soft-CD,105,all,accuracy,0.5536205316223648,4364
PDRF+Soft-CD,105,all,macro_f1,0.5291296420727375,4364
PDRF+Soft-CD,105,all,macro_auroc,0.836427974558351,4364
PDRF+Soft-CD,105,all,macro_auprc,0.5836501730075652,4364
PDRF+Soft-CD,105,all,nll,2.1312853782611563,4364
PDRF+Soft-CD,105,all,brier,0.7049686777887558,4364
PDRF+Soft-CD,105,all,ece15,0.2762574487247126,4364
PDRF+Soft-CD,105,affected,accuracy,0.48158640226628896,1765
PDRF+Soft-CD,105,affected,macro_f1,0.46595619148509354,1765
PDRF+Soft-CD,105,affected,macro_auroc,0.803365723414532,1765
PDRF+Soft-CD,105,affected,macro_auprc,0.5235604053658621,1765
PDRF+Soft-CD,105,affected,nll,2.6450231063342957,1765
PDRF+Soft-CD,105,affected,brier,0.8312594596064995,1765
PDRF+Soft-CD,105,affected,ece15,0.3460034247160633,1765
PDRF+Soft-CD,105,unaffected,accuracy,0.6025394382454791,2599
PDRF+Soft-CD,105,unaffected,macro_f1,0.5676207378009447,2599
PDRF+Soft-CD,105,unaffected,macro_auroc,0.8617209830496394,2599
PDRF+Soft-CD,105,unaffected,macro_auprc,0.6358350524178948,2599
PDRF+Soft-CD,105,unaffected,nll,1.782402311678204,2599
PDRF+Soft-CD,105,unaffected,brier,0.619203679747849,2599
PDRF+Soft-CD,105,unaffected,ece15,0.22889249920615695,2599
RO-AT-GATE,105,all,accuracy,0.5384967919340055,4364
RO-AT-GATE,105,all,macro_f1,0.5040694248375633,4364
RO-AT-GATE,105,all,macro_auroc,0.8275796423561239,4364
RO-AT-GATE,105,all,macro_auprc,0.557453781457965,4364
RO-AT-GATE,105,all,nll,1.3527302571251179,4364
RO-AT-GATE,105,all,brier,0.6164295306409441,4364
RO-AT-GATE,105,all,ece15,0.09636750120727651,4364
RO-AT-GATE,105,affected,accuracy,0.486685552407932,1765
RO-AT-GATE,105,affected,macro_f1,0.45174626898027687,1765
RO-AT-GATE,105,affected,macro_auroc,0.7964910652544019,1765
RO-AT-GATE,105,affected,macro_auprc,0.503315734023186,1765
RO-AT-GATE,105,affected,nll,1.5314752604930344,1765
RO-AT-GATE,105,affected,brier,0.6955925566223491,1765
RO-AT-GATE,105,affected,ece15,0.14642812106494527,1765
RO-AT-GATE,105,unaffected,accuracy,0.5736821854559446,2599
RO-AT-GATE,105,unaffected,macro_f1,0.5373894798971993,2599
RO-AT-GATE,105,unaffected,macro_auroc,0.8489452013902715,2599
RO-AT-GATE,105,unaffected,macro_auprc,0.6015533912348621,2599
RO-AT-GATE,105,unaffected,nll,1.2313432117444432,2599
RO-AT-GATE,105,unaffected,brier,0.5626693379294475,2599
RO-AT-GATE,105,unaffected,ece15,0.06666645841123325,2599
RO-PDRF-CAL,105,all,accuracy,0.5565994500458296,4364
RO-PDRF-CAL,105,all,macro_f1,0.5281410332982374,4364
RO-PDRF-CAL,105,all,macro_auroc,0.8418449218242269,4364
RO-PDRF-CAL,105,all,macro_auprc,0.5935492154434073,4364
RO-PDRF-CAL,105,all,nll,1.995372999549756,4364
RO-PDRF-CAL,105,all,brier,0.6899156285715549,4364
RO-PDRF-CAL,105,all,ece15,0.2668056904409152,4364
RO-PDRF-CAL,105,affected,accuracy,0.4912181303116147,1765
RO-PDRF-CAL,105,affected,macro_f1,0.4696362959398444,1765
RO-PDRF-CAL,105,affected,macro_auroc,0.8095319649879188,1765
RO-PDRF-CAL,105,affected,macro_auprc,0.5367166671017743,1765
RO-PDRF-CAL,105,affected,nll,2.4801350556756803,1765
RO-PDRF-CAL,105,affected,brier,0.8088335985949634,1765
RO-PDRF-CAL,105,affected,ece15,0.33385019570842345,1765
RO-PDRF-CAL,105,unaffected,accuracy,0.6010003847633705,2599
RO-PDRF-CAL,105,unaffected,macro_f1,0.5647062140453135,2599
RO-PDRF-CAL,105,unaffected,macro_auroc,0.8669701121090903,2599
RO-PDRF-CAL,105,unaffected,macro_auprc,0.6428704534884465,2599
RO-PDRF-CAL,105,unaffected,nll,1.6661675247278023,2599
RO-PDRF-CAL,105,unaffected,brier,0.6091575612028298,2599
RO-PDRF-CAL,105,unaffected,ece15,0.22127532642499534,2599
PDRF+CD,106,all,accuracy,0.5494958753437214,4364
PDRF+CD,106,all,macro_f1,0.5323067232865556,4364
PDRF+CD,106,all,macro_auroc,0.8409836892394437,4364
PDRF+CD,106,all,macro_auprc,0.5968369058056272,4364
PDRF+CD,106,all,nll,2.4500055081223526,4364
PDRF+CD,106,all,brier,0.717750635295496,4364
PDRF+CD,106,all,ece15,0.30975099588128874,4364
PDRF+CD,106,affected,accuracy,0.48725212464589235,1765
PDRF+CD,106,affected,macro_f1,0.47602340519779246,1765
PDRF+CD,106,affected,macro_auroc,0.8066950244701038,1765
PDRF+CD,106,affected,macro_auprc,0.5358233066813108,1765
PDRF+CD,106,affected,nll,3.07692956839399,1765
PDRF+CD,106,affected,brier,0.8398205004798547,1765
PDRF+CD,106,affected,ece15,0.37798312787631416,1765
PDRF+CD,106,unaffected,accuracy,0.5917660638707195,2599
PDRF+CD,106,unaffected,macro_f1,0.5686691738313471,2599
PDRF+CD,106,unaffected,macro_auroc,0.8664639927266345,2599
PDRF+CD,106,unaffected,macro_auprc,0.6470610060407512,2599
PDRF+CD,106,unaffected,nll,2.024256771539267,2599
PDRF+CD,106,unaffected,brier,0.6348520927597542,2599
PDRF+CD,106,unaffected,ece15,0.26341404252989836,2599
PDRF+EMA-CD,106,all,accuracy,0.5586617781851513,4364
PDRF+EMA-CD,106,all,macro_f1,0.5429981589139792,4364
PDRF+EMA-CD,106,all,macro_auroc,0.8341148170316872,4364
PDRF+EMA-CD,106,all,macro_auprc,0.5830092617131697,4364
PDRF+EMA-CD,106,all,nll,2.41066333119818,4364
PDRF+EMA-CD,106,all,brier,0.7132045241530367,4364
PDRF+EMA-CD,106,all,ece15,0.3022761088202679,4364
PDRF+EMA-CD,106,affected,accuracy,0.484985835694051,1765
PDRF+EMA-CD,106,affected,macro_f1,0.4838150376608503,1765
PDRF+EMA-CD,106,affected,macro_auroc,0.7977330402224571,1765
PDRF+EMA-CD,106,affected,macro_auprc,0.5217462254550654,1765
PDRF+EMA-CD,106,affected,nll,2.9162882735783016,1765
PDRF+EMA-CD,106,affected,brier,0.8307809096236749,1765
PDRF+EMA-CD,106,affected,ece15,0.3679441032936485,1765
PDRF+EMA-CD,106,unaffected,accuracy,0.6086956521739131,2599
PDRF+EMA-CD,106,unaffected,macro_f1,0.578199662802176,2599
PDRF+EMA-CD,106,unaffected,macro_auroc,0.8601869503440566,2599
PDRF+EMA-CD,106,unaffected,macro_auprc,0.6300447642933312,2599
PDRF+EMA-CD,106,unaffected,nll,2.06728971700006,2599
PDRF+EMA-CD,106,unaffected,brier,0.6333575367133767,2599
PDRF+EMA-CD,106,unaffected,ece15,0.2576805228749437,2599
PDRF+Soft-CD,106,all,accuracy,0.5508707607699358,4364
PDRF+Soft-CD,106,all,macro_f1,0.5349312839968648,4364
PDRF+Soft-CD,106,all,macro_auroc,0.8413515205510945,4364
PDRF+Soft-CD,106,all,macro_auprc,0.5970139316861279,4364
PDRF+Soft-CD,106,all,nll,2.4982031716253696,4364
PDRF+Soft-CD,106,all,brier,0.7229509090579306,4364
PDRF+Soft-CD,106,all,ece15,0.3133993587643591,4364
PDRF+Soft-CD,106,affected,accuracy,0.4906515580736544,1765
PDRF+Soft-CD,106,affected,macro_f1,0.4800642330319918,1765
PDRF+Soft-CD,106,affected,macro_auroc,0.8071455743110274,1765
PDRF+Soft-CD,106,affected,macro_auprc,0.5357395156091779,1765
PDRF+Soft-CD,106,affected,nll,3.156943955788633,1765
PDRF+Soft-CD,106,affected,brier,0.8432380732250362,1765
PDRF+Soft-CD,106,affected,ece15,0.3775352370806524,1765
PDRF+Soft-CD,106,unaffected,accuracy,0.5917660638707195,2599
PDRF+Soft-CD,106,unaffected,macro_f1,0.5703547058449601,2599
PDRF+Soft-CD,106,unaffected,macro_auroc,0.866856171249419,2599
PDRF+Soft-CD,106,unaffected,macro_auprc,0.6468756100727969,2599
PDRF+Soft-CD,106,unaffected,nll,2.050847464027001,2599
PDRF+Soft-CD,106,unaffected,brier,0.64126301188404,2599
PDRF+Soft-CD,106,unaffected,ece15,0.2698441874916712,2599
RO-AT-GATE,106,all,accuracy,0.557057745187901,4364
RO-AT-GATE,106,all,macro_f1,0.5329554482179432,4364
RO-AT-GATE,106,all,macro_auroc,0.8479388628526916,4364
RO-AT-GATE,106,all,macro_auprc,0.5838143348320454,4364
RO-AT-GATE,106,all,nll,1.2933571040140508,4364
RO-AT-GATE,106,all,brier,0.5978014930837962,4364
RO-AT-GATE,106,all,ece15,0.1397134028067838,4364
RO-AT-GATE,106,affected,accuracy,0.5161473087818697,1765
RO-AT-GATE,106,affected,macro_f1,0.4973903187091224,1765
RO-AT-GATE,106,affected,macro_auroc,0.8255503691013616,1765
RO-AT-GATE,106,affected,macro_auprc,0.5444785683937531,1765
RO-AT-GATE,106,affected,nll,1.4603903572407975,1765
RO-AT-GATE,106,affected,brier,0.6573579506562753,1765
RO-AT-GATE,106,affected,ece15,0.17845695657027677,1765
RO-AT-GATE,106,unaffected,accuracy,0.5848403232012312,2599
RO-AT-GATE,106,unaffected,macro_f1,0.556905906028048,2599
RO-AT-GATE,106,unaffected,macro_auroc,0.8636674270780049,2599
RO-AT-GATE,106,unaffected,macro_auprc,0.6179189710574519,2599
RO-AT-GATE,106,unaffected,nll,1.1799235942236665,2599
RO-AT-GATE,106,unaffected,brier,0.5573562650670874,2599
RO-AT-GATE,106,unaffected,ece15,0.11340238678542502,2599
RO-PDRF-CAL,106,all,accuracy,0.5488084326306141,4364
RO-PDRF-CAL,106,all,macro_f1,0.5316716114917327,4364
RO-PDRF-CAL,106,all,macro_auroc,0.8436571844634848,4364
RO-PDRF-CAL,106,all,macro_auprc,0.5992672716012242,4364
RO-PDRF-CAL,106,all,nll,2.305674561569668,4364
RO-PDRF-CAL,106,all,brier,0.7075707937064177,4364
RO-PDRF-CAL,106,all,ece15,0.30030573484522827,4364
RO-PDRF-CAL,106,affected,accuracy,0.4906515580736544,1765
RO-PDRF-CAL,106,affected,macro_f1,0.4790843146344205,1765
RO-PDRF-CAL,106,affected,macro_auroc,0.8094504642233664,1765
RO-PDRF-CAL,106,affected,macro_auprc,0.537263922395643,1765
RO-PDRF-CAL,106,affected,nll,2.9104775053490695,1765
RO-PDRF-CAL,106,affected,brier,0.8287897862335653,1765
RO-PDRF-CAL,106,affected,ece15,0.3660498061193622,1765
RO-PDRF-CAL,106,unaffected,accuracy,0.5883031935359754,2599
RO-PDRF-CAL,106,unaffected,macro_f1,0.5653574737653958,2599
RO-PDRF-CAL,106,unaffected,macro_auroc,0.8690955336196261,2599
RO-PDRF-CAL,106,unaffected,macro_auprc,0.6496813532917761,2599
RO-PDRF-CAL,106,unaffected,nll,1.8949484377641104,2599
RO-PDRF-CAL,106,unaffected,brier,0.6252500850452344,2599
RO-PDRF-CAL,106,unaffected,ece15,0.2556584857550434,2599
PDRF+CD,107,all,accuracy,0.5577451879010082,4364
PDRF+CD,107,all,macro_f1,0.5444631491721132,4364
PDRF+CD,107,all,macro_auroc,0.8394804212185739,4364
PDRF+CD,107,all,macro_auprc,0.5949769915686639,4364
PDRF+CD,107,all,nll,1.9563454571127497,4364
PDRF+CD,107,all,brier,0.662719773504495,4364
PDRF+CD,107,all,ece15,0.24395169093726865,4364
PDRF+CD,107,affected,accuracy,0.4940509915014164,1765
PDRF+CD,107,affected,macro_f1,0.4891613072346536,1765
PDRF+CD,107,affected,macro_auroc,0.8034646627574672,1765
PDRF+CD,107,affected,macro_auprc,0.5351315486867799,1765
PDRF+CD,107,affected,nll,2.522985164533081,1765
PDRF+CD,107,affected,brier,0.7896955189923232,1765
PDRF+CD,107,affected,ece15,0.3237588871302078,1765
PDRF+CD,107,unaffected,accuracy,0.6010003847633705,2599
PDRF+CD,107,unaffected,macro_f1,0.5798624201298372,2599
PDRF+CD,107,unaffected,macro_auroc,0.867360965281882,2599
PDRF+CD,107,unaffected,macro_auprc,0.6490100051224985,2599
PDRF+CD,107,unaffected,nll,1.5715362675795121,2599
PDRF+CD,107,unaffected,brier,0.5764896116014487,2599
PDRF+CD,107,unaffected,ece15,0.18975399276897423,2599
PDRF+EMA-CD,107,all,accuracy,0.5616406966086159,4364
PDRF+EMA-CD,107,all,macro_f1,0.5306617458936104,4364
PDRF+EMA-CD,107,all,macro_auroc,0.8409051630163976,4364
PDRF+EMA-CD,107,all,macro_auprc,0.5961348857678603,4364
PDRF+EMA-CD,107,all,nll,1.765653803275624,4364
PDRF+EMA-CD,107,all,brier,0.6530377076354108,4364
PDRF+EMA-CD,107,all,ece15,0.22946047854603813,4364
PDRF+EMA-CD,107,affected,accuracy,0.4838526912181303,1765
PDRF+EMA-CD,107,affected,macro_f1,0.4630045111922401,1765
PDRF+EMA-CD,107,affected,macro_auroc,0.8042400265824412,1765
PDRF+EMA-CD,107,affected,macro_auprc,0.5284050304670568,1765
PDRF+EMA-CD,107,affected,nll,2.1834017622476574,1765
PDRF+EMA-CD,107,affected,brier,0.7783874616626706,1765
PDRF+EMA-CD,107,affected,ece15,0.3041188214385814,1765
PDRF+EMA-CD,107,unaffected,accuracy,0.6144671027318199,2599
PDRF+EMA-CD,107,unaffected,macro_f1,0.5737075943926732,2599
PDRF+EMA-CD,107,unaffected,macro_auroc,0.8697921535074437,2599
PDRF+EMA-CD,107,unaffected,macro_auprc,0.6539578343307068,2599
PDRF+EMA-CD,107,unaffected,nll,1.4819580943161625,2599
PDRF+EMA-CD,107,unaffected,brier,0.5679117684826162,2599
PDRF+EMA-CD,107,unaffected,ece15,0.17875940424059392,2599
PDRF+Soft-CD,107,all,accuracy,0.5572868927589367,4364
PDRF+Soft-CD,107,all,macro_f1,0.5435797562736994,4364
PDRF+Soft-CD,107,all,macro_auroc,0.8400681166968118,4364
PDRF+Soft-CD,107,all,macro_auprc,0.5946703603396591,4364
PDRF+Soft-CD,107,all,nll,1.9757588021049048,4364
PDRF+Soft-CD,107,all,brier,0.6646971551965721,4364
PDRF+Soft-CD,107,all,ece15,0.2471739015141613,4364
PDRF+Soft-CD,107,affected,accuracy,0.4906515580736544,1765
PDRF+Soft-CD,107,affected,macro_f1,0.4855706350171709,1765
PDRF+Soft-CD,107,affected,macro_auroc,0.8034151746594492,1765
PDRF+Soft-CD,107,affected,macro_auprc,0.5334931511718193,1765
PDRF+Soft-CD,107,affected,nll,2.561233837112784,1765
PDRF+Soft-CD,107,affected,brier,0.79362322842641,1765
PDRF+Soft-CD,107,affected,ece15,0.32946176309423475,1765
PDRF+Soft-CD,107,unaffected,accuracy,0.6025394382454791,2599
PDRF+Soft-CD,107,unaffected,macro_f1,0.5810823007174911,2599
PDRF+Soft-CD,107,unaffected,macro_auroc,0.8684233716956614,2599
PDRF+Soft-CD,107,unaffected,macro_auprc,0.6505967647075213,2599
PDRF+Soft-CD,107,unaffected,nll,1.5781584031865108,2599
PDRF+Soft-CD,107,unaffected,brier,0.577142511391007,2599
PDRF+Soft-CD,107,unaffected,ece15,0.19135284732286176,2599
RO-AT-GATE,107,all,accuracy,0.5219981668194317,4364
RO-AT-GATE,107,all,macro_f1,0.5110895576469621,4364
RO-AT-GATE,107,all,macro_auroc,0.816671793074065,4364
RO-AT-GATE,107,all,macro_auprc,0.5360878289196266,4364
RO-AT-GATE,107,all,nll,1.5464710501587562,4364
RO-AT-GATE,107,all,brier,0.6702083522472438,4364
RO-AT-GATE,107,all,ece15,0.17963277041147216,4364
RO-AT-GATE,107,affected,accuracy,0.4855524079320113,1765
RO-AT-GATE,107,affected,macro_f1,0.4765352677457515,1765
RO-AT-GATE,107,affected,macro_auroc,0.8014075304590859,1765
RO-AT-GATE,107,affected,macro_auprc,0.509901541754745,1765
RO-AT-GATE,107,affected,nll,1.6700179726822515,1765
RO-AT-GATE,107,affected,brier,0.7305796501679994,1765
RO-AT-GATE,107,affected,ece15,0.23511511932520285,1765
RO-AT-GATE,107,unaffected,accuracy,0.5467487495190458,2599
RO-AT-GATE,107,unaffected,macro_f1,0.5318172219088149,2599
RO-AT-GATE,107,unaffected,macro_auroc,0.8295746769415011,2599
RO-AT-GATE,107,unaffected,macro_auprc,0.5604342534084767,2599
RO-AT-GATE,107,unaffected,nll,1.4625694271291412,2599
RO-AT-GATE,107,unaffected,brier,0.629209760161775,2599
RO-AT-GATE,107,unaffected,ece15,0.14453487994350714,2599
RO-PDRF-CAL,107,all,accuracy,0.5634738771769019,4364
RO-PDRF-CAL,107,all,macro_f1,0.5498814648021245,4364
RO-PDRF-CAL,107,all,macro_auroc,0.8419700276207042,4364
RO-PDRF-CAL,107,all,macro_auprc,0.6041138559574604,4364
RO-PDRF-CAL,107,all,nll,1.846741962157928,4364
RO-PDRF-CAL,107,all,brier,0.6476316481917139,4364
RO-PDRF-CAL,107,all,ece15,0.22842563996748788,4364
RO-PDRF-CAL,107,affected,accuracy,0.5025495750708215,1765
RO-PDRF-CAL,107,affected,macro_f1,0.498321751407467,1765
RO-PDRF-CAL,107,affected,macro_auroc,0.8076632216029652,1765
RO-PDRF-CAL,107,affected,macro_auprc,0.5454535561427961,1765
RO-PDRF-CAL,107,affected,nll,2.351871494290839,1765
RO-PDRF-CAL,107,affected,brier,0.7685305735093415,1765
RO-PDRF-CAL,107,affected,ece15,0.3040204414227191,1765
RO-PDRF-CAL,107,unaffected,accuracy,0.6048480184686418,2599
RO-PDRF-CAL,107,unaffected,macro_f1,0.5829219920649714,2599
RO-PDRF-CAL,107,unaffected,macro_auroc,0.8685059506354723,2599
RO-PDRF-CAL,107,unaffected,macro_auprc,0.6552017016355819,2599
RO-PDRF-CAL,107,unaffected,nll,1.5037047846994487,2599
RO-PDRF-CAL,107,unaffected,brier,0.5655282995246834,2599
RO-PDRF-CAL,107,unaffected,ece15,0.17708865928393044,2599
PDRF+CD,108,all,accuracy,0.5696608615948671,4364
PDRF+CD,108,all,macro_f1,0.547761041201114,4364
PDRF+CD,108,all,macro_auroc,0.8397210769915127,4364
PDRF+CD,108,all,macro_auprc,0.5890127542303386,4364
PDRF+CD,108,all,nll,2.32728286771435,4364
PDRF+CD,108,all,brier,0.6987904368409794,4364
PDRF+CD,108,all,ece15,0.289277744582768,4364
PDRF+CD,108,affected,accuracy,0.5048158640226629,1765
PDRF+CD,108,affected,macro_f1,0.49775738261425695,1765
PDRF+CD,108,affected,macro_auroc,0.8075040573079589,1765
PDRF+CD,108,affected,macro_auprc,0.5318216049899542,1765
PDRF+CD,108,affected,nll,2.790774485982112,1765
PDRF+CD,108,affected,brier,0.8084775254334732,1765
PDRF+CD,108,affected,ece15,0.3496514624981975,1765
PDRF+CD,108,unaffected,accuracy,0.6136975759907657,2599
PDRF+CD,108,unaffected,macro_f1,0.5796639460018514,2599
PDRF+CD,108,unaffected,macro_auroc,0.8628679274132898,2599
PDRF+CD,108,unaffected,macro_auprc,0.6367548641776809,2599
PDRF+CD,108,unaffected,nll,2.0125223035579056,2599
PDRF+CD,108,unaffected,brier,0.6243011288895552,2599
PDRF+CD,108,unaffected,ece15,0.24827750158475062,2599
PDRF+EMA-CD,108,all,accuracy,0.5659945004582951,4364
PDRF+EMA-CD,108,all,macro_f1,0.5460878605388247,4364
PDRF+EMA-CD,108,all,macro_auroc,0.8455661654276376,4364
PDRF+EMA-CD,108,all,macro_auprc,0.598267350727529,4364
PDRF+EMA-CD,108,all,nll,2.1324568297536906,4364
PDRF+EMA-CD,108,all,brier,0.6955067907909337,4364
PDRF+EMA-CD,108,all,ece15,0.2850551411891945,4364
PDRF+EMA-CD,108,affected,accuracy,0.5070821529745042,1765
PDRF+EMA-CD,108,affected,macro_f1,0.5030443640165537,1765
PDRF+EMA-CD,108,affected,macro_auroc,0.8141765796599053,1765
PDRF+EMA-CD,108,affected,macro_auprc,0.5458319203856842,1765
PDRF+EMA-CD,108,affected,nll,2.53917239801607,1765
PDRF+EMA-CD,108,affected,brier,0.7970622509636289,1765
PDRF+EMA-CD,108,affected,ece15,0.34122410426734195,1765
PDRF+EMA-CD,108,unaffected,accuracy,0.6060023085802232,2599
PDRF+EMA-CD,108,unaffected,macro_f1,0.5739383422631607,2599
PDRF+EMA-CD,108,unaffected,macro_auroc,0.8679664916837754,2599
PDRF+EMA-CD,108,unaffected,macro_auprc,0.6400526907019255,2599
PDRF+EMA-CD,108,unaffected,nll,1.856253298401978,2599
PDRF+EMA-CD,108,unaffected,brier,0.6265397314585723,2599
PDRF+EMA-CD,108,unaffected,ece15,0.2469104166992264,2599
PDRF+Soft-CD,108,all,accuracy,0.5701191567369386,4364
PDRF+Soft-CD,108,all,macro_f1,0.5472343080384754,4364
PDRF+Soft-CD,108,all,macro_auroc,0.8401626520535745,4364
PDRF+Soft-CD,108,all,macro_auprc,0.589155901983765,4364
PDRF+Soft-CD,108,all,nll,2.25579583620473,4364
PDRF+Soft-CD,108,all,brier,0.6921366421854006,4364
PDRF+Soft-CD,108,all,ece15,0.28408526365263653,4364
PDRF+Soft-CD,108,affected,accuracy,0.5070821529745042,1765
PDRF+Soft-CD,108,affected,macro_f1,0.4995790727548482,1765
PDRF+Soft-CD,108,affected,macro_auroc,0.8081955190821949,1765
PDRF+Soft-CD,108,affected,macro_auprc,0.5328452681495911,1765
PDRF+Soft-CD,108,affected,nll,2.7059342989233817,1765
PDRF+Soft-CD,108,affected,brier,0.8001985495485366,1765
PDRF+Soft-CD,108,affected,ece15,0.3418320384562522,1765
PDRF+Soft-CD,108,unaffected,accuracy,0.6129280492497114,2599
PDRF+Soft-CD,108,unaffected,macro_f1,0.5775860360016623,2599
PDRF+Soft-CD,108,unaffected,macro_auroc,0.8632712969745927,2599
PDRF+Soft-CD,108,unaffected,macro_auprc,0.6365429014705487,2599
PDRF+Soft-CD,108,unaffected,nll,1.9501034981137633,2599
PDRF+Soft-CD,108,unaffected,brier,0.6187510067502582,2599
PDRF+Soft-CD,108,unaffected,ece15,0.24486888399854356,2599
RO-AT-GATE,108,all,accuracy,0.5341429880843263,4364
RO-AT-GATE,108,all,macro_f1,0.5307661441294297,4364
RO-AT-GATE,108,all,macro_auroc,0.819806054036519,4364
RO-AT-GATE,108,all,macro_auprc,0.5420474614133096,4364
RO-AT-GATE,108,all,nll,1.3748765520620994,4364
RO-AT-GATE,108,all,brier,0.6312956110228684,4364
RO-AT-GATE,108,all,ece15,0.12304680151856351,4364
RO-AT-GATE,108,affected,accuracy,0.4940509915014164,1765
RO-AT-GATE,108,affected,macro_f1,0.49981038679925716,1765
RO-AT-GATE,108,affected,macro_auroc,0.7990516608406616,1765
RO-AT-GATE,108,affected,macro_auprc,0.5177035275109704,1765
RO-AT-GATE,108,affected,nll,1.5275295325166736,1765
RO-AT-GATE,108,affected,brier,0.689444951275816,1765
RO-AT-GATE,108,affected,ece15,0.17850045482430177,1765
RO-AT-GATE,108,unaffected,accuracy,0.5613697575990766,2599
RO-AT-GATE,108,unaffected,macro_f1,0.5489150517383655,2599
RO-AT-GATE,108,unaffected,macro_auroc,0.8347546245372724,2599
RO-AT-GATE,108,unaffected,macro_auprc,0.5666158132381209,2599
RO-AT-GATE,108,unaffected,nll,1.2712087911916403,2599
RO-AT-GATE,108,unaffected,brier,0.5918059667187311,2599
RO-AT-GATE,108,unaffected,ece15,0.09438788287682731,2599
RO-PDRF-CAL,108,all,accuracy,0.5728689275893676,4364
RO-PDRF-CAL,108,all,macro_f1,0.5499386194807223,4364
RO-PDRF-CAL,108,all,macro_auroc,0.8430829818888572,4364
RO-PDRF-CAL,108,all,macro_auprc,0.5897121864889571,4364
RO-PDRF-CAL,108,all,nll,2.305989151633188,4364
RO-PDRF-CAL,108,all,brier,0.6946048113510345,4364
RO-PDRF-CAL,108,all,ece15,0.29027148645531686,4364
RO-PDRF-CAL,108,affected,accuracy,0.5144475920679886,1765
RO-PDRF-CAL,108,affected,macro_f1,0.5057151000929226,1765
RO-PDRF-CAL,108,affected,macro_auroc,0.8111366893416054,1765
RO-PDRF-CAL,108,affected,macro_auprc,0.5329119011061819,1765
RO-PDRF-CAL,108,affected,nll,2.7643712188844285,1765
RO-PDRF-CAL,108,affected,brier,0.8014790791008883,1765
RO-PDRF-CAL,108,affected,ece15,0.3452869660793553,1765
RO-PDRF-CAL,108,unaffected,accuracy,0.6125432858791843,2599
RO-PDRF-CAL,108,unaffected,macro_f1,0.578399257153888,2599
RO-PDRF-CAL,108,unaffected,macro_auroc,0.865903781184207,2599
RO-PDRF-CAL,108,unaffected,macro_auprc,0.6368629052999937,2599
RO-PDRF-CAL,108,unaffected,nll,1.994698521122052,2599
RO-PDRF-CAL,108,unaffected,brier,0.6220257107052122,2599
RO-PDRF-CAL,108,unaffected,ece15,0.25291011096331284,2599
PDRF+CD,109,all,accuracy,0.5792850595783685,4364
PDRF+CD,109,all,macro_f1,0.5600771457729197,4364
PDRF+CD,109,all,macro_auroc,0.846068732793853,4364
PDRF+CD,109,all,macro_auprc,0.5956256393431718,4364
PDRF+CD,109,all,nll,2.3417013306591348,4364
