batch,mean,std,min,max
10,0.01010266614056331,0.022181090624165317,-0.034784634466547226,0.03592472490140297
8,0.01750865715014653,0.03294256526173748,-0.08480988688954716,0.09434476562563499
9,0.014874347304081732,0.025562971425630972,-0.03411332595108163,0.07308820464062338
