seed,method,fault_realization,batch,subset,metric,value,n
101,ModDrop-SD,70001,8,unaffected,macro_f1,0.5993069213110418,174
101,ModDrop-SD,70001,8,unaffected,macro_auroc,0.959802847764842,174
101,ModDrop-SD,70001,8,unaffected,macro_auprc,0.8433309258165379,174
101,ModDrop-SD,70001,8,unaffected,nll,0.6953262751473739,174
101,ModDrop-SD,70001,8,unaffected,brier,0.362333352821657,174
101,ModDrop-SD,70001,8,unaffected,ece15,0.10181181201304512,174
101,ModDrop-SD,70001,9,all,accuracy,0.44680851063829785,470
101,ModDrop-SD,70001,9,all,macro_f1,0.3894558715069601,470
101,ModDrop-SD,70001,9,all,macro_auroc,0.7953514404439956,470
101,ModDrop-SD,70001,9,all,macro_auprc,0.5100616408872795,470
101,ModDrop-SD,70001,9,all,nll,2.7036435726330548,470
101,ModDrop-SD,70001,9,all,brier,0.7746195624408239,470
101,ModDrop-SD,70001,9,all,ece15,0.33225254771557255,470
101,ModDrop-SD,70001,9,affected,accuracy,0.3282051282051282,195
101,ModDrop-SD,70001,9,affected,macro_f1,0.3076861288829374,195
101,ModDrop-SD,70001,9,affected,macro_auroc,0.6685827966780443,195
101,ModDrop-SD,70001,9,affected,macro_auprc,0.3235614713232087,195
101,ModDrop-SD,70001,9,affected,nll,5.088659329375693,195
101,ModDrop-SD,70001,9,affected,brier,1.1295532091841956,195
101,ModDrop-SD,70001,9,affected,ece15,0.5126326453991426,195
101,ModDrop-SD,70001,9,unaffected,accuracy,0.5309090909090909,275
101,ModDrop-SD,70001,9,unaffected,macro_f1,0.4359363846205951,275
101,ModDrop-SD,70001,9,unaffected,macro_auroc,0.9293890537224966,275
101,ModDrop-SD,70001,9,unaffected,macro_auprc,0.7991598030288042,275
101,ModDrop-SD,70001,9,unaffected,nll,1.0124505814882738,275
101,ModDrop-SD,70001,9,unaffected,brier,0.5229393402046147,275
101,ModDrop-SD,70001,9,unaffected,ece15,0.20434667424722158,275
101,ModDrop-SD,70001,10,all,accuracy,0.5058333333333334,3600
101,ModDrop-SD,70001,10,all,macro_f1,0.490684152232814,3600
101,ModDrop-SD,70001,10,all,macro_auroc,0.7886894907407407,3600
101,ModDrop-SD,70001,10,all,macro_auprc,0.5094020514267024,3600
101,ModDrop-SD,70001,10,all,nll,3.084946157299147,3600
101,ModDrop-SD,70001,10,all,brier,0.8033687454477204,3600
101,ModDrop-SD,70001,10,all,ece15,0.33624859395126505,3600
101,ModDrop-SD,70001,10,affected,accuracy,0.4068965517241379,1450
101,ModDrop-SD,70001,10,affected,macro_f1,0.3924852269119261,1450
101,ModDrop-SD,70001,10,affected,macro_auroc,0.718779321187547,1450
101,ModDrop-SD,70001,10,affected,macro_auprc,0.40202991621648154,1450
101,ModDrop-SD,70001,10,affected,nll,4.803679075731896,1450
101,ModDrop-SD,70001,10,affected,brier,1.0373616519776216,1450
101,ModDrop-SD,70001,10,affected,ece15,0.4753549784627454,1450
101,ModDrop-SD,70001,10,unaffected,accuracy,0.5725581395348838,2150
101,ModDrop-SD,70001,10,unaffected,macro_f1,0.5581220848093015,2150
101,ModDrop-SD,70001,10,unaffected,macro_auroc,0.848417368421622,2150
101,ModDrop-SD,70001,10,unaffected,macro_auprc,0.6295480195319042,2150
101,ModDrop-SD,70001,10,unaffected,nll,1.9258007006817117,2150
101,ModDrop-SD,70001,10,unaffected,brier,0.6455595759275548,2150
101,ModDrop-SD,70001,10,unaffected,ece15,0.24267941206000573,2150
102,EF-PD+CD,70001,all,all,accuracy,0.5229147571035747,4364
102,EF-PD+CD,70001,all,all,macro_f1,0.5247060219001879,4364
102,EF-PD+CD,70001,all,all,macro_auroc,0.8045502873160287,4364
102,EF-PD+CD,70001,all,all,macro_auprc,0.5336633317683099,4364
102,EF-PD+CD,70001,all,all,nll,2.5478820599734457,4364
102,EF-PD+CD,70001,all,all,brier,0.7456425369216342,4364
102,EF-PD+CD,70001,all,all,ece15,0.2942248950930061,4364
102,EF-PD+CD,70001,all,affected,accuracy,0.428328611898017,1765
102,EF-PD+CD,70001,all,affected,macro_f1,0.4249200739386108,1765
102,EF-PD+CD,70001,all,affected,macro_auroc,0.7466905252695627,1765
102,EF-PD+CD,70001,all,affected,macro_auprc,0.44716507831994107,1765
102,EF-PD+CD,70001,all,affected,nll,3.8882680775675307,1765
102,EF-PD+CD,70001,all,affected,brier,0.9544122610013448,1765
102,EF-PD+CD,70001,all,affected,ece15,0.43464251000212545,1765
102,EF-PD+CD,70001,all,unaffected,accuracy,0.587148903424394,2599
102,EF-PD+CD,70001,all,unaffected,macro_f1,0.5941937193232504,2599
102,EF-PD+CD,70001,all,unaffected,macro_auroc,0.8523668745872137,2599
102,EF-PD+CD,70001,all,unaffected,macro_auprc,0.612653039842829,2599
102,EF-PD+CD,70001,all,unaffected,nll,1.6376160649547624,2599
102,EF-PD+CD,70001,all,unaffected,brier,0.6038654830544972,2599
